Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
1280	0	-14387.8	-14281.4	-106.43	0.521573	0.550789	0.830853	0.455239	0.629591	0.913591	0.833073	0.959349	0.981805	0.815776	0.555475	0.380295	0.32831	0.51938	0.356598	0.462375	0.377671	0.535265	0.361211	0.482834	0.379397	0.267789	0.253631	0.750459	0.0342955	0.00913671	0.099744	0.173979	0.00699202	2.80032e-05	0.00438135	0.00225092	0.0154586	0.0239233	0.0130295	0.443117	0.0145761	0.0270278	0.0412779	0.00361388	0.00916822	0.00291177	0.0141835	0.0279145	0.0206312	0.376307	0.0400224	0.0613669	0.456422	0.0452514	0.0374525	0.265766	0.835352	2.86143	0.360708	0.366261	0.0603037	0.212727	0.3820526	13.94777
1281	1	-14379.3	-14286.1	-93.2091	0.4000804	0.922902	0.573082	0.746868	0.701905	0.651498	0.272768	0.808622	0.882258	0.268528	0.451024	0.337206	0.381034	0.420782	0.40107	0.446829	0.473248	0.433418	0.367923	0.445808	0.367369	0.344684	0.289326	0.559871	0.0174889	0.000299042	0.0377355	0.0314432	0.00497167	0.593692	0.00909753	0.0251554	0.0971017	0.0424732	0.0217419	0.0631426	0.00832358	0.0209055	0.0261246	0.0161654	0.0117648	0.0290936	0.0149891	0.00594573	0.0251219	0.38888	0.0450715	0.0483811	0.446604	0.0459417	0.016726	0.181816	0.731368	3.07009	0.361651	0.362635	0.0574424	0.218271	0.3479909	12.62568
1282	0	-14398.7	-14296.6	-102.102	0.5431971	0.355436	0.717249	0.280309	0.797948	0.770717	0.755629	0.988744	0.894305	0.921679	0.574492	0.257804	0.252816	0.548072	0.283806	0.370797	0.525693	0.452512	0.429185	0.418836	0.335294	0.268396	0.305558	0.683112	0.0482402	0.0196836	0.127426	0.207058	0.0496452	0.00101159	0.00438135	0.0515154	0.0824969	0.0665195	0.00423929	0.475683	0.0580723	0.0262746	0.00942514	0.00036161	0.00916822	0.0520721	0.0146343	0.0186262	0.0205742	0.396487	0.0484641	0.0604162	0.432621	0.0414374	0.041647	0.279184	0.849322	2.82985	0.354209	0.373892	0.0591662	0.212733	0.3973483	13.51492
1283	1	-14376.2	-14279.5	-96.6591	0.3912092	1.01115	0.538642	0.761724	0.686747	0.779415	0.210661	0.919175	0.822127	0.407985	0.499239	0.362514	0.367586	0.379258	0.420353	0.511761	0.462163	0.531774	0.416124	0.485534	0.323127	0.321836	0.273344	0.508383	0.0191649	0.0467606	0.028069	0.000167198	0.00899692	0.57124	0.0316899	0.00497818	0.0561483	0.00501696	0.00521756	0.034913	0.00612614	0.0683035	0.0128754	0.00702144	0.0219459	0.0229438	0.00468714	0.0137816	0.0271365	0.348948	0.0440379	0.037264	0.485418	0.0571959	0.0154669	0.175159	0.72159	3.08778	0.371181	0.360954	0.0581334	0.209731	0.3027268	12.97067
1284	0	-14386.7	-14273	-113.682	0.4885023	0.363857	0.772565	0.500037	0.699192	0.79676	1.0494	0.969517	1.06031	0.971545	0.564999	0.404385	0.284819	0.596848	0.350879	0.579171	0.558032	0.461348	0.446013	0.393455	0.315827	0.282177	0.264982	0.854849	0.0947443	0.00758948	0.050318	0.207058	0.00386677	0.0235317	0.01466	0.00882047	0.0423732	0.0150613	0.00423929	0.547984	0.000775972	0.0214672	0.011828	0.0299185	0.010817	0.00776985	0.0244745	0.00472678	0.0242262	0.355823	0.053939	0.0630033	0.485999	0.017009	0.031277	0.244344	0.811719	2.91266	0.345585	0.380186	0.0589723	0.215256	0.3690244	14.67299
1285	1	-14381.3	-14284.5	-96.783	0.3612129	0.985254	0.597509	0.547084	0.680165	0.802002	0.252033	0.919175	0.735242	0.437047	0.516392	0.335767	0.400299	0.510638	0.453985	0.43524	0.404523	0.449553	0.375507	0.403171	0.372374	0.36413	0.285005	0.644847	0.00255667	0.0388411	0.00306956	0.0410637	0.00226307	0.479492	0.00455326	0.00521599	0.17005	0.000859603	0.0194129	0.00260318	0.00439344	0.0815865	0.150238	0.00592601	0.0482321	9.34603e-05	0.00654895	0.00912446	0.0308653	0.355673	0.0450789	0.025089	0.455617	0.0876764	0.0115393	0.152248	0.68565	3.15056	0.361687	0.370949	0.0587912	0.208572	0.3082624	12.98306
1286	0	-14390.7	-14287	-103.629	0.5750459	0.446718	0.737981	0.295643	0.704994	1.00517	0.797921	0.942362	1.07061	0.957161	0.590157	0.402404	0.351231	0.488264	0.288628	0.445202	0.479202	0.377505	0.519197	0.524792	0.287942	0.264532	0.259787	0.608949	0.0146461	0.00695636	0.0316447	0.129141	0.0151686	0.0179346	0.0210825	0.00737447	0.0161251	0.00368089	0.012883	0.418784	0.00522627	0.00816047	0.0179071	0.015669	0.0222969	0.0227302	0.0175197	0.0163859	0.0300185	0.323343	0.0502262	0.0608011	0.518622	0.0169888	0.0480055	0.298113	0.868034	2.78585	0.358484	0.370226	0.05899	0.2123	0.3687341	13.66766
1287	1	-14380.2	-14285.2	-95.0232	0.4250144	0.798723	0.627365	0.742108	0.729694	0.658572	0.32012	0.878461	0.722726	0.437047	0.444415	0.304587	0.452931	0.476632	0.415827	0.544544	0.493519	0.433653	0.362022	0.422943	0.347525	0.281772	0.345941	0.656657	0.0063518	0.0842014	0.0179171	0.0410637	0.0342701	0.479492	0.0292106	0.00445278	0.0308795	0.0377086	0.00391487	0.028286	0.017661	0.0054084	0.0230637	0.0116195	0.0204794	0.00219141	0.0303704	0.000764305	0.026075	0.412619	0.0521608	0.0585211	0.428784	0.0218394	0.0204823	0.200182	0.75699	3.02235	0.337713	0.378157	0.0565631	0.227566	0.3140579	12.80709
1288	0	-14396.2	-14303.1	-93.0646	0.601823	0.322685	0.737981	0.391225	0.605528	0.607307	0.700346	0.967306	0.815757	0.716671	0.527097	0.222273	0.32102	0.565344	0.311999	0.393787	0.536445	0.497221	0.331246	0.364854	0.36437	0.244994	0.188279	0.817492	0.0951321	0.00855159	0.0997634	0.138535	0.0132562	0.00523822	0.0215659	0.0179208	0.0588252	0.00312221	0.012883	0.491364	0.0116256	0.00716477	0.0144974	0.0363764	0.000494194	0.0226043	0.000953909	0.000129078	0.027547	0.353753	0.0483336	0.0677681	0.480026	0.0225729	0.0534843	0.313284	0.882246	2.75099	0.350292	0.376578	0.055972	0.217158	0.3982929	12.61123
1289	1	-14385.6	-14293.3	-92.2163	0.3583569	0.879207	0.550757	0.612992	0.61338	0.725186	0.31231	0.729192	0.817707	0.44975	0.405822	0.399174	0.352339	0.432167	0.384183	0.451615	0.541667	0.461814	0.357641	0.569551	0.304574	0.411726	0.257277	0.599693	0.00370695	0.0604954	0.00318103	0.00407998	0.0874085	0.40777	0.00773871	0.0348266	0.0630462	0.00155453	0.0152155	0.0267169	0.0191893	0.0438024	0.0759964	0.00542417	0.0083211	0.00116419	0.0291007	0.00793746	0.0195635	0.383651	0.0585945	0.0439566	0.460134	0.0341011	0.0111934	0.150039	0.681979	3.15679	0.366917	0.37699	0.0588425	0.197251	0.3235606	12.5264
1290	0	-14398.7	-14301	-97.7847	0.4806424	0.413391	0.57298	0.391225	0.692103	0.618178	0.860044	0.908	1.04363	0.812716	0.584725	0.497066	0.262437	0.65347	0.355586	0.395041	0.43797	0.392673	0.431522	0.464562	0.237832	0.22551	0.271684	0.655658	0.0394899	0.00548746	0.102271	0.160716	0.00630396	0.0161621	0.0115794	0.0165453	0.0529578	0.00852909	0.0160124	0.343207	0.0254661	0.0103659	0.0244053	0.00647069	0.011875	0.0255074	0.0181277	0.00375253	0.0400556	0.360699	0.0447475	0.0492212	0.482713	0.0225631	0.0298584	0.239091	0.805656	2.92539	0.353616	0.360797	0.0603075	0.22528	0.3541751	13.08324
1291	1	-14382.7	-14277.3	-105.38	0.3871134	1.07508	0.673962	0.740534	0.505372	0.747775	0.336701	0.947781	0.945456	0.491823	0.615341	0.46658	0.409736	0.43434	0.463878	0.592979	0.482196	0.461814	0.407618	0.50236	0.378943	0.300936	0.337738	0.629164	0.00137155	0.0377541	0.0314028	0.0555596	0.0150832	0.413359	0.0367637	0.00891581	0.0125966	0.0285012	0.00743687	0.00589904	0.000681187	0.0470052	0.0768191	0.0444103	0.014907	0.0251882	0.0136959	0.0173456	0.0290625	0.390549	0.041552	0.0551124	0.454464	0.0292603	0.0149	0.172066	0.71695	3.09608	0.348417	0.378391	0.0597125	0.213479	0.3073941	13.84281
1292	0	-14397.3	-14289	-108.222	0.4013891	0.588914	0.847971	0.397711	0.7525	0.865662	0.926454	1.16363	0.982406	0.882624	0.533877	0.393915	0.244224	0.484922	0.345909	0.507104	0.435476	0.423906	0.338369	0.366712	0.250877	0.289234	0.264831	0.705719	0.045856	0.0335192	0.0557625	0.18447	0.000629895	0.0470818	0.00430315	0.0464785	0.0679528	0.0963667	0.0196051	0.425907	0.0112925	0.0506409	0.00167015	0.00354774	0.00172832	0.0153415	0.0179099	0.00392027	0.0245265	0.357746	0.0392717	0.0752619	0.47934	0.0238539	0.0169153	0.182793	0.732779	3.06751	0.389933	0.346073	0.0586045	0.205389	0.3274843	14.12693
1293	1	-14391.7	-14281.2	-110.424	0.4050296	0.866226	0.681281	0.78863	0.828346	0.757572	0.288594	1.09093	0.910281	0.371683	0.48091	0.335539	0.391238	0.379326	0.483035	0.557521	0.498179	0.39155	0.340156	0.556201	0.472672	0.387994	0.320968	0.898565	0.0155731	0.133965	0.0412877	0.00339335	0.0597731	0.634691	0.027852	0.0181916	0.127878	0.015127	0.0156076	0.0206208	0.0018158	0.0216153	0.0474311	0.0282308	0.0220191	0.0202719	0.0117951	0.00263266	0.026738	0.382738	0.047732	0.0570717	0.445375	0.0403455	0.0174466	0.185503	0.736666	3.06038	0.356534	0.366838	0.0582816	0.218347	0.2810969	14.34717
1294	0	-14391.3	-14282.8	-108.455	0.4754731	0.519265	0.723579	0.359882	0.768848	0.858159	0.798199	0.83985	0.96222	0.788083	0.678889	0.504818	0.311328	0.505156	0.334159	0.584283	0.553927	0.419281	0.367097	0.438138	0.284492	0.280706	0.277111	0.99949	0.0480941	0.00748426	0.0031034	0.182311	0.00818347	0.00194044	0.0269454	0.0140304	0.0526802	0.0461925	0.0100478	0.458435	0.033639	0.0105794	0.0562239	0.00831443	0.00139731	0.0207634	0.000264161	0.00271532	0.0216678	0.307654	0.0505255	0.0693984	0.522044	0.0287105	0.0289369	0.235603	0.801568	2.93389	0.371755	0.354945	0.0611997	0.2121	0.3601134	14.1503
1295	1	-14382.7	-14271.5	-111.216	0.3998824	1.07138	0.658267	0.874187	0.73911	0.832427	0.174776	0.834091	1.18062	0.544478	0.5051	0.463285	0.503662	0.477869	0.353597	0.539546	0.474956	0.385861	0.440477	0.4333	0.350283	0.328059	0.345428	0.707287	0.0155731	0.080772	0.0075418	0.000406809	0.0337913	0.81447	0.0272343	0.00192739	0.0452706	0.00346874	0.00240295	0.0378908	0.000636959	0.020253	0.0252073	0.00495629	0.0394782	0.00264361	0.0183091	0.0260801	0.0234718	0.426782	0.0400796	0.056486	0.42844	0.0247409	0.0166974	0.181668	0.731153	3.07048	0.353415	0.37712	0.0569998	0.212465	0.334284	14.42636
1296	0	-14393.3	-14284.1	-109.197	0.576633	0.376255	0.703657	0.414533	0.872372	0.938791	0.878868	0.735548	0.94266	1.09443	0.590663	0.419788	0.30633	0.454833	0.343245	0.443573	0.484676	0.43904	0.369458	0.394598	0.330875	0.364576	0.311814	0.884943	0.0113883	0.0318245	0.00290594	0.151977	0.0127838	0.0151371	0.000476841	0.0519353	0.106116	0.0415531	0.050219	0.568253	0.0027837	0.0055856	0.013952	0.0165593	0.00696523	0.00181346	0.0263919	0.0102795	0.0288163	0.34028	0.0474859	0.0654816	0.502175	0.0157609	0.0483272	0.299031	0.868913	2.78373	0.368005	0.358863	0.0650116	0.208121	0.380369	14.22443
1297	1	-14381.9	-14264.2	-117.699	0.4226435	1.08977	0.863019	0.865946	0.751823	0.818786	0.415898	0.969037	0.891359	0.586419	0.524147	0.386704	0.468464	0.530419	0.473288	0.53116	0.465665	0.571275	0.479895	0.534395	0.475968	0.375867	0.277032	0.673483	0.0306142	0.0702716	0.00489028	0.0114417	0.0234209	0.614709	0.0436989	0.0018435	0.0652567	0.00518953	0.00277855	0.0365918	0.00406456	0.0897881	0.0151556	0.0059621	0.00399431	0.00589368	0.0167515	0.00250951	0.0254243	0.365726	0.0480415	0.0414234	0.485047	0.034338	0.020112	0.198459	0.754665	3.02676	0.349426	0.374044	0.0555572	0.220973	0.3134008	15.07464
1298	0	-14400.9	-14303	-97.8311	0.4732691	0.360782	0.645509	0.370413	0.695816	0.82291	0.681915	0.909154	0.845142	0.827302	0.590663	0.533138	0.329039	0.427358	0.37112	0.504614	0.480241	0.347803	0.304592	0.476922	0.241178	0.234517	0.222057	0.677099	0.0320463	0.00659799	0.0501416	0.144586	0.00937009	0.0169181	0.0161772	0.0223756	0.0127402	0.0549931	0.0481546	0.588492	0.00342152	0.0427686	0.0290436	0.00953444	0.0272831	0.0412232	0.0185752	0.0141532	0.0285432	0.356877	0.0390006	0.0761976	0.487412	0.01197	0.0285468	0.234107	0.7998	2.93755	0.366925	0.364068	0.0544967	0.214511	0.3791448	13.08788
1299	1	-14378.2	-14265.5	-112.709	0.4816699	1.01584	0.643815	0.845897	0.687218	1.0065	0.318623	1.05144	1.03082	0.432515	0.466057	0.328657	0.548014	0.462265	0.435287	0.529188	0.463426	0.429066	0.501987	0.534395	0.401801	0.310377	0.385767	0.761179	0.00172706	0.0108452	0.0415344	0.00197043	0.0188751	0.655039	0.000967786	0.00298183	0.0438208	0.00721197	0.0147817	0.0123918	0.00631769	0.0243801	0.046497	0.00502275	0.0480191	0.0117638	0.0275146	0.00384536	0.0180484	0.352295	0.0466716	0.0443488	0.488306	0.0503297	0.0300427	0.239781	0.806459	2.92372	0.367388	0.36619	0.0614385	0.204983	0.3868325	14.57565
1300	0	-14388	-14288.5	-99.4845	0.5485345	0.373986	0.538805	0.392313	0.660555	0.935412	0.887761	0.87528	0.997012	1.0878	0.510563	0.282807	0.314069	0.490561	0.355917	0.538673	0.529571	0.413628	0.316231	0.400853	0.273039	0.273731	0.245483	0.772404	0.106521	0.00314247	0.0115052	0.137113	0.00920105	0.0383157	0.00213682	0.00235816	0.0372793	0.00546885	0.0167139	0.342944	0.00876515	0.00733304	0.00437748	0.02233	0.004295	0.00618006	0.00446567	0.0163166	0.0236373	0.322784	0.0410854	0.0694607	0.520526	0.022506	0.0426986	0.282425	0.852606	2.82227	0.386542	0.347141	0.0613712	0.204946	0.4020088	13.25322
1301	1	-14383.6	-14286.6	-96.9427	0.516731	0.790235	0.582011	0.629681	0.621622	0.739433	0.298837	0.840245	0.911044	0.407639	0.500109	0.339404	0.37351	0.428945	0.404061	0.518245	0.617964	0.475115	0.375585	0.475564	0.333829	0.303029	0.334398	0.661111	0.00658205	0.0259999	0.0578812	0.0628895	0.0176264	0.52738	0.00852917	0.0103036	0.089184	0.0204518	0.0121775	0.00951211	0.0415794	0.0586924	0.031194	0.00523761	0.00158265	0.0187649	0.0259562	0.00589401	0.019137	0.328774	0.0484838	0.0403741	0.517757	0.0454737	0.0365291	0.262698	0.832071	2.8687	0.368859	0.371774	0.060816	0.198552	0.3970287	12.99903
1302	0	-14393.2	-14297.4	-95.772	0.5593353	0.395389	0.551422	0.402433	0.676137	0.752439	0.622057	0.93402	0.871546	0.893982	0.637808	0.318641	0.291835	0.490561	0.352254	0.439527	0.483685	0.391613	0.397645	0.324991	0.307692	0.29354	0.215459	0.679473	0.106521	0.00193843	0.0445162	0.127299	0.0323563	0.00465172	0.0283364	0.00865769	0.0815865	0.00695959	0.0366519	0.519407	0.0103625	0.00395116	0.0218298	0.0204197	0.0137606	0.0419771	0.00745067	0.0391833	0.0251049	0.386357	0.0499734	0.0723719	0.443336	0.0228567	0.0448447	0.288898	0.859065	2.80719	0.354022	0.367215	0.0583223	0.220441	0.4134815	12.88196
1303	1	-14379.4	-14282.3	-97.111	0.5641033	0.767021	0.715554	0.76883	0.59529	0.67719	0.264368	0.912956	0.878359	0.359111	0.490357	0.419323	0.451657	0.414811	0.373246	0.508393	0.566467	0.394551	0.453914	0.44507	0.359864	0.318031	0.280948	0.683167	0.0856089	0.00266994	0.0227926	0.0439012	0.0303073	0.52738	0.0110411	0.0202484	0.0174732	0.0271056	0.0121775	0.0102023	0.000558548	0.0180176	0.0419903	0.00299601	0.0178863	0.00681855	0.00566851	0.0125446	0.0277195	0.36683	0.05704	0.0503098	0.449244	0.0488573	0.0457993	0.29172	0.861839	2.80064	0.346565	0.372929	0.0658843	0.214622	0.37519	13.01587
1304	0	-14378.8	-14283.1	-95.74	0.58425	0.38412	0.488378	0.403071	0.775577	0.825974	0.773565	0.764627	0.925041	0.906403	0.582775	0.318641	0.348143	0.498892	0.257601	0.445231	0.480297	0.400359	0.35889	0.421413	0.309927	0.285272	0.254426	0.655617	0.119144	0.0152879	0.0856289	0.14474	0.0160281	0.0060869	0.00259734	0.0202486	0.0510225	0.00993119	0.0058001	0.498713	0.00184288	0.00882407	0.00179411	0.00183384	0.0044477	0.00437164	0.00550021	0.0106796	0.0276433	0.398227	0.0400718	0.0691949	0.43392	0.0309428	0.0498767	0.303403	0.873066	2.77365	0.351876	0.36934	0.0584693	0.220314	0.404738	12.87876
1305	1	-14379.4	-14282.5	-96.9264	0.4984356	0.931881	0.578408	0.700713	0.677272	0.69531	0.322716	0.817722	0.892185	0.482486	0.520342	0.365189	0.367654	0.402278	0.466081	0.479089	0.474365	0.380373	0.431221	0.416315	0.290995	0.292671	0.276729	0.638316	0.0101977	0.026015	0.00400765	0.0696704	0.0615059	0.543767	0.0140374	0.00304207	0.0858245	0.0114454	0.0280031	0.015136	0.00688563	0.00696364	0.0524287	0.0241292	0.0657653	0.0097771	0.048851	0.00964226	0.0289724	0.400106	0.0553171	0.0469336	0.447312	0.021359	0.0330982	0.250893	0.819127	2.89688	0.355353	0.371591	0.0614989	0.211558	0.3985099	12.99741
1306	0	-14384.4	-14295.1	-89.3597	0.4098285	0.388854	0.591849	0.326885	0.767874	0.593546	0.636504	0.906904	0.890935	0.802358	0.48231	0.271658	0.317204	0.421817	0.335611	0.360729	0.401022	0.400359	0.415139	0.401801	0.323762	0.217004	0.280321	0.708181	0.0837206	0.0588858	0.0690564	0.126695	0.0094	0.0144657	0.00984245	0.00692524	0.0510225	0.00515951	0.00682205	0.451206	0.00695725	0.00161394	0.00416033	0.0220181	0.00629821	0.0426054	0.011044	0.0102108	0.0248489	0.371728	0.049706	0.0639795	0.446141	0.0435972	0.0181575	0.189059	0.741701	3.05108	0.35964	0.369509	0.0575879	0.213263	0.3404335	12.24074
1307	1	-14377.3	-14277.8	-99.4867	0.4007804	0.891127	0.538915	0.757705	0.729203	0.694488	0.367056	0.846943	0.9003	0.452262	0.506923	0.349891	0.542154	0.402278	0.487286	0.498471	0.475084	0.497621	0.417873	0.441968	0.39812	0.314653	0.382777	0.556471	0.00201175	0.0327275	0.00358324	0.0627928	0.0212275	0.355648	0.00345872	0.00115924	0.120008	0.044714	0.0124629	0.0149367	0.00618472	0.052462	0.0296663	0.0108948	0.0035689	0.00419064	0.00359121	0.018575	0.0276318	0.377788	0.0509438	0.053192	0.471056	0.0193885	0.0168272	0.182339	0.732124	3.06871	0.361409	0.366259	0.0594047	0.212927	0.2971822	13.25343
1308	0	-14396.1	-14308.3	-87.8061	0.4736415	0.419306	0.536769	0.324912	0.536963	0.726144	0.63183	0.860118	0.794308	0.708865	0.539579	0.369264	0.349886	0.379221	0.284422	0.504247	0.460014	0.450412	0.388641	0.40738	0.220689	0.304467	0.199489	0.708071	0.0532047	0.000151429	0.0381829	0.158412	0.0265917	0.0255438	0.024986	0.0105098	0.0253707	0.0835893	0.0311477	0.370457	0.00154365	0.0386525	0.0114527	0.00309455	0.0131013	0.0560182	0.00394341	0.00442054	0.0254523	0.381689	0.047044	0.0625914	0.437747	0.0454767	0.0286126	0.23436	0.800099	2.93693	0.336567	0.394536	0.0555792	0.213318	0.3463872	12.08537
1309	1	-14386.7	-14284.6	-102.179	0.4961117	0.932388	0.725965	0.97672	0.706741	0.843314	0.338351	0.831565	0.816251	0.413961	0.624078	0.320183	0.440145	0.425649	0.34816	0.3709	0.475084	0.35038	0.431543	0.582079	0.337356	0.330358	0.328359	0.631514	0.0902175	0.00507099	0.0216362	0.00330478	0.0262885	0.427381	0.00619593	0.00535309	0.0578566	0.0985235	0.00315844	0.0428673	0.00750727	0.00398922	0.0554338	0.0219207	0.0463304	0.0118558	0.00555984	0.00117943	0.031622	0.383439	0.0475199	0.0660078	0.437943	0.0334684	0.0326693	0.24937	0.817418	2.90054	0.360269	0.359672	0.0567408	0.223318	0.3394427	13.52267
1310	0	-14387.7	-14285.6	-102.082	0.4808609	0.419306	0.618736	0.334601	0.663556	0.921781	0.721312	1.00383	1.26256	0.891512	0.49421	0.335027	0.308803	0.58101	0.344814	0.422871	0.499828	0.471237	0.332211	0.509976	0.242835	0.329041	0.269785	0.611762	0.0200487	0.0177378	0.0875966	0.158412	0.00945301	0.0162187	0.0221308	0.0253793	0.0283485	0.0280001	0.00406442	0.428432	0.00371264	0.00239091	0.0104587	0.017435	0.000252952	0.0273514	0.0114927	0.00345228	0.028353	0.35164	0.0490576	0.0633548	0.483608	0.0239869	0.0298976	0.239238	0.805827	2.92504	0.368904	0.37199	0.0567912	0.202315	0.3747636	13.51297
1311	1	-14374.3	-14281.8	-92.4609	0.4478743	1.00257	0.704029	0.638707	0.732146	0.77785	0.269987	0.84657	0.789838	0.479238	0.516538	0.300277	0.384969	0.440208	0.420005	0.423439	0.425933	0.31215	0.294632	0.360774	0.339424	0.235999	0.333947	0.685138	0.0239215	0.0332702	0.0280346	0.0358549	0.0138732	0.438727	0.00920563	0.000469223	0.0578566	0.00331777	0.0187135	0.0170477	0.00750727	0.0330203	0.0439281	0.00877121	0.015946	0.0189068	0.0110637	0.0170472	0.0310094	0.376441	0.0518392	0.0379471	0.450034	0.0527295	0.0241831	0.216532	0.778294	2.98099	0.355141	0.368657	0.0594895	0.216713	0.341735	12.55085
1312	0	-14387.2	-14276.7	-110.523	0.4810722	0.438368	0.697102	0.372806	0.786114	0.926516	0.994165	1.01046	1.23252	1.05416	0.568533	0.228558	0.391369	0.636547	0.316712	0.497408	0.494958	0.448792	0.429598	0.359033	0.28434	0.301528	0.251689	0.648656	0.0876634	0.00294558	0.119561	0.199564	0.0157074	0.0204102	0.000659938	0.00281341	0.0802676	0.00148746	0.00331796	0.353416	0.0129887	0.00538111	0.0387283	0.0134602	0.000565474	0.0015315	0.0232955	0.00334023	0.0236463	0.333649	0.0493448	0.0562961	0.498716	0.0383477	0.0299355	0.23938	0.805992	2.92469	0.360553	0.377761	0.058555	0.20313	0.3745427	14.35703
1313	1	-14376.3	-14279.1	-97.1355	0.4941675	0.753501	0.523298	0.775691	0.663044	0.943028	0.245847	0.835666	0.989511	0.461917	0.549787	0.425488	0.426318	0.459403	0.413338	0.461687	0.446939	0.421199	0.388685	0.40637	0.388746	0.310996	0.225437	0.542216	0.0524942	0.0281641	0.0414407	0.0112559	0.00932308	0.495718	0.0253391	9.22736e-05	0.0913058	0.00351666	0.0208766	0.00468453	0.000143909	0.069744	0.0652463	0.00107308	0.00301437	0.00378711	0.0327948	0.000189464	0.0261467	0.337341	0.0556629	0.037143	0.488315	0.0553915	0.0323119	0.248091	0.815978	2.90362	0.370371	0.362845	0.0637378	0.203046	0.3372724	13.01832
1314	0	-14398.7	-14292.9	-105.865	0.5316966	0.561973	0.582512	0.35921	0.693029	0.732766	0.617173	0.95162	1.15088	0.859752	0.604016	0.389219	0.279745	0.586303	0.394216	0.478382	0.49008	0.45329	0.416655	0.398963	0.366931	0.297648	0.288365	0.847812	0.0732127	0.00720658	0.0147956	0.233806	0.00130777	0.0179023	0.0322855	0.0154132	0.0129792	0.00071379	0.0253556	0.50402	0.0396959	0.0109719	0.0283146	0.0418429	0.000450417	0.0177902	0.00303511	0.00961702	0.0170509	0.396767	0.0497282	0.0532074	0.424442	0.0588052	0.0394024	0.272105	0.842028	2.84646	0.363136	0.378935	0.0554202	0.202509	0.3614052	13.89125
1315	1	-14374.8	-14271.4	-103.439	0.4828513	0.929505	0.63892	0.939846	0.676335	0.639146	0.279148	0.963909	0.905918	0.457777	0.616528	0.305698	0.41961	0.425611	0.419598	0.506413	0.484231	0.523376	0.420594	0.530944	0.343747	0.3204	0.314701	0.636442	0.017728	0.0344691	0.025922	0.0228393	0.0406791	0.465238	0.0288033	0.00458495	0.0857122	0.0219748	0.00215703	0.0646521	0.00198515	0.0361765	0.0196808	0.00876519	0.00525242	0.0462448	0.00390412	0.0134629	0.0241024	0.358058	0.05722	0.049778	0.474454	0.0363879	0.030255	0.240573	0.807378	2.92179	0.367307	0.365255	0.0572723	0.210166	0.3434963	13.64863
1316	0	-14389.9	-14296.8	-93.11	0.3736567	0.436882	0.571246	0.370223	0.688633	0.756317	0.898949	0.826168	0.822414	0.716685	0.488308	0.305221	0.385868	0.360544	0.317228	0.536858	0.499454	0.4012	0.362022	0.292055	0.317754	0.279185	0.336795	0.775362	0.0137514	0.010295	0.0517933	0.107438	0.0401297	0.00633536	0.00537924	0.00677559	0.0446116	0.0174586	0.00674862	0.480659	0.00505887	0.020307	0.0238056	0.00218274	0.00903774	0.0131846	0.00394122	0.00150485	0.0195771	0.412429	0.0490735	0.0720715	0.410946	0.035903	0.0131046	0.161821	0.701124	3.12395	0.352683	0.376562	0.0527422	0.218013	0.319795	12.61577
1317	1	-14376.6	-14279.7	-96.891	0.4373595	0.799806	0.577668	0.67163	0.700151	0.739348	0.284608	0.909823	0.864677	0.550908	0.453876	0.295278	0.348084	0.493536	0.395407	0.420834	0.425398	0.492246	0.421819	0.389071	0.37788	0.308356	0.304583	0.611852	0.017728	0.0690239	0.042845	0.0662726	0.0258143	0.581461	0.0137391	0.00343422	0.0789509	0.0157281	0.00391795	0.020512	0.00363821	0.0106306	0.115743	0.00376408	0.041833	0.0399903	0.00159937	0.000399869	0.0189459	0.396799	0.0581616	0.0618005	0.436833	0.0274605	0.0224523	0.209072	0.768738	2.99974	0.357046	0.370283	0.058813	0.213858	0.351949	12.99386
1318	0	-14388.5	-14278.1	-110.396	0.458093	0.436882	0.771884	0.358947	0.882805	0.864741	0.820319	0.950851	1.12598	1.02043	0.562736	0.305114	0.385865	0.569668	0.369564	0.487493	0.555377	0.425319	0.37026	0.494618	0.323382	0.337875	0.266111	0.643241	0.0270101	0.0168892	0.0509184	0.122203	0.01303	0.0325911	0.00940749	0.00379228	0.045577	0.0397258	0.020486	0.500108	0.0152533	0.00728481	0.0615036	0.00622041	0.00419259	0.00311187	0.0168077	0.018774	0.0195732	0.377708	0.0485734	0.0583542	0.465739	0.0300526	0.025909	0.22368	0.787207	2.9632	0.345653	0.370517	0.0624244	0.221406	0.3751986	14.34435
