Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	pi[1]	pi[2]	pi[3]	pi[4]	TL
250	-17384	-17388.9	4.89167	0.183536	0.184186	0.242429	0.180119	0.203532	0.196523	0.19482	0.198266	0.170123	0.161518	0.117296	0.131321	0.117174	0.161	0.208771	0.136846	0.143562	0.14654	0.184938	0.136513	0.148592	0.151098	0.177404	0.00264228	0.001278	0.0254985	0.00117045	0.0110014	0.00912657	0.023835	0.0144887	0.0230509	0.00779685	0.00381295	0.0229699	0.00977467	0.0249156	0.00377744	0.0272596	0.0144878	0.0238712	0.02709	0.0249635	0.236924	0.313114	0.09819	0.351772	4.178917
260	-17373.7	-17378.3	4.60181	0.249696	0.201661	0.211904	0.201406	0.175927	0.145326	0.19762	0.198916	0.185614	0.161956	0.117544	0.131321	0.137071	0.156207	0.147341	0.134281	0.151266	0.151948	0.164627	0.18256	0.157372	0.147152	0.203262	0.00971867	0.00508879	0.0350914	0.000400002	0.0195121	0.0141478	0.0301627	0.00617744	0.0197014	0.0114366	0.00473855	0.0259957	0.00495953	0.0311678	0.00271274	0.0220587	0.00263093	0.0126331	0.0185045	0.0190859	0.231109	0.329973	0.09578	0.343138	4.207902
270	-17379.6	-17383.1	3.43847	0.244262	0.196678	0.214944	0.192248	0.202909	0.160228	0.196087	0.199659	0.190291	0.160977	0.162179	0.123692	0.100692	0.15642	0.144846	0.174111	0.151266	0.139268	0.173723	0.16191	0.171331	0.179602	0.212632	0.00741688	0.0142682	0.0274601	0.00278694	0.0168935	0.0142944	0.028192	0.0106504	0.0173359	0.00543971	0.0143585	0.0298011	0.00511273	0.023791	0.0093202	0.0270417	0.00275018	0.028118	0.0214041	0.00784608	0.232065	0.312444	0.0995363	0.355954	4.324237
280	-17375.8	-17380.7	4.9113	0.20526	0.176583	0.255925	0.179001	0.195604	0.193459	0.184707	0.201719	0.163571	0.146897	0.143661	0.1349	0.126496	0.137335	0.168632	0.123933	0.160767	0.154477	0.175534	0.14263	0.136025	0.169685	0.191106	0.0131258	0.00380796	0.0377417	0.000165556	0.00818061	0.0176452	0.0219272	0.00744081	0.0296661	0.00799188	0.00485372	0.0202691	0.00661956	0.023791	0.00828995	0.0335349	0.00332096	0.0194706	0.034469	0.00673572	0.23283	0.310179	0.0998642	0.357127	4.176954
290	-17380.8	-17385.2	4.37001	0.294848	0.16394	0.228774	0.183357	0.17193	0.155096	0.183604	0.191906	0.165379	0.164254	0.143661	0.118084	0.11967	0.168961	0.145603	0.156158	0.153973	0.166075	0.1905	0.174331	0.140193	0.153737	0.182041	0.00334923	0.00318763	0.0188998	0.00267628	0.0220986	0.0139547	0.0261032	0.0100989	0.0256835	0.0104259	0.0182272	0.0169262	0.0111304	0.0366281	0.00224205	0.026276	0.0084564	0.0158771	0.0329284	0.0098389	0.232755	0.310081	0.093865	0.363299	4.231083
300	-17377.3	-17382.5	5.2013	0.214455	0.200127	0.228774	0.192262	0.211757	0.185393	0.183604	0.190039	0.180479	0.164254	0.143661	0.133573	0.109122	0.17561	0.147621	0.156053	0.150078	0.132633	0.173727	0.155919	0.133479	0.146479	0.157765	0.00729612	0.00390116	0.0318187	0.00173058	0.0152919	0.009553	0.010093	0.00319387	0.0308004	0.00791145	0.0184365	0.0183837	0.0016948	0.0186185	0.00071555	0.0288344	0.00287359	0.02714	0.0256231	0.0171807	0.239476	0.319034	0.097312	0.344178	4.147954
310	-17375.3	-17379.5	4.21107	0.240832	0.175241	0.246694	0.206671	0.208314	0.163169	0.167725	0.191198	0.174108	0.156347	0.133959	0.131896	0.144086	0.12408	0.182731	0.177296	0.16336	0.158901	0.173143	0.154291	0.122833	0.160181	0.194146	0.00446899	0.00367061	0.0381032	0.00090804	0.0217154	0.015195	0.0189594	0.00620967	0.0243445	0.0127731	0.00785916	0.0358726	0.0046872	0.0189981	0.000981101	0.0298008	0.00614092	0.0126639	0.0244139	0.00800834	0.223575	0.325705	0.0993465	0.351374	4.246977
320	-17378	-17382.9	4.89	0.24133	0.190714	0.201966	0.190121	0.187002	0.186647	0.199087	0.187648	0.164589	0.183378	0.12587	0.107347	0.129222	0.124965	0.160021	0.176981	0.172086	0.12908	0.172299	0.157678	0.141127	0.163292	0.173414	0.0104494	0.00379196	0.0447015	0.000325517	0.00797041	0.0120581	0.0240421	0.00977041	0.0306996	0.00308425	0.00250711	0.0282459	0.00816307	0.0162022	0.00532255	0.0394427	0.00448459	0.0109992	0.0354509	0.0155083	0.227501	0.326312	0.0941585	0.352029	4.179084
330	-17373.3	-17378.1	4.77642	0.227496	0.208936	0.231614	0.181029	0.19656	0.186124	0.186833	0.171273	0.188336	0.196255	0.125974	0.116804	0.129494	0.149875	0.15709	0.12774	0.132514	0.147635	0.183956	0.136055	0.140168	0.15357	0.212819	0.0109052	0.00976763	0.0410045	0.00114434	0.0149611	0.0071466	0.0373362	0.00774242	0.0242188	0.00794975	0.00506012	0.0261457	0.0091439	0.0128072	0.00627438	0.0297204	0.00302344	0.0127135	0.0314085	0.0038178	0.232849	0.310475	0.0963719	0.360304	4.190442
340	-17372.1	-17376.7	4.61361	0.227299	0.166801	0.201171	0.199436	0.197952	0.182523	0.205877	0.207217	0.197397	0.145678	0.125722	0.124908	0.117165	0.137782	0.157876	0.148629	0.132514	0.14849	0.170111	0.182987	0.144015	0.163265	0.203267	0.00187853	0.000746274	0.0432379	0.00441065	0.0197613	0.00864785	0.0267891	0.0180703	0.0244171	0.00262593	0.00364405	0.0238433	0.00384684	0.0277738	0.00754082	0.0233725	0.00199529	0.0303809	0.0355675	0.010091	0.236937	0.315926	0.0980639	0.349073	4.206723
350	-17382.3	-17386.2	3.88665	0.208299	0.19007	0.230064	0.190544	0.213631	0.16375	0.210572	0.173002	0.177713	0.156176	0.122625	0.143436	0.113373	0.154038	0.148263	0.168905	0.138747	0.139461	0.184724	0.170207	0.14037	0.16588	0.243052	0.00496193	0.0151858	0.0319724	0.0092389	0.0129046	0.00914443	0.021126	0.0102857	0.0375898	0.00881321	0.0193192	0.0202097	0.0113385	0.0230017	0.00960625	0.0237975	0.00518731	0.0142609	0.0355675	0.00900563	0.232484	0.328782	0.096221	0.342513	4.279418
360	-17372.4	-17377.1	4.75966	0.221217	0.183815	0.234638	0.202704	0.19706	0.16491	0.173705	0.187276	0.199496	0.18059	0.131177	0.137855	0.135718	0.142746	0.165609	0.135751	0.136737	0.131542	0.160571	0.153182	0.148715	0.134867	0.194412	0.0103319	0.0016811	0.0467261	0.0052642	0.0224161	0.00290181	0.0309754	0.0181889	0.0301734	0.012975	0.0159744	0.0179918	0.0166088	0.0231201	0.00591263	0.0204514	0.000901475	0.0164099	0.0352022	0.00361994	0.232484	0.328782	0.096221	0.342513	4.192118
370	-17376.7	-17381.4	4.66795	0.244932	0.175065	0.215108	0.190059	0.182512	0.187515	0.160524	0.169328	0.173955	0.185268	0.135228	0.135622	0.10664	0.14104	0.162661	0.138645	0.167668	0.170363	0.150419	0.175159	0.154594	0.152817	0.19529	0.0063702	0.00753915	0.0467261	0.0046802	0.0214108	0.0163201	0.0287015	0.005739	0.0180313	0.0222057	0.00787425	0.0149879	0.0208526	0.0216312	0.00197161	0.0310177	0.000986387	0.0164676	0.0284851	0.00887845	0.227074	0.329419	0.093982	0.349525	4.201289
380	-17371.1	-17376.4	5.30392	0.21601	0.165095	0.233053	0.181405	0.203076	0.191162	0.159913	0.192462	0.195669	0.173432	0.127793	0.130259	0.126029	0.160622	0.142471	0.132438	0.156096	0.157138	0.198343	0.142131	0.13362	0.142886	0.196079	0.00428729	0.00640322	0.0281459	0.00490969	0.0202503	0.00562675	0.0230234	0.0140791	0.0191122	0.0157388	0.0146972	0.0153575	0.00854751	0.0166663	0.00132752	0.0215162	0.00206707	0.0159968	0.0357644	0.00699414	0.226387	0.328422	0.0973657	0.347826	4.137692
390	-17376.9	-17382	5.03722	0.218168	0.171527	0.220071	0.163762	0.180474	0.186499	0.195804	0.169932	0.183713	0.167971	0.134102	0.113597	0.11119	0.138831	0.172226	0.144046	0.161343	0.153768	0.195519	0.144659	0.138845	0.15919	0.214324	0.00913274	0.0140582	0.0220386	0.00865264	0.0238189	0.0201669	0.028911	0.0260508	0.0159612	0.00396461	0.0156721	0.0210447	0.007703	0.0343149	0.00136271	0.024189	0.000317324	0.01398	0.0267416	0.00672243	0.226387	0.328422	0.0973657	0.347826	4.164362
400	-17369.4	-17374.5	5.09912	0.209834	0.184801	0.242046	0.187315	0.202611	0.146525	0.210116	0.173095	0.185381	0.183038	0.163392	0.1225	0.133025	0.137356	0.14795	0.153974	0.136431	0.163067	0.178089	0.140793	0.144515	0.149005	0.206665	0.00415101	0.00386918	0.0233702	0.00219453	0.0107351	0.0148319	0.0186342	0.0154636	0.0224383	0.0120097	0.0086973	0.0195856	0.0131069	0.0184065	0.000757512	0.0240347	0.000191883	0.0225587	0.0151844	0.00642469	0.225952	0.325844	0.0966015	0.351602	4.158172
410	-17379.4	-17382.8	3.40122	0.190915	0.192561	0.237759	0.186326	0.211372	0.193394	0.189995	0.181158	0.215133	0.168901	0.145103	0.133753	0.103748	0.169186	0.186742	0.144904	0.146471	0.163067	0.183637	0.17467	0.150519	0.155421	0.207906	0.00706222	0.00139894	0.0274184	0.0131663	0.0217987	0.00672586	0.0206345	0.017693	0.0449775	0.00151277	0.00605335	0.0229994	0.010271	0.0291487	0.00287897	0.0213224	0.00121544	0.0189727	0.0172411	0.00283004	0.22275	0.321226	0.0952324	0.360792	4.327962
420	-17378.8	-17382.6	3.74291	0.222037	0.186349	0.203739	0.201459	0.203621	0.165436	0.220272	0.190228	0.175021	0.185657	0.124319	0.135657	0.161094	0.126905	0.139186	0.148717	0.16998	0.147605	0.167047	0.175732	0.138693	0.155421	0.19735	0.00861549	0.00234426	0.0428471	0.00679926	0.0105593	0.0152761	0.0215014	0.0180318	0.0412834	0.0123123	0.00886615	0.0431671	0.0142073	0.021841	0.00109656	0.0293314	0.000199977	0.0138995	0.0292373	0.010852	0.229279	0.330641	0.0980237	0.342056	4.293793
430	-17372	-17376.6	4.62052	0.228761	0.16743	0.221802	0.178973	0.175132	0.194103	0.188053	0.183105	0.177162	0.180569	0.140522	0.130898	0.119194	0.162629	0.178811	0.155354	0.132568	0.143376	0.183149	0.183948	0.132453	0.167654	0.191158	0.00163194	0.000826548	0.0333667	0.00265431	0.0115093	0.0106964	0.0480529	0.0103016	0.0242864	0.0085193	0.0101259	0.0177266	0.00568796	0.0164539	0.00444933	0.0245878	0.00207702	0.0173734	0.0311229	0.00777776	0.222597	0.321005	0.0951669	0.361231	4.206032
440	-17370.2	-17375.7	5.49516	0.189493	0.16743	0.200365	0.184128	0.183929	0.158661	0.190942	0.175681	0.186397	0.190662	0.14406	0.130898	0.121968	0.139941	0.164046	0.158341	0.145459	0.143718	0.156807	0.195347	0.15795	0.151282	0.214858	0.00164017	0.00153801	0.0289936	0.00596475	0.0205706	0.0126015	0.0228266	0.00854822	0.0180815	0.0122385	0.00301843	0.0271064	0.0110251	0.0167124	0.00250805	0.0199914	0.00145192	0.0232667	0.0232288	0.00489032	0.222282	0.326452	0.0918016	0.359464	4.118568
450	-17371.9	-17376.8	4.86465	0.242099	0.180777	0.217966	0.18614	0.188664	0.156875	0.202841	0.160341	0.171442	0.162129	0.143011	0.123152	0.131043	0.165159	0.15073	0.136188	0.177804	0.141165	0.176604	0.167944	0.138488	0.17051	0.196853	0.00303813	5.45137e-05	0.036972	0.00073097	0.0133719	0.0122015	0.0329197	0.00751207	0.0306489	0.00527682	0.00209421	0.0189906	0.00729156	0.0263789	0.000795577	0.0192242	0.00898499	0.0221065	0.036023	0.00907648	0.22278	0.308544	0.0920073	0.376669	4.181618
460	-17367.9	-17372.1	4.1522	0.237095	0.189887	0.220511	0.200676	0.190495	0.179876	0.196477	0.188384	0.179615	0.200525	0.120504	0.139467	0.140647	0.132606	0.162514	0.136929	0.146329	0.15151	0.180223	0.194734	0.151039	0.154119	0.194924	0.000772976	0.000157207	0.0331998	0.000649732	0.0173453	0.0131826	0.0219986	0.012512	0.0165545	0.0163704	0.0065427	0.0200482	0.00715718	0.0261103	0.001039	0.0201603	0.00144311	0.0162857	0.0292127	0.00303528	0.240572	0.315586	0.0904949	0.353347	4.252864
470	-17376.1	-17380.9	4.76525	0.199315	0.166253	0.228473	0.198865	0.212546	0.159743	0.179796	0.228088	0.161751	0.154305	0.127312	0.124771	0.147623	0.153608	0.140328	0.141567	0.172609	0.137532	0.162026	0.16309	0.148276	0.184887	0.192415	0.00426695	9.7949e-05	0.0384802	0.0029369	0.0120291	0.0116322	0.0209844	0.0104868	0.0254696	0.00683779	0.00633711	0.0263207	0.00613715	0.0275767	0.0012955	0.0324202	0.00243335	0.0196005	0.0461682	0.00487073	0.239528	0.314217	0.0944408	0.351814	4.191559
