Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
8020	-14382	-14275.3	-106.742	0.2339487	0.802527	0.831834	0.813137	0.648607	0.831962	0.569071	0.749906	1.14682	0.778423	0.561602	0.242248	0.25622	0.543439	0.490333	0.54556	0.489045	0.432988	0.342618	0.501389	0.262118	0.372756	0.134759	0.637304	0.00565979	0.0145012	0.263377	0.00193139	0.00389056	0.0351855	0.16883	0.0185177	0.0272106	0.0151705	0.00847231	0.0145885	0.0212839	0.153546	0.11899	0.00439128	0.00259862	0.084638	0.0208271	0.0107039	0.0277035	0.0954167	0.0635534	0.0153232	0.79038	0.00762307	0.00144616	0.0553684	0.466392	3.47679	0.39269	0.316488	0.103899	0.186923	13.97899
8030	-14397	-14288.9	-108.048	0.2269276	0.612617	0.650989	0.818995	0.41606	1.03587	0.569071	0.79542	1.03915	0.860723	0.543498	0.274413	0.309626	0.570621	0.431876	0.58801	0.616284	0.425617	0.330356	0.399888	0.263188	0.326007	0.111514	0.674219	0.000655381	0.0147032	0.258276	0.0394979	0.0124433	0.053848	0.334182	0.0516507	0.0025808	0.00240849	0.037003	0.00753844	0.0147768	0.16493	0.127374	0.0634256	0.00120958	0.244412	0.0016098	0.0129821	0.0223307	0.105107	0.0899764	0.0115516	0.765387	0.00564729	0.00120493	0.0506104	0.450241	3.49794	0.369103	0.345464	0.101904	0.183528	14.10952
8040	-14389.5	-14272.2	-117.363	0.2283845	0.804735	0.81874	0.677511	0.57651	1.1359	0.535842	0.613783	1.18877	1.06483	0.630609	0.163348	0.261952	0.581844	0.472841	0.600161	0.476873	0.40368	0.321433	0.495634	0.290539	0.372336	0.118401	1.08963	0.0173735	0.00867949	0.250731	0.0890893	0.000231884	0.00644221	0.323932	0.0429917	0.00632941	0.0203933	0.0148934	0.0288094	0.0156274	0.174443	0.119191	0.0236386	0.000180595	0.165893	0.0256507	0.0106006	0.0217608	0.106555	0.07605	0.0128538	0.775938	0.00684229	0.00125259	0.0515868	0.453633	3.49353	0.379675	0.333033	0.0955019	0.19179	15.04102
8050	-14390	-14283.9	-106.08	0.24119	0.761403	0.745207	0.866207	0.529689	0.986528	0.599165	0.533766	0.93075	0.835807	0.554285	0.186562	0.310371	0.528987	0.492255	0.45419	0.451625	0.491935	0.367004	0.54624	0.221857	0.398815	0.143182	0.830627	0.0139601	0.0020464	0.316812	0.010337	3.9308e-06	0.00656764	0.237295	0.0376461	0.0329254	0.0258778	0.000284533	9.0448e-05	0.047941	0.137768	0.0409499	0.108882	0.00254514	0.1146	0.00607294	0.00368571	0.034773	0.121982	0.0776453	0.0143406	0.743997	0.00726193	0.00172628	0.0604054	0.482535	3.45533	0.373928	0.343409	0.0980303	0.184633	13.91275
8060	-14383.7	-14278.2	-105.431	0.2383864	0.841958	0.910318	0.83827	0.5124	0.771673	0.490694	0.676902	0.977602	0.965766	0.562886	0.156102	0.211573	0.505386	0.391538	0.53622	0.481912	0.45376	0.366195	0.391673	0.297007	0.408976	0.154265	0.747381	0.0186988	0.00386024	0.303602	0.0495224	0.00377987	0.00760085	0.311958	0.0052009	0.0108381	0.0234928	0.00734378	0.0100866	0.0124029	0.195323	0.0823123	0.0185714	0.00483043	0.126091	0.000352264	0.00152096	0.032683	0.108795	0.0790327	0.0173269	0.757291	0.00487223	0.00161397	0.0584406	0.476346	3.4636	0.363366	0.335306	0.10473	0.196598	13.84785
8070	-14385.9	-14283.4	-102.479	0.2421462	0.678739	0.703564	0.799396	0.578735	0.922612	0.500161	0.71763	1.04609	0.800448	0.567856	0.130385	0.217136	0.528489	0.406673	0.541029	0.496119	0.456376	0.322265	0.478483	0.220593	0.384323	0.173124	0.840133	0.0762301	0.00174814	0.181711	0.0909894	0.00547374	0.0421015	0.156821	0.00378555	0.0279641	0.00834771	0.0066313	0.00198861	0.00428132	0.131284	0.0779434	0.00288862	0.00196748	0.204725	0.00889817	0.00649946	0.0429812	0.106781	0.0705287	0.0155859	0.75787	0.00625323	0.00176571	0.0610796	0.484628	3.45253	0.367606	0.333424	0.109693	0.189278	13.55263
8080	-14384	-14274	-110.012	0.2320943	0.793394	0.61615	0.726682	0.581191	1.14294	0.516838	0.712781	1.07418	0.948132	0.461473	0.308205	0.317141	0.555097	0.487882	0.664835	0.523315	0.427726	0.303846	0.454279	0.311418	0.326871	0.202538	0.858091	0.00572397	9.44316e-05	0.156431	0.101536	0.00735747	0.00189237	0.267814	0.0166129	0.0332885	0.0150326	0.00103938	0.0269573	0.0040755	0.142379	0.087716	0.00809968	0.00193515	0.102884	0.000438254	0.00961966	0.031808	0.112786	0.0800218	0.0100231	0.757205	0.00815646	0.00137959	0.0540991	0.462174	3.48235	0.370963	0.340778	0.0989649	0.189294	14.30594
8090	-14380.1	-14268.8	-111.296	0.2370344	0.711156	0.826408	0.885992	0.58617	1.04858	0.655479	0.744881	1.07526	0.930776	0.568662	0.170763	0.294465	0.63796	0.416977	0.564589	0.455658	0.56854	0.300431	0.506167	0.255124	0.34227	0.167141	0.781393	0.00224153	0.00209361	0.217654	0.0416996	0.00245145	0.000997499	0.22012	0.0256841	0.0332885	0.00360753	0.0255996	0.0230415	0.0223376	0.127816	0.0536321	0.00230054	0.00155329	0.111325	0.0118971	0.0101745	0.0266817	0.114648	0.081527	0.00769981	0.756363	0.01308	0.00156156	0.0574996	0.473334	3.4676	0.377482	0.330816	0.102627	0.189074	14.43436
8100	-14400.9	-14281.9	-118.952	0.2436839	0.79481	0.874731	0.979954	0.559959	1.09648	0.672099	0.807742	1.28833	0.884428	0.550326	0.217591	0.267293	0.579433	0.454633	0.58276	0.509652	0.493956	0.284092	0.558814	0.24967	0.385276	0.196797	0.837655	0.00608448	0.0217965	0.18193	0.0367455	0.00532758	0.131818	0.136729	0.0456629	0.0658379	0.0262677	0.0192075	0.0130186	0.0256443	0.0646692	0.117834	0.0558074	0.00164565	0.0902591	0.00404638	0.0231346	0.0197308	0.115419	0.0917648	0.00824307	0.747735	0.017108	0.00183035	0.062168	0.487975	3.44803	0.366216	0.345264	0.103304	0.185217	15.19994
8110	-14391.7	-14278.7	-113.034	0.2210394	0.787809	0.923122	0.778391	0.541308	1.03978	0.588001	0.976995	1.14867	0.909676	0.619561	0.166414	0.163122	0.513047	0.441064	0.555373	0.466431	0.46302	0.330482	0.493633	0.245692	0.380329	0.171892	0.639652	0.00833523	0.00973028	0.337869	0.0446945	0.0019996	0.0196515	0.27086	0.0214921	0.0301636	0.015727	0.0443288	0.0338509	0.0189458	0.130108	0.117834	0.0100085	0.0152007	0.114654	0.014234	0.0050475	0.0240375	0.113994	0.0784723	0.0100654	0.76311	0.0103204	0.00102472	0.0467261	0.436314	3.51594	0.386965	0.324245	0.0948115	0.193978	14.6082
8120	-14380.5	-14272.5	-107.93	0.2303809	0.79436	0.724389	0.722591	0.496056	1.04664	0.537233	0.718166	1.00761	0.954109	0.512528	0.226729	0.233356	0.507577	0.414346	0.500889	0.536539	0.464265	0.306417	0.498674	0.273109	0.433312	0.169405	0.823532	0.0138203	0.0114211	0.282591	0.00556432	0.0300241	0.00709661	0.339624	0.0304653	0.037328	0.0168694	0.00408626	0.00449815	0.00714853	0.124746	0.0934551	0.0100085	0.00236405	0.141815	0.0314343	0.00157902	0.0215202	0.102764	0.0775627	0.012269	0.778161	0.00772398	0.00131992	0.0529342	0.458247	3.4875	0.379261	0.329758	0.103461	0.187521	14.09778
8130	-14388.1	-14279.1	-109.026	0.2296804	0.866364	0.943975	0.749765	0.479716	0.875879	0.584145	0.958543	1.04843	0.855103	0.53238	0.220013	0.231498	0.586683	0.35584	0.517297	0.588405	0.524075	0.308983	0.40256	0.302862	0.361487	0.124575	0.623247	0.00255595	0.0162289	0.332589	0.0246934	0.0122567	0.0411859	0.176118	0.0141162	0.00906453	0.0103266	0.00696266	0.00281715	0.00374833	0.198174	0.0528152	0.042631	0.00245152	0.201886	0.0137286	0.00120525	0.0275164	0.119437	0.067761	0.0121804	0.76674	0.00636472	0.00129603	0.0524602	0.456633	3.48961	0.392042	0.325943	0.0937495	0.188265	14.20738
8140	-14393	-14278.2	-114.804	0.2318935	0.854325	0.982454	0.826572	0.601395	0.925955	0.622289	0.552234	1.12152	0.992284	0.593201	0.180871	0.200648	0.51437	0.325736	0.536088	0.488637	0.57626	0.320391	0.504273	0.344728	0.430809	0.178799	0.868844	0.0119385	0.0510263	0.225477	0.0611206	0.00357613	0.048515	0.268716	0.0202197	0.0141031	0.0349411	0.0209377	0.0156642	0.0312431	0.17963	0.0624284	0.00628997	0.00390746	0.12711	0.0394662	0.0161227	0.0324686	0.107074	0.0654003	0.0126867	0.776575	0.00579548	0.00137251	0.0539622	0.461715	3.48295	0.380152	0.338968	0.0924019	0.188478	14.78512
8150	-14386	-14277.1	-108.83	0.2496027	0.843971	0.769971	0.884405	0.555875	1.10403	0.527881	0.700092	1.03181	0.830049	0.584574	0.180871	0.190106	0.51437	0.470013	0.550285	0.482201	0.548136	0.295296	0.516339	0.25096	0.358598	0.165639	0.703006	0.0383117	0.000636889	0.402553	0.039545	0.00323851	0.00535119	0.183741	0.0169724	0.00279055	0.0413155	0.000528384	0.00802689	0.00194901	0.103155	0.17003	0.00272645	0.00612367	0.0807187	0.00546427	0.0161227	0.0369215	0.109005	0.0636438	0.0117947	0.769747	0.00888818	0.00209329	0.0664032	0.500647	3.43086	0.372823	0.327771	0.101155	0.198251	14.18778
8160	-14383.3	-14280	-103.278	0.2472694	0.646894	0.703509	0.844541	0.555875	1.0192	0.538302	0.611666	1.01757	0.976134	0.498324	0.172818	0.233653	0.489955	0.400595	0.50559	0.430838	0.464929	0.320068	0.50249	0.338048	0.412769	0.141254	0.58548	0.0130299	0.00651738	0.320783	0.00581422	0.00294738	0.00634399	0.27332	0.0123958	0.0339921	0.0413155	0.00279261	0.0125132	0.000373627	0.223438	0.0767377	0.00332272	0.00460996	0.159249	0.00486594	0.017723	0.0350175	0.123767	0.069159	0.0140422	0.74711	0.0109047	0.00198693	0.0647251	0.495692	3.4376	0.357713	0.349264	0.0974143	0.195608	13.63258
8170	-14382.5	-14279.6	-102.894	0.2615567	0.7481	0.682458	0.886927	0.615736	0.833064	0.561679	0.699877	0.922035	0.943713	0.503731	0.190547	0.258566	0.532057	0.383941	0.525728	0.602211	0.48829	0.340026	0.437668	0.295794	0.397507	0.162269	0.645825	0.0139154	0.00810111	0.231589	0.0371067	0.002885	0.0472602	0.238684	0.00190143	0.00306536	0.0308418	0.00454883	0.0044503	0.0146285	0.0968053	0.0479533	5.87564e-05	0.013769	0.094672	0.0253164	0.0188938	0.0402706	0.135547	0.0629823	0.01293	0.736334	0.0119357	0.00269468	0.0751538	0.525232	3.39692	0.365132	0.343821	0.098115	0.192932	13.59419
8180	-14385.7	-14279.9	-105.824	0.2480982	0.771115	0.771824	1.02392	0.566633	1.09052	0.534417	0.686217	0.940883	0.952402	0.516683	0.214178	0.222108	0.468267	0.39682	0.639974	0.492	0.476985	0.254519	0.437668	0.239084	0.393818	0.145785	0.686555	0.000701224	0.0343057	0.14593	0.0860558	0.0032347	0.023189	0.182854	0.00945476	0.0193973	0.0160323	0.059207	0.00376117	0.00869209	0.114574	0.131187	0.000679545	0.0042565	0.105955	0.00178048	0.0135119	0.0423729	0.143215	0.0710448	0.0115435	0.722519	0.00930503	0.0020243	0.06532	0.497458	3.4352	0.365546	0.339785	0.0919943	0.202675	13.88713
8190	-14395.8	-14290.6	-105.169	0.2599384	0.794123	0.813048	0.737451	0.614216	1.03559	0.650624	0.560232	0.936968	0.940851	0.516683	0.217928	0.28416	0.504005	0.39682	0.439854	0.420744	0.491144	0.375772	0.450716	0.255409	0.42778	0.124223	0.829973	0.023399	0.0222237	0.134009	0.0556266	0.0032347	0.038556	0.15331	0.0160305	0.00891052	0.0213705	0.0383499	0.00906206	0.0242577	0.170488	0.0966934	0.0227351	0.0125353	0.111706	0.0388171	0.0020047	0.0408604	0.141384	0.0736039	0.0111224	0.721827	0.0112027	0.00260766	0.0739553	0.521981	3.40146	0.362772	0.347733	0.0999247	0.18957	13.82163
8200	-14389.7	-14290.1	-99.544	0.2612723	0.646813	0.63561	0.848079	0.535829	0.848947	0.539291	0.847887	1.03521	0.83	0.612995	0.173013	0.305008	0.53568	0.410621	0.539173	0.480426	0.469205	0.332708	0.410187	0.278574	0.401435	0.137863	0.546549	0.00237897	0.00562565	0.154165	0.0317899	0.00212282	0.014419	0.17876	0.0356875	0.0614645	0.0213705	0.0085615	0.000628029	0.0110993	0.162031	0.0590384	0.00432717	0.00287173	0.0632469	0.0334397	0.00503472	0.0318307	0.13341	0.0934638	0.00845104	0.728825	0.00401883	0.00267926	0.0749429	0.524662	3.39772	0.365974	0.335117	0.0993713	0.199537	13.25916
8210	-14394.7	-14285.3	-109.423	0.2400954	1.05545	0.676696	0.831111	0.634739	0.79686	0.582252	0.670984	1.07139	1.04487	0.613409	0.208408	0.270276	0.482379	0.49679	0.589109	0.495849	0.403073	0.305065	0.506179	0.290659	0.318586	0.177702	0.730823	0.013605	0.0063418	0.161992	0.0310695	0.00494939	0.05956	0.268997	0.00115051	0.00644196	0.0360169	0.0174825	0.00936843	0.00737011	0.154674	0.105919	0.00670982	0.00928965	0.0612114	0.0263958	0.00588466	0.0313836	0.130317	0.061795	0.0186478	0.748062	0.00979492	0.00168185	0.0596362	0.480128	3.45855	0.371263	0.348748	0.0924781	0.187511	14.24709
8220	-14386	-14273.7	-112.274	0.2405563	0.653154	0.753888	0.888492	0.534283	1.01223	0.567437	0.877873	1.12727	0.895254	0.64956	0.272947	0.268549	0.616065	0.440755	0.503065	0.533768	0.539648	0.317406	0.466229	0.269118	0.426506	0.179845	0.640741	0.00875867	0.0165958	0.185261	0.0791139	0.00699701	0.0704598	0.142533	0.0271538	0.0040435	0.0124011	0.0211241	0.012052	0.00751343	0.139697	0.0884935	0.0373387	0.00544294	0.19558	0.0112065	0.0263594	0.025277	0.104364	0.0825837	0.0105932	0.765656	0.0115264	0.00170046	0.0599598	0.481143	3.4572	0.380043	0.332262	0.102547	0.185148	14.53221
8230	-14387.4	-14270.5	-116.88	0.2252852	0.81032	0.812496	1.00668	0.569433	1.06368	0.740742	0.815268	1.11174	0.974639	0.557473	0.236049	0.253495	0.564789	0.426818	0.537181	0.48043	0.513866	0.34305	0.471536	0.263587	0.440901	0.18008	0.788839	0.00199953	0.00506125	0.297971	0.013501	0.000616019	0.0276729	0.118351	0.0203628	0.000558167	0.011364	0.0237477	0.0129346	0.0879464	0.0908057	0.0843564	0.0333842	0.0117728	0.125187	0.0517843	0.0103409	0.0282697	0.101055	0.0658371	0.0122948	0.780949	0.0115946	0.00115268	0.0495168	0.446392	3.50294	0.39279	0.322668	0.103284	0.181257	14.99281
8240	-14391	-14272.8	-118.18	0.2262564	0.723479	0.880342	0.815961	0.476949	1.03652	0.497078	0.7352	1.19006	0.892276	0.599483	0.24276	0.236893	0.608947	0.432598	0.704523	0.671813	0.513866	0.356441	0.55254	0.275045	0.477929	0.123687	0.763646	0.00299071	0.0168563	0.323488	0.0308626	0.0105835	0.14883	0.196352	0.0224353	0.00287775	0.035378	0.00405981	0.0168254	0.0113494	0.125115	0.11316	0.0145682	0.00570269	0.212758	0.0197221	0.000829127	0.0312746	0.115731	0.0629167	0.00742424	0.768953	0.0137008	0.00118339	0.0501625	0.448672	3.49998	0.378244	0.330452	0.101756	0.189548	15.12278
8250	-14394	-14285.8	-108.175	0.2265092	0.758364	0.82666	0.826993	0.679633	1.05262	0.614773	0.707761	1.15012	0.657888	0.599483	0.20965	0.207766	0.528775	0.454798	0.622842	0.553741	0.398446	0.253084	0.430511	0.254906	0.34618	0.222678	0.666114	0.0234483	0.0054227	0.228544	0.00912493	0.0163981	0.0523561	0.322341	0.0106375	0.0199563	0.0144123	0.00960152	0.000255171	0.0283879	0.120436	0.134974	0.0143872	0.00195077	0.0533601	0.00272013	0.029777	0.0290961	0.0987945	0.0699512	0.0124106	0.779394	0.0103537	0.00119147	0.0503311	0.449263	3.49921	0.378116	0.328679	0.107019	0.186186	14.12227
8260	-14383.7	-14277.7	-105.973	0.2252897	0.764026	0.831395	0.763942	0.506501	1.05248	0.531622	0.752534	0.90238	0.871616	0.629352	0.15444	0.231086	0.493436	0.406838	0.511234	0.557446	0.433762	0.31971	0.399109	0.335656	0.332996	0.171856	0.684617	0.0046946	0.0105689	0.306604	0.0146226	0.00593108	0.00180325	0.241509	0.0258001	0.0385705	0.0293029	0.025206	0.0108405	0.00183489	0.16543	0.114616	0.0336088	0.000218673	0.162587	0.0690912	0.00117347	0.0320543	0.11625	0.0693854	0.0102474	0.761733	0.0103304	0.00115282	0.0495198	0.446403	3.50292	0.387194	0.322475	0.0990533	0.191278	13.90205
8270	-14379.6	-14278.4	-101.269	0.2419289	0.670885	0.821013	0.761077	0.521596	1.01359	0.547828	0.619132	1.02429	0.805296	0.503229	0.17495	0.235095	0.473942	0.48882	0.461855	0.539365	0.498708	0.278221	0.503148	0.288765	0.319448	0.172342	0.570349	0.00583521	0.0106929	0.299704	0.0028304	0.0124747	0.000176648	0.310642	0.00674499	0.020906	0.0404057	0.00124371	0.00357606	0.0159419	0.113469	0.0887361	0.0282277	0.00113218	0.136844	0.0387242	0.000447043	0.0349359	0.131289	0.0717347	0.00721383	0.735849	0.0189778	0.0017567	0.0609263	0.484153	3.45316	0.385466	0.331774	0.0924582	0.190303	13.4317
8280	-14384.4	-14282	-102.34	0.2447206	0.729363	0.759402	0.776123	0.516247	0.915201	0.395248	0.673797	1.07067	0.973185	0.524757	0.181564	0.255938	0.490347	0.354615	0.428398	0.415925	0.463624	0.3536	0.398594	0.19424	0.361261	0.162577	0.951762	0.00351798	0.000534433	0.303267	0.0142324	0.00351729	0.00280468	0.340686	0.0286641	0.0312801	0.0135162	0.0148634	0.00957925	0.0275117	0.107055	0.117498	0.00196706	0.0111869	0.0975741	0.0364943	0.0266072	0.0340894	0.108843	0.0760646	0.00921452	0.753728	0.0180611	0.00187477	0.0629046	0.490219	3.445	0.372016	0.332184	0.107024	0.188776	13.5388
8290	-14393.4	-14275.8	-117.611	0.2397931	0.729363	0.785797	0.970649	0.556804	1.33783	0.390654	0.554437	1.15789	0.972966	0.58332	0.175982	0.251105	0.596434	0.408369	0.584891	0.450585	0.436523	0.340169	0.535468	0.284992	0.4401	0.262823	0.949252	0.0048753	0.00341865	0.261901	0.0616948	0.0224007	0.0506126	0.36915	0.0204666	0.044017	0.00372286	0.00628822	0.0129875	0.00322056	0.0869078	0.191602	0.00391274	0.00985183	0.122749	0.02668	0.00304238	0.025033	0.0983144	0.0730178	0.00766985	0.77913	0.0168355	0.00166971	0.0594242	0.479461	3.45945	0.390564	0.324071	0.0979636	0.187402	15.06591
8300	-14395	-14291.9	-103.038	0.2466877	0.733032	0.754746	0.852864	0.615449	0.890227	0.57357	0.639529	0.880803	0.972966	0.582552	0.231677	0.24162	0.427127	0.454521	0.473923	0.440947	0.397399	0.324209	0.50452	0.253336	0.413106	0.21317	0.87687	0.00564073	0.00139492	0.21314	0.00932848	0.0111404	0.00199397	0.134711	0.0232664	0.0731503	0.0233484	0.00628822	0.0100221	0.00657111	0.0383702	0.126972	0.0167018	0.0176879	0.0875653	0.036157	0.0169217	0.027434	0.0981063	0.0722427	0.00688522	0.770859	0.0244732	0.00196096	0.0643085	0.494448	3.43928	0.37909	0.329402	0.103126	0.188382	13.60853
8310	-14408.2	-14308.6	-99.6366	0.2447395	0.702483	0.661351	0.668323	0.496443	0.836658	0.487394	0.478229	0.999287	0.883814	0.496053	0.268781	0.248766	0.473896	0.39545	0.632837	0.449614	0.381305	0.320804	0.412241	0.192287	0.441481	0.130662	1.01031	0.0120514	0.0305467	0.318844	0.00711779	0.01275	0.00305319	0.288804	0.0497036	0.0679005	0.0278262	0.0259249	0.017525	0.0451048	0.0941799	0.0930747	0.0137126	7.51407e-05	0.0667332	0.0168852	0.00814694	0.0223291	0.0916313	0.091126	0.00527512	0.7633	0.0263382	0.00187559	0.0629181	0.49026	3.44495	0.369785	0.322219	0.117576	0.190421	13.26843
8320	-14391.9	-14280.7	-111.2	0.2173283	0.811612	0.735787	0.867984	0.570911	1.13208	0.425231	0.471619	0.941574	0.868494	0.7327	0.223887	0.286663	0.452334	0.42339	0.515766	0.534278	0.522157	0.320804	0.493582	0.264571	0.478388	0.179655	0.959205	0.00773294	0.00442654	0.154316	0.0338894	0.0134887	0.0242933	0.432265	0.016106	0.0292483	0.0235952	0.00326156	0.00346124	0.0108552	0.183726	0.0798781	0.0327873	0.000365056	0.111891	0.0382305	0.00832183	0.0249677	0.0898599	0.0758861	0.00456433	0.78186	0.0228618	0.000921078	0.044332	0.427355	3.52739	0.387539	0.320688	0.10734	0.184434	14.42481
8330	-14397.6	-14283.7	-113.849	0.2492291	0.806087	0.704798	0.756666	0.587365	1.23282	0.632948	0.920831	0.950799	0.815972	0.617461	0.218015	0.305723	0.570172	0.433305	0.55812	0.447776	0.468132	0.350723	0.407533	0.253385	0.384175	0.160423	0.982876	6.14726e-05	0.0101202	0.205374	0.0434692	0.0109735	0.121022	0.105839	0.0232366	0.0615678	0.0570687	0.0222824	0.0139249	0.0090809	0.0891859	0.114701	0.0496279	0.00577644	0.135592	0.0406533	0.00404804	0.0293501	0.110225	0.0790298	0.0066748	0.75388	0.0208406	0.00207602	0.0661338	0.499857	3.43193	0.373009	0.330947	0.104837	0.191207	14.68971
8340	-14390.1	-14288.1	-102	0.2538933	0.850502	0.679096	0.822597	0.542066	0.990428	0.535748	0.670846	1.10321	0.861349	0.527793	0.188672	0.21098	0.418665	0.390363	0.488817	0.432321	0.473819	0.264099	0.4747	0.255776	0.383451	0.205784	0.645152	0.0297684	0.004317	0.209457	0.0627642	0.00934401	0.045308	0.172719	0.00186662	0.00355342	0.00793438	0.0271304	0.0128626	0.015238	0.168561	0.0726839	0.0574302	0.000156658	0.117702	0.0643826	0.00534673	0.035809	0.0978554	0.0792391	0.00617841	0.752623	0.0282946	0.0022982	0.0695157	0.509625	3.41856	0.369539	0.332232	0.11253	0.185699	13.50476
8350	-14392.8	-14283.3	-109.498	0.2319935	0.71385	0.679096	0.774841	0.622706	1.00386	0.599773	0.670846	1.07352	1.0077	0.671451	0.211153	0.258855	0.480168	0.572931	0.497667	0.461894	0.489711	0.31486	0.58909	0.278604	0.35002	0.105634	0.647858	0.0297684	0.00425541	0.2932	0.0323946	0.00194179	0.0415488	0.231929	0.00725704	0.0153834	0.0160853	0.0097998	0.0164424	0.0482412	0.173033	0.0457614	0.013775	0.00422265	0.14767	0.0302008	0.0155691	0.0308905	0.0952017	0.0732253	0.00479026	0.779818	0.0160745	0.00137603	0.0540303	0.461944	3.48265	0.388895	0.317652	0.109209	0.184243	14.25456
8360	-14386	-14283.4	-102.603	0.2296697	0.682839	0.762827	0.705567	0.480642	1.02974	0.67926	0.714914	1.10126	0.828873	0.553404	0.15175	0.282507	0.51998	0.437877	0.475127	0.497943	0.368176	0.356998	0.435597	0.247728	0.373535	0.156606	0.706947	0.000681473	0.0204115	0.297587	0.0802031	0.0120016	0.00256304	0.127392	0.0210643	0.0547759	0.0115227	6.40006e-05	0.00606253	0.0075356	0.114578	0.0470255	0.00522689	0.0151386	0.161706	0.0168484	0.0126198	0.0344725	0.0945581	0.070005	0.0106605	0.774546	0.0157579	0.00129567	0.052453	0.456608	3.48964	0.38564	0.324398	0.109039	0.180923	13.56511
8370	-14382.2	-14278.5	-103.705	0.2310846	0.806169	0.703117	0.883	0.540769	0.957362	0.531626	0.799443	1.05396	0.79832	0.498386	0.242734	0.233651	0.524875	0.443708	0.544674	0.417216	0.417295	0.340653	0.52621	0.264561	0.398623	0.115701	0.643243	7.17548e-06	0.0212308	0.138325	0.0892604	0.00924304	0.0124598	0.185359	0.00286147	0.0192798	0.00750428	1.40324e-05	0.00370704	0.00466102	0.188344	0.0680522	0.05902	0.000331954	0.157479	0.0205052	0.00228985	0.0228103	0.10497	0.0864592	0.0076956	0.763789	0.014276	0.00134422	0.0534117	0.459863	3.48538	0.376695	0.333783	0.10419	0.185331	13.67524
8380	-14377.9	-14279.9	-97.9774	0.2540941	0.703925	0.840886	0.717483	0.492777	0.859876	0.596893	0.616675	0.914169	0.928012	0.512337	0.238013	0.214548	0.477821	0.376798	0.508168	0.497754	0.492722	0.274757	0.398458	0.244667	0.381099	0.163625	0.679138	0.000882868	0.00197703	0.254709	0.0730114	0.00906043	0.00713367	0.156515	0.0204602	0.0689984	0.0161958	0.00277334	0.00085059	0.0157442	0.114491	0.114051	0.00543566	0.00197742	0.0885086	0.0167492	0.00238207	0.0277819	0.139205	0.0925064	0.00840377	0.708947	0.0231561	0.00230808	0.0696622	0.51004	3.41799	0.36548	0.344646	0.0942351	0.195639	13.10251
8390	-14390.4	-14284.5	-105.853	0.2437856	0.714332	0.917203	0.942086	0.598823	0.960837	0.631708	0.67794	1.05106	0.765645	0.559095	0.215707	0.194883	0.570595	0.415873	0.533739	0.477702	0.398019	0.317997	0.435328	0.190336	0.385699	0.181142	0.682863	0.00868554	0.00482604	0.232222	0.00318034	0.00140237	0.0395981	0.226341	0.0350166	0.050908	0.0355113	0.00332858	0.013282	0.0487037	0.107281	0.116889	0.00598064	0.00914609	0.121084	0.00189005	0.00618265	0.026759	0.136177	0.0920438	0.00499555	0.717023	0.0230014	0.00183468	0.0622402	0.488196	3.44773	0.355787	0.362628	0.0880895	0.193495	13.89008
8400	-14403.5	-14286.7	-116.836	0.2381637	0.850372	0.893337	0.84055	0.748305	1.0204	0.506905	0.587241	1.10889	1.01699	0.62406	0.292676	0.332583	0.47111	0.385481	0.508435	0.593812	0.540379	0.306767	0.52702	0.218845	0.312139	0.153518	0.765338	0.000259276	0.0165491	0.206966	0.0785172	0.0101414	0.0846221	0.302657	0.0127371	0.00469757	0.0184475	0.0171785	0.0254265	0.0184184	0.168065	0.0805868	0.09994	0.00516633	0.178551	0.0467171	0.00760723	0.0179481	0.117715	0.0914831	0.0117696	0.742212	0.0188728	0.00160526	0.0582853	0.475851	3.46426	0.368379	0.347776	0.0982749	0.18557	14.9884
8410	-14382.8	-14279.3	-103.543	0.237167	0.750042	0.776731	0.907986	0.567407	0.879252	0.413778	0.68056	1.09056	0.876317	0.568817	0.165566	0.241368	0.488579	0.374488	0.493313	0.47777	0.485352	0.326223	0.378916	0.293035	0.397121	0.135743	0.766766	0.00348657	0.0165491	0.306985	0.0232369	0.0102276	0.0145163	0.258511	0.00380757	0.0102144	0.0379431	0.0029264	0.00854653	0.000399636	0.151167	0.0630397	0.00609014	0.00623588	0.11965	0.0681529	0.0116628	0.022327	0.116094	0.0944222	0.00839849	0.745288	0.01347	0.00156665	0.0575917	0.47363	3.46721	0.378407	0.348809	0.0923343	0.18045	13.65904
