Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	rel_branch_lengths[1]	rel_branch_lengths[2]	rel_branch_lengths[3]	rel_branch_lengths[4]	rel_branch_lengths[5]	rel_branch_lengths[6]	rel_branch_lengths[7]	rel_branch_lengths[8]	rel_branch_lengths[9]	rel_branch_lengths[10]	rel_branch_lengths[11]	rel_branch_lengths[12]	rel_branch_lengths[13]	rel_branch_lengths[14]	rel_branch_lengths[15]	rel_branch_lengths[16]	rel_branch_lengths[17]	rel_branch_lengths[18]	rel_branch_lengths[19]	rel_branch_lengths[20]	rel_branch_lengths[21]	rel_branch_lengths[22]	rel_branch_lengths[23]	rel_branch_lengths[24]	rel_branch_lengths[25]	rel_branch_lengths[26]	rel_branch_lengths[27]	rel_branch_lengths[28]	rel_branch_lengths[29]	rel_branch_lengths[30]	rel_branch_lengths[31]	rel_branch_lengths[32]	rel_branch_lengths[33]	rel_branch_lengths[34]	rel_branch_lengths[35]	rel_branch_lengths[36]	rel_branch_lengths[37]	rel_branch_lengths[38]	rel_branch_lengths[39]	rel_branch_lengths[40]	rel_branch_lengths[41]	rel_branch_lengths[42]	rel_branch_lengths[43]	TL
10710	-14726.3	-14778.3	52.0521	0.158882	0.0929843	0.115119	0.0893973	0.116338	0.0970834	0.12995	0.0812785	0.0910753	0.184327	0.0671793	0.0789186	0.114011	0.104438	0.0954443	0.143731	0.153751	0.108256	0.133117	0.0925114	0.0962253	0.0879001	0.187475	0.120112	0.0339593	0.0314467	0.0672152	0.0160832	0.0357049	0.0254751	0.0445175	0.0528967	0.0430557	0.0374705	0.0780602	0.045149	0.040087	0.0486865	0.0162286	0.0422192	0.0382844	0.0308401	0.0315239	4.264057	0.272226	0.301694	0.0939681	0.332112	0.0454156	0.026579	0.0329062	0.0255537	0.0332544	0.0277507	0.0371454	0.023233	0.0260334	0.052689	0.0192028	0.0225584	0.0325894	0.0298529	0.0272822	0.0410847	0.0439488	0.0309443	0.0380506	0.0264439	0.0275054	0.0251258	0.0535887	0.0343333	0.00970707	0.00898885	0.0192131	0.0045973	0.0102061	0.00728191	0.0127251	0.0151202	0.0123072	0.0107107	0.0223131	0.0129056	0.0114586	0.0139168	0.00463885	0.0120681	0.0109434	0.00881545	0.00901093	3.498408
10720	-14731.8	-14784.3	52.5045	0.134453	0.0934595	0.0944679	0.105189	0.118926	0.0683425	0.103248	0.0923706	0.0932719	0.188773	0.0860885	0.0835493	0.0826576	0.117997	0.0977462	0.172198	0.157459	0.127597	0.136327	0.0865171	0.098546	0.0953711	0.153251	0.104954	0.0347783	0.0325675	0.0553438	0.0162067	0.023347	0.0305326	0.0455912	0.0531625	0.0407119	0.0584132	0.0434866	0.0537606	0.0292219	0.0498607	0.0280215	0.0380166	0.0376844	0.030482	0.0163344	4.049108	0.27189	0.301322	0.0950849	0.331703	0.0394259	0.0274052	0.0277009	0.0308446	0.0348729	0.0200401	0.0302754	0.0270859	0.0273502	0.0553541	0.0252438	0.0244992	0.0242378	0.0346003	0.0286622	0.0504939	0.0461719	0.0374153	0.0399753	0.0253695	0.0288967	0.0279657	0.0449378	0.0307756	0.0101981	0.0095498	0.0162285	0.00475229	0.00684606	0.00895309	0.0133687	0.0155889	0.011938	0.0171285	0.0127516	0.0157643	0.00856875	0.0146207	0.00821677	0.0111476	0.0110502	0.00893826	0.00478975	3.410283
10730	-14733.1	-14786.2	53.0906	0.177187	0.0872081	0.0952257	0.0830592	0.0925606	0.0819836	0.132943	0.0612007	0.115409	0.1525	0.0873855	0.0888365	0.0843237	0.118656	0.0985303	0.153658	0.130702	0.107662	0.128389	0.10104	0.0855683	0.0758635	0.15448	0.105796	0.0262802	0.0412508	0.0675313	0.0161496	0.0161233	0.0190691	0.0465782	0.0578426	0.0360461	0.0358416	0.0508407	0.03941	0.0338477	0.0350284	0.0282463	0.0257027	0.0281719	0.0322198	0.0281768	3.970599	0.27189	0.301322	0.0950849	0.331703	0.0542766	0.0267139	0.0291699	0.025443	0.0283535	0.0251135	0.0407234	0.0187472	0.0353524	0.0467142	0.0267682	0.0272127	0.0258303	0.0363473	0.0301821	0.0470691	0.0400371	0.0329793	0.0393286	0.030951	0.0262116	0.0232388	0.0473208	0.0324077	0.00805023	0.0126361	0.0206864	0.00494699	0.00493893	0.0058413	0.014268	0.0177185	0.0110418	0.0109791	0.0155737	0.0120722	0.0103683	0.01073	0.0086525	0.00787333	0.00862971	0.00986968	0.00863121	3.264524
10740	-14730.3	-14783.2	52.889	0.148242	0.0975291	0.0920714	0.0928119	0.131877	0.0962593	0.10759	0.0865763	0.11465	0.157973	0.0834994	0.0892348	0.086136	0.127257	0.103292	0.119406	0.132114	0.108825	0.129776	0.0765528	0.0864928	0.0766831	0.156149	0.089816	0.0316703	0.0215913	0.0747402	0.0133826	0.0228925	0.0201587	0.0543203	0.0695647	0.055546	0.0362288	0.0513899	0.0438986	0.0342133	0.0414674	0.0285377	0.0412473	0.0231193	0.035803	0.0284812	3.970599	0.26999	0.299216	0.101409	0.329384	0.0446638	0.0293845	0.0277401	0.0279633	0.0397331	0.0290019	0.0324158	0.0260845	0.0345428	0.0475957	0.0251575	0.0268855	0.0259519	0.0383411	0.0311209	0.0359758	0.0398046	0.0327877	0.0391002	0.0230645	0.0260594	0.0231038	0.047046	0.0270606	0.00954193	0.00650522	0.0225184	0.00403204	0.00689728	0.0060736	0.0163661	0.0209591	0.0167354	0.0109154	0.0154832	0.0132262	0.0103081	0.0124937	0.00859811	0.0124274	0.00696559	0.0107871	0.00858109	3.319067
10750	-14739.6	-14792.3	52.7812	0.1428	0.0813765	0.10654	0.0950737	0.137077	0.076255	0.111833	0.0869083	0.0835044	0.164202	0.0867919	0.0927534	0.0895324	0.105002	0.107365	0.135977	0.105862	0.122771	0.127712	0.0727667	0.0738801	0.0687811	0.230534	0.0720256	0.0339538	0.0266835	0.0882368	0.010288	0.0245648	0.0251322	0.054331	0.0723076	0.0377923	0.0400129	0.049754	0.0323166	0.0270449	0.0473631	0.0370607	0.0344317	0.0204282	0.0345236	0.0455176	4.152948	0.27946	0.295335	0.100094	0.325112	0.0430243	0.0245179	0.0320994	0.0286447	0.0412998	0.0229748	0.033694	0.0261845	0.025159	0.0494725	0.0261495	0.0279456	0.0269752	0.031636	0.032348	0.0409683	0.031895	0.0369895	0.0384783	0.0219238	0.0222593	0.020723	0.0694575	0.0217005	0.0102299	0.00803946	0.0265848	0.00309966	0.0074011	0.00757207	0.0163694	0.0217855	0.0113864	0.0120555	0.0149903	0.00973664	0.00814834	0.01427	0.011166	0.0103739	0.00615479	0.0104016	0.013714	3.319067
10760	-14734.3	-14786.5	52.1595	0.146126	0.110533	0.127027	0.0943344	0.120316	0.0962001	0.111653	0.0850514	0.0902142	0.174868	0.107422	0.0683921	0.0953478	0.14214	0.114339	0.12624	0.161338	0.130745	0.136007	0.0791635	0.0830298	0.0740705	0.185172	0.0861198	0.015422	0.0284167	0.0939681	0.0152869	0.0394585	0.0292129	0.0553517	0.0569594	0.0417851	0.0288327	0.0604013	0.0420947	0.036755	0.0504395	0.0392848	0.0366682	0.0158878	0.036766	0.0179575	4.152948	0.265481	0.300009	0.0950872	0.339422	0.0419082	0.0317005	0.0364309	0.0270547	0.0345063	0.0275898	0.0320216	0.0243924	0.0258731	0.0501514	0.0308083	0.0196146	0.0273454	0.0407653	0.032792	0.0362052	0.0462711	0.0374971	0.0390063	0.0227038	0.0238126	0.0212431	0.0531065	0.0246988	0.00442298	0.0081498	0.0269497	0.00438421	0.0113165	0.00837813	0.0158746	0.0163357	0.0119838	0.00826909	0.0173228	0.0120726	0.0105412	0.0144658	0.0112667	0.0105163	0.00455655	0.0105443	0.00515014	3.4868
10770	-14732.5	-14785	52.4688	0.134989	0.102658	0.118547	0.101247	0.124091	0.0771203	0.124851	0.083058	0.0880997	0.170769	0.128667	0.0867066	0.116329	0.0949009	0.11998	0.146853	0.157556	0.130697	0.13282	0.0923108	0.0810837	0.0772044	0.198456	0.0887552	0.0273472	0.0309141	0.0715945	0.0129472	0.0287972	0.0216876	0.0447403	0.0556244	0.0474098	0.0394024	0.0443192	0.042413	0.0358936	0.0419421	0.0313152	0.043622	0.038643	0.0219857	0.0284525	3.642598	0.265481	0.300009	0.0950872	0.339422	0.0387143	0.0294418	0.0339987	0.0290373	0.0355888	0.0221178	0.0358067	0.0238207	0.0252666	0.048976	0.0369012	0.0248671	0.0333627	0.0272172	0.0344098	0.0421168	0.0451865	0.0374834	0.0380921	0.0264744	0.0232545	0.0221419	0.0569163	0.0254546	0.00784307	0.00886603	0.020533	0.0037132	0.00825893	0.00621991	0.0128313	0.0159529	0.0135969	0.0113005	0.0127106	0.0121639	0.0102941	0.0120288	0.00898106	0.0125106	0.0110826	0.0063054	0.00816006	3.4868
10780	-14726.3	-14779	52.7577	0.151902	0.102085	0.114483	0.10197	0.114078	0.0634322	0.114776	0.0575733	0.112354	0.228284	0.0795372	0.0797103	0.103416	0.106943	0.110299	0.135003	0.144843	0.120151	0.122102	0.0780796	0.0889472	0.0716921	0.168635	0.0881049	0.0251406	0.0192362	0.0658176	0.0161315	0.0292402	0.0325122	0.0539362	0.0546702	0.0434151	0.036223	0.0534326	0.0446924	0.031022	0.046652	0.0392028	0.0210968	0.0259181	0.0285213	0.0110182	4.084473	0.265481	0.300009	0.0950872	0.339422	0.0455302	0.0305986	0.0343146	0.0305639	0.0341932	0.0190128	0.0344025	0.0172567	0.0336764	0.0684247	0.0238401	0.023892	0.0309975	0.0320545	0.0330604	0.0404652	0.0434146	0.0360135	0.0365983	0.0234032	0.0266606	0.0214886	0.0505457	0.0264081	0.00753551	0.00576577	0.0197278	0.00483518	0.00876432	0.00974505	0.0161666	0.0163866	0.013013	0.0108573	0.0160156	0.0133959	0.00929837	0.0139832	0.0117505	0.00632346	0.00776857	0.00854882	0.00330255	3.33628
10790	-14727.4	-14780.4	52.9974	0.142101	0.0918134	0.107097	0.0884645	0.126967	0.0889542	0.107371	0.0963324	0.090427	0.193061	0.0739639	0.0745676	0.089249	0.111254	0.117046	0.126293	0.135498	0.110269	0.114225	0.0860475	0.0960227	0.0543196	0.157755	0.106545	0.0334152	0.0276018	0.0564255	0.0303434	0.0308719	0.0153856	0.0508208	0.051143	0.0399906	0.0310673	0.0499853	0.044273	0.029326	0.038706	0.0147783	0.0248252	0.0361726	0.037692	0.0362867	4.126406	0.265481	0.300009	0.0950872	0.339422	0.0435259	0.0281226	0.0328039	0.0270968	0.0388901	0.0272468	0.032888	0.0295068	0.0276979	0.059135	0.0226553	0.0228402	0.0273371	0.0340774	0.0358514	0.0386838	0.0415034	0.0337756	0.0349872	0.0263565	0.0294119	0.0166382	0.0483205	0.032635	0.0102351	0.00845447	0.0172832	0.00929422	0.00945611	0.00471265	0.0155665	0.0156652	0.0122492	0.00951597	0.0153106	0.0135609	0.00898259	0.0118557	0.00452663	0.007604	0.0110797	0.0115451	0.0111147	3.264756
10800	-14725.7	-14778.7	52.9557	0.136847	0.11009	0.118186	0.111958	0.127876	0.0836621	0.119134	0.0673967	0.0992026	0.166343	0.0689087	0.0751479	0.10751	0.115403	0.117884	0.127197	0.131443	0.104018	0.112092	0.0866636	0.0802907	0.10166	0.158884	0.122994	0.0315521	0.0257108	0.0658511	0.0317191	0.0243169	0.0164505	0.0631368	0.0380881	0.0362289	0.0276217	0.0503432	0.04459	0.035643	0.0440064	0.0228641	0.0175615	0.0243518	0.01781	0.0279141	3.998271	0.264381	0.298766	0.0988377	0.338015	0.041512	0.0333956	0.0358513	0.0339621	0.0387908	0.0253787	0.036139	0.0204446	0.0300928	0.0504598	0.0209033	0.0227959	0.0326129	0.0350072	0.0357598	0.038585	0.0398728	0.0315535	0.0340029	0.0262892	0.024356	0.0308383	0.0481971	0.0373099	0.00957126	0.00779931	0.0199757	0.0096219	0.00737647	0.00499021	0.0191524	0.0115539	0.0109899	0.00837898	0.0152715	0.0135263	0.0108122	0.0133492	0.00693575	0.00532723	0.00738707	0.00540261	0.00846768	3.296552
10810	-14731.8	-14785	53.1361	0.130966	0.123285	0.0983138	0.0851836	0.111518	0.101787	0.108325	0.0915669	0.0978964	0.186218	0.0809685	0.0812463	0.0929583	0.101967	0.111133	0.121731	0.125794	0.121089	0.107275	0.0829394	0.0809048	0.0972914	0.170637	0.0817907	0.0367861	0.0372241	0.0539398	0.0266823	0.0250428	0.0167331	0.0676736	0.0561729	0.0284896	0.0299759	0.0537923	0.0385263	0.0582707	0.0421153	0.0218815	0.00980903	0.0471491	0.0251903	0.0283122	3.702491	0.264381	0.298766	0.0988377	0.338015	0.0397281	0.0373981	0.0298232	0.0258402	0.0338285	0.0308767	0.0328599	0.0277766	0.0296966	0.0564887	0.0245616	0.0246458	0.0281986	0.0309315	0.033712	0.0369269	0.0381593	0.036732	0.0325417	0.0251594	0.0245423	0.0295131	0.0517623	0.024811	0.011159	0.0112918	0.0163625	0.00809402	0.00759667	0.00507594	0.0205286	0.0170399	0.00864224	0.00909312	0.0163177	0.0116868	0.0176763	0.0127755	0.00663769	0.00297554	0.0143025	0.00764142	0.00858843	3.296552
10820	-14723.6	-14776.7	53.1059	0.137414	0.103423	0.110732	0.0992139	0.116763	0.080334	0.111529	0.067871	0.0936867	0.1734	0.089553	0.0809408	0.107659	0.101584	0.110604	0.138729	0.125321	0.120634	0.106872	0.0886802	0.101571	0.0969254	0.169996	0.0977758	0.0259147	0.0269364	0.0629755	0.0297199	0.0295754	0.0223296	0.067419	0.0418215	0.0441687	0.0325007	0.0456518	0.0474243	0.0351247	0.0431231	0.0447208	0.0253107	0.0206819	0.0202332	0.00509874	3.719006	0.273223	0.295175	0.0976497	0.333952	0.0416161	0.0313218	0.0335354	0.0300471	0.035362	0.0243293	0.0337768	0.0205549	0.0283732	0.0525147	0.0271213	0.0245131	0.0326046	0.0307649	0.0334968	0.0420143	0.0379537	0.0365341	0.0323664	0.026857	0.0307611	0.0293541	0.0514835	0.0296116	0.00784831	0.00815776	0.0190723	0.00900075	0.00895697	0.00676257	0.020418	0.0126657	0.0133766	0.00984291	0.0138258	0.0143625	0.0106376	0.0130599	0.0135438	0.00766539	0.00626357	0.00612767	0.00154417	3.301942
10830	-14729.5	-14782.4	52.9055	0.146896	0.0914551	0.113164	0.102303	0.118941	0.0932834	0.113979	0.071789	0.104041	0.177209	0.0963542	0.0694202	0.0999435	0.126023	0.113034	0.135748	0.113574	0.133369	0.109219	0.0841997	0.077676	0.0804138	0.1524	0.0914603	0.0383602	0.0275281	0.0643587	0.0327246	0.0238672	0.00853539	0.0627459	0.0730815	0.0292423	0.0332146	0.0450567	0.0370216	0.0407693	0.0440703	0.0402011	0.0177865	0.0196828	0.0360223	0.0117769	4.049237	0.271417	0.293223	0.103615	0.331745	0.0444878	0.0276974	0.034272	0.0309827	0.0360214	0.0282511	0.0345186	0.0217415	0.0315092	0.0536681	0.0291811	0.021024	0.0302681	0.0381665	0.0342325	0.0411116	0.0343961	0.0403912	0.0330773	0.0255	0.0235243	0.0243535	0.0461547	0.0276989	0.0116175	0.00833694	0.0194912	0.00991071	0.00722822	0.00258496	0.0190027	0.0221329	0.0088561	0.0100591	0.0136455	0.0112121	0.0123471	0.0133468	0.012175	0.00538667	0.00596096	0.0109094	0.00356667	3.301942
10840	-14735.5	-14788.3	52.8301	0.142396	0.0981203	0.109697	0.0915655	0.0771876	0.0925859	0.110932	0.0812973	0.100854	0.17178	0.0934024	0.0672935	0.113235	0.0944494	0.109571	0.13159	0.110094	0.140282	0.126269	0.0816202	0.065131	0.0779503	0.19956	0.114643	0.0151857	0.0276109	0.0597589	0.031722	0.0233908	0.0401968	0.0608237	0.0411561	0.0473721	0.032197	0.0594266	0.0350025	0.0487934	0.0287577	0.0299179	0.0305517	0.0384905	0.0214839	0.0285967	4.177669	0.28145	0.278958	0.0955835	0.344008	0.0431249	0.0297159	0.0332221	0.0277308	0.0233764	0.0280398	0.0335959	0.0246211	0.0305439	0.052024	0.0282871	0.02038	0.0342933	0.0286042	0.0331838	0.0398522	0.0333423	0.0424848	0.0382408	0.0247188	0.0197251	0.0236074	0.0604373	0.03472	0.00459902	0.00836202	0.0180981	0.00960709	0.00708395	0.0121737	0.0184206	0.0124642	0.0143467	0.00975094	0.0179975	0.0106006	0.0147772	0.00870934	0.0090607	0.00925265	0.0116569	0.00650644	0.00866058	3.301942
10850	-14728.2	-14781.2	52.956	0.139915	0.0964104	0.0892653	0.0948165	0.119544	0.0909724	0.121455	0.0878493	0.106191	0.16752	0.0656162	0.0688147	0.130287	0.124889	0.101299	0.109484	0.139227	0.137838	0.122755	0.0801978	0.063996	0.0765919	0.207983	0.0989317	0.0329905	0.0403929	0.0602971	0.0298837	0.0196203	0.0239073	0.0469913	0.0471124	0.0399877	0.036914	0.0542133	0.0244755	0.036041	0.0456969	0.0257795	0.0272757	0.0161365	0.0247549	0.0276224	3.964538	0.28145	0.278958	0.0955835	0.344008	0.0423734	0.0291981	0.0270342	0.0287154	0.0362043	0.0275512	0.036783	0.0266053	0.0321602	0.0507338	0.019872	0.0208407	0.0394576	0.0378228	0.0306788	0.0331574	0.0421652	0.0417444	0.0371767	0.0242881	0.0193813	0.023196	0.062988	0.0299617	0.00999125	0.0122331	0.0182611	0.00905033	0.00594206	0.00724037	0.0142314	0.0142681	0.0121104	0.0111795	0.0164186	0.00741247	0.0109151	0.0138394	0.00780736	0.00826052	0.00488697	0.00749706	0.00836549	3.301942
10860	-14723.1	-14776.1	52.9149	0.130195	0.0831445	0.086321	0.10079	0.115601	0.0793194	0.131013	0.0849516	0.102688	0.161994	0.0820368	0.0717462	0.096913	0.107861	0.11226	0.112125	0.134635	0.122554	0.118706	0.0692507	0.10648	0.0988967	0.169749	0.107902	0.0319023	0.0182988	0.0608057	0.0335562	0.0259553	0.0148232	0.0709081	0.0483298	0.0287562	0.0342936	0.0640476	0.0506086	0.0442286	0.0441896	0.032829	0.0402065	0.0276449	0.0260485	0.0173759	4.033418	0.28145	0.278958	0.0955835	0.344008	0.0394297	0.0251805	0.0261425	0.0305244	0.0350101	0.024022	0.0396776	0.0257278	0.0310994	0.0490603	0.024845	0.0217285	0.0293503	0.0326659	0.0339983	0.0339572	0.0407744	0.0371159	0.0359505	0.0209727	0.0322476	0.0299511	0.0514089	0.0326782	0.00966169	0.00554184	0.0184151	0.0101626	0.00786061	0.00448924	0.0214747	0.0146368	0.00870887	0.0103859	0.0193969	0.0153269	0.0133947	0.0133829	0.00994232	0.0121766	0.00837233	0.00788885	0.00526232	3.301942
10870	-14719.9	-14772.8	52.8691	0.124988	0.077018	0.0862045	0.0967594	0.110022	0.0828126	0.125774	0.0815035	0.098582	0.200643	0.0873092	0.0997455	0.11383	0.103548	0.107771	0.138221	0.113291	0.117654	0.11396	0.0714417	0.0862779	0.0926299	0.198848	0.109692	0.0320916	0.0200343	0.0537896	0.0255479	0.0245179	0.0142305	0.0497573	0.0440089	0.0341959	0.032579	0.0614865	0.0342437	0.04246	0.0424226	0.0370877	0.036712	0.0280937	0.0317551	0.0184001	4.110858	0.287832	0.285284	0.0977509	0.329133	0.037853	0.0233251	0.0261072	0.0293038	0.0333204	0.02508	0.038091	0.0246835	0.0298558	0.0607653	0.0264418	0.0302081	0.0344738	0.0313596	0.0326388	0.0418605	0.0343104	0.0356317	0.0345129	0.0216363	0.0261294	0.0280532	0.0602217	0.0332206	0.00971901	0.00606744	0.0162903	0.00773723	0.00742529	0.00430973	0.0150691	0.0133282	0.0103563	0.00986663	0.0186213	0.0103708	0.0128591	0.0128478	0.0112321	0.0111183	0.00850824	0.00961709	0.00557249	3.301942
10880	-14734.5	-14787	52.5594	0.129747	0.0987863	0.0954477	0.0979248	0.111347	0.0838101	0.143344	0.0579673	0.0997694	0.161618	0.0746549	0.102783	0.116242	0.115819	0.0998444	0.157991	0.141976	0.124366	0.115332	0.0742088	0.0987779	0.0648699	0.202801	0.0771534	0.0321732	0.0182023	0.0627379	0.0305128	0.0144734	0.0220185	0.0622549	0.0447305	0.0442908	0.0338722	0.0615723	0.0346562	0.0340861	0.0511512	0.034146	0.0202503	0.0197767	0.0304385	0.0258782	4.511705	0.291121	0.283952	0.0890744	0.335853	0.0390358	0.0297209	0.0287164	0.0294617	0.0335	0.0252151	0.0431265	0.01744	0.0300166	0.0486243	0.0224607	0.0309232	0.0349726	0.0348453	0.0300392	0.0475333	0.042715	0.0374168	0.0346988	0.0223265	0.0297183	0.0195168	0.0610147	0.0232124	0.00967963	0.00547635	0.0188753	0.0091801	0.00435448	0.00662448	0.01873	0.0134576	0.0133253	0.0101908	0.0185246	0.0104267	0.0102552	0.0153894	0.0102732	0.0060925	0.00595002	0.00915774	0.00778572	3.323802
10890	-14725.2	-14777.8	52.63	0.124432	0.0853443	0.0956549	0.093913	0.134989	0.0698779	0.137471	0.0887881	0.095682	0.190935	0.0723915	0.0841862	0.106853	0.10773	0.0944214	0.146606	0.147283	0.132611	0.130418	0.0711686	0.0947311	0.0622123	0.182109	0.0739925	0.030175	0.0350123	0.0560201	0.0296145	0.0303645	0.0222876	0.0606733	0.0421008	0.0538974	0.0489156	0.0556841	0.03244	0.0326897	0.0490557	0.0273707	0.0290456	0.0146633	0.0310176	0.0189731	4.385793	0.28573	0.284727	0.0999097	0.329634	0.0374365	0.0256767	0.0287788	0.0282547	0.0406129	0.0210235	0.0413597	0.0267128	0.0287869	0.0574447	0.0217797	0.0253283	0.0321477	0.0324118	0.0284076	0.0441079	0.0443115	0.0398975	0.0392376	0.0214118	0.0285008	0.0187172	0.0547895	0.0222614	0.00907847	0.0105338	0.0168542	0.00890982	0.00913546	0.00670545	0.0182542	0.0126664	0.0162156	0.0147168	0.0167531	0.00975991	0.00983502	0.0147589	0.00823477	0.00873867	0.00441159	0.00933196	0.00570826	3.323802
10900	-14727.6	-14780	52.4865	0.154965	0.0972993	0.0885833	0.0977231	0.104918	0.0704893	0.13937	0.0739798	0.111058	0.186871	0.0661633	0.09777	0.0804466	0.115628	0.118022	0.147888	0.113825	0.129018	0.134386	0.0795422	0.0955599	0.0957042	0.183703	0.0937774	0.038175	0.0394469	0.064582	0.0209767	0.0245822	0.0224826	0.0449239	0.0490085	0.054369	0.0295793	0.0579651	0.0373426	0.0420421	0.0468862	0.0220667	0.0414193	0.015472	0.0255672	0.0118766	4.366892	0.28573	0.284727	0.0999097	0.329634	0.0460459	0.0289112	0.0263214	0.0290371	0.0311749	0.020945	0.0414118	0.0219821	0.0329994	0.0555261	0.0196596	0.0290511	0.0239037	0.0343572	0.0350686	0.0439431	0.0338216	0.038336	0.039931	0.0236349	0.0283944	0.0284373	0.0545848	0.0278647	0.0113432	0.0117211	0.0191897	0.00623294	0.00730429	0.00668041	0.0133486	0.0145622	0.016155	0.00878909	0.0172236	0.0110959	0.0124923	0.0139316	0.00655682	0.0123072	0.0045973	0.00759697	0.00352897	3.365452
10910	-14730.5	-14782.9	52.4865	0.14992	0.0941316	0.116717	0.0967249	0.104308	0.0769408	0.144584	0.0715713	0.107442	0.180787	0.0813752	0.094587	0.109395	0.105086	0.0920229	0.143074	0.146737	0.117778	0.142809	0.0769526	0.0979111	0.0682095	0.165544	0.0941343	0.0335706	0.0292022	0.0624794	0.0284907	0.0304773	0.0250745	0.0756724	0.0753405	0.0438331	0.0107408	0.0694636	0.0235528	0.0266831	0.0364791	0.0135637	0.0339898	0.0250497	0.0247349	0.0183134	4.366892	0.272834	0.291067	0.099124	0.336974	0.0445468	0.02797	0.0346809	0.0287405	0.0309937	0.022862	0.0429611	0.0212665	0.031925	0.0537184	0.0241796	0.0281053	0.0325052	0.0312249	0.0273434	0.0425125	0.043601	0.0349961	0.0424337	0.0228655	0.029093	0.0202675	0.0491892	0.0279708	0.00997507	0.00867705	0.0185649	0.00846563	0.00905594	0.00745056	0.0224851	0.0223865	0.0130244	0.00319149	0.0206402	0.00699841	0.00792853	0.0108393	0.00403027	0.0100996	0.0074432	0.00734964	0.00544158	3.365452
10920	-14729.8	-14782.5	52.7253	0.134993	0.109161	0.110946	0.0919421	0.113656	0.0905454	0.137434	0.0594048	0.10213	0.171847	0.0795785	0.0785861	0.114523	0.0927897	0.091457	0.13744	0.138763	0.111954	0.151181	0.0731476	0.119052	0.0707081	0.215414	0.106232	0.0363679	0.0250253	0.0773152	0.0281448	0.0274216	0.0194487	0.0564503	0.069436	0.029864	0.0175901	0.0660289	0.0406916	0.0372435	0.0364783	0.0131632	0.0197956	0.0216021	0.0191488	0.021349	3.957299	0.273857	0.292158	0.0957475	0.338237	0.0401113	0.0324359	0.0329661	0.0273194	0.0337713	0.0269044	0.0408368	0.0176513	0.0303464	0.0510622	0.0236457	0.0233508	0.034029	0.0275712	0.0271753	0.0408386	0.0412317	0.0332657	0.0449215	0.0217348	0.0353749	0.02101	0.0640076	0.0315655	0.0108063	0.00743593	0.0229732	0.00836286	0.00814796	0.00577893	0.0167735	0.020632	0.00887371	0.00522666	0.0196196	0.012091	0.0110664	0.0108391	0.00391126	0.005882	0.00641879	0.00568982	0.00634358	3.365452
10930	-14731.1	-14783.9	52.7426	0.141335	0.0847498	0.0807808	0.0931513	0.113642	0.0905345	0.150664	0.0758191	0.102117	0.218725	0.0795689	0.0785766	0.117242	0.0791784	0.127583	0.129258	0.136536	0.125604	0.127111	0.0731387	0.0780005	0.061884	0.200275	0.095194	0.0363635	0.0234856	0.050453	0.0173301	0.0343672	0.0213946	0.0499241	0.0524156	0.0387537	0.0175879	0.0684399	0.0403714	0.0236178	0.0465505	0.0181727	0.03556	0.0280727	0.0311661	0.0118298	4.300046	0.273857	0.292158	0.0957475	0.338237	0.0427443	0.0256311	0.0244307	0.028172	0.034369	0.0273805	0.0455657	0.0229301	0.0308835	0.0661496	0.0240642	0.0237641	0.0354578	0.0239461	0.0385851	0.0390919	0.041293	0.0379866	0.0384426	0.0221195	0.0235899	0.0187157	0.0605697	0.0287897	0.0109975	0.00710279	0.0152586	0.00524118	0.0103937	0.00647042	0.0150987	0.0158522	0.0117204	0.00531916	0.0206984	0.0122096	0.00714277	0.0140784	0.005496	0.0107545	0.00849008	0.00942563	0.0035777	3.306526
