Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	pi[1]	pi[2]	pi[3]	pi[4]	rel_branch_lengths[1]	rel_branch_lengths[2]	rel_branch_lengths[3]	rel_branch_lengths[4]	rel_branch_lengths[5]	rel_branch_lengths[6]	rel_branch_lengths[7]	rel_branch_lengths[8]	rel_branch_lengths[9]	rel_branch_lengths[10]	rel_branch_lengths[11]	rel_branch_lengths[12]	rel_branch_lengths[13]	rel_branch_lengths[14]	rel_branch_lengths[15]	rel_branch_lengths[16]	rel_branch_lengths[17]	rel_branch_lengths[18]	rel_branch_lengths[19]	rel_branch_lengths[20]	rel_branch_lengths[21]	rel_branch_lengths[22]	rel_branch_lengths[23]	rel_branch_lengths[24]	rel_branch_lengths[25]	rel_branch_lengths[26]	rel_branch_lengths[27]	rel_branch_lengths[28]	rel_branch_lengths[29]	rel_branch_lengths[30]	rel_branch_lengths[31]	rel_branch_lengths[32]	rel_branch_lengths[33]	rel_branch_lengths[34]	rel_branch_lengths[35]	rel_branch_lengths[36]	rel_branch_lengths[37]	rel_branch_lengths[38]	rel_branch_lengths[39]	rel_branch_lengths[40]	rel_branch_lengths[41]	rel_branch_lengths[42]	rel_branch_lengths[43]	TL
18480	-15336.9	-15393.3	56.3822	0.136327	0.0933884	0.0895197	0.101787	0.125946	0.0698544	0.120451	0.0857828	0.0905891	0.153886	0.0593395	0.0903476	0.111803	0.0894183	0.119011	0.129986	0.146549	0.128894	0.139118	0.080869	0.0705274	0.088924	0.184351	0.0496779	0.0354371	0.0248557	0.0398721	0.0370546	0.0353245	0.0643178	0.0261257	0.0386779	0.0467482	0.0295443	0.0217523	0.0357534	0.0464844	0.0612676	0.0259012	0.0179637	0.0331292	0.0442263	0.0320838	0.235302	0.288153	0.102094	0.37445	0.0419097	0.0287096	0.0275203	0.0312914	0.0387185	0.0214747	0.0370292	0.0263715	0.027849	0.0473078	0.0182422	0.0277747	0.0343706	0.0274891	0.0365865	0.0399606	0.0450522	0.0396247	0.0427679	0.0248608	0.0216816	0.0273371	0.0566732	0.015272	0.0108941	0.00764117	0.0122575	0.0113914	0.0108595	0.0197727	0.00803158	0.0118904	0.0143714	0.00908254	0.00668713	0.0109913	0.0142903	0.0188349	0.00796259	0.00552241	0.0101846	0.0135961	0.00986323	3.252867
18490	-15340.6	-15397	56.3822	0.139841	0.090272	0.0878733	0.0919164	0.118275	0.0685697	0.123765	0.0842052	0.102415	0.161067	0.07906	0.0943204	0.109747	0.11443	0.0996119	0.114455	0.141141	0.13407	0.13656	0.0847648	0.0905017	0.0872886	0.159537	0.0647141	0.0408633	0.0260707	0.0302259	0.0300223	0.0337002	0.0467917	0.024894	0.0485768	0.0334338	0.0242302	0.0105862	0.0350958	0.0456295	0.0850998	0.036725	0.0232987	0.0311413	0.0408823	0.0271988	0.235302	0.288153	0.102094	0.37445	0.0429901	0.0277515	0.0270141	0.0282571	0.0363601	0.0210798	0.0380481	0.0258864	0.0314847	0.0495154	0.0243047	0.0289961	0.0337385	0.0351782	0.0306228	0.0351858	0.0433896	0.0412159	0.0419814	0.0260585	0.0278221	0.0268343	0.049045	0.0198945	0.0125622	0.0080147	0.00929209	0.00922949	0.0103602	0.0143848	0.00765295	0.0149335	0.0102782	0.00744889	0.00325443	0.0107892	0.0140275	0.0261615	0.01129	0.00716252	0.0095735	0.0125681	0.00836149	3.252867
18500	-15337.5	-15393.9	56.3822	0.124797	0.0887201	0.0975046	0.0964418	0.116241	0.0870093	0.141874	0.0890137	0.0899243	0.179975	0.0777008	0.109178	0.10786	0.0938059	0.100071	0.146896	0.138714	0.124616	0.109814	0.0895678	0.10863	0.0857879	0.174682	0.0590189	0.0401608	0.00720899	0.0337297	0.0320108	0.0250029	0.0459873	0.00940786	0.0381832	0.0273	0.0349548	0.0179046	0.050321	0.0323942	0.0564119	0.0414735	0.0105127	0.0333203	0.0539286	0.0248096	0.235302	0.288153	0.102094	0.37445	0.0383653	0.0272744	0.029975	0.0296482	0.035735	0.0267485	0.0436149	0.0273647	0.0276446	0.0553282	0.0238869	0.0335637	0.0331585	0.0288379	0.0307639	0.0451589	0.0426437	0.0383097	0.0337592	0.027535	0.033395	0.026373	0.053701	0.0181436	0.0123463	0.00221619	0.0103692	0.0098408	0.00768642	0.0141375	0.00289217	0.0117383	0.00839261	0.0107458	0.00550425	0.0154697	0.00995865	0.0173422	0.0127498	0.00323183	0.0102434	0.0165788	0.007627	3.252867
18510	-15333.6	-15390	56.3822	0.120365	0.0880884	0.0968104	0.0964436	0.115414	0.0890413	0.130653	0.0878602	0.120613	0.164801	0.0771475	0.102119	0.107092	0.103849	0.0993585	0.130078	0.133363	0.126775	0.109032	0.0889301	0.0891008	0.0873522	0.173439	0.0566867	0.0506846	0.0128828	0.0337812	0.0529083	0.0296795	0.0536072	0.018531	0.0265914	0.0408164	0.0282026	0.0140885	0.0595907	0.0425542	0.0763231	0.0233795	0.0109257	0.0189404	0.0439193	0.0210484	0.235302	0.288153	0.102094	0.37445	0.0370027	0.0270802	0.0297616	0.0296488	0.0354806	0.0273732	0.0401656	0.0270101	0.0370791	0.0506632	0.0237168	0.0313934	0.0329224	0.0319255	0.0305449	0.0399886	0.0409985	0.0389734	0.0335188	0.027339	0.0273915	0.0268539	0.0533187	0.0174267	0.0155815	0.00396045	0.0103851	0.0162651	0.00912411	0.01648	0.00569681	0.00817476	0.0125478	0.00867008	0.0043311	0.0183194	0.0130821	0.0234633	0.00718736	0.00335878	0.00582268	0.0135017	0.00647073	3.252867
18520	-15334.7	-15391.7	57.0642	0.119347	0.10756	0.0915569	0.0920222	0.125776	0.0849592	0.120778	0.0838324	0.071695	0.152345	0.0753947	0.0726017	0.0879761	0.0990885	0.111963	0.124418	0.110793	0.129694	0.116462	0.0852939	0.0850161	0.0624508	0.165487	0.0600613	0.0483593	0.027897	0.0278344	0.041006	0.0196869	0.0404057	0.016004	0.0513727	0.0241599	0.0177908	0.0274302	0.0340214	0.0425076	0.0728241	0.0418013	0.0280981	0.0226552	0.0292505	0.0180407	0.235302	0.288153	0.102094	0.37445	0.0389043	0.035062	0.0298453	0.029997	0.0409998	0.0276946	0.0393706	0.0273273	0.0233708	0.0496606	0.0245768	0.0236663	0.028678	0.0323004	0.0364973	0.0405573	0.0361158	0.0422769	0.0379638	0.0278037	0.0277131	0.0203574	0.0539448	0.0195785	0.0157639	0.00909374	0.00907331	0.0133669	0.00641745	0.0131712	0.00521692	0.0167462	0.00787552	0.00579936	0.00894156	0.0110901	0.0138564	0.0237389	0.0136262	0.00915928	0.00738503	0.00953494	0.00588083	3.067719
18530	-15328.8	-15385.9	57.0935	0.117059	0.105498	0.0911391	0.107881	0.123364	0.0833304	0.124524	0.072745	0.0958517	0.149424	0.0877342	0.0712098	0.0862895	0.0860022	0.109817	0.116293	0.131789	0.0791514	0.114134	0.0721495	0.0728463	0.101001	0.168832	0.0589099	0.0371477	0.0273622	0.0334479	0.038327	0.0325668	0.049004	0.0307606	0.0468075	0.0339643	0.0283972	0.0269043	0.0340826	0.0232335	0.071428	0.0271754	0.0185179	0.0222209	0.0257995	0.0256271	0.206853	0.298874	0.105893	0.388381	0.0382578	0.0344794	0.0297864	0.0352581	0.0403185	0.0272344	0.0406974	0.0237748	0.0313266	0.0488354	0.0286736	0.0232731	0.0282015	0.0281076	0.0358908	0.0380073	0.0430718	0.0258686	0.0373018	0.0235802	0.0238079	0.0330094	0.0551784	0.0192532	0.0121408	0.00894263	0.0109316	0.0125262	0.0106436	0.0160157	0.0100533	0.0152978	0.0111004	0.00928089	0.00879297	0.011139	0.00759326	0.0233444	0.00888156	0.0060521	0.00726231	0.00843189	0.00837556	3.05975
18540	-15332.1	-15389.1	57.0935	0.10118	0.109521	0.0860267	0.111994	0.115498	0.0865075	0.100978	0.0743165	0.0995062	0.155121	0.0637325	0.0739248	0.0895794	0.0968594	0.114004	0.120727	0.136814	0.0915538	0.123602	0.065569	0.0756237	0.0998139	0.153818	0.0440177	0.036018	0.00753885	0.0475739	0.0440038	0.0233475	0.0600919	0.0319334	0.0461831	0.0351328	0.0273908	0.0314698	0.045461	0.03535	0.0799135	0.0317108	0.0183341	0.0181018	0.0267831	0.0231243	0.206853	0.298874	0.105893	0.388381	0.0330682	0.035794	0.0281156	0.0366023	0.0377476	0.0282727	0.0330021	0.0242884	0.032521	0.0506973	0.0208293	0.0241604	0.0292767	0.031656	0.0372592	0.0394564	0.044714	0.029922	0.040396	0.0214295	0.0247156	0.0326216	0.0502715	0.014386	0.0117716	0.00246388	0.0155483	0.0143815	0.00763053	0.0196395	0.0104366	0.0150938	0.0114822	0.00895198	0.0102851	0.0148578	0.0115532	0.0261177	0.0103638	0.00599204	0.00591609	0.00875337	0.00755759	3.05975
18550	-15341.2	-15398.3	57.0935	0.119212	0.0941517	0.0907318	0.118119	0.112899	0.0703153	0.0915216	0.0766297	0.0947084	0.144075	0.0672183	0.077968	0.0971666	0.102958	0.120239	0.133656	0.144296	0.0965612	0.0917608	0.0691553	0.0873933	0.096887	0.160096	0.0467321	0.0294512	0.0120023	0.0469398	0.0430928	0.024912	0.0326875	0.0188259	0.0444679	0.0378493	0.0376132	0.048584	0.0419638	0.0373399	0.0827908	0.0274359	0.0188649	0.0311633	0.028376	0.0109369	0.216571	0.287622	0.101115	0.394692	0.0389615	0.030771	0.0296533	0.0386043	0.0368981	0.0229807	0.0299115	0.0250444	0.030953	0.0470873	0.0219686	0.0254818	0.0317564	0.0336491	0.039297	0.0436821	0.0471595	0.0315585	0.0299896	0.0226016	0.0285622	0.031665	0.0523231	0.0152732	0.00962537	0.00392264	0.0153411	0.0140838	0.00814186	0.0106831	0.00615277	0.0145332	0.01237	0.0122929	0.0158784	0.0137148	0.0122036	0.027058	0.00896671	0.0061655	0.0101849	0.00927397	0.00357443	3.05975
18560	-15330.3	-15387.3	57.0536	0.100456	0.104353	0.112408	0.0875897	0.111695	0.0753457	0.10622	0.0758123	0.0765869	0.153697	0.0665014	0.0771364	0.0964572	0.105822	0.118957	0.132231	0.114651	0.123409	0.103181	0.0684177	0.103739	0.0845176	0.174344	0.0469967	0.0501508	0.0174571	0.0433594	0.0236232	0.0246463	0.0403348	0.0242819	0.0391906	0.0318475	0.037212	0.0378533	0.0464249	0.030764	0.0819077	0.0266528	0.0156695	0.0308309	0.0366918	0.0111906	0.216571	0.287622	0.101115	0.394692	0.0327152	0.0339845	0.0366076	0.0285251	0.0363754	0.0245376	0.0345926	0.0246896	0.0249419	0.0500543	0.0216573	0.0251208	0.031413	0.0344627	0.0387403	0.0430632	0.0373383	0.0401903	0.0336028	0.0222814	0.0337846	0.0275246	0.0567782	0.0153053	0.0163325	0.00568523	0.0141207	0.00769331	0.00802651	0.0131357	0.00790782	0.0127631	0.0103717	0.0121187	0.0123276	0.0151191	0.0100188	0.0266747	0.00867996	0.00510306	0.0100406	0.0119493	0.00364442	3.070615
18570	-15332.5	-15389.6	57.0536	0.140476	0.111315	0.114207	0.0889919	0.0972911	0.0878635	0.120523	0.077026	0.0885797	0.147721	0.0753734	0.0785181	0.105576	0.107516	0.100155	0.127905	0.116487	0.104348	0.108431	0.0803673	0.101028	0.0765599	0.137509	0.0403665	0.0451872	0.0177366	0.0450123	0.046545	0.0204792	0.0409805	0.01289	0.0408027	0.0423607	0.0157002	0.0239015	0.0341705	0.0390616	0.0912677	0.0231239	0.00665226	0.0327461	0.0372792	0.0205821	0.215445	0.291325	0.100589	0.392641	0.0457484	0.0362516	0.0371937	0.0289818	0.0316846	0.0286143	0.0392506	0.0250849	0.0288475	0.048108	0.0245467	0.0255708	0.0343826	0.0350145	0.0326174	0.0416547	0.037936	0.0339827	0.0353126	0.026173	0.0329016	0.0249331	0.0447822	0.0131461	0.014716	0.00577624	0.014659	0.0151582	0.0066694	0.013346	0.00419787	0.0132881	0.0137955	0.00511306	0.00778394	0.0111282	0.0127211	0.0297229	0.00753072	0.00216643	0.0106643	0.0121406	0.00670293	3.070615
18580	-15331.5	-15388.6	57.0536	0.142229	0.112704	0.0990798	0.104993	0.100634	0.0889598	0.139077	0.0779871	0.0660694	0.15949	0.0763139	0.0794978	0.106133	0.0849744	0.101405	0.13629	0.11794	0.115333	0.109784	0.0747612	0.0801116	0.0881668	0.139225	0.0552691	0.0529983	0.0292986	0.0485281	0.0389904	0.0284207	0.0498221	0.0227104	0.0320403	0.0257813	0.0265976	0.0167476	0.0345969	0.0294466	0.0566823	0.0198964	0.0132531	0.0352192	0.0385839	0.0145731	0.215515	0.288308	0.103408	0.392769	0.0463192	0.036704	0.0322671	0.0341927	0.0327732	0.0289713	0.045293	0.0253979	0.0215167	0.0519406	0.024853	0.0258899	0.034564	0.0276734	0.0330243	0.0443854	0.0384094	0.0375604	0.0357532	0.0243473	0.0260898	0.0287131	0.045341	0.0179994	0.0172598	0.00954159	0.015804	0.0126979	0.00925569	0.0162255	0.00739606	0.0104345	0.00839614	0.00866197	0.00545415	0.0112671	0.0095898	0.0184596	0.0064796	0.0043161	0.0114698	0.0125655	0.00474599	3.070615
18590	-15329	-15386.2	57.2118	0.122396	0.0866288	0.090184	0.111276	0.107494	0.0809727	0.114271	0.107322	0.0959702	0.146159	0.0694622	0.0817607	0.0911532	0.0773451	0.0968614	0.130032	0.119477	0.104978	0.120474	0.0804795	0.0928933	0.0809449	0.144661	0.0561059	0.0452795	0.0261103	0.0342771	0.0263659	0.0273565	0.0453489	0.0267662	0.0347565	0.0253281	0.0228637	0.0176079	0.0559121	0.0284882	0.0693784	0.0317201	0.0126742	0.0320571	0.0280168	0.0279228	0.215515	0.288308	0.103408	0.392769	0.0404276	0.0286137	0.029788	0.0367547	0.0355055	0.0267454	0.037744	0.0354488	0.0316991	0.0482765	0.0229435	0.0270057	0.0301081	0.0255472	0.0319935	0.0429498	0.0394636	0.0346745	0.0397928	0.0265825	0.0306828	0.0267362	0.0477818	0.0185319	0.0149559	0.00862429	0.0113218	0.00870871	0.00903591	0.0149788	0.00884092	0.0114801	0.00836592	0.00755191	0.00581592	0.0184679	0.00940969	0.0229158	0.0104772	0.00418633	0.0105885	0.00925401	0.00922296	3.027533
18600	-15338.5	-15395.7	57.2118	0.104879	0.101957	0.0946512	0.112881	0.0887677	0.0941332	0.11592	0.0686056	0.0966994	0.148267	0.082678	0.0589278	0.0924681	0.0784608	0.0982586	0.150916	0.148122	0.106493	0.107337	0.0638182	0.0852222	0.0912481	0.155599	0.0494514	0.0335024	0.0189899	0.053381	0.0321359	0.0286577	0.0556659	0.0205256	0.0503317	0.0333125	0.0129806	0.0110356	0.0452035	0.0299911	0.0832811	0.0321777	0.0183067	0.0349161	0.0307617	0.00661518	0.217992	0.291621	0.104597	0.38579	0.0346419	0.0336764	0.0312635	0.0372849	0.0293201	0.0310924	0.0382885	0.0226605	0.03194	0.0489729	0.0273087	0.019464	0.0305424	0.0259157	0.032455	0.049848	0.048925	0.0351747	0.0354537	0.0210793	0.028149	0.0301394	0.0513946	0.0163339	0.0110659	0.00627241	0.0176318	0.0106145	0.00946568	0.0183866	0.00677963	0.0166246	0.0110032	0.00428752	0.00364509	0.0149308	0.00990612	0.0275079	0.0106283	0.00604675	0.0115329	0.0101606	0.00218501	3.027533
18610	-15335.3	-15391.7	56.3793	0.12601	0.0955919	0.101802	0.101135	0.0994289	0.0807256	0.13294	0.0744247	0.0939897	0.203222	0.0825192	0.0648133	0.0925205	0.0790637	0.116518	0.150586	0.159312	0.114538	0.114737	0.067156	0.0916604	0.0981415	0.167354	0.0634347	0.0311602	0.019861	0.0574137	0.0439608	0.0435438	0.0454674	0.0406327	0.0442721	0.0307281	0.0323572	0.017036	0.0445162	0.0253904	0.0821762	0.022182	0.0194716	0.0345036	0.0298921	0.0174777	0.214559	0.302777	0.102949	0.379714	0.0387287	0.0293798	0.0312883	0.0310833	0.030559	0.0248106	0.0408585	0.0228741	0.0288873	0.0624594	0.0253619	0.0199201	0.0284358	0.0242999	0.0358112	0.0462821	0.0489639	0.0352027	0.035264	0.0206401	0.0281714	0.0301634	0.0514354	0.0194964	0.00957694	0.00610418	0.0176458	0.0135112	0.013383	0.0139742	0.0124883	0.0136068	0.00944416	0.00994486	0.00523595	0.0136819	0.00780363	0.0252565	0.00681755	0.00598451	0.0106045	0.00918722	0.00537169	3.253666
18620	-15334.1	-15390.4	56.3793	0.122243	0.086233	0.096874	0.104301	0.125732	0.0863047	0.125591	0.0771307	0.0932618	0.181609	0.0678083	0.0931497	0.0961729	0.0758811	0.106392	0.133262	0.149787	0.116703	0.118329	0.0905053	0.0828174	0.101214	0.172593	0.0411414	0.0374757	0.00945215	0.0436487	0.0405249	0.044907	0.0646434	0.0132571	0.0456581	0.0513481	0.0222636	0.031894	0.0420179	0.0310259	0.084749	0.0414933	0.0154115	0.0355838	0.0385791	0.0146969	0.215968	0.304766	0.103625	0.37564	0.0375709	0.0265033	0.0297738	0.0320564	0.0386432	0.0265254	0.0385998	0.0237058	0.0286636	0.0558166	0.0208406	0.0286292	0.0295583	0.0233217	0.032699	0.0409575	0.0460363	0.0358681	0.036368	0.0278164	0.0254536	0.0311077	0.0530457	0.0126446	0.011518	0.00290508	0.0134152	0.0124551	0.013802	0.0198679	0.00407451	0.0140328	0.0157816	0.00684261	0.00980249	0.012914	0.00953568	0.0260472	0.0127528	0.00473666	0.0109365	0.0118571	0.00451703	3.253666
18630	-15338.5	-15394.8	56.3028	0.140244	0.0891545	0.0941093	0.114991	0.10251	0.0926933	0.139566	0.0787461	0.0919009	0.178959	0.061822	0.0914741	0.0856485	0.100478	0.114964	0.172173	0.151561	0.115	0.115563	0.0844307	0.109289	0.0629636	0.170075	0.0479119	0.0422385	0.0182096	0.044434	0.0320483	0.0275347	0.0302293	0.0258011	0.0357999	0.0255498	0.0228721	0.0337071	0.0582486	0.0355667	0.0814319	0.0315957	0.0138237	0.0437435	0.0342409	0.0310702	0.215968	0.304766	0.103625	0.37564	0.0428308	0.027228	0.0287412	0.0351184	0.0313066	0.0283087	0.0426236	0.0240492	0.0280667	0.0546543	0.0188806	0.0279364	0.0261573	0.0306861	0.0351103	0.0525819	0.0462871	0.0351212	0.0352932	0.0257853	0.0333771	0.0192292	0.0519411	0.0146324	0.0128997	0.00556126	0.0135702	0.00978763	0.00840915	0.00923209	0.0078797	0.0109334	0.00780295	0.0069852	0.0102942	0.0177893	0.0108622	0.0248695	0.00964939	0.00422177	0.0133593	0.0104572	0.00948891	3.274371
18640	-15328.6	-15384.9	56.3028	0.13355	0.0874453	0.114868	0.112786	0.117947	0.0811822	0.13689	0.0819719	0.10464	0.160735	0.0918956	0.0812487	0.0840066	0.110481	0.109691	0.134994	0.131856	0.12199	0.129293	0.0828122	0.0984569	0.0749352	0.179105	0.0469934	0.0544375	0.0183779	0.0396884	0.0440263	0.0322511	0.0477452	0.0236165	0.0336849	0.0344445	0.0182765	0.0271949	0.0431556	0.0342116	0.105771	0.0203673	0.0131209	0.0328175	0.0315323	0.00987545	0.212318	0.297009	0.110807	0.379866	0.0407866	0.026706	0.0350809	0.0344451	0.0360213	0.0247932	0.0418065	0.0250344	0.0319573	0.049089	0.0280651	0.0248135	0.0256558	0.0337411	0.0334999	0.0412275	0.0402693	0.0372559	0.0394865	0.025291	0.030069	0.0228854	0.0546992	0.0143519	0.0166253	0.00561266	0.0121209	0.0134457	0.00984957	0.0145815	0.00721253	0.0102874	0.0105194	0.00558167	0.00830537	0.0131798	0.0104483	0.0323026	0.00622021	0.00400716	0.0100225	0.00963002	0.00301598	3.274371
18650	-15321.9	-15378.8	56.9294	0.122716	0.0824274	0.103079	0.107947	0.111062	0.0803752	0.129035	0.077268	0.0982288	0.153624	0.0866223	0.0620804	0.0878723	0.0946825	0.0980511	0.127248	0.12429	0.108779	0.121874	0.0780601	0.091217	0.0843742	0.163529	0.0429253	0.0417887	0.0229974	0.0483672	0.0345629	0.0314914	0.0467434	0.0194233	0.0378096	0.045259	0.0294097	0.0223758	0.0460891	0.0299324	0.0766729	0.0311294	0.0127854	0.0309654	0.0294917	0.0297271	0.212318	0.297009	0.110807	0.379866	0.0395299	0.0265519	0.0332043	0.0347725	0.0357757	0.0258908	0.0415653	0.0248899	0.0316419	0.0494861	0.0279032	0.0199976	0.0283058	0.0304995	0.0315847	0.0409896	0.0400369	0.0350405	0.0392586	0.0251451	0.0293832	0.027179	0.0526768	0.0138273	0.0134612	0.00740803	0.0155803	0.0111336	0.0101441	0.0150572	0.0062567	0.0121794	0.014579	0.00947359	0.00720778	0.0148464	0.00964196	0.0246982	0.0100275	0.00411847	0.00997472	0.00949999	0.00957581	3.10439
18660	-15330	-15387	56.9294	0.127879	0.085895	0.107415	0.10342	0.115734	0.0837564	0.111666	0.0957779	0.0876662	0.160087	0.0802082	0.064692	0.102521	0.0858861	0.103549	0.121893	0.118935	0.113355	0.124308	0.0681495	0.089542	0.0879237	0.147594	0.0449489	0.0536568	0.0254911	0.0454947	0.0438075	0.0418028	0.0436634	0.0152992	0.0394002	0.0300175	0.0306469	0.0345271	0.0551664	0.0268798	0.0719453	0.0245544	0.0251399	0.0296205	0.0241126	0.0103631	0.214377	0.303241	0.108935	0.373448	0.0411928	0.0276689	0.0346011	0.033314	0.0372807	0.02698	0.0359703	0.0308524	0.0282394	0.0515679	0.025837	0.0208389	0.0330244	0.027666	0.0333557	0.0392647	0.0383118	0.0365146	0.0400426	0.0219526	0.0288437	0.0283224	0.0475436	0.0144791	0.0172842	0.0082113	0.014655	0.0141115	0.0134657	0.014065	0.00492825	0.0126918	0.00966936	0.00987212	0.011122	0.0177704	0.00865865	0.0231753	0.00790958	0.00809816	0.00954149	0.00776726	0.00333819	3.10439
18670	-15331.7	-15388.7	56.9294	0.130604	0.0822741	0.10347	0.106066	0.099598	0.0855412	0.104182	0.0719679	0.0895344	0.142302	0.0786	0.0876934	0.0939922	0.0960933	0.117764	0.124491	0.10525	0.111259	0.119438	0.0683721	0.0733858	0.0806998	0.163593	0.0644636	0.0386907	0.0183528	0.0464642	0.0425223	0.0248976	0.0445938	0.0182834	0.0519711	0.0419609	0.0238091	0.0231791	0.0616172	0.0492188	0.0654782	0.0476726	0.023136	0.0289603	0.0339329	0.0190159	0.210997	0.312363	0.109079	0.36756	0.0420706	0.0265025	0.0333301	0.0341665	0.0320829	0.0275549	0.0335594	0.0231826	0.0288412	0.045839	0.025319	0.0282482	0.0302772	0.030954	0.0379345	0.0401015	0.0339035	0.0358392	0.0384739	0.0220243	0.0236394	0.0259954	0.0526974	0.0207653	0.0124632	0.0059119	0.0149673	0.0136975	0.00802012	0.0143648	0.00588952	0.0167412	0.0135166	0.00766949	0.00746656	0.0198484	0.0158546	0.0210921	0.0153565	0.00745268	0.00932881	0.0109306	0.00612549	3.10439
18680	-15330.6	-15387.3	56.7668	0.131079	0.105227	0.110062	0.112939	0.115974	0.0806039	0.110819	0.076553	0.0912247	0.16279	0.0836075	0.0628194	0.100629	0.0950317	0.125266	0.1296	0.111987	0.118347	0.127047	0.0725558	0.0810181	0.0867509	0.144232	0.062555	0.0430979	0.0106392	0.0463456	0.0487566	0.0298743	0.039185	0.0132106	0.0363415	0.0276637	0.0288098	0.0307801	0.0502991	0.0301389	0.0696019	0.033763	0.02461	0.024518	0.0326174	0.029603	0.204457	0.302681	0.105699	0.387163	0.0416312	0.0334205	0.034956	0.0358699	0.0368338	0.0256001	0.0351965	0.0243135	0.0289733	0.0517029	0.0265541	0.0199517	0.0319603	0.0301824	0.0397851	0.0411616	0.0355675	0.0375876	0.0403507	0.023044	0.0257317	0.0275524	0.0458087	0.0198677	0.0136881	0.00337905	0.0147195	0.0154853	0.00948819	0.0124453	0.00419574	0.0115422	0.0087861	0.0091501	0.0097759	0.0159752	0.00957224	0.0221058	0.0107233	0.00781623	0.00778701	0.0103594	0.00940203	3.148575
18690	-15332.9	-15389.7	56.7668	0.122557	0.088414	0.09785	0.0909637	0.109662	0.0805409	0.110732	0.0799152	0.0963857	0.156413	0.0698102	0.0838562	0.100551	0.0969807	0.13925	0.129499	0.142482	0.118255	0.104371	0.0600658	0.0809548	0.0866831	0.197891	0.0595764	0.053164	0.0167664	0.0463094	0.0275801	0.0218572	0.0501582	0.0226996	0.0370806	0.0255188	0.0387505	0.019708	0.0424668	0.0299785	0.0805902	0.0308628	0.00576341	0.029075	0.0350752	0.0315108	0.214554	0.29884	0.104357	0.382249	0.0389246	0.0280806	0.0310775	0.0288904	0.034829	0.0255801	0.035169	0.0253814	0.0306125	0.0496775	0.022172	0.0266331	0.0319353	0.0308014	0.0442263	0.0411294	0.0452529	0.0375582	0.0331486	0.0190771	0.0257116	0.0275309	0.062851	0.0189217	0.0168851	0.00532509	0.014708	0.00875956	0.00694193	0.0159304	0.00720948	0.011777	0.00810486	0.0123073	0.00625935	0.0134876	0.0095213	0.0255958	0.00980216	0.00183048	0.00923434	0.01114	0.010008	3.148575
18700	-15334.1	-15391	56.9212	0.107583	0.0903187	0.0758606	0.118825	0.0982378	0.082276	0.114745	0.0621238	0.0984621	0.168272	0.0747357	0.0897938	0.0909005	0.0990699	0.124185	0.137917	0.123318	0.0886674	0.134404	0.0755696	0.0932855	0.0719726	0.202154	0.0414608	0.0528923	0.0215947	0.0365821	0.0353812	0.022328	0.0512387	0.0143744	0.0359905	0.0230921	0.0269921	0.0314926	0.0433816	0.0395335	0.0958495	0.0337487	0.0108075	0.0178144	0.0339736	0.0154235	0.214086	0.299018	0.104419	0.382477	0.0346302	0.0290729	0.0244189	0.0382489	0.031622	0.026484	0.0369355	0.0199972	0.0316942	0.0541654	0.0240569	0.0289039	0.0292602	0.0318898	0.039974	0.0443944	0.0396952	0.0285414	0.0432636	0.0243253	0.0300279	0.0231674	0.0650719	0.0133459	0.0170256	0.00695116	0.0117755	0.0113889	0.00718722	0.0164933	0.00462701	0.0115851	0.00743318	0.00868856	0.0101372	0.0139642	0.0127255	0.0308532	0.0108634	0.00347885	0.00573431	0.0109359	0.00496472	3.106629
18710	-15333.5	-15390.2	56.7911	0.135314	0.0819306	0.113225	0.106786	0.100927	0.091496	0.129663	0.0823674	0.076367	0.182301	0.0677949	0.0711043	0.0824584	0.102531	0.103278	0.125108	0.111866	0.128024	0.143055	0.0768284	0.0995787	0.0785417	0.18338	0.0466755	0.0353069	0.0108309	0.049355	0.0388348	0.0246619	0.033929	0.0130394	0.0467426	0.0272641	0.0224333	0.0194733	0.0453115	0.0446609	0.0746424	0.0239261	0.0183354	0.0382898	0.0278174	0.0265076	0.214086	0.299018	0.104419	0.382477	0.0430667	0.0260762	0.0360364	0.033987	0.0321222	0.0291206	0.0412683	0.0262153	0.0243055	0.0580212	0.0215772	0.0226305	0.0262442	0.0326329	0.0328705	0.0398186	0.0356037	0.0407466	0.0455305	0.0244523	0.0316931	0.0249976	0.0583647	0.0148555	0.0112372	0.00344718	0.0157083	0.01236	0.00784921	0.0107987	0.00415009	0.0148769	0.00867739	0.00713991	0.0061978	0.0144214	0.0142143	0.0237566	0.007615	0.00583565	0.0121866	0.00885351	0.00843663	3.141964
