Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	rel_branch_lengths[1]	rel_branch_lengths[2]	rel_branch_lengths[3]	rel_branch_lengths[4]	rel_branch_lengths[5]	rel_branch_lengths[6]	rel_branch_lengths[7]	rel_branch_lengths[8]	rel_branch_lengths[9]	rel_branch_lengths[10]	rel_branch_lengths[11]	rel_branch_lengths[12]	rel_branch_lengths[13]	rel_branch_lengths[14]	rel_branch_lengths[15]	rel_branch_lengths[16]	rel_branch_lengths[17]	rel_branch_lengths[18]	rel_branch_lengths[19]	rel_branch_lengths[20]	rel_branch_lengths[21]	rel_branch_lengths[22]	rel_branch_lengths[23]	rel_branch_lengths[24]	rel_branch_lengths[25]	rel_branch_lengths[26]	rel_branch_lengths[27]	rel_branch_lengths[28]	rel_branch_lengths[29]	rel_branch_lengths[30]	rel_branch_lengths[31]	rel_branch_lengths[32]	rel_branch_lengths[33]	rel_branch_lengths[34]	rel_branch_lengths[35]	rel_branch_lengths[36]	rel_branch_lengths[37]	rel_branch_lengths[38]	rel_branch_lengths[39]	rel_branch_lengths[40]	rel_branch_lengths[41]	rel_branch_lengths[42]	rel_branch_lengths[43]	TL
17000	-15762	-15816.6	54.656	0.118945	0.0865613	0.112443	0.10749	0.0996549	0.0720847	0.112204	0.0610092	0.119449	0.190634	0.0742604	0.074899	0.118829	0.084145	0.108185	0.139321	0.143041	0.117765	0.134017	0.079338	0.0842921	0.0815385	0.183469	0.0349313	0.0354225	0.022063	0.028365	0.0533305	0.0451711	0.0455015	0.0534861	0.0114192	0.0274244	0.0868488	0.0217639	0.011933	0.0220436	0.0243168	0.0626618	0.044645	0.024617	0.0493159	0.0262835	0.0367668	0.0267568	0.0347568	0.0332259	0.0308041	0.0222819	0.0346831	0.0188584	0.0369226	0.0589266	0.0229545	0.0231519	0.0367309	0.0260099	0.0334409	0.0430653	0.044215	0.036402	0.0414255	0.024524	0.0260553	0.0252042	0.0567117	0.0107975	0.0109494	0.00681985	0.00876783	0.0164849	0.0139627	0.0140649	0.016533	0.00352977	0.00847711	0.0268456	0.0067274	0.00368859	0.00681385	0.00751652	0.0193692	0.0138001	0.00760931	0.0152439	0.00812443	3.235119
17010	-15761.6	-15816.4	54.7516	0.113205	0.106463	0.113681	0.101094	0.109486	0.092275	0.132941	0.058065	0.113684	0.178578	0.0795719	0.0863763	0.113094	0.114173	0.111052	0.132598	0.136138	0.112082	0.109633	0.0755092	0.0892944	0.0776035	0.182653	0.0331693	0.0453555	0.0115222	0.0262707	0.0344975	0.0518501	0.0433057	0.0247661	0.0108005	0.0262281	0.0826576	0.022004	0.0153548	0.0215975	0.0205511	0.0719743	0.033343	0.0330993	0.0365907	0.0250151	0.0352751	0.0331743	0.0354234	0.0315014	0.0341162	0.0287533	0.0414249	0.0180933	0.0354245	0.0556456	0.0247949	0.0269152	0.0352406	0.0355766	0.0346041	0.041318	0.0424211	0.0349251	0.0341621	0.023529	0.0278245	0.0241816	0.0569152	0.0103357	0.0141329	0.00359036	0.00818604	0.0107496	0.0161567	0.0134942	0.0077172	0.00336547	0.00817277	0.0257564	0.00685652	0.0047846	0.00672988	0.00640379	0.0224275	0.0103898	0.0103139	0.0114018	0.0077948	3.209202
17020	-15761.6	-15816.4	54.7516	0.126324	0.102885	0.106657	0.0948485	0.115564	0.095827	0.125647	0.0759242	0.106661	0.16889	0.0858477	0.0704991	0.106107	0.0660219	0.116039	0.147724	0.131772	0.128335	0.10286	0.061188	0.0837775	0.0883721	0.171368	0.02725	0.0311326	0.0334566	0.0250876	0.0484117	0.0486467	0.0462898	0.0264146	0.0254996	0.0369948	0.0881202	0.0260463	0.00834077	0.0353788	0.0232938	0.062499	0.031283	0.0345649	0.0425667	0.0287861	0.0393632	0.0320593	0.0332348	0.0295552	0.0360103	0.0298601	0.0391522	0.0236583	0.0332359	0.0526268	0.0267505	0.0219678	0.0330633	0.0205727	0.0361581	0.0460313	0.0410607	0.0399898	0.0320514	0.0190664	0.0261054	0.0275371	0.0533988	0.00849122	0.00970104	0.0104252	0.0078174	0.0150853	0.0151585	0.0144241	0.00823088	0.00794577	0.0115277	0.0274586	0.00811614	0.00259902	0.0110242	0.00725843	0.0194749	0.0097479	0.0107706	0.0132639	0.00896986	3.209202
17030	-15756.9	-15811.7	54.7516	0.122668	0.113634	0.116253	0.0983512	0.102003	0.0819613	0.130287	0.0894372	0.1204	0.175127	0.0816737	0.0883237	0.11657	0.0847615	0.104841	0.105019	0.116132	0.115539	0.123934	0.0641458	0.0868713	0.0857951	0.177696	0.027899	0.0370214	0.0316549	0.0233436	0.0522426	0.0441199	0.0456764	0.0260111	0.0201075	0.0383609	0.0852859	0.0209457	0.0103002	0.0220335	0.0223263	0.064807	0.0324382	0.0322093	0.0446617	0.0263331	0.0382237	0.0354089	0.0362249	0.0306466	0.0317846	0.0255395	0.040598	0.027869	0.0375171	0.0545702	0.0254498	0.027522	0.0363238	0.026412	0.0326689	0.0327244	0.0361871	0.0360023	0.0386182	0.0199881	0.0270694	0.0267341	0.0553708	0.00869343	0.011536	0.00986378	0.00727396	0.016279	0.0137479	0.014233	0.00810517	0.00626559	0.0119534	0.0265754	0.00652677	0.00320957	0.00686572	0.00695695	0.0201941	0.0101079	0.0100365	0.0139168	0.00820551	3.209202
17040	-15761.9	-15816.6	54.7516	0.116953	0.114228	0.11686	0.0988651	0.12061	0.0823896	0.130968	0.0828406	0.110779	0.171858	0.0838554	0.0767533	0.0931037	0.0852044	0.105389	0.110248	0.116739	0.113484	0.132342	0.0648227	0.0873252	0.0690986	0.159911	0.0520677	0.0472355	0.0253324	0.0201428	0.0525156	0.0474716	0.055427	0.0258228	0.0139126	0.0297097	0.0660674	0.0265389	0.0202547	0.0301037	0.0442391	0.0429132	0.070123	0.032928	0.0383289	0.0234397	0.0364431	0.0355939	0.0364142	0.0308067	0.0375827	0.0256729	0.0408101	0.0258134	0.034519	0.0535515	0.0261297	0.0239166	0.0290115	0.02655	0.0328396	0.0343539	0.0363762	0.0353621	0.0412382	0.020199	0.0272109	0.0215314	0.049829	0.0162245	0.0147188	0.00789368	0.00627658	0.0163641	0.0147923	0.0172713	0.00804648	0.00433523	0.00925764	0.0205869	0.00826961	0.00631146	0.00938042	0.0137851	0.0133719	0.0218506	0.0102605	0.0119434	0.0073039	3.209202
17050	-15763.9	-15818.6	54.7516	0.111939	0.130754	0.110356	0.10087	0.128025	0.0845983	0.133624	0.0874624	0.10284	0.154018	0.0839865	0.0783099	0.107427	0.0869324	0.0998694	0.112484	0.118909	0.115786	0.14104	0.0682254	0.108135	0.0764279	0.162603	0.0214108	0.0333647	0.0249085	0.0411602	0.044165	0.0552502	0.0565511	0.0263465	0.0230054	0.0303122	0.0806186	0.0183466	0.0204086	0.0269572	0.0310239	0.0406309	0.0312655	0.0281601	0.0526483	0.0180461	0.0348805	0.0407436	0.0343873	0.0314315	0.0398931	0.0263612	0.0416378	0.0272536	0.0320454	0.0479927	0.0261705	0.0244017	0.0334747	0.0270885	0.0311197	0.0350506	0.0370524	0.0360793	0.0439486	0.0212593	0.0336952	0.0238152	0.0506677	0.00667168	0.0103966	0.00776158	0.0128257	0.013762	0.0172162	0.0176215	0.00820967	0.00716857	0.00944539	0.0251211	0.00571687	0.00635941	0.00839997	0.00966716	0.0126608	0.00974244	0.00877481	0.0164054	0.00562323	3.209202
17060	-15764.7	-15819.5	54.7516	0.10122	0.0959574	0.107007	0.122049	0.143328	0.0711806	0.139791	0.0806707	0.101679	0.174093	0.0703013	0.100683	0.0930089	0.0895353	0.1062	0.140355	0.1153	0.0920008	0.116793	0.0698617	0.0819749	0.0850956	0.165521	0.0428221	0.0432668	0.0130197	0.0262834	0.0394691	0.0449613	0.0436091	0.0397097	0.0324045	0.0293922	0.0985253	0.024201	0.0109526	0.0306371	0.0363693	0.0440314	0.0403803	0.0347274	0.0343037	0.0365304	0.0315406	0.0299007	0.0333437	0.0380309	0.0446614	0.0221801	0.0435595	0.0251373	0.0316836	0.0542482	0.0219062	0.0313731	0.0289819	0.0278995	0.0330922	0.0437351	0.0359279	0.0286678	0.0363932	0.0217692	0.0255437	0.0265161	0.0515771	0.0133435	0.0134821	0.00405699	0.00819002	0.0122987	0.0140101	0.0135888	0.0123737	0.0100974	0.00915874	0.0307009	0.00754113	0.00341289	0.00954664	0.0113328	0.0137204	0.0125827	0.0108212	0.0106892	0.011383	3.209202
17070	-15757.6	-15812.3	54.7516	0.12423	0.122787	0.106102	0.116478	0.111273	0.0773043	0.124551	0.0862177	0.10692	0.177225	0.0953481	0.0904742	0.087491	0.0887784	0.0979771	0.121225	0.138517	0.091223	0.115806	0.0692711	0.100998	0.0802068	0.164122	0.026283	0.0435887	0.0160362	0.0274109	0.0669771	0.0417542	0.0363427	0.0390955	0.0250038	0.0262189	0.071819	0.0218448	0.0176006	0.0420009	0.0276693	0.0428427	0.0440497	0.025738	0.0346567	0.0377427	0.0387106	0.038261	0.0330618	0.0362951	0.0346732	0.0240883	0.0388106	0.0268658	0.0333166	0.0552241	0.0297108	0.0281921	0.0272625	0.0276637	0.03053	0.0377743	0.0431625	0.0284255	0.0360855	0.0215852	0.0314713	0.0249928	0.0511411	0.00818988	0.0135824	0.00499693	0.00854135	0.0208703	0.0130108	0.0113245	0.0121823	0.00779128	0.00816993	0.0223791	0.00680693	0.0054844	0.0130877	0.00862185	0.0133499	0.013726	0.00802006	0.0107992	0.0117608	3.209202
17080	-15761.6	-15816.3	54.7516	0.154838	0.10434	0.10591	0.116268	0.111072	0.0696435	0.124326	0.0860618	0.106726	0.176905	0.079443	0.0903106	0.0873328	0.104173	0.0988931	0.12721	0.130465	0.127759	0.115596	0.0986021	0.0861918	0.073715	0.18937	0.0262355	0.0331835	0.0196071	0.0322502	0.0593991	0.0477508	0.0395652	0.0258505	0.0186789	0.0164251	0.0716892	0.0301494	0.0114687	0.0175113	0.0221863	0.0380797	0.0327502	0.0288514	0.040594	0.0318233	0.0482481	0.0325126	0.033002	0.0362295	0.0346105	0.0217012	0.0387404	0.0268172	0.0332564	0.0551243	0.0247547	0.0281411	0.0272133	0.0324607	0.0308155	0.0396393	0.0406535	0.0398102	0.0360203	0.0307248	0.0268577	0.0229699	0.0590085	0.00817507	0.0103401	0.00610965	0.0100493	0.018509	0.0148793	0.0123287	0.0080551	0.00582042	0.00511813	0.0223386	0.00939467	0.0035737	0.00545659	0.00691335	0.0118658	0.0102051	0.0089902	0.0126493	0.00991627	3.209202
17090	-15758.7	-15813.5	54.7516	0.124621	0.120116	0.0833406	0.0925777	0.114081	0.0898472	0.113813	0.0788235	0.109617	0.181697	0.0846395	0.0794619	0.0896985	0.099965	0.101572	0.127004	0.127482	0.11094	0.118728	0.0794124	0.100652	0.0757118	0.181135	0.0307939	0.0490647	0.0374276	0.0339343	0.0627172	0.0428632	0.054007	0.0358418	0.0151466	0.0194704	0.0729671	0.030953	0.0157412	0.0235093	0.0309701	0.0552255	0.0289357	0.0357721	0.0237629	0.0251635	0.0388325	0.0374285	0.0259693	0.0288476	0.035548	0.0279967	0.0354647	0.0245617	0.0341572	0.0566175	0.026374	0.0247607	0.0279504	0.0311495	0.0316502	0.0395748	0.0397238	0.0345693	0.036996	0.0247452	0.0313636	0.0235921	0.0564422	0.00959551	0.0152887	0.0116626	0.010574	0.0195429	0.0133563	0.0168288	0.0111684	0.00471974	0.00606704	0.0227368	0.00964509	0.00490503	0.0073256	0.0096504	0.0172085	0.00901646	0.0111467	0.00740461	0.00784103	3.209202
17100	-15756.9	-15811.7	54.7516	0.125718	0.113278	0.106345	0.0966968	0.110327	0.0774321	0.110068	0.0762295	0.102373	0.175718	0.0818542	0.076847	0.0835714	0.0966753	0.101767	0.122824	0.15058	0.107289	0.120996	0.0903797	0.0800037	0.0819958	0.159605	0.0392715	0.0386526	0.0330131	0.0335711	0.0556575	0.0427917	0.0584269	0.0432097	0.0180225	0.024588	0.0705659	0.0299344	0.0231397	0.0255751	0.037778	0.0354689	0.0373348	0.0363582	0.0497952	0.0274741	0.0391742	0.035298	0.0331375	0.0301311	0.0343782	0.0241281	0.0342976	0.0237534	0.0318999	0.0547543	0.0255061	0.0239458	0.0260412	0.0301244	0.031711	0.0382725	0.0469213	0.0334317	0.0377028	0.0281627	0.0249295	0.0255502	0.0497336	0.0122372	0.0120443	0.010287	0.0104609	0.0173431	0.013334	0.0182061	0.0134643	0.00561588	0.00766173	0.0219886	0.00932768	0.00721042	0.0079693	0.0117718	0.0110523	0.0116337	0.0113294	0.0155164	0.00856105	3.209202
17110	-15755.5	-15810.1	54.6517	0.122677	0.0937772	0.0845481	0.106776	0.110907	0.0821328	0.153998	0.0765604	0.0961873	0.176642	0.0737449	0.0943803	0.0901915	0.0971838	0.118368	0.12347	0.151372	0.118945	0.123363	0.0635379	0.0980481	0.082427	0.160445	0.0325672	0.0451401	0.0297225	0.0191845	0.0452951	0.0371145	0.0442604	0.0402766	0.0181173	0.0281628	0.0703326	0.0300919	0.018116	0.0366957	0.0311656	0.0451704	0.043552	0.0328117	0.0392198	0.0495919	0.0379069	0.028977	0.0261252	0.0329935	0.03427	0.0253788	0.047585	0.023657	0.0297217	0.0545819	0.022787	0.0291633	0.027869	0.0300296	0.0365755	0.038152	0.0467736	0.0367536	0.0381187	0.0196331	0.0302966	0.0254698	0.049577	0.0100632	0.0139482	0.00918419	0.00592798	0.0139961	0.0114683	0.0136763	0.0124454	0.0055982	0.00870223	0.0217326	0.00929832	0.00559781	0.0113389	0.00963011	0.0139576	0.0134575	0.0101387	0.0121188	0.0153238	3.23627
17120	-15764.5	-15819.1	54.6517	0.125012	0.109643	0.0978613	0.108352	0.112545	0.0820462	0.148747	0.0639963	0.0951916	0.17925	0.0748338	0.0940894	0.0999779	0.0941395	0.100764	0.122868	0.153607	0.120701	0.138916	0.0727766	0.0814326	0.0866672	0.16391	0.0236087	0.0403552	0.0124099	0.0246634	0.0459639	0.0392109	0.0551619	0.0293791	0.0283603	0.0440312	0.058961	0.0258667	0.0102818	0.0240895	0.0212125	0.0402993	0.0740365	0.0360717	0.0397989	0.035181	0.0386283	0.0338793	0.0302389	0.0334807	0.034776	0.0253521	0.0459624	0.0197747	0.029414	0.0553878	0.0231235	0.0290734	0.030893	0.0290889	0.0311359	0.0379658	0.0474643	0.0372963	0.0429248	0.0224878	0.0251625	0.02678	0.0506478	0.00729505	0.0124697	0.00383463	0.00762092	0.0142028	0.0121161	0.0170449	0.00907806	0.00876327	0.0136055	0.0182188	0.00799276	0.00317706	0.00744362	0.00655463	0.0124524	0.0228771	0.0111461	0.0122978	0.0108708	3.23627
17130	-15761.3	-15815.9	54.6517	0.135954	0.0868134	0.105945	0.108886	0.119888	0.0824501	0.149479	0.0967638	0.113964	0.169454	0.0784291	0.0887404	0.0772684	0.103721	0.101393	0.123473	0.111981	0.114392	0.1396	0.0731349	0.0986639	0.0914942	0.141971	0.0370145	0.0455881	0.0358115	0.030628	0.0461902	0.0475612	0.0329464	0.0272174	0.0290457	0.0208365	0.0683864	0.0336105	0.0224786	0.0277472	0.0274664	0.0428489	0.0423765	0.0294568	0.0446335	0.030566	0.0420096	0.0268252	0.0327369	0.0336455	0.0370451	0.0254769	0.0461886	0.0298998	0.0352148	0.0523609	0.0242344	0.0274206	0.0238757	0.0320494	0.0313301	0.0381527	0.034602	0.0353468	0.0431361	0.0225985	0.0304869	0.0282715	0.0438688	0.0114374	0.0140866	0.0110657	0.00946398	0.0142727	0.0146963	0.0101804	0.0084101	0.00897505	0.00643843	0.0211313	0.0103856	0.00694582	0.00857384	0.00848706	0.0132402	0.0130942	0.00910208	0.0137917	0.00944484	3.23627
17140	-15763.7	-15818.4	54.6517	0.138932	0.100906	0.111202	0.0982809	0.131165	0.0704335	0.134815	0.0844736	0.119619	0.177861	0.0789915	0.0835179	0.07379	0.0951601	0.106423	0.120966	0.115409	0.120067	0.141871	0.0783488	0.100992	0.0859627	0.173787	0.0323286	0.0253124	0.0244551	0.0279346	0.0535062	0.0570402	0.0345811	0.0433033	0.022949	0.0328192	0.0670493	0.0361516	0.0286943	0.0180607	0.0293847	0.0303947	0.0332414	0.0392832	0.0247058	0.0320991	0.0429297	0.0311799	0.0343611	0.0303686	0.0405295	0.0217638	0.0416576	0.0261022	0.036962	0.0549588	0.0244082	0.0258068	0.0228009	0.0294042	0.0328846	0.0373781	0.0356611	0.0371006	0.0438378	0.0242096	0.0312064	0.0265623	0.0536999	0.00998947	0.00782147	0.00755658	0.00863172	0.0165333	0.0176253	0.0106855	0.0133806	0.00709118	0.0101411	0.0207181	0.0111708	0.00886648	0.00558071	0.00907981	0.00939189	0.0102715	0.0121384	0.00763405	0.00991855	3.23627
17150	-15766.8	-15821.5	54.6517	0.13576	0.0986028	0.0970533	0.0960371	0.114851	0.0849363	0.131737	0.0863535	0.107374	0.165291	0.0608242	0.0898919	0.10755	0.089059	0.149358	0.0989396	0.112774	0.116913	0.124703	0.0862824	0.0896675	0.0840002	0.176257	0.0252626	0.0307409	0.0359893	0.0419783	0.0522847	0.0401621	0.0505976	0.0235108	0.0253908	0.0260254	0.0896792	0.043979	0.00973689	0.0245209	0.0348447	0.0476647	0.0370051	0.0241742	0.0288846	0.0396213	0.0419496	0.030468	0.0299892	0.0296753	0.0354887	0.0262451	0.0407065	0.026683	0.0331784	0.0510745	0.0187945	0.0277764	0.0332327	0.027519	0.0461513	0.0305721	0.0348469	0.0361258	0.0385331	0.0266611	0.027707	0.0259559	0.0544631	0.0078061	0.00949888	0.0111206	0.0129712	0.0161558	0.01241	0.0156345	0.0072648	0.00784569	0.00804178	0.0277107	0.0135894	0.00300868	0.00757689	0.0107669	0.0147283	0.0114345	0.00746976	0.00892527	0.0122429	3.23627
17160	-15763.6	-15818.2	54.5315	0.136236	0.108808	0.0980789	0.0877078	0.110203	0.071825	0.130813	0.0866563	0.107751	0.16587	0.0758577	0.0975352	0.091264	0.0842552	0.0965399	0.150744	0.113169	0.117323	0.112736	0.0839072	0.0988999	0.100906	0.158294	0.0297819	0.0360943	0.026931	0.0297938	0.0701065	0.0527027	0.0438098	0.0487404	0.0421164	0.0479051	0.0615799	0.0441332	0.0247997	0.0232018	0.0229803	0.0388048	0.0385991	0.0332657	0.0355753	0.0325394	0.0416772	0.0332863	0.0300042	0.0268315	0.0337133	0.0219726	0.0400182	0.0265098	0.032963	0.0507428	0.0232063	0.0298379	0.0279194	0.0257753	0.0295334	0.0461154	0.0346206	0.0358912	0.034488	0.0256688	0.0302553	0.030869	0.0484252	0.00911083	0.0110419	0.00823869	0.0091145	0.0214469	0.0161228	0.0134022	0.0149106	0.0128842	0.0146551	0.0188385	0.0135012	0.0075867	0.00709785	0.00703011	0.0118711	0.0118082	0.0101766	0.0108831	0.00995443	3.268842
17170	-15764	-15819	54.9856	0.108729	0.0819284	0.0920341	0.0985504	0.106185	0.0677641	0.109717	0.0831253	0.10111	0.171268	0.0800215	0.0944019	0.124495	0.0832115	0.098843	0.141453	0.123079	0.10348	0.135619	0.0713572	0.104031	0.0964018	0.175684	0.0317507	0.0345627	0.0215208	0.0213204	0.0421309	0.054242	0.0517906	0.0324336	0.0102986	0.0330913	0.0871785	0.0176669	0.0263467	0.0265613	0.026295	0.0546189	0.0444972	0.0255143	0.0333827	0.0180089	0.0345644	0.0260445	0.0292571	0.0313286	0.0337557	0.0215418	0.0348785	0.026425	0.0321422	0.0544452	0.0254384	0.0300098	0.0395762	0.0264524	0.0314216	0.0449672	0.0391262	0.0328958	0.0431126	0.022684	0.0330708	0.0306455	0.0558487	0.0100933	0.0109873	0.00684132	0.00677764	0.0133932	0.0172432	0.0164639	0.0103105	0.00327386	0.0105195	0.0277135	0.0056162	0.00837546	0.00844367	0.00835901	0.017363	0.0141454	0.00811083	0.0106122	0.00572492	3.145704
17180	-15766.5	-15821.4	54.8997	0.113645	0.0791364	0.096195	0.0961721	0.105879	0.0629044	0.123818	0.0868834	0.100493	0.15114	0.0853484	0.0908281	0.0820723	0.0869735	0.114474	0.147849	0.128644	0.123797	0.104403	0.0763337	0.108734	0.0670904	0.183626	0.0384683	0.0500523	0.0230176	0.0341717	0.0688975	0.0258991	0.0539017	0.030992	0.0216997	0.0429797	0.0714168	0.033053	0.0222208	0.0312898	0.0321828	0.0354573	0.0464389	0.0329167	0.0302757	0.0272692	0.0358611	0.0249717	0.0303546	0.0303474	0.0334104	0.0198497	0.0390713	0.0274163	0.0317108	0.0476928	0.0269319	0.0286611	0.0258982	0.0274447	0.0361225	0.0466541	0.040594	0.0390646	0.0329446	0.0240873	0.0343114	0.0211706	0.0579438	0.0121388	0.0157942	0.00726327	0.010783	0.0217408	0.00817254	0.0170088	0.00977962	0.00684739	0.0135624	0.0225358	0.01043	0.00701183	0.00987358	0.0101554	0.0111887	0.0146539	0.010387	0.0095536	0.00860486	3.16904
17190	-15759.9	-15814.8	54.8997	0.117375	0.112883	0.0981627	0.0965423	0.0990314	0.0803502	0.120858	0.0812645	0.0939938	0.141366	0.0752213	0.0793675	0.103266	0.0991936	0.122101	0.122736	0.100046	0.115791	0.123653	0.0713365	0.101702	0.0910582	0.171751	0.0365353	0.0415807	0.0318897	0.0231017	0.0644418	0.0354856	0.0426369	0.0338819	0.0362011	0.0402002	0.0749043	0.0309154	0.014342	0.017279	0.031045	0.0381824	0.0385021	0.0342671	0.0283178	0.0562799	0.037038	0.0356206	0.0309755	0.0304642	0.0312497	0.0253547	0.0381372	0.0256433	0.02966	0.0446084	0.0237363	0.0250446	0.0325858	0.0313008	0.0385292	0.0387296	0.0315699	0.0365382	0.0390191	0.0225105	0.0320924	0.0287337	0.0541965	0.0115288	0.0131209	0.0100629	0.0072898	0.0203348	0.0111976	0.0134542	0.0106915	0.0114234	0.0126853	0.0236363	0.00975545	0.00452567	0.00545245	0.00979635	0.0120486	0.0121495	0.0108131	0.00893575	0.0177593	3.16904
17200	-15757.8	-15812.6	54.7688	0.13693	0.108315	0.0942803	0.092724	0.131917	0.0771723	0.116078	0.0780505	0.111917	0.153853	0.0820564	0.0762285	0.0975537	0.0949067	0.116779	0.147923	0.118584	0.102016	0.103049	0.0735602	0.083638	0.0874569	0.166075	0.0293724	0.034097	0.0324457	0.0225854	0.0637358	0.0438437	0.0451976	0.0473438	0.0333607	0.0281724	0.0631562	0.0217586	0.017509	0.0249602	0.0237997	0.0730458	0.0450622	0.036795	0.0434636	0.0237796	0.0427299	0.0338003	0.0294208	0.0289351	0.0411657	0.0240821	0.036223	0.0243562	0.0349246	0.0480107	0.0256062	0.0237876	0.0304422	0.0296163	0.0364417	0.0461605	0.0370048	0.0318348	0.0321571	0.0229549	0.0260998	0.0272915	0.0518247	0.00916585	0.0106402	0.0101249	0.00704791	0.0198892	0.0136817	0.0141042	0.0147739	0.0104104	0.00879139	0.0197083	0.00678991	0.00546379	0.00778898	0.00742685	0.0227944	0.0140619	0.0114821	0.0135631	0.00742058	3.204549
17210	-15757.6	-15812.4	54.7688	0.136972	0.100621	0.0854893	0.0988434	0.107636	0.0716696	0.0989433	0.0784255	0.104864	0.171591	0.0853688	0.0766748	0.0980224	0.0918599	0.116478	0.148634	0.119153	0.11974	0.129342	0.0739137	0.0929429	0.0869195	0.15597	0.0351771	0.039829	0.0233228	0.0298136	0.064042	0.0517777	0.0413216	0.0327903	0.0148818	0.0242375	0.0658051	0.0227731	0.0217108	0.0208305	0.0313515	0.0733968	0.0452787	0.0413108	0.0447215	0.0301031	0.042743	0.0313993	0.0266775	0.0308447	0.0335885	0.0223649	0.0308759	0.0244732	0.0327235	0.053546	0.0266399	0.0239269	0.0305885	0.0286655	0.0363476	0.0463823	0.0371826	0.0373655	0.040362	0.0230652	0.0290034	0.0271238	0.0486715	0.0109772	0.0124289	0.00727803	0.00930352	0.0199847	0.0161576	0.0128947	0.0102324	0.00464395	0.00756348	0.0205349	0.00710648	0.006775	0.00650028	0.00978342	0.0229039	0.0141295	0.0128913	0.0139556	0.00939387	3.204549
17220	-15755.8	-15810.6	54.7688	0.12131	0.095344	0.0846515	0.115814	0.105982	0.0954186	0.139944	0.0740171	0.0993649	0.162592	0.0842354	0.0814445	0.0897357	0.0870427	0.126942	0.151947	0.105218	0.107957	0.122559	0.0781247	0.0923718	0.0771364	0.174244	0.0335346	0.0307827	0.0389863	0.0270518	0.0496766	0.0490625	0.0390875	0.0322741	0.0164017	0.0296174	0.0699698	0.0255621	0.00904614	0.0258795	0.0297074	0.0695479	0.0474713	0.0394658	0.0312197	0.0368076	0.0378555	0.0297527	0.026416	0.0361406	0.0330723	0.029776	0.0436704	0.0230975	0.0310075	0.050738	0.0262862	0.0254153	0.0280026	0.0271622	0.039613	0.0474159	0.032834	0.0336886	0.0382454	0.0243793	0.0288252	0.0240709	0.0543741	0.0104647	0.00960593	0.0121659	0.00844169	0.0155019	0.0153103	0.0121975	0.0100714	0.00511827	0.0092423	0.0218345	0.00797682	0.00282291	0.00807585	0.00927038	0.0217029	0.0148137	0.0123155	0.00974229	0.0114861	3.204549
17230	-15758.1	-15813	54.8535	0.119053	0.0913118	0.107195	0.110916	0.111755	0.0785152	0.134025	0.0708868	0.0951627	0.155716	0.0705806	0.0860749	0.0970499	0.10506	0.121915	0.145521	0.10177	0.0972458	0.117376	0.0797184	0.11174	0.0772338	0.166876	0.0449888	0.0304406	0.0281499	0.0245627	0.0475758	0.0414944	0.0374345	0.043252	0.0129798	0.033822	0.073841	0.0246419	0.0179643	0.024785	0.047612	0.0666066	0.0454637	0.0280187	0.0304695	0.0247529	0.0374199	0.0287004	0.0336925	0.0348623	0.035126	0.0246782	0.0421258	0.0222806	0.0299107	0.0489434	0.0221843	0.0270544	0.0305039	0.0330217	0.0383192	0.0457388	0.0319876	0.0305655	0.0368927	0.0250564	0.035121	0.0242755	0.0524509	0.0141405	0.00956783	0.00884786	0.00772036	0.0149536	0.0130422	0.0117661	0.0135946	0.00407969	0.0106307	0.0232091	0.00774525	0.00564637	0.00779021	0.014965	0.0209352	0.0142898	0.00880661	0.00957691	0.00778014	3.181555
17240	-15762	-15816.8	54.7943	0.112492	0.0830593	0.102647	0.106211	0.107014	0.0870299	0.124886	0.0684509	0.0778298	0.172133	0.067149	0.0824232	0.103384	0.133845	0.116743	0.130765	0.143825	0.0957632	0.111269	0.07011	0.0823967	0.0887351	0.159796	0.0430801	0.0559581	0.0199648	0.0210863	0.0455574	0.0463037	0.0404105	0.0383097	0.030487	0.0294094	0.0877722	0.0350686	0.0203216	0.0274196	0.0312691	0.0508937	0.0574664	0.0216795	0.0275096	0.0396995	0.03518	0.0259753	0.032101	0.0332155	0.0334668	0.027217	0.0390559	0.0214068	0.0243399	0.0538316	0.0209996	0.0257764	0.0323316	0.0418576	0.0365091	0.0408945	0.0449786	0.0299482	0.0347974	0.0219257	0.0257681	0.0277503	0.0499733	0.0134725	0.0174999	0.00624364	0.00659436	0.0142473	0.0144807	0.0126377	0.0119807	0.00953428	0.00919727	0.0274492	0.0109671	0.00635522	0.00857501	0.00977885	0.0159161	0.0179716	0.00677987	0.00860313	0.0124153	3.197624
