Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	rel_branch_lengths[1]	rel_branch_lengths[2]	rel_branch_lengths[3]	rel_branch_lengths[4]	rel_branch_lengths[5]	rel_branch_lengths[6]	rel_branch_lengths[7]	rel_branch_lengths[8]	rel_branch_lengths[9]	rel_branch_lengths[10]	rel_branch_lengths[11]	rel_branch_lengths[12]	rel_branch_lengths[13]	rel_branch_lengths[14]	rel_branch_lengths[15]	rel_branch_lengths[16]	rel_branch_lengths[17]	rel_branch_lengths[18]	rel_branch_lengths[19]	rel_branch_lengths[20]	rel_branch_lengths[21]	rel_branch_lengths[22]	rel_branch_lengths[23]	rel_branch_lengths[24]	rel_branch_lengths[25]	rel_branch_lengths[26]	rel_branch_lengths[27]	rel_branch_lengths[28]	rel_branch_lengths[29]	rel_branch_lengths[30]	rel_branch_lengths[31]	rel_branch_lengths[32]	rel_branch_lengths[33]	rel_branch_lengths[34]	rel_branch_lengths[35]	rel_branch_lengths[36]	rel_branch_lengths[37]	rel_branch_lengths[38]	rel_branch_lengths[39]	rel_branch_lengths[40]	rel_branch_lengths[41]	rel_branch_lengths[42]	rel_branch_lengths[43]	TL
10350	-14475.4	-14538	62.508	0.113293	0.0933604	0.133801	0.0973832	0.098761	0.074147	0.0976225	0.0574295	0.0722982	0.155001	0.0701192	0.0890803	0.0937693	0.0887367	0.0847184	0.127012	0.134395	0.104325	0.111133	0.0679492	0.074684	0.085491	0.176765	0.0282387	0.00889785	0.0255889	0.0397009	0.00954022	0.0167758	0.0336879	0.0061253	0.0313851	0.0290408	0.0325299	0.0382054	0.0160374	0.0419791	0.0278295	0.0458394	0.0642419	0.0159396	0.0366106	0.0391421	0.247166	0.262653	0.0588937	0.0248987	0.395657	0.0107315	0.251594	0.223547	0.156797	0.368062	0.0392205	0.0323202	0.0463202	0.0337128	0.0341898	0.0256687	0.0337957	0.0198813	0.0250287	0.0536594	0.0242744	0.0308384	0.0324617	0.0307195	0.0293284	0.0439698	0.0465258	0.0361159	0.0384729	0.0235232	0.0258546	0.0295959	0.0611937	0.00977587	0.00308032	0.00885855	0.0137439	0.0033027	0.00580757	0.0116623	0.0021205	0.0108651	0.0100536	0.0112614	0.0132262	0.00555194	0.0145326	0.00963422	0.015869	0.0222397	0.0055181	0.0126741	0.0135505	2.888611
10360	-14469.2	-14531.2	61.9816	0.0939005	0.106748	0.0836185	0.103057	0.104515	0.0739034	0.121156	0.0607752	0.0831516	0.164031	0.0698307	0.0942699	0.119265	0.0981723	0.106575	0.129443	0.142225	0.0959437	0.136296	0.0808783	0.0879042	0.0907304	0.157635	0.0212207	0.0115798	0.0184948	0.036859	0.0122416	0.0309316	0.0453829	0.0232449	0.0280177	0.03075	0.0451444	0.0283344	0.0201926	0.0456191	0.0207735	0.0410283	0.0872549	0.0150084	0.0171531	0.0490912	0.236927	0.263157	0.0624752	0.0302729	0.396416	0.0107521	0.232992	0.220143	0.155213	0.391652	0.0309663	0.0352031	0.0275755	0.0339857	0.0344666	0.0243717	0.0399547	0.0200423	0.0274215	0.0540938	0.0230286	0.0310881	0.039331	0.032375	0.035146	0.0426874	0.0469025	0.0316401	0.0449474	0.0266718	0.0289888	0.0299208	0.0519846	0.00699812	0.00381875	0.00609918	0.0121553	0.00403701	0.0102005	0.0149662	0.00766563	0.00923961	0.0101407	0.0148876	0.00934403	0.00665905	0.0150441	0.00685065	0.0135302	0.0287747	0.00494943	0.00565671	0.0161892	3.032348
10370	-14472.4	-14534.4	61.9816	0.0934278	0.10741	0.0831029	0.0891398	0.101467	0.0711604	0.121976	0.0830707	0.0807273	0.178927	0.0840615	0.0929648	0.107153	0.0705895	0.106757	0.132046	0.144786	0.0939215	0.138655	0.0911268	0.0710895	0.0836885	0.161259	0.0412364	0.0155319	0.029535	0.0356493	0.0123213	0.0283554	0.0328145	0.0139485	0.0387064	0.0176873	0.0415256	0.0359653	0.0225148	0.0573465	0.0201679	0.0450095	0.0652959	0.0194255	0.0156407	0.0551629	0.230146	0.266297	0.0615563	0.0323981	0.401145	0.00845753	0.229766	0.221069	0.155866	0.393299	0.0308104	0.0354215	0.0274055	0.0293963	0.0334617	0.0234671	0.0402249	0.0273948	0.026622	0.059006	0.0277216	0.0306577	0.0353367	0.0232788	0.0352061	0.0435457	0.0477472	0.0309732	0.0457253	0.0300516	0.0234437	0.0275986	0.0531796	0.0135988	0.00512206	0.00973998	0.0117563	0.00406327	0.00935097	0.0108215	0.0045999	0.0127645	0.00583287	0.0136942	0.0118606	0.00742487	0.0189116	0.00665092	0.0148431	0.0215331	0.00640608	0.00515796	0.0181915	3.032348
10380	-14475.4	-14537.4	61.9816	0.133286	0.132292	0.0956819	0.0793308	0.102778	0.0784902	0.0992158	0.080777	0.0735792	0.195006	0.0698653	0.0945599	0.0965741	0.069897	0.12233	0.134312	0.139959	0.095533	0.130396	0.0840424	0.074024	0.0728712	0.161416	0.028985	0.0191773	0.0233478	0.0421355	0.00952229	0.02461	0.0569973	0.0152516	0.0242655	0.0172203	0.0492952	0.0350011	0.0159909	0.0354878	0.0278595	0.0319091	0.0713813	0.0308231	0.0170257	0.0398443	0.226233	0.271812	0.0462952	0.0330691	0.409453	0.0131373	0.232639	0.223833	0.157815	0.385712	0.0439549	0.0436271	0.0315537	0.0261615	0.0338938	0.0258843	0.0327191	0.0266385	0.0242648	0.0643087	0.02304	0.0311837	0.031848	0.0230505	0.0403416	0.0442929	0.0461554	0.0315046	0.0430016	0.0277153	0.0244114	0.0240313	0.0532313	0.0095586	0.00632424	0.00769958	0.0138954	0.00314024	0.00811581	0.0187964	0.00502964	0.00800222	0.00567887	0.0162564	0.0115426	0.00527343	0.0117031	0.00918743	0.0105229	0.0235399	0.0101648	0.0056147	0.0131397	3.032348
10390	-14454.9	-14516.9	61.9816	0.138123	0.0931732	0.104079	0.0822093	0.103912	0.0651431	0.133941	0.0837081	0.0837598	0.169899	0.0712227	0.0812109	0.100078	0.0930586	0.0953167	0.147887	0.120981	0.0989995	0.117407	0.0801122	0.07671	0.0848084	0.167273	0.0427398	0.00644597	0.031681	0.0436644	0.0209595	0.0189573	0.047121	0.0228998	0.042164	0.0178451	0.0413681	0.0200384	0.0218105	0.0367755	0.0233764	0.0469133	0.0739714	0.0224829	0.01461	0.0435098	0.226405	0.272018	0.0463303	0.0367097	0.409764	0.00877272	0.237404	0.228418	0.161048	0.37313	0.0455498	0.0307264	0.034323	0.0271108	0.0342678	0.0214827	0.0441709	0.027605	0.0276221	0.056029	0.0234876	0.0267815	0.0330036	0.0306886	0.0314333	0.0487698	0.0398968	0.0326478	0.0387183	0.0264192	0.0252972	0.0279679	0.0551628	0.0140946	0.00212574	0.0104477	0.0143995	0.00691196	0.00625169	0.0155395	0.00755185	0.0139047	0.00588493	0.0136423	0.0066082	0.00719262	0.0121277	0.00770902	0.0154709	0.0243941	0.00741436	0.00481804	0.0143485	3.032348
10400	-14470.2	-14532	61.8781	0.125394	0.11749	0.107668	0.100684	0.0993577	0.0574582	0.101913	0.0865941	0.090776	0.175757	0.0736783	0.0652246	0.0985135	0.100225	0.118092	0.126111	0.109894	0.0993676	0.135138	0.084678	0.068929	0.0888071	0.189749	0.0317747	0.0175345	0.01604	0.0451699	0.0234745	0.0208855	0.0621687	0.0139561	0.0372754	0.0140767	0.0380023	0.0438025	0.015017	0.025274	0.0296115	0.0357422	0.0931856	0.0200083	0.0103094	0.0457269	0.224769	0.270053	0.0495068	0.0401568	0.406804	0.00870935	0.236745	0.227784	0.1606	0.374871	0.0409713	0.0383887	0.0351794	0.0328975	0.0324642	0.0187739	0.0332992	0.0282938	0.0296602	0.0574269	0.0240737	0.0213115	0.0321883	0.0327476	0.0385855	0.0412056	0.0359067	0.0324674	0.0441551	0.0276677	0.0225219	0.0290169	0.0619986	0.0103821	0.00572924	0.00524091	0.0147588	0.00767005	0.00682414	0.020313	0.00456003	0.0121794	0.00459944	0.0124169	0.014312	0.00490665	0.00825802	0.00967525	0.0116784	0.0304475	0.00653752	0.00336849	0.0149408	3.060535
10410	-14468.9	-14530.8	61.8781	0.123245	0.0843173	0.101337	0.0989579	0.0949269	0.0836107	0.0924986	0.0664493	0.107015	0.171628	0.0745169	0.0618294	0.101564	0.0990774	0.127205	0.12395	0.136254	0.0976643	0.132822	0.0972085	0.0925588	0.0872848	0.186496	0.0291149	0.014729	0.0281682	0.0344341	0.0112103	0.0238521	0.0393171	0.00239835	0.0290621	0.0142153	0.0493301	0.0412336	0.022475	0.039509	0.0224645	0.0311963	0.0952657	0.0223845	0.0167187	0.0510396	0.223358	0.268357	0.0548785	0.0271404	0.404249	0.0220165	0.236745	0.227784	0.1606	0.374871	0.040269	0.0275498	0.0331109	0.0323335	0.0310164	0.027319	0.030223	0.0217116	0.034966	0.0560778	0.0243477	0.0202021	0.0331852	0.0323726	0.0415631	0.0404993	0.0445197	0.0319109	0.0433982	0.0317619	0.0302427	0.0285195	0.0609358	0.00951301	0.00481254	0.00920368	0.011251	0.00366285	0.00779344	0.0128465	0.000783639	0.00949577	0.00464471	0.0161181	0.0134727	0.00734349	0.0129092	0.00734004	0.0101931	0.0311271	0.00731391	0.00546267	0.0166767	3.060535
10420	-14457.5	-14519.7	62.2012	0.113076	0.106047	0.104569	0.0805355	0.0976385	0.0857483	0.137214	0.0609664	0.0886342	0.157467	0.0722613	0.0866092	0.093184	0.0820949	0.110617	0.127026	0.128725	0.0896058	0.121862	0.0870121	0.0878627	0.0871742	0.150986	0.0357692	0.00889884	0.0289189	0.0277147	0.0232766	0.0110214	0.0376155	0.0298509	0.0355176	0.0176755	0.0555612	0.0215181	0.0196203	0.0449083	0.0206109	0.04395	0.0855821	0.0255871	0.0125466	0.0294094	0.21975	0.274214	0.0541434	0.0277327	0.413073	0.0110871	0.239671	0.230599	0.162585	0.367144	0.038041	0.0356763	0.0351791	0.0270938	0.0328476	0.0288475	0.0461617	0.0205104	0.0298184	0.0529751	0.0243102	0.0291371	0.031349	0.0276184	0.0372139	0.042734	0.0433059	0.0301453	0.040997	0.0292727	0.0295588	0.0293272	0.0507947	0.0120335	0.00299376	0.00972892	0.0093238	0.00783074	0.00370781	0.0126546	0.0100424	0.0119489	0.00594641	0.0186919	0.00723914	0.00660069	0.0151081	0.00693392	0.0147857	0.0287916	0.00860804	0.00422093	0.00989392	2.972468
10430	-14456.1	-14518.3	62.2012	0.133027	0.104025	0.0952328	0.0865608	0.104128	0.0841135	0.119213	0.080274	0.101236	0.16269	0.0639885	0.0611304	0.0887267	0.10691	0.107107	0.124604	0.104401	0.0895226	0.132823	0.082168	0.0722087	0.0855122	0.146266	0.0351416	0.0107576	0.032331	0.0336633	0.0199675	0.0274636	0.0399068	0.0238542	0.0272423	0.0195979	0.0510045	0.0262695	0.0192463	0.0539742	0.0251366	0.0329032	0.0839505	0.0197557	0.0255856	0.0288487	0.219835	0.274321	0.0544272	0.0270938	0.413232	0.0110914	0.239671	0.230599	0.162585	0.367144	0.0447531	0.0349961	0.0320383	0.0291209	0.0350307	0.0282975	0.0401059	0.0270059	0.0340579	0.0547322	0.021527	0.0205655	0.0298495	0.0359668	0.0360331	0.0419193	0.0351226	0.0301173	0.0446844	0.027643	0.0242925	0.0287681	0.0492069	0.0118224	0.00361908	0.0108768	0.011325	0.00671748	0.00923931	0.0134255	0.00802504	0.00916487	0.00659313	0.017159	0.00883762	0.00647484	0.0181581	0.00845648	0.0110693	0.0282427	0.00664622	0.00860754	0.00970529	2.972468
10440	-14465	-14527.2	62.2012	0.119887	0.0938455	0.0925954	0.0938972	0.115453	0.0816117	0.115668	0.0758607	0.0714642	0.157851	0.0809226	0.0793965	0.080912	0.10373	0.107284	0.111766	0.10637	0.08686	0.141269	0.0839154	0.0658944	0.0808466	0.141916	0.0525844	0.00954165	0.0248749	0.033783	0.0181026	0.029571	0.0387198	0.024176	0.0431218	0.0305792	0.0369769	0.0263405	0.0194553	0.0399367	0.0337572	0.0407588	0.0768535	0.0214003	0.032582	0.0501366	0.218635	0.272824	0.0651131	0.0186233	0.410977	0.0138276	0.260323	0.224336	0.158169	0.357172	0.0403326	0.0315716	0.031151	0.031589	0.0388408	0.0274559	0.038913	0.0255211	0.024042	0.0531043	0.0272241	0.0267106	0.0272205	0.034897	0.0360926	0.0376005	0.0357851	0.0292215	0.0475257	0.0282309	0.0221682	0.0271985	0.0477434	0.0176905	0.00321001	0.00836843	0.0113653	0.00609008	0.00994831	0.0130262	0.00813329	0.0145071	0.0102875	0.0124398	0.00886151	0.00654517	0.0134355	0.0113566	0.0137121	0.0258551	0.00719951	0.0109613	0.016867	2.972468
10450	-14473.5	-14535.8	62.3442	0.116645	0.0921988	0.0863888	0.0933019	0.0822801	0.0810943	0.114934	0.0719554	0.0916523	0.149927	0.090878	0.06888	0.104884	0.108562	0.106604	0.115085	0.145625	0.103271	0.140373	0.0623115	0.0654766	0.0858063	0.141016	0.0492564	0.013884	0.0273495	0.0257924	0.0165946	0.0334354	0.0436923	0.0158119	0.0239173	0.0125834	0.0416032	0.0340161	0.00992757	0.0480728	0.0344071	0.0405004	0.0676644	0.0131773	0.0184058	0.0441493	0.23727	0.264455	0.0522278	0.0225096	0.409751	0.0137863	0.260323	0.224336	0.158169	0.357172	0.0397645	0.0314308	0.0294501	0.0318068	0.0280495	0.0276452	0.0391814	0.0245298	0.0312445	0.0511104	0.0309805	0.0234813	0.0357551	0.0370091	0.0363415	0.0392327	0.049644	0.0352054	0.0478535	0.0212421	0.0223211	0.0292516	0.0480727	0.0167916	0.00473308	0.00932352	0.00879267	0.00565714	0.0113982	0.0148948	0.00539032	0.00815346	0.00428973	0.0141826	0.0115962	0.00338433	0.0163881	0.0117294	0.0138067	0.0230669	0.00449216	0.0062746	0.0150506	2.933391
10460	-14460.4	-14522.8	62.3442	0.119168	0.0941936	0.0958275	0.0953205	0.0975561	0.0638733	0.117894	0.0689533	0.0936352	0.153171	0.0928442	0.0703702	0.0995057	0.104345	0.1091	0.125409	0.110981	0.105506	0.14341	0.0636596	0.0668932	0.0750841	0.144067	0.0298439	0.00536787	0.0351771	0.0399504	0.0146169	0.0167101	0.053815	0.018404	0.0352791	0.0160467	0.0428327	0.0301532	0.0225538	0.051667	0.0307463	0.0369884	0.0691283	0.0171195	0.0188041	0.03742	0.239548	0.266995	0.0527293	0.0255891	0.401404	0.0137346	0.246412	0.228555	0.161144	0.363889	0.0406248	0.0321108	0.0326678	0.032495	0.0332571	0.0217745	0.0401902	0.0235064	0.0319205	0.0522162	0.0316508	0.0239894	0.0339217	0.0355714	0.0371925	0.0427524	0.0378337	0.0359671	0.0488888	0.0217017	0.022804	0.0255964	0.0491127	0.0101739	0.00182992	0.011992	0.0136192	0.00498292	0.0056965	0.0183457	0.00627396	0.0120267	0.00547036	0.0146018	0.0102793	0.00768866	0.0176134	0.0104815	0.0126094	0.023566	0.00583607	0.00641035	0.0127566	2.933391
10470	-14460.4	-14522.4	62.0551	0.133687	0.122019	0.0966717	0.0926035	0.10839	0.0752891	0.118932	0.0695608	0.089476	0.15452	0.0690921	0.0895783	0.0915939	0.0909017	0.106831	0.122975	0.111959	0.10369	0.115578	0.0692802	0.087214	0.0822268	0.162578	0.0388159	0.00465515	0.0253512	0.0311224	0.0130393	0.0310641	0.0377314	0.0185661	0.0342059	0.0295644	0.0507478	0.0391771	0.0186808	0.0431193	0.0214605	0.0313796	0.0753485	0.0361834	0.00851453	0.0589477	0.240534	0.268093	0.0536321	0.0248862	0.403056	0.00979905	0.224706	0.235138	0.165786	0.374371	0.0443799	0.0405067	0.0320921	0.0307416	0.0359821	0.0249937	0.0394819	0.0230921	0.0297033	0.051296	0.0229365	0.0297373	0.0304064	0.0301766	0.0354646	0.0408241	0.0371669	0.034422	0.0383685	0.0229989	0.0289524	0.0272968	0.053971	0.0128857	0.00154537	0.00841584	0.0103317	0.00432864	0.0103124	0.0125257	0.00616339	0.0113553	0.00981448	0.0168467	0.0130056	0.00620146	0.0143143	0.00712423	0.0104171	0.0250134	0.0120118	0.00282657	0.0195688	3.012322
10480	-14464.8	-14526.8	61.9972	0.105095	0.0872079	0.103264	0.0993996	0.0952691	0.0714036	0.141029	0.064105	0.0817899	0.165056	0.0574807	0.0956865	0.0949947	0.0975781	0.100074	0.122239	0.123373	0.11365	0.130086	0.0643818	0.0960221	0.0917848	0.172628	0.0342021	0.0126322	0.0239349	0.0467142	0.0179479	0.0304168	0.067451	0.013021	0.0309537	0.0217336	0.037099	0.0442773	0.0236178	0.0414635	0.0269109	0.035761	0.0804863	0.0179412	0.0209417	0.0269861	0.213389	0.269786	0.0586146	0.0346679	0.4056	0.0179429	0.227883	0.234004	0.15845	0.379663	0.0347068	0.0287996	0.0341019	0.0328258	0.0314618	0.0235804	0.0465737	0.0211701	0.0270104	0.0545084	0.0189825	0.0315996	0.0313711	0.0322243	0.0330485	0.0403684	0.040743	0.0375317	0.0429599	0.0212615	0.0317105	0.0303111	0.0570089	0.0112949	0.00417168	0.00790428	0.0154269	0.00592713	0.0100449	0.0222751	0.00430007	0.0102222	0.00717732	0.0122516	0.0146222	0.00779956	0.0136929	0.00888707	0.0118097	0.0265799	0.00592493	0.00691581	0.00891191	3.028091
10490	-14461	-14523	61.9972	0.136872	0.0856248	0.113573	0.0821669	0.112288	0.0687388	0.127915	0.0762114	0.0860981	0.16206	0.0708994	0.0946093	0.0857024	0.0826652	0.0997333	0.118182	0.137746	0.0949096	0.127725	0.0818425	0.094279	0.100832	0.157111	0.0355016	0.0115436	0.0235004	0.0286938	0.0247503	0.0241184	0.027402	0.0228685	0.0248937	0.0303874	0.0375131	0.0352768	0.0237256	0.0403036	0.0238511	0.0342546	0.071984	0.0298524	0.0220136	0.0578727	0.219086	0.276989	0.0601796	0.0249252	0.400398	0.0184219	0.227883	0.234004	0.15845	0.379663	0.0452009	0.0282768	0.0375066	0.0271349	0.0370821	0.0227004	0.0422427	0.0251681	0.0284331	0.0535189	0.0234139	0.0312439	0.0283024	0.0272995	0.032936	0.0390285	0.0454892	0.0313431	0.04218	0.0270277	0.0311348	0.0332987	0.0518845	0.0117241	0.00381217	0.00776079	0.00947588	0.00817358	0.00796488	0.00904928	0.00755211	0.00822091	0.0100352	0.0123884	0.0116498	0.00783515	0.0133099	0.00787661	0.0113123	0.0237721	0.00985849	0.00726979	0.0191119	3.028091
10500	-14461.7	-14523.9	62.2049	0.128174	0.0919174	0.106642	0.0937196	0.105152	0.0786649	0.119786	0.0713684	0.086036	0.175174	0.0663939	0.0643755	0.0928575	0.10262	0.0933955	0.102556	0.128992	0.0830278	0.119608	0.0646189	0.0882878	0.0843287	0.14513	0.036159	0.0178861	0.0209397	0.0377176	0.0195101	0.0310896	0.0404535	0.0119454	0.031857	0.0336139	0.0296722	0.0359529	0.0140117	0.060769	0.0258786	0.0595685	0.0858459	0.0211679	0.0214754	0.0430963	0.228713	0.28916	0.062824	0.0260205	0.386017	0.00726488	0.22964	0.235808	0.151961	0.382591	0.0431355	0.0309336	0.0358891	0.0315401	0.0353877	0.0264737	0.0403125	0.0240181	0.0289543	0.0589527	0.022344	0.0216648	0.03125	0.0345356	0.0314311	0.0345138	0.0434107	0.027942	0.0402527	0.0217467	0.0297122	0.0283798	0.0488415	0.0121688	0.00601935	0.007047	0.0126934	0.00656588	0.0104628	0.0136141	0.00402007	0.0107211	0.0113123	0.00998582	0.0120995	0.00471546	0.020451	0.00870911	0.020047	0.0288904	0.00712379	0.00722729	0.0145035	2.971438
10510	-14458.1	-14520.3	62.2049	0.130728	0.104172	0.105666	0.0789491	0.104537	0.0670112	0.114936	0.0684791	0.0904981	0.162809	0.063706	0.0642176	0.091664	0.10678	0.102587	0.0938897	0.123316	0.098244	0.114766	0.0771461	0.0832866	0.0809147	0.187392	0.0428976	0.0116312	0.0267575	0.0304272	0.0142246	0.0271571	0.0427313	0.0174855	0.0362037	0.01986	0.0359219	0.0290238	0.017318	0.0422158	0.0276805	0.0571569	0.0900392	0.0302044	0.0199819	0.0368248	0.226782	0.286719	0.0622935	0.033352	0.382758	0.00809612	0.22964	0.235808	0.151961	0.382591	0.0439947	0.0350578	0.0355605	0.0265693	0.0351806	0.0225518	0.0386804	0.0230458	0.030456	0.0547914	0.0214394	0.0216116	0.0308484	0.0359354	0.0345244	0.0315974	0.0415004	0.0330628	0.0386231	0.0259626	0.0280291	0.0272308	0.0630645	0.0144366	0.00391435	0.00900491	0.0102399	0.0047871	0.00913937	0.0143807	0.00588451	0.0121839	0.00668362	0.012089	0.0097676	0.00582817	0.0142072	0.00931551	0.0192355	0.0303016	0.0101649	0.00672465	0.0123929	2.971438
10520	-14461.5	-14523.7	62.2049	0.129461	0.0837501	0.108814	0.0781844	0.103524	0.0742743	0.118757	0.0722528	0.0896215	0.155823	0.0674249	0.0777296	0.0949813	0.110316	0.0948447	0.134257	0.107315	0.0972924	0.113462	0.0763989	0.0824799	0.0642453	0.183666	0.0496632	0.0153276	0.0246063	0.0407622	0.0228418	0.0232328	0.0475866	0.0135882	0.0419009	0.0195005	0.0511821	0.0370353	0.0169933	0.0319788	0.0238781	0.0236212	0.071321	0.0275334	0.023962	0.0460457	0.22174	0.288741	0.0627329	0.0335873	0.385458	0.00774106	0.22964	0.235808	0.151961	0.382591	0.0435686	0.0281851	0.03662	0.026312	0.0348398	0.0249961	0.0399661	0.0243158	0.030161	0.0524404	0.022691	0.0261589	0.0319648	0.0371254	0.0319188	0.0451826	0.0361154	0.0327425	0.0381843	0.0257111	0.0277576	0.021621	0.0618106	0.0167135	0.00515831	0.00828093	0.013718	0.00768712	0.00781871	0.0160147	0.00457295	0.0141012	0.00656264	0.0172247	0.0124638	0.00571889	0.0107621	0.00803589	0.00794943	0.0240022	0.00926604	0.00806412	0.0154961	2.971438
10530	-14456	-14518.2	62.2049	0.133935	0.0827863	0.0830187	0.101312	0.102333	0.0732687	0.118136	0.0686482	0.0885901	0.15403	0.0705819	0.0768351	0.0938882	0.0967469	0.0968565	0.107233	0.14164	0.0961727	0.112156	0.0855667	0.081334	0.0621127	0.174757	0.0466916	0.014733	0.0259762	0.0322826	0.0158723	0.0322797	0.0429362	0.0209013	0.0439343	0.0170235	0.0505931	0.0258601	0.0162134	0.0401915	0.0288058	0.0447805	0.0891899	0.0194629	0.0162543	0.0455158	0.221152	0.287974	0.0625663	0.0334981	0.384434	0.0103759	0.232074	0.227709	0.153571	0.386646	0.045074	0.0278607	0.0279389	0.0340952	0.0344389	0.0246577	0.0397573	0.0231027	0.0298139	0.0518368	0.0237535	0.0258579	0.0315969	0.032559	0.0325958	0.0360879	0.0476673	0.0323657	0.0377449	0.0287964	0.0273719	0.0209032	0.0588124	0.0157135	0.0049582	0.00874196	0.0108643	0.00534162	0.0108633	0.0144496	0.00703406	0.0147855	0.00572904	0.0170265	0.00870289	0.00545643	0.0135259	0.00969422	0.0150703	0.0300157	0.00655	0.00547018	0.0153178	2.971438
10540	-14459.9	-14522.1	62.2049	0.14081	0.0809889	0.106576	0.0767161	0.0977736	0.0805775	0.126702	0.063266	0.114498	0.16193	0.0721499	0.0617129	0.0950538	0.0957749	0.101828	0.13191	0.0981481	0.105649	0.117914	0.0723139	0.0855089	0.0967943	0.151426	0.0227112	0.0147058	0.0337801	0.0388396	0.0249618	0.0212294	0.0453188	0.0137258	0.0321176	0.020132	0.0360762	0.0271875	0.0091934	0.0422545	0.032308	0.0450135	0.0825994	0.0308807	0.0145294	0.0478522	0.222206	0.289347	0.0583829	0.0336577	0.386266	0.0101409	0.232074	0.227709	0.153571	0.386646	0.0473877	0.0272558	0.0358668	0.0258178	0.0329045	0.0271173	0.0426399	0.0212914	0.0385329	0.0544955	0.0242811	0.0207687	0.0319892	0.0322318	0.034269	0.0443925	0.0330305	0.0355549	0.0396823	0.0243363	0.028777	0.0325749	0.0509604	0.00764315	0.00494905	0.0113683	0.013071	0.00840057	0.00714449	0.0152515	0.00461926	0.0108088	0.00677516	0.012141	0.00914962	0.00309392	0.0142202	0.0108728	0.0151487	0.0277978	0.0103925	0.0048897	0.0161041	2.971438
10550	-14455.7	-14517.9	62.2049	0.149128	0.0986758	0.0998996	0.0820511	0.104505	0.0830676	0.119242	0.0617028	0.0895514	0.157929	0.0748956	0.0762392	0.0900081	0.0911309	0.101038	0.120134	0.132646	0.0891598	0.115	0.0732167	0.0833961	0.0771088	0.13805	0.044742	0.0144581	0.0273403	0.0366095	0.0204532	0.0207049	0.0494197	0.0134302	0.0283651	0.0316547	0.0349238	0.0265158	0.0179045	0.0398254	0.0366013	0.0603769	0.0833895	0.022153	0.013763	0.0410327	0.222304	0.294773	0.0584088	0.0290933	0.386438	0.0089837	0.232074	0.227709	0.153571	0.386646	0.0501871	0.0332081	0.03362	0.0276133	0.0351697	0.0279553	0.0401294	0.0207653	0.0301374	0.053149	0.0252052	0.0256573	0.0302911	0.0306689	0.0340031	0.0404294	0.0446402	0.0300056	0.0387018	0.0246402	0.0280659	0.02595	0.0464589	0.0150574	0.00486569	0.00920102	0.0123205	0.00688328	0.00696796	0.0166316	0.00451976	0.00954592	0.010653	0.0117532	0.00892355	0.00602553	0.0134027	0.0123177	0.0203191	0.0280637	0.00745531	0.00463177	0.013809	2.971438
10560	-14466.1	-14528.3	62.2049	0.129005	0.102829	0.0979106	0.0709192	0.12434	0.0598609	0.107685	0.0748473	0.0877684	0.166731	0.0688731	0.0823061	0.088216	0.079499	0.114668	0.136303	0.142987	0.11005	0.11271	0.0731725	0.0817357	0.105772	0.160727	0.0359271	0.0174263	0.0192399	0.0314961	0.0212872	0.0102393	0.039158	0.0143402	0.0271525	0.0171243	0.0525119	0.0266188	0.0179895	0.0406686	0.00933934	0.0333862	0.107246	0.0163948	0.0147601	0.0402157	0.22806	0.293199	0.0580971	0.0240039	0.384375	0.0122649	0.232074	0.227709	0.153571	0.386646	0.0434151	0.0346058	0.0329506	0.0238669	0.041845	0.0201454	0.0362399	0.0251889	0.0295374	0.0561112	0.0231784	0.0276991	0.029688	0.0267544	0.0385901	0.0458711	0.0481206	0.0370359	0.0379313	0.0246253	0.0275071	0.0355964	0.0540906	0.0120908	0.0058646	0.00647495	0.0105996	0.00716393	0.0034459	0.0131781	0.00482601	0.00913782	0.00576298	0.0176722	0.00895822	0.00605412	0.0136865	0.00314304	0.0112357	0.0360922	0.00551745	0.00496734	0.0135341	2.971438
