Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	sr[1]	sr[2]	sr[3]	sr[4]
100	-13821.7	-13825.3	3.58844	0.9381531	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0644081	0.316264	0.0597477	0.0214986	0.49587	0.0422116	0.323057	0.365424	0.0880767	0.223443	0.4716598	0.124454	0.457339	0.988945	2.42926
110	-13780.6	-13784.2	3.51339	0.9201702	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0616112	0.33455	0.0579054	0.0269562	0.490292	0.0286853	0.324054	0.366552	0.0852614	0.224132	0.4716598	0.120763	0.451368	0.985402	2.44247
120	-13780.5	-13784.8	4.33342	1.157558	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0645568	0.350545	0.0591486	0.0236488	0.472044	0.0300567	0.324054	0.366552	0.0852614	0.224132	0.4819412	0.167278	0.519478	1.02189	2.29136
130	-13781.8	-13786	4.20588	1.113627	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0638992	0.346974	0.0585461	0.0240211	0.467236	0.0393233	0.324054	0.366552	0.0852614	0.224132	0.4819412	0.159052	0.508429	1.01654	2.31598
140	-13780.3	-13784.6	4.24309	1.126116	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0663276	0.324963	0.0607711	0.0221286	0.484993	0.0408177	0.324054	0.366552	0.0852614	0.224132	0.4693323	0.161408	0.511633	1.01811	2.30884
150	-13780.2	-13784.1	3.83136	1.000839	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0534879	0.397752	0.0666169	0.0194714	0.426756	0.0359164	0.322831	0.378039	0.0758434	0.223287	0.4693323	0.137121	0.477004	1.00014	2.38574
160	-13780.7	-13784.8	4.10271	1.080309	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0520066	0.386736	0.0647719	0.0189322	0.442632	0.0349217	0.319434	0.379935	0.0762239	0.224407	0.4693323	0.152693	0.499628	1.01213	2.33555
170	-13782.5	-13787	4.5013	1.220646	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0563889	0.362715	0.0517978	0.0174477	0.457257	0.0543932	0.331419	0.374401	0.0745882	0.219591	0.495298	0.178775	0.534328	1.02873	2.25817
180	-13779.9	-13783.6	3.72237	0.9718243	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0578107	0.37186	0.0546523	0.0178876	0.455904	0.0418847	0.338318	0.370538	0.0738186	0.217326	0.471018	0.131298	0.468116	0.99517	2.40542
190	-13781.3	-13785.2	3.88504	1.015706	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0567529	0.389149	0.0571931	0.0301591	0.425409	0.0413374	0.338318	0.370538	0.0738186	0.217326	0.4753803	0.140077	0.481422	1.00255	2.37595
200	-13781.5	-13785.4	3.9484	1.033772	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0564219	0.386879	0.0568596	0.0299832	0.422928	0.046928	0.338318	0.370538	0.0738186	0.217326	0.4753803	0.143643	0.486673	1.00538	2.36431
210	-13779.3	-13783.3	4.00789	1.051272	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0484664	0.390713	0.0599573	0.022814	0.445969	0.0320805	0.338318	0.370538	0.0738186	0.217326	0.4649453	0.147069	0.491638	1.008	2.35329
220	-13778.9	-13782.8	3.88352	1.015278	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0519615	0.375258	0.0642811	0.0214826	0.452622	0.034394	0.334786	0.372516	0.0742126	0.218485	0.4649453	0.139992	0.481296	1.00249	2.37623
230	-13780	-13783.5	3.52584	0.9231127	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.049035	0.354124	0.0606607	0.0241391	0.479585	0.0324569	0.335453	0.372142	0.0741382	0.218266	0.4799266	0.121369	0.452356	0.985992	2.44028
240	-13780.4	-13784.1	3.75535	0.9804437	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0507105	0.366224	0.0627334	0.0249639	0.471382	0.0239864	0.335453	0.372142	0.0741382	0.218266	0.4727449	0.133035	0.470794	0.996683	2.39949
250	-13781.4	-13784.8	3.43321	0.9016117	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0453999	0.372464	0.0654179	0.0215596	0.467406	0.0277531	0.335453	0.372142	0.0741382	0.218266	0.4589287	0.116929	0.445041	0.981571	2.45646
260	-13783.5	-13786.9	3.38728	0.8912685	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0577504	0.361178	0.0634358	0.0336793	0.453243	0.0307127	0.335299	0.371972	0.074562	0.218166	0.4449436	0.114781	0.44144	0.979357	2.46442
270	-13780.8	-13784.3	3.51183	0.9198015	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0586565	0.387083	0.0627034	0.0159753	0.438945	0.0366378	0.33216	0.368662	0.0829536	0.216225	0.4449436	0.120687	0.451244	0.985327	2.44274
280	-13783	-13786.8	3.77671	0.9860998	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.056478	0.323513	0.0651496	0.0314359	0.477765	0.0456588	0.328645	0.375343	0.0820758	0.213937	0.4732286	0.134172	0.472534	0.997658	2.39564
290	-13785.1	-13788.8	3.67056	0.9585479	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0488977	0.336331	0.0675724	0.023698	0.499237	0.0242639	0.328645	0.375343	0.0820758	0.213937	0.4732286	0.128611	0.463928	0.992777	2.41468
300	-13784.5	-13787.5	3.01163	0.8137782	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0472282	0.336404	0.061108	0.0246838	0.499344	0.0312323	0.334837	0.363117	0.0836222	0.218424	0.4817898	0.0984871	0.412623	0.960701	2.52819
310	-13780.3	-13783.8	3.58733	0.9378833	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0550065	0.337602	0.0613258	0.0288584	0.485863	0.0313436	0.334837	0.363117	0.0836222	0.218424	0.4607211	0.124399	0.45725	0.988893	2.42946
320	-13775.9	-13779.4	3.46197	0.9081936	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0546686	0.330957	0.057814	0.0253897	0.482879	0.0482922	0.33571	0.364064	0.0812325	0.218993	0.4514971	0.118292	0.447305	0.982951	2.45145
330	-13776.1	-13779.6	3.47571	0.9113663	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0551395	0.333807	0.058312	0.0256084	0.487038	0.0400943	0.33571	0.364064	0.0812325	0.218993	0.4514971	0.118947	0.448388	0.983607	2.44906
340	-13777.9	-13781.3	3.41493	0.8974694	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0550225	0.333099	0.0603357	0.0287953	0.482805	0.0399428	0.333541	0.365253	0.0814978	0.219708	0.464449	0.11607	0.443606	0.980691	2.45963
350	-13777.6	-13781.9	4.31782	1.152011	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0555571	0.336335	0.0609218	0.022353	0.487495	0.037338	0.337973	0.359799	0.0817741	0.220453	0.4961485	0.166249	0.518116	1.02124	2.2944
360	-13779	-13783.4	4.46379	1.205985	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0620725	0.339768	0.0597273	0.0250092	0.49247	0.0209532	0.338683	0.360555	0.0819457	0.218817	0.4811332	0.176136	0.530977	1.02722	2.26567
370	-13778.9	-13782.7	3.76639	0.9833584	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0561491	0.344333	0.0605299	0.0188256	0.499087	0.0210757	0.33972	0.359989	0.0818172	0.218474	0.4811332	0.133622	0.471692	0.997187	2.3975
