Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	sr[1]	sr[2]	sr[3]	sr[4]
2371	1	-13772	-13776	4.05128	1.064378	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0546841	0.400114	0.0571775	0.0204778	0.432826	0.0347204	0.321385	0.376138	0.0781594	0.224317	0.4770103	0.149617	0.495282	1.0099	2.3452
2372	0	-13823	-13823.6	0.670792	0.7733467	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0449957	0.420898	0.050688	0.0338338	0.406797	0.0427881	0.339821	0.364376	0.0656194	0.230183	0.4364638	0.0898759	0.396178	0.949287	2.56466
2373	1	-13777	-13781.1	4.11336	1.083662	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0526205	0.398672	0.0551664	0.0220676	0.431267	0.0402063	0.338972	0.370452	0.0795054	0.21107	0.4364209	0.153338	0.500531	1.01259	2.33354
2374	0	-13820.7	-13821.7	0.990585	0.8330303	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0423235	0.449918	0.0493726	0.0188271	0.395594	0.0439649	0.357177	0.365824	0.0613504	0.215649	0.4844128	0.102565	0.4201	0.965703	2.51163
2375	1	-13771.7	-13775.6	3.85511	1.007368	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0625985	0.355776	0.0536076	0.0186001	0.47207	0.0373473	0.344491	0.353289	0.0840162	0.218203	0.4576199	0.138422	0.478955	1.00121	2.38141
2376	0	-13820.3	-13821.3	0.980063	0.8309447	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0414773	0.451317	0.0567365	0.0277876	0.398275	0.0244067	0.33761	0.375528	0.0652599	0.221603	0.4553608	0.102124	0.4193	0.965174	2.5134
2377	1	-13769.9	-13772.9	3.04514	0.8202183	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0509421	0.362274	0.0567873	0.019001	0.47672	0.0342762	0.344416	0.365163	0.0793272	0.211094	0.4566047	0.0998532	0.415148	0.962403	2.52259
2378	0	-13820.8	-13821.9	1.11902	0.8592214	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0513332	0.406163	0.0554677	0.0249791	0.43276	0.0292976	0.323807	0.381373	0.0697678	0.225052	0.4756445	0.108084	0.429928	0.972104	2.48988
2379	1	-13774.3	-13778	3.66942	0.9582596	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0476819	0.331911	0.0573604	0.0328787	0.510016	0.0201521	0.354284	0.358555	0.0788684	0.208293	0.5056597	0.128552	0.463836	0.992724	2.41489
2380	0	-13821.5	-13821.9	0.476577	0.7404818	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0415167	0.459736	0.047234	0.0165968	0.399597	0.0353195	0.352408	0.367452	0.0643717	0.215769	0.4599302	0.0828477	0.382021	0.938993	2.59614
2381	1	-13773.5	-13777.1	3.56022	0.9313212	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0469577	0.317983	0.0624235	0.0213021	0.514152	0.0371816	0.347629	0.366935	0.0786433	0.206793	0.4747365	0.123055	0.455089	0.987618	2.43424
2382	0	-13828	-13828.9	0.872029	0.8100307	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0334016	0.401711	0.0645219	0.0319088	0.426631	0.0418266	0.36361	0.363522	0.0642595	0.208609	0.5056636	0.0976913	0.411141	0.959696	2.53147
2383	1	-13772.9	-13776.3	3.406	0.8954583	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0451635	0.327347	0.0610639	0.0185854	0.511508	0.0363325	0.352958	0.361594	0.0800515	0.205396	0.4811469	0.115652	0.442906	0.980261	2.46118
2384	0	-13821.6	-13823	1.40067	0.9218649	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0424384	0.433856	0.0467548	0.0287298	0.418281	0.0299396	0.358857	0.357458	0.0644045	0.219281	0.4759886	0.121112	0.451937	0.985742	2.44121
2385	1	-13774.6	-13778.4	3.79648	0.9913868	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0547531	0.383079	0.0510709	0.0250221	0.457085	0.0289895	0.345604	0.355513	0.0784638	0.220419	0.4722977	0.135232	0.474148	0.998558	2.39206
2386	0	-13823.3	-13824.8	1.49153	0.943786	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0468724	0.429295	0.0490302	0.0189021	0.410768	0.0451323	0.363476	0.361155	0.0683365	0.207032	0.4879082	0.125606	0.459178	0.990023	2.42519
2387	1	-13772.6	-13776.1	3.48499	0.9135204	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0492098	0.405885	0.0550538	0.0278198	0.434087	0.0279449	0.340548	0.364476	0.0697029	0.225273	0.4944641	0.119392	0.449121	0.98405	2.44744
2388	0	-13821.5	-13822.2	0.755331	0.7884134	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0419469	0.382939	0.0461311	0.0263969	0.452832	0.049754	0.359778	0.358819	0.0744696	0.206934	0.470894	0.0930909	0.402427	0.953692	2.55079
2389	1	-13775	-13777.9	2.97232	0.8063284	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0520059	0.382217	0.0546717	0.0225177	0.461245	0.027342	0.328493	0.373051	0.0684762	0.22998	0.464816	0.0969046	0.409669	0.958693	2.53473
2390	0	-13821	-13822.6	1.56781	0.9629087	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0537072	0.368988	0.0481485	0.0258235	0.464729	0.0386033	0.348003	0.363706	0.0734221	0.214869	0.4593576	0.129495	0.465312	0.993572	2.41162
2391	1	-13773.1	-13776.6	3.52003	0.9217367	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0565268	0.356597	0.0631872	0.0213141	0.467738	0.0346371	0.330793	0.372645	0.080374	0.216188	0.4886306	0.121086	0.451894	0.985717	2.4413
2392	0	-13824.3	-13825.6	1.35112	0.910283	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0565528	0.376325	0.0597497	0.0117717	0.465946	0.0296552	0.328278	0.375319	0.0774684	0.218935	0.4759052	0.118724	0.448019	0.983384	2.44987
2393	1	-13778	-13782.2	4.21639	1.117129	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0491176	0.372232	0.0720016	0.0231723	0.458912	0.0245647	0.332965	0.362153	0.0816854	0.223196	0.5093081	0.159714	0.509333	1.01699	2.31397
2394	0	-13821.1	-13822.3	1.23659	0.8844519	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0447008	0.412268	0.056547	0.0237848	0.423924	0.0387751	0.352948	0.362529	0.0740052	0.210518	0.457564	0.113362	0.439037	0.977864	2.46974
2395	1	-13772.2	-13775.3	3.06776	0.8246161	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0432064	0.410599	0.0555258	0.0236325	0.433932	0.0331041	0.348802	0.362816	0.070811	0.217571	0.4700942	0.100785	0.416859	0.963549	2.51881
2396	0	-13819.9	-13821.4	1.53093	0.9535782	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0424945	0.394705	0.0605363	0.0294484	0.435134	0.0376815	0.354876	0.370416	0.0689953	0.205713	0.4807425	0.127601	0.46234	0.991861	2.4182
2397	1	-13775.4	-13779	3.53389	0.9250211	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0446139	0.350116	0.0643084	0.017696	0.493746	0.0295198	0.329644	0.376498	0.0818431	0.212016	0.4611559	0.121761	0.452994	0.986373	2.43887
2398	0	-13822.1	-13823.7	1.54896	0.9581194	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0545134	0.362331	0.0493714	0.0257467	0.471742	0.0362955	0.348142	0.366552	0.0696799	0.215626	0.4738932	0.128524	0.463791	0.992698	2.41499
2399	1	-13776.1	-13779.9	3.80903	0.9947677	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0454214	0.358132	0.057122	0.0176342	0.480496	0.0411948	0.350542	0.361443	0.0723741	0.215641	0.4977171	0.135909	0.475173	0.999128	2.38979
2400	0	-13819.6	-13820.9	1.21857	0.8805031	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0532107	0.370831	0.0538808	0.0261668	0.459945	0.0359659	0.348404	0.366367	0.0724923	0.212737	0.4713944	0.112539	0.437634	0.976988	2.47284
2401	1	-13773.4	-13777.2	3.81416	0.9961577	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0509614	0.356719	0.0572711	0.029595	0.4786	0.0268533	0.348121	0.354733	0.0799477	0.217198	0.4713035	0.136187	0.475594	0.99936	2.38886
2402	0	-13824.6	-13825.5	0.925979	0.8203625	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0446786	0.40485	0.0558511	0.0135466	0.449711	0.031362	0.35812	0.361838	0.0670583	0.212983	0.4939017	0.0998837	0.415205	0.962441	2.52247
2403	1	-13769.8	-13773.8	3.95677	1.036202	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0503684	0.364051	0.0575073	0.0290142	0.46673	0.0323284	0.339842	0.367648	0.0752559	0.217254	0.4692565	0.14412	0.487369	1.00575	2.36276
2404	0	-13821.9	-13823.1	1.20276	0.8770616	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0492721	0.421815	0.0430473	0.0261243	0.427362	0.032379	0.350296	0.363612	0.0657474	0.220344	0.4748217	0.11182	0.436404	0.976216	2.47556
2405	1	-13772.3	-13775.6	3.3367	0.8801157	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0455111	0.389499	0.0633359	0.0248773	0.448768	0.0280083	0.343531	0.361603	0.0745857	0.220281	0.4381228	0.112458	0.437496	0.976901	2.47315
2406	0	-13824.7	-13825.5	0.787461	0.7942682	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0425454	0.414705	0.0591484	0.0107985	0.416466	0.0563366	0.33674	0.371507	0.0708456	0.220907	0.4616269	0.0943385	0.404816	0.955354	2.54549
2407	1	-13771.6	-13775.2	3.57459	0.9347877	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0527473	0.378738	0.0483028	0.0226732	0.462632	0.0349068	0.33243	0.371849	0.0760999	0.219622	0.4627522	0.123766	0.456233	0.988294	2.43171
2408	0	-13824.7	-13824.9	0.238744	0.7032483	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0425505	0.437607	0.0585936	0.0113582	0.410312	0.0395786	0.337497	0.377234	0.0667647	0.218504	0.4178526	0.0748823	0.365059	0.926066	2.63399
2409	1	-13780	-13783.9	3.84461	1.004472	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0559873	0.39391	0.0532158	0.0180607	0.449451	0.0293761	0.323992	0.375759	0.0718703	0.228379	0.4488042	0.137845	0.478092	1.00074	2.38333
