Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	sr[1]	sr[2]	sr[3]	sr[4]
2410	0	-13820.9	-13822.7	1.79463	1.024044	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0459019	0.394848	0.0610674	0.0239558	0.446324	0.0279028	0.34147	0.365664	0.075419	0.217448	0.4837851	0.141726	0.483862	1.00387	2.37054
2411	1	-13771.6	-13774.4	2.85428	0.7846342	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0514007	0.374587	0.0603739	0.0196529	0.461988	0.0319978	0.340989	0.364097	0.0806779	0.214236	0.4144352	0.0922851	0.400873	0.952605	2.55424
2412	0	-13819.5	-13821	1.44104	0.9314947	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0472888	0.377418	0.0541991	0.0224187	0.466813	0.0318621	0.350141	0.360383	0.073475	0.216001	0.4652256	0.123091	0.455146	0.987652	2.43411
2413	1	-13772.3	-13775.4	3.1138	0.8336877	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.053458	0.390943	0.0454654	0.0255648	0.449596	0.0349727	0.349681	0.36217	0.0713292	0.21682	0.435807	0.102704	0.420351	0.965869	2.51108
2414	0	-13824.8	-13825.5	0.718952	0.7818706	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.05565	0.401916	0.0524996	0.0220322	0.437785	0.0301173	0.329995	0.384184	0.0727503	0.21307	0.4599623	0.0916955	0.399731	0.951802	2.55677
2415	1	-13775.6	-13779.2	3.5326	0.924715	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0547233	0.368298	0.0553347	0.0368291	0.442444	0.0423711	0.336166	0.360241	0.0740235	0.229569	0.4858866	0.121698	0.452892	0.986312	2.4391
2416	0	-13823.1	-13824.5	1.43352	0.9296866	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0518501	0.441032	0.0528992	0.0136798	0.393739	0.0468001	0.342846	0.3659	0.0713658	0.219888	0.462951	0.12272	0.454547	0.987297	2.43544
2417	1	-13774	-13778.2	4.19043	1.108518	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0524247	0.389763	0.0463065	0.0228812	0.441262	0.0473628	0.345512	0.369323	0.0714386	0.213727	0.4720621	0.158083	0.507104	1.01589	2.31893
2418	0	-13825.2	-13826.3	1.02997	0.8409159	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.053741	0.417507	0.0483731	0.0229584	0.42848	0.0289413	0.354781	0.354939	0.0755145	0.214766	0.4693842	0.104231	0.4231	0.967678	2.50499
2419	1	-13769.6	-13772.8	3.18615	0.8482908	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0555284	0.36319	0.059506	0.0228131	0.467419	0.031543	0.326391	0.376679	0.0802613	0.216668	0.4583733	0.105785	0.425873	0.969487	2.49885
2420	0	-13823	-13824.2	1.21346	0.8793881	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0453518	0.454416	0.041312	0.0129351	0.37914	0.0668455	0.338029	0.385084	0.06125	0.215637	0.4650219	0.112306	0.437236	0.976739	2.47372
2421	1	-13772.5	-13775.6	3.12829	0.8365778	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0484555	0.401731	0.0572991	0.0256254	0.440098	0.0267907	0.319298	0.382399	0.0726976	0.225606	0.4649968	0.103315	0.421454	0.966597	2.50863
2422	0	-13820.5	-13822.1	1.56328	0.9617551	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.039884	0.441579	0.0548388	0.0274049	0.397617	0.038676	0.343641	0.375138	0.061822	0.219399	0.505754	0.129261	0.464947	0.993362	2.41243
2423	1	-13776.7	-13780.5	3.83641	1.002221	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0440823	0.424098	0.0541573	0.0281735	0.432754	0.0167351	0.338576	0.367926	0.0713001	0.222197	0.4913329	0.137397	0.477418	1.00037	2.38482
2424	0	-13825.2	-13825.5	0.281637	0.7097353	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0406137	0.447765	0.0538797	0.0220526	0.409839	0.02585	0.359403	0.369534	0.0608296	0.210233	0.4440475	0.0762688	0.368088	0.928423	2.62722
2425	1	-13772.1	-13775.7	3.64151	0.9512468	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0481174	0.358052	0.0523045	0.0315685	0.472099	0.0378587	0.340861	0.368109	0.0715397	0.21949	0.4770387	0.127127	0.461591	0.991427	2.41986
2426	0	-13821	-13821.8	0.796435	0.7959164	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0442766	0.426102	0.0450055	0.0233612	0.42521	0.0360446	0.347336	0.37465	0.0621621	0.215852	0.4481303	0.0946895	0.405485	0.955817	2.54401
2427	1	-13774.4	-13777.6	3.23314	0.8580103	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.046039	0.389741	0.0533581	0.0325948	0.439737	0.0385296	0.355969	0.363538	0.072124	0.208369	0.4592336	0.107829	0.429482	0.971818	2.49087
2428	0	-13819.6	-13820.5	0.860424	0.8078367	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0476164	0.372118	0.0484822	0.0202128	0.457283	0.0542868	0.3551	0.36579	0.0679042	0.211206	0.4579573	0.0972252	0.41027	0.959103	2.5334
2429	1	-13775.8	-13779.9	4.15148	1.095824	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0526674	0.358352	0.0591122	0.029271	0.476216	0.0243817	0.339643	0.361433	0.0751565	0.223767	0.5014531	0.155667	0.503774	1.01423	2.32633
2430	0	-13818.8	-13819.9	1.03173	0.841271	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0477601	0.399063	0.0492373	0.0153443	0.444113	0.0444824	0.344594	0.369502	0.0711959	0.214708	0.4580402	0.104306	0.423234	0.967766	2.50469
2431	1	-13772.7	-13776.5	3.76491	0.9829683	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0568071	0.376646	0.0523807	0.0147622	0.460429	0.0389747	0.345458	0.354984	0.0801889	0.219369	0.469195	0.133543	0.471572	0.99712	2.39777
2432	0	-13822	-13823	1.03173	0.841271	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0520004	0.396414	0.0476598	0.0272309	0.440694	0.0360013	0.335321	0.376066	0.0701799	0.218434	0.4486071	0.104306	0.423234	0.967766	2.50469
2433	1	-13779.3	-13782.7	3.49036	0.9147712	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.047232	0.320843	0.0529018	0.0198729	0.516327	0.0428231	0.350672	0.369092	0.0729806	0.207255	0.4744763	0.11965	0.449545	0.984306	2.4465
2434	0	-13819.3	-13819.5	0.280392	0.7095456	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0436363	0.41744	0.0548063	0.0231623	0.424265	0.0366897	0.352702	0.365995	0.0682846	0.213018	0.4380079	0.0762283	0.367999	0.928355	2.62742
2435	1	-13771.4	-13774.5	3.10881	0.8326977	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0491557	0.347686	0.0573013	0.0206174	0.484862	0.040378	0.349314	0.361849	0.079421	0.209416	0.4362067	0.102495	0.419973	0.965619	2.51191
2436	0	-13818.7	-13819.7	1.01946	0.8387999	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0462062	0.378359	0.0522425	0.0240717	0.460491	0.038629	0.35904	0.357431	0.070388	0.213141	0.4556598	0.103784	0.422298	0.967152	2.50677
2437	1	-13777.1	-13780.7	3.68677	0.9626662	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0570233	0.353074	0.069603	0.0267428	0.457748	0.0358089	0.331363	0.382503	0.0728848	0.213249	0.4651255	0.129446	0.465235	0.993528	2.41179
2438	0	-13820.4	-13821.1	0.685439	0.7759227	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0433501	0.40583	0.0581689	0.0240191	0.432355	0.0362769	0.340514	0.369491	0.072763	0.217232	0.4529283	0.090426	0.397257	0.950053	2.56226
2439	1	-13773.9	-13778	4.08308	1.074178	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0537393	0.396595	0.055742	0.0328096	0.432315	0.0287995	0.329384	0.370757	0.0721609	0.227698	0.498202	0.151512	0.497966	1.01128	2.33924
2440	0	-13822.1	-13823.5	1.3897	0.9192799	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0507999	0.397864	0.0600287	0.0181127	0.438463	0.0347322	0.330753	0.372637	0.0712414	0.225368	0.4807099	0.12058	0.451068	0.985222	2.44313
2441	1	-13775.2	-13778.7	3.51191	0.9198208	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0523614	0.398625	0.0438418	0.0319695	0.434528	0.0386747	0.344249	0.370524	0.0653153	0.219912	0.4704223	0.120691	0.45125	0.985331	2.44273
2442	0	-13820.7	-13821.7	1.04465	0.8438877	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0392516	0.360789	0.0623605	0.0217231	0.467229	0.0486471	0.355441	0.364816	0.0719524	0.207791	0.4734498	0.104857	0.424221	0.968411	2.50251
2443	1	-13775.1	-13778.6	3.41375	0.8972036	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0506181	0.422354	0.0476377	0.0263636	0.41135	0.0416772	0.339242	0.382512	0.0664808	0.211765	0.478137	0.116015	0.443513	0.980635	2.45984
2444	0	-13826	-13827.1	1.12589	0.860661	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0468904	0.390967	0.0657614	0.0219279	0.448121	0.0263324	0.360694	0.364566	0.0754259	0.199314	0.4564527	0.108386	0.430457	0.972443	2.48871
2445	1	-13776	-13779.8	3.84955	1.005833	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0530256	0.393093	0.0429059	0.0374052	0.431477	0.0420931	0.338825	0.369254	0.0671458	0.224775	0.5019548	0.138116	0.478498	1.00096	2.38243
2446	0	-13824.7	-13825.5	0.835005	0.8030661	0.0619674	0.0334819	0.0448166	0.395203	0.180442	0.118249	0.0241459	0.0174815	0.174071	0.201019	0.110518	0.0903619	0.0615665	0.0102137	0.134502	0.0828348	0.0160925	0.0126216	0.0140688	0.0312628	0.0668339	0.0591248	0.0367349	0.139613	0.273251	0.188668	0.0333816	0.042578	0.370929	0.115033	0.0139194	0.029811	0.217079	0.0868941	0.224104	0.0926543	0.311787	0.028077	0.125267	0.174191	0.0799594	0.0238525	0.0132877	0.0500731	0.367742	0.0634865	0.0200283	0.44764	0.051031	0.344592	0.365046	0.078472	0.211891	0.4286932	0.096211	0.408366	0.957801	2.53762
2447	1	-13770.6	-13774	3.37114	0.8876827	0.072424	0.269781	0.000721316	0.143014	0.093709	0.0758662	0.0572668	0.0181	0.248655	0.290861	0.0901674	0.206658	0.0677594	0.0540487	0.555198	0.0337324	0.0313198	0.0162461	0.0152363	0.188853	0.182812	0.0908273	0.153622	0.00272323	0.035986	0.0258606	0.0327651	0.0730049	0.0931115	0.0210114	0.0597601	0.0759675	0.047785	0.20399	0.0184869	0.100803	0.0904877	0.0953175	0.00406289	0.048589	0.0160028	0.161044	0.186321	0.0531574	0.367753	0.0529465	0.0209943	0.47454	0.0306086	0.338539	0.369462	0.0769053	0.215094	0.4571947	0.114035	0.440179	0.978575	2.46721
