Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
2310	-13984.7	-13989.9	5.19453	1.859111	0.134749	0.126878	0.146846	0.126781	0.149173	0.0964916	0.175632	0.0996745	0.119631	0.232354	0.0837009	0.11033	0.122565	0.123346	0.141226	0.132443	0.157746	0.136725	0.153547	0.0786389	0.134648	0.102481	0.242999	0.0370549	0.0394023	0.0135117	0.0526847	0.0549408	0.0301055	0.0996072	0.0453217	0.0881554	0.0249036	0.0114091	0.0282244	0.0369909	0.0157486	0.0398633	0.0128504	0.0307071	0.0267551	0.0507272	0.0385263	0.275856	0.639144	1.06603	2.01897	0.199326	0.38338	0.0950191	0.322275	0.3948991	3.906096
2320	-13983.6	-13987.6	3.95711	1.592168	0.189055	0.146047	0.125366	0.101206	0.121129	0.104692	0.161338	0.105563	0.119696	0.208989	0.0835216	0.124635	0.121643	0.119636	0.138176	0.153941	0.17604	0.134279	0.164747	0.0802186	0.106573	0.0925747	0.265679	0.0348331	0.066764	0.0047875	0.11015	0.0442261	0.0371147	0.111411	0.0620273	0.0734919	0.0127537	0.0124519	0.0349137	0.0470227	0.0255784	0.0365338	0.00735562	0.0329928	0.0154226	0.0518477	0.03099	0.239216	0.603212	1.05541	2.10217	0.199029	0.402609	0.085827	0.312534	0.3829602	3.997413
2330	-13989.4	-13993.3	3.9705	1.244289	0.135397	0.116163	0.1324	0.154664	0.114289	0.0788724	0.170483	0.101176	0.117035	0.261755	0.0918929	0.0963971	0.140959	0.118637	0.14713	0.17297	0.163588	0.152119	0.153366	0.0950373	0.0765511	0.110101	0.24252	0.0213659	0.063228	0.00132956	0.0876858	0.0215466	0.022485	0.0790641	0.0586162	0.0844303	0.0192812	0.0237762	0.0334779	0.0229824	0.0384679	0.0480319	0.0133824	0.0670242	0.0277188	0.0417698	0.0109908	0.182987	0.539608	1.03106	2.24634	0.21584	0.382412	0.0841147	0.317634	0.3556708	3.930157
2340	-13991.2	-13995	3.79603	1.316838	0.22454	0.132516	0.114506	0.141157	0.12734	0.0886853	0.149607	0.0841706	0.118633	0.192686	0.115804	0.0934068	0.101679	0.0982711	0.123541	0.179116	0.159491	0.142006	0.142942	0.0868433	0.104037	0.0939237	0.26529	0.0428247	0.0620969	0.00458595	0.0648058	0.0383502	0.0412117	0.142608	0.0757028	0.0750405	0.0139507	0.0251682	0.0315387	0.0229824	0.0164707	0.0413191	0.0250176	0.0528938	0.0409073	0.0330392	0.0336097	0.195592	0.55493	1.03757	2.21191	0.200282	0.376457	0.0851954	0.338066	0.3109356	3.964316
2350	-13996	-14002.1	6.07581	1.584093	0.194008	0.110528	0.127251	0.0976523	0.138063	0.0757848	0.122449	0.0909652	0.167328	0.187915	0.0843345	0.105753	0.107018	0.112315	0.12622	0.164296	0.139177	0.163501	0.163155	0.104103	0.101957	0.0912449	0.206217	0.0445261	0.0415622	0.00357814	0.0579935	0.0487303	0.0528604	0.0934907	0.0790005	0.0624614	0.0295985	0.0251682	0.04215	0.0239158	0.0181214	0.0252582	0.0252874	0.0341585	0.0294706	0.0330595	0.0327338	0.238026	0.60198	1.055	2.10499	0.224481	0.365598	0.0867807	0.32314	0.3781965	3.784361
2360	-13996.1	-13999.1	3.03403	1.508669	0.236883	0.151736	0.158344	0.107312	0.172061	0.0838964	0.157422	0.0830943	0.113361	0.224995	0.0762093	0.0844336	0.116763	0.105915	0.146915	0.166681	0.170016	0.143872	0.122592	0.106761	0.121629	0.0912449	0.245521	0.0353891	0.0391556	0.00804042	0.0922816	0.0521753	0.0276017	0.112647	0.0625307	0.080223	0.039055	0.0271062	0.033879	0.0177488	0.0755209	0.0209151	0.00712789	0.0491776	0.0125985	0.0731131	0.0228771	0.226659	0.589993	1.05093	2.13242	0.203854	0.37358	0.0858399	0.336726	0.3716565	4.076821
2370	-13988.9	-13992.6	3.65837	1.699296	0.171999	0.0963784	0.130569	0.121702	0.13757	0.123956	0.147857	0.0974391	0.103614	0.220998	0.0891554	0.10359	0.120014	0.0841722	0.134422	0.18539	0.195235	0.163841	0.178141	0.106044	0.101226	0.0830814	0.233296	0.0501139	0.087971	0.0160524	0.0655061	0.0272013	0.0408721	0.134924	0.0480156	0.0904004	0.0157496	0.0250263	0.0212874	0.0341577	0.0145147	0.0340445	0.0169527	0.0524075	0.0161528	0.0731131	0.0476043	0.254534	0.618685	1.06026	2.06652	0.205987	0.362229	0.0948579	0.336927	0.3829812	4.041757
2380	-13986.2	-13988.3	2.06884	1.424912	0.171999	0.11774	0.13062	0.138674	0.146846	0.0936413	0.191027	0.087745	0.149239	0.268819	0.104035	0.102167	0.109712	0.111296	0.147635	0.159408	0.175663	0.127902	0.179553	0.107711	0.101822	0.0988055	0.218808	0.0444	0.0740155	0.0267096	0.090984	0.0393131	0.0373191	0.127962	0.0660662	0.0963523	0.0172083	0.0243185	0.0292597	0.0379198	0.0248921	0.0247985	0.0383741	0.0474732	0.0210415	0.014603	0.0348639	0.213486	0.575561	1.04569	2.16526	0.210715	0.375601	0.086263	0.327421	0.3763717	4.158745
2390	-13988.6	-13991.8	3.22337	1.731007	0.159507	0.156484	0.142043	0.12587	0.161189	0.0824414	0.128706	0.10194	0.153011	0.218191	0.0837514	0.116616	0.124977	0.106963	0.159732	0.174502	0.165723	0.159721	0.148171	0.119895	0.117853	0.0786255	0.237066	0.0420985	0.0698875	0.0347933	0.0592477	0.0416704	0.0358975	0.153525	0.0457286	0.0777229	0.0298112	0.0282958	0.035215	0.028301	0.028131	0.0247985	0.0128597	0.0678263	0.00331116	0.035713	0.0113295	0.258906	0.622979	1.06153	2.05658	0.21498	0.373047	0.0905861	0.321387	0.3921215	4.089141
2400	-13989.9	-13995.4	5.55997	1.49601	0.218885	0.131972	0.126701	0.110923	0.136324	0.0922093	0.139028	0.0633924	0.116658	0.184452	0.0826457	0.114049	0.101319	0.104801	0.139343	0.16218	0.166971	0.158302	0.151655	0.0732418	0.0877713	0.0720752	0.252231	0.0420985	0.084183	0.0306463	0.0669576	0.0286705	0.0522359	0.141477	0.0827204	0.0455474	0.00917838	0.0231333	0.0304834	0.0467178	0.0203277	0.0313237	0.00228974	0.0344555	0.00817884	0.0346775	0.0197021	0.224706	0.587891	1.05019	2.13722	0.213288	0.364681	0.0907809	0.33125	0.3741753	3.822134
2410	-13984.3	-13987.8	3.52178	1.604822	0.163881	0.155198	0.134474	0.104479	0.144153	0.0732089	0.186453	0.0869888	0.112183	0.208721	0.0844479	0.114478	0.117068	0.117686	0.129979	0.183071	0.214525	0.168075	0.139832	0.115217	0.0859899	0.0970618	0.264071	0.0440188	0.0739313	0.0222149	0.0872636	0.0332584	0.0342134	0.128787	0.0623383	0.0555409	0.0207022	0.0315867	0.030693	0.0457407	0.0444008	0.0193697	0.0106199	0.0346727	0.00874646	0.0170786	0.0363515	0.24107	0.605122	1.05603	2.09778	0.205628	0.376919	0.0886903	0.328763	0.3755986	4.042771
2420	-13983.5	-13988.1	4.58212	1.80803	0.174362	0.110744	0.097144	0.104207	0.173626	0.0858176	0.151934	0.119788	0.126627	0.230889	0.0879131	0.108732	0.117336	0.113137	0.174249	0.162194	0.169165	0.159628	0.144072	0.0791215	0.0859899	0.0911402	0.241627	0.0297534	0.049999	0.0248907	0.0744439	0.0313507	0.0315796	0.121719	0.0673374	0.0819117	0.0265492	0.00926707	0.0272496	0.0351611	0.0282604	0.0321924	0.0185158	0.0465356	0.0348048	0.0491195	0.031935	0.26923	0.632913	1.06435	2.03351	0.207487	0.366092	0.0886735	0.337748	0.3740369	3.962022
2430	-13987.5	-13992.6	5.11437	1.789455	0.184577	0.118318	0.105001	0.101356	0.135837	0.106471	0.150899	0.0904061	0.133464	0.215216	0.0895071	0.108514	0.116739	0.100165	0.179064	0.13843	0.162354	0.147357	0.128571	0.106328	0.093085	0.127973	0.241627	0.0352409	0.0526197	0.0134272	0.0865993	0.0431931	0.0377744	0.098371	0.0561269	0.0577185	0.0622033	0.0175278	0.0392031	0.0265804	0.0206774	0.0383888	0.0041478	0.0446729	0.016712	0.0358925	0.0384327	0.266778	0.630579	1.0637	2.03894	0.19987	0.399077	0.0825255	0.318528	0.3768794	3.90677
2440	-13983	-13986.1	3.11327	1.497028	0.19002	0.12076	0.112651	0.0955324	0.161199	0.0783869	0.172227	0.0939276	0.137613	0.236013	0.0881248	0.0876746	0.135276	0.118491	0.13681	0.166222	0.191078	0.134251	0.172874	0.0747428	0.12291	0.0949878	0.291954	0.0338078	0.050442	0.0276384	0.087495	0.0306291	0.0265298	0.128826	0.0698956	0.0616905	0.0286641	0.024611	0.0445053	0.0443018	0.0245718	0.0246481	0.00314763	0.0522737	0.0202036	0.0358925	0.0334738	0.224863	0.588061	1.05025	2.13683	0.203186	0.39044	0.0787313	0.327643	0.3776993	4.066974
2450	-13977.8	-13983.1	5.27674	1.874981	0.19758	0.108458	0.123743	0.12107	0.124957	0.0934841	0.154947	0.0856277	0.122915	0.213721	0.0851028	0.114597	0.11746	0.127256	0.144581	0.129973	0.192825	0.141889	0.147315	0.0800404	0.126372	0.0755659	0.213272	0.0469224	0.0581919	0.0163826	0.0610577	0.0373102	0.0292774	0.156497	0.058642	0.0657974	0.0145306	0.0264497	0.0214188	0.0320094	0.0259428	0.0357072	0.0324614	0.0299709	0.00842914	0.0604146	0.0392847	0.27788	0.641025	1.06652	2.01457	0.216308	0.375597	0.0866338	0.321462	0.3877959	3.899451
2460	-13982.3	-13983	0.752783	1.510233	0.191165	0.125633	0.106631	0.134751	0.144747	0.113869	0.192945	0.100717	0.111802	0.255118	0.0887327	0.107781	0.158353	0.12816	0.146995	0.183907	0.203846	0.166574	0.14463	0.123548	0.145392	0.0943783	0.245856	0.0325707	0.0744088	0.024414	0.0788018	0.022825	0.023375	0.136464	0.058642	0.0915272	0.0102473	0.0307998	0.0395768	0.0445424	0.0325438	0.034177	0.00475914	0.04029	0.0123551	0.0622926	0.0350599	0.226899	0.590251	1.05102	2.13183	0.206963	0.384818	0.0848855	0.323333	0.3612552	4.305202
2470	-13979.5	-13984.1	4.58557	1.507829	0.148755	0.103056	0.114713	0.129001	0.175145	0.101157	0.142865	0.0939491	0.13327	0.221793	0.0859793	0.111097	0.108647	0.102732	0.121257	0.145511	0.184018	0.130862	0.155547	0.0960656	0.128961	0.0852303	0.221162	0.0266826	0.0482604	0.0268559	0.0681049	0.0497366	0.0331232	0.122965	0.0766342	0.0731994	0.00809838	0.0421618	0.0179422	0.0407962	0.0331345	0.0210379	0.0340255	0.0475207	0.0380818	0.0493254	0.0230684	0.226529	0.589854	1.05088	2.13274	0.212081	0.367791	0.0864053	0.333723	0.3609857	3.92153
2480	-13982.9	-13985.8	2.9414	1.38078	0.172901	0.109658	0.130893	0.0984201	0.139877	0.105956	0.149664	0.124586	0.104018	0.256566	0.0837092	0.0975231	0.133446	0.125733	0.154761	0.132998	0.174114	0.14666	0.168156	0.0810475	0.0972647	0.0856102	0.242579	0.0688112	0.0665016	0.035357	0.0692051	0.0539432	0.0427191	0.142802	0.0516958	0.0688489	0.00305967	0.0223828	0.019271	0.0245083	0.0331345	0.0352662	0.0233362	0.0547808	0.0212281	0.0605231	0.0495305	0.206304	0.56743	1.04258	2.18369	0.203619	0.364732	0.0922599	0.339389	0.3772253	4.063045
2490	-13984.7	-13984.9	0.25589	1.340528	0.197763	0.0933489	0.124834	0.113597	0.151555	0.120286	0.180511	0.116905	0.127175	0.241236	0.107058	0.11028	0.141176	0.119803	0.162292	0.164775	0.191278	0.150151	0.162677	0.0994516	0.110329	0.109972	0.243391	0.0401988	0.0658617	0.0340419	0.0892605	0.0378437	0.0233449	0.0994202	0.0900294	0.088635	0.0153463	0.0283259	0.00746807	0.0331061	0.0338877	0.0423678	0.0248627	0.0649468	0.0453108	0.0586458	0.060646	0.199603	0.559665	1.0395	2.20123	0.212183	0.39072	0.087809	0.309288	0.3898618	4.323395
2500	-13991.3	-13996.2	4.85573	1.758591	0.187741	0.105758	0.116349	0.115098	0.127393	0.0950559	0.135216	0.102637	0.108262	0.199212	0.113098	0.0808354	0.12427	0.112635	0.115713	0.126691	0.162685	0.188903	0.162528	0.0999144	0.115873	0.0876267	0.260288	0.0188858	0.0863846	0.0154277	0.0559003	0.0247394	0.0368867	0.120593	0.0679228	0.0453943	0.0418903	0.045653	0.0373861	0.0434745	0.0160621	0.0316083	0.0248627	0.0590207	0.0368481	0.0402712	0.0361539	0.26265	0.626614	1.06258	2.04815	0.202288	0.379882	0.0893218	0.328508	0.3670759	3.929149
2510	-13984.7	-13988.7	4.08727	1.387348	0.143801	0.108206	0.100458	0.096627	0.146076	0.0934517	0.171335	0.124063	0.108497	0.264359	0.0838919	0.0934132	0.127816	0.0812406	0.133833	0.145887	0.176461	0.179166	0.162528	0.0645591	0.132486	0.0839061	0.260288	0.0344757	0.0726296	0.0459506	0.0706221	0.0394356	0.0462384	0.1285	0.0417632	0.0752141	0.0109763	0.0237102	0.0203261	0.0300198	0.0324427	0.0248179	0.0057202	0.0590207	0.0150394	0.0446259	0.0458717	0.207384	0.568664	1.04306	2.18089	0.20467	0.389511	0.0868798	0.318939	0.3526635	3.949751
2520	-13979.5	-13981.3	1.76576	1.594465	0.170229	0.132226	0.127365	0.103542	0.146076	0.09823	0.165119	0.0995929	0.128629	0.234824	0.0899603	0.105873	0.112437	0.124675	0.162664	0.146027	0.218666	0.169296	0.165772	0.0938014	0.124676	0.0808972	0.283839	0.0478346	0.0520072	0.0354414	0.0744581	0.052578	0.0410921	0.117941	0.0624481	0.0931646	0.0279136	0.0282408	0.0136385	0.0364935	0.0366973	0.0226819	0.0195656	0.0590207	0.0156471	0.0541694	0.0414324	0.239553	0.603561	1.05552	2.10137	0.206006	0.393414	0.0844318	0.316148	0.3442632	4.216882
2530	-13992.6	-13994.6	1.97076	1.428525	0.160019	0.161847	0.105702	0.103358	0.16613	0.0868515	0.1162	0.122107	0.141771	0.277249	0.103319	0.105873	0.135229	0.117518	0.149994	0.162342	0.161841	0.164946	0.177214	0.0778948	0.0996594	0.0882129	0.234429	0.0453453	0.0594558	0.0260156	0.106698	0.0282077	0.0255395	0.107845	0.0703299	0.0870401	0.0345991	0.0134598	0.0437881	0.0229448	0.0618266	0.0382278	0.0207154	0.038261	0.0248352	0.0521341	0.0422451	0.214067	0.57621	1.04593	2.16379	0.205951	0.39079	0.0901852	0.313075	0.3484585	4.16922
2540	-13997.2	-13996.3	-0.849254	1.121017	0.217639	0.13796	0.129822	0.126851	0.17331	0.0884665	0.158553	0.110268	0.120577	0.252285	0.0948147	0.141293	0.129829	0.127435	0.166516	0.206792	0.14493	0.154479	0.19649	0.104973	0.124024	0.0945662	0.247418	0.0336385	0.116287	0.0101409	0.0764999	0.0191473	0.037683	0.10756	0.071438	0.0719705	0.0475018	0.0344292	0.0284564	0.0237674	0.0312145	0.0377127	0.00382378	0.0623632	0.0251228	0.0691885	0.0216939	0.160448	0.510331	1.01748	2.31174	0.197885	0.406819	0.0913648	0.303932	0.3458815	4.378934
2550	-13986.3	-13989.1	2.80702	1.617854	0.194152	0.119616	0.114301	0.101641	0.171935	0.0947744	0.147844	0.105762	0.134943	0.250398	0.111818	0.0963504	0.122762	0.0996967	0.137522	0.135932	0.144625	0.166289	0.16321	0.109114	0.0853244	0.102105	0.259473	0.0356441	0.0882967	0.0272419	0.0778994	0.0283742	0.0547638	0.0958294	0.0736607	0.0749526	0.0158669	0.0291719	0.0567194	0.030902	0.0322063	0.0248614	0.0165545	0.0623632	0.0331602	0.0691885	0.0188476	0.242968	0.607066	1.05665	2.09331	0.202186	0.38061	0.0866527	0.330552	0.3354093	4.116092
2560	-13985	-13988.5	3.50192	1.682407	0.158286	0.0987075	0.141564	0.10806	0.146692	0.0772256	0.170145	0.0876892	0.114714	0.260176	0.12058	0.0963504	0.129696	0.100665	0.165896	0.163617	0.173428	0.174545	0.153571	0.107416	0.108766	0.0955502	0.300152	0.0413967	0.0694152	0.0242902	0.0895865	0.0317751	0.0218093	0.113876	0.0727348	0.0636125	0.0100875	0.0204341	0.0161486	0.0393141	0.0223854	0.0225778	0.00478947	0.0378802	0.0267343	0.0378211	0.0351017	0.252176	0.616348	1.05955	2.07192	0.200514	0.38231	0.0937423	0.323433	0.3975111	4.055262
2570	-13992.3	-13994.4	2.15796	1.687673	0.201735	0.0974684	0.139375	0.115984	0.121875	0.0984414	0.151725	0.134885	0.1297	0.235453	0.098506	0.138408	0.114776	0.108484	0.12342	0.183886	0.17391	0.141669	0.178471	0.0590912	0.126529	0.101022	0.256341	0.0387461	0.0796434	0.0165307	0.116208	0.0544695	0.0309963	0.15762	0.0537368	0.0771848	0.0315553	0.0215392	0.0205117	0.0377759	0.0376285	0.0179564	0.0460688	0.039449	0.0236776	0.048199	0.00967814	0.252913	0.617081	1.05977	2.07023	0.199058	0.394027	0.0892719	0.317643	0.3866038	4.190331
2580	-13981.1	-13983.2	2.07078	1.509074	0.184438	0.107447	0.120527	0.126862	0.157877	0.0935516	0.173398	0.099887	0.112797	0.236118	0.0969271	0.103621	0.123458	0.092415	0.154846	0.168779	0.209733	0.146481	0.149489	0.0828041	0.108813	0.0881841	0.313946	0.0459414	0.0855537	0.0192942	0.0908453	0.0385188	0.0262883	0.107321	0.101946	0.0870061	0.0184564	0.0140706	0.0177799	0.0305646	0.0392479	0.0623377	0.013518	0.0447921	0.0184628	0.0416576	0.0172118	0.226721	0.59006	1.05095	2.13227	0.197093	0.394922	0.0850186	0.322966	0.3619656	4.173213
2590	-13976.3	-13980.9	4.62573	1.599147	0.156525	0.105198	0.159697	0.113821	0.134205	0.118169	0.157089	0.092563	0.101523	0.224208	0.0851262	0.103621	0.120795	0.119575	0.145165	0.193605	0.177332	0.130211	0.143822	0.0843913	0.114635	0.100117	0.239892	0.0313658	0.0715227	0.0207958	0.0666203	0.0293503	0.039821	0.111693	0.0703934	0.0696583	0.021019	0.0210303	0.0337468	0.0230595	0.0260843	0.0200013	0.0101945	0.0578894	0.0167362	0.0615283	0.0077678	0.24024	0.604269	1.05575	2.09974	0.212318	0.379177	0.0942285	0.314277	0.366433	3.931561
2600	-13980.3	-13983.1	2.82479	1.26369	0.161086	0.103329	0.119442	0.0972707	0.154265	0.0891905	0.154273	0.0942149	0.125865	0.26849	0.093078	0.100535	0.131178	0.102563	0.153811	0.173808	0.189511	0.194132	0.157741	0.0731523	0.0967764	0.0878171	0.268999	0.0360052	0.0594649	0.0361517	0.0752116	0.0253721	0.0277874	0.145328	0.0654851	0.0687098	0.0215054	0.0158163	0.042794	0.0276456	0.0325112	0.0261942	0.0243704	0.0512179	0.0174921	0.0447731	0.0150175	0.186405	0.543832	1.0329	2.23686	0.20166	0.370829	0.0840062	0.343506	0.354265	4.049383
2610	-13983.1	-13985.6	2.46628	1.514799	0.223096	0.126825	0.139033	0.134077	0.114283	0.125534	0.176427	0.128707	0.123363	0.216064	0.121844	0.109629	0.138005	0.115778	0.149393	0.164284	0.172298	0.147761	0.139844	0.0930114	0.102587	0.0906299	0.221231	0.0352014	0.0440332	0.00998943	0.0784992	0.0559991	0.0277874	0.118836	0.0690079	0.0601162	0.0215054	0.00734418	0.0516518	0.0484989	0.02715	0.029085	0.0243704	0.0400523	0.017923	0.0675973	0.0262464	0.2276	0.591001	1.05128	2.13012	0.202495	0.37365	0.0864153	0.337439	0.3553443	4.134597
2620	-13988.2	-13992	3.75908	1.801732	0.20267	0.135365	0.108103	0.138537	0.133634	0.113324	0.154408	0.101006	0.100279	0.180938	0.102361	0.101418	0.108363	0.12175	0.13622	0.183978	0.20298	0.17524	0.129074	0.0867196	0.112825	0.0883545	0.242483	0.0590619	0.0405184	0.00239038	0.0878528	0.0333494	0.0187939	0.109549	0.0718714	0.0783724	0.0121369	0.0282768	0.0237435	0.0559878	0.0443759	0.0338443	0.032685	0.0641747	0.0137761	0.0603916	0.0124619	0.268401	0.632126	1.06413	2.03534	0.211698	0.374881	0.0859339	0.327487	0.3651775	4.043644
2630	-13987.8	-13991	3.25443	1.587197	0.178002	0.128177	0.12586	0.128373	0.148651	0.0938776	0.157787	0.0749677	0.114811	0.246987	0.0938367	0.0899659	0.108363	0.0905509	0.171553	0.12702	0.191594	0.147179	0.1445	0.0737105	0.108703	0.109137	0.267282	0.0687849	0.0616527	0.0262585	0.072817	0.0499614	0.0493341	0.113689	0.0743208	0.0837319	0.0246456	0.00862485	0.0178789	0.036542	0.0334823	0.0480229	0.0298778	0.0701724	0.00361594	0.047888	0.0247665	0.238484	0.602455	1.05516	2.1039	0.195732	0.386774	0.08488	0.332614	0.3616582	4.066955
2640	-13985.9	-13989.1	3.18298	1.46299	0.169044	0.108599	0.117061	0.097342	0.149312	0.105044	0.162527	0.0980624	0.102501	0.214305	0.105785	0.0947816	0.134219	0.100846	0.161744	0.169406	0.204558	0.15813	0.120592	0.0854408	0.114664	0.0952588	0.230605	0.0433384	0.0764986	0.0205322	0.0893923	0.0336054	0.0392954	0.131408	0.0786727	0.0648857	0.0181588	0.0321523	0.0291212	0.0397299	0.0425122	0.0388057	0.00353773	0.0680755	0.0147714	0.0436605	0.0462067	0.219548	0.582278	1.04817	2.15	0.210002	0.371535	0.0807993	0.337663	0.3507992	4.054188
2650	-13990.1	-13994	3.88231	1.407891	0.189426	0.134761	0.108749	0.0991738	0.140003	0.0839241	0.150877	0.0931165	0.10253	0.214317	0.0903834	0.0932221	0.122836	0.074781	0.161359	0.160659	0.189929	0.157413	0.159464	0.0637475	0.109679	0.0669181	0.239064	0.0553333	0.0653372	0.0326488	0.0934687	0.0495043	0.0424041	0.104175	0.0996334	0.0592004	0.0160182	0.0269552	0.0179859	0.0321878	0.0344425	0.0609023	0.0163787	0.0605014	0.0196875	0.0498957	0.031214	0.210736	0.572471	1.04452	2.17227	0.21626	0.366664	0.0898081	0.327268	0.3541056	3.974207
2660	-13982.8	-13987.6	4.78171	1.469308	0.186685	0.0990671	0.124705	0.105126	0.120675	0.0895989	0.157466	0.0883441	0.145064	0.234686	0.0729857	0.102458	0.118402	0.0908625	0.124806	0.195823	0.14964	0.147845	0.151773	0.06394	0.101801	0.0974755	0.233903	0.0313996	0.0822763	0.0243853	0.0793578	0.0250995	0.0259736	0.0979556	0.048904	0.0940071	0.0087287	0.0273738	0.0259488	0.0308639	0.0363562	0.0364126	0.031616	0.0705647	0.0438555	0.0426368	0.0285692	0.220542	0.583367	1.04857	2.14752	0.211121	0.392719	0.0829649	0.313195	0.3552608	3.895416
2670	-13979.6	-13986.2	6.6511	1.908339	0.182249	0.0958303	0.115195	0.0944338	0.130605	0.0981514	0.14231	0.0931584	0.106214	0.196751	0.105988	0.0863887	0.120937	0.0973332	0.133275	0.177147	0.144992	0.141379	0.14136	0.0860655	0.125862	0.068656	0.222048	0.035941	0.0946033	0.0317494	0.0586171	0.0396861	0.0314106	0.128828	0.0704869	0.0762083	0.0109963	0.0154539	0.0146683	0.0370869	0.0334661	0.0389045	0.00544156	0.0366855	0.019665	0.0550099	0.0239804	0.282082	0.644899	1.06752	2.0055	0.201129	0.394665	0.0891437	0.315062	0.3826585	3.76522
2680	-13978.4	-13983.6	5.18113	1.502638	0.164539	0.102434	0.113797	0.105151	0.145412	0.0680235	0.121435	0.0988696	0.139585	0.226224	0.0812071	0.0992658	0.124786	0.119237	0.148655	0.16931	0.166868	0.132041	0.151392	0.0784483	0.103886	0.0939395	0.239873	0.0497975	0.0813984	0.034328	0.0606813	0.038419	0.011377	0.113531	0.0516133	0.0821167	0.00889835	0.030684	0.0310651	0.0370869	0.03241	0.0333843	0.0166116	0.0398862	0.0386949	0.0355204	0.0392356	0.22573	0.588995	1.05058	2.1347	0.208763	0.37371	0.090669	0.326858	0.3754633	3.861118
2690	-13995	-13997.5	2.48331	1.5581	0.159653	0.105652	0.136319	0.100243	0.161378	0.0787184	0.161252	0.102113	0.130928	0.280429	0.105276	0.106545	0.107044	0.127961	0.188867	0.159222	0.202468	0.126633	0.132712	0.0722919	0.0983697	0.107727	0.279121	0.0262787	0.106783	0.0259668	0.0796477	0.0263958	0.0357306	0.149321	0.050061	0.0812783	0.00438836	0.0187017	0.0157894	0.0162024	0.0321728	0.0546772	0.0320419	0.0662545	0.0214074	0.0384952	0.0271979	0.23416	0.59795	1.05366	2.11423	0.196746	0.387953	0.0920866	0.323214	0.398693	4.139714
2700	-13982.2	-13986.5	4.32948	1.432891	0.162522	0.10567	0.132529	0.117097	0.127503	0.114043	0.157841	0.0720278	0.1078	0.237648	0.0653075	0.111236	0.132556	0.110112	0.142852	0.167811	0.137614	0.138303	0.153051	0.10621	0.0968615	0.0908343	0.232577	0.0288906	0.0563546	0.0354123	0.0958762	0.0543481	0.0235247	0.119285	0.0734644	0.0858078	0.00445988	0.0225145	0.0382946	0.0365004	0.02299	0.0434501	0.0370985	0.0572278	0.0148341	0.0338542	0.0299554	0.214767	0.576991	1.04622	2.16202	0.201669	0.398492	0.0865331	0.313306	0.3859748	3.934149
2710	-13991.9	-13990.8	-1.0648	1.5653	0.18851	0.11615	0.144835	0.124812	0.166538	0.0859716	0.164451	0.0894935	0.168282	0.238427	0.079297	0.101106	0.13855	0.106421	0.156037	0.212528	0.191504	0.15749	0.206038	0.0952385	0.123434	0.132092	0.279585	0.0338969	0.0839978	0.0496481	0.104179	0.03368	0.049318	0.112652	0.0767834	0.0744876	0.0228818	0.0455981	0.0344704	0.0387549	0.0594435	0.0336647	0.0263726	0.0438424	0.0176929	0.0476019	0.0398621	0.235236	0.599077	1.05404	2.11165	0.211005	0.372891	0.0942701	0.321834	0.356531	4.49562
2720	-13982.7	-13987.3	4.6623	1.604645	0.148513	0.135509	0.126509	0.120095	0.134663	0.106933	0.164451	0.0926692	0.117742	0.210603	0.0979994	0.0820085	0.143797	0.105568	0.134488	0.158112	0.201851	0.133002	0.143997	0.0937631	0.0944289	0.0958879	0.219496	0.0420443	0.0582348	0.00974476	0.0849469	0.056119	0.0183103	0.148031	0.0770572	0.0442444	0.0319449	0.0199542	0.0158288	0.0460816	0.0239801	0.031659	0.0155962	0.0415692	0.0287083	0.0482468	0.024304	0.241045	0.605096	1.05602	2.09784	0.217432	0.377344	0.0915864	0.313638	0.3749188	3.928694
2730	-13989.3	-13992.8	3.52429	1.687068	0.162171	0.151048	0.132837	0.114544	0.138253	0.0738409	0.159755	0.0960723	0.13189	0.210603	0.0963781	0.104899	0.135227	0.117775	0.135976	0.156522	0.199616	0.153667	0.166409	0.0898922	0.097596	0.0841743	0.250893	0.0685054	0.0572719	0.00894961	0.0558218	0.0491252	0.0432087	0.115301	0.0668866	0.0803725	0.0368135	0.0304449	0.0490781	0.0310074	0.050338	0.0271522	0.0127784	0.0454683	0.0113661	0.0495386	0.00415436	0.252829	0.616996	1.05975	2.07043	0.206839	0.373601	0.0840093	0.335551	0.3545624	4.053621
