Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
1124	0	-13984.5	-13987.3	2.77003	1.587489	0.189764	0.105894	0.127096	0.12866	0.133517	0.109665	0.143996	0.0830515	0.119367	0.238825	0.0746214	0.110172	0.13778	0.14044	0.129339	0.156025	0.165279	0.150962	0.150817	0.096811	0.106709	0.0934727	0.258031	0.0691067	0.0608483	0.0111887	0.0753916	0.037428	0.0241092	0.13508	0.0694995	0.0637198	0.0172902	0.0424948	0.0142118	0.0858616	0.0311646	0.0418039	0.0324505	0.0458844	0.032995	0.0502945	0.0243209	0.238527	0.6025	1.05517	2.1038	0.206551	0.38545	0.0877316	0.320267	0.3695384	4.115438
1125	1	-13989.5	-13994.2	4.70583	1.330947	0.175626	0.132021	0.137227	0.12641	0.130428	0.112838	0.176854	0.0954836	0.116015	0.239707	0.085591	0.0954034	0.153408	0.0973494	0.120903	0.164899	0.15773	0.14558	0.125877	0.0934778	0.0977103	0.104597	0.215338	0.0672515	0.0281988	0.02997	0.0648231	0.0688284	0.11729	0.0096351	0.0598749	0.0666316	0.0279611	0.0219817	0.0134593	0.0274333	0.0438771	0.0258005	0.0158482	0.0401419	0.00542607	0.00796034	0.0335057	0.197987	0.557765	1.03873	2.20552	0.217718	0.366735	0.0828086	0.332738	0.3984692	3.876374
1126	0	-13981.2	-13984.7	3.53133	1.455211	0.17231	0.122571	0.110001	0.12096	0.137351	0.104907	0.17826	0.0871641	0.118528	0.223501	0.0739649	0.103566	0.0994597	0.108518	0.142953	0.202015	0.158283	0.15085	0.146736	0.0994854	0.092541	0.106579	0.272329	0.0338539	0.095441	0.023	0.0947661	0.0161211	0.0264464	0.138487	0.0495932	0.0635857	0.0205898	0.043213	0.00680905	0.0261277	0.0243606	0.0247827	0.00570583	0.0742102	0.0415346	0.0586058	0.0179184	0.21832	0.580927	1.04768	2.15307	0.208451	0.37758	0.0859045	0.328065	0.356007	4.017982
1127	1	-13990.7	-13996.5	5.80272	1.699578	0.125693	0.102952	0.126558	0.12641	0.130428	0.0814814	0.140074	0.0887773	0.111047	0.255702	0.102897	0.104524	0.0941131	0.126517	0.117657	0.156993	0.175146	0.148785	0.130388	0.0972979	0.112895	0.0781287	0.237837	0.0816794	0.0201934	0.00954936	0.0558211	0.0653995	0.108088	0.026757	0.0945537	0.0702165	0.0464355	0.0163801	0.049187	0.0412659	0.0603938	0.0259743	0.00989885	0.0397153	0.00282116	0.0164096	0.0143175	0.254573	0.618724	1.06027	2.06643	0.207816	0.385688	0.0869733	0.319522	0.3957919	3.827357
1128	0	-13991.5	-13992.1	0.563734	1.332246	0.17584	0.143747	0.130958	0.142476	0.148036	0.0871483	0.186151	0.09204	0.129963	0.218793	0.0938859	0.118036	0.124272	0.133563	0.181243	0.164243	0.198131	0.17964	0.166028	0.133776	0.134283	0.0971842	0.239644	0.0465652	0.0802481	0.0234362	0.0812988	0.0174033	0.00684448	0.109371	0.0766414	0.0840603	0.0594466	0.0069246	0.0162324	0.0512792	0.0304779	0.0244132	0.00773852	0.060664	0.0228026	0.0480694	0.0178621	0.198207	0.558024	1.03884	2.20493	0.20184	0.388965	0.0912313	0.317963	0.3273117	4.29086
1129	1	-13994.3	-14001.4	7.05027	1.63514	0.189022	0.133687	0.0974716	0.0882914	0.138761	0.0930075	0.175739	0.0880229	0.119111	0.200295	0.0892143	0.0818103	0.0984499	0.0872181	0.114854	0.153579	0.130917	0.123314	0.133627	0.0952476	0.103281	0.0945233	0.217893	0.0476078	0.0528285	0.0250867	0.0345074	0.0597675	0.0726016	0.0365193	0.110582	0.0658982	0.0464355	0.0269717	0.00999239	0.0450206	0.0424078	0.0293393	0.0404218	0.0233537	0.00539894	0.0251671	0.0469177	0.245464	0.609607	1.05746	2.08747	0.212644	0.368627	0.0923347	0.326394	0.373729	3.694163
1130	0	-13974.3	-13978.9	4.63645	1.474608	0.161054	0.100394	0.130958	0.0993162	0.148365	0.0820198	0.1754	0.0973811	0.108731	0.236505	0.0881299	0.110973	0.132898	0.118219	0.129812	0.163014	0.165798	0.166	0.159531	0.104327	0.102501	0.0724546	0.227391	0.046366	0.0667714	0.0211972	0.0895367	0.0366941	0.0431964	0.107876	0.0850551	0.0704158	0.0318441	0.00800509	0.011578	0.0331403	0.022571	0.0307168	0.0135824	0.0332499	0.0314191	0.0246034	0.021866	0.221373	0.584275	1.0489	2.14546	0.202436	0.381385	0.0915832	0.324596	0.3716798	3.910858
1131	1	-13974	-13979.4	5.37673	1.580632	0.189022	0.128665	0.108934	0.11465	0.140637	0.0994697	0.12362	0.0880229	0.114328	0.226221	0.0816201	0.09556	0.115119	0.116943	0.135841	0.147136	0.157656	0.144733	0.142024	0.0884287	0.117869	0.0825949	0.251674	0.0694106	0.0490903	0.020389	0.0312016	0.0450084	0.101612	0.0365193	0.0833425	0.0929036	0.0420604	0.00925541	0.017878	0.0441736	0.0429798	0.0175105	0.0178792	0.039449	0.0259097	0.0393699	0.0170483	0.237514	0.60145	1.05483	2.10621	0.205049	0.371508	0.0888369	0.334606	0.3785827	3.853759
1132	0	-13983.6	-13988.4	4.77978	1.641092	0.172134	0.105614	0.13137	0.113659	0.122015	0.121854	0.188388	0.0791302	0.124247	0.183254	0.0738649	0.0987066	0.105047	0.139251	0.151388	0.158806	0.180136	0.159178	0.135135	0.113028	0.127195	0.0809008	0.228012	0.0450554	0.0679452	0.0301371	0.0674568	0.0380642	0.0229588	0.140186	0.0375689	0.0630988	0.0237206	0.036865	0.0069079	0.0266184	0.0228467	0.0273015	0.0125978	0.05455	0.0517295	0.0218064	0.0322953	0.246319	0.610472	1.05773	2.08547	0.200162	0.382766	0.0907744	0.326298	0.3839386	3.922024
1133	1	-13984.1	-13989.9	5.77471	1.670638	0.127812	0.129081	0.148608	0.0902957	0.142355	0.0948712	0.181091	0.0990022	0.125186	0.244123	0.0859427	0.111669	0.129582	0.112156	0.115394	0.129278	0.175005	0.154503	0.160745	0.0930411	0.10075	0.0874442	0.176207	0.0488161	0.0381191	0.0388734	0.0382638	0.0466739	0.0904949	0.0288988	0.0744974	0.0763679	0.0466543	0.015984	0.0193523	0.0294298	0.0588074	0.0198854	0.0341321	0.0375669	0.036669	0.0148867	0.0179456	0.25052	0.614697	1.05905	2.07573	0.216771	0.375388	0.0857979	0.322043	0.3788641	3.826462
1134	0	-13988.6	-13993.1	4.49388	1.776495	0.171775	0.128324	0.128415	0.128341	0.100397	0.137582	0.185419	0.0830704	0.11602	0.217362	0.0822931	0.0924602	0.105116	0.1113	0.129427	0.15552	0.180136	0.143675	0.148569	0.0879876	0.137918	0.0979574	0.22882	0.0625624	0.0859013	0.0102173	0.072415	0.0409616	0.0246634	0.140575	0.0404066	0.0518087	0.0318163	0.0404765	0.0180967	0.038583	0.0304036	0.0275087	0.017894	0.0672937	0.0143317	0.0425884	0.0109838	0.265052	0.628927	1.06324	2.04278	0.211259	0.36924	0.0866899	0.332811	0.3736422	3.967373
1135	1	-13987.8	-13990.3	2.52069	1.886057	0.163177	0.131323	0.114968	0.14098	0.143622	0.108409	0.162522	0.0890011	0.127036	0.245988	0.0884388	0.088529	0.149471	0.119102	0.15989	0.138084	0.201535	0.136316	0.195151	0.0682325	0.145904	0.104655	0.255847	0.0768225	0.0435411	0.0306408	0.0452958	0.0523766	0.112786	0.0243653	0.0888491	0.0781515	0.0297556	0.0202104	0.0163935	0.0610918	0.034979	0.0417784	0.0261583	0.0213618	0.0241459	0.0321348	0.0371173	0.279283	0.642323	1.06686	2.01154	0.209171	0.372908	0.0946907	0.32323	0.3710146	4.176137
1136	0	-13999.2	-13998.5	-0.755695	1.336317	0.192056	0.117071	0.13037	0.114355	0.15362	0.114807	0.164108	0.0835429	0.102743	0.266769	0.0983128	0.124643	0.128639	0.125534	0.184538	0.191846	0.239158	0.194556	0.1653	0.0920841	0.110559	0.0678208	0.284906	0.0617566	0.0802069	0.0231767	0.0696905	0.0711664	0.0196263	0.144755	0.0758127	0.101323	0.031986	0.0046398	0.012997	0.0397824	0.0220837	0.0504807	0.00824589	0.062488	0.0271306	0.0587016	0.0102783	0.198894	0.558832	1.03917	2.20311	0.218233	0.369135	0.0905122	0.32212	0.3261392	4.423666
1137	1	-13985.8	-13988.7	2.93708	1.820725	0.165556	0.146858	0.151415	0.112807	0.172023	0.113974	0.145077	0.112003	0.142218	0.206513	0.0912105	0.124604	0.126166	0.0996003	0.137613	0.175063	0.159606	0.153704	0.144363	0.084892	0.107963	0.0960664	0.222492	0.067281	0.03991	0.0117099	0.0400896	0.0849348	0.124045	0.0219577	0.0882614	0.0946089	0.0288096	0.0232903	0.0330656	0.0418003	0.0705186	0.0198298	0.0321116	0.0418102	0.0215177	0.0313479	0.0191942	0.270893	0.634487	1.06478	2.02984	0.204448	0.372934	0.0927913	0.329827	0.3810534	4.127881
1138	0	-13995.3	-13997.2	1.89734	1.252125	0.248127	0.0955464	0.136618	0.130734	0.126849	0.0971613	0.14696	0.0877374	0.125015	0.218985	0.107	0.110429	0.115639	0.117518	0.1364	0.194762	0.21756	0.164245	0.174152	0.103242	0.112839	0.0854146	0.253107	0.0248172	0.0257366	0.0204431	0.0535995	0.0294682	0.0389628	0.133194	0.0926679	0.0798521	0.0102497	0.00493361	0.0201735	0.0173313	0.0474264	0.0220073	0.0397489	0.0449962	0.0457454	0.0441962	0.0377788	0.184372	0.541326	1.03181	2.24249	0.208036	0.377503	0.0879726	0.326489	0.3515177	4.13937
1139	1	-13986.4	-13988.2	1.84182	1.498779	0.147216	0.161039	0.112063	0.123062	0.153751	0.0717674	0.1684	0.099031	0.129138	0.208004	0.137876	0.0988182	0.140099	0.106283	0.172839	0.197281	0.175883	0.153137	0.156509	0.0851531	0.12886	0.106547	0.285146	0.10626	0.0393228	0.0217357	0.0458877	0.0569224	0.0929956	0.03136	0.0890148	0.0789789	0.0288096	0.00714613	0.0144074	0.0445341	0.054762	0.0190091	0.0270186	0.0261293	0.0309844	0.0218217	0.0394083	0.225134	0.588353	1.05035	2.13616	0.197456	0.390739	0.0905197	0.321286	0.361217	4.19441
1140	0	-13987.4	-13987.7	0.243849	1.387799	0.203007	0.124173	0.136166	0.129543	0.12501	0.11571	0.151318	0.137077	0.116678	0.244108	0.142434	0.124867	0.138781	0.147448	0.153331	0.155925	0.159466	0.178576	0.17149	0.126943	0.10972	0.117961	0.24291	0.0380871	0.0603497	0.0108177	0.0785855	0.0436888	0.0267195	0.11848	0.0569834	0.0870852	0.0427954	0.0263593	0.0168993	0.0394047	0.0217567	0.0453963	0.0281763	0.048875	0.0350998	0.0436158	0.0123643	0.207458	0.568749	1.04309	2.1807	0.197099	0.388216	0.0866588	0.328026	0.3689665	4.334181
1141	1	-13992.9	-13996.7	3.76597	1.493578	0.166779	0.119531	0.109698	0.127256	0.135792	0.107593	0.156612	0.0941186	0.115965	0.24635	0.0956841	0.104908	0.108171	0.111758	0.157392	0.189101	0.162005	0.170646	0.15905	0.107427	0.10489	0.105888	0.266973	0.0515371	0.00675717	0.0112548	0.0493006	0.0645914	0.069526	0.047793	0.068708	0.0891083	0.0256861	0.0117786	0.0454717	0.0240258	0.0501092	0.0233558	0.00169841	0.051756	0.032075	0.031119	0.0218895	0.224329	0.587484	1.05004	2.13814	0.204301	0.399085	0.0871096	0.309504	0.3796071	4.001128
1142	0	-13986.5	-13988.9	2.43781	1.66854	0.191352	0.109706	0.100893	0.131766	0.160252	0.0811889	0.179634	0.107324	0.121156	0.247193	0.0799116	0.106978	0.118102	0.139876	0.131942	0.150174	0.148173	0.177345	0.187622	0.0753779	0.110102	0.116254	0.239829	0.0311059	0.0643549	0.0258875	0.133596	0.0471274	0.0270225	0.129325	0.047497	0.0792251	0.0451699	0.0367712	0.0199822	0.0466287	0.0341441	0.0352734	0.0109947	0.060881	0.0100189	0.0519269	0.0107938	0.250224	0.614401	1.05896	2.07642	0.210394	0.387348	0.0872648	0.314993	0.354053	4.159878
1143	1	-13986.7	-13988.4	1.6878	1.606666	0.173624	0.123894	0.149187	0.112667	0.162494	0.0995065	0.144138	0.0846426	0.126011	0.27076	0.109705	0.11488	0.136889	0.114907	0.146612	0.182274	0.201805	0.191954	0.147011	0.0821741	0.100012	0.100957	0.253942	0.0596284	0.0116155	0.033479	0.063602	0.03876	0.15995	0.0493167	0.0677092	0.0658486	0.0224894	0.0189317	0.0237333	0.0520638	0.0599685	0.0111697	0.028954	0.0180882	0.0398222	0.0333636	0.0378945	0.24134	0.605399	1.05612	2.09714	0.199338	0.386606	0.0860373	0.328019	0.3723555	4.226432
1144	0	-13983.6	-13985.1	1.51016	1.620467	0.209377	0.127384	0.134639	0.129812	0.184722	0.103892	0.157039	0.105568	0.120715	0.259401	0.108197	0.0999781	0.128477	0.129395	0.144085	0.161831	0.23584	0.150755	0.159085	0.0790222	0.110831	0.105369	0.243946	0.0433691	0.0448652	0.0118484	0.100773	0.0418104	0.0190582	0.115467	0.0443986	0.0675536	0.0294534	0.0278548	0.00953678	0.0442629	0.0480531	0.0355216	0.00330458	0.0360374	0.0363654	0.0664861	0.0307623	0.243347	0.607453	1.05678	2.09242	0.223806	0.369821	0.0860656	0.320308	0.3722566	4.246145
1145	1	-13982.4	-13985.3	2.95869	1.476473	0.183321	0.105755	0.130985	0.112667	0.135394	0.0952239	0.157431	0.0823789	0.113943	0.255409	0.0844467	0.112661	0.133401	0.117401	0.139587	0.164933	0.154982	0.171015	0.156277	0.090231	0.0939113	0.0921906	0.303336	0.0912363	0.0499245	0.0194467	0.0499352	0.0574814	0.12556	0.0349662	0.0584062	0.0746263	0.0182056	0.0398381	0.0114984	0.0327391	0.046003	0.0206882	0.0279534	0.0316901	0.0166786	0.0402493	0.0449472	0.221665	0.584593	1.04901	2.14473	0.207562	0.381993	0.0891116	0.321333	0.4042466	4.078954
1146	0	-13978.2	-13983.2	4.97058	1.619739	0.176633	0.0985097	0.128479	0.0938135	0.157276	0.106418	0.148712	0.103108	0.120109	0.2112	0.108516	0.0797418	0.12548	0.0831044	0.132789	0.160004	0.162918	0.16009	0.149936	0.094335	0.132553	0.103939	0.21597	0.0380694	0.0686726	0.0165879	0.0702901	0.0302219	0.0420818	0.138677	0.0832358	0.0854774	0.0332044	0.0167572	0.013072	0.0384234	0.0139483	0.0226916	0.00789549	0.0572012	0.0195036	0.0388235	0.0115297	0.243241	0.607345	1.05674	2.09267	0.207106	0.379108	0.0883451	0.325441	0.3905141	3.9
1147	1	-13983.4	-13986.5	3.17737	1.484617	0.17887	0.111535	0.137068	0.111882	0.139349	0.0946445	0.135402	0.085221	0.114785	0.234223	0.0910861	0.124416	0.104341	0.111477	0.161296	0.143338	0.199521	0.147077	0.170016	0.11414	0.0871213	0.0810285	0.287892	0.0785898	0.0198983	0.0195487	0.0337201	0.0985999	0.11842	0.0213347	0.080523	0.0919612	0.0292102	0.0125757	0.0351062	0.0356573	0.0477481	0.0280236	0.0193054	0.0444127	0.0169159	0.0277634	0.0334337	0.222936	0.585976	1.04951	2.14158	0.195903	0.389705	0.0841907	0.330202	0.3767062	4.058477
1148	0	-13992.8	-13995.8	3.02869	1.453521	0.179747	0.116898	0.133951	0.114696	0.13419	0.104862	0.141778	0.104902	0.09835	0.260319	0.0848792	0.119775	0.112566	0.123604	0.179048	0.158998	0.19045	0.133696	0.15073	0.132619	0.0966177	0.122343	0.217349	0.0410033	0.0629084	0.00362444	0.0672442	0.0375034	0.0198053	0.144576	0.0627261	0.0655739	0.0357103	0.0129342	0.0238758	0.0236016	0.0270463	0.0270878	0.00651374	0.0800814	0.0205612	0.0490631	0.0441373	0.218052	0.580633	1.04757	2.15374	0.193981	0.389608	0.0808486	0.335562	0.3948602	4.067947
1149	1	-13985.9	-13989.4	3.42598	1.454253	0.233599	0.0872872	0.134364	0.127446	0.178005	0.0929105	0.16237	0.118186	0.130678	0.247741	0.0851299	0.100428	0.0924949	0.103044	0.134669	0.139524	0.146599	0.171472	0.161676	0.0748177	0.127764	0.101008	0.223119	0.0780604	0.0340832	0.0228468	0.0412847	0.0540681	0.132538	0.0182599	0.0687732	0.0667271	0.0536036	0.0185963	0.0146697	0.029995	0.0578643	0.0183972	0.0227551	0.0501529	0.0356948	0.014228	0.021415	0.218168	0.58076	1.04762	2.15345	0.200505	0.375045	0.0880771	0.336372	0.3819697	4.028347
1150	0	-13985.5	-13987.4	1.97647	1.814776	0.178142	0.129516	0.167427	0.109616	0.139242	0.10317	0.161079	0.0884983	0.129826	0.19166	0.088092	0.105009	0.10648	0.133898	0.13085	0.172738	0.19683	0.1646	0.159689	0.116595	0.118843	0.092367	0.290868	0.053549	0.0638181	0.0186089	0.08605	0.0274524	0.0428212	0.138207	0.0674005	0.0669739	0.0303265	0.0391439	0.0175501	0.0444292	0.0409701	0.013654	0.0173725	0.0800814	0.0385671	0.0336288	0.0276696	0.270115	0.633752	1.06458	2.03155	0.200908	0.380474	0.0949258	0.323691	0.3759082	4.223311
1151	1	-13985	-13987.5	2.45156	1.602959	0.143905	0.136419	0.115772	0.121056	0.130257	0.0953552	0.154304	0.0939685	0.0953423	0.264565	0.0999772	0.114684	0.10656	0.13032	0.173731	0.185415	0.171473	0.163314	0.158548	0.117119	0.131439	0.114284	0.213331	0.0901946	0.0233492	0.0284614	0.0512991	0.0767982	0.146133	0.0362754	0.0736949	0.0893356	0.028986	0.0134487	0.0248972	0.0396754	0.0446806	0.00909697	0.0349109	0.0360278	0.0356948	0.0161054	0.0193219	0.240798	0.604843	1.05594	2.09842	0.205898	0.377038	0.0802627	0.336801	0.372189	4.149526
1152	0	-13987.6	-13988.8	1.20079	1.288662	0.223207	0.13145	0.152758	0.112676	0.147867	0.111602	0.130776	0.111814	0.127938	0.215844	0.103367	0.100175	0.148409	0.112982	0.165433	0.144792	0.185004	0.167726	0.142209	0.106765	0.0927688	0.0884032	0.223955	0.0339486	0.0869014	0.0285494	0.0879922	0.0472581	0.0228558	0.147611	0.0604612	0.0991404	0.0409993	0.0166924	0.0324494	0.0444292	0.0612701	0.0200028	0.0174693	0.0388598	0.0241491	0.0534212	0.00518801	0.190754	0.549131	1.03516	2.22496	0.208934	0.385014	0.0824879	0.323564	0.3585411	4.217571
1153	1	-13991.3	-13994.9	3.63425	1.671174	0.204244	0.121346	0.125004	0.110739	0.126768	0.0918513	0.1677	0.121286	0.0971357	0.202604	0.0925539	0.0830228	0.120831	0.104553	0.176598	0.194386	0.147603	0.167772	0.176121	0.0924767	0.135117	0.0801201	0.228964	0.0640867	0.0294584	0.019093	0.055558	0.0538445	0.0924589	0.0216314	0.0715832	0.0679438	0.0386301	0.0204134	0.0327121	0.0210972	0.0688575	0.014201	0.0105379	0.0664053	0.0345405	0.0259472	0.0627825	0.250596	0.614773	1.05907	2.07556	0.211523	0.386119	0.0918138	0.310544	0.366694	4.040578
1154	0	-13993.4	-13995.2	1.81796	1.482411	0.223498	0.151608	0.134534	0.115185	0.144956	0.092195	0.168666	0.0864739	0.119139	0.230032	0.113005	0.117875	0.133661	0.123062	0.173421	0.149757	0.141996	0.189846	0.156744	0.102601	0.117284	0.101995	0.246704	0.0377799	0.066737	0.0274512	0.0844664	0.0321158	0.017053	0.0889791	0.0563341	0.0662033	0.0388176	0.0330254	0.016465	0.038463	0.0451413	0.0563364	0.024985	0.0265757	0.0163695	0.0475165	0.0389889	0.222593	0.585602	1.04937	2.14243	0.221353	0.361873	0.0897262	0.327047	0.3396532	4.194042
1155	1	-13983.2	-13985.8	2.59492	1.848644	0.184563	0.108399	0.105367	0.131131	0.130757	0.0988919	0.150343	0.0879242	0.125739	0.220921	0.102449	0.116946	0.12986	0.100595	0.161575	0.174761	0.218742	0.151386	0.154809	0.106133	0.122258	0.102255	0.306363	0.0550697	0.0325794	0.00880909	0.0529008	0.091953	0.122415	0.0413123	0.0778693	0.0708513	0.0411964	0.0389937	0.0280328	0.03126	0.0462337	0.0013068	0.0256479	0.0292998	0.032794	0.0166813	0.0276245	0.274512	0.637889	1.0657	2.0219	0.205605	0.382813	0.0891894	0.322393	0.3603557	4.164998
1156	0	-13985.1	-13988.2	3.11398	1.375347	0.161614	0.105319	0.117346	0.115185	0.138802	0.0976233	0.156946	0.10424	0.142699	0.261076	0.0879604	0.0917771	0.142595	0.094775	0.200152	0.150857	0.148038	0.150746	0.156744	0.0875892	0.128979	0.0832442	0.210944	0.051972	0.0631279	0.014265	0.0714434	0.0318926	0.0347837	0.13475	0.0551673	0.074698	0.0411316	0.0281528	0.025616	0.0309759	0.0256101	0.0459932	0.0214539	0.0481454	0.0304779	0.0502438	0.0295588	0.205408	0.566401	1.04218	2.18601	0.192149	0.372219	0.0902541	0.345377	0.3586702	4.04471
1157	1	-13986	-13987.1	1.11448	1.388679	0.207064	0.11006	0.116043	0.127764	0.138695	0.101453	0.176849	0.0859734	0.123938	0.244168	0.11219	0.109937	0.134914	0.132777	0.175867	0.187589	0.21007	0.148835	0.156731	0.0900597	0.122044	0.102245	0.238256	0.0818512	0.0475583	0.0309731	0.0502986	0.0937973	0.121945	0.0429989	0.0778693	0.0501309	0.0420765	0.0353332	0.00153505	0.037031	0.0543191	0.000517439	0.0167466	0.027174	0.0279032	0.0294759	0.0242348	0.207602	0.568913	1.04316	2.18033	0.208529	0.373658	0.088254	0.329559	0.3678138	4.24729
1158	0	-13989.3	-13991.1	1.74699	1.47607	0.22068	0.114315	0.128526	0.109037	0.160809	0.10458	0.179825	0.0973821	0.108219	0.235095	0.0899043	0.102889	0.131917	0.0918273	0.159852	0.19354	0.145479	0.182673	0.159068	0.1185	0.13965	0.099985	0.234533	0.028062	0.10952	0.0347053	0.0817129	0.0807846	0.0242504	0.107952	0.0665048	0.0619351	0.0469523	0.0157203	0.00816026	0.0289703	0.0329294	0.0294339	0.00592876	0.0418503	0.0267944	0.0500762	0.00952737	0.221602	0.584524	1.04898	2.14489	0.196372	0.393573	0.0901393	0.319915	0.3526513	4.200055
1159	1	-13991.8	-13992.3	0.528292	1.641373	0.21753	0.1231	0.106456	0.152243	0.151743	0.103828	0.166887	0.0973335	0.1301	0.304449	0.0802666	0.101345	0.120791	0.102653	0.169462	0.203868	0.179815	0.151599	0.178527	0.0993547	0.104399	0.122649	0.264786	0.107257	0.0460002	0.00205703	0.0481709	0.0936128	0.1402	0.0302193	0.0853078	0.0808138	0.0456221	0.0184198	0.00780677	0.0373423	0.0528968	0.00381832	0.0062773	0.0272445	0.0346191	0.0294856	0.0168562	0.246359	0.610513	1.05775	2.08538	0.205969	0.388928	0.0874162	0.317687	0.3748833	4.347211
1160	0	-13998.3	-14003.5	5.17028	2.009921	0.176753	0.100309	0.107686	0.119961	0.140355	0.10458	0.168008	0.087251	0.129102	0.211363	0.0959893	0.107998	0.0882646	0.151165	0.166576	0.117331	0.173648	0.183745	0.149928	0.0731817	0.130132	0.128101	0.203702	0.0480311	0.0675874	0.0147049	0.111053	0.0406445	0.0322107	0.0880948	0.0590404	0.0853407	0.0361591	0.0185476	0.0108541	0.0261015	0.0198683	0.0242485	0.00660499	0.0453399	0.0159814	0.0434042	0.0132539	0.294456	0.656064	1.07024	1.97924	0.208114	0.375239	0.0871135	0.329534	0.3989601	3.922203
1161	1	-13989.5	-13992.7	3.21774	1.430686	0.206813	0.101346	0.137573	0.154621	0.161246	0.0976158	0.160603	0.0965534	0.111379	0.242479	0.0824912	0.0849266	0.127502	0.0910508	0.136292	0.149822	0.165935	0.161947	0.137184	0.0841283	0.125652	0.113864	0.222056	0.0852694	0.0407442	0.0443032	0.0558967	0.0684558	0.1402	0.0253353	0.0630371	0.0630841	0.0316248	0.0314343	0.00700741	0.0241644	0.0389825	0.0157564	0.0134548	0.0392437	0.0220087	0.0454836	0.0363537	0.214414	0.576597	1.04608	2.16291	0.199876	0.381865	0.0878347	0.330424	0.3723505	4.044919
1162	0	-13993.1	-13997.7	4.62253	1.615779	0.17494	0.107244	0.134549	0.1178	0.149469	0.0743273	0.147372	0.0828089	0.129063	0.218514	0.0749678	0.125873	0.117359	0.0928916	0.130276	0.11371	0.153622	0.174353	0.137627	0.0869947	0.102392	0.132436	0.20874	0.0440503	0.0680454	0.0171308	0.0973856	0.0536185	0.0417355	0.147333	0.0763894	0.0668127	0.0331707	0.0205984	0.0324883	0.0215745	0.0445715	0.0381809	0.00632273	0.0666198	0.0244689	0.0396468	0.00677658	0.242667	0.606758	1.05655	2.09402	0.220461	0.355309	0.0860421	0.338188	0.3819966	3.93425
1163	1	-14000.9	-14000.3	-0.56501	1.633637	0.192418	0.138496	0.173193	0.131937	0.181977	0.122864	0.190792	0.0967499	0.108937	0.259962	0.099165	0.0751139	0.136714	0.127839	0.130372	0.14454	0.181454	0.18147	0.21267	0.100634	0.131782	0.101305	0.245519	0.102467	0.0495313	0.0553721	0.0520351	0.056555	0.140716	0.0353077	0.0851091	0.0775031	0.0417729	0.0122053	0.000635254	0.0691462	0.0254689	0.0232907	0.0261334	0.034727	0.0144834	0.0571934	0.0299275	0.245248	0.609388	1.05739	2.08797	0.215501	0.374827	0.0933332	0.316339	0.3729832	4.455485
1164	0	-13980.4	-13983.4	3.04208	1.611161	0.186698	0.119056	0.124428	0.09975	0.15232	0.0927219	0.131831	0.0955781	0.107172	0.259076	0.0950214	0.0945889	0.134143	0.110526	0.16592	0.133576	0.193864	0.179975	0.140668	0.0844835	0.102392	0.0813196	0.275273	0.0393506	0.0971036	0.0156002	0.108501	0.032915	0.0391819	0.110487	0.0872516	0.060732	0.0378192	0.033645	0.0186861	0.0240066	0.0420534	0.0285512	0.0074753	0.0619498	0.02437	0.04286	0.0187207	0.241995	0.606071	1.05633	2.0956	0.213221	0.382226	0.0897865	0.314766	0.3875318	4.091642
1165	1	-13984.1	-13986.3	2.21977	1.554502	0.21273	0.108375	0.133426	0.124694	0.142109	0.110342	0.189629	0.0956332	0.102831	0.200096	0.099165	0.10065	0.138479	0.103823	0.18042	0.151691	0.209568	0.165166	0.159613	0.0987606	0.125178	0.0905949	0.250872	0.0743749	0.0336796	0.0622962	0.0414942	0.0772051	0.0988544	0.0361724	0.0779115	0.0958144	0.0417729	0.00194763	0.00299393	0.0631676	0.0245705	0.00980605	0.0217453	0.0310031	0.0283456	0.0153695	0.033147	0.23362	0.597384	1.05347	2.11553	0.212521	0.374714	0.0873101	0.325455	0.354074	4.165518
1166	0	-13990.7	-13994.2	3.53407	1.514328	0.167627	0.135868	0.133063	0.105499	0.137551	0.079669	0.154334	0.107618	0.140453	0.225279	0.0990454	0.0952733	0.0906094	0.122387	0.132857	0.179567	0.160751	0.140127	0.175491	0.0670588	0.0885581	0.10209	0.230925	0.0309818	0.0765729	0.0208209	0.092884	0.0387684	0.0456038	0.108699	0.0798691	0.0990149	0.0478388	0.0350681	0.0296527	0.0345768	0.0324478	0.0301016	0.0268129	0.0322771	0.0196328	0.0698356	0.00458294	0.227527	0.590924	1.05125	2.1303	0.214869	0.368696	0.0852874	0.331147	0.3537415	4.027742
