Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
7490	-14372.1	-14255.6	-116.53	0.2443593	0.9016	0.606922	1.10048	0.803482	0.854412	0.80391	0.859393	1.00362	1.03042	0.558202	0.313756	0.46415	0.480682	0.406979	0.508817	0.492984	0.492036	0.299451	0.298337	0.246918	0.345408	0.162152	0.971995	0.103703	0.0379655	0.0578615	0.232377	0.0704431	0.00424286	0.0572256	0.0274498	0.00909293	0.017635	0.00439551	0.115899	0.0457945	0.0160802	0.0097689	0.0133797	0.0192869	0.0428969	0.00925104	0.0569036	0.0348343	0.112714	0.0651996	0.00428872	0.766472	0.0164912	0.00185921	0.0626477	0.489438	3.44605	0.374397	0.332202	0.0981954	0.195206	14.95776
7500	-14373.9	-14274.6	-99.301	0.2290981	0.818631	0.534132	0.667676	0.555597	0.814314	0.789667	0.730686	0.950231	0.804866	0.524096	0.32169	0.425726	0.52607	0.323693	0.508817	0.423458	0.451342	0.235327	0.250037	0.190248	0.359727	0.132278	1.02568	0.114554	0.0095017	0.00433303	0.232579	0.0955427	0.0351873	0.0237967	0.027405	0.00643269	0.0156733	0.0225853	0.121173	0.0339116	0.0160802	0.0028222	0.0535954	0.0265684	0.00293459	0.0141602	0.0120385	0.0355446	0.107152	0.0625038	0.00567632	0.768157	0.0209659	0.00127639	0.0520672	0.455287	3.49137	0.375169	0.338805	0.102934	0.183092	13.23487
7510	-14372.7	-14268.4	-104.276	0.2405259	0.777214	0.738191	0.795726	0.567029	0.839268	0.786201	0.873334	1.0085	0.685697	0.502795	0.474429	0.572875	0.364448	0.363977	0.502764	0.494204	0.453773	0.262508	0.377394	0.219823	0.358687	0.162049	0.790486	0.0922122	0.0140762	0.0271208	0.251215	0.0393378	0.0161489	0.0357711	0.00481068	0.0444185	0.00318066	0.0269568	0.0207458	0.0899611	0.00706386	0.0159242	0.00442616	0.0194244	0.027854	0.00284142	0.0175464	0.029514	0.112597	0.0758341	0.00918763	0.75804	0.0148277	0.00169923	0.0599384	0.481076	3.45729	0.382788	0.33722	0.0980143	0.181978	13.73241
7520	-14365.2	-14259.9	-105.312	0.2411244	0.962504	0.60195	0.769714	0.604103	0.752214	0.660863	1.00553	0.88277	0.931949	0.617415	0.406644	0.431907	0.367973	0.442086	0.5592	0.491067	0.572889	0.327812	0.33245	0.316559	0.39674	0.142733	0.633032	0.170249	0.00911236	0.00361968	0.132374	0.0899605	0.00022606	0.0300009	0.00559776	0.01722	0.00451894	0.028005	0.038074	0.0125025	0.00831731	0.00463125	0.00798333	0.0106877	0.0230675	0.00194667	0.0277275	0.0260507	0.10815	0.0775079	0.00738434	0.763072	0.0178349	0.00172359	0.0603592	0.482391	3.45553	0.385557	0.332443	0.09833	0.18367	13.83593
7530	-14374.3	-14266.8	-107.489	0.2467525	0.840653	0.609567	0.693562	0.533488	0.885488	0.761619	0.832764	1.06199	1.05402	0.509207	0.36374	0.431069	0.491964	0.442086	0.450575	0.563304	0.486316	0.266644	0.289685	0.1866	0.38318	0.123211	0.820002	0.202158	0.0307034	0.00562802	0.227233	0.0872378	0.0412672	0.0363713	0.0145306	0.00211754	0.0210369	0.00267565	0.0377185	0.0716031	0.0554737	0.0272268	0.043328	0.00317238	0.0136189	0.0253178	0.0245639	0.0298088	0.114591	0.0707427	0.00369517	0.76578	0.0153821	0.00196385	0.0643549	0.494587	3.43909	0.37125	0.34124	0.103236	0.184273	14.05371
7540	-14366.6	-14257.6	-108.988	0.2270647	0.824397	0.591658	0.680956	0.647184	0.755077	0.909439	0.818127	1.11946	1.05191	0.493019	0.381724	0.539334	0.543534	0.379895	0.496201	0.502245	0.461039	0.309907	0.34431	0.241132	0.353021	0.113714	0.958536	0.0972009	0.0123561	0.00623238	0.123629	0.0618117	0.0271175	0.0421262	0.0113719	0.0183014	0.00625712	0.0191989	0.117116	0.000962466	0.0264314	0.00282068	0.0348353	0.0263567	0.0178796	0.00738305	0.0283758	0.0298458	0.125789	0.0702157	0.00372036	0.751875	0.0185543	0.00120936	0.050702	0.450562	3.49753	0.379112	0.340837	0.0949731	0.185079	14.20359
7550	-14373.2	-14255.1	-118.116	0.2508274	0.823081	0.720598	0.81751	0.726612	0.819559	0.836701	0.889507	1.12506	0.873627	0.455231	0.36801	0.534344	0.451846	0.454468	0.563196	0.646819	0.620913	0.398998	0.444613	0.307229	0.307307	0.17841	0.929901	0.0693648	0.0517879	0.0101066	0.194296	0.0607297	0.00347628	0.0602454	0.0113719	0.0207695	0.0127337	0.00191847	0.179541	0.0137925	0.00177526	0.000858128	0.0254182	0.0142258	0.0195483	0.00246201	0.0684034	0.030018	0.109887	0.0811092	0.00361441	0.760779	0.0145923	0.00215054	0.0672881	0.503227	3.42733	0.355337	0.354335	0.0917386	0.198589	15.11636
7560	-14364.6	-14247.6	-117.007	0.2353017	0.823081	0.613555	0.767737	0.650654	0.845647	0.821564	1.00301	1.18719	1.04499	0.571849	0.464655	0.566452	0.510986	0.358919	0.526269	0.667532	0.5457	0.317177	0.346347	0.2766	0.306965	0.112025	0.953872	0.0987999	0.0222408	0.012063	0.156093	0.0721867	0.00323889	0.0752384	0.01161	0.0136995	0.0258218	0.00847194	0.110642	0.0272642	0.00699989	0.0103789	0.0219428	0.00299072	0.0191338	0.00651037	0.0173468	0.0324806	0.117223	0.0722385	0.00654464	0.748428	0.0230853	0.00149604	0.0563	0.469447	3.47276	0.367708	0.3491	0.0912265	0.191966	15.00544
7570	-14370.1	-14258.8	-111.267	0.2329033	0.777598	0.657624	0.84567	0.583915	0.863221	0.696388	0.800383	1.04445	0.988604	0.570392	0.442833	0.588777	0.544552	0.409336	0.422208	0.592008	0.51952	0.328695	0.355239	0.25788	0.30058	0.148248	0.861771	0.0672151	0.107253	0.030217	0.192077	0.0620532	0.00547606	0.0465169	0.00221008	0.0202298	0.01548	0.0369987	0.108289	0.0272177	0.0113794	0.00984726	0.0219428	0.0203518	0.00335658	0.0217944	0.0216408	0.033626	0.137021	0.0716726	0.00583761	0.731044	0.0207985	0.00140838	0.0546518	0.464018	3.47992	0.35157	0.355857	0.0917496	0.200823	14.43144
7580	-14371.6	-14279.4	-92.1878	0.251368	0.755817	0.549355	0.74541	0.600137	0.640234	0.63506	0.767979	0.895414	0.593458	0.520273	0.382456	0.422545	0.426263	0.430595	0.548457	0.473632	0.435324	0.254955	0.332992	0.14332	0.282116	0.149387	0.77938	0.0735453	0.0412085	0.00239821	0.1827	0.102182	0.0124521	0.0397888	0.0306282	0.0470658	0.00746959	0.00457997	0.0638385	0.0488775	0.00712562	0.00190093	0.0202366	0.0422432	0.020838	0.00934111	0.000566356	0.0285226	0.143487	0.0748808	0.0127964	0.714746	0.0255671	0.00217613	0.0676796	0.504362	3.42578	0.371155	0.353516	0.0905481	0.184781	12.52354
7590	-14367.7	-14260	-107.743	0.2500718	0.846734	0.518265	0.714549	0.569259	0.770618	0.781263	0.734135	0.948137	0.983326	0.463819	0.375515	0.44844	0.579573	0.430595	0.472305	0.635741	0.618439	0.291993	0.355543	0.224951	0.474462	0.130127	1.06177	0.0869183	0.0203647	0.0219595	0.154829	0.0880869	0.00116187	0.0361048	0.0208623	0.0173633	0.0270876	0.0066131	0.0322677	0.0232134	0.00459427	0.00045514	0.0202366	0.0529902	0.0241887	0.00934111	0.000869191	0.0311968	0.135436	0.0805607	0.0110475	0.731816	0.00994277	0.00211511	0.0667418	0.501637	3.42951	0.36443	0.349827	0.0926825	0.193061	14.07906
7600	-14358.8	-14260.2	-98.6096	0.2429772	0.74472	0.644557	0.690952	0.519646	0.727583	0.686421	0.866064	0.953897	0.695189	0.469503	0.320793	0.431264	0.458056	0.480335	0.434765	0.528107	0.559675	0.284563	0.29845	0.231471	0.440911	0.159776	0.819699	0.105556	0.0231039	0.00612611	0.229908	0.0550444	0.00277322	0.103941	0.000631929	0.0465521	0.00529416	0.0036207	0.0114206	0.0175084	0.0299674	0.0138836	0.0220255	0.0118822	0.00330956	0.00131679	0.0254655	0.0324483	0.115012	0.078845	0.013435	0.749222	0.0110373	0.00180046	0.0616672	0.48644	3.45009	0.374584	0.326256	0.106043	0.193117	13.16573
7610	-14355.7	-14262.6	-93.1046	0.2590805	0.725623	0.553807	0.71671	0.55187	0.818699	0.664647	0.813206	0.687242	0.756146	0.49247	0.361089	0.396793	0.436253	0.372482	0.532542	0.513204	0.559675	0.263121	0.327596	0.258512	0.38328	0.138841	0.704792	0.105065	0.004192	0.000962721	0.12516	0.140451	0.00497784	0.00216322	0.00479246	0.0465521	0.00507049	0.0101878	0.0136806	0.0286192	0.0254804	0.00653989	0.0467469	0.0045855	0.00175566	0.00923516	0.000412124	0.0352885	0.123289	0.076866	0.00919193	0.742634	0.0127302	0.00256225	0.0733216	0.520248	3.40387	0.378698	0.34076	0.0952473	0.185294	12.61523
7620	-14365.4	-14261	-104.443	0.2420505	0.889153	0.709635	0.804327	0.631632	0.774481	0.710072	0.738972	0.889565	0.811533	0.503939	0.418603	0.591291	0.432337	0.423441	0.432765	0.568921	0.546139	0.289088	0.298626	0.241483	0.373159	0.165211	0.795404	0.100019	0.0219134	0.0180739	0.210453	0.0659954	0.00756809	0.00341446	0.0105134	0.00904679	0.0447985	0.0119885	0.0450103	0.0147093	0.099319	0.00248483	0.00113143	0.0021196	0.0205518	0.000897174	0.0192437	0.0358197	0.108313	0.0780276	0.0105698	0.753813	0.0134565	0.00176174	0.0610121	0.484419	3.45281	0.361925	0.336195	0.107723	0.194157	13.74903
7630	-14371.5	-14263	-108.479	0.2454391	0.893103	0.590498	0.750389	0.591049	0.906706	0.682149	0.912746	0.865335	0.95985	0.502043	0.296605	0.495907	0.495553	0.530047	0.602659	0.642137	0.439965	0.302389	0.289198	0.237031	0.419134	0.114986	0.909301	0.126656	0.0154878	0.00242016	0.127149	0.0756895	0.0606882	0.0224178	0.0408196	0.00427255	0.0331999	0.00210732	0.0493193	0.0562512	0.0153344	0.00210038	0.0187055	0.00464792	0.0450456	0.00305105	0.0185502	0.0338113	0.143219	0.0735659	0.00838288	0.731168	0.00985326	0.00190597	0.0634165	0.491768	3.44291	0.35708	0.357815	0.0919328	0.193172	14.15269
7640	-14366.5	-14262.3	-104.212	0.2376225	0.931145	0.593308	0.708507	0.667061	0.734605	0.686345	0.779132	1.04726	0.922733	0.524823	0.409093	0.414813	0.42704	0.426748	0.482346	0.596505	0.497258	0.250636	0.323861	0.268936	0.340288	0.203149	0.748205	0.121453	0.0025891	0.0319001	0.119873	0.0795437	0.015216	0.0205809	0.0183977	0.0295308	0.0135354	0.017378	0.0214906	0.0595239	0.0231714	0.0173076	0.086364	0.00452599	0.0259455	0.00257169	0.031265	0.0332888	0.138754	0.0741913	0.0135151	0.727325	0.0129266	0.00158422	0.0579084	0.474646	3.46586	0.372176	0.344525	0.0875383	0.195761	13.72596
7650	-14363.7	-14251.9	-111.764	0.2350848	0.933211	0.593539	0.829945	0.649938	0.900265	0.775774	0.858739	0.946664	0.932614	0.544	0.350697	0.478058	0.422928	0.498009	0.56876	0.535183	0.515768	0.361171	0.389153	0.268715	0.3616	0.130578	0.807536	0.115926	0.0366653	0.00178783	0.136071	0.0927806	0.000438348	0.0590193	0.062213	0.0270225	0.0159125	0.01152	0.0296677	0.0670183	0.021228	0.0231202	0.0452918	0.00328468	0.00934635	0.0245368	0.0454379	0.0362787	0.115476	0.0579393	0.0122505	0.767012	0.0110433	0.00148797	0.0561503	0.468959	3.4734	0.374354	0.336143	0.0975089	0.191994	14.48113
7660	-14365.7	-14260.2	-105.469	0.237957	0.857995	0.51811	0.7037	0.649938	0.786081	0.629567	0.828477	0.994863	0.905014	0.561198	0.357619	0.540911	0.492176	0.490091	0.52484	0.472342	0.401519	0.341025	0.329114	0.202247	0.394198	0.149489	0.792395	0.0626816	0.12027	0.00724118	0.253014	0.101881	0.0304961	0.0684748	0.029123	0.0135866	0.0174336	0.00448304	0.111086	0.0191253	0.00881031	0.00251247	0.0407837	0.00318631	0.0234272	0.00735641	0.00373966	0.0343736	0.11388	0.0704545	0.0136295	0.753683	0.0139793	0.0015972	0.0581413	0.475391	3.46487	0.352277	0.347555	0.101739	0.198429	13.85162
7670	-14358.4	-14256.5	-101.872	0.2380114	0.826707	0.676913	0.754075	0.649938	0.851264	0.666575	0.940052	0.802428	0.720267	0.547786	0.354347	0.542647	0.447626	0.410383	0.40405	0.483198	0.4553	0.284836	0.358944	0.184111	0.32489	0.182309	0.904919	0.0847711	0.0201719	0.00467516	0.163045	0.126843	0.000831262	0.050592	0.00908799	0.0132159	0.0133618	0.0125996	0.109965	0.0127025	0.0154997	0.00317165	0.0351846	0.00808895	0.0121112	0.00686322	0.0156308	0.0328612	0.117246	0.0758835	0.0148306	0.747461	0.0117176	0.00159932	0.0581792	0.475512	3.46471	0.364476	0.338845	0.101078	0.195601	13.49198
7680	-14365.6	-14271.5	-94.057	0.2617111	0.611471	0.583992	0.607384	0.564477	0.700571	0.682002	0.809911	0.951836	0.735785	0.560875	0.314968	0.425961	0.470683	0.348887	0.479459	0.437357	0.443708	0.289951	0.373593	0.216509	0.399123	0.147278	0.924213	0.101623	0.0118831	0.0196243	0.131556	0.0567878	0.0372784	0.0076952	0.0168107	0.0126283	0.0557125	0.00116014	0.0645561	0.0101627	0.01871	0.00631286	0.00886022	0.00390702	0.0453976	0.00619201	0.0136102	0.0271405	0.127017	0.0856891	0.0156786	0.725672	0.018802	0.00270308	0.0752683	0.525541	3.39649	0.368386	0.34379	0.098093	0.189731	12.71046
7690	-14365.3	-14260.5	-104.778	0.2372891	0.933769	0.545367	0.743067	0.512991	0.799176	0.871181	0.951696	0.891271	0.938338	0.491562	0.349234	0.425961	0.423368	0.499961	0.533123	0.516729	0.399415	0.307688	0.273229	0.233943	0.354106	0.117866	0.998396	0.0821332	0.0451846	0.0143444	0.140207	0.098731	0.0109868	0.0183904	0.0104356	0.00805619	0.0020588	0.00103547	0.0821342	0.0229775	0.0240548	0.00844224	0.0358717	0.0164427	0.0196628	0.0245153	0.00551104	0.0308586	0.124944	0.0833055	0.0121391	0.731918	0.0168348	0.00157135	0.0576765	0.473903	3.46685	0.357627	0.353857	0.0974513	0.191065	13.78261
7700	-14377.4	-14279.4	-97.9157	0.2477233	0.678763	0.536368	0.722985	0.503537	0.697148	0.750866	0.980278	0.950116	0.907056	0.506852	0.39786	0.487997	0.495194	0.347434	0.34962	0.58387	0.421319	0.237055	0.325203	0.197261	0.317588	0.0779116	0.876791	0.0943727	0.0408641	0.00594248	0.127098	0.0918357	0.0270873	0.0468969	0.015207	0.0549165	0.00474829	0.00107161	0.0180377	0.05471	0.00848269	0.0393166	0.0307008	0.00407496	0.0195468	0.0420173	0.0203351	0.0361583	0.127979	0.0683917	0.0085402	0.741862	0.017069	0.00200734	0.0650507	0.49666	3.43628	0.380831	0.338224	0.0953767	0.185568	13.09633
7710	-14378.7	-14275.6	-103.143	0.2253527	0.736109	0.479954	0.858289	0.45394	0.688052	0.766264	0.664297	0.981169	0.855719	0.601755	0.364253	0.398505	0.490709	0.502746	0.559081	0.392087	0.53779	0.321899	0.394142	0.258294	0.380155	0.144533	0.979596	0.115088	0.0124335	0.00556061	0.249455	0.0259722	0.00968293	0.0562695	0.00540909	0.0039597	0.0173398	0.0563608	0.0702899	0.00968753	0.0588893	0.0108487	0.0565798	0.0173671	0.0167383	0.00247726	0.00930903	0.0306997	0.122822	0.0705317	0.00787321	0.755377	0.0126964	0.00115479	0.0495616	0.446551	3.50273	0.387072	0.330812	0.0922192	0.189897	13.61906
7720	-14361.6	-14256.4	-105.145	0.2379992	0.967358	0.597478	0.645735	0.642955	0.867985	0.699171	0.88401	1.06032	0.846919	0.577641	0.390302	0.405076	0.601935	0.367332	0.475642	0.424667	0.421591	0.321965	0.371416	0.223912	0.267694	0.131357	0.916883	0.140334	0.00504554	0.014076	0.166428	0.0513989	0.0122534	0.0730952	0.00501448	0.010325	0.00330408	0.00217681	0.126779	0.0266102	0.0115957	0.00570887	0.0338721	0.0118745	0.00217058	0.00524144	0.00263274	0.031186	0.103766	0.0708105	0.018939	0.767345	0.00795434	0.00159885	0.0581707	0.475485	3.46475	0.386552	0.33224	0.0933925	0.187815	13.81928
7730	-14357.3	-14255.8	-101.512	0.2604049	0.746623	0.503452	0.756542	0.569626	0.822538	0.745575	0.849433	0.951358	0.951283	0.512119	0.36355	0.579974	0.43189	0.370386	0.435306	0.538668	0.44209	0.271191	0.33949	0.232896	0.34041	0.142249	0.847084	0.11487	0.0147482	0.0202545	0.165273	0.0696516	0.00892673	0.045899	0.00299943	0.0228683	0.0100322	0.000560717	0.0744853	0.0523929	0.000929708	0.00116435	0.0267109	0.0487343	0.0121994	0.00111198	0.0184001	0.0347965	0.117066	0.0697113	0.0147897	0.752768	0.0108678	0.00263256	0.0743004	0.52292	3.40015	0.366283	0.344799	0.0998477	0.18907	13.45595
7740	-14369.8	-14264.2	-105.597	0.2400122	0.745328	0.549786	0.7766	0.612186	0.940918	0.839356	0.858276	1.04693	0.805793	0.524692	0.377877	0.413541	0.433513	0.367864	0.48729	0.519917	0.541114	0.330304	0.349707	0.204942	0.33913	0.129162	0.84537	0.0999984	0.0361806	0.0134883	0.157917	0.0854827	0.0306003	0.00284586	0.0130875	0.0371184	0.0431053	0.00172525	0.0590778	0.0590673	0.0209125	0.0273475	0.0184191	0.0215508	0.0556691	0.0145354	0.0267611	0.0271242	0.117993	0.078713	0.00734429	0.758727	0.0100985	0.0016785	0.0595778	0.479944	3.4588	0.363122	0.337401	0.107389	0.192088	13.86449
7750	-14368	-14268.4	-99.6079	0.2365305	0.717317	0.578484	0.765566	0.632755	0.740083	0.690695	0.8402	0.91622	0.702588	0.587907	0.316414	0.398378	0.507116	0.360224	0.490422	0.482996	0.577108	0.292909	0.323233	0.191324	0.390952	0.155308	0.806761	0.107256	0.0480131	0.0191244	0.0935693	0.0760515	0.033369	0.0849336	0.00401838	0.0275907	0.00168244	0.00137178	0.11606	0.024559	0.046607	0.00311255	0.0108698	0.0215508	0.00825042	0.00849831	0.0641052	0.0346971	0.10376	0.0693554	0.0126241	0.758202	0.0213613	0.00154232	0.0571499	0.472207	3.4691	0.370879	0.325781	0.106112	0.197228	13.26555
7760	-14369.5	-14264.2	-105.338	0.2337124	0.826405	0.5508	0.66975	0.595099	0.789772	0.793763	1.08134	1.01795	0.889846	0.495172	0.311412	0.415725	0.50703	0.375705	0.404712	0.386205	0.460503	0.326939	0.394456	0.22601	0.426742	0.139167	0.850204	0.104227	0.00982776	0.00859813	0.290892	0.098932	0.0182012	0.0413988	0.0160398	0.0405799	0.0110786	0.00771499	0.0923952	0.00640097	0.0222693	0.00418701	0.0635143	0.00582856	0.00483127	0.00649303	0.0504577	0.0309142	0.10676	0.0656476	0.0145826	0.763565	0.0185312	0.00143756	0.0552062	0.465856	3.4775	0.378209	0.33937	0.101771	0.18065	13.83857
7770	-14366.5	-14262.3	-104.178	0.2417489	0.719787	0.595215	0.78098	0.57534	0.909009	0.73344	0.822573	0.967733	0.771107	0.581022	0.386607	0.370537	0.436464	0.434786	0.519109	0.558544	0.483167	0.319708	0.48578	0.22601	0.289431	0.180946	0.77746	0.0704952	0.0359376	0.0131743	0.202046	0.0592101	0.00873435	0.0431985	0.0230852	0.0105276	0.0221563	0.0145006	0.116936	0.0122008	0.00556812	0.0343629	0.0285062	0.015272	0.0412209	0.0129302	0.0277137	0.0299684	0.100767	0.070755	0.0115658	0.777131	0.00981281	0.00174926	0.0607993	0.483759	3.45369	0.379213	0.33531	0.102922	0.182554	13.72253
7780	-14362.2	-14259.7	-102.461	0.2533911	0.789405	0.623065	0.848401	0.643565	0.865455	0.680569	0.807918	0.927618	0.930354	0.536493	0.364305	0.39634	0.452902	0.371028	0.551321	0.475501	0.390968	0.343926	0.350683	0.185244	0.367248	0.185672	0.72154	0.169279	0.0040205	0.0110112	0.111907	0.118187	0.0111685	0.0965192	0.00382561	0.0237243	0.00768534	0.0103665	0.0589187	0.0193146	0.0278372	0.0166207	0.0207097	0.00129301	0.00456037	0.0146298	0.009727	0.0338487	0.111902	0.0705683	0.0054634	0.758984	0.0192338	0.00227358	0.0691496	0.508583	3.41999	0.363069	0.336836	0.10831	0.191784	13.55083
7790	-14366.3	-14255.8	-110.46	0.2503722	0.896668	0.527546	0.908172	0.670701	0.989604	0.781243	0.784284	1.06109	0.893559	0.513106	0.40847	0.500077	0.497962	0.461511	0.500007	0.459888	0.436316	0.261181	0.355128	0.29054	0.34782	0.155628	0.811853	0.116299	0.0104011	0.00292263	0.149972	0.103232	0.00490991	0.0449689	0.00457103	0.0173083	0.0283401	0.00325074	0.160847	0.071248	0.000681231	0.00593612	0.00924283	0.0382885	0.0137404	0.0125622	0.0396631	0.0354363	0.10578	0.0665395	0.00775244	0.768799	0.0156929	0.00212915	0.0669589	0.50227	3.42864	0.369479	0.327705	0.11064	0.192175	14.35074
7800	-14372.9	-14254.8	-118.11	0.2302517	1.01303	0.805708	0.889538	0.704169	0.779049	0.723737	0.867836	1.01767	1.19756	0.537035	0.349664	0.462382	0.513069	0.486738	0.505189	0.527597	0.489356	0.369162	0.286674	0.270078	0.332311	0.131989	0.960166	0.150454	8.24018e-05	0.000863577	0.158656	0.127151	0.021384	0.0339142	0.000110677	0.0309418	0.0290391	0.00108615	0.105575	0.0630525	0.0059201	0.0113896	0.0127484	0.0108864	0.0611444	0.0145574	0.0571004	0.027636	0.0961693	0.0686932	0.0147231	0.784314	0.00846478	0.00131549	0.0528467	0.457949	3.48789	0.36892	0.332557	0.110418	0.188105	15.11577
7810	-14360.8	-14252.6	-108.232	0.23195	0.91264	0.596518	0.72535	0.615069	0.74169	0.874806	1.00829	1.04786	0.897652	0.495803	0.337698	0.431323	0.51181	0.423877	0.448629	0.479408	0.430616	0.321565	0.33395	0.201645	0.450795	0.142829	0.917561	0.12157	0.00410695	0.0234618	0.149393	0.144322	0.0284229	0.0444021	0.00630428	0.00679129	0.00635278	0.0113333	0.0916906	0.0343446	0.0450851	0.00305154	0.020123	0.0342131	0.00299139	7.60705e-05	0.0025286	0.0251045	0.0993484	0.0838026	0.00933458	0.76508	0.0173297	0.0013745	0.0540007	0.461844	3.48278	0.378975	0.332289	0.103744	0.184992	14.12794
7820	-14358.2	-14258.1	-100.021	0.2507392	0.73932	0.594337	0.652779	0.60454	0.809585	0.776337	0.828899	0.946902	0.976844	0.54745	0.332688	0.377546	0.473778	0.501288	0.455655	0.44422	0.521446	0.289891	0.347183	0.185355	0.365911	0.20317	0.766861	0.0543235	0.0328167	0.000856014	0.172693	0.0726591	0.0185632	0.0089178	0.0134004	0.00054497	0.00205192	0.0133893	0.0916906	0.000727535	0.00181501	0.00529694	0.0322073	0.011247	0.00962897	0.00369784	0.0183579	0.0314864	0.120514	0.0747659	0.0137295	0.749746	0.00975737	0.00214639	0.0672243	0.503042	3.42759	0.384151	0.332897	0.0999182	0.183034	13.30687
7830	-14383.7	-14269	-114.753	0.2556149	0.989074	0.729562	0.830065	0.714551	0.76835	0.79327	0.741255	1.19573	0.913361	0.578198	0.407461	0.521057	0.495055	0.291376	0.691239	0.432726	0.554362	0.372132	0.342741	0.257498	0.332697	0.137831	0.771313	0.0963355	0.0172415	0.0169762	0.178655	0.198964	0.0032287	0.0670905	0.00271538	0.0379992	0.00205192	0.0155745	0.169099	0.00674735	0.0282231	0.0422495	0.0169849	0.014799	0.00026298	0.000936306	0.00305462	0.0419976	0.110027	0.0732281	0.00621164	0.755728	0.0128076	0.00238384	0.0707738	0.513178	3.41366	0.338333	0.351519	0.104465	0.205683	14.7801
7840	-14365.6	-14251.2	-114.395	0.2442753	0.973918	0.637013	0.814605	0.721647	0.759194	0.815104	0.954116	1.15353	0.828878	0.561996	0.397341	0.516632	0.567756	0.373618	0.459041	0.493637	0.475478	0.343646	0.408665	0.330059	0.298973	0.151016	0.888127	0.0818852	0.0180104	0.00659357	0.207691	0.141585	0.00621587	0.0127097	0.00381873	0.000961632	0.00289109	0.0226771	0.204877	0.00634845	0.0462214	0.0336745	0.003578	0.00276057	0.00192084	0.00590054	0.00998588	0.0399407	0.125351	0.0687927	0.00697351	0.743915	0.0150278	0.00185561	0.062588	0.489257	3.4463	0.363365	0.342571	0.10059	0.193474	14.7443
7850	-14372.8	-14256.5	-116.236	0.2423424	0.97527	0.667	0.73558	0.730896	0.963142	0.639659	0.925007	1.16178	0.906769	0.555912	0.400717	0.53861	0.471491	0.38265	0.455799	0.503643	0.542862	0.452473	0.429744	0.265432	0.370877	0.178403	0.826937	0.101828	0.0381131	0.0107397	0.152102	0.111447	0.0418388	0.0311415	0.0046929	0.0481893	0.00370883	0.0141362	0.0732219	0.0638572	0.0241074	0.0171038	0.0195492	0.00139121	0.0128109	0.029684	0.0480289	0.0284666	0.106349	0.0739966	0.0160975	0.769405	0.00568522	0.00177388	0.0612182	0.485056	3.45195	0.358612	0.34831	0.0968408	0.196237	14.92834
7860	-14361.5	-14255.3	-106.201	0.2462322	0.87739	0.599846	0.823737	0.70637	0.739329	0.77762	0.779695	0.869899	0.892351	0.634576	0.400717	0.499556	0.567627	0.432624	0.544406	0.503715	0.47757	0.307841	0.310659	0.210908	0.290198	0.187447	0.739668	0.173362	0.000783123	5.08691e-05	0.140709	0.0934659	0.00606913	0.0455034	0.00125171	0.0107194	0.00779591	0.00485151	0.0936174	0.0488506	0.0433961	0.00319491	0.0174087	0.0175541	0.00432357	0.000506379	0.0376811	0.0249484	0.105908	0.0765375	0.0218101	0.759204	0.0115919	0.00194078	0.0639827	0.493472	3.4406	0.385716	0.327094	0.0948393	0.19235	13.92484
7870	-14367.4	-14266	-101.398	0.2602519	0.879227	0.533751	0.789201	0.62414	0.75342	0.707864	0.894584	1.0761	0.793754	0.47182	0.404499	0.45843	0.437544	0.35096	0.477637	0.506397	0.351532	0.282735	0.454097	0.219724	0.261247	0.171793	0.849885	0.0795756	0.0174085	0.010406	0.155237	0.0607899	0.0311837	0.00207867	0.0454496	0.0137541	0.0221542	0.00940684	0.128345	0.000352038	0.0433961	0.0140111	0.0222547	0.00251768	0.00914253	0.0213334	0.00543966	0.0332093	0.111866	0.0772601	0.0154364	0.745391	0.0168366	0.00262438	0.0741871	0.522612	3.40058	0.379198	0.342934	0.0916139	0.186254	13.44458
