Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	pi[1]	pi[2]	pi[3]	pi[4]	TL
1105	1	-17377.5	-17382.3	4.85282	0.201716	0.183711	0.218031	0.19517	0.202197	0.184512	0.177655	0.163017	0.203565	0.18166	0.125952	0.133269	0.12142	0.164479	0.170728	0.159947	0.150765	0.147762	0.178147	0.169007	0.123009	0.149919	0.182305	0.012083	0.0151878	0.0163419	0.000887978	0.00751099	0.0280648	0.0250906	0.00933074	0.0237989	0.00600947	0.00948843	0.0292878	0.00634065	0.0357105	0.00508686	0.0242943	0.00253631	0.0142778	0.0114025	0.0121293	0.231099	0.321451	0.0895015	0.357949	4.182802
1106	0	-17199.5	-17206.1	6.5493	0.169223	0.180715	0.163109	0.192924	0.164663	0.175318	0.216123	0.16687	0.196344	0.181153	0.16553	0.126173	0.111336	0.125482	0.148999	0.138658	0.133085	0.146799	0.185536	0.0851935	0.111459	0.124404	0.182654	0.0165148	0.00726656	0.0672025	0.0209703	0.00123664	0.0249613	0.0206196	0.0185096	0.00906026	0.041317	0.0267101	0.0376779	0.0269096	0.00441882	0.0303528	0.0105191	0.0138805	0.00896339	0.0151545	0.0191579	0.225692	0.313745	0.0952662	0.365297	4.013154
1107	1	-17373.9	-17378.3	4.37979	0.254143	0.190275	0.231869	0.189311	0.193465	0.171251	0.197321	0.175351	0.186585	0.154099	0.13975	0.143122	0.111319	0.137346	0.153406	0.152466	0.159933	0.151109	0.184179	0.169007	0.139711	0.164311	0.206317	0.0158626	0.00672205	0.0168258	0.0101824	0.0174564	0.0150169	0.0324302	0.00899696	0.0205849	0.00954196	0.0139873	0.0115973	0.00813716	0.0183408	0.00405971	0.00581718	0.00223386	0.0166473	0.0327796	0.00724135	0.224776	0.330747	0.0918842	0.352593	4.230105
1108	0	-17199	-17203.6	4.5932	0.204079	0.160037	0.202897	0.187704	0.151175	0.204168	0.209947	0.210474	0.224269	0.171477	0.155438	0.13707	0.122616	0.123362	0.190233	0.135989	0.112637	0.148367	0.193839	0.0924572	0.137465	0.10698	0.196645	0.0278295	0.0161018	0.0505748	0.0141356	0.00542215	0.0253493	0.0167654	0.01565	0.0231893	0.0435223	0.0249391	0.0517349	0.0116405	0.00193841	0.0315059	0.0110858	0.00572871	0.0112966	0.0146089	0.0264211	0.22718	0.315319	0.0922646	0.365236	4.208764
1109	1	-17377	-17381.4	4.43558	0.228251	0.199025	0.227637	0.188516	0.190621	0.202259	0.188204	0.192482	0.204583	0.178548	0.161737	0.122403	0.126079	0.151036	0.14513	0.164544	0.139656	0.152325	0.171583	0.136664	0.129565	0.163191	0.167859	0.000827041	0.00870582	0.0284448	0.00846332	0.0241982	0.00972682	0.0239492	0.0177162	0.0145831	0.00508216	0.0158192	0.00714886	0.0093019	0.0288629	0.000578013	0.0268049	0.000691637	0.027165	0.0185357	0.0160243	0.230346	0.331139	0.0940205	0.344494	4.224526
1110	0	-17189.8	-17196.1	6.27317	0.204014	0.157311	0.178004	0.185227	0.151728	0.19226	0.220118	0.204128	0.210663	0.143251	0.152183	0.131107	0.0962057	0.118875	0.163472	0.145059	0.125304	0.154294	0.186247	0.0895844	0.137465	0.126783	0.173377	0.0417155	0.00939929	0.0577313	0.00796071	0.000875865	0.0370669	0.00687438	0.0183604	0.0130308	0.0419191	0.0179806	0.0294402	0.00648139	0.00784157	0.0209348	0.0120624	0.00922709	0.0262238	0.01752	0.0114604	0.233159	0.315965	0.0868864	0.363989	4.040767
1111	1	-17384.8	-17389.1	4.24507	0.219587	0.154499	0.227336	0.178192	0.183113	0.178643	0.175687	0.229926	0.212795	0.176871	0.126928	0.137222	0.115789	0.136748	0.143671	0.160835	0.166327	0.126648	0.178197	0.164568	0.149952	0.139519	0.204953	0.00650619	0.00323548	0.0334606	0.0053079	0.0241982	0.00402562	0.0232366	0.0257447	0.0481226	0.0123677	0.00252631	0.0310509	0.00629552	0.0319397	0.00848082	0.0362948	0.000576739	0.0146635	0.027443	0.0100938	0.219412	0.328283	0.102903	0.349402	4.243577
1112	0	-17199.6	-17205.5	5.8913	0.204828	0.149117	0.181286	0.198914	0.164861	0.150543	0.206449	0.166352	0.208614	0.149093	0.133457	0.132718	0.135597	0.128814	0.17768	0.143113	0.130823	0.176598	0.181099	0.078606	0.143253	0.105553	0.213797	0.0190667	0.0167983	0.0665285	0.0203053	0.00296507	0.0264683	0.00899749	0.018946	0.00330914	0.0420221	0.0222119	0.0346912	0.010382	0.0026425	0.0159564	0.0226437	0.0107853	0.0138371	0.0219764	0.0372535	0.218227	0.320889	0.0927207	0.368164	4.078954
1113	1	-17389.6	-17393.8	4.21092	0.221882	0.2406	0.19778	0.179916	0.203242	0.155181	0.176851	0.170131	0.203935	0.161059	0.136767	0.130891	0.106377	0.153808	0.152868	0.125664	0.184403	0.17338	0.183722	0.192511	0.156785	0.156545	0.191577	0.00166937	0.00408728	0.0401691	0.00251691	0.00929443	0.00660676	0.0229818	0.0199672	0.0314009	0.00142237	0.00581581	0.0400186	0.00208581	0.0187644	0.00855324	0.0178967	0.00628061	0.0273097	0.0114645	0.0128092	0.222493	0.338972	0.0949914	0.343543	4.246992
1114	0	-17198.2	-17205.1	6.99709	0.227478	0.144675	0.162594	0.187408	0.161548	0.150543	0.203024	0.180946	0.193632	0.15313	0.116945	0.147955	0.120927	0.124958	0.191216	0.13244	0.120219	0.143113	0.171886	0.0841918	0.12354	0.130586	0.170858	0.03104	0.011841	0.0602863	0.0203053	0.00114678	0.033807	0.0119735	0.0128854	0.0135453	0.0523081	0.0226277	0.0300319	0.00996371	0.00704821	0.0255055	0.0270708	0.0107853	0.0106469	0.0133775	0.0183649	0.241987	0.3112	0.0883546	0.358458	3.968375
1115	1	-17378.1	-17381.4	3.31773	0.281063	0.216714	0.217151	0.187368	0.20101	0.150808	0.180933	0.205102	0.196795	0.181445	0.136649	0.134063	0.134061	0.141312	0.148766	0.141044	0.157759	0.13675	0.184608	0.186566	0.149938	0.151539	0.214596	0.00713364	0.013069	0.0264312	0.0025529	0.0130983	0.00833572	0.0186403	0.00997461	0.0314009	0.0170475	0.0175342	0.0311323	0.0027557	0.0128647	0.00359764	0.0311069	0.00380239	0.0133053	0.0232772	0.0132096	0.23507	0.311398	0.0978663	0.355666	4.336311
1116	0	-17204.2	-17209	4.86455	0.207162	0.172433	0.169902	0.196089	0.136714	0.187774	0.207902	0.222472	0.24624	0.151072	0.141128	0.134611	0.127991	0.0977519	0.174559	0.13804	0.140537	0.187421	0.173146	0.08385	0.171699	0.11666	0.192625	0.0440825	0.00526952	0.0483823	0.0271487	0.00222012	0.0313396	0.00172997	0.020899	0.0123061	0.0443729	0.0149023	0.0325321	0.0205783	0.00440247	0.0229114	0.0232814	0.00395838	0.0135699	0.0156691	0.0142939	0.229529	0.30853	0.0961963	0.365744	4.181629
1117	1	-17377.1	-17381.1	4.02743	0.221844	0.197707	0.230888	0.196043	0.200441	0.154766	0.179174	0.201998	0.219153	0.160443	0.144662	0.146396	0.132181	0.182248	0.159789	0.127295	0.151716	0.144789	0.175933	0.162154	0.138024	0.159103	0.196419	0.00586506	0.00278052	0.0260993	0.00593033	0.00724604	0.0125575	0.0225992	0.0231249	0.0186871	0.0030325	0.00835116	0.0318162	0.00643383	0.0173162	0.00359764	0.0186982	0.0168008	0.0174537	0.0306447	0.00314039	0.223793	0.329583	0.0970966	0.349528	4.265341
1118	0	-17203.6	-17209.2	5.60707	0.201963	0.163162	0.200305	0.175847	0.148012	0.171557	0.205146	0.174209	0.24624	0.130923	0.159315	0.146788	0.120069	0.144068	0.156973	0.129091	0.169119	0.129879	0.175511	0.101064	0.14964	0.112478	0.200035	0.0463341	0.0169763	0.0592853	0.0163607	0.00397243	0.0227133	0.00115013	0.0176927	0.0100716	0.0387057	0.0141635	0.0325321	0.0133785	0.00286955	0.0245334	0.0218498	0.0113105	0.0179754	0.00773806	0.0163706	0.224057	0.321142	0.0999944	0.354807	4.107377
1119	1	-17375.5	-17379.4	3.81773	0.238314	0.200032	0.232211	0.192606	0.174022	0.153451	0.197127	0.190381	0.199342	0.190972	0.153565	0.13269	0.118135	0.150591	0.169309	0.154438	0.18166	0.131146	0.186793	0.144389	0.149018	0.156152	0.205066	0.00109317	0.00530872	0.0260993	0.00965351	0.0138048	0.0201886	0.0112902	0.0175834	0.0344308	0.0105331	0.00815702	0.0346698	0.00057344	0.0288593	0.00283892	0.0215847	0.000482597	0.011428	0.0212078	0.0051115	0.227381	0.309726	0.0958697	0.367024	4.286311
1120	0	-17199.4	-17204.1	4.79334	0.204298	0.149516	0.20358	0.196279	0.142829	0.169084	0.220813	0.204533	0.218312	0.176083	0.135351	0.138007	0.106441	0.14121	0.156812	0.139489	0.140251	0.166912	0.197244	0.123199	0.141526	0.117781	0.169663	0.0200286	0.0193839	0.0592853	0.0255119	0.000771671	0.0221972	0.0171025	0.0240585	0.00791078	0.0343695	0.033582	0.0366916	0.00767038	0.00569828	0.02901	0.0206298	0.0112746	0.0182357	0.00998895	0.0261386	0.230751	0.312801	0.0920747	0.364373	4.18875
1121	1	-17380.3	-17384.6	4.3404	0.229996	0.200032	0.258031	0.189898	0.171093	0.217332	0.178561	0.188789	0.195135	0.15966	0.141969	0.138436	0.133696	0.15244	0.144579	0.172419	0.150614	0.162954	0.184518	0.151061	0.138487	0.161494	0.174947	0.00253428	7.07761e-05	0.0265418	0.00719956	0.000133788	0.0187151	0.0212444	0.00998752	0.0250745	0.0163194	0.00598067	0.0192759	0.00343381	0.0274518	0.00371402	0.0109767	0.00169361	0.0204982	0.0117668	0.00529102	0.23789	0.298906	0.0921571	0.371046	4.234044
1122	0	-17192.1	-17198.2	6.05777	0.190199	0.15589	0.21068	0.202255	0.142435	0.188029	0.2235	0.168664	0.233216	0.178388	0.155421	0.122342	0.123691	0.110661	0.141004	0.134454	0.118401	0.157187	0.189492	0.0825019	0.126191	0.114379	0.18464	0.0331976	0.0089403	0.0696976	0.014035	0.00164513	0.028709	0.0160599	0.0085562	0.00575184	0.0491609	0.024921	0.0304058	0.0189109	0.0019966	0.0248924	0.0080013	0.00537073	0.0207557	0.0178879	0.0197909	0.235962	0.31077	0.0886106	0.364657	4.062307
1123	1	-17379.5	-17383.5	4.04314	0.226375	0.176926	0.25747	0.218164	0.209453	0.164154	0.198648	0.196922	0.204155	0.17753	0.123453	0.110208	0.137132	0.160497	0.168061	0.139562	0.164083	0.138436	0.160883	0.154597	0.146313	0.155897	0.178945	0.00119407	0.00239135	0.0193489	0.00739506	0.00074598	0.0189507	0.0204403	0.0155712	0.0314868	0.0231136	0.00394787	0.0138327	0.0116116	0.0283831	0.00673577	0.0221116	0.0036769	0.01959	0.0239509	0.0214274	0.242309	0.310877	0.0921517	0.354662	4.26377
1124	0	-17207.2	-17213.4	6.17445	0.207239	0.133563	0.193526	0.167597	0.155007	0.187827	0.225594	0.151533	0.249007	0.174388	0.161505	0.120425	0.11525	0.111071	0.180747	0.132583	0.149222	0.152972	0.188498	0.0848976	0.128867	0.121922	0.16349	0.0258998	0.00894905	0.0608882	0.0370644	0.00782406	0.0320973	0.00602696	0.0110467	0.013853	0.0322197	0.0134669	0.0487834	0.0184719	0.00339765	0.0124918	0.0124966	0.00144045	0.0217107	0.0108342	0.0149441	0.230775	0.320128	0.090439	0.358657	4.050639
1125	1	-17378.3	-17382.2	3.95435	0.228077	0.178008	0.230428	0.190321	0.204954	0.171634	0.208757	0.172686	0.232065	0.179954	0.14756	0.1525	0.121967	0.157194	0.163457	0.127801	0.14121	0.136774	0.165153	0.157881	0.15312	0.142231	0.188869	0.00585092	0.0116586	0.0363004	0.00594278	0.0188216	0.0235407	0.0213002	0.00191003	0.039439	0.0173394	0.0151022	0.017912	0.00196222	0.0212919	0.00168008	0.0208196	0.00979007	0.0174341	0.0254659	0.00648674	0.225383	0.318386	0.097006	0.359224	4.272649
1126	0	-17202.5	-17207.9	5.40316	0.214501	0.164357	0.176651	0.204725	0.130973	0.175329	0.209935	0.183012	0.208651	0.148659	0.161505	0.133894	0.121269	0.147367	0.180352	0.158085	0.137284	0.145965	0.181516	0.0880883	0.144959	0.127242	0.174157	0.0504646	0.00692806	0.0639861	0.0118019	0.000744673	0.0228345	0.00747696	0.0044908	0.0186093	0.0262356	0.0273686	0.0471869	0.00800487	7.61265e-05	0.0185532	0.0125312	0.010218	0.0177029	0.021686	0.0323903	0.214206	0.327559	0.097183	0.361051	4.127768
1127	1	-17369.6	-17374.2	4.61978	0.216586	0.199716	0.193801	0.208021	0.203621	0.172591	0.191538	0.201205	0.204774	0.156469	0.119884	0.157828	0.132633	0.157451	0.146742	0.136713	0.157299	0.149	0.182316	0.153851	0.133299	0.163719	0.188869	0.00721202	0.00276178	0.0284885	0.00214852	0.0181031	0.011128	0.0154214	0.00962096	0.025981	0.0122	0.0148778	0.0258032	0.010366	0.0145383	0.00585062	0.0201456	0.00127862	0.0266898	0.0167187	0.00884507	0.232061	0.335461	0.0904767	0.342001	4.206106
1128	0	-17204	-17210.3	6.28629	0.202161	0.178549	0.177442	0.182558	0.139877	0.169256	0.258867	0.194697	0.208326	0.147716	0.143762	0.120368	0.107996	0.12736	0.144923	0.141694	0.134953	0.137725	0.197014	0.0843183	0.115461	0.144906	0.166855	0.022683	0.0079702	0.0746541	0.0139264	0.00564528	0.0241373	0.0203631	0.01375	0.0170086	0.025117	0.0124044	0.0515104	0.0130466	0.000748054	0.0312094	0.0104654	0.00381567	0.0237046	0.0161578	0.0243544	0.215389	0.317028	0.0973761	0.370207	4.039455
1129	1	-17373	-17377.9	4.99149	0.246653	0.187336	0.220602	0.202476	0.178342	0.16219	0.215528	0.186685	0.188449	0.169131	0.112691	0.124497	0.118874	0.14551	0.150243	0.164516	0.150456	0.147965	0.172298	0.130022	0.149563	0.172825	0.173459	0.0019865	0.00261447	0.0272341	0.00375092	0.011699	0.0102713	0.0323394	0.0147785	0.0193322	0.0199861	0.0117249	0.0327855	0.0048987	0.0283438	0.00180377	0.0245453	0.00695592	0.0121805	0.0198422	0.0115525	0.222993	0.319525	0.0920353	0.365446	4.168935
1130	0	-17194.4	-17200.3	5.88643	0.183279	0.149746	0.182634	0.181402	0.143766	0.187204	0.219224	0.18579	0.215907	0.171661	0.134202	0.151511	0.108323	0.136711	0.170093	0.127335	0.130446	0.154183	0.201372	0.0894646	0.123557	0.108685	0.18665	0.0278362	0.0141189	0.0629989	0.0159794	0.00122068	0.0495018	0.00257431	0.0189058	0.00868752	0.0479426	0.0170267	0.041667	0.0181327	0.00947515	0.0154115	0.015623	0.0186691	0.0140591	0.0165808	0.0198849	0.233546	0.308552	0.0892125	0.36869	4.079441
1131	1	-17380.1	-17385	4.8669	0.233037	0.200511	0.220602	0.192946	0.186402	0.179265	0.18775	0.186685	0.17195	0.142512	0.136386	0.128897	0.109215	0.139099	0.152399	0.144979	0.166189	0.155281	0.166774	0.148642	0.121629	0.144983	0.231687	0.0108417	0.00316362	0.0455388	0.00253967	0.0122641	0.00723443	0.0289316	0.0227268	0.0408647	0.00424936	0.0076791	0.0241026	0.0146908	0.0245188	0.0017116	0.0238581	0.00503142	0.00882345	0.0273851	0.0174181	0.24879	0.310884	0.0915041	0.348822	4.181394
1132	0	-17197.8	-17204.3	6.50136	0.207544	0.195882	0.194883	0.186827	0.142478	0.178809	0.222367	0.187731	0.199544	0.158232	0.142627	0.113221	0.115256	0.148641	0.170093	0.121286	0.132804	0.149064	0.169387	0.0894646	0.150038	0.111805	0.185549	0.018104	0.0132872	0.0606798	0.0188491	0.00162395	0.0245793	0.010222	0.0091196	0.00821276	0.0343754	0.0099363	0.0221586	0.0125332	0.00988643	0.0187133	0.0122428	0.00630084	0.0138852	0.0071274	0.0325779	0.241059	0.302768	0.0909265	0.365246	4.017948
1133	1	-17371.4	-17376.4	4.97902	0.236997	0.200893	0.220602	0.200388	0.191406	0.184057	0.199169	0.172765	0.162302	0.183102	0.130808	0.129694	0.11504	0.130995	0.163152	0.1433	0.160991	0.155281	0.185592	0.162362	0.169661	0.141868	0.170839	0.0071728	0.00837164	0.0244846	0.00238265	0.0168399	0.0110378	0.0199422	0.00920716	0.0283291	0.00836688	0.00699712	0.0142386	0.0056156	0.0203755	0.00147849	0.0166825	0.00684686	0.00931064	0.0325805	0.00866181	0.226406	0.331851	0.0853201	0.356423	4.170182
1134	0	-17194.7	-17201.7	6.96224	0.182456	0.16486	0.179249	0.186827	0.15526	0.183652	0.218817	0.178889	0.225082	0.158735	0.112976	0.127532	0.123131	0.109961	0.14391	0.133989	0.121204	0.168498	0.172897	0.0969788	0.116488	0.132004	0.189645	0.0330983	0.00933488	0.0736486	0.0151302	0.00526444	0.0224784	0.00446594	0.0107337	0.00408323	0.044662	0.0272275	0.0371195	0.0105109	0.000960459	0.0226666	0.014742	0.0119978	0.0162336	0.0118744	0.0125885	0.242136	0.314943	0.0864027	0.356519	3.97186
1135	1	-17381	-17385.1	4.06961	0.225267	0.1792	0.211248	0.207237	0.178679	0.168374	0.198768	0.198912	0.190545	0.184208	0.132535	0.125169	0.130514	0.157442	0.141246	0.160666	0.164776	0.149674	0.163054	0.172551	0.122232	0.194713	0.179373	0.0107108	0.00410446	0.0307918	0.0114947	0.0130104	0.0162139	0.0212839	0.0105448	0.0252043	0.00707998	0.00855309	0.0473469	0.0063656	0.0261523	0.00690931	0.0189603	0.0166158	0.0183176	0.0166011	0.00847822	0.227527	0.323267	0.100555	0.348651	4.261123
1136	0	-17193.3	-17199	5.70415	0.203804	0.16486	0.190978	0.225472	0.145465	0.169303	0.208969	0.201219	0.220725	0.149548	0.139244	0.132172	0.120434	0.140723	0.177632	0.130495	0.12987	0.143648	0.190132	0.1061	0.126068	0.116773	0.191145	0.0230475	0.0188198	0.059511	0.00960841	0.00202215	0.0224784	0.00429463	0.00902606	0.00987587	0.0339214	0.0230022	0.0311231	0.0132112	0.00308574	0.0248614	0.0112283	0.0168103	0.0258209	0.0101222	0.0210199	0.230199	0.322361	0.089489	0.357952	4.097668
1137	1	-17381.4	-17385.9	4.44578	0.254953	0.193082	0.204532	0.216734	0.196315	0.167801	0.19562	0.197566	0.175543	0.169868	0.146216	0.126854	0.124603	0.151096	0.156249	0.123319	0.15165	0.117851	0.146941	0.160431	0.144573	0.17835	0.203094	0.0107723	0.0076373	0.0381571	0.000481716	0.0295189	0.00675189	0.0362234	0.0166531	0.0311423	0.00863951	0.00180655	0.0218387	0.00883074	0.0258383	0.0010993	0.0114164	0.00177539	0.0226459	0.035151	0.00388538	0.235828	0.313546	0.0805968	0.370029	4.223506
1138	0	-17206.7	-17213.1	6.37322	0.209688	0.15192	0.172261	0.219012	0.14299	0.184619	0.225226	0.18169	0.214406	0.151962	0.113675	0.125314	0.126951	0.119715	0.151384	0.139312	0.100962	0.140553	0.163159	0.0850278	0.138003	0.146461	0.192546	0.0313557	0.0212986	0.0737697	0.025858	0.00448978	0.0147143	0.00594728	0.00797888	0.0162506	0.0315104	0.0171037	0.0279465	0.0235525	0.00157669	0.037647	0.0203968	0.0179575	0.0147002	0.0093727	0.0304971	0.231407	0.321978	0.083231	0.363383	4.030761
1139	1	-17374.1	-17379.3	5.13494	0.235204	0.170581	0.234601	0.200759	0.176804	0.164864	0.16027	0.220889	0.177546	0.157314	0.135608	0.14329	0.119576	0.146895	0.149609	0.147665	0.150754	0.149895	0.180462	0.137536	0.134491	0.182758	0.185775	0.00211188	0.00670675	0.0199671	0.00472214	0.00952614	0.0105186	0.0186849	0.0161343	0.0284853	0.00615898	0.00776506	0.0289872	0.00655888	0.0179814	0.00212092	0.0244679	0.00746444	0.0251347	0.027341	0.0206068	0.228038	0.325392	0.0876727	0.358898	4.15459
1140	0	-17200.8	-17206.5	5.67343	0.196974	0.191009	0.188055	0.169537	0.159653	0.15962	0.222578	0.212361	0.245654	0.173652	0.142389	0.137108	0.120851	0.127145	0.162069	0.124132	0.0844992	0.155977	0.186053	0.0852362	0.145803	0.128598	0.176617	0.0293784	0.00833249	0.074226	0.0180451	0.00150655	0.0293183	0.00281255	0.025772	0.00460681	0.038531	0.0194435	0.0404133	0.0120776	0.00199205	0.0343277	0.00658564	0.00866902	0.0187853	0.0127428	0.0176024	0.233868	0.314929	0.0990248	0.352179	4.100741
1141	1	-17375	-17379	4.00219	0.23073	0.199616	0.213079	0.195957	0.203565	0.180371	0.200619	0.181162	0.187085	0.195659	0.127971	0.133827	0.109288	0.146253	0.162805	0.146771	0.150754	0.12565	0.211288	0.159835	0.137934	0.163547	0.193714	0.00953232	0.00770355	0.0286988	0.00442487	0.0215296	0.0103972	0.0185167	0.0104837	0.0137177	0.00494779	0.00768375	0.0289872	0.0113373	0.0342625	0.000958113	0.0469605	0.00288778	0.0230065	0.0176414	0.00670481	0.227117	0.323342	0.0902095	0.359331	4.267865
1142	0	-17208.3	-17215.7	7.46613	0.199727	0.130698	0.186705	0.175433	0.129569	0.177662	0.232315	0.203061	0.222689	0.170485	0.115401	0.128496	0.109388	0.117713	0.14244	0.147052	0.0965716	0.134045	0.154366	0.110023	0.14247	0.100538	0.187609	0.0292326	0.00809753	0.0437693	0.0112881	0.00289683	0.0262756	0.00573618	0.0378679	0.00575343	0.0400004	0.0316977	0.044163	0.0214429	0.00449275	0.0288677	0.00977508	0.00634696	0.0245147	0.00842929	0.0163655	0.233958	0.310506	0.0988422	0.356693	3.921471
1143	1	-17373	-17377.6	4.5461	0.22348	0.19692	0.2042	0.201614	0.169762	0.161493	0.210485	0.211782	0.204508	0.15583	0.145149	0.131323	0.105668	0.156778	0.149987	0.152365	0.147091	0.144117	0.190075	0.167597	0.172339	0.147289	0.175357	0.0141788	0.00558809	0.017669	0.00912044	0.0173921	0.00784387	0.023448	0.0112974	0.0281741	0.00632823	0.00939567	0.0170601	0.0101069	0.0195762	0.00528216	0.0195953	0.00557871	0.0221553	0.0267425	0.0117327	0.229425	0.319725	0.0955031	0.355347	4.213473
1144	0	-17204.3	-17211.1	6.81038	0.193833	0.172289	0.193414	0.176656	0.160462	0.180184	0.247787	0.180226	0.220447	0.142562	0.141227	0.149539	0.101849	0.105593	0.170289	0.137063	0.114858	0.132571	0.144465	0.0854319	0.133369	0.114561	0.200431	0.0283537	0.00215389	0.0584886	0.00255382	0.00346455	0.0352834	0.0164803	0.0145537	0.0115274	0.0551061	0.0191496	0.0348697	0.00188746	0.0064709	0.0210642	0.0222194	0.00788396	0.019796	0.00560763	0.0210247	0.220834	0.308938	0.0943195	0.375909	3.987046
1145	1	-17368.1	-17372.9	4.76798	0.231856	0.193603	0.211515	0.213643	0.18472	0.158261	0.183163	0.190587	0.176818	0.161887	0.128667	0.144977	0.0988414	0.152877	0.161086	0.135172	0.158766	0.170118	0.179442	0.169397	0.154558	0.16231	0.201036	0.000983822	0.00953808	0.0265125	0.000544186	0.0227367	0.0116368	0.023448	0.0121417	0.0232705	0.00454004	0.00853057	0.0259138	0.00654495	0.01634	0.00378509	0.0191832	0.00840085	0.00990296	0.0195894	0.0144432	0.230681	0.307637	0.0954924	0.36619	4.191286
1146	0	-17199.7	-17205.1	5.38379	0.199212	0.13697	0.198516	0.19954	0.16041	0.169427	0.228531	0.193025	0.196879	0.144526	0.142266	0.152576	0.135103	0.142282	0.139117	0.165703	0.136652	0.1509	0.190172	0.100781	0.12238	0.132714	0.177707	0.0484363	0.00796239	0.0478549	0.0226038	0.0081821	0.0381729	0.00133377	0.0140246	0.0104798	0.0442052	0.0267828	0.0399097	0.0146238	0.00539809	0.019574	0.0105375	0.00448835	0.0111177	0.024855	0.0137737	0.226169	0.309608	0.0917483	0.372474	4.129705
1147	1	-17374.3	-17379.6	5.25646	0.210712	0.193603	0.227394	0.208275	0.206886	0.181451	0.189237	0.20334	0.188646	0.135307	0.126679	0.128126	0.137281	0.145958	0.155779	0.158032	0.139555	0.126863	0.165516	0.151527	0.145271	0.144656	0.180056	0.00407495	0.000256095	0.0340789	0.0101383	0.0150201	0.0159873	0.0257046	0.00620144	0.0273915	0.00903333	0.0174188	0.0289076	0.00159424	0.00985438	0.00281208	0.0183727	0.00840085	0.0278173	0.0256535	0.00357038	0.222342	0.328753	0.0908528	0.358052	4.142438
1148	0	-17198.6	-17204.9	6.33084	0.210772	0.157588	0.172857	0.198168	0.158898	0.168859	0.193808	0.190308	0.230928	0.17565	0.117477	0.134733	0.104881	0.113524	0.146367	0.12643	0.102644	0.163453	0.190168	0.086432	0.145925	0.145094	0.17666	0.0401022	0.0060841	0.0794462	0.0113638	0.00138838	0.0212423	0.0078858	0.0235687	0.00714595	0.0384034	0.0257066	0.0296614	0.015916	0.00554885	0.0199012	0.023118	0.00765082	0.0217697	0.0133276	0.0241451	0.226969	0.314452	0.103078	0.355501	4.035
1149	1	-17386	-17392.2	6.22882	0.251728	0.189098	0.211991	0.203276	0.216702	0.139835	0.180728	0.186509	0.169573	0.161951	0.114548	0.117047	0.119578	0.112896	0.139119	0.156109	0.147199	0.107245	0.166522	0.161584	0.136845	0.161435	0.199974	0.000996088	0.00688335	0.0394737	0.0085948	0.00547432	0.0168049	0.0392862	0.00331745	0.0169441	0.0078957	0.0113217	0.0254577	0.00720656	0.0156418	0.00234956	0.0212682	0.00838063	0.0215107	0.023427	0.0114765	0.231334	0.337365	0.0871406	0.344161	4.045202
1150	0	-17206.3	-17211.7	5.38648	0.185215	0.154132	0.183711	0.209902	0.141385	0.161013	0.271276	0.172787	0.219067	0.16067	0.144114	0.116646	0.120062	0.115446	0.16919	0.150827	0.160336	0.160727	0.218753	0.0995109	0.142488	0.122827	0.156169	0.0256759	0.00158674	0.0621225	0.0145751	0.000945602	0.0261331	0.0157036	0.0181831	0.00440695	0.0452161	0.00957622	0.0385762	0.00893624	0.00857467	0.037017	0.0135091	0.0069784	0.0206205	0.0219253	0.0129184	0.229043	0.312603	0.0949769	0.363378	4.129436
1151	1	-17382.1	-17386.3	4.14622	0.215418	0.198802	0.20292	0.181025	0.184165	0.171408	0.191783	0.174651	0.223735	0.185006	0.14768	0.118787	0.144917	0.147217	0.188576	0.147668	0.137788	0.145994	0.185401	0.157558	0.119741	0.161738	0.208286	0.00560783	0.0164198	0.0240162	0.00035624	0.0184382	0.00618598	0.0131314	0.0122467	0.0214416	0.0135462	0.0111988	0.0254577	0.00868444	0.026352	0.0124613	0.0243471	0.00514334	0.0162925	0.0403934	0.0114765	0.240929	0.312978	0.0962698	0.349824	4.253462
1152	0	-17196.8	-17203.2	6.40422	0.200322	0.139507	0.173389	0.162118	0.174311	0.176528	0.225183	0.204162	0.250521	0.166828	0.12918	0.136253	0.113991	0.116341	0.149392	0.121093	0.126289	0.171977	0.170151	0.0933448	0.116244	0.137352	0.181033	0.0334404	0.0102223	0.0578121	0.0122706	0.0122837	0.0197937	0.00539588	0.0111439	0.0105489	0.0520525	0.0247641	0.0286728	0.0108428	0.00441426	0.022787	0.0135091	0.00355566	0.0235266	0.00673783	0.0283796	0.226659	0.311399	0.0953743	0.366568	4.027662
