Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
340	-15804.1	-15817.7	13.6637	0.118603	0.0935765	0.101535	0.0998254	0.128202	0.084147	0.126664	0.087587	0.111303	0.167421	0.0674129	0.0884342	0.0990614	0.0876094	0.109983	0.148213	0.122072	0.106755	0.123601	0.072436	0.103137	0.078518	0.140199	0.0421126	0.0276797	0.0233421	0.0214158	0.0162145	0.0219935	0.0225645	0.0451359	0.0287673	0.0231396	0.0431858	0.0424635	0.0472186	0.0680945	0.0135877	0.0438689	0.0426466	0.0580954	0.00795491	0.0167552	3.122533
350	-15806.1	-15818.5	12.4078	0.117083	0.105553	0.0803844	0.110238	0.128202	0.0824668	0.124347	0.0867397	0.103519	0.189151	0.0819719	0.0878513	0.0966533	0.10444	0.109134	0.145654	0.148213	0.115067	0.130901	0.0732724	0.0863314	0.0679625	0.152352	0.0406668	0.0324899	0.0485122	0.0292976	0.0218121	0.00791833	0.0240782	0.0607131	0.0175524	0.0427062	0.0366253	0.0337392	0.0352477	0.0697107	0.0364922	0.0479464	0.0436139	0.0549762	0.00739669	0.0291408	3.248125
360	-15804.2	-15817.3	13.139	0.12414	0.0960558	0.111162	0.127303	0.090105	0.0827965	0.112524	0.0655501	0.0904742	0.171325	0.085227	0.0939023	0.0946897	0.0973748	0.114403	0.123521	0.111404	0.122649	0.112262	0.0851971	0.0815685	0.0939103	0.189152	0.0470252	0.0416302	0.0182313	0.0230372	0.0246668	0.0202041	0.0166005	0.0408454	0.029775	0.0248184	0.0507219	0.0365426	0.0269017	0.0647308	0.0242127	0.0389545	0.0573807	0.0679077	0.024079	0.0200457	3.175008
370	-15804.6	-15817	12.4848	0.118828	0.0982719	0.0748958	0.112552	0.0992443	0.0663077	0.119902	0.0910128	0.0900569	0.162568	0.0912422	0.0857269	0.0941468	0.0973748	0.110872	0.141422	0.111015	0.112931	0.122719	0.0833452	0.0890649	0.0802597	0.164126	0.047242	0.0403837	0.0414448	0.0267242	0.0222847	0.0275084	0.0237814	0.0584427	0.0473669	0.0404515	0.0578803	0.0509825	0.0461733	0.0910659	0.0118582	0.0586527	0.0293116	0.056825	0.0135734	0.0305933	3.240433
380	-15805	-15817.7	12.6972	0.1258	0.0893531	0.102089	0.114168	0.129078	0.086258	0.122773	0.0744779	0.110481	0.159847	0.0584716	0.0731881	0.0998691	0.088533	0.116269	0.123309	0.139477	0.107091	0.144133	0.0677676	0.10615	0.0789646	0.160326	0.0433398	0.0304936	0.0619519	0.0314587	0.0264505	0.0163458	0.0243751	0.0397154	0.0387832	0.0280101	0.0309321	0.0332936	0.0404757	0.0940986	0.0185445	0.0505829	0.0379413	0.0534613	0.0245069	0.0165585	3.219192
390	-15807.9	-15820.6	12.7196	0.122698	0.0870678	0.104486	0.0903554	0.118269	0.0858818	0.127319	0.0771932	0.111697	0.164967	0.081888	0.0790183	0.119282	0.0901603	0.108283	0.114779	0.132574	0.0953559	0.106844	0.0772092	0.108017	0.0754294	0.134214	0.0455011	0.0294743	0.0619519	0.030816	0.0394095	0.0271661	0.0328326	0.0455413	0.0521525	0.0258733	0.0493607	0.044379	0.0296965	0.0866497	0.0154095	0.0410456	0.0409164	0.0542947	0.0206469	0.0308405	3.216945
400	-15808.1	-15821.4	13.2295	0.118777	0.0804364	0.093785	0.104763	0.127954	0.0592481	0.13643	0.079748	0.0992925	0.169955	0.073467	0.0826844	0.100312	0.111389	0.114117	0.118975	0.106865	0.0940575	0.138406	0.063363	0.105261	0.0938606	0.149813	0.0394513	0.030434	0.031059	0.0379935	0.0418365	0.0155066	0.0246958	0.057777	0.0383703	0.0359543	0.0417351	0.0162027	0.0222304	0.0948487	0.0263618	0.0479719	0.0311129	0.0587725	0.0343337	0.0163519	3.165961
410	-15803.2	-15816.6	13.4066	0.118228	0.100893	0.0850558	0.111828	0.107259	0.0838718	0.12067	0.0740234	0.103774	0.147	0.0750959	0.0848441	0.103305	0.0877646	0.116414	0.151336	0.111973	0.0899852	0.116658	0.0624789	0.0819066	0.0927716	0.209263	0.0280948	0.0380215	0.0278293	0.025725	0.0349509	0.015948	0.0315594	0.0332431	0.0441507	0.0401642	0.0422084	0.0314771	0.0317946	0.091212	0.0211001	0.0463754	0.0328907	0.0473612	0.0231935	0.024545	3.148244
420	-15806.5	-15819.5	13.0202	0.148282	0.0960085	0.104516	0.06961	0.128382	0.0745205	0.113992	0.0867056	0.0944725	0.142607	0.0884916	0.0903234	0.0857965	0.102811	0.10745	0.109419	0.111295	0.130621	0.10485	0.089978	0.0888149	0.0992053	0.18354	0.0383477	0.0423224	0.0138635	0.0432278	0.0273371	0.0251109	0.0314793	0.0447094	0.0440421	0.0303554	0.052279	0.0313037	0.0399565	0.0762076	0.0130552	0.0485137	0.0271637	0.0552782	0.0233364	0.0273088	3.186889
430	-15801.5	-15813.8	12.2568	0.146761	0.100445	0.119255	0.105612	0.107892	0.0879661	0.131503	0.0643586	0.0944725	0.175586	0.0985724	0.0941248	0.0806176	0.0975437	0.123877	0.111697	0.111295	0.112652	0.127598	0.0808438	0.106949	0.0960391	0.190325	0.0478571	0.0400286	0.0277217	0.0414885	0.0270772	0.0169729	0.0205123	0.0477301	0.0301659	0.0253335	0.0355339	0.0301325	0.0383567	0.0744865	0.0246086	0.0422004	0.0358895	0.0396557	0.0231794	0.0283153	3.26323
440	-15806	-15818	12.0225	0.0988556	0.0988438	0.0938311	0.122926	0.124006	0.083375	0.137607	0.0868221	0.0906558	0.169151	0.0653247	0.094769	0.103916	0.0913827	0.11566	0.155522	0.118597	0.123682	0.133446	0.0666	0.107123	0.107032	0.159265	0.0404465	0.0353168	0.0191492	0.0425586	0.022976	0.0171335	0.0283673	0.0474969	0.0496648	0.0233682	0.0382956	0.0338319	0.0383567	0.0696161	0.0253232	0.0355521	0.046187	0.0511147	0.0418453	0.03166	3.286656
450	-15803.6	-15816.1	12.5279	0.0988556	0.0848027	0.0932118	0.120407	0.105281	0.0897377	0.142891	0.0936695	0.0872826	0.19615	0.0726011	0.0934353	0.101762	0.0873777	0.115677	0.128574	0.124943	0.112094	0.124815	0.075491	0.102888	0.0924869	0.180784	0.0440744	0.0353168	0.0324157	0.0278315	0.0373204	0.0179271	0.0167766	0.0583301	0.0284075	0.0271781	0.0305596	0.0332302	0.0309976	0.0741444	0.0413578	0.0392782	0.0427372	0.0496124	0.0139378	0.0294714	3.236122
460	-15801.2	-15814.1	12.831	0.117662	0.0979212	0.105988	0.113147	0.110714	0.0754966	0.124719	0.0802657	0.0910116	0.160223	0.0742331	0.0900797	0.097095	0.071853	0.103153	0.142628	0.12668	0.097909	0.115621	0.0957308	0.0886587	0.0825797	0.184451	0.0366031	0.0428122	0.0172283	0.0467388	0.0354268	0.0218322	0.0293498	0.0569622	0.0376815	0.04428	0.0453906	0.0432712	0.0337476	0.0698887	0.0264986	0.037546	0.0299526	0.0646724	0.0142727	0.0238348	3.205811
