Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
912	0	-13154	-13108.2	-45.7913	0.803498	0.392348	0.180923	0.232218	0.141017	0.208802	0.195732	0.374053	0.128298	0.168435	0.321251	0.156241	0.146285	0.258234	0.318046	0.170501	0.494937	0.269774	0.217271	0.266453	0.112206	0.174156	0.130625	0.677562	0.0564181	0.0272477	0.049946	0.274425	0.0655703	0.0919182	0.118334	0.0204653	0.0522427	0.0665854	0.248993	0.0514957	0.0393515	0.175985	0.0848144	0.146424	0.0605034	0.087208	0.144454	0.286146	0.0217823	0.320112	0.0612875	0.0167295	0.509549	0.0705393	0.0963029	0.408539	0.957919	2.53724	0.368211	0.357035	0.0708075	0.203946	0.3589167	7.883895
913	1	-13153.6	-13112.3	-41.2626	0.7562904	0.275635	0.106806	0.181461	0.207242	0.240117	0.153951	0.280676	0.202433	0.135856	0.366385	0.12627	0.104338	0.26551	0.23097	0.300775	0.34109	0.332233	0.262911	0.358846	0.094599	0.165104	0.100619	0.566132	0.0271202	0.288162	0.100169	0.00511006	0.194094	0.066712	0.177866	0.0172455	0.0366831	0.0522665	0.0524875	0.059247	0.196262	0.0553167	0.204756	0.168533	0.146325	0.063577	0.032378	0.0867605	0.0322109	0.380962	0.0499904	0.0240396	0.48314	0.0296564	0.0862302	0.388922	0.944067	2.58078	0.354063	0.374667	0.0654097	0.20586	0.3848318	7.431029
914	0	-13151.3	-13112.8	-38.4372	0.6499192	0.349382	0.136925	0.198869	0.118348	0.261111	0.130139	0.283991	0.18647	0.175038	0.447563	0.126079	0.154504	0.235876	0.269101	0.194685	0.355591	0.282241	0.220049	0.237471	0.157185	0.135564	0.125797	0.518237	0.010524	0.0792226	0.00666909	0.187382	0.0131669	0.0547457	0.113138	0.0321692	0.0779889	0.04814	0.127699	0.0719165	0.0326756	0.235532	0.119242	0.220918	0.0913927	0.0640201	0.101237	0.16049	0.0304369	0.375396	0.0532088	0.0348511	0.459698	0.046409	0.0635406	0.33891	0.904796	2.69275	0.337015	0.387428	0.064724	0.210833	0.3589167	7.148488
915	1	-13148.3	-13109.1	-39.1162	0.7891425	0.287303	0.136917	0.21094	0.162511	0.217588	0.127316	0.240623	0.154796	0.127702	0.360636	0.155424	0.168532	0.224971	0.222558	0.172864	0.290754	0.32535	0.250532	0.233667	0.116312	0.178652	0.0925639	0.52909	0.0138414	0.385855	0.0814642	0.0248383	0.183231	0.124224	0.243727	0.0377263	0.0574858	0.0539503	0.0717505	0.0842536	0.24968	0.0601762	0.185628	0.0708462	0.104614	0.105059	0.0382547	0.0521744	0.0344158	0.39973	0.054701	0.0263634	0.45075	0.0340404	0.0932463	0.402726	0.9539	2.55013	0.335177	0.380233	0.0698403	0.21475	0.3675352	7.216381
916	0	-13142.4	-13111.3	-31.108	0.7780125	0.275053	0.101929	0.258449	0.129083	0.187777	0.13511	0.233126	0.107486	0.147504	0.366917	0.112801	0.126426	0.198887	0.223692	0.152095	0.296183	0.232772	0.235568	0.268436	0.0842914	0.117911	0.13566	0.417732	0.0220732	0.0254797	0.0584381	0.294066	0.0773819	0.0239317	0.0822041	0.0459752	0.118853	0.0531994	0.176489	0.0778201	0.0450026	0.184046	0.0345998	0.144506	0.0585349	0.0669478	0.122422	0.158708	0.0313498	0.385586	0.0578442	0.0347724	0.44086	0.049587	0.0908721	0.398129	0.950671	2.56033	0.351392	0.362053	0.0674847	0.219071	0.3678818	6.415567
917	1	-13147.2	-13101.8	-45.4113	0.8023475	0.274912	0.162036	0.229511	0.182848	0.308936	0.108271	0.301522	0.182768	0.14931	0.378241	0.138551	0.133873	0.235787	0.325456	0.262424	0.343388	0.326005	0.202693	0.241349	0.130281	0.138514	0.149772	0.543456	0.0357504	0.299668	0.127177	0.0133511	0.176405	0.0901608	0.271358	0.0635525	0.0574858	0.0543776	0.0592524	0.0765727	0.236614	0.0659251	0.270326	0.122014	0.165695	0.115804	0.0523022	0.0422024	0.0299344	0.357565	0.0511421	0.0174088	0.491131	0.0528196	0.0960582	0.408077	0.957603	2.53826	0.355388	0.367877	0.0651853	0.21155	0.3743239	7.8459
918	0	-13148.7	-13110.5	-38.1499	0.8689521	0.376133	0.148077	0.21429	0.11654	0.228513	0.164221	0.279206	0.133624	0.166371	0.454639	0.0958768	0.124217	0.247816	0.229636	0.245668	0.344147	0.312342	0.262392	0.268436	0.0940435	0.177695	0.117729	0.567851	0.0183139	0.0368119	0.0147754	0.147677	0.0586431	0.0791569	0.101963	0.0468841	0.0462141	0.0309962	0.150831	0.0770354	0.0259679	0.253989	0.0419663	0.155704	0.0748577	0.0753533	0.140139	0.173008	0.0381749	0.380633	0.0522658	0.0248677	0.462369	0.0416891	0.110124	0.433481	0.974371	2.48202	0.346834	0.369364	0.0693996	0.214402	0.3893896	7.119753
919	1	-13149.6	-13111.6	-37.9722	0.9376153	0.323425	0.103972	0.178981	0.205706	0.235489	0.214594	0.286489	0.210614	0.157744	0.369725	0.154049	0.108181	0.314097	0.229219	0.204497	0.372818	0.283027	0.200952	0.243345	0.0901123	0.176677	0.0822331	0.499967	0.00502355	0.227141	0.0679144	0.011045	0.106343	0.0501199	0.153485	0.0483497	0.0465406	0.0979551	0.0197488	0.0765727	0.234363	0.0580645	0.267972	0.0621919	0.0956463	0.129415	0.00465698	0.0935264	0.0249254	0.349331	0.0628188	0.0275316	0.479506	0.0558878	0.124344	0.457163	0.988842	2.42965	0.352306	0.37475	0.0666597	0.206284	0.3969782	7.101989
920	0	-13167	-13127.1	-39.9229	1.04416	0.325684	0.208625	0.134338	0.172526	0.325016	0.135829	0.196388	0.159963	0.187321	0.413564	0.171731	0.156893	0.241337	0.269141	0.146844	0.293537	0.281768	0.200639	0.254709	0.130001	0.15779	0.149171	0.469786	0.028558	0.0244752	0.0197165	0.229145	0.0321113	0.108617	0.157491	0.103666	0.111018	0.0654461	0.241248	0.0770354	0.00701008	0.280217	0.0624091	0.180248	0.0548425	0.0719464	0.0985652	0.160689	0.0396812	0.325333	0.0579113	0.0272539	0.515169	0.0346515	0.14568	0.489634	1.00695	2.35774	0.343175	0.366267	0.066307	0.224251	0.3583781	7.297057
921	1	-13149.8	-13108.6	-41.1802	0.8644032	0.318233	0.171343	0.21684	0.131335	0.189974	0.207978	0.265337	0.186216	0.135055	0.336913	0.132215	0.18426	0.242402	0.239784	0.196666	0.30953	0.31134	0.216439	0.247712	0.101583	0.158848	0.114968	0.712045	0.00667685	0.19228	0.0668381	0.0147499	0.163266	0.157042	0.168684	0.108941	0.0909947	0.0773396	0.0604478	0.0667525	0.250523	0.0369542	0.229837	0.0733039	0.111778	0.115451	0.008944	0.0949616	0.0241992	0.33771	0.0550197	0.0281345	0.51631	0.0386265	0.109171	0.431826	0.973318	2.48568	0.371372	0.367818	0.0676574	0.193152	0.371674	7.422781
922	0	-13153.9	-13113.3	-40.5406	0.7704352	0.37742	0.190566	0.176742	0.218909	0.24451	0.153994	0.332857	0.131581	0.14535	0.364577	0.182469	0.1444	0.217536	0.202079	0.224385	0.356829	0.345399	0.267368	0.230793	0.13069	0.146971	0.0793492	0.593841	0.123065	0.0359662	0.00864088	0.153982	0.0689232	0.0157397	0.123576	0.0333419	0.105461	0.013418	0.212945	0.0894419	0.0108258	0.188683	0.0589827	0.152099	0.0526684	0.0879951	0.118921	0.245536	0.0351129	0.338132	0.0533296	0.0206976	0.502623	0.0501044	0.089254	0.394953	0.948414	2.56738	0.35329	0.367156	0.0686478	0.210906	0.3662893	7.358824
923	1	-13155.1	-13112.4	-42.6067	0.8702324	0.409499	0.160978	0.222585	0.0907301	0.210338	0.258801	0.319122	0.197463	0.135055	0.337852	0.191654	0.0913009	0.221947	0.232478	0.264152	0.36825	0.276341	0.260336	0.268123	0.123749	0.168378	0.133231	0.485262	0.0706103	0.278766	0.0822943	0.0486157	0.157083	0.0627507	0.247233	0.0726719	0.0616791	0.0989461	0.0362875	0.0727315	0.196332	0.0369542	0.23914	0.090165	0.0476709	0.121604	0.0613161	0.0549595	0.0270914	0.397185	0.05599	0.0245047	0.459127	0.0361015	0.110392	0.433945	0.974665	2.481	0.346598	0.375568	0.0571749	0.220659	0.3721361	7.565436
924	0	-13148	-13105.9	-42.0918	0.746869	0.321272	0.203458	0.289516	0.126343	0.208292	0.207616	0.268638	0.137914	0.149306	0.272374	0.11973	0.198897	0.252786	0.279652	0.244842	0.334206	0.324891	0.201753	0.266887	0.0960863	0.156668	0.124698	0.573428	0.0172221	0.0125348	0.0380802	0.219494	0.073648	0.0195084	0.112946	0.0379994	0.0374326	0.0394737	0.198416	0.103375	0.0564633	0.283922	0.0897739	0.202655	0.0759478	0.0700125	0.170709	0.295077	0.0322743	0.355541	0.0494859	0.0230243	0.507155	0.0325197	0.0842146	0.38483	0.941071	2.58988	0.354584	0.36884	0.0692645	0.207311	0.3558925	7.513942
925	1	-13143.7	-13105.4	-38.3016	0.9396317	0.285449	0.186298	0.212133	0.137562	0.187553	0.214352	0.265979	0.119485	0.190307	0.326016	0.117785	0.161236	0.266464	0.225212	0.177313	0.382832	0.293455	0.183809	0.276328	0.124802	0.194748	0.121801	0.589357	0.0188262	0.243998	0.0750425	0.0209457	0.12906	0.0531153	0.137324	0.074762	0.094231	0.0930775	0.0420438	0.0646139	0.196332	0.0937547	0.174583	0.0669102	0.0785132	0.140327	0.0350826	0.0621022	0.0258014	0.408254	0.0497304	0.0382214	0.435411	0.0425822	0.124757	0.457823	0.98923	2.42819	0.348709	0.373135	0.0606736	0.217483	0.3913121	7.134922
926	0	-13154	-13106	-48.0815	0.7738201	0.328175	0.159091	0.238082	0.192305	0.276776	0.232752	0.34502	0.21067	0.106193	0.418654	0.179628	0.209776	0.254362	0.291969	0.222798	0.429332	0.323393	0.260051	0.270862	0.110993	0.171917	0.16522	0.592501	0.0166846	0.0174781	0.0362947	0.193152	0.0833441	0.0712948	0.109654	0.0449722	0.0370386	0.0803175	0.196655	0.0528595	0.0552197	0.306492	0.0876324	0.211752	0.0864134	0.0479299	0.153377	0.233836	0.0265648	0.314845	0.0539107	0.0249735	0.52519	0.0545155	0.089977	0.396376	0.949428	2.56422	0.365646	0.362472	0.0698772	0.202004	0.3435889	8.112917
927	1	-13151.1	-13110.2	-40.8973	0.6258279	0.305153	0.128373	0.220719	0.138721	0.252804	0.149383	0.303769	0.140243	0.171071	0.486234	0.136	0.157961	0.28146	0.229752	0.200503	0.322301	0.265049	0.18685	0.248604	0.102533	0.115649	0.110384	0.648854	0.0186226	0.164337	0.098276	0.0619895	0.226932	0.0913428	0.176746	0.0320441	0.104456	0.0706066	0.0466171	0.0708794	0.199936	0.0639906	0.299539	0.0754107	0.0669601	0.0886617	0.0374117	0.0973692	0.0257431	0.417154	0.0414746	0.037719	0.426207	0.051702	0.058475	0.326328	0.893944	2.72125	0.359283	0.35936	0.0569743	0.224383	0.3267473	7.394498
928	0	-13150.8	-13109.1	-41.6145	0.5453077	0.35044	0.130941	0.189531	0.121812	0.2351	0.261466	0.253042	0.186606	0.163333	0.396895	0.119738	0.160372	0.272455	0.27636	0.199325	0.372402	0.307986	0.276789	0.284519	0.125757	0.183796	0.0913282	0.543176	0.0420455	0.0314147	0.0497235	0.175768	0.0251696	0.0454698	0.125111	0.0892268	0.0575576	0.0213063	0.238895	0.0715961	0.0534252	0.24069	0.0464007	0.170999	0.0686773	0.0911517	0.0819001	0.236518	0.0263442	0.429598	0.0439901	0.0209586	0.428317	0.0507925	0.0420621	0.280469	0.850628	2.82684	0.352477	0.376871	0.0572644	0.213387	0.3218596	7.466217
929	1	-13142.6	-13112.4	-30.2344	0.9176696	0.271021	0.128373	0.180554	0.134835	0.176229	0.153923	0.267074	0.163823	0.140159	0.393014	0.126048	0.103599	0.230636	0.241232	0.142388	0.235663	0.284595	0.24493	0.227199	0.0939938	0.129926	0.145321	0.447772	0.0418938	0.257968	0.0592527	0.0302426	0.107926	0.0762841	0.144706	0.0830305	0.0336831	0.0441943	0.0635081	0.0480173	0.160812	0.0256539	0.198649	0.0471367	0.0975052	0.0703222	0.0176465	0.0574629	0.0410802	0.40133	0.0488666	0.041814	0.436608	0.0303011	0.120248	0.450525	0.984896	2.44433	0.340028	0.363604	0.0719196	0.224448	0.3828303	6.328203
930	0	-13158.2	-13114	-44.17	0.5940112	0.25361	0.146172	0.264555	0.166877	0.201762	0.228971	0.409755	0.172629	0.163333	0.36483	0.112117	0.19553	0.252399	0.261738	0.187901	0.347988	0.307968	0.238527	0.265421	0.100042	0.222954	0.121771	0.525269	0.0015211	0.0168989	0.0593105	0.277958	0.0584377	0.0454698	0.118464	0.0806443	0.0730661	0.0572963	0.158616	0.0975606	0.0217688	0.314798	0.0457732	0.17549	0.121499	0.0911517	0.117623	0.2763	0.0184566	0.431029	0.0489912	0.0317639	0.41998	0.0497792	0.0518752	0.308927	0.878233	2.76097	0.36998	0.371926	0.0566165	0.201478	0.3304561	7.721768
931	1	-13138.7	-13110.9	-27.784	1.022245	0.232959	0.114074	0.163323	0.119611	0.128983	0.213067	0.234996	0.12624	0.16062	0.326272	0.0967262	0.128646	0.16085	0.266006	0.189942	0.341719	0.251142	0.206237	0.213398	0.0958533	0.11733	0.123852	0.390546	0.0252009	0.197461	0.0622574	0.0302426	0.151388	0.077167	0.149242	0.0210947	0.0482572	0.0635351	0.0265634	0.0807725	0.202811	0.0415522	0.173028	0.0355304	0.125775	0.0849977	0.0235113	0.0603866	0.0381246	0.346598	0.055838	0.0289896	0.467089	0.0633603	0.141371	0.483337	1.00359	2.3717	0.355323	0.37206	0.0666324	0.205985	0.3679353	6.083166
932	0	-13154.2	-13109.6	-44.6278	0.7488688	0.34417	0.223981	0.187188	0.168543	0.275368	0.150075	0.350317	0.135845	0.14119	0.413976	0.141333	0.213047	0.217325	0.261738	0.183769	0.315253	0.260972	0.219995	0.288737	0.112278	0.201715	0.132618	0.571404	0.00703564	0.0189592	0.0445756	0.236517	0.0472483	0.103621	0.141943	0.0483004	0.120699	0.0847537	0.191039	0.0977775	0.0403657	0.268976	0.0510651	0.223938	0.0651318	0.0824025	0.163501	0.218852	0.0175706	0.450183	0.0397395	0.03644	0.372194	0.0838735	0.0846425	0.385704	0.941714	2.58794	0.347917	0.382114	0.0569178	0.213051	0.3610099	7.767544
933	1	-13142.6	-13105.5	-37.0154	0.8524315	0.286702	0.161864	0.194859	0.147082	0.237584	0.12264	0.282702	0.173975	0.165801	0.275983	0.104026	0.125081	0.287528	0.240896	0.189942	0.409853	0.273024	0.199718	0.303871	0.0946669	0.133157	0.112056	0.526869	0.0214714	0.291622	0.0598199	0.0285224	0.154238	0.0557919	0.183561	0.0674795	0.0798312	0.0947787	0.0249996	0.0399305	0.247747	0.0177209	0.22355	0.0921229	0.0746654	0.0836949	0.0275988	0.0872827	0.0272684	0.390283	0.0556342	0.0278422	0.44795	0.0510228	0.106657	0.427417	0.970487	2.49544	0.343713	0.373533	0.0637267	0.219027	0.3678258	7.006309
934	0	-13149.6	-13111.3	-38.3345	0.8956076	0.313117	0.127482	0.163783	0.180217	0.22619	0.148386	0.271734	0.185823	0.121466	0.346635	0.168592	0.117061	0.27304	0.233015	0.171444	0.240438	0.300905	0.272867	0.249787	0.12496	0.155547	0.0951163	0.548379	0.0254887	0.0337743	0.0406794	0.209326	0.0631808	0.149888	0.130066	0.0258683	0.0598317	0.0730714	0.137853	0.100991	0.0385113	0.270124	0.10354	0.207624	0.070934	0.0883019	0.0607556	0.212427	0.0250808	0.478133	0.0489127	0.0259928	0.372905	0.0489757	0.115683	0.442958	0.980293	2.46107	0.347416	0.379913	0.053357	0.219313	0.3716915	7.138219
935	1	-13148.1	-13106.9	-41.1793	0.8657874	0.359574	0.162906	0.200112	0.19209	0.261381	0.161241	0.300941	0.176433	0.139929	0.376433	0.107432	0.115858	0.256934	0.245101	0.222267	0.31965	0.304038	0.232714	0.267021	0.0972201	0.22909	0.0835427	0.57921	0.000980191	0.176145	0.0680958	0.0258381	0.182393	0.0806123	0.145002	0.00501315	0.0545316	0.110288	0.0116683	0.0551441	0.286139	0.0388554	0.341393	0.105289	0.103759	0.128407	0.0404195	0.0716015	0.0239255	0.392713	0.0626123	0.0265514	0.450739	0.0434583	0.109461	0.432331	0.97364	2.48457	0.358412	0.373953	0.063874	0.203761	0.3588009	7.42269
936	0	-13146.2	-13113.4	-32.7668	0.8959211	0.30586	0.146653	0.18096	0.123158	0.231575	0.151932	0.227521	0.103703	0.180581	0.363371	0.12817	0.165118	0.181386	0.177467	0.205632	0.225981	0.26339	0.211221	0.211421	0.103723	0.15051	0.100852	0.470941	0.00454452	0.0118942	0.046967	0.272432	0.0856147	0.100446	0.0647887	0.0203814	0.0471341	0.0569737	0.150445	0.083579	0.0593701	0.187334	0.0927004	0.185764	0.0530076	0.0886734	0.145839	0.212427	0.0255278	0.455879	0.0517376	0.042019	0.364139	0.0606978	0.115748	0.443067	0.98036	2.46082	0.334301	0.385246	0.0559124	0.224541	0.3862455	6.581444
937	1	-13145.1	-13105.1	-40.0605	0.7877124	0.35732	0.181393	0.239055	0.122198	0.200872	0.190128	0.284212	0.178897	0.122827	0.391998	0.107359	0.156529	0.236636	0.242056	0.20737	0.358882	0.303759	0.278999	0.232862	0.110356	0.16787	0.109139	0.549671	0.0289509	0.206244	0.043455	0.0144586	0.182393	0.0564351	0.191121	0.0127982	0.0270535	0.0777519	0.03498	0.0901361	0.336472	0.039421	0.213552	0.105289	0.0908262	0.117535	0.0486005	0.0629512	0.0209007	0.388333	0.0624001	0.036483	0.448658	0.0432258	0.0929415	0.402139	0.953491	2.55143	0.371038	0.354317	0.0637589	0.210885	0.3645014	7.310813
938	0	-13149.6	-13113.3	-36.3337	0.844088	0.287038	0.130968	0.184979	0.124185	0.221563	0.168303	0.194019	0.176752	0.139041	0.381352	0.094633	0.172682	0.193788	0.239021	0.197881	0.364592	0.21192	0.207934	0.201983	0.129135	0.197091	0.107918	0.577428	0.0108675	0.020319	0.0307692	0.217358	0.100942	0.0618297	0.0942797	0.0607987	0.0509654	0.118034	0.150445	0.0744545	0.0142377	0.240794	0.0403959	0.18478	0.0972276	0.117754	0.127248	0.22043	0.023719	0.437141	0.0447815	0.0359854	0.39021	0.068163	0.1049	0.424297	0.96846	2.50234	0.354284	0.382509	0.0601956	0.203011	0.3850744	6.938137
939	1	-13154.5	-13109.3	-45.1527	0.7112749	0.366073	0.214404	0.186346	0.169209	0.325594	0.121351	0.284212	0.203403	0.134241	0.336331	0.124703	0.127681	0.234317	0.292208	0.170757	0.400116	0.332442	0.269996	0.175834	0.102023	0.185418	0.124382	0.66542	0.0532069	0.324539	0.0661896	0.0289472	0.233319	0.112751	0.182987	0.0532245	0.0598327	0.0812857	0.0189761	0.067172	0.276877	0.0959847	0.238725	0.0485567	0.0600053	0.140971	0.0437174	0.0863037	0.0224912	0.379506	0.0527034	0.0233397	0.464193	0.0577668	0.0765981	0.368802	0.928976	2.62562	0.349831	0.36946	0.0665607	0.214148	0.3658251	7.820031
940	0	-13149.4	-13106.6	-42.8158	0.7801997	0.313092	0.183066	0.191916	0.151235	0.259753	0.119872	0.330305	0.198645	0.228655	0.433028	0.0891674	0.163014	0.261666	0.253735	0.260211	0.348813	0.255283	0.261279	0.275629	0.0960669	0.179311	0.116198	0.533803	0.058618	0.0308491	0.0436688	0.250977	0.100909	0.0400245	0.137226	0.0631384	0.0845694	0.0528929	0.16508	0.0978846	0.0241365	0.278933	0.0193889	0.149959	0.0700126	0.0451868	0.123734	0.245411	0.0293052	0.432926	0.0396755	0.0304139	0.413269	0.0544103	0.091339	0.399038	0.951314	2.55831	0.350756	0.377437	0.061376	0.210432	0.3823974	7.586344
941	1	-13154.6	-13109.7	-44.9181	0.7170245	0.406906	0.145256	0.237371	0.0966195	0.250595	0.109795	0.331287	0.195498	0.167496	0.486034	0.124844	0.201904	0.218824	0.288627	0.265941	0.3533	0.260675	0.233131	0.225218	0.0886354	0.197469	0.134337	0.6212	0.029999	0.253986	0.139342	0.0160037	0.289189	0.054369	0.154019	0.0328638	0.0467633	0.0778509	0.0617518	0.0565706	0.272309	0.0949826	0.269183	0.0516552	0.0516077	0.129011	0.00542451	0.0687293	0.0251391	0.381009	0.0533158	0.0231363	0.462737	0.0546623	0.0778278	0.371453	0.931017	2.6197	0.356005	0.367253	0.0616841	0.215057	0.3628559	7.796574
942	0	-13147.5	-13108.2	-39.2968	0.7826064	0.402676	0.187614	0.251175	0.16564	0.202137	0.163707	0.231362	0.162927	0.183418	0.369722	0.116949	0.145645	0.204742	0.237559	0.206228	0.264425	0.263975	0.278723	0.264161	0.112739	0.1452	0.0597128	0.515853	0.0226769	0.0151011	0.0462143	0.266243	0.0750138	0.0684254	0.117183	0.0531942	0.0585609	0.114393	0.193161	0.0979694	0.00388275	0.249381	0.0465368	0.188215	0.0545891	0.0757635	0.111605	0.240048	0.0278819	0.457779	0.0395411	0.0321047	0.383269	0.0594244	0.0918525	0.400036	0.952016	2.5561	0.332728	0.380695	0.0602238	0.226353	0.3745462	7.234446
943	1	-13147.4	-13110.9	-36.4902	0.9262726	0.337248	0.139432	0.182019	0.128954	0.213693	0.133871	0.282097	0.17125	0.0996083	0.349198	0.139524	0.0912744	0.262664	0.227419	0.257635	0.338634	0.290689	0.22394	0.25988	0.0866419	0.17472	0.114675	0.573747	0.018917	0.226079	0.0693959	0.00410075	0.177343	0.0942069	0.188393	0.0522345	0.0287189	0.0640669	0.0458656	0.069669	0.283395	0.0869851	0.148126	0.0731202	0.052815	0.11452	0.00356271	0.0734527	0.0344981	0.387582	0.0444348	0.0314921	0.443638	0.058355	0.122019	0.453412	0.986622	2.43795	0.329708	0.397335	0.0565007	0.216457	0.3806109	6.953783
944	0	-13149.3	-13114.4	-34.9053	0.8290529	0.292375	0.165478	0.246149	0.128301	0.199327	0.120027	0.316171	0.147781	0.180309	0.277809	0.128226	0.16722	0.224715	0.246124	0.202631	0.26576	0.275088	0.237584	0.22045	0.0852167	0.116465	0.0524279	0.487141	0.00993517	0.0239004	0.0789231	0.193775	0.0648451	0.0556947	0.0858138	0.0565922	0.0585732	0.0299886	0.20797	0.0947198	0.0298797	0.260177	0.0406655	0.189561	0.0472616	0.0507449	0.0818434	0.351658	0.0305029	0.451159	0.0418268	0.0355281	0.375669	0.065314	0.101724	0.418573	0.964691	2.51501	0.342715	0.378012	0.0566143	0.222659	0.3881816	6.795296
945	1	-13151.1	-13107.9	-43.2098	0.8604772	0.332558	0.119348	0.261562	0.148554	0.22004	0.211705	0.282097	0.168637	0.189853	0.446921	0.129822	0.158928	0.250944	0.239996	0.194355	0.32161	0.242894	0.212791	0.310202	0.112431	0.14997	0.15153	0.697587	0.0305941	0.226079	0.0702141	0.0302261	0.180112	0.146051	0.185432	0.0257298	0.0632725	0.0829638	0.0462653	0.0677665	0.276151	0.0662768	0.215932	0.0633327	0.0509326	0.147035	0.040362	0.0566849	0.0332597	0.409411	0.0525979	0.0265396	0.4191	0.0590922	0.108347	0.430389	0.9724	2.48886	0.329084	0.392333	0.0576262	0.220957	0.3571141	7.62575
946	0	-13145.9	-13113.8	-32.0471	0.7383227	0.303318	0.184603	0.159749	0.123588	0.146633	0.159493	0.302843	0.147781	0.166917	0.371033	0.128226	0.147825	0.230531	0.21597	0.194211	0.268199	0.31858	0.21008	0.238423	0.109768	0.152502	0.102888	0.431319	0.00695969	0.0161289	0.0248692	0.189249	0.0772034	0.0578334	0.113745	0.0565922	0.0959443	0.0414579	0.186026	0.085957	0.0316806	0.185754	0.0354919	0.161469	0.0308113	0.0342628	0.120006	0.143554	0.0304938	0.430085	0.0445716	0.0403041	0.384877	0.0696686	0.0823856	0.381064	0.938282	2.59827	0.341575	0.379588	0.0549139	0.223922	0.3753111	6.509475
947	1	-13155.4	-13122.6	-32.7857	0.848759	0.230011	0.108421	0.170524	0.121929	0.252113	0.126546	0.228684	0.159367	0.135317	0.417057	0.0718147	0.182683	0.211853	0.237066	0.183775	0.330887	0.261514	0.198534	0.221125	0.0942242	0.173915	0.0536019	0.479473	0.0391664	0.228859	0.106757	0.0254669	0.167207	0.0617394	0.109473	0.0441807	0.0621437	0.0768698	0.0244	0.0747235	0.246568	0.078091	0.30656	0.0633327	0.0284613	0.101466	0.0453227	0.0421123	0.0305631	0.412045	0.0560456	0.0127212	0.416327	0.0722973	0.105884	0.426048	0.969601	2.49847	0.349879	0.384001	0.06447	0.20165	0.3523833	6.583336
948	0	-13149.4	-13108.7	-40.6901	0.8240353	0.263498	0.192078	0.241642	0.172713	0.204796	0.132879	0.27419	0.148274	0.185561	0.386059	0.107296	0.156984	0.272107	0.206397	0.255761	0.254471	0.300472	0.261977	0.28627	0.127373	0.181873	0.116035	0.524179	0.0106113	0.0251561	0.0240698	0.208359	0.0957863	0.0945531	0.113019	0.0385842	0.0367114	0.024826	0.186026	0.067145	0.0516357	0.269788	0.0875653	0.20205	0.0605974	0.115708	0.120839	0.287863	0.0266703	0.426325	0.0465345	0.033537	0.402142	0.0647911	0.100662	0.416634	0.963399	2.51931	0.35839	0.373446	0.0586433	0.20952	0.3829718	7.373779
949	1	-13147.5	-13113.5	-34.0495	0.8690729	0.386122	0.13457	0.206108	0.12639	0.216967	0.131635	0.256309	0.0980588	0.153254	0.339417	0.137011	0.113522	0.23731	0.216306	0.161343	0.388642	0.2909	0.238273	0.196444	0.116132	0.139328	0.119015	0.520118	0.0026858	0.166415	0.0774409	0.0224547	0.184666	0.104109	0.134922	0.0139057	0.118429	0.0551204	0.0532366	0.0843023	0.196679	0.071021	0.174771	0.10032	0.0739423	0.0910855	0.0167939	0.0442366	0.0278714	0.345605	0.0566772	0.0134052	0.475384	0.0810578	0.110149	0.433525	0.974399	2.48193	0.366587	0.362448	0.0653931	0.205571	0.3659779	6.70971
950	0	-13146.5	-13108.1	-38.3969	0.7669827	0.299608	0.158538	0.22671	0.148693	0.200685	0.169425	0.287624	0.165374	0.120324	0.397945	0.107296	0.158775	0.269402	0.296456	0.246574	0.322778	0.282016	0.196853	0.21007	0.0682066	0.138872	0.176839	0.563204	0.0429838	0.0530571	0.0218836	0.17099	0.0829392	0.0343982	0.107594	0.0162611	0.0863754	0.074673	0.186644	0.0727077	0.037427	0.207308	0.0372882	0.209129	0.118597	0.0536197	0.0726315	0.24568	0.0274721	0.410088	0.0429718	0.0364992	0.416814	0.0661552	0.0885163	0.393493	0.947369	2.57062	0.359725	0.366088	0.0570236	0.217164	0.3709954	7.144454
