Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
951	1	-13151.4	-13117.7	-33.7203	0.741829	0.265217	0.148079	0.178004	0.170246	0.278713	0.0823694	0.238698	0.154763	0.151381	0.295622	0.15503	0.11824	0.256617	0.271261	0.199156	0.326466	0.220842	0.249331	0.196444	0.104534	0.129939	0.119068	0.472717	0.038837	0.222517	0.072209	0.0224547	0.125101	0.0474628	0.153365	0.0143121	0.111552	0.0935487	0.0596603	0.0320584	0.321969	0.0321097	0.168911	0.0682127	0.0940139	0.118895	0.0505863	0.0462866	0.0271961	0.339182	0.0553039	0.01749	0.481734	0.0790938	0.083136	0.382616	0.939435	2.59481	0.37743	0.356409	0.0666099	0.199551	0.3513027	6.676798
952	0	-13153.8	-13119.2	-34.6356	0.7658053	0.216416	0.187447	0.178884	0.149299	0.148934	0.170523	0.248059	0.149336	0.123483	0.459825	0.155648	0.14776	0.179565	0.282802	0.21837	0.276615	0.26264	0.239279	0.206438	0.0796593	0.141648	0.0673423	0.479608	0.0333585	0.0257909	0.0100255	0.247866	0.0644362	0.0424641	0.0841793	0.0178545	0.0650271	0.0519735	0.167785	0.0596461	0.0602756	0.286445	0.0752322	0.171227	0.0724097	0.12014	0.109995	0.232617	0.0257367	0.426948	0.0518566	0.0424835	0.408513	0.0444624	0.0882646	0.392994	0.94701	2.57173	0.346794	0.384138	0.0619008	0.207167	0.360982	6.76833
953	1	-13160.3	-13125.2	-35.1014	0.822884	0.348115	0.177994	0.173592	0.110519	0.196551	0.144602	0.251331	0.125399	0.13681	0.413159	0.0974712	0.179063	0.18352	0.256109	0.163548	0.246862	0.264666	0.289584	0.265912	0.0525723	0.14529	0.106363	0.673599	0.0328899	0.172114	0.0413054	0.0065565	0.170001	0.0537571	0.204921	0.0422716	0.0635448	0.0610582	0.0479292	0.107756	0.238347	0.0246601	0.178053	0.0591261	0.0666168	0.0898009	0.0985979	0.0529739	0.0307515	0.386856	0.0456014	0.0245324	0.425433	0.0868264	0.100418	0.416187	0.963099	2.5203	0.371225	0.354226	0.0694681	0.205081	0.3548712	6.814909
954	0	-13146.3	-13107.2	-39.1227	0.7296161	0.275125	0.179331	0.179696	0.147702	0.210614	0.157439	0.308218	0.194706	0.139985	0.288847	0.0836797	0.176352	0.28895	0.266273	0.186749	0.353178	0.315273	0.253006	0.229576	0.129689	0.145531	0.115275	0.593309	0.0516746	0.0458359	0.0309575	0.221423	0.0530912	0.0729135	0.168989	0.0154978	0.0802892	0.0326257	0.14957	0.0822082	0.0243203	0.220846	0.0835078	0.156583	0.0585175	0.0740956	0.107393	0.268193	0.022817	0.372514	0.0523413	0.0338097	0.464589	0.0539294	0.0805222	0.377175	0.935368	2.60694	0.347147	0.383903	0.0638711	0.205079	0.3816587	7.217037
955	1	-13143.6	-13104	-39.614	0.8246218	0.292193	0.130505	0.197052	0.101888	0.253471	0.142947	0.268403	0.14835	0.199381	0.379133	0.145822	0.181234	0.226709	0.272227	0.196928	0.286987	0.259963	0.266056	0.266566	0.125807	0.137666	0.105757	0.578583	0.0385366	0.295158	0.0922365	0.0136021	0.179319	0.102942	0.142323	0.0963781	0.0643159	0.027313	0.0484504	0.0381871	0.237704	0.01927	0.282323	0.0821668	0.137137	0.127026	0.0122852	0.0658586	0.0304816	0.357308	0.0445485	0.0242854	0.475547	0.0678292	0.100786	0.416861	0.963551	2.5188	0.354313	0.373599	0.0632395	0.208849	0.3819391	7.266161
956	0	-13146.5	-13106.5	-39.9564	0.8389851	0.393385	0.140451	0.17871	0.17738	0.174231	0.179495	0.342781	0.172226	0.132424	0.375766	0.104768	0.152632	0.238207	0.304086	0.173714	0.347293	0.335212	0.219118	0.199963	0.0943404	0.158276	0.109542	0.560011	0.0679739	0.0516223	0.0325294	0.281394	0.0950557	0.0245332	0.152332	0.0179433	0.0686356	0.0622134	0.138459	0.0756325	0.0400938	0.220846	0.0835078	0.193092	0.054663	0.0544989	0.107939	0.213422	0.02865	0.369661	0.0515309	0.0224446	0.459332	0.068381	0.103823	0.422369	0.967198	2.50661	0.363236	0.364121	0.0678037	0.20484	0.3563851	7.300401
957	1	-13150.3	-13115.2	-35.0601	0.7827075	0.289743	0.153723	0.149556	0.113487	0.227904	0.159331	0.20692	0.198352	0.133603	0.33093	0.1427	0.156091	0.200562	0.27619	0.210814	0.363653	0.233311	0.227516	0.178129	0.0831256	0.137666	0.116345	0.441136	0.0440615	0.292616	0.0893798	0.0061198	0.107527	0.0881063	0.186421	0.0990706	0.0650601	0.0397347	0.0533856	0.0987752	0.249125	0.0184874	0.166586	0.100476	0.0980636	0.129071	0.0532712	0.0946471	0.0276598	0.289507	0.0551697	0.0275175	0.544706	0.0554403	0.0918741	0.400078	0.952046	2.556	0.371196	0.360863	0.0678948	0.200046	0.3789496	6.810772
958	0	-13153.1	-13111.2	-41.8772	0.7993489	0.313479	0.153592	0.275277	0.130009	0.20904	0.184036	0.327675	0.10663	0.222765	0.369108	0.162421	0.136908	0.279735	0.246924	0.331709	0.357669	0.286936	0.225861	0.245477	0.119658	0.213931	0.109884	0.468601	0.0244734	0.0354302	0.0112399	0.255276	0.0414722	0.0644001	0.125305	0.0253166	0.126365	0.0522067	0.190064	0.0957651	0.0251798	0.29931	0.0745201	0.238394	0.0413985	0.0445162	0.103532	0.140995	0.0238401	0.364915	0.0521347	0.022767	0.476707	0.0596357	0.0954202	0.406872	0.956774	2.54093	0.35775	0.369556	0.0647712	0.207923	0.3673147	7.492483
959	1	-13153.1	-13119.4	-33.6818	1.068645	0.29596	0.129929	0.18908	0.0977015	0.231728	0.102348	0.250625	0.147925	0.149027	0.358725	0.105992	0.0799048	0.238162	0.304957	0.211942	0.338267	0.247454	0.16547	0.22964	0.0823302	0.118732	0.132515	0.496762	0.0297322	0.219232	0.0679734	0.0214276	0.0933102	0.0650815	0.202355	0.0496919	0.0300974	0.0627251	0.0532105	0.0931834	0.260599	0.0436306	0.255591	0.0609135	0.102242	0.114204	0.0538205	0.0887494	0.0305088	0.330618	0.0544684	0.0364756	0.490016	0.0579134	0.150444	0.496455	1.0105	2.3426	0.354302	0.36798	0.0692809	0.208437	0.3972232	6.672948
960	0	-13147.7	-13111.2	-36.483	0.8179877	0.308449	0.210631	0.191942	0.163983	0.21501	0.200699	0.276218	0.201747	0.111911	0.307333	0.0802385	0.159878	0.198394	0.200412	0.230795	0.296726	0.307827	0.181987	0.280428	0.109715	0.183826	0.104665	0.551689	0.0333219	0.0547529	0.0347568	0.233128	0.0508319	0.0467927	0.108642	0.0112563	0.108879	0.0400368	0.219962	0.0456995	0.0473075	0.271722	0.032426	0.154941	0.0413985	0.0799979	0.0737652	0.188943	0.0317384	0.350554	0.0548062	0.017506	0.48606	0.0593355	0.0993802	0.414276	0.961817	2.52453	0.340319	0.37875	0.0693446	0.211586	0.3719934	6.953063
961	1	-13139.6	-13102.9	-36.7532	0.795223	0.279678	0.109021	0.169641	0.114143	0.210998	0.189527	0.278764	0.144609	0.185849	0.333974	0.123222	0.152444	0.239235	0.207946	0.22736	0.33811	0.222073	0.258818	0.266334	0.116225	0.158654	0.0819218	0.546703	0.0553066	0.219911	0.0876625	0.0321266	0.222816	0.0563769	0.132075	0.0589231	0.0788564	0.0690515	0.0480332	0.0623855	0.219578	0.00942533	0.275156	0.0767944	0.112085	0.125692	0.0102177	0.0723571	0.0302948	0.410766	0.0488506	0.0292094	0.435044	0.0458347	0.0945418	0.405204	0.955622	2.54463	0.34376	0.377811	0.0618266	0.216603	0.3511749	6.98008
962	0	-13151.2	-13111.4	-39.7751	0.8646062	0.318393	0.184532	0.271939	0.119956	0.168584	0.141654	0.356918	0.135141	0.159159	0.363813	0.162885	0.147238	0.231444	0.215674	0.246843	0.389459	0.242214	0.279762	0.204989	0.147067	0.226552	0.117907	0.692396	0.0556321	0.0577903	0.00789626	0.181435	0.0363152	0.0291881	0.109126	0.0312184	0.115608	0.0449093	0.162144	0.0633029	0.0278829	0.243082	0.0379995	0.155162	0.0550772	0.0729666	0.0735614	0.19746	0.0231851	0.375059	0.0619031	0.030615	0.463271	0.045967	0.109214	0.431901	0.973366	2.48552	0.346999	0.381131	0.0629072	0.208963	0.3913749	7.282274
963	1	-13143.6	-13104.6	-38.9327	0.8194792	0.323233	0.16926	0.167578	0.146659	0.258451	0.167443	0.199697	0.160105	0.163383	0.35185	0.0970336	0.144979	0.291679	0.272794	0.194844	0.334027	0.282054	0.220107	0.217809	0.148869	0.18146	0.154968	0.551998	0.0341949	0.228546	0.0706148	0.0364232	0.175496	0.0809541	0.207537	0.0354654	0.0589746	0.0646158	0.0390655	0.0742976	0.292359	0.0238212	0.139633	0.0895764	0.14888	0.0544837	0.0569469	0.0858733	0.0316248	0.412849	0.0471661	0.0248117	0.44039	0.0431582	0.0996965	0.41486	0.96221	2.52323	0.344403	0.375583	0.0602709	0.219743	0.3516676	7.198039
964	0	-13146.8	-13106.7	-40.1717	0.8717457	0.33803	0.165049	0.194219	0.158517	0.223653	0.224155	0.225685	0.115538	0.161639	0.293243	0.126538	0.137339	0.27056	0.243583	0.213846	0.322258	0.341375	0.217498	0.234746	0.110236	0.172217	0.142423	0.572215	0.0781397	0.0996718	0.0835561	0.280772	0.0492191	0.0388245	0.109126	0.0292049	0.134505	0.0559385	0.191023	0.0337049	0.00653042	0.225634	0.0595647	0.1838	0.0629275	0.117986	0.0960779	0.18117	0.0279395	0.366641	0.0621054	0.025059	0.469908	0.0483476	0.110709	0.434492	0.975011	2.47979	0.351554	0.380378	0.0614149	0.206652	0.3752527	7.321938
965	1	-13159.2	-13114.5	-44.698	0.6841315	0.260827	0.215294	0.267135	0.096669	0.29811	0.14233	0.33051	0.114661	0.164256	0.325496	0.143926	0.191372	0.267236	0.274927	0.250739	0.425497	0.31194	0.238336	0.299863	0.119176	0.17261	0.1601	0.587431	0.0624014	0.114135	0.0601791	0.0466395	0.219581	0.0560451	0.184542	0.0250512	0.0718974	0.07491	0.0364477	0.0802604	0.25094	0.0763482	0.37758	0.0670309	0.0948945	0.113122	0.0300977	0.0740215	0.030013	0.436878	0.0432742	0.02704	0.42128	0.0415149	0.0708025	0.355946	0.918843	2.65441	0.350882	0.37525	0.0567213	0.217147	0.3447524	7.774565
966	0	-13157.3	-13112	-45.3485	0.9100754	0.333377	0.250907	0.202288	0.189163	0.269826	0.173937	0.305651	0.120415	0.124796	0.390051	0.155376	0.195735	0.253414	0.249147	0.215492	0.323749	0.307555	0.304195	0.246733	0.0776419	0.145185	0.102864	0.762013	0.0442558	0.0410629	0.0353683	0.242925	0.121265	0.0357623	0.0994928	0.0396591	0.0830254	0.0621429	0.215083	0.106929	0.0279718	0.242112	0.025726	0.184883	0.0390299	0.0447123	0.235226	0.213472	0.0296579	0.363303	0.0533215	0.0214534	0.482421	0.0498431	0.118681	0.447948	0.983341	2.45003	0.349855	0.375204	0.0649195	0.210021	0.3651034	7.839616
967	1	-13146.3	-13106.2	-40.0902	0.6390213	0.294674	0.153557	0.199151	0.121187	0.20938	0.145722	0.223359	0.17189	0.164256	0.391653	0.121535	0.193103	0.243728	0.277813	0.20244	0.375945	0.329923	0.18639	0.260279	0.113135	0.192842	0.143303	0.47517	0.0392724	0.280604	0.0968066	0.0466395	0.156019	0.112309	0.235266	0.0447234	0.0717053	0.0390178	0.0787073	0.0546343	0.174104	0.0310057	0.181097	0.11415	0.105592	0.113122	0.0599703	0.0885988	0.0294555	0.42647	0.0421085	0.0328536	0.406186	0.0629259	0.0612431	0.33328	0.899992	2.70549	0.350818	0.364233	0.0606824	0.224267	0.3357316	7.313781
968	0	-13147	-13101.8	-45.1722	0.8455468	0.294625	0.186084	0.191922	0.165512	0.268905	0.151457	0.291151	0.144594	0.17942	0.382959	0.164509	0.127532	0.250249	0.370877	0.269719	0.330082	0.346385	0.236305	0.274478	0.128154	0.160683	0.110949	0.581077	0.0255774	0.0866429	0.0243964	0.218027	0.0591379	0.0860097	0.0918269	0.0292344	0.125233	0.058373	0.190679	0.113284	0.0200507	0.264494	0.0507995	0.135256	0.119017	0.107197	0.106518	0.302601	0.0258512	0.390024	0.0417063	0.0215618	0.45572	0.0651362	0.105207	0.424845	0.968818	2.50113	0.361903	0.366708	0.0597236	0.211665	0.3698055	7.82198
969	1	-13149	-13105.5	-43.4703	0.6852722	0.317991	0.174129	0.180114	0.17177	0.183863	0.192669	0.297204	0.139292	0.148714	0.425688	0.162021	0.139168	0.244942	0.316284	0.257945	0.382677	0.304983	0.279463	0.283739	0.114801	0.130192	0.102474	0.512328	0.0213378	0.209238	0.119316	0.082655	0.165079	0.0781029	0.247288	0.06973	0.0693907	0.110812	0.0251796	0.0425169	0.258662	0.0190073	0.195155	0.0837164	0.138105	0.0877328	0.0919277	0.0743947	0.0258092	0.431084	0.0391401	0.0302214	0.410242	0.0635041	0.0710456	0.356498	0.919286	2.65317	0.345317	0.384371	0.0635431	0.206769	0.3229693	7.651799
970	0	-13164.3	-13117.1	-47.2245	0.7557873	0.417055	0.161731	0.236069	0.128796	0.283803	0.142463	0.252189	0.150002	0.130947	0.499594	0.133506	0.229826	0.274838	0.370877	0.184201	0.416121	0.40895	0.27418	0.254423	0.132185	0.159971	0.11445	0.5483	0.0323241	0.0327272	0.0529613	0.2816	0.0591131	0.0613511	0.0688733	0.043891	0.0559707	0.0430293	0.187662	0.0824336	0.0741085	0.264494	0.0982587	0.167901	0.0721887	0.142039	0.0542249	0.247581	0.023808	0.335857	0.0683912	0.0260473	0.518567	0.0273287	0.0861226	0.388705	0.943909	2.58126	0.357706	0.382793	0.0614785	0.198022	0.3266586	8.027211
971	1	-13148.9	-13113	-35.8512	0.9304896	0.336552	0.144403	0.196201	0.190314	0.185333	0.193359	0.286368	0.15143	0.11748	0.385631	0.160074	0.191776	0.235607	0.216219	0.174689	0.2639	0.304983	0.193079	0.210633	0.121515	0.141168	0.110294	0.621524	0.0154978	0.260005	0.0737606	0.0126434	0.144916	0.085153	0.134039	0.0200281	0.0709761	0.0427193	0.036244	0.042167	0.224166	0.0983154	0.163022	0.0675111	0.0926443	0.11195	0.0297778	0.031813	0.0327811	0.398419	0.0519136	0.0269303	0.43257	0.0573862	0.122884	0.454813	0.987455	2.43485	0.348046	0.37595	0.0625978	0.213406	0.4055903	6.889883
972	0	-13161.7	-13109.7	-51.9988	0.7074306	0.344171	0.18271	0.236069	0.147395	0.319747	0.19389	0.322336	0.150002	0.150903	0.424047	0.12858	0.177255	0.342384	0.35409	0.274924	0.397088	0.35933	0.244425	0.254423	0.0851347	0.159142	0.113678	0.673761	0.00353235	0.0218509	0.0152285	0.297734	0.104357	0.0541476	0.111357	0.0303381	0.122465	0.11789	0.135611	0.0717481	0.0514242	0.444572	0.032945	0.204689	0.06976	0.0713585	0.185042	0.32311	0.0203266	0.326443	0.0557038	0.0477287	0.508549	0.0412492	0.0757761	0.367015	0.927591	2.62962	0.371981	0.364545	0.0609026	0.202571	0.3751716	8.504646
973	1	-13154.1	-13120.7	-33.3945	0.9462587	0.294999	0.10239	0.186054	0.165177	0.132545	0.210004	0.245379	0.224966	0.134308	0.326623	0.11785	0.161053	0.251532	0.258622	0.166609	0.293833	0.29918	0.171055	0.210633	0.101504	0.193804	0.11798	0.378926	0.0337372	0.248971	0.0802515	0.00703789	0.182754	0.0421884	0.168749	0.0137589	0.0825611	0.0708334	0.0324073	0.0960378	0.260267	0.0596442	0.144027	0.0932284	0.0705086	0.108082	0.0479056	0.0562442	0.0347964	0.435821	0.0463269	0.0427866	0.397412	0.0428578	0.12611	0.45998	0.990491	2.42342	0.341684	0.380072	0.0625167	0.215727	0.3537503	6.64422
974	0	-13172.1	-13121	-51.097	0.822193	0.361452	0.145029	0.17382	0.194165	0.250383	0.175013	0.283663	0.201958	0.169078	0.435013	0.192184	0.108273	0.323803	0.271937	0.266679	0.425284	0.357325	0.339957	0.265587	0.0851347	0.310332	0.113863	0.700415	0.0669375	0.0552518	0.0529841	0.184785	0.0433331	0.0245985	0.17031	0.00561758	0.107909	0.0227945	0.150144	0.0898534	0.00949585	0.232393	0.0868956	0.283308	0.0684862	0.0796235	0.170495	0.358898	0.0228156	0.339836	0.0540892	0.0477654	0.501672	0.0338213	0.100272	0.415918	0.96292	2.52089	0.382994	0.355867	0.0631604	0.197978	0.3559161	8.414461
975	1	-13141.6	-13108.4	-33.2034	0.8664209	0.273516	0.110858	0.190069	0.146626	0.141829	0.180555	0.240614	0.134189	0.177356	0.36601	0.119487	0.118815	0.213727	0.274459	0.236635	0.340259	0.294847	0.19826	0.25919	0.0951363	0.144107	0.117037	0.549819	0.0332356	0.250989	0.0834129	0.0210132	0.115554	0.0388081	0.154728	0.0174718	0.0373726	0.0627731	0.0314164	0.0732577	0.187594	0.0316634	0.153118	0.0401213	0.10706	0.124839	0.0479056	0.0893691	0.0318624	0.410392	0.0414339	0.0391789	0.420831	0.0563024	0.109594	0.432562	0.973787	2.48406	0.357659	0.361948	0.0577503	0.222643	0.3839519	6.625103
976	0	-13157.1	-13106.8	-50.2956	0.7769911	0.360522	0.220706	0.298503	0.148901	0.253657	0.161621	0.276626	0.185339	0.194788	0.571242	0.148788	0.152453	0.304015	0.271475	0.280137	0.342598	0.367726	0.271801	0.259477	0.126746	0.173173	0.0764928	0.612884	0.0193259	0.0509944	0.057397	0.267095	0.0418101	0.0692698	0.0966058	0.0050175	0.0662177	0.0299229	0.240232	0.100201	0.0169021	0.254635	0.094092	0.207912	0.11529	0.107335	0.185086	0.249311	0.0252748	0.344566	0.0477601	0.0333963	0.521855	0.0271481	0.0906541	0.397703	0.95037	2.56127	0.350937	0.373966	0.0622796	0.212817	0.3762944	8.334322
977	1	-13161.8	-13127.8	-33.9244	0.7575093	0.243905	0.176127	0.214234	0.0935966	0.207062	0.106434	0.233141	0.180163	0.110473	0.32106	0.108823	0.139673	0.258002	0.194634	0.210537	0.308848	0.317972	0.228237	0.207209	0.0691399	0.152341	0.0924245	0.651612	0.0326322	0.167258	0.141659	0.0116864	0.217524	0.0747094	0.14082	0.053574	0.0768249	0.078465	0.0138239	0.0576069	0.172427	0.0287326	0.330904	0.0503668	0.0711739	0.0686525	0.0275464	0.0551659	0.0213356	0.340822	0.0586616	0.035628	0.486954	0.0565985	0.0864909	0.389447	0.944448	2.57961	0.351766	0.378222	0.0694026	0.200609	0.3530048	6.697202
978	0	-13162.4	-13115.3	-47.0709	0.7324339	0.382691	0.139855	0.252284	0.164916	0.248781	0.219939	0.313764	0.218756	0.139445	0.385962	0.139313	0.152453	0.276913	0.264378	0.212253	0.415468	0.266606	0.244317	0.248654	0.0824845	0.264335	0.162881	0.726679	0.0505627	0.0840461	0.0490789	0.267095	0.0723879	0.00292625	0.0756333	0.00269221	0.105845	0.0568151	0.104488	0.0873712	0.0331999	0.270441	0.0537318	0.190158	0.0739458	0.101254	0.185086	0.22197	0.0244027	0.337065	0.0455771	0.0283883	0.504511	0.0600554	0.0811252	0.37844	0.936319	2.60412	0.354447	0.382314	0.057229	0.20601	0.3762944	8.011856
979	1	-13145.4	-13102.4	-42.9655	0.8101524	0.277582	0.146465	0.16455	0.193282	0.169264	0.202922	0.280702	0.161615	0.168886	0.308397	0.117518	0.151029	0.254872	0.254589	0.308595	0.41609	0.307836	0.236019	0.256214	0.151616	0.171063	0.130117	0.555233	0.0336702	0.228376	0.0951899	0.0246594	0.227226	0.0881469	0.21449	0.0117503	0.113758	0.0557355	0.03617	0.0661515	0.218479	0.0688386	0.238689	0.0600249	0.140375	0.142952	0.0804002	0.0717805	0.0295101	0.344838	0.0574513	0.0274007	0.496017	0.044783	0.0977172	0.41119	0.959729	2.53136	0.361903	0.372038	0.0638086	0.20225	0.3429013	7.601319
980	0	-13166.3	-13114.6	-51.6226	0.7215508	0.43612	0.145995	0.211496	0.158985	0.295729	0.147595	0.294443	0.155834	0.219564	0.419195	0.118921	0.2343	0.286317	0.232661	0.2062	0.44486	0.330857	0.264252	0.272222	0.192197	0.198951	0.12369	0.803989	0.0149963	0.0238935	0.0510245	0.260356	0.112278	0.0390591	0.122326	0.00694719	0.154756	0.0575079	0.242495	0.0661854	0.021732	0.323723	0.0796585	0.190546	0.0521685	0.0804674	0.0854329	0.287106	0.0294818	0.352927	0.0463348	0.0161441	0.491924	0.0631884	0.0787962	0.373523	0.9326	2.61508	0.347067	0.384863	0.0599197	0.20815	0.3656568	8.46703
981	1	-13160.6	-13115.5	-45.1302	0.7835966	0.341158	0.146465	0.273808	0.215012	0.28227	0.183481	0.244631	0.225427	0.185467	0.345564	0.119454	0.103341	0.231873	0.352472	0.242026	0.369229	0.304733	0.246276	0.314482	0.150959	0.139819	0.105193	0.540253	0.00504093	0.350478	0.066174	0.0435785	0.110298	0.0572846	0.225328	0.0471368	0.0213967	0.0322708	0.0455877	0.0661715	0.16115	0.118861	0.259364	0.17844	0.152796	0.143318	0.0224318	0.0472855	0.0290905	0.351668	0.0550515	0.0240989	0.495005	0.0450861	0.0920638	0.400445	0.952304	2.55519	0.37185	0.354149	0.0638352	0.210166	0.3377206	7.817784
982	0	-13171	-13124.4	-46.6226	0.8078315	0.356579	0.165406	0.20518	0.222855	0.293064	0.204912	0.250787	0.234492	0.139917	0.46919	0.134613	0.201109	0.245312	0.270217	0.204328	0.322118	0.282504	0.223574	0.233686	0.108124	0.150934	0.156032	0.759544	0.0432366	0.0183481	0.018472	0.269447	0.112176	0.0698172	0.103806	0.0229434	0.0519172	0.0417511	0.228603	0.0920103	0.0325263	0.330374	0.146405	0.184442	0.0471975	0.0359637	0.114102	0.169009	0.0344153	0.360344	0.0487726	0.0141962	0.495611	0.0466617	0.0972241	0.410268	0.959101	2.53341	0.351279	0.382498	0.0659184	0.200304	0.3643913	7.967025
983	1	-13146.7	-13105.2	-41.5005	0.9163263	0.351439	0.173239	0.216441	0.162173	0.219328	0.167257	0.401347	0.139909	0.172159	0.346265	0.151309	0.157996	0.246382	0.243423	0.223365	0.435434	0.266693	0.204195	0.254847	0.152865	0.128502	0.157884	0.440945	0.0380849	0.248472	0.0787949	0.0261566	0.188751	0.0879146	0.19137	0.044317	0.0304421	0.0447157	0.0643666	0.0507803	0.220324	0.100903	0.264453	0.0386331	0.110475	0.124956	0.0258642	0.0616432	0.0227539	0.388513	0.0526424	0.023229	0.458429	0.0544325	0.119971	0.450072	0.984623	2.44533	0.36814	0.372692	0.0591961	0.199972	0.3707023	7.454814
984	0	-13152.7	-13107.9	-44.8243	0.8498595	0.34338	0.142458	0.278799	0.173141	0.232132	0.176426	0.334933	0.168609	0.171808	0.392257	0.153099	0.122238	0.269525	0.335074	0.265838	0.450703	0.310195	0.251288	0.263962	0.137947	0.159376	0.129884	0.656469	0.00638617	0.0368086	0.0866641	0.269447	0.0487444	0.081956	0.100092	0.00231224	0.057944	0.0689915	0.198331	0.107861	0.0163726	0.130975	0.0415358	0.122954	0.102868	0.0770335	0.0950831	0.215299	0.0333365	0.393952	0.0477276	0.0138719	0.471507	0.0396057	0.106115	0.426459	0.969867	2.49756	0.347096	0.363931	0.0704589	0.218515	0.3687297	7.7872
985	1	-13142.2	-13098.4	-43.7799	0.8861058	0.375674	0.140004	0.221657	0.149752	0.189949	0.189974	0.245537	0.182322	0.184831	0.461051	0.137278	0.154233	0.243271	0.250174	0.19694	0.397378	0.276193	0.233568	0.311505	0.0890887	0.20623	0.107721	0.725795	0.0380849	0.241452	0.0791093	0.00603457	0.150218	0.0852246	0.179145	0.0311449	0.0642291	0.0753103	0.0623661	0.0876507	0.296814	0.0258251	0.19647	0.103267	0.0691331	0.0730532	0.0385598	0.109545	0.0262092	0.394958	0.0526032	0.0288755	0.458121	0.039233	0.113707	0.439622	0.978229	2.46844	0.358844	0.364535	0.0648452	0.211776	0.3805943	7.682759
986	0	-13144.1	-13099.3	-44.7439	0.8290696	0.322554	0.191648	0.266848	0.126094	0.29413	0.149971	0.303258	0.171434	0.196417	0.452058	0.153099	0.114668	0.308254	0.310085	0.210374	0.338479	0.312264	0.272152	0.231235	0.0939986	0.170245	0.0935761	0.616521	0.01183	0.0189701	0.0211167	0.190751	0.0717529	0.0598218	0.127539	0.0314251	0.0955419	0.0468305	0.259484	0.0892765	0.0491085	0.277352	0.0500744	0.178226	0.0779334	0.0660174	0.0950831	0.261663	0.0299178	0.369649	0.0547847	0.0192556	0.488755	0.0376381	0.101728	0.41858	0.964695	2.515	0.346981	0.373868	0.063802	0.215349	0.3698435	7.779157
987	1	-13146.5	-13105.6	-40.8867	0.8983709	0.338525	0.139617	0.244281	0.187797	0.243216	0.187244	0.308994	0.177635	0.152398	0.381482	0.130859	0.144089	0.276926	0.223907	0.1706	0.329354	0.232922	0.262114	0.257519	0.120485	0.182245	0.108888	0.64328	0.0152627	0.201232	0.107755	0.022278	0.161384	0.0629111	0.159154	0.0669916	0.0725226	0.0850318	0.0366324	0.068904	0.280768	0.014816	0.214277	0.100307	0.126208	0.0989504	0.021606	0.0320679	0.024358	0.361582	0.0642644	0.0143576	0.472545	0.0628925	0.116257	0.443919	0.980884	2.45894	0.358595	0.374392	0.0653976	0.201615	0.3756818	7.393437
988	0	-13150.9	-13104.6	-46.3342	0.6800401	0.32473	0.132865	0.237088	0.132188	0.231775	0.132044	0.280286	0.171535	0.141386	0.40282	0.114186	0.156692	0.27049	0.246228	0.25278	0.460921	0.348285	0.262756	0.295404	0.0742023	0.157591	0.0861754	0.657743	0.0195366	0.0515768	0.064909	0.21006	0.0662764	0.0473842	0.11978	0.0364684	0.0864936	0.0543041	0.22125	0.108125	0.00950726	0.378879	0.0895987	0.191715	0.115581	0.108185	0.0830057	0.305377	0.0257041	0.332599	0.0509	0.0176937	0.506168	0.0669357	0.0699309	0.353958	0.917241	2.65887	0.354476	0.376478	0.0634025	0.205643	0.382467	7.93818
