Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
310	-15804.6	-15816.7	12.1608	0.129074	0.104155	0.0995205	0.0939682	0.11972	0.0757123	0.130186	0.0713923	0.0966836	0.165885	0.0891896	0.10008	0.118364	0.0881635	0.109498	0.103726	0.139602	0.107392	0.122816	0.0673281	0.0847437	0.0849511	0.182128	0.0385464	0.043267	0.0269953	0.0266696	0.0454354	0.0641626	0.0511808	0.0226365	0.0298978	0.0547182	0.0196492	0.0166071	0.0348554	0.0367435	0.0231684	0.0785783	0.0207247	0.0533578	0.0679181	0.0334399	3.272831
320	-15812.3	-15824.9	12.6114	0.125976	0.0998988	0.0861878	0.132821	0.117665	0.0833442	0.109396	0.0713923	0.0966836	0.162897	0.0926665	0.0980311	0.0875753	0.0956972	0.120196	0.11937	0.127036	0.11495	0.130992	0.0778325	0.110369	0.0709837	0.149601	0.0349277	0.0250005	0.0307268	0.0451498	0.0455782	0.0583248	0.0589089	0.0178053	0.026043	0.0480664	0.0306281	0.0301675	0.0200045	0.0379098	0.0426567	0.0861669	0.0138642	0.0244687	0.0511278	0.0186789	3.227767
330	-15813.1	-15825.4	12.3062	0.128802	0.100342	0.0957067	0.0922737	0.125225	0.07518	0.135816	0.090438	0.100131	0.188864	0.063872	0.099648	0.112457	0.0961135	0.111956	0.124073	0.11406	0.118264	0.13674	0.0716398	0.0807394	0.0992648	0.163137	0.0295688	0.030885	0.0427065	0.0116235	0.0449057	0.0583248	0.0576441	0.0082934	0.0122652	0.0517204	0.0150426	0.015376	0.0292405	0.0268798	0.0473686	0.07967	0.0375851	0.0383591	0.0700346	0.0260462	3.258285
340	-15803	-15815.5	12.4937	0.132127	0.0950005	0.103065	0.0964681	0.139777	0.0734571	0.129505	0.0803768	0.0755819	0.186468	0.0734788	0.0778114	0.109777	0.104233	0.110724	0.11674	0.12576	0.118264	0.117066	0.0868758	0.102359	0.0934048	0.152705	0.0329427	0.0273963	0.0250701	0.0216505	0.0537297	0.054221	0.0525266	0.0236558	0.0148713	0.052241	0.0368557	0.0185499	0.029538	0.0371034	0.040304	0.07967	0.0186259	0.0328069	0.0727178	0.0140395	3.239542
350	-15809.3	-15822.2	12.8527	0.116471	0.105021	0.107838	0.0890198	0.128102	0.0848213	0.123142	0.0781117	0.100473	0.151466	0.0750086	0.0908312	0.092351	0.0931367	0.12712	0.116788	0.12576	0.0915476	0.119885	0.0691058	0.0874907	0.0681597	0.149541	0.0391712	0.0314821	0.0226859	0.0276567	0.0482218	0.0608545	0.083633	0.027338	0.0319158	0.0460061	0.0442344	0.030415	0.0296753	0.036558	0.0543968	0.06963	0.0262576	0.0354609	0.0579124	0.00894145	3.203639
360	-15808.8	-15822.7	13.8322	0.131069	0.114476	0.107838	0.0885197	0.110282	0.0839566	0.104486	0.0718349	0.0902003	0.145937	0.0624008	0.0898033	0.125603	0.0663335	0.111063	0.106223	0.131133	0.0966986	0.119885	0.0852605	0.0759721	0.0850129	0.156443	0.029074	0.0272438	0.0245286	0.0291982	0.0418154	0.0606806	0.0439954	0.0205017	0.0424362	0.0475573	0.0338572	0.018768	0.0319666	0.0397229	0.0515259	0.0819318	0.012657	0.03777	0.050374	0.0196508	3.105687
370	-15807.5	-15819.5	12.0171	0.147449	0.0812575	0.100136	0.0831379	0.113313	0.0969791	0.116308	0.075067	0.110497	0.171243	0.0778813	0.09946	0.105894	0.0995494	0.107881	0.120631	0.122305	0.0983256	0.125162	0.0689481	0.107035	0.0926248	0.188437	0.044547	0.0311604	0.0303181	0.0301443	0.0547472	0.0473295	0.0607692	0.0183655	0.0374014	0.0420846	0.0161714	0.0219012	0.0276109	0.0340484	0.0445553	0.104261	0.00802566	0.022853	0.0772473	0.0241296	3.287193
380	-15801.6	-15814.6	13.005	0.145662	0.0903559	0.0913187	0.102217	0.118688	0.067525	0.120734	0.0721736	0.0933151	0.166767	0.10335	0.0739387	0.0925154	0.0929926	0.123209	0.11917	0.133835	0.0983256	0.113162	0.0728405	0.0909431	0.0732741	0.160131	0.0239743	0.025855	0.0366973	0.0399464	0.0394758	0.0482921	0.066563	0.0124345	0.0372237	0.0513517	0.0236065	0.0288298	0.0261832	0.0357603	0.0381094	0.109081	0.0177139	0.0379826	0.0485072	0.0243732	3.188403
390	-15813	-15826.3	13.2536	0.110054	0.0903559	0.0913633	0.0969734	0.101662	0.0957148	0.111314	0.0835625	0.0877906	0.144407	0.0978372	0.0715776	0.0992012	0.087226	0.120804	0.0885964	0.109466	0.125296	0.0905623	0.0895322	0.0926546	0.0957342	0.185986	0.0309389	0.0501285	0.0326673	0.0385735	0.0443617	0.0471408	0.04598	0.0168063	0.0411288	0.0375276	0.0332645	0.0264678	0.0310692	0.0495989	0.0430983	0.0840883	0.0240171	0.0325229	0.062655	0.0238379	3.163543
400	-15813.4	-15825.7	12.2937	0.129772	0.0971015	0.0883548	0.103036	0.119049	0.0688122	0.117014	0.0982618	0.108408	0.16529	0.0611293	0.0791293	0.0898658	0.0932707	0.123394	0.156525	0.159793	0.10885	0.127653	0.0754764	0.0865175	0.0847972	0.185986	0.0407724	0.0316032	0.0379875	0.0183693	0.0441117	0.0547239	0.0487606	0.0283004	0.0317282	0.0445404	0.0307239	0.0232619	0.0335891	0.0315391	0.055135	0.0815479	0.0149341	0.0218814	0.0508199	0.00772102	3.259539
410	-15808.9	-15821.5	12.5693	0.129772	0.10996	0.104784	0.0821214	0.11712	0.0771726	0.1385	0.092899	0.0929293	0.161308	0.0764174	0.0791293	0.108076	0.0842259	0.0951187	0.100672	0.13599	0.0984875	0.135271	0.0849113	0.109151	0.0912005	0.173885	0.0335452	0.0339242	0.0465581	0.024841	0.0318599	0.0351578	0.0711278	0.00720809	0.0391235	0.0439137	0.0218939	0.0244166	0.0268059	0.0422786	0.0306302	0.0922579	0.0133945	0.038371	0.059286	0.0362786	3.231975
420	-15807.4	-15819.2	11.8613	0.153644	0.0981258	0.0906742	0.0893609	0.108489	0.0842355	0.120244	0.0958579	0.0946213	0.182726	0.0668717	0.0793436	0.120128	0.0873681	0.117809	0.122094	0.140081	0.103311	0.114423	0.0849113	0.0831224	0.101544	0.176673	0.0295797	0.0278556	0.027504	0.045921	0.0538837	0.0546686	0.052501	0.03161	0.0384231	0.0408552	0.035727	0.0174732	0.0216181	0.0207544	0.0354228	0.07452	0.0266246	0.0431789	0.0728781	0.0361163	3.302773
430	-15806.4	-15819.3	12.8259	0.125629	0.0987869	0.108725	0.0991136	0.129777	0.0704697	0.107844	0.0875476	0.0946213	0.184824	0.0817649	0.0785399	0.108334	0.0987061	0.117082	0.0958304	0.115446	0.114387	0.121559	0.0753915	0.116885	0.0941071	0.165619	0.027519	0.0278556	0.0380155	0.0339032	0.0321038	0.0545976	0.0700583	0.0206511	0.0265128	0.032275	0.0292372	0.0293131	0.0207274	0.0345004	0.0358392	0.0961157	0.0139214	0.0217469	0.0540986	0.0163315	3.206313
440	-15800	-15812.7	12.7217	0.147135	0.0994938	0.126155	0.0999163	0.121048	0.0720511	0.11695	0.0738996	0.0855135	0.166643	0.0931676	0.0726171	0.102935	0.106898	0.104176	0.113711	0.115242	0.106893	0.115119	0.0811453	0.100371	0.090342	0.174369	0.034263	0.0228927	0.0226374	0.0297329	0.051648	0.05606	0.0713237	0.0143403	0.0323326	0.0494251	0.0282285	0.0225937	0.0309573	0.0255462	0.0252949	0.0764482	0.0218897	0.035431	0.0552441	0.0246604	3.216741
450	-15809.6	-15822	12.3766	0.122436	0.0971809	0.0918941	0.0915083	0.12635	0.069809	0.147737	0.0718035	0.0857989	0.182949	0.0708713	0.0863384	0.124007	0.109134	0.12035	0.113688	0.135476	0.135411	0.105777	0.0783057	0.108268	0.0779523	0.179909	0.027716	0.018174	0.0488722	0.026415	0.0405118	0.0543403	0.0510125	0.0243088	0.0297971	0.0551554	0.0200268	0.024478	0.0316675	0.0302685	0.0435555	0.0657629	0.0218897	0.0255672	0.0610729	0.0177033	3.251249
