Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TL
100	-14778.6	-14787.5	8.86737	0.129378	0.106461	0.0813841	0.103935	0.125295	0.0877333	0.124518	0.0817283	0.131438	0.15155	0.0891352	0.1015	0.109669	0.120866	0.102574	0.158154	0.130928	0.121155	0.145365	0.059759	0.103108	0.098482	0.185129	0.0426995	0.0189296	0.019152	0.0266915	0.0463751	0.0295405	0.0390544	0.0127934	0.0216858	0.0455032	0.0465039	0.0451429	0.0351935	0.0610423	0.0454631	0.113361	0.0230391	0.0456603	0.0317107	0.0406219	4.261719	0.274652	0.300421	0.0909231	0.334004	3.439408
110	-14777.8	-14786.9	9.01327	0.129378	0.0952779	0.101208	0.088282	0.11645	0.084861	0.143772	0.0964955	0.102218	0.165968	0.0808884	0.0852877	0.125146	0.0946183	0.109604	0.144671	0.122985	0.133357	0.152748	0.0723924	0.0717626	0.0883345	0.204107	0.0273069	0.031835	0.0108583	0.0344146	0.0329933	0.0234126	0.0422128	0.0232593	0.0104569	0.0425263	0.0459121	0.0454416	0.0335063	0.0771292	0.0593974	0.118272	0.0267188	0.0596548	0.0317269	0.0458704	4.125604	0.282241	0.298579	0.0934353	0.325745	3.432717
120	-14773.1	-14783.3	10.208	0.138626	0.08208	0.112878	0.0967815	0.139806	0.0857271	0.117522	0.0789481	0.105727	0.174048	0.0643257	0.0750566	0.105465	0.0906697	0.112618	0.145408	0.124228	0.125982	0.14028	0.0780222	0.0835745	0.0782167	0.171616	0.0441957	0.0316583	0.0120244	0.0262987	0.0357027	0.0370877	0.0398276	0.0297281	0.0490177	0.0512145	0.055993	0.0401191	0.0360005	0.0628678	0.0560986	0.0558657	0.0149742	0.0425459	0.0236263	0.0470108	4.020259	0.269904	0.301312	0.100057	0.328727	3.319465
130	-14768.3	-14777.4	9.02881	0.162426	0.091603	0.0896724	0.0860957	0.104098	0.082086	0.117701	0.0846314	0.0886697	0.174048	0.0801694	0.101978	0.115424	0.118587	0.0996947	0.129712	0.142598	0.125982	0.135034	0.0946778	0.0878386	0.0831608	0.217628	0.0277794	0.0386399	0.0120831	0.040072	0.0237063	0.0302308	0.0391863	0.0206019	0.0355396	0.0464992	0.0465168	0.0398964	0.0287601	0.0778159	0.0687363	0.0889013	0.012638	0.0517847	0.0276826	0.0537883	4.242406	0.269012	0.303621	0.0997261	0.327641	3.424375
140	-14782.7	-14792.7	10.0208	0.156645	0.101153	0.0916337	0.079311	0.119721	0.069451	0.127482	0.0830818	0.120555	0.173706	0.0677413	0.0902281	0.113939	0.0931684	0.100601	0.1377	0.118516	0.0990502	0.14824	0.0950438	0.0616186	0.0917722	0.199875	0.0330872	0.0260267	0.0194251	0.0209073	0.0306858	0.0237472	0.0306196	0.0387697	0.019424	0.0387076	0.0430725	0.0452681	0.0311368	0.0679798	0.0501699	0.0918589	0.0279207	0.034838	0.0245777	0.0929151	4.135675	0.261649	0.306679	0.100731	0.330941	3.331371
150	-14768.3	-14777.5	9.22414	0.135662	0.0910387	0.0920537	0.0905065	0.120729	0.0889361	0.145497	0.0769487	0.0814006	0.20887	0.0620898	0.078709	0.100325	0.119296	0.103458	0.129501	0.144611	0.13148	0.12156	0.0984069	0.107867	0.0939368	0.182319	0.0322182	0.036364	0.0174825	0.0198854	0.0421084	0.0327597	0.0411895	0.0168348	0.0399716	0.0496915	0.0441161	0.0492462	0.0303937	0.051842	0.056302	0.0934709	0.0146593	0.0456192	0.0384778	0.0532069	4.135675	0.259104	0.303696	0.0997509	0.337449	3.411041
160	-14775	-14786.5	11.5231	0.137508	0.0849181	0.109918	0.0821311	0.120423	0.0703031	0.12111	0.0887701	0.0852517	0.176951	0.075005	0.084279	0.115882	0.094243	0.0922282	0.144005	0.13535	0.141087	0.13154	0.0931335	0.07282	0.0652162	0.182319	0.0232451	0.0361004	0.032924	0.016583	0.0339893	0.0139404	0.0306226	0.0257489	0.0144716	0.033211	0.0447757	0.0393997	0.0390695	0.0674616	0.0411679	0.0855374	0.0215706	0.0397676	0.0215727	0.0496558	3.576993	0.275454	0.296994	0.0975495	0.330002	3.215208
170	-14781.7	-14792.5	10.8058	0.138128	0.0913662	0.107336	0.0887887	0.139922	0.0626301	0.123109	0.0887867	0.0783159	0.201754	0.064824	0.0657485	0.0931349	0.100092	0.0922282	0.131661	0.172319	0.102578	0.133576	0.0876946	0.0754946	0.112306	0.160984	0.0372535	0.021491	0.0525829	0.0160518	0.0244593	0.0459713	0.0428243	0.0209402	0.0212991	0.0589045	0.0448463	0.0409409	0.0289257	0.0540695	0.0448112	0.0764674	0.0201396	0.0381463	0.0319704	0.0366779	3.823566	0.288672	0.276338	0.10223	0.33276	3.27155
180	-14774	-14785.1	11.1244	0.146058	0.0889295	0.111494	0.0772501	0.102213	0.0649897	0.123109	0.0861183	0.0857562	0.181042	0.096211	0.067552	0.103296	0.102699	0.113249	0.139542	0.145832	0.108788	0.125185	0.0618036	0.078426	0.0722082	0.166005	0.0341692	0.0179452	0.0593734	0.0148995	0.0335955	0.0299433	0.0391832	0.0160118	0.0345963	0.0722513	0.0411862	0.0540254	0.0182306	0.0532526	0.0574569	0.0737623	0.0278929	0.0385837	0.0304284	0.0451487	3.823566	0.287888	0.275588	0.101953	0.334571	3.239693
190	-14773	-14782.5	9.53345	0.140202	0.0778298	0.096306	0.109815	0.114951	0.0856124	0.140183	0.0930484	0.102537	0.159667	0.0867266	0.0785969	0.0989689	0.107901	0.125711	0.148627	0.152585	0.092153	0.115695	0.0888364	0.0846496	0.0847353	0.19035	0.0413086	0.0294981	0.0317313	0.0170072	0.0285897	0.0359276	0.0268915	0.02549	0.0206528	0.0521261	0.049733	0.0388922	0.0309999	0.0616501	0.0480545	0.0870599	0.0314706	0.0519029	0.0336481	0.0734449	3.939216	0.287888	0.275588	0.101953	0.334571	3.391767
200	-14765.2	-14774.8	9.60828	0.14238	0.120052	0.124109	0.100609	0.111391	0.070278	0.128057	0.0858703	0.0884431	0.159667	0.075219	0.0838135	0.106678	0.0986361	0.122488	0.145704	0.131608	0.13369	0.115589	0.085458	0.101922	0.0892362	0.181362	0.0355145	0.0209632	0.0258836	0.0191485	0.0422638	0.0353137	0.0245572	0.0156702	0.0355223	0.0493384	0.0485145	0.0392745	0.0285225	0.0616501	0.0508411	0.108742	0.0110362	0.0458125	0.0341863	0.0492694	3.939216	0.289583	0.27721	0.0966666	0.336541	3.384284
210	-14779.3	-14790.4	11.1532	0.126004	0.089347	0.10008	0.0869018	0.0979767	0.0957561	0.135745	0.0581862	0.0857241	0.177179	0.0782706	0.0790756	0.0989171	0.119394	0.111111	0.125202	0.156486	0.112751	0.145874	0.086094	0.0902434	0.0877301	0.150458	0.0283855	0.0464461	0.0335346	0.0198114	0.0254162	0.0236929	0.0304053	0.0190532	0.0256822	0.0504213	0.0392781	0.0319197	0.0235352	0.0501616	0.0899251	0.0765454	0.00970234	0.0424456	0.0362766	0.0429936	3.769445	0.289583	0.27721	0.0966666	0.336541	3.240138
220	-14777.2	-14788.6	11.3985	0.15467	0.089347	0.09571	0.0908408	0.106897	0.0687256	0.150791	0.0839455	0.100152	0.15265	0.0832888	0.0898193	0.111844	0.109631	0.0883867	0.142842	0.135274	0.122514	0.0993619	0.0648924	0.0821694	0.0727748	0.155999	0.020471	0.0140525	0.0306408	0.0173802	0.0385484	0.0233184	0.062335	0.022268	0.022169	0.0504213	0.0559276	0.0260273	0.0282361	0.0454923	0.0743877	0.0991042	0.0182112	0.0411983	0.0211664	0.0517262	3.769445	0.28703	0.274766	0.10463	0.333574	3.215608
230	-14774.9	-14784.5	9.61399	0.148819	0.1039	0.0981718	0.0908408	0.108426	0.0929378	0.12204	0.0701223	0.117573	0.187018	0.0659679	0.0986724	0.107334	0.097667	0.118279	0.139683	0.126816	0.132184	0.129918	0.0909919	0.100151	0.0812224	0.166059	0.0263367	0.0193424	0.0291041	0.0253752	0.0496849	0.0259026	0.0453486	0.038386	0.0460782	0.0426343	0.0439967	0.0227905	0.0222102	0.0408731	0.0585897	0.10532	0.0174728	0.0444869	0.0245379	0.0328384	4.413699	0.28703	0.274766	0.10463	0.333574	3.356101
240	-14776.5	-14786.4	9.92031	0.144439	0.104052	0.0989703	0.107002	0.101489	0.0827102	0.131433	0.0866093	0.100119	0.194845	0.0945785	0.0738916	0.100909	0.0898855	0.116025	0.130937	0.12895	0.154834	0.110327	0.0772487	0.0939114	0.065095	0.205133	0.0339304	0.0338007	0.00452723	0.0275229	0.0391601	0.0307429	0.0401904	0.021978	0.0355127	0.0566789	0.0458153	0.0355249	0.017124	0.0633592	0.0395948	0.0865831	0.0133538	0.0330054	0.0312469	0.0495599	4.288051	0.271971	0.312037	0.0991408	0.316851	3.332603
250	-14781.1	-14790	8.83867	0.142428	0.0788436	0.116756	0.106116	0.136614	0.0655682	0.113234	0.0985779	0.0912044	0.21575	0.0826553	0.086791	0.122371	0.108354	0.122155	0.137712	0.130874	0.123467	0.125583	0.0742981	0.11463	0.0737705	0.184506	0.0285213	0.0171052	0.00838354	0.0166913	0.0520016	0.0147818	0.0336237	0.0304794	0.0333794	0.0423326	0.0560803	0.0360415	0.0356173	0.0491882	0.0524364	0.130268	0.0198539	0.0560107	0.0358996	0.0588804	3.962678	0.259658	0.310474	0.103597	0.326272	3.459836
260	-14777.4	-14788	10.6235	0.158298	0.106312	0.105214	0.0848868	0.100302	0.0884116	0.135279	0.088378	0.0891184	0.159769	0.0574659	0.104902	0.110432	0.127826	0.104292	0.156347	0.13501	0.121561	0.14102	0.0737922	0.108824	0.0738221	0.139027	0.0225087	0.0263089	0.0147983	0.0344059	0.0526882	0.00977606	0.021793	0.0210765	0.0267077	0.0455452	0.0469632	0.0369477	0.0280425	0.0592907	0.0443459	0.0894364	0.0151058	0.0454614	0.0282204	0.0479242	3.858707	0.270024	0.29759	0.104203	0.328183	3.287637
270	-14775	-14784.4	9.43529	0.167694	0.101236	0.0974743	0.110826	0.103369	0.0820039	0.123218	0.0998255	0.100955	0.192338	0.0917883	0.0825926	0.110293	0.0983233	0.126689	0.131266	0.135823	0.103669	0.14527	0.0732935	0.0788278	0.0872213	0.200713	0.0272068	0.0345996	0.0226106	0.0316463	0.0274717	0.0207239	0.0364905	0.0279887	0.0356492	0.0444263	0.040777	0.0369514	0.0248703	0.0535328	0.0730104	0.0742179	0.0267123	0.0540656	0.0325723	0.0593852	3.489067	0.262503	0.305329	0.0954508	0.336717	3.429618
280	-14765.9	-14776.9	10.9893	0.131495	0.0933833	0.110674	0.0924438	0.108274	0.0915977	0.122129	0.0770733	0.0915657	0.168676	0.0874513	0.0825926	0.109438	0.110765	0.129756	0.131859	0.131048	0.104194	0.102751	0.0760236	0.08244	0.0892909	0.189853	0.0297934	0.0253924	0.0300387	0.0155421	0.0224453	0.022947	0.0211713	0.0247678	0.024072	0.059758	0.0387609	0.0261919	0.0299589	0.0625284	0.0412676	0.0976662	0.0285461	0.0483851	0.0201303	0.0516407	4.114298	0.28453	0.27371	0.0975694	0.344191	3.23578
290	-14772.7	-14782.8	10.1299	0.130501	0.120845	0.118421	0.0893328	0.115116	0.08877	0.153316	0.0915448	0.101035	0.20108	0.0757168	0.0796819	0.0849024	0.0912162	0.11136	0.127859	0.154239	0.116088	0.123265	0.0710121	0.0829551	0.0958451	0.15784	0.0273416	0.0252441	0.0296069	0.028738	0.0241734	0.0379514	0.0300679	0.0260435	0.0182856	0.0563302	0.0466514	0.0333428	0.0268098	0.0478493	0.0483907	0.0800958	0.0366023	0.0322773	0.0229165	0.0610582	4.114298	0.284371	0.273558	0.0980718	0.343999	3.321719
300	-14764.3	-14775.3	11.0642	0.151197	0.0987433	0.112691	0.0852687	0.110429	0.0824307	0.12353	0.0810742	0.0882361	0.164438	0.091972	0.0855861	0.0884867	0.118231	0.111844	0.129217	0.120364	0.109521	0.133043	0.0706748	0.0939519	0.0793917	0.177346	0.037418	0.0237011	0.0311228	0.0105427	0.0358397	0.0297187	0.0259146	0.0215589	0.0255852	0.0506327	0.0287687	0.0244945	0.0252353	0.0639683	0.0633113	0.0936001	0.0196399	0.0421752	0.030567	0.0437796	3.99681	0.292365	0.270502	0.0969763	0.340156	3.235241
310	-14765.2	-14775.2	9.95999	0.153011	0.109851	0.0955205	0.0892667	0.0901975	0.0758662	0.137494	0.0834019	0.102754	0.164438	0.083517	0.0850687	0.0959932	0.122121	0.117961	0.140026	0.16023	0.100046	0.11679	0.0874604	0.0995372	0.078871	0.196826	0.0213819	0.0260174	0.0214738	0.0145583	0.0358397	0.0224138	0.0281402	0.0183937	0.020502	0.0627221	0.0471439	0.031195	0.0279767	0.0612386	0.0587471	0.0855765	0.0281857	0.0516914	0.0360098	0.05167	4.141279	0.283549	0.292811	0.0937412	0.329899	3.337128
320	-14766	-14776.3	10.304	0.15327	0.0880802	0.0961332	0.0996298	0.119335	0.0883675	0.138366	0.0846832	0.0983566	0.164438	0.0626277	0.092049	0.097318	0.109811	0.0910137	0.130823	0.151791	0.0935129	0.103638	0.0882285	0.0808087	0.0836758	0.190585	0.0271994	0.0284821	0.0263848	0.0113041	0.0237191	0.0266314	0.0360128	0.018022	0.0327598	0.0472617	0.034172	0.0499762	0.03386	0.058278	0.0666052	0.116419	0.025956	0.0399795	0.0290839	0.064075	4.141279	0.283549	0.292811	0.0937412	0.329899	3.302723
330	-14770.9	-14780	9.13058	0.136327	0.0858611	0.0985425	0.0985602	0.110496	0.0935901	0.119744	0.0794434	0.100237	0.174147	0.0774848	0.0752239	0.125405	0.0977756	0.0993905	0.170635	0.134795	0.146821	0.148424	0.0836716	0.0976212	0.0933543	0.19609	0.0315968	0.022748	0.0246371	0.0135217	0.0296352	0.016554	0.0381579	0.011072	0.0379814	0.0799499	0.0374734	0.0413427	0.0328244	0.0716465	0.0611881	0.0781723	0.0155908	0.0491299	0.0216625	0.0582153	4.198425	0.286193	0.285201	0.0956301	0.332975	3.416742
340	-14771.5	-14781.6	10.144	0.133668	0.0956489	0.108411	0.0766862	0.126592	0.0677556	0.110999	0.0885851	0.0867904	0.171335	0.0660755	0.0786911	0.0775258	0.0990615	0.121452	0.151932	0.14087	0.133894	0.117514	0.0859685	0.0984009	0.0863405	0.184866	0.0350158	0.0358161	0.0209268	0.0191434	0.0227543	0.0384609	0.0493096	0.0188029	0.0267901	0.049342	0.0438572	0.0334714	0.0299314	0.0841123	0.0549511	0.0915679	0.0186048	0.0570651	0.0227113	0.0536975	4.198425	0.286193	0.285201	0.0956301	0.332975	3.315396
350	-14770.1	-14779.8	9.77018	0.14805	0.107936	0.0927753	0.075347	0.122098	0.0856359	0.136208	0.0853451	0.0941744	0.19678	0.0678625	0.0955877	0.107497	0.103462	0.120711	0.167313	0.131976	0.117732	0.130012	0.0733112	0.0723976	0.0999261	0.200428	0.0245629	0.0262268	0.0179512	0.0186025	0.0374767	0.0241904	0.0349003	0.0144881	0.0201601	0.0644498	0.0421648	0.0233644	0.0248439	0.0644039	0.0678911	0.102279	0.0145104	0.03764	0.0240007	0.0416871	4.102885	0.282645	0.281665	0.106843	0.328847	3.35836
360	-14779.6	-14789.7	10.1128	0.146555	0.113046	0.0907862	0.0926266	0.101253	0.111874	0.12498	0.0713091	0.106108	0.18371	0.0671797	0.104333	0.103004	0.114886	0.120809	0.11336	0.131019	0.0914001	0.123036	0.0614477	0.0851727	0.0718576	0.173232	0.0224342	0.035584	0.025128	0.0413503	0.029518	0.0309911	0.0457553	0.0124428	0.0137602	0.0493558	0.0580888	0.0470437	0.0338696	0.0459959	0.0460194	0.130378	0.0372268	0.0397856	0.0297699	0.0447826	4.134198	0.285231	0.284243	0.0986691	0.331857	3.322262
370	-14771.7	-14781.8	10.0497	0.12109	0.102081	0.102751	0.100107	0.0994691	0.0924326	0.119983	0.0805027	0.0795866	0.171997	0.0733759	0.072505	0.118306	0.0964723	0.108594	0.149241	0.130983	0.135706	0.133378	0.0636897	0.0832928	0.0713167	0.206005	0.0291584	0.0489833	0.0332467	0.0177974	0.0349382	0.0204228	0.0420675	0.022402	0.0372116	0.0702753	0.0386057	0.0305139	0.0245796	0.0485089	0.0477252	0.109501	0.0288423	0.0564145	0.0218166	0.0428229	4.304958	0.285231	0.284243	0.0986691	0.331857	3.318699
380	-14777.7	-14786.8	9.10727	0.152316	0.0935183	0.103831	0.0984372	0.0930501	0.0866776	0.118101	0.0850308	0.0990169	0.179122	0.0815086	0.0694332	0.118301	0.116962	0.113905	0.189331	0.130106	0.128533	0.130251	0.0568012	0.105991	0.099933	0.209264	0.0383	0.0207816	0.0131066	0.0214146	0.0449231	0.0287095	0.0236623	0.0280803	0.030175	0.0537605	0.0460176	0.0296195	0.0339028	0.0438663	0.0511821	0.112275	0.010422	0.0455115	0.0439431	0.0529617	3.978357	0.279285	0.299166	0.0966119	0.324938	3.432036
390	-14764.8	-14774.5	9.7165	0.148544	0.0770294	0.11297	0.110561	0.121409	0.0776397	0.136624	0.0901286	0.0990169	0.189946	0.0667477	0.0872802	0.107407	0.0983672	0.103679	0.127644	0.149559	0.116938	0.122992	0.0907121	0.098594	0.0827921	0.19886	0.0238684	0.0312837	0.028238	0.0159878	0.0403602	0.0261185	0.0462272	0.0187237	0.040622	0.0441823	0.0391669	0.0319085	0.0339028	0.0363072	0.0618559	0.108591	0.0139587	0.0381677	0.0232417	0.0529617	3.978357	0.274648	0.297008	0.0959149	0.332429	3.371114
400	-14780.6	-14789.6	9.07263	0.123098	0.0770294	0.104926	0.0906939	0.102622	0.0998161	0.137965	0.062107	0.124445	0.172716	0.0994972	0.0837981	0.110597	0.0935224	0.115914	0.139543	0.11509	0.142532	0.148651	0.111267	0.100564	0.0852284	0.186085	0.0290066	0.0339593	0.0209345	0.019805	0.0282983	0.0221549	0.0373528	0.0305269	0.0188612	0.0546202	0.041089	0.0271695	0.0194329	0.0721063	0.0460907	0.130251	0.0216908	0.0502612	0.0389531	0.0555623	4.141797	0.274452	0.296795	0.0965612	0.332192	3.425834
410	-14772.5	-14782.4	9.89274	0.131034	0.0876222	0.0900008	0.0927211	0.12716	0.0773383	0.130215	0.0766289	0.0872563	0.197288	0.086633	0.0890391	0.108906	0.094114	0.0956994	0.140785	0.138774	0.12337	0.125346	0.0727099	0.100564	0.099794	0.19328	0.0306414	0.0246235	0.0345725	0.0180812	0.0247985	0.0255349	0.0522121	0.0150021	0.031278	0.0665347	0.0431438	0.0330007	0.0380092	0.0441874	0.0652524	0.0729227	0.0127023	0.0729858	0.0196641	0.0694197	3.856511	0.268411	0.299266	0.0973651	0.334957	3.360847
420	-14764.1	-14774.5	10.4104	0.12408	0.0968862	0.0878929	0.0884569	0.128186	0.0766793	0.138537	0.0785191	0.106261	0.16907	0.0629992	0.0838515	0.102678	0.101073	0.0934118	0.123576	0.130336	0.114323	0.137152	0.0757511	0.0899797	0.0979651	0.205009	0.034212	0.0280523	0.0345725	0.0189274	0.0346692	0.0237749	0.0480909	0.0160177	0.0324374	0.0525706	0.0373687	0.0345628	0.0357458	0.0391527	0.0464955	0.108754	0.0269813	0.0416934	0.0338519	0.0547167	4.086227	0.266254	0.296346	0.104455	0.332946	3.295321
430	-14775.1	-14784.7	9.64565	0.107101	0.0780968	0.105043	0.109635	0.111674	0.0746326	0.110995	0.0726851	0.092517	0.218385	0.0773525	0.0824439	0.131514	0.112675	0.122298	0.129459	0.127526	0.136374	0.137235	0.0731317	0.0923141	0.0948126	0.191958	0.0301031	0.0284817	0.0345725	0.0206926	0.0173913	0.0316109	0.0437842	0.0262729	0.0333907	0.0552349	0.0438616	0.0232652	0.0337305	0.044739	0.0588046	0.110106	0.032095	0.0393268	0.0295938	0.053379	3.943407	0.265049	0.295004	0.108509	0.331439	3.380295
440	-14772.7	-14782.1	9.3198	0.136994	0.100391	0.120151	0.0912118	0.114521	0.0973998	0.132627	0.0866279	0.0899246	0.18165	0.0953031	0.0796627	0.0975461	0.0971814	0.120284	0.122687	0.135323	0.151254	0.127527	0.0739943	0.1097	0.0598219	0.173016	0.0476916	0.028368	0.032009	0.0274553	0.0221047	0.0324963	0.0459674	0.0215167	0.0369719	0.0386054	0.0312308	0.0568397	0.0175337	0.0561952	0.0650843	0.0981584	0.0198594	0.034245	0.0419033	0.0534725	4.118032	0.266439	0.296552	0.103833	0.333177	3.402508
450	-14762.8	-14773.3	10.4678	0.14099	0.0949452	0.0925417	0.0937416	0.104551	0.0703666	0.142594	0.0788803	0.0872613	0.178169	0.0975586	0.0795218	0.0937678	0.118178	0.101055	0.140609	0.128103	0.130432	0.127797	0.0727663	0.101467	0.0976595	0.16543	0.0203388	0.032597	0.0350773	0.0159435	0.0474182	0.0212157	0.0316728	0.0204928	0.0327382	0.0555647	0.0279917	0.0450333	0.0340576	0.0561952	0.0505377	0.0949709	0.0208148	0.0388659	0.0237401	0.0499718	4.017903	0.267286	0.292734	0.0971263	0.342853	3.293623
