Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TL
860	0	-14779.2	-14788.4	9.28391	0.166432	0.0774772	0.104832	0.108058	0.122646	0.0888315	0.104197	0.0926533	0.113623	0.171986	0.0814702	0.0618753	0.120691	0.10909	0.124659	0.146564	0.137533	0.106434	0.109631	0.0884394	0.0761934	0.0802012	0.16989	0.0402873	0.0102582	0.0639146	0.045061	0.0345941	0.0205071	0.0305235	0.0426997	0.0356776	0.0415065	0.114994	0.0495168	0.0254587	0.0390936	0.0260504	0.0345366	0.0376921	0.0292022	0.0552683	0.0515702	4.365711	0.287051	0.297766	0.0932327	0.32195	3.39182
861	1	-14763.8	-14773.5	9.62151	0.165305	0.104716	0.0880114	0.0967553	0.110754	0.0896712	0.140438	0.0674981	0.0884603	0.186182	0.0850339	0.0785674	0.0961999	0.113692	0.132595	0.134455	0.156756	0.116166	0.129383	0.0862523	0.095373	0.0850874	0.198033	0.028453	0.0268241	0.00872513	0.0190126	0.0331406	0.0212301	0.0398969	0.0340244	0.0161789	0.053862	0.0347777	0.036676	0.0262771	0.0656064	0.0442899	0.0922061	0.0288803	0.0381081	0.0305767	0.0553579	3.997142	0.260094	0.297274	0.102698	0.339934	3.379489
862	0	-14770.1	-14780.6	10.4998	0.128693	0.107304	0.105729	0.0939826	0.121105	0.0836717	0.140581	0.080039	0.085209	0.177745	0.0683931	0.0798164	0.0959652	0.118197	0.128565	0.140036	0.114545	0.107706	0.147868	0.0716256	0.0748958	0.103027	0.17003	0.0460276	0.00961298	0.0467649	0.0475053	0.031294	0.0152113	0.033462	0.0203509	0.0279337	0.0216139	0.106712	0.0340677	0.0164487	0.0615784	0.0202068	0.0345366	0.0307767	0.0283009	0.0351476	0.0599728	4.330154	0.289802	0.269253	0.0981219	0.342823	3.272254
863	1	-14770.4	-14780.6	10.1859	0.146296	0.0934503	0.0977785	0.100254	0.108498	0.0602932	0.149453	0.075696	0.107235	0.211728	0.0813866	0.0827333	0.0975952	0.112359	0.123071	0.143443	0.136321	0.113161	0.141767	0.0724943	0.0833708	0.0979888	0.154382	0.0268665	0.0401614	0.0256202	0.0241913	0.0170626	0.0297185	0.0337305	0.0344476	0.0369271	0.0556206	0.0273775	0.0316432	0.0285319	0.034464	0.0546742	0.0946058	0.0239918	0.0387871	0.0312034	0.0419138	4.009805	0.272325	0.294553	0.0968317	0.33629	3.322295
864	0	-14771.4	-14780.5	9.04273	0.137874	0.0857893	0.0917753	0.0999821	0.130385	0.0972016	0.130897	0.0748161	0.103065	0.188704	0.0762214	0.0749498	0.116059	0.0983169	0.113421	0.174808	0.146679	0.127285	0.110348	0.101292	0.0926525	0.0737551	0.209438	0.037674	0.0267377	0.0532789	0.052775	0.0410171	0.0352183	0.0453622	0.0320584	0.0282141	0.0240277	0.104927	0.0340677	0.0133703	0.0581813	0.0210899	0.033365	0.0329255	0.0281161	0.0357494	0.0375216	4.097976	0.271577	0.289725	0.0970997	0.341598	3.431393
865	1	-14776.2	-14785.8	9.57974	0.158032	0.0990716	0.0777653	0.119916	0.114985	0.0765181	0.122273	0.0925779	0.1061	0.193987	0.0854254	0.0961045	0.0974971	0.0967317	0.0926469	0.108423	0.16329	0.117991	0.134121	0.0805632	0.0866695	0.0979888	0.196713	0.0140455	0.0328983	0.0200495	0.0139467	0.036173	0.0449249	0.0312568	0.0220284	0.0170579	0.0518657	0.0450657	0.0502376	0.0284833	0.0688241	0.0530959	0.0758995	0.0375006	0.0394325	0.0250359	0.0640175	3.937677	0.276266	0.287765	0.0998105	0.336159	3.387231
866	0	-14765.5	-14775.5	9.99573	0.146298	0.107018	0.110441	0.105317	0.101693	0.0802254	0.120931	0.0892392	0.0954866	0.16536	0.0724229	0.0865392	0.120928	0.118697	0.128717	0.144239	0.144393	0.112549	0.121651	0.0762247	0.0768148	0.0850068	0.190552	0.0451575	0.0330229	0.0683404	0.0449163	0.0344447	0.0333198	0.0235496	0.0204412	0.0378457	0.0227382	0.0905579	0.0530638	0.0159651	0.0462261	0.0230839	0.0138524	0.0199081	0.036283	0.0364549	0.0529868	3.817975	0.277201	0.300041	0.0984543	0.324304	3.352903
867	1	-14771.9	-14781.7	9.8096	0.154469	0.103846	0.10097	0.0861276	0.131946	0.0693483	0.129367	0.065406	0.12031	0.164839	0.0854953	0.0712943	0.0992191	0.115968	0.108238	0.141738	0.119077	0.122237	0.143613	0.0955413	0.0876496	0.0962709	0.173318	0.0322684	0.0301379	0.0150827	0.00653491	0.0340639	0.0274377	0.0286414	0.0317333	0.0345328	0.0635919	0.0615284	0.0352996	0.0492669	0.0423054	0.0517487	0.0912161	0.0156376	0.0358158	0.0306408	0.0518466	4.082437	0.283999	0.278482	0.0987223	0.338796	3.355621
868	0	-14763.5	-14773.7	10.1831	0.15602	0.0948165	0.121655	0.0983767	0.0965227	0.0782907	0.125581	0.0782991	0.0824563	0.215669	0.0801181	0.0857719	0.107294	0.0977661	0.136035	0.131308	0.133986	0.121451	0.124401	0.0715817	0.0970099	0.0850068	0.18405	0.0405536	0.0173698	0.0478716	0.0321859	0.0345466	0.0257031	0.026891	0.0379522	0.0276957	0.0280352	0.0955616	0.0554599	0.0159977	0.052853	0.0367585	0.019329	0.0246566	0.022158	0.0273961	0.0479884	4.04591	0.277548	0.281837	0.0937271	0.346888	3.320429
869	1	-14772.8	-14782.9	10.016	0.131574	0.0920662	0.125109	0.108796	0.0951676	0.0735038	0.120488	0.0579581	0.0957435	0.163998	0.0808847	0.079928	0.113816	0.116574	0.127282	0.136914	0.147352	0.117814	0.130532	0.0844885	0.0814632	0.0858942	0.162727	0.0370099	0.032905	0.0217023	0.0200622	0.0252986	0.0365812	0.025574	0.0310842	0.0341585	0.0519479	0.0452674	0.026636	0.0368736	0.0460644	0.0548572	0.0912161	0.0257015	0.0553809	0.0286897	0.0598771	4.39493	0.281817	0.284698	0.107781	0.325705	3.316961
870	0	-14769.6	-14779.5	9.913	0.146057	0.0963662	0.0873126	0.0799488	0.10915	0.0811019	0.126877	0.0848326	0.0877677	0.166423	0.0921786	0.0901337	0.108401	0.116423	0.116589	0.125801	0.148059	0.119881	0.127002	0.0808878	0.101652	0.0867064	0.184642	0.0435185	0.0331385	0.0782226	0.0493939	0.0376405	0.0556905	0.0317409	0.0183567	0.0238698	0.0218215	0.0924165	0.0488189	0.0118836	0.0548526	0.026311	0.0298326	0.0153683	0.0296286	0.0399834	0.0460459	3.957251	0.260081	0.290701	0.100098	0.349121	3.352728
871	1	-14766.8	-14776.1	9.32876	0.16306	0.0814091	0.101019	0.109676	0.11844	0.0926947	0.15514	0.0706571	0.0926347	0.178263	0.0684801	0.0887414	0.111985	0.106145	0.132034	0.15449	0.139807	0.121708	0.126679	0.0792791	0.0951254	0.0708111	0.175781	0.0217958	0.0213293	0.011085	0.0168723	0.043469	0.0262779	0.0455264	0.0310842	0.0249039	0.0461091	0.0352136	0.0507901	0.0342131	0.0631568	0.0612721	0.0853869	0.0365326	0.0420297	0.0280396	0.0568848	3.876469	0.261953	0.29029	0.105096	0.34266	3.41603
872	0	-14767.5	-14778.1	10.5342	0.13542	0.080248	0.106408	0.101039	0.105108	0.07664	0.128515	0.0642308	0.0967725	0.190996	0.0681157	0.0980963	0.100612	0.0934159	0.115773	0.14043	0.137199	0.130333	0.125922	0.0745181	0.0777164	0.0943309	0.183347	0.0323709	0.0226029	0.0731245	0.0493939	0.0478791	0.0295596	0.0317409	0.0271662	0.016211	0.0319155	0.0974245	0.0420999	0.0162275	0.0489832	0.0336727	0.0275518	0.0336808	0.0279629	0.0314248	0.0432369	3.977068	0.275733	0.30471	0.0974323	0.322125	3.289416
873	1	-14773.7	-14783	9.32239	0.142978	0.0972555	0.097807	0.0720184	0.0942343	0.0850616	0.13494	0.104641	0.108891	0.181163	0.0701278	0.0674416	0.122023	0.120036	0.124553	0.134628	0.14907	0.124186	0.126679	0.0742988	0.0823018	0.0657165	0.181113	0.0260014	0.0587469	0.0197429	0.0118388	0.0517592	0.0262779	0.0430483	0.0327081	0.0239968	0.0467843	0.0360628	0.0450502	0.0269707	0.0555661	0.0504788	0.111718	0.0274372	0.0520156	0.0410363	0.0566389	4.070543	0.275233	0.288948	0.0954438	0.340375	3.405044
874	0	-14770.1	-14780.5	10.443	0.143051	0.0758687	0.111396	0.104685	0.122596	0.0873707	0.114284	0.0855841	0.0892182	0.183184	0.0753054	0.0845342	0.0989904	0.113562	0.116249	0.131671	0.120672	0.109549	0.129657	0.0518512	0.0827272	0.0738033	0.204173	0.0496294	0.0195639	0.0424301	0.0354524	0.0386579	0.0336102	0.0240053	0.0249264	0.0347183	0.0411067	0.103196	0.0490228	0.0186638	0.0774048	0.0224005	0.0133252	0.031117	0.0207998	0.029573	0.0658088	4.200244	0.280931	0.282009	0.0957102	0.34135	3.285394
875	1	-14773.6	-14782.5	8.86155	0.149445	0.11325	0.0928546	0.0844418	0.101363	0.080355	0.13773	0.0773305	0.110011	0.178493	0.0810499	0.0857387	0.126394	0.106538	0.100078	0.128574	0.148251	0.12464	0.129633	0.0619323	0.093744	0.128882	0.185548	0.0372603	0.0398376	0.0266237	0.0217825	0.0293201	0.0230554	0.0479168	0.0327492	0.0241173	0.0654148	0.0383735	0.0364079	0.0300116	0.0556412	0.064388	0.0930288	0.0206736	0.0470023	0.0216644	0.0785539	3.920235	0.288981	0.286057	0.0925112	0.332451	3.460101
876	0	-14767.1	-14776.7	9.62818	0.143051	0.0905391	0.101529	0.102389	0.103652	0.103877	0.150536	0.0704367	0.0982098	0.193446	0.0882493	0.0990035	0.0983289	0.123494	0.090906	0.14648	0.135203	0.127471	0.128554	0.081434	0.0689354	0.0719683	0.176441	0.0430901	0.0146597	0.0488763	0.0463714	0.0389021	0.0205492	0.0337692	0.0202778	0.0298217	0.0320967	0.0997008	0.0663508	0.0181845	0.040789	0.029652	0.0313847	0.025626	0.0215383	0.0390762	0.0746387	4.155288	0.283264	0.287034	0.0923397	0.337362	3.36949
877	1	-14766.3	-14776.6	10.3129	0.139414	0.104099	0.0880226	0.0834491	0.0970425	0.0934137	0.14208	0.0923471	0.114035	0.191007	0.065434	0.0855437	0.0996451	0.125131	0.103013	0.128574	0.1259	0.11523	0.127829	0.0561837	0.0959409	0.0861087	0.182158	0.0183831	0.0266035	0.012495	0.0244393	0.0231971	0.0258642	0.0333717	0.0313466	0.0273877	0.0564607	0.0349931	0.0377709	0.0233034	0.0498974	0.0622431	0.104819	0.0286797	0.0507487	0.0275236	0.0699794	3.984508	0.286243	0.278838	0.0998948	0.335024	3.311108
878	0	-14774.6	-14784.1	9.4801	0.131832	0.0877557	0.087933	0.108751	0.0981729	0.0793727	0.147844	0.0915343	0.0903618	0.178101	0.100133	0.0923067	0.119366	0.111274	0.0956494	0.122575	0.138524	0.147695	0.116835	0.0789899	0.0826056	0.103846	0.193326	0.0402255	0.00902557	0.0662607	0.0306545	0.05147	0.0379291	0.0366295	0.0243598	0.0338051	0.0230119	0.0719732	0.0651004	0.0211476	0.0512697	0.029652	0.0313847	0.0320171	0.0202516	0.0437044	0.0765194	3.871868	0.277784	0.278256	0.101014	0.342946	3.401176
879	1	-14774.4	-14783.4	9.06233	0.175835	0.106987	0.105776	0.0997297	0.128041	0.069064	0.122866	0.0601733	0.10125	0.173894	0.0782563	0.0831285	0.0985183	0.133429	0.111537	0.13297	0.133096	0.11643	0.121587	0.0876843	0.0952828	0.068996	0.201081	0.0413666	0.0244684	0.0178249	0.0210838	0.0369628	0.0343281	0.0310264	0.046318	0.0330852	0.0431308	0.0430175	0.0393323	0.0212952	0.0629682	0.0622431	0.112636	0.0193283	0.0628481	0.0356253	0.0471766	3.892873	0.258429	0.302497	0.091469	0.347605	3.441678
880	0	-14775.5	-14785.1	9.60052	0.131044	0.114871	0.112395	0.0939537	0.125517	0.0893952	0.133068	0.0943897	0.116659	0.191201	0.0761064	0.0653041	0.103437	0.113485	0.11742	0.141877	0.134815	0.114002	0.11626	0.0792963	0.067866	0.0825731	0.16493	0.0484877	0.00626887	0.0752862	0.0382536	0.0497986	0.0273986	0.0326196	0.0148466	0.0212338	0.0273301	0.0971832	0.0646442	0.0367237	0.0583969	0.0295032	0.0237761	0.0232605	0.0228645	0.0534153	0.0511077	3.985848	0.271368	0.284777	0.102517	0.341338	3.382264
881	1	-14771	-14781.2	10.2542	0.189436	0.10396	0.115028	0.100226	0.105733	0.0731259	0.126322	0.0793863	0.106498	0.210186	0.0790662	0.0891687	0.12347	0.100778	0.105606	0.114852	0.120193	0.112526	0.122639	0.0696552	0.081349	0.075457	0.159068	0.0193795	0.0224785	0.029514	0.015902	0.0370802	0.0434874	0.0406542	0.0246732	0.0265506	0.0468347	0.0500813	0.0375811	0.0272748	0.0677351	0.0586616	0.0977904	0.0149244	0.0329355	0.0209965	0.0457016	3.868585	0.272271	0.287878	0.102931	0.336921	3.323964
882	0	-14769.3	-14779.4	10.1381	0.148549	0.0973945	0.118734	0.109416	0.113217	0.075588	0.139366	0.0947549	0.0761046	0.174988	0.0716308	0.0987123	0.0939735	0.10348	0.109944	0.145649	0.126782	0.118192	0.106643	0.0841999	0.0974647	0.0803883	0.192932	0.0410009	0.0272017	0.0377996	0.0422698	0.0623189	0.0178324	0.0316745	0.030716	0.037267	0.0190827	0.0918805	0.0516924	0.0224333	0.0515773	0.0218971	0.0349769	0.0254897	0.0265876	0.0503774	0.0427466	3.716595	0.27065	0.287697	0.0916252	0.350027	3.344925
883	1	-14787.5	-14797.5	10.0542	0.122787	0.108181	0.0972867	0.105874	0.113382	0.0950639	0.145793	0.0783633	0.102165	0.179668	0.0787065	0.0788009	0.140246	0.131593	0.115653	0.147053	0.0971597	0.132573	0.105151	0.0720731	0.0874009	0.0830885	0.173985	0.0291954	0.0157164	0.00274141	0.015902	0.0628048	0.020825	0.030122	0.0279131	0.0456048	0.0392676	0.0450357	0.0371645	0.0241616	0.0437699	0.0464852	0.110823	0.00876996	0.0400942	0.0283795	0.0748647	3.90621	0.283769	0.289541	0.0970324	0.329657	3.341688
884	0	-14774.7	-14785.4	10.7025	0.139452	0.0908129	0.0988233	0.0927222	0.101954	0.068443	0.114343	0.083982	0.102367	0.171322	0.0909484	0.0697627	0.0990846	0.113275	0.100088	0.131686	0.129429	0.143822	0.120525	0.0698623	0.0812383	0.0803883	0.17928	0.0470829	0.0089624	0.0345388	0.034855	0.0311305	0.0464016	0.0319808	0.0411371	0.0577272	0.0258841	0.0872852	0.0633286	0.0224333	0.0463195	0.0301466	0.0310642	0.0354386	0.0329194	0.037435	0.04142	4.1717	0.265973	0.304723	0.1012	0.328105	3.261101
885	1	-14772.6	-14782.2	9.54997	0.117966	0.105635	0.108513	0.0909711	0.10128	0.0845729	0.14014	0.0803617	0.126165	0.176866	0.0883669	0.0883178	0.103191	0.107887	0.124484	0.127112	0.120557	0.117803	0.135224	0.0803433	0.0899792	0.0828173	0.153156	0.019794	0.0188286	0.0167502	0.023903	0.0324274	0.0282813	0.0404881	0.0321099	0.0270216	0.0656075	0.0490587	0.0445369	0.0162917	0.0641483	0.0530952	0.0969464	0.0435929	0.0459795	0.0296689	0.0725657	4.23294	0.268204	0.296611	0.094913	0.340272	3.372806
886	0	-14775.9	-14786.1	10.2478	0.132689	0.1215	0.108535	0.123413	0.130593	0.0772507	0.105051	0.0701204	0.0817702	0.167287	0.0747198	0.0762006	0.113349	0.0947669	0.109159	0.122801	0.153389	0.144524	0.117519	0.0869105	0.107407	0.109966	0.157916	0.0459493	0.0245209	0.0442396	0.0310381	0.0320188	0.0239668	0.0274369	0.0268641	0.0252347	0.035297	0.0902534	0.0631528	0.0135604	0.0555324	0.0199088	0.040387	0.0245955	0.0329194	0.0423693	0.04142	3.821153	0.275958	0.276932	0.0978943	0.349215	3.3275
887	1	-14767.4	-14776.8	9.40784	0.153298	0.09105	0.0907014	0.0990891	0.102517	0.0879965	0.141993	0.0832041	0.112046	0.171691	0.0652878	0.0728303	0.104026	0.104702	0.155809	0.152084	0.138432	0.123027	0.117396	0.0867288	0.0849296	0.0909887	0.191232	0.0285963	0.0319852	0.0249408	0.0124617	0.0444539	0.0338908	0.0320768	0.0237181	0.0319836	0.0550248	0.0443044	0.0271234	0.0193284	0.0542892	0.0733236	0.0900378	0.0267847	0.0447963	0.0273848	0.0501342	4.050271	0.272583	0.298488	0.102161	0.326768	3.397698
888	0	-14774.4	-14784	9.66494	0.166244	0.112428	0.0877554	0.083788	0.132497	0.0786274	0.139744	0.0894461	0.0895134	0.176417	0.0737068	0.073486	0.105881	0.0955366	0.102507	0.149465	0.138684	0.128262	0.125223	0.0854912	0.0837938	0.0784096	0.190539	0.0448191	0.0164511	0.0617913	0.0581794	0.0257001	0.0244519	0.0600052	0.0341945	0.0362105	0.0332935	0.0914443	0.0485129	0.0241729	0.059485	0.0282435	0.0216859	0.0249975	0.0180953	0.0371437	0.0588031	3.670403	0.247618	0.302033	0.101788	0.348561	3.395127
889	1	-14761.5	-14772.1	10.6259	0.151244	0.0846698	0.0946396	0.103274	0.0983751	0.0767314	0.106172	0.0814097	0.095086	0.172003	0.0817731	0.0741887	0.0932291	0.104957	0.103076	0.133585	0.14348	0.121115	0.12707	0.0863604	0.0962758	0.0885228	0.172082	0.025557	0.0293392	0.0244121	0.0317993	0.0465304	0.0202259	0.0307088	0.0211866	0.0246434	0.0557769	0.0491855	0.034187	0.0265924	0.059932	0.0598961	0.102622	0.0177155	0.0507164	0.0258254	0.0578422	3.914448	0.274722	0.302962	0.100987	0.321329	3.284013
890	0	-14778.2	-14788.3	10.0283	0.113045	0.103674	0.0893643	0.0985209	0.107352	0.083109	0.112264	0.0674338	0.0952315	0.203785	0.0687695	0.104906	0.0972167	0.0989352	0.124752	0.121141	0.117178	0.126916	0.152045	0.0807635	0.0996081	0.0876894	0.172121	0.0427833	0.0226448	0.0572036	0.0538945	0.0349664	0.0302229	0.0247977	0.0140551	0.0189737	0.0266658	0.0927986	0.0671068	0.0236345	0.0744947	0.0239431	0.0424322	0.0310266	0.0347956	0.0365737	0.0497176	4.171091	0.278485	0.289049	0.102695	0.32977	3.328553
891	1	-14769.5	-14779.2	9.67083	0.136649	0.108665	0.0927008	0.0912022	0.111452	0.0843448	0.128916	0.066171	0.103886	0.173433	0.0702772	0.0839525	0.122453	0.0980222	0.087781	0.115938	0.155166	0.117571	0.119021	0.0989617	0.100534	0.0847967	0.19245	0.029907	0.0283125	0.0159215	0.0160928	0.0347803	0.0287276	0.0420997	0.0301405	0.0340511	0.0675388	0.0338772	0.040483	0.0274785	0.0499317	0.0545611	0.105476	0.0170811	0.0507164	0.0437436	0.0499832	4.506103	0.285796	0.293202	0.0954938	0.325508	3.345248
892	0	-14762.6	-14772.8	10.2149	0.134899	0.0956862	0.102631	0.105486	0.0960731	0.0896888	0.127127	0.0858667	0.0955235	0.203579	0.0756667	0.0731428	0.0897589	0.0964712	0.109167	0.13359	0.148178	0.117395	0.140496	0.081464	0.0704609	0.0841049	0.179434	0.0418109	0.0161784	0.059081	0.0585071	0.0343514	0.0313902	0.0252185	0.0240955	0.0309067	0.0145526	0.0955896	0.0450864	0.0167631	0.0688536	0.0357254	0.0310291	0.0355138	0.020753	0.0377151	0.0611666	3.99674	0.26557	0.290354	0.100505	0.343571	3.320178
893	1	-14767.2	-14777	9.81286	0.125052	0.082215	0.109312	0.0876213	0.112139	0.0914938	0.128864	0.0751341	0.127728	0.165023	0.09217	0.0810492	0.0935335	0.10428	0.102077	0.142338	0.14283	0.147066	0.13129	0.0864807	0.0983766	0.0920466	0.180546	0.0291923	0.0249933	0.0125458	0.0183348	0.0227897	0.0253305	0.0447425	0.019386	0.021396	0.0449741	0.0290973	0.0385171	0.0197401	0.0692869	0.0672713	0.0967521	0.0189894	0.0406308	0.036421	0.0635103	4.30168	0.278005	0.284897	0.0966718	0.340426	3.342568
894	0	-14781.2	-14791	9.87243	0.130459	0.114791	0.107538	0.103161	0.106357	0.077903	0.144656	0.0817041	0.105018	0.177833	0.0930205	0.078971	0.111581	0.10247	0.0993566	0.134921	0.1813	0.102205	0.11013	0.0709507	0.0995537	0.0824909	0.188488	0.0322198	0.00979724	0.0420323	0.0557407	0.0363324	0.0354233	0.0191652	0.0242523	0.0377055	0.0327785	0.0886721	0.0468145	0.0225294	0.0586024	0.0362409	0.0284462	0.028493	0.0162514	0.0321998	0.0507799	4.254211	0.285997	0.291934	0.091923	0.330146	3.339334
895	1	-14772.7	-14782.5	9.81995	0.137674	0.128618	0.108292	0.0828285	0.122277	0.0869544	0.134649	0.0767386	0.0881316	0.167926	0.0623289	0.0810492	0.126975	0.102503	0.114637	0.129403	0.14752	0.107741	0.127116	0.0674661	0.0760932	0.0850183	0.175268	0.0291923	0.0174869	0.0156237	0.0272178	0.0237975	0.0305496	0.0368864	0.0248543	0.0326774	0.0615436	0.0291999	0.0566512	0.0284287	0.0597643	0.0631409	0.103303	0.0469681	0.0403819	0.0257466	0.0643779	4.07543	0.282533	0.272534	0.100506	0.344426	3.354999
896	0	-14769.5	-14778.8	9.35148	0.149367	0.095757	0.109953	0.0873062	0.118881	0.0793951	0.145953	0.0867178	0.09727	0.171103	0.0854875	0.0752567	0.102366	0.112122	0.0904802	0.128816	0.156509	0.112161	0.162183	0.0758923	0.093035	0.0820144	0.185491	0.0313142	0.0210924	0.0553605	0.0476495	0.0332914	0.0414743	0.0289077	0.0386485	0.0354066	0.0266526	0.0983924	0.0724167	0.0133544	0.0598563	0.0240263	0.0276957	0.0104356	0.0387632	0.0399549	0.0559149	4.036918	0.257979	0.286371	0.111701	0.343949	3.404125
897	1	-14768.7	-14777.4	8.69167	0.156039	0.110298	0.111964	0.0868913	0.107674	0.0693333	0.158738	0.0869191	0.102537	0.180557	0.0839551	0.0810492	0.101569	0.0983575	0.11476	0.144076	0.147281	0.119764	0.145593	0.102462	0.0833215	0.0773567	0.206946	0.0302747	0.0246747	0.0324757	0.0239163	0.0322239	0.0276216	0.0385777	0.0296699	0.0340968	0.0376479	0.0367267	0.0314615	0.0352126	0.0715125	0.052496	0.100985	0.0213798	0.0432293	0.0251032	0.0525847	4.22121	0.258485	0.297958	0.102422	0.341134	3.459314
898	0	-14766.6	-14777.5	10.8495	0.137365	0.111738	0.0931339	0.100509	0.113026	0.0607192	0.115358	0.0767776	0.0913118	0.182397	0.0861188	0.0696767	0.116273	0.108497	0.107442	0.129605	0.155252	0.127044	0.144183	0.0703525	0.0981775	0.0759013	0.155959	0.0306983	0.0179409	0.0543127	0.0423231	0.0343657	0.0281806	0.0279182	0.0341628	0.0277733	0.0222135	0.0905999	0.071349	0.0165729	0.0385692	0.019753	0.0330433	0.0400356	0.0222872	0.0413259	0.0460473	3.838142	0.289178	0.282917	0.0988909	0.329014	3.26629
899	1	-14773.9	-14782.3	8.39223	0.156039	0.104947	0.0838362	0.106676	0.118661	0.0743436	0.134412	0.0843427	0.0999585	0.196197	0.0920174	0.111285	0.120495	0.109371	0.130279	0.149716	0.12514	0.126421	0.154216	0.0730007	0.115038	0.0804783	0.176271	0.0353739	0.0278434	0.0270336	0.0269542	0.0445166	0.0369433	0.0385777	0.0260314	0.0340968	0.0460983	0.0310214	0.040185	0.0384778	0.0493994	0.0442597	0.10527	0.0193059	0.042892	0.0345102	0.0372046	3.885497	0.268484	0.289036	0.0995074	0.342973	3.509135
900	0	-14782.8	-14791.9	9.16102	0.154948	0.123387	0.088212	0.0978864	0.106222	0.0838834	0.135671	0.0965479	0.0765049	0.1687	0.0802947	0.0804461	0.135386	0.111871	0.112593	0.150397	0.101274	0.116926	0.15318	0.0682973	0.0915188	0.099212	0.177135	0.0412024	0.0250128	0.0824303	0.0350687	0.0443554	0.0373193	0.0260114	0.0355249	0.018771	0.0176712	0.085988	0.0483217	0.0161932	0.0712866	0.0307629	0.0243736	0.0209398	0.0494843	0.0487073	0.0585599	3.948073	0.25384	0.295768	0.101127	0.349266	3.428477
901	1	-14766.2	-14776.2	10.019	0.178509	0.117995	0.0956083	0.106676	0.109172	0.0807673	0.134722	0.0686695	0.107242	0.187112	0.0777853	0.0828222	0.0948071	0.0955066	0.104972	0.144244	0.120677	0.122982	0.138106	0.0824787	0.0937143	0.0951723	0.177797	0.0257408	0.0207565	0.0179118	0.0125411	0.036935	0.0220421	0.0321958	0.0220329	0.0340544	0.0548831	0.0328079	0.0258842	0.0290648	0.0662145	0.0685775	0.0843391	0.0150834	0.0418962	0.0351463	0.0549959	3.816996	0.273614	0.27797	0.10024	0.348175	3.35064
902	0	-14769	-14778.5	9.52786	0.15957	0.107181	0.0878305	0.110637	0.116138	0.073241	0.130098	0.0918153	0.0867513	0.185381	0.0737845	0.0854032	0.107272	0.103985	0.119802	0.147854	0.118581	0.125223	0.126217	0.0910727	0.082299	0.0986985	0.174379	0.0439324	0.0261735	0.0559971	0.0477225	0.0319863	0.0194384	0.0157814	0.0364248	0.0173073	0.0176712	0.121913	0.0654554	0.0202572	0.0675832	0.0315178	0.016463	0.0189877	0.0267702	0.0446719	0.0597237	3.99487	0.27324	0.289948	0.0962681	0.340543	3.388991
903	1	-14769.5	-14778.9	9.3861	0.145066	0.0886827	0.10611	0.0949381	0.105778	0.0836769	0.133156	0.0812025	0.0904684	0.190922	0.0915332	0.0964067	0.111403	0.101464	0.128965	0.156824	0.132384	0.153545	0.126399	0.0795723	0.089006	0.0916445	0.168841	0.0402886	0.013896	0.0189525	0.0286871	0.0404692	0.0248592	0.0301215	0.0336027	0.0341151	0.0577516	0.0576192	0.0433995	0.0134156	0.0497212	0.0543335	0.0899001	0.0156488	0.0500916	0.0257961	0.0313457	4.01437	0.276057	0.286586	0.097726	0.339632	3.402003
904	0	-14768.6	-14777.3	8.77479	0.147612	0.0952314	0.11893	0.111021	0.120804	0.0802596	0.12511	0.0976658	0.0966831	0.181863	0.0687371	0.0890854	0.103044	0.108699	0.111769	0.159557	0.145097	0.102598	0.128312	0.0766235	0.0921855	0.11057	0.181384	0.0293059	0.0213471	0.0642739	0.0456433	0.0387632	0.0319627	0.023019	0.029974	0.0436553	0.015273	0.105728	0.0574224	0.0179995	0.0588191	0.0397686	0.0182953	0.0262228	0.0178858	0.0586665	0.0727022	3.90716	0.270726	0.287859	0.102311	0.339104	3.469568
905	1	-14773	-14783.9	10.909	0.165403	0.0778772	0.10074	0.111965	0.120392	0.0832871	0.128448	0.0798902	0.0983446	0.195252	0.0892161	0.059186	0.103095	0.107373	0.101105	0.145178	0.12998	0.113817	0.131662	0.0667329	0.0922934	0.0974387	0.142098	0.0291758	0.0186719	0.0136256	0.0298029	0.0239466	0.0373165	0.0383614	0.0246756	0.0217905	0.0421131	0.0288865	0.0391846	0.0288013	0.049243	0.0554093	0.111802	0.0136233	0.0495575	0.0223625	0.0379811	3.891396	0.275581	0.283562	0.0949004	0.345957	3.257105
