Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TL
40	0	-14780.7	-14790.3	9.61016	0.16633	0.0783155	0.115257	0.0788029	0.112244	0.102134	0.1305	0.0747561	0.115055	0.176291	0.0888684	0.0829873	0.0768013	0.109906	0.0899812	0.124083	0.128831	0.130757	0.14196	0.0597239	0.0897165	0.077375	0.190203	0.0386202	0.0228163	0.047986	0.0471606	0.0500402	0.0199927	0.0306782	0.0423818	0.0241037	0.0209541	0.122556	0.0512492	0.015966	0.0685438	0.0231482	0.0219238	0.0375089	0.036029	0.0476182	0.0465738	4.409332	0.271218	0.306819	0.104127	0.317836	3.35673
41	1	-14765.2	-14774.8	9.60828	0.14238	0.120052	0.124109	0.100609	0.111391	0.070278	0.128057	0.0858703	0.0884431	0.159667	0.075219	0.0838135	0.106678	0.0986361	0.122488	0.145704	0.131608	0.13369	0.115589	0.085458	0.101922	0.0892362	0.181362	0.0355145	0.0209632	0.0258836	0.0191485	0.0422638	0.0353137	0.0245572	0.0156702	0.0355223	0.0493384	0.0485145	0.0392745	0.0285225	0.0616501	0.0508411	0.108742	0.0110362	0.0458125	0.0341863	0.0492694	3.939216	0.289583	0.27721	0.0966666	0.336541	3.384284
42	0	-14769.4	-14778.6	9.11573	0.154488	0.110452	0.107166	0.111146	0.108606	0.0676791	0.1305	0.0856145	0.111898	0.170407	0.0900822	0.0876291	0.104427	0.124526	0.101662	0.133483	0.137659	0.11141	0.153266	0.0709608	0.106806	0.0875653	0.172991	0.0503465	0.0115552	0.061584	0.0565464	0.0359631	0.030305	0.0318916	0.0380858	0.0381556	0.0387188	0.10505	0.0610215	0.0138013	0.0505104	0.02845	0.0245316	0.0165622	0.0277224	0.0308126	0.0443577	3.891906	0.271218	0.306819	0.104127	0.317836	3.436397
43	1	-14779.3	-14790.4	11.1532	0.126004	0.089347	0.10008	0.0869018	0.0979767	0.0957561	0.135745	0.0581862	0.0857241	0.177179	0.0782706	0.0790756	0.0989171	0.119394	0.111111	0.125202	0.156486	0.112751	0.145874	0.086094	0.0902434	0.0877301	0.150458	0.0283855	0.0464461	0.0335346	0.0198114	0.0254162	0.0236929	0.0304053	0.0190532	0.0256822	0.0504213	0.0392781	0.0319197	0.0235352	0.0501616	0.0899251	0.0765454	0.00970234	0.0424456	0.0362766	0.0429936	3.769445	0.289583	0.27721	0.0966666	0.336541	3.240138
44	0	-14770.8	-14780	9.26937	0.135194	0.104789	0.113839	0.0845111	0.107965	0.0809046	0.131643	0.086883	0.0912552	0.15948	0.0814254	0.0854408	0.13025	0.116251	0.125383	0.137226	0.132347	0.123798	0.140337	0.103213	0.0720472	0.0663441	0.19002	0.053054	0.0240502	0.0462718	0.0565464	0.0379505	0.0256321	0.0300865	0.0409446	0.0336273	0.0296764	0.0740987	0.0574341	0.020895	0.0573206	0.0334387	0.022844	0.035788	0.0308791	0.0419671	0.0513855	4.171324	0.259184	0.293205	0.0995067	0.348104	3.404437
45	1	-14777.2	-14788.6	11.3985	0.15467	0.089347	0.09571	0.0908408	0.106897	0.0687256	0.150791	0.0839455	0.100152	0.15265	0.0832888	0.0898193	0.111844	0.109631	0.0883867	0.142842	0.135274	0.122514	0.0993619	0.0648924	0.0821694	0.0727748	0.155999	0.020471	0.0140525	0.0306408	0.0173802	0.0385484	0.0233184	0.062335	0.022268	0.022169	0.0504213	0.0559276	0.0260273	0.0282361	0.0454923	0.0743877	0.0991042	0.0182112	0.0411983	0.0211664	0.0517262	3.769445	0.28703	0.274766	0.10463	0.333574	3.215608
46	0	-14782.3	-14790.9	8.62174	0.14676	0.111323	0.088918	0.104886	0.112889	0.100542	0.144927	0.102531	0.103192	0.183372	0.0918492	0.0843182	0.109553	0.134853	0.116688	0.146887	0.127178	0.112963	0.112674	0.106757	0.09314	0.100773	0.182678	0.0272207	0.0259482	0.0541004	0.0433366	0.0538845	0.0349484	0.0414942	0.0428383	0.0209614	0.0181211	0.0833456	0.0816063	0.0154948	0.0567916	0.0146048	0.0149132	0.0206994	0.0208964	0.0296577	0.0605896	3.969711	0.259184	0.293205	0.0995067	0.348104	3.481107
47	1	-14774.9	-14784.5	9.61399	0.148819	0.1039	0.0981718	0.0908408	0.108426	0.0929378	0.12204	0.0701223	0.117573	0.187018	0.0659679	0.0986724	0.107334	0.097667	0.118279	0.139683	0.126816	0.132184	0.129918	0.0909919	0.100151	0.0812224	0.166059	0.0263367	0.0193424	0.0291041	0.0253752	0.0496849	0.0259026	0.0453486	0.038386	0.0460782	0.0426343	0.0439967	0.0227905	0.0222102	0.0408731	0.0585897	0.10532	0.0174728	0.0444869	0.0245379	0.0328384	4.413699	0.28703	0.274766	0.10463	0.333574	3.356101
48	0	-14770.6	-14781.5	10.889	0.137224	0.0859108	0.116452	0.0939673	0.0983374	0.0786677	0.116585	0.0696743	0.109814	0.171655	0.0696755	0.0943138	0.0994232	0.0844353	0.111867	0.118943	0.12893	0.106704	0.126668	0.0625271	0.102832	0.0895628	0.205922	0.0550087	0.0224446	0.0471613	0.0491852	0.0486758	0.0456799	0.0175476	0.0375657	0.0226969	0.0171766	0.0912912	0.0529068	0.0184507	0.0518966	0.0128329	0.0305956	0.0217842	0.0327916	0.0428494	0.0507684	4.053256	0.282189	0.278492	0.0976633	0.341655	3.2494
49	1	-14776.5	-14786.4	9.92031	0.144439	0.104052	0.0989703	0.107002	0.101489	0.0827102	0.131433	0.0866093	0.100119	0.194845	0.0945785	0.0738916	0.100909	0.0898855	0.116025	0.130937	0.12895	0.154834	0.110327	0.0772487	0.0939114	0.065095	0.205133	0.0339304	0.0338007	0.00452723	0.0275229	0.0391601	0.0307429	0.0401904	0.021978	0.0355127	0.0566789	0.0458153	0.0355249	0.017124	0.0633592	0.0395948	0.0865831	0.0133538	0.0330054	0.0312469	0.0495599	4.288051	0.271971	0.312037	0.0991408	0.316851	3.332603
50	0	-14771.6	-14781.3	9.77338	0.137224	0.111271	0.0994775	0.0738435	0.122267	0.0780624	0.122158	0.077829	0.110808	0.21991	0.0940523	0.0745155	0.110934	0.102774	0.0964707	0.13192	0.139449	0.110365	0.132931	0.0819024	0.0948239	0.106851	0.173099	0.0570536	0.0151605	0.0464092	0.0492958	0.0369245	0.0249817	0.0375045	0.0362779	0.0239025	0.018625	0.0773724	0.0564124	0.022317	0.0565453	0.0248692	0.0341921	0.0136277	0.0500655	0.0215801	0.0452229	4.21889	0.276266	0.293638	0.0956132	0.334483	3.351276
51	1	-14781.1	-14790	8.83867	0.142428	0.0788436	0.116756	0.106116	0.136614	0.0655682	0.113234	0.0985779	0.0912044	0.21575	0.0826553	0.086791	0.122371	0.108354	0.122155	0.137712	0.130874	0.123467	0.125583	0.0742981	0.11463	0.0737705	0.184506	0.0285213	0.0171052	0.00838354	0.0166913	0.0520016	0.0147818	0.0336237	0.0304794	0.0333794	0.0423326	0.0560803	0.0360415	0.0356173	0.0491882	0.0524364	0.130268	0.0198539	0.0560107	0.0358996	0.0588804	3.962678	0.259658	0.310474	0.103597	0.326272	3.459836
52	0	-14769	-14778.4	9.35774	0.148274	0.0912079	0.112732	0.12661	0.112765	0.0977545	0.125909	0.0848942	0.0964091	0.195251	0.0980288	0.0890958	0.0951853	0.105856	0.11681	0.130739	0.11145	0.129906	0.125238	0.0795441	0.0838146	0.0727388	0.20436	0.0604667	0.0141593	0.0521733	0.0443576	0.0396385	0.0174344	0.0293862	0.0306467	0.0248259	0.0308896	0.0972941	0.0579028	0.0141621	0.0664025	0.0241745	0.035582	0.033036	0.0270496	0.0258939	0.0548237	3.847874	0.276687	0.294086	0.0942336	0.334994	3.414873
53	1	-14777.4	-14788	10.6235	0.158298	0.106312	0.105214	0.0848868	0.100302	0.0884116	0.135279	0.088378	0.0891184	0.159769	0.0574659	0.104902	0.110432	0.127826	0.104292	0.156347	0.13501	0.121561	0.14102	0.0737922	0.108824	0.0738221	0.139027	0.0225087	0.0263089	0.0147983	0.0344059	0.0526882	0.00977606	0.021793	0.0210765	0.0267077	0.0455452	0.0469632	0.0369477	0.0280425	0.0592907	0.0443459	0.0894364	0.0151058	0.0454614	0.0282204	0.0479242	3.858707	0.270024	0.29759	0.104203	0.328183	3.287637
54	0	-14760.2	-14770.4	10.1788	0.142226	0.0998248	0.101055	0.103576	0.112765	0.0834122	0.121114	0.0806216	0.10337	0.169914	0.0845075	0.0942544	0.1046	0.105261	0.0948227	0.122392	0.139949	0.12049	0.121998	0.0727669	0.104981	0.0679565	0.157773	0.0429524	0.0178591	0.0458997	0.0449764	0.0425706	0.0236634	0.037775	0.033148	0.0326017	0.028703	0.0820738	0.06306	0.025514	0.0735709	0.0267295	0.0363656	0.0206774	0.0308352	0.046498	0.0545199	4.06672	0.276687	0.294086	0.0942336	0.334994	3.319624
55	1	-14775	-14784.4	9.43529	0.167694	0.101236	0.0974743	0.110826	0.103369	0.0820039	0.123218	0.0998255	0.100955	0.192338	0.0917883	0.0825926	0.110293	0.0983233	0.126689	0.131266	0.135823	0.103669	0.14527	0.0732935	0.0788278	0.0872213	0.200713	0.0272068	0.0345996	0.0226106	0.0316463	0.0274717	0.0207239	0.0364905	0.0279887	0.0356492	0.0444263	0.040777	0.0369514	0.0248703	0.0535328	0.0730104	0.0742179	0.0267123	0.0540656	0.0325723	0.0593852	3.489067	0.262503	0.305329	0.0954508	0.336717	3.429618
56	0	-14766.1	-14776.1	10.0465	0.156029	0.0956017	0.0962682	0.0791125	0.115439	0.0863531	0.101617	0.0935569	0.099898	0.182342	0.0695959	0.0932781	0.103073	0.0831211	0.0942389	0.138205	0.142221	0.1254	0.147357	0.0877617	0.0839089	0.0869818	0.177563	0.0340437	0.020156	0.062753	0.0530686	0.0472204	0.0404643	0.0204734	0.024604	0.0478084	0.0299269	0.0797583	0.059863	0.0140319	0.055085	0.0287248	0.0295064	0.0279591	0.0250391	0.040957	0.0524923	4.06672	0.2777	0.291501	0.0945787	0.33622	3.332857
57	1	-14765.9	-14776.9	10.9893	0.131495	0.0933833	0.110674	0.0924438	0.108274	0.0915977	0.122129	0.0770733	0.0915657	0.168676	0.0874513	0.0825926	0.109438	0.110765	0.129756	0.131859	0.131048	0.104194	0.102751	0.0760236	0.08244	0.0892909	0.189853	0.0297934	0.0253924	0.0300387	0.0155421	0.0224453	0.022947	0.0211713	0.0247678	0.024072	0.059758	0.0387609	0.0261919	0.0299589	0.0625284	0.0412676	0.0976662	0.0285461	0.0483851	0.0201303	0.0516407	4.114298	0.28453	0.27371	0.0975694	0.344191	3.23578
58	0	-14768.8	-14778.8	9.97382	0.156029	0.0824227	0.0858735	0.107528	0.131927	0.0813995	0.111895	0.0827121	0.0771475	0.17532	0.0873695	0.096001	0.108797	0.112842	0.10297	0.132763	0.142061	0.123894	0.133788	0.0875748	0.0941239	0.0695947	0.1785	0.0306286	0.0254758	0.0428665	0.0505475	0.0478628	0.019302	0.0288958	0.0325436	0.0347643	0.0339265	0.108223	0.0628058	0.0148569	0.0433856	0.0298925	0.025925	0.0321227	0.0403433	0.0374831	0.0316821	4.135806	0.2777	0.291501	0.0945787	0.33622	3.336065
59	1	-14772.7	-14782.8	10.1299	0.130501	0.120845	0.118421	0.0893328	0.115116	0.08877	0.153316	0.0915448	0.101035	0.20108	0.0757168	0.0796819	0.0849024	0.0912162	0.11136	0.127859	0.154239	0.116088	0.123265	0.0710121	0.0829551	0.0958451	0.15784	0.0273416	0.0252441	0.0296069	0.028738	0.0241734	0.0379514	0.0300679	0.0260435	0.0182856	0.0563302	0.0466514	0.0333428	0.0268098	0.0478493	0.0483907	0.0800958	0.0366023	0.0322773	0.0229165	0.0610582	4.114298	0.284371	0.273558	0.0980718	0.343999	3.321719
60	0	-14769.9	-14780.1	10.117	0.141929	0.0973064	0.0981447	0.11298	0.0980558	0.0896026	0.139867	0.0854281	0.09983	0.17793	0.0571522	0.0716151	0.113056	0.104471	0.108301	0.132763	0.139532	0.117902	0.116558	0.0652362	0.0834883	0.0889067	0.210729	0.0382297	0.0176343	0.0597702	0.0440283	0.0187489	0.0213266	0.0302137	0.0318489	0.0226918	0.0201564	0.097786	0.0753778	0.0302903	0.0510391	0.0314956	0.0317758	0.0227769	0.025791	0.050078	0.0542852	4.061232	0.279112	0.292983	0.0899756	0.337929	3.32613
61	1	-14764.3	-14775.3	11.0642	0.151197	0.0987433	0.112691	0.0852687	0.110429	0.0824307	0.12353	0.0810742	0.0882361	0.164438	0.091972	0.0855861	0.0884867	0.118231	0.111844	0.129217	0.120364	0.109521	0.133043	0.0706748	0.0939519	0.0793917	0.177346	0.037418	0.0237011	0.0311228	0.0105427	0.0358397	0.0297187	0.0259146	0.0215589	0.0255852	0.0506327	0.0287687	0.0244945	0.0252353	0.0639683	0.0633113	0.0936001	0.0196399	0.0421752	0.030567	0.0437796	3.99681	0.292365	0.270502	0.0969763	0.340156	3.235241
62	0	-14768.3	-14777.9	9.53933	0.165167	0.113616	0.10973	0.0987733	0.115865	0.079782	0.130616	0.0714379	0.0879423	0.198418	0.0614215	0.0956873	0.0923162	0.122716	0.12147	0.153557	0.135574	0.140487	0.148237	0.0800385	0.0855687	0.071634	0.210508	0.0423515	0.0133213	0.0401079	0.0458276	0.0205105	0.0235468	0.0184515	0.0285116	0.0402819	0.0218953	0.0936057	0.0586544	0.0179375	0.0536353	0.0205093	0.0219629	0.0233161	0.0276537	0.0422375	0.0409215	4.029141	0.273976	0.288193	0.106121	0.33171	3.385803
63	1	-14765.2	-14775.2	9.95999	0.153011	0.109851	0.0955205	0.0892667	0.0901975	0.0758662	0.137494	0.0834019	0.102754	0.164438	0.083517	0.0850687	0.0959932	0.122121	0.117961	0.140026	0.16023	0.100046	0.11679	0.0874604	0.0995372	0.078871	0.196826	0.0213819	0.0260174	0.0214738	0.0145583	0.0358397	0.0224138	0.0281402	0.0183937	0.020502	0.0627221	0.0471439	0.031195	0.0279767	0.0612386	0.0587471	0.0855765	0.0281857	0.0516914	0.0360098	0.05167	4.141279	0.283549	0.292811	0.0937412	0.329899	3.337128
64	0	-14775.6	-14785.6	10.0668	0.149921	0.107886	0.0934186	0.113046	0.120727	0.0851214	0.130616	0.0831596	0.0730278	0.192126	0.05989	0.0854663	0.119887	0.108467	0.110605	0.150922	0.141951	0.112654	0.120783	0.0711117	0.0866884	0.0614438	0.172427	0.0324555	0.0155938	0.03548	0.0387668	0.0446002	0.0165888	0.0233065	0.049894	0.0306499	0.0231838	0.0937741	0.0470838	0.00853587	0.0761179	0.0245971	0.0326767	0.0258457	0.0333619	0.0563674	0.0638142	4.182516	0.275134	0.289412	0.104496	0.330958	3.324039
65	1	-14766	-14776.3	10.304	0.15327	0.0880802	0.0961332	0.0996298	0.119335	0.0883675	0.138366	0.0846832	0.0983566	0.164438	0.0626277	0.092049	0.097318	0.109811	0.0910137	0.130823	0.151791	0.0935129	0.103638	0.0882285	0.0808087	0.0836758	0.190585	0.0271994	0.0284821	0.0263848	0.0113041	0.0237191	0.0266314	0.0360128	0.018022	0.0327598	0.0472617	0.034172	0.0499762	0.03386	0.058278	0.0666052	0.116419	0.025956	0.0399795	0.0290839	0.064075	4.141279	0.283549	0.292811	0.0937412	0.329899	3.302723
66	0	-14771.4	-14781.7	10.2945	0.158698	0.122175	0.0971155	0.0889335	0.0989171	0.0732168	0.123759	0.100477	0.0696576	0.175662	0.0905278	0.0776825	0.0907787	0.118844	0.109177	0.141287	0.146697	0.129194	0.127181	0.0786416	0.105663	0.0863829	0.161495	0.0382273	0.0153983	0.050699	0.0398455	0.0277492	0.0324972	0.0390956	0.0229215	0.0223633	0.0321742	0.0781086	0.0633989	0.0217355	0.0462851	0.029774	0.0200494	0.0374146	0.0250195	0.0412464	0.0465232	4.158167	0.275134	0.289412	0.104496	0.330958	3.302688
67	1	-14770.9	-14780	9.13058	0.136327	0.0858611	0.0985425	0.0985602	0.110496	0.0935901	0.119744	0.0794434	0.100237	0.174147	0.0774848	0.0752239	0.125405	0.0977756	0.0993905	0.170635	0.134795	0.146821	0.148424	0.0836716	0.0976212	0.0933543	0.19609	0.0315968	0.022748	0.0246371	0.0135217	0.0296352	0.016554	0.0381579	0.011072	0.0379814	0.0799499	0.0374734	0.0413427	0.0328244	0.0716465	0.0611881	0.0781723	0.0155908	0.0491299	0.0216625	0.0582153	4.198425	0.286193	0.285201	0.0956301	0.332975	3.416742
68	0	-14771.7	-14782.1	10.4791	0.134672	0.101745	0.0883514	0.0900705	0.11173	0.0853641	0.154638	0.0899779	0.0861928	0.154759	0.0701015	0.0885625	0.105721	0.103906	0.0908464	0.117983	0.13594	0.118603	0.11816	0.0633727	0.0897782	0.0697769	0.188226	0.0436712	0.0238356	0.0461723	0.0523578	0.0513427	0.0244861	0.0390877	0.0209492	0.0484995	0.0183198	0.118685	0.0685234	0.0152693	0.0655988	0.0233393	0.021604	0.0301531	0.0334655	0.0530817	0.0542056	3.71167	0.282037	0.285472	0.0932305	0.339261	3.311128
69	1	-14771.5	-14781.6	10.144	0.133668	0.0956489	0.108411	0.0766862	0.126592	0.0677556	0.110999	0.0885851	0.0867904	0.171335	0.0660755	0.0786911	0.0775258	0.0990615	0.121452	0.151932	0.14087	0.133894	0.117514	0.0859685	0.0984009	0.0863405	0.184866	0.0350158	0.0358161	0.0209268	0.0191434	0.0227543	0.0384609	0.0493096	0.0188029	0.0267901	0.049342	0.0438572	0.0334714	0.0299314	0.0841123	0.0549511	0.0915679	0.0186048	0.0570651	0.0227113	0.0536975	4.198425	0.286193	0.285201	0.0956301	0.332975	3.315396
70	0	-14767.1	-14777.9	10.8207	0.155246	0.101409	0.101037	0.0685992	0.117592	0.094569	0.161712	0.0826984	0.0894439	0.186436	0.0744734	0.0714117	0.113828	0.0946015	0.0947273	0.120849	0.131891	0.129351	0.121723	0.0651795	0.0825123	0.0722714	0.169923	0.0358889	0.0103055	0.0591318	0.0448158	0.0267917	0.033863	0.0265905	0.0292475	0.0336171	0.0202134	0.105027	0.0443878	0.0276701	0.0501805	0.0286488	0.0341088	0.0195711	0.0255253	0.0464585	0.0485859	4.123147	0.276925	0.287505	0.0938943	0.341676	3.252114
71	1	-14770.1	-14779.8	9.77018	0.14805	0.107936	0.0927753	0.075347	0.122098	0.0856359	0.136208	0.0853451	0.0941744	0.19678	0.0678625	0.0955877	0.107497	0.103462	0.120711	0.167313	0.131976	0.117732	0.130012	0.0733112	0.0723976	0.0999261	0.200428	0.0245629	0.0262268	0.0179512	0.0186025	0.0374767	0.0241904	0.0349003	0.0144881	0.0201601	0.0644498	0.0421648	0.0233644	0.0248439	0.0644039	0.0678911	0.102279	0.0145104	0.03764	0.0240007	0.0416871	4.102885	0.282645	0.281665	0.106843	0.328847	3.35836
72	0	-14766.9	-14777.5	10.6041	0.151492	0.109641	0.103711	0.0939124	0.0961753	0.0838127	0.161712	0.087597	0.103837	0.157226	0.072073	0.102644	0.103024	0.101186	0.0905099	0.13182	0.123002	0.12408	0.140662	0.0709217	0.0971852	0.0937286	0.17087	0.0358889	0.0238517	0.041533	0.0415816	0.0399707	0.0241129	0.0273807	0.0224978	0.0359595	0.0172879	0.0950452	0.0544879	0.0287863	0.0720486	0.0215644	0.019178	0.0199043	0.0250693	0.0294044	0.040848	3.897513	0.273427	0.283873	0.105339	0.337361	3.287224
73	1	-14779.6	-14789.7	10.1128	0.146555	0.113046	0.0907862	0.0926266	0.101253	0.111874	0.12498	0.0713091	0.106108	0.18371	0.0671797	0.104333	0.103004	0.114886	0.120809	0.11336	0.131019	0.0914001	0.123036	0.0614477	0.0851727	0.0718576	0.173232	0.0224342	0.035584	0.025128	0.0413503	0.029518	0.0309911	0.0457553	0.0124428	0.0137602	0.0493558	0.0580888	0.0470437	0.0338696	0.0459959	0.0460194	0.130378	0.0372268	0.0397856	0.0297699	0.0447826	4.134198	0.285231	0.284243	0.0986691	0.331857	3.322262
74	0	-14768.6	-14779.9	11.2572	0.128049	0.0847287	0.0955991	0.0947124	0.11412	0.07607	0.134152	0.0687584	0.088674	0.166766	0.075213	0.0791878	0.104956	0.126814	0.100695	0.121743	0.137907	0.127757	0.111758	0.0690158	0.0964746	0.0904395	0.17087	0.0319493	0.0318451	0.0605726	0.0448588	0.0419386	0.0231915	0.0247254	0.0276403	0.0183614	0.0196657	0.102479	0.0406665	0.023078	0.0631949	0.0257672	0.0191415	0.0172551	0.0314818	0.0533751	0.0476956	4.040377	0.276554	0.28712	0.0951065	0.341219	3.213344
75	1	-14771.7	-14781.8	10.0497	0.12109	0.102081	0.102751	0.100107	0.0994691	0.0924326	0.119983	0.0805027	0.0795866	0.171997	0.0733759	0.072505	0.118306	0.0964723	0.108594	0.149241	0.130983	0.135706	0.133378	0.0636897	0.0832928	0.0713167	0.206005	0.0291584	0.0489833	0.0332467	0.0177974	0.0349382	0.0204228	0.0420675	0.022402	0.0372116	0.0702753	0.0386057	0.0305139	0.0245796	0.0485089	0.0477252	0.109501	0.0288423	0.0564145	0.0218166	0.0428229	4.304958	0.285231	0.284243	0.0986691	0.331857	3.318699
76	0	-14777.9	-14787.5	9.63157	0.162286	0.0937513	0.0961377	0.101357	0.109979	0.102009	0.150659	0.0728334	0.106793	0.183397	0.075213	0.0882828	0.0909524	0.110621	0.0963694	0.172345	0.146595	0.127122	0.102575	0.0898271	0.087717	0.0861754	0.190048	0.0466123	0.0284066	0.0612796	0.0502267	0.0290472	0.0415533	0.0207874	0.0387315	0.0406985	0.0261003	0.0891281	0.0448573	0.010343	0.0512969	0.0234197	0.0117495	0.0432031	0.0128649	0.0245441	0.0410923	3.988666	0.267219	0.305362	0.101149	0.32627	3.37899
77	1	-14777.7	-14786.8	9.10727	0.152316	0.0935183	0.103831	0.0984372	0.0930501	0.0866776	0.118101	0.0850308	0.0990169	0.179122	0.0815086	0.0694332	0.118301	0.116962	0.113905	0.189331	0.130106	0.128533	0.130251	0.0568012	0.105991	0.099933	0.209264	0.0383	0.0207816	0.0131066	0.0214146	0.0449231	0.0287095	0.0236623	0.0280803	0.030175	0.0537605	0.0460176	0.0296195	0.0339028	0.0438663	0.0511821	0.112275	0.010422	0.0455115	0.0439431	0.0529617	3.978357	0.279285	0.299166	0.0966119	0.324938	3.432036
78	0	-14765	-14775.2	10.1645	0.137204	0.0870186	0.12191	0.0789528	0.101957	0.0842372	0.121258	0.0816014	0.107665	0.176903	0.0778111	0.0884549	0.0955333	0.107258	0.10537	0.131202	0.123802	0.12697	0.111921	0.0861926	0.108415	0.0900252	0.190048	0.0358398	0.033067	0.0621165	0.0492102	0.0395427	0.0210149	0.0327249	0.0268999	0.0391521	0.023081	0.107529	0.0432693	0.0219713	0.0666086	0.0303916	0.0299804	0.0310317	0.0201081	0.0350109	0.0441408	3.844535	0.267219	0.305362	0.101149	0.32627	3.334401
79	1	-14764.8	-14774.5	9.7165	0.148544	0.0770294	0.11297	0.110561	0.121409	0.0776397	0.136624	0.0901286	0.0990169	0.189946	0.0667477	0.0872802	0.107407	0.0983672	0.103679	0.127644	0.149559	0.116938	0.122992	0.0907121	0.098594	0.0827921	0.19886	0.0238684	0.0312837	0.028238	0.0159878	0.0403602	0.0261185	0.0462272	0.0187237	0.040622	0.0441823	0.0391669	0.0319085	0.0339028	0.0363072	0.0618559	0.108591	0.0139587	0.0381677	0.0232417	0.0529617	3.978357	0.274648	0.297008	0.0959149	0.332429	3.371114
80	0	-14765.9	-14775.6	9.69564	0.140995	0.11096	0.102476	0.0882553	0.118072	0.0907316	0.121258	0.0745837	0.109137	0.186685	0.0755803	0.08564	0.101269	0.110138	0.106959	0.152688	0.140529	0.103347	0.141793	0.0813984	0.0921815	0.0866453	0.185635	0.0388682	0.0185993	0.0621165	0.0571173	0.0369947	0.0236072	0.0435712	0.038221	0.0324022	0.0234252	0.0971484	0.0601165	0.030585	0.0457256	0.0229361	0.0115108	0.0307967	0.022851	0.034171	0.0520569	3.706862	0.265089	0.30625	0.101443	0.327218	3.389778
81	1	-14780.6	-14789.6	9.07263	0.123098	0.0770294	0.104926	0.0906939	0.102622	0.0998161	0.137965	0.062107	0.124445	0.172716	0.0994972	0.0837981	0.110597	0.0935224	0.115914	0.139543	0.11509	0.142532	0.148651	0.111267	0.100564	0.0852284	0.186085	0.0290066	0.0339593	0.0209345	0.019805	0.0282983	0.0221549	0.0373528	0.0305269	0.0188612	0.0546202	0.041089	0.0271695	0.0194329	0.0721063	0.0460907	0.130251	0.0216908	0.0502612	0.0389531	0.0555623	4.141797	0.274452	0.296795	0.0965612	0.332192	3.425834
82	0	-14777.9	-14787.9	9.9422	0.130085	0.115818	0.119545	0.102723	0.112506	0.0875659	0.107946	0.0996703	0.0832797	0.195651	0.090083	0.0840959	0.101289	0.0968237	0.11688	0.13361	0.135412	0.108106	0.142823	0.0736762	0.0836058	0.0809893	0.186935	0.0300822	0.0220729	0.0638563	0.0327248	0.0285779	0.0241964	0.0235214	0.037826	0.0345828	0.0177169	0.0879756	0.0371061	0.0432934	0.0569612	0.0309597	0.0261432	0.053984	0.0118419	0.0335508	0.0637081	3.957378	0.266766	0.302307	0.101639	0.329288	3.349801
83	1	-14772.5	-14782.4	9.89274	0.131034	0.0876222	0.0900008	0.0927211	0.12716	0.0773383	0.130215	0.0766289	0.0872563	0.197288	0.086633	0.0890391	0.108906	0.094114	0.0956994	0.140785	0.138774	0.12337	0.125346	0.0727099	0.100564	0.099794	0.19328	0.0306414	0.0246235	0.0345725	0.0180812	0.0247985	0.0255349	0.0522121	0.0150021	0.031278	0.0665347	0.0431438	0.0330007	0.0380092	0.0441874	0.0652524	0.0729227	0.0127023	0.0729858	0.0196641	0.0694197	3.856511	0.268411	0.299266	0.0973651	0.334957	3.360847
84	0	-14781.6	-14790.9	9.30141	0.154432	0.072584	0.117786	0.114261	0.120707	0.0838671	0.123155	0.112968	0.0910823	0.156523	0.0623137	0.0894236	0.096619	0.143384	0.11021	0.155869	0.135793	0.157017	0.119939	0.0825479	0.102625	0.0707043	0.177824	0.0370293	0.0186501	0.0354326	0.0545871	0.0282923	0.0156764	0.0326133	0.0286366	0.0216609	0.0422802	0.0814862	0.0512867	0.0260516	0.0527762	0.0250005	0.0394227	0.0233051	0.0306608	0.0429791	0.0595055	4.210316	0.267827	0.303508	0.0980682	0.330597	3.398969
85	1	-14764.1	-14774.5	10.4104	0.12408	0.0968862	0.0878929	0.0884569	0.128186	0.0766793	0.138537	0.0785191	0.106261	0.16907	0.0629992	0.0838515	0.102678	0.101073	0.0934118	0.123576	0.130336	0.114323	0.137152	0.0757511	0.0899797	0.0979651	0.205009	0.034212	0.0280523	0.0345725	0.0189274	0.0346692	0.0237749	0.0480909	0.0160177	0.0324374	0.0525706	0.0373687	0.0345628	0.0357458	0.0391527	0.0464955	0.108754	0.0269813	0.0416934	0.0338519	0.0547167	4.086227	0.266254	0.296346	0.104455	0.332946	3.295321
