Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
100	-13149.2	-13111	-38.2049	0.8634017	0.319829	0.180903	0.189652	0.194878	0.204782	0.225122	0.264189	0.186401	0.146271	0.334962	0.14085	0.110115	0.217612	0.241066	0.236178	0.301191	0.291032	0.247069	0.279513	0.0752614	0.159412	0.121732	0.607895	0.0110492	0.192405	0.0758617	0.148428	0.0308661	0.0957999	0.0707582	0.0352985	0.227172	0.0405903	0.123415	0.0492051	0.0388246	0.0867824	0.0136428	0.0710247	0.249831	0.203121	0.0589016	0.282844	0.108961	0.431461	0.973085	2.48649	11.5488	0.347294	0.369252	0.0585651	0.224889	0.3804348	7.381736
110	-13159.3	-13118.5	-40.8929	0.9868516	0.236743	0.133468	0.204387	0.118501	0.258483	0.209573	0.283106	0.159491	0.172871	0.441133	0.117535	0.147361	0.165089	0.29739	0.250468	0.372676	0.323321	0.244519	0.241732	0.107501	0.217402	0.163163	0.589716	0.0236449	0.261696	0.056075	0.164198	0.0418495	0.0495994	0.023541	0.0711127	0.244914	0.0286683	0.12502	0.0504646	0.0380063	0.0881189	0.0345816	0.115233	0.163899	0.249645	0.117966	0.282844	0.134323	0.472764	0.997787	2.39513	12.09063	0.347294	0.369252	0.0585651	0.224889	0.3804348	7.68671
120	-13154.1	-13118.2	-35.9126	0.875851	0.295732	0.171975	0.202268	0.113318	0.246561	0.170702	0.283106	0.185828	0.172813	0.420098	0.161734	0.198172	0.177394	0.318418	0.17186	0.290714	0.316639	0.245546	0.268175	0.121423	0.128369	0.149864	0.410437	0.0499243	0.14888	0.0540829	0.0804497	0.0826539	0.0263065	0.0219569	0.062501	0.1597	0.0367864	0.120033	0.107521	0.0699504	0.0817859	0.0238293	0.0619622	0.143	0.282045	0.0860791	0.229059	0.111567	0.43597	0.975943	2.47652	11.84238	0.341103	0.372755	0.0591206	0.227022	0.3804348	7.149652
130	-13165.1	-13124.1	-41.0126	0.8338952	0.323478	0.142426	0.204499	0.192292	0.312182	0.196508	0.261657	0.148923	0.183502	0.399972	0.131302	0.154825	0.248662	0.407035	0.255187	0.343237	0.334381	0.273721	0.302168	0.186217	0.214255	0.0847348	0.421573	0.041355	0.152485	0.0520427	0.101732	0.0468141	0.0419378	0.0309714	0.0654719	0.255395	0.0313398	0.114135	0.0500801	0.030426	0.152368	0.0379239	0.064626	0.152327	0.232144	0.0269281	0.236189	0.102748	0.420431	0.965922	2.5109	11.84238	0.341099	0.372751	0.0591309	0.227019	0.3447206	7.63943
140	-13152.3	-13116	-36.2845	0.9032095	0.326345	0.162004	0.204499	0.186134	0.238891	0.156087	0.241441	0.147934	0.144336	0.424426	0.118226	0.160118	0.226325	0.233614	0.276869	0.316452	0.282435	0.215531	0.332359	0.115156	0.162489	0.1054	0.582029	0.0407523	0.196101	0.0286626	0.0985762	0.0591486	0.0406045	0.0527382	0.0729064	0.213193	0.0162346	0.145419	0.0589033	0.0248896	0.0873177	0.0170927	0.145583	0.169791	0.164112	0.0561335	0.202868	0.11726	0.445593	0.981908	2.45524	10.19221	0.338013	0.369379	0.0676419	0.224966	0.3447206	7.250128
150	-13152.2	-13117.5	-34.6314	0.7503898	0.332887	0.115396	0.224856	0.202334	0.170667	0.222961	0.291441	0.147934	0.128898	0.369188	0.104398	0.0977474	0.189896	0.267582	0.236969	0.44807	0.297266	0.222255	0.229343	0.119387	0.164027	0.113345	0.493306	0.0257665	0.239642	0.0591149	0.100907	0.0302892	0.0922614	0.0189306	0.0259379	0.215678	0.00477087	0.100079	0.0336357	0.0494644	0.111747	0.0157521	0.0488656	0.142986	0.223598	0.0714093	0.195555	0.0849679	0.386366	0.9422	2.58647	10.49928	0.343197	0.375044	0.0571757	0.224583	0.3447206	6.99654
160	-13145.2	-13114.8	-30.4514	0.8828434	0.307578	0.126722	0.174003	0.16278	0.17812	0.212249	0.278766	0.127187	0.137033	0.369188	0.146526	0.110936	0.25047	0.269892	0.245314	0.299753	0.251354	0.217452	0.238042	0.129514	0.160772	0.113185	0.402225	0.0873519	0.159108	0.0472288	0.0656429	0.0511886	0.0475971	0.0396411	0.027406	0.226058	0.00339737	0.0386107	0.035164	0.0101894	0.0839317	0.0180316	0.0735563	0.206154	0.179411	0.107038	0.226199	0.113027	0.438466	0.977508	2.471	10.68346	0.347198	0.367759	0.0578422	0.227201	0.3456465	6.641967
170	-13143.2	-13108.9	-34.2159	0.8760894	0.304941	0.161101	0.186473	0.140456	0.24283	0.131694	0.296667	0.141292	0.158687	0.394827	0.11876	0.169259	0.237107	0.217531	0.259004	0.312099	0.316164	0.217452	0.269498	0.0802293	0.188148	0.109656	0.465675	0.0555571	0.128576	0.0436025	0.108565	0.041212	0.041672	0.108652	0.0468544	0.162766	0.0289162	0.109597	0.0483421	0.015325	0.0821248	0.0343046	0.0920638	0.138746	0.239255	0.0796468	0.290636	0.111617	0.436055	0.975997	2.47633	10.66291	0.348297	0.36714	0.0577449	0.226818	0.3456465	7.015964
180	-13144	-13107.8	-36.2617	0.9024766	0.306106	0.172981	0.182494	0.213169	0.217549	0.115712	0.249037	0.14127	0.169777	0.367574	0.112086	0.168171	0.187347	0.262821	0.20345	0.443088	0.300583	0.223497	0.231824	0.131584	0.169172	0.142909	0.538519	0.0740624	0.152143	0.034943	0.1048	0.0500247	0.0482931	0.0581512	0.0891016	0.19892	0.0321819	0.0562294	0.0762522	0.0112177	0.0900683	0.0145393	0.0747723	0.214068	0.252655	0.0706389	0.279577	0.117108	0.44534	0.981754	2.4558	10.6335	0.347898	0.366719	0.0588236	0.226559	0.3456465	7.233357
190	-13147.7	-13114.3	-33.4043	0.9251313	0.306106	0.130321	0.194782	0.115639	0.204948	0.178512	0.265171	0.157512	0.137723	0.352499	0.0730985	0.179461	0.26126	0.220495	0.2029	0.426054	0.364282	0.267528	0.29961	0.0956231	0.140753	0.0747223	0.524831	0.0525406	0.142202	0.0431182	0.0895283	0.0578896	0.0798718	0.0543378	0.0841334	0.273366	0.0523493	0.0315247	0.0327687	0.00298299	0.117611	0.0088871	0.0827427	0.15135	0.200653	0.0418583	0.174767	0.121784	0.453031	0.986395	2.43879	10.922	0.334313	0.374359	0.060049	0.231279	0.3764955	6.948313
200	-13146.6	-13114.3	-32.3618	0.9637312	0.311562	0.145545	0.200832	0.111908	0.243274	0.131198	0.218592	0.145529	0.110815	0.425856	0.11272	0.142711	0.261524	0.203802	0.264255	0.328895	0.243844	0.225518	0.246816	0.101826	0.219277	0.102018	0.461628	0.039656	0.185995	0.0491081	0.110197	0.0514529	0.0583941	0.0689961	0.0342914	0.300991	0.0649561	0.0631548	0.0550991	0.00521308	0.123302	0.009177	0.102567	0.145161	0.252448	0.0421465	0.123835	0.129662	0.465572	0.99372	2.41105	11.36736	0.356116	0.372789	0.0597972	0.211298	0.3764955	6.846084
210	-13145.4	-13118.9	-26.5486	0.9623238	0.260937	0.149658	0.243996	0.172119	0.191733	0.149666	0.214653	0.123853	0.128653	0.306041	0.102281	0.118005	0.229195	0.181976	0.194526	0.341883	0.311874	0.195878	0.219218	0.0942691	0.129425	0.108217	0.384609	0.0477029	0.108745	0.0229809	0.0755819	0.0503742	0.0619037	0.0831015	0.0593209	0.192282	0.00134089	0.0780423	0.0479106	0.00434563	0.0955576	0.015858	0.0795203	0.137564	0.20876	0.0876266	0.26848	0.129376	0.465127	0.993465	2.41203	10.86366	0.366884	0.353824	0.0616053	0.217687	0.3598995	6.279663
220	-13154.2	-13123	-31.2909	0.7393218	0.346965	0.110806	0.201477	0.144196	0.186304	0.167068	0.186151	0.122934	0.171485	0.425496	0.134033	0.0964516	0.227211	0.288784	0.331441	0.323463	0.261341	0.266302	0.219663	0.074996	0.147256	0.0983497	0.509521	0.0547038	0.140625	0.0126685	0.0957383	0.0341395	0.0473996	0.0648444	0.0717724	0.173273	0.0114119	0.0380727	0.0510793	0.00324594	0.0900562	0.0151296	0.0795203	0.171292	0.201401	0.110106	0.136111	0.0825994	0.381507	0.938612	2.59728	10.86366	0.365667	0.352989	0.0641709	0.217173	0.3598995	6.644284
230	-13148.4	-13118.1	-30.3555	0.8744725	0.238379	0.108541	0.150648	0.182992	0.249482	0.12422	0.224983	0.136043	0.151765	0.421261	0.104787	0.134107	0.217484	0.2683	0.181146	0.304625	0.288368	0.182483	0.186056	0.0840535	0.115832	0.101903	0.550386	0.0791093	0.136547	0.0204372	0.12796	0.0475366	0.0274576	0.0890465	0.0621916	0.194859	0.0308487	0.0639278	0.0788246	0.00689159	0.117026	0.0154777	0.134389	0.191575	0.201517	0.0756604	0.194215	0.111279	0.435475	0.975631	2.47761	11.50335	0.351237	0.361019	0.0656307	0.222114	0.3753335	6.603342
240	-13149.9	-13121.3	-28.5565	0.8255553	0.33577	0.159913	0.205571	0.130921	0.184572	0.16457	0.246141	0.132825	0.144317	0.307178	0.146406	0.149309	0.17105	0.203525	0.179034	0.288077	0.286725	0.182483	0.206158	0.0892638	0.15853	0.111412	0.432081	0.0266925	0.103126	0.0593799	0.154188	0.0543936	0.0276883	0.0434784	0.0594699	0.291674	0.0253169	0.132976	0.0618759	0.071715	0.0520898	0.0534268	0.0679945	0.0977978	0.178327	0.0683593	0.179028	0.100984	0.417223	0.963792	2.518	10.68309	0.346368	0.374368	0.0602289	0.219035	0.3753335	6.42483
250	-13142.2	-13108.6	-33.5697	0.897665	0.291436	0.151346	0.186344	0.137532	0.219018	0.121164	0.244676	0.146349	0.177364	0.294638	0.125704	0.202722	0.226604	0.209336	0.212212	0.358792	0.324063	0.189666	0.228719	0.107414	0.132965	0.122042	0.550017	0.0210462	0.150932	0.0620748	0.0707969	0.0499029	0.0258551	0.0671681	0.177218	0.244624	0.0414463	0.061716	0.0770286	0.0497315	0.143875	0.0224889	0.0677179	0.185755	0.208191	0.0756026	0.179006	0.11611	0.443674	0.980733	2.45948	11.27043	0.346528	0.374541	0.0597948	0.219136	0.3753335	6.9423
260	-13144.5	-13109.7	-34.7748	0.7947325	0.302139	0.111929	0.184071	0.123865	0.20599	0.182183	0.205385	0.148174	0.153299	0.513923	0.154182	0.124394	0.245452	0.208293	0.232096	0.3051	0.305287	0.196411	0.241353	0.125132	0.12398	0.129205	0.509758	0.0697023	0.155878	0.0626889	0.0953821	0.0478218	0.0341919	0.074263	0.148973	0.227861	0.0604793	0.0680789	0.0657333	0.0269251	0.0715211	0.0345275	0.0921516	0.170576	0.149424	0.0730249	0.248367	0.0944374	0.405005	0.955485	2.54507	11.37096	0.34588	0.37571	0.0596831	0.218727	0.3753335	7.009172
270	-13152.1	-13110.3	-41.8029	0.72915	0.288891	0.143305	0.242507	0.134079	0.287359	0.126025	0.354053	0.165862	0.14027	0.419476	0.166078	0.159882	0.265727	0.296565	0.235098	0.356612	0.340581	0.224125	0.265525	0.121912	0.170016	0.0946758	0.551594	0.0854408	0.164858	0.062088	0.0963805	0.0335229	0.0877903	0.0711351	0.0528096	0.236637	0.0365796	0.0892401	0.0341525	0.0377623	0.0883977	0.0708589	0.102282	0.16026	0.212444	0.0846392	0.30633	0.0804224	0.376965	0.935209	2.6074	11.6985	0.352966	0.371641	0.0590366	0.216357	0.3753335	7.663827
280	-13155.1	-13116.2	-38.8192	0.9226294	0.333424	0.153574	0.247289	0.1116	0.146768	0.167422	0.257986	0.166209	0.152159	0.419476	0.149467	0.235782	0.216224	0.340533	0.162106	0.417446	0.291284	0.217647	0.265525	0.0981219	0.172429	0.146672	0.442699	0.0411395	0.164858	0.0458476	0.0783378	0.056525	0.0390778	0.109666	0.0970362	0.298259	0.0370874	0.0952246	0.0827755	0.0399766	0.162076	0.0231295	0.0738454	0.168757	0.159761	0.0882484	0.284091	0.121269	0.452194	0.985896	2.44064	11.95969	0.358606	0.35862	0.0629599	0.219814	0.3911352	7.457562
290	-13147	-13114.2	-32.8588	0.834135	0.324158	0.160773	0.22286	0.134797	0.187195	0.116775	0.294088	0.181447	0.139684	0.206628	0.106938	0.148694	0.202542	0.273539	0.171536	0.318011	0.277934	0.185097	0.272338	0.109792	0.153434	0.0837522	0.505721	0.0530504	0.135376	0.0756922	0.13757	0.0643241	0.0277524	0.0808271	0.0887399	0.244329	0.0304765	0.0712469	0.0705868	0.0739189	0.12587	0.0404206	0.0896941	0.175322	0.204682	0.0583303	0.225534	0.102799	0.420522	0.965982	2.5107	10.93672	0.358606	0.35862	0.0629599	0.219814	0.3972305	6.851477
300	-13150.9	-13113.5	-37.4357	0.8247901	0.306029	0.154713	0.145944	0.175176	0.170497	0.150821	0.323329	0.155895	0.148156	0.353838	0.109053	0.169258	0.223234	0.290193	0.199364	0.302177	0.277934	0.251189	0.307897	0.062648	0.17302	0.0969127	0.55904	0.0215674	0.278995	0.0692547	0.0904203	0.0900003	0.028761	0.0446715	0.100608	0.279477	0.0561652	0.0833407	0.154869	0.0110398	0.0860024	0.0252842	0.0914788	0.166436	0.196074	0.0761077	0.232696	0.100822	0.416926	0.963594	2.51866	11.42323	0.358577	0.358592	0.0630343	0.219797	0.3740458	7.289565
310	-13149	-13117.4	-31.5936	1.112372	0.365773	0.175181	0.179853	0.165254	0.212969	0.156407	0.25888	0.113828	0.148156	0.336769	0.175001	0.12095	0.251476	0.201826	0.213836	0.294075	0.337719	0.178801	0.251246	0.100837	0.129985	0.140618	0.480395	0.054047	0.131447	0.0913504	0.0837787	0.0911768	0.033034	0.0852238	0.100608	0.143848	0.0533383	0.072712	0.0792043	0.011054	0.055134	0.0477959	0.0819978	0.175852	0.16648	0.0533399	0.238901	0.158814	0.508105	1.01638	2.3167	10.72539	0.342424	0.368749	0.0628042	0.226023	0.3768351	6.840158
320	-13147	-13115	-31.977	0.9547303	0.320272	0.135746	0.195558	0.109908	0.214118	0.173139	0.324536	0.164608	0.148156	0.307574	0.157899	0.144889	0.247798	0.200005	0.179317	0.360077	0.266487	0.244958	0.245579	0.0768786	0.0998531	0.121043	0.484736	0.0330052	0.171702	0.102646	0.114267	0.080833	0.0714216	0.0618052	0.0607916	0.203339	0.0440378	0.0600849	0.0345169	0.012465	0.0331589	0.028866	0.0865992	0.137004	0.233218	0.0745998	0.271053	0.127835	0.462709	0.992074	2.41738	10.26459	0.338662	0.375684	0.0621143	0.22354	0.3610415	6.83855
330	-13142.9	-13116.9	-26.0506	0.7591102	0.29492	0.116024	0.221636	0.127215	0.222592	0.109044	0.255127	0.128603	0.107194	0.32808	0.106346	0.0851706	0.225258	0.208994	0.232443	0.287266	0.288181	0.179104	0.205723	0.0673389	0.160869	0.113057	0.389877	0.0447368	0.183548	0.0413595	0.0860782	0.0624376	0.0337773	0.0409768	0.0405001	0.218578	0.028322	0.0614102	0.084781	0.0387987	0.0881545	0.0151342	0.0575172	0.11002	0.224407	0.0532693	0.157802	0.0868333	0.390135	0.944947	2.57808	10.87898	0.349204	0.35625	0.0640478	0.230498	0.3610415	6.131669
340	-13144.2	-13114.4	-29.8197	0.8854545	0.274717	0.118015	0.136026	0.151727	0.222592	0.171834	0.258963	0.121363	0.156484	0.408394	0.0920778	0.106485	0.222674	0.261665	0.25699	0.321377	0.241333	0.19068	0.249382	0.107461	0.13501	0.123057	0.366529	0.0618486	0.143285	0.0703041	0.0893979	0.0261776	0.0452032	0.0879821	0.0508928	0.203944	0.0287463	0.0763825	0.0569805	0.0374127	0.0790337	0.0189943	0.0744881	0.157765	0.170433	0.0753009	0.318068	0.113571	0.439392	0.978085	2.46895	11.0855	0.358332	0.368715	0.0609425	0.21201	0.3590907	6.567476
350	-13140.7	-13113.7	-26.9577	0.9296868	0.277915	0.142769	0.186442	0.139047	0.20154	0.144555	0.19394	0.182673	0.122494	0.349675	0.170107	0.146757	0.200629	0.248429	0.166219	0.246023	0.252918	0.170017	0.253684	0.0935705	0.18245	0.11934	0.49533	0.0565609	0.159104	0.0429242	0.0961748	0.042203	0.0355557	0.0437337	0.0673518	0.191866	0.0308922	0.0521945	0.0442624	0.041198	0.114178	0.0152495	0.0886613	0.154766	0.15856	0.056833	0.163526	0.12272	0.454547	0.987297	2.43544	9.782234	0.359362	0.369774	0.0582446	0.212619	0.3869507	6.34232
360	-13145.2	-13119.9	-25.315	0.8958762	0.278673	0.160275	0.162141	0.130301	0.187689	0.0979623	0.223449	0.128782	0.167109	0.288554	0.125672	0.117409	0.197438	0.197652	0.254716	0.305504	0.236748	0.28764	0.222272	0.132283	0.132009	0.0656009	0.434488	0.0589727	0.211149	0.0519516	0.0615039	0.0758011	0.01923	0.0572131	0.0440645	0.155614	0.0366702	0.0487723	0.0671077	0.0320123	0.0849206	0.0118027	0.074561	0.12303	0.151506	0.0825599	0.188577	0.115739	0.443051	0.980351	2.46086	9.54882	0.333373	0.381416	0.058287	0.226924	0.3869507	6.171388
370	-13142.9	-13119	-23.94	1.066213	0.264847	0.177424	0.173875	0.139261	0.195377	0.154969	0.22046	0.109258	0.0907126	0.353237	0.117179	0.120285	0.196116	0.187014	0.207867	0.25562	0.25336	0.25551	0.279831	0.0580282	0.137824	0.111432	0.456935	0.0477085	0.184148	0.0427211	0.0686672	0.0610446	0.022449	0.0625242	0.0602959	0.19948	0.0162374	0.0690308	0.0605414	0.02477	0.0916738	0.0445963	0.0553627	0.0994162	0.166044	0.0465587	0.173395	0.149973	0.495787	1.01016	2.34408	9.137026	0.333373	0.381416	0.058287	0.226924	0.3869507	6.113087
380	-13139	-13118	-20.9742	1.05095	0.218641	0.120239	0.154002	0.132921	0.172937	0.172794	0.244312	0.172936	0.137354	0.321034	0.102882	0.110933	0.184733	0.203498	0.197916	0.306226	0.208498	0.196683	0.236092	0.0821725	0.129451	0.0974606	0.501641	0.0311674	0.125121	0.0297339	0.0733645	0.0335046	0.0141991	0.062482	0.0330181	0.173242	0.00457307	0.0408235	0.0436885	0.00281025	0.0843273	0.0206738	0.0683541	0.135402	0.198197	0.0657048	0.174051	0.147006	0.491548	1.00795	2.35349	8.902142	0.323524	0.384104	0.0638491	0.228523	0.3869507	5.819795
390	-13148.3	-13124	-24.2065	0.8269176	0.239177	0.121037	0.178534	0.190463	0.18728	0.129787	0.167187	0.197364	0.135227	0.308377	0.100674	0.156085	0.202572	0.208049	0.151607	0.300713	0.222794	0.160796	0.240492	0.0732552	0.129752	0.135438	0.446192	0.0340611	0.187404	0.078561	0.0982941	0.0413742	0.0228167	0.0723645	0.0760055	0.230886	0.00472034	0.0766669	0.0790669	0.00201003	0.0921357	0.0213897	0.0466468	0.117331	0.0904493	0.0572763	0.230786	0.101272	0.41775	0.964143	2.51684	9.104755	0.341929	0.370332	0.0615599	0.226179	0.3343766	6.043096
400	-13149.5	-13119.8	-29.6481	0.8902572	0.27765	0.130204	0.202729	0.132313	0.177242	0.139526	0.234617	0.127759	0.164925	0.304274	0.130104	0.175696	0.179813	0.307134	0.188325	0.391558	0.253671	0.21773	0.254598	0.0903696	0.166545	0.135438	0.470452	0.0268352	0.189313	0.0389386	0.121331	0.011268	0.0512113	0.066607	0.0492836	0.204374	0.043469	0.031566	0.0781386	0.00453765	0.121716	0.0336114	0.0939086	0.101698	0.158978	0.0744283	0.261893	0.114571	0.441085	0.979137	2.46521	9.155732	0.338273	0.37239	0.0619019	0.227436	0.3343766	6.615783
410	-13150.1	-13120.3	-29.8362	0.7920923	0.302412	0.166441	0.145705	0.141438	0.173525	0.171077	0.261217	0.13795	0.124784	0.324073	0.0980573	0.145176	0.142594	0.261081	0.1458	0.306834	0.254348	0.19759	0.249229	0.117293	0.154853	0.108871	0.460854	0.0258443	0.19973	0.054406	0.105825	0.0508789	0.0385292	0.0394212	0.0364516	0.226908	0.0729657	0.0585104	0.050093	0.00230302	0.128814	0.065228	0.084553	0.127086	0.321001	0.0643406	0.190554	0.093875	0.403931	0.954739	2.54745	10.69728	0.348538	0.368537	0.0578424	0.225083	0.3387514	6.534646
