Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
4670	-13152.9	-13115.5	-37.424	0.8647592	0.362936	0.121453	0.200639	0.139047	0.271709	0.192207	0.216909	0.189698	0.158087	0.359006	0.162244	0.163397	0.295008	0.250465	0.229424	0.298083	0.350048	0.253403	0.277721	0.097576	0.096584	0.128885	0.551426	0.0312216	0.182658	0.0605343	0.0812915	0.000529832	0.0274536	0.0395191	0.0264792	0.207947	0.0537583	0.10372	0.0939761	0.0849957	0.123325	0.00623644	0.099029	0.196064	0.172171	0.0892615	0.25503	0.109246	0.431956	0.973401	2.4854	11.65432	0.353559	0.371065	0.0612391	0.214137	0.3684145	7.301155
4680	-13153.9	-13116.7	-37.2335	0.7764729	0.284225	0.124838	0.157999	0.160448	0.195524	0.146474	0.296595	0.144508	0.155027	0.336113	0.139505	0.167209	0.268792	0.270468	0.21425	0.323159	0.32947	0.253403	0.243833	0.132942	0.166161	0.106042	0.537379	0.0690255	0.136504	0.0269192	0.0693955	0.00793939	0.0385368	0.0651053	0.0956666	0.238691	0.0534617	0.0972479	0.0744114	0.0271128	0.0576666	0.0293783	0.099029	0.169639	0.275606	0.146305	0.332933	0.0905435	0.397486	0.950216	2.56175	10.72041	0.349105	0.373505	0.0553625	0.222027	0.3415093	7.264938
4690	-13144.4	-13105.7	-38.7077	0.8397497	0.305047	0.165274	0.184787	0.136751	0.229234	0.177033	0.28054	0.141934	0.200742	0.389836	0.166738	0.14319	0.260108	0.253814	0.221332	0.323159	0.318487	0.264794	0.236366	0.121087	0.171669	0.118758	0.592193	0.0511856	0.188479	0.054447	0.0865957	0.0632747	0.00749289	0.0969578	0.0796275	0.206817	0.0291287	0.0643384	0.101572	0.057951	0.112699	0.0427806	0.0482506	0.208568	0.254022	0.0691942	0.223758	0.103985	0.422658	0.967388	2.50597	10.59115	0.331971	0.385883	0.0597793	0.222366	0.3397826	7.450011
4700	-13153	-13122	-31.0315	0.9963268	0.271359	0.163758	0.159908	0.148235	0.177729	0.178297	0.292236	0.15387	0.132066	0.406844	0.114131	0.144263	0.224102	0.198589	0.306668	0.301961	0.24922	0.232393	0.300844	0.10498	0.13022	0.116922	0.550076	0.0412632	0.201928	0.100099	0.141536	0.018313	0.0254975	0.037627	0.087925	0.0939152	0.015388	0.0249162	0.061328	0.0368145	0.111886	0.0377453	0.0833336	0.165513	0.161783	0.0365703	0.195258	0.13622	0.475645	0.999389	2.38875	10.97883	0.345504	0.384973	0.0573601	0.212163	0.4009455	6.737309
4710	-13149.3	-13115.4	-33.8469	0.82852	0.291378	0.188766	0.169572	0.144205	0.225955	0.160983	0.27694	0.128816	0.152047	0.47852	0.137404	0.139877	0.26223	0.245302	0.177773	0.368963	0.282658	0.263065	0.252887	0.0821944	0.155613	0.105792	0.453469	0.0431767	0.121749	0.0675648	0.172632	0.0148507	0.0295195	0.0884784	0.0947752	0.24674	0.034843	0.0297328	0.0615763	0.0084564	0.12956	0.0654412	0.059199	0.136704	0.167697	0.0193698	0.194715	0.101611	0.418368	0.964555	2.51547	11.4699	0.334585	0.381259	0.0597268	0.224429	0.3732948	6.931189
4720	-13146.1	-13122.1	-24.0373	0.9190792	0.343644	0.157986	0.139706	0.126918	0.173896	0.110893	0.180954	0.136989	0.128759	0.39166	0.101414	0.155223	0.19308	0.226441	0.185779	0.261426	0.256988	0.164143	0.249242	0.0954824	0.102159	0.140182	0.403656	0.0431101	0.118539	0.0454574	0.118114	0.015423	0.0114745	0.0920688	0.0533627	0.197925	0.043003	0.0205435	0.0508829	0.0263075	0.106451	0.0143174	0.0765678	0.135604	0.21613	0.0509104	0.160642	0.120539	0.451001	0.985181	2.44328	10.46503	0.349625	0.36253	0.0591853	0.228659	0.3782489	6.023454
4730	-13144.1	-13121	-23.0836	1.103482	0.232123	0.126834	0.186018	0.110453	0.199939	0.167686	0.235789	0.131211	0.128912	0.321128	0.139794	0.150932	0.234603	0.197625	0.205957	0.20766	0.22795	0.182737	0.219701	0.0917542	0.176341	0.134929	0.435568	0.0440881	0.153469	0.0575337	0.0905592	0.0473932	0.0181894	0.0601072	0.0802201	0.142526	0.0358677	0.0601562	0.0605976	0.0197409	0.132422	0.0151162	0.0618823	0.117045	0.1315	0.0509238	0.210402	0.157126	0.505789	1.01523	2.32185	9.246952	0.345189	0.368493	0.063132	0.223186	0.3634888	6.035383
4740	-13142.3	-13117.5	-24.7414	0.970356	0.264117	0.112046	0.146898	0.106272	0.148351	0.152404	0.244677	0.136912	0.136865	0.30604	0.152124	0.096465	0.222205	0.240757	0.160297	0.322645	0.240766	0.223227	0.197436	0.0979916	0.110126	0.0763778	0.400065	0.0274208	0.115136	0.0817625	0.0854685	0.0432844	0.0490907	0.0574672	0.0875014	0.168298	0.0678145	0.0649169	0.0776193	0.04711	0.0630222	0.0248376	0.0884571	0.110928	0.239293	0.0975714	0.23311	0.131002	0.467657	0.994909	2.40643	10.13978	0.361296	0.364157	0.0576373	0.216909	0.3609732	6.125175
4750	-13165.1	-13128.1	-36.9168	0.7708827	0.342621	0.159806	0.241416	0.0924807	0.278421	0.152023	0.293228	0.18592	0.134277	0.368656	0.122023	0.167158	0.179336	0.275625	0.181787	0.388208	0.264316	0.23305	0.262984	0.0821917	0.143118	0.0963698	0.4379	0.0282273	0.197808	0.0354432	0.0694353	0.134161	0.0073976	0.0583742	0.0279012	0.181124	0.0569465	0.0710159	0.0637983	0.077553	0.178593	0.101287	0.0878263	0.220301	0.15515	0.0935141	0.299144	0.0893496	0.395142	0.948548	2.56696	10.78953	0.326223	0.392082	0.0657584	0.215936	0.3341556	7.227918
4760	-13144.8	-13116.3	-28.4787	1.015906	0.301053	0.148641	0.197159	0.119245	0.239853	0.195279	0.284582	0.114874	0.163875	0.328662	0.107797	0.124714	0.225279	0.241796	0.191133	0.281661	0.292255	0.236114	0.266027	0.0543689	0.151287	0.055693	0.501613	0.0527481	0.188219	0.0268615	0.088847	0.0655993	0.0351717	0.04979	0.045453	0.118401	0.0476086	0.0443466	0.0528324	0.0588874	0.0747956	0.033351	0.094243	0.118941	0.191905	0.0920954	0.184778	0.140117	0.481481	1.00259	2.37582	11.0208	0.349498	0.371615	0.0599513	0.218936	0.3681366	6.487835
4770	-13150.9	-13123.2	-27.7082	1.056691	0.354998	0.0938149	0.207938	0.098564	0.211458	0.106724	0.226224	0.15407	0.167906	0.291381	0.144177	0.10502	0.190973	0.222994	0.207634	0.263855	0.364995	0.180092	0.260231	0.125358	0.141587	0.109051	0.469622	0.0364421	0.126753	0.0671663	0.091001	0.0659071	0.0385763	0.0694208	0.0723303	0.169556	0.0302338	0.0339459	0.0570227	0.0803476	0.0793279	0.0099773	0.0651676	0.159918	0.226923	0.0805226	0.202387	0.148125	0.493153	1.00879	2.34993	9.872872	0.33939	0.369131	0.0608677	0.230611	0.3596559	6.461593
4780	-13154.1	-13116.2	-37.8496	0.7534983	0.343063	0.187281	0.169596	0.190501	0.273883	0.134932	0.288429	0.1712	0.134097	0.366241	0.125468	0.127275	0.225304	0.308509	0.290922	0.332096	0.296928	0.232736	0.266165	0.0933503	0.185709	0.109051	0.370761	0.0425916	0.27999	0.0264623	0.138006	0.0589777	0.00357046	0.0531208	0.0516697	0.257517	0.0843223	0.0823963	0.0725102	0.0569962	0.0991302	0.0279391	0.0841413	0.143744	0.167529	0.060947	0.274712	0.085633	0.387716	0.943187	2.58346	11.48404	0.340133	0.384954	0.0616325	0.21328	0.3475274	7.289772
4790	-13149.7	-13112.7	-36.964	0.7827282	0.28736	0.174114	0.226944	0.144173	0.283496	0.108207	0.270213	0.187895	0.145392	0.364411	0.163744	0.0999546	0.225304	0.247674	0.185427	0.395436	0.340188	0.263988	0.25528	0.067969	0.185709	0.100794	0.416372	0.0444962	0.188371	0.0534301	0.119846	0.022841	0.0113463	0.0534116	0.0608036	0.291232	0.0488206	0.0529188	0.0810028	0.0651449	0.121389	0.0357638	0.101082	0.228786	0.299384	0.059393	0.138188	0.0918785	0.400086	0.952052	2.55598	11.49665	0.348978	0.382149	0.0562662	0.212606	0.3601386	7.217696
4800	-13153.1	-13123.4	-29.7687	0.9040656	0.28736	0.130529	0.210136	0.105124	0.167073	0.196686	0.229498	0.172715	0.114474	0.358872	0.142127	0.141679	0.163431	0.260309	0.156465	0.332576	0.192471	0.230608	0.30566	0.0777143	0.186266	0.0821052	0.496696	0.0742376	0.185727	0.0851762	0.1005	0.0666072	0.0287994	0.0636501	0.127515	0.128507	0.0386426	0.0447014	0.102105	0.0515465	0.0615972	0.0538557	0.0548809	0.13642	0.131196	0.0938466	0.188112	0.117437	0.445888	0.982088	2.45459	11.49665	0.364391	0.357377	0.0603942	0.217838	0.400526	6.558198
4810	-13155.3	-13120.7	-34.6029	0.8321061	0.303566	0.188968	0.228456	0.116923	0.206169	0.161922	0.252651	0.185758	0.137267	0.381944	0.0991717	0.167587	0.186975	0.237544	0.203313	0.328163	0.253747	0.164892	0.342563	0.0921413	0.0805261	0.161238	0.486179	0.0693794	0.198004	0.0705447	0.0773109	0.0520485	0.0377744	0.0688844	0.0640446	0.226828	0.0662643	0.0616236	0.0804671	0.0343424	0.0690606	0.0523211	0.0619354	0.234655	0.254281	0.0624438	0.212949	0.10237	0.419746	0.965469	2.51242	11.00239	0.358985	0.361182	0.065572	0.214261	0.3730854	7.022828
4820	-13154.3	-13118.6	-35.7076	0.9203545	0.419944	0.167752	0.218361	0.0948953	0.206169	0.137833	0.233751	0.133068	0.153561	0.36062	0.165265	0.160386	0.234134	0.329022	0.259322	0.360808	0.244071	0.213197	0.332202	0.113727	0.148338	0.0768468	0.512484	0.0361811	0.218939	0.0257647	0.098701	0.0571745	0.0308274	0.0887409	0.0312454	0.165496	0.0167952	0.117867	0.0476188	0.058455	0.106133	0.0249319	0.0956701	0.169781	0.19383	0.10725	0.195823	0.120801	0.45143	0.985439	2.44233	11.36774	0.356252	0.371793	0.0609463	0.211009	0.360912	7.162983
4830	-13150.9	-13118.4	-32.5812	0.8145258	0.339289	0.167495	0.1931	0.169058	0.222213	0.145953	0.224871	0.144954	0.178191	0.394071	0.116698	0.170828	0.202705	0.207145	0.229046	0.345353	0.340909	0.229416	0.219881	0.121422	0.139113	0.0782705	0.456538	0.0118097	0.126806	0.0732191	0.0768768	0.0370135	0.0206043	0.102176	0.0708682	0.145969	0.00316868	0.0760493	0.0470394	0.0882925	0.124459	0.0240752	0.0736023	0.10352	0.183463	0.104411	0.23216	0.0986457	0.412917	0.9609	2.52754	12.69078	0.349286	0.373148	0.0568497	0.220716	0.4006733	6.762103
4840	-13148.3	-13110.3	-38.0526	0.8077367	0.287711	0.174845	0.185029	0.129133	0.221768	0.184318	0.341313	0.130972	0.161513	0.300061	0.140383	0.174282	0.207592	0.292139	0.194093	0.350239	0.314819	0.208524	0.281264	0.133369	0.154315	0.110076	0.493574	0.0512365	0.14669	0.0959789	0.118835	0.0512717	0.0277743	0.0412808	0.0480336	0.206346	0.0521404	0.0494567	0.109744	0.112468	0.143815	0.0315698	0.086367	0.153577	0.270524	0.102712	0.22951	0.097204	0.41023	0.959076	2.53349	12.87104	0.351709	0.369294	0.0573292	0.221668	0.3834266	7.300662
4850	-13150	-13113.7	-36.2904	0.7503139	0.30618	0.146681	0.201204	0.183132	0.247046	0.198038	0.375411	0.0938741	0.154578	0.370637	0.124158	0.145053	0.249851	0.239631	0.201047	0.416463	0.321812	0.243807	0.277729	0.107517	0.133804	0.157268	0.593195	0.0430381	0.201642	0.0692853	0.0793821	0.0496025	0.0213284	0.0274887	0.0401106	0.18418	0.0276052	0.0594448	0.0636774	0.0232272	0.0930708	0.0237106	0.0539949	0.137296	0.202176	0.0481046	0.212584	0.0849517	0.386333	0.942176	2.58654	10.92294	0.354115	0.362064	0.0680145	0.215806	0.3716093	7.149066
4860	-13144.6	-13117.1	-27.5305	1.014694	0.294444	0.154881	0.1859	0.156358	0.182394	0.165959	0.270707	0.191606	0.185598	0.324016	0.156707	0.110324	0.187158	0.249979	0.170283	0.305928	0.263361	0.190274	0.194305	0.0691742	0.147646	0.130556	0.550933	0.0685459	0.193091	0.0514889	0.0996706	0.018219	0.0260683	0.0160485	0.0548363	0.189651	0.0191988	0.0547472	0.0395969	0.054875	0.0563533	0.0477346	0.0634317	0.128691	0.13229	0.0637465	0.202081	0.139876	0.481124	1.00239	2.37661	10.19207	0.352023	0.367341	0.0561671	0.224469	0.3783362	6.418857
4870	-13152.1	-13122.3	-29.8085	0.9596422	0.297514	0.161018	0.167008	0.172787	0.183023	0.181613	0.276267	0.119481	0.171318	0.440846	0.167592	0.160871	0.271935	0.255322	0.180212	0.282312	0.223439	0.211395	0.216637	0.0869042	0.156969	0.0828359	0.405158	0.0560559	0.137029	0.0888814	0.0351025	0.0331162	0.0260683	0.0562296	0.0745711	0.123797	0.0160892	0.0837714	0.0705201	0.102275	0.133861	0.0321718	0.0773293	0.11149	0.160802	0.0662705	0.239065	0.128833	0.464276	0.992977	2.41391	11.111	0.351727	0.371974	0.062512	0.213787	0.3983056	6.596954
4880	-13157.7	-13123.7	-34.0269	0.9808331	0.309658	0.144749	0.19744	0.115759	0.174717	0.236032	0.293886	0.17629	0.192718	0.400362	0.127333	0.173369	0.231802	0.193512	0.230725	0.365167	0.215417	0.268029	0.197269	0.107665	0.146492	0.0976992	0.452945	0.0197775	0.201628	0.0776824	0.0760806	0.0222185	0.00379707	0.0193629	0.0642959	0.215159	0.0153802	0.0758503	0.129801	0.0290524	0.106742	0.0761303	0.0904986	0.112291	0.223151	0.135617	0.282582	0.133114	0.470914	0.99675	2.39922	11.1389	0.340742	0.370617	0.0643443	0.224297	0.3831829	7.026132
4890	-13150	-13115.4	-34.5685	0.706956	0.238644	0.126331	0.195941	0.171227	0.180783	0.140423	0.273503	0.107835	0.17385	0.28328	0.140729	0.159386	0.234973	0.254961	0.150709	0.415786	0.345032	0.199775	0.268818	0.109694	0.163774	0.107181	0.636739	0.0612316	0.154695	0.0215608	0.0895409	0.0381881	0.0522871	0.0672143	0.0827852	0.251185	0.0323658	0.0856183	0.0688408	0.0218827	0.0851042	0.0331865	0.0904986	0.142246	0.225717	0.0967379	0.177929	0.0756747	0.366794	0.927419	2.63011	10.6485	0.339766	0.377437	0.0605287	0.222268	0.3458896	6.95819
4900	-13145.9	-13108.3	-37.6168	0.8473511	0.292062	0.139035	0.200755	0.167373	0.224011	0.132508	0.282058	0.109804	0.165391	0.363717	0.103818	0.159386	0.184643	0.283149	0.208106	0.299479	0.29943	0.242543	0.305733	0.114359	0.146974	0.101762	0.608827	0.064435	0.184774	0.0068327	0.145629	0.039906	0.0176528	0.0481733	0.0992607	0.28462	0.0284098	0.1115	0.0780846	0.0150399	0.130843	0.0466086	0.144253	0.186941	0.203677	0.10474	0.236514	0.105587	0.425522	0.969259	2.49963	11.62895	0.359351	0.363111	0.0622766	0.215261	0.377983	7.312818
4910	-13154.7	-13119.2	-35.4801	0.8812511	0.321143	0.168466	0.196757	0.178558	0.224456	0.118916	0.161946	0.173244	0.156743	0.307777	0.13229	0.157408	0.262415	0.231368	0.197659	0.325194	0.301989	0.250474	0.236588	0.137673	0.152756	0.084209	0.576179	0.0622043	0.16388	0.045692	0.174431	0.0418479	0.0630598	0.0939605	0.0890033	0.227955	0.0638497	0.0674216	0.0861801	0.0429807	0.115286	0.0254107	0.0725154	0.180249	0.214478	0.0397843	0.208188	0.112695	0.4379	0.977154	2.47225	11.05344	0.332271	0.384626	0.0665392	0.216564	0.3386781	7.132587
4920	-13154.9	-13125.8	-29.1351	0.9573276	0.256391	0.155477	0.14711	0.157112	0.194454	0.168786	0.209989	0.187681	0.166974	0.423765	0.0736361	0.194923	0.122837	0.259699	0.233815	0.336568	0.260918	0.192085	0.190587	0.0913944	0.150071	0.178018	0.538442	0.0190651	0.128869	0.0557036	0.10391	0.0418479	0.0304502	0.0498462	0.0462679	0.192442	0.0366374	0.0704101	0.0558669	0.0405999	0.0995704	0.0280577	0.0725154	0.125279	0.223446	0.0495852	0.19098	0.128363	0.463539	0.992553	2.41555	10.36678	0.332641	0.383773	0.0626755	0.220911	0.3957417	6.552082
4930	-13146.9	-13116.1	-30.885	0.8011185	0.266039	0.124642	0.153663	0.13125	0.21015	0.104956	0.2551	0.165927	0.157776	0.371923	0.172967	0.110837	0.305249	0.241025	0.237227	0.375631	0.257923	0.232902	0.258304	0.101863	0.132143	0.0721423	0.517621	0.0451202	0.135376	0.0662245	0.086151	0.0443985	0.0385045	0.0538676	0.0894592	0.205021	0.0521215	0.0429674	0.0289034	0.00989405	0.0594811	0.0667762	0.0802298	0.122041	0.215024	0.0580334	0.198089	0.0957967	0.407584	0.957264	2.53935	10.36678	0.333897	0.378987	0.0624907	0.224625	0.3596095	6.654945
4940	-13158.3	-13122.1	-36.1951	0.7740818	0.359201	0.149099	0.179679	0.130306	0.236276	0.188178	0.236815	0.157679	0.127522	0.341266	0.200744	0.0885194	0.218929	0.224133	0.260729	0.295247	0.432387	0.255838	0.244796	0.0566206	0.144083	0.0893838	0.548781	0.0373955	0.149719	0.0343975	0.135553	0.0320977	0.0332142	0.0749466	0.066977	0.211156	0.0537599	0.0459614	0.0689654	0.0418236	0.127403	0.0721032	0.100018	0.213488	0.231234	0.0584524	0.170326	0.0900329	0.396486	0.949506	2.56397	11.85872	0.345011	0.385626	0.0607421	0.208621	0.3471809	7.125202
4950	-13156.9	-13121.2	-35.7492	0.9345791	0.290133	0.111731	0.204579	0.0991245	0.236201	0.198172	0.299026	0.166558	0.195649	0.402353	0.152271	0.147879	0.187411	0.261225	0.185828	0.402675	0.26962	0.25684	0.241466	0.101695	0.205873	0.0499342	0.588857	0.0043581	0.171723	0.0830527	0.113828	0.0225788	0.0222154	0.0285067	0.0696679	0.282737	0.0377497	0.0536363	0.06367	0.0219027	0.103967	0.0151519	0.0691286	0.184668	0.236855	0.0992978	0.248204	0.123723	0.456164	0.988254	2.43186	10.8815	0.341848	0.372099	0.0656845	0.220369	0.3633687	7.188001
4960	-13149.9	-13113.4	-36.5204	0.949132	0.25837	0.156177	0.181064	0.150068	0.294064	0.14351	0.265769	0.155315	0.120425	0.400373	0.131119	0.168758	0.279673	0.254936	0.229729	0.25465	0.269901	0.301803	0.312843	0.0892263	0.132178	0.137396	0.518242	0.0401807	0.213412	0.078922	0.142905	0.0598471	0.0602881	0.0816398	0.0716452	0.257316	0.0215048	0.0436874	0.0804713	0.0105977	0.112717	0.0261179	0.111939	0.143858	0.225804	0.0922599	0.198134	0.126696	0.460909	0.991032	2.42136	10.63343	0.354287	0.363755	0.0637499	0.218207	0.3698532	7.278837
4970	-13142.7	-13109.6	-33.053	0.884206	0.292998	0.150643	0.208458	0.173388	0.201247	0.183364	0.239581	0.156048	0.135112	0.357867	0.111579	0.15953	0.196513	0.291559	0.230361	0.371428	0.277155	0.239539	0.244929	0.0666192	0.128257	0.100159	0.492492	0.0419375	0.12444	0.0616103	0.0784955	0.0391138	0.0485239	0.0590615	0.0670137	0.270534	0.0340479	0.0828042	0.0941365	0.0427517	0.116691	0.0197495	0.0458024	0.206881	0.218181	0.035523	0.209702	0.113311	0.43895	0.97781	2.46993	10.58626	0.343518	0.383887	0.0614245	0.211171	0.3671897	6.905825
4980	-13156	-13116.1	-39.9273	0.7887766	0.257623	0.121658	0.181062	0.17234	0.262904	0.194698	0.25017	0.226215	0.135112	0.364072	0.15506	0.142428	0.245882	0.300556	0.215663	0.341605	0.340661	0.233354	0.289029	0.100199	0.110487	0.134716	0.550525	0.0756123	0.153835	0.0515933	0.149266	0.0096763	0.0538649	0.0749245	0.0875654	0.234854	0.0340721	0.0972527	0.0908716	0.0962835	0.0765381	0.0721211	0.0783767	0.190016	0.24488	0.0772252	0.272907	0.0931683	0.402576	0.953796	2.55046	10.51347	0.333856	0.366006	0.0642337	0.235905	0.3354802	7.547755
4990	-13149.8	-13110.7	-39.0996	0.7812907	0.329016	0.0972562	0.163759	0.170654	0.192404	0.188918	0.315165	0.165288	0.170775	0.389906	0.14309	0.16022	0.22146	0.303242	0.288009	0.302879	0.374792	0.221733	0.284539	0.0910533	0.160794	0.123639	0.486431	0.0357285	0.189568	0.020633	0.090604	0.00848178	0.0538649	0.0383433	0.0812207	0.253462	0.0522502	0.107589	0.069768	0.060611	0.160385	0.0245144	0.0835986	0.120745	0.228265	0.146006	0.247632	0.0915718	0.399491	0.951633	2.5573	11.90785	0.360046	0.367535	0.0625124	0.209907	0.3841916	7.418295
5000	-13148.3	-13113	-35.2984	0.7975002	0.31419	0.126717	0.215848	0.14173	0.128722	0.195393	0.259958	0.165288	0.158182	0.47132	0.115302	0.113734	0.253589	0.303242	0.219051	0.303971	0.261248	0.215326	0.296228	0.0989911	0.124821	0.0900678	0.476476	0.0711655	0.192942	0.066069	0.0889848	0.0237927	0.0635275	0.0253358	0.106803	0.129872	0.036077	0.0346489	0.073053	0.0367311	0.1637	0.0206653	0.0858189	0.230735	0.238214	0.071214	0.256015	0.0950267	0.406126	0.95626	2.54259	11.31403	0.3576	0.367523	0.0589245	0.215953	0.3476589	7.064761
5010	-13154	-13115.9	-38.1257	0.7546449	0.335196	0.177209	0.196948	0.148793	0.225314	0.152606	0.259958	0.171616	0.155364	0.386802	0.0841865	0.144193	0.240117	0.318597	0.222819	0.289255	0.331792	0.288281	0.266281	0.0890494	0.170495	0.128563	0.592461	0.0301599	0.103451	0.0259965	0.142905	0.0316216	0.020038	0.0591467	0.0971874	0.305694	0.00334183	0.130949	0.0412757	0.0867624	0.0837905	0.00477605	0.0883786	0.160216	0.203707	0.0729137	0.247659	0.0858782	0.388212	0.943549	2.58236	11.55772	0.364483	0.364934	0.0595592	0.211024	0.3602681	7.315865
5020	-13151.9	-13118.5	-33.4629	0.8553988	0.333503	0.14005	0.227002	0.155996	0.204736	0.120506	0.259958	0.17533	0.118795	0.264197	0.141039	0.156878	0.243197	0.32807	0.19728	0.260061	0.264186	0.227153	0.236469	0.0987131	0.18852	0.103035	0.485737	0.0239397	0.238159	0.0392384	0.0820827	0.0428418	0.0419408	0.0602229	0.0395379	0.268248	0.0526037	0.0594462	0.0464084	0.0469202	0.0819674	0.013245	0.103103	0.143911	0.194526	0.117113	0.268917	0.107281	0.428517	0.971198	2.493	11.85119	0.358994	0.359583	0.0594452	0.221977	0.3883523	6.894781
5030	-13149	-13123.6	-25.4385	0.8780381	0.309736	0.125775	0.14342	0.132509	0.159354	0.138286	0.181141	0.169294	0.125608	0.242538	0.120767	0.13545	0.20003	0.186389	0.256373	0.278977	0.19238	0.217096	0.183939	0.078851	0.168714	0.106022	0.499531	0.068109	0.200394	0.0656372	0.0812489	0.0122271	0.0832463	0.0651243	0.0507281	0.140489	0.0519212	0.0847505	0.0703672	0.0545808	0.0964995	0.0294919	0.0599251	0.107756	0.159201	0.114775	0.202009	0.112024	0.436754	0.976436	2.47479	10.30206	0.348337	0.372659	0.0580742	0.22093	0.375781	6.15066
5040	-13148.7	-13123.1	-25.5847	0.867626	0.268037	0.0920806	0.15026	0.137284	0.195944	0.183263	0.208093	0.127974	0.169691	0.237363	0.092132	0.137792	0.232714	0.226529	0.171969	0.240561	0.264128	0.203918	0.179911	0.0972822	0.143302	0.119671	0.505854	0.0374717	0.133692	0.0847509	0.139813	0.0325179	0.0776907	0.0651243	0.0916477	0.16394	0.029883	0.0620438	0.0418481	0.0165846	0.072856	0.00668004	0.08435	0.10957	0.2412	0.0778582	0.194014	0.109846	0.433	0.974065	2.48309	10.65066	0.342073	0.381044	0.0631787	0.213704	0.3727407	6.14929
5050	-13146.2	-13118.7	-27.5698	0.8321471	0.271993	0.105821	0.123245	0.156134	0.196781	0.157783	0.218326	0.132289	0.136358	0.381148	0.0855054	0.124993	0.210427	0.263904	0.2002	0.362388	0.256717	0.229327	0.260135	0.0880715	0.117535	0.0993177	0.418791	0.0469184	0.162426	0.0833627	0.128049	0.0340638	0.0424848	0.0588357	0.111241	0.128147	0.0314342	0.0305742	0.0377792	0.00290648	0.107001	0.0319234	0.0717596	0.148003	0.215788	0.0778582	0.200441	0.102379	0.419762	0.965479	2.51238	10.10223	0.366606	0.362647	0.0605949	0.210152	0.3509656	6.348186
5060	-13141.9	-13114.7	-27.2117	1.016486	0.243471	0.138239	0.169509	0.140149	0.221234	0.12098	0.229598	0.123198	0.155488	0.345598	0.131651	0.128634	0.2243	0.231266	0.19073	0.374336	0.265735	0.18179	0.259799	0.0989088	0.166135	0.159802	0.408305	0.0700395	0.163487	0.0568193	0.0994622	0.0802748	0.0208512	0.0698159	0.0626997	0.0924154	0.0117294	0.0408439	0.0623825	0.0346605	0.0794321	0.0465052	0.0493775	0.147048	0.243836	0.0548356	0.204745	0.140232	0.481652	1.00268	2.37544	9.813561	0.337305	0.376262	0.0645982	0.221835	0.369766	6.400116
5070	-13153.5	-13122.8	-30.6701	0.9434561	0.277789	0.16166	0.179287	0.177069	0.174747	0.142175	0.191135	0.196595	0.151091	0.440317	0.132719	0.139126	0.261042	0.27859	0.254091	0.352557	0.283085	0.243108	0.242016	0.0991496	0.134332	0.142257	0.322023	0.0566435	0.187488	0.0475189	0.107599	0.0312504	0.0543269	0.0350416	0.0694288	0.150254	0.0270932	0.0602162	0.0475374	0.0158495	0.092476	0.0163635	0.0639115	0.160888	0.134808	0.0694008	0.297028	0.125538	0.45907	0.98996	2.42543	10.33375	0.33331	0.367259	0.067952	0.231479	0.4116211	6.701084
5080	-13141.5	-13109.8	-31.6685	0.8669778	0.308502	0.160591	0.174686	0.163328	0.168019	0.153139	0.175967	0.118336	0.174204	0.319282	0.0976797	0.129573	0.215064	0.220742	0.170667	0.445173	0.279006	0.223033	0.257275	0.102404	0.165363	0.136867	0.487725	0.0650795	0.168017	0.109642	0.0926213	0.0462223	0.0543269	0.0918666	0.0637745	0.205969	0.0218693	0.0464488	0.0746898	0.0290241	0.0902615	0.0326967	0.070714	0.175039	0.198983	0.073481	0.180696	0.109711	0.432764	0.973916	2.48361	11.27452	0.351989	0.37018	0.0583017	0.21953	0.3645969	6.738046
5090	-13149.9	-13115	-34.8914	0.7664622	0.270467	0.0893106	0.218872	0.130485	0.223485	0.174779	0.266434	0.109392	0.156479	0.344154	0.100935	0.230456	0.221932	0.297889	0.207892	0.389279	0.278111	0.205651	0.26437	0.0885523	0.150202	0.126667	0.431695	0.0383282	0.160446	0.0870047	0.0987851	0.00686757	0.0543269	0.0844016	0.0784896	0.255526	0.0353747	0.0789647	0.0606585	0.0599781	0.160754	0.00676842	0.0716599	0.100043	0.2088	0.107586	0.269107	0.088405	0.393273	0.94721	2.57111	11.49064	0.350914	0.379786	0.0578521	0.211448	0.3789841	7.00136
