Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
8190	-13153.4	-13121.8	-31.6095	0.8901544	0.277168	0.139884	0.20969	0.164746	0.188989	0.166119	0.220869	0.198997	0.128838	0.336062	0.148897	0.0820591	0.242298	0.208458	0.192193	0.294441	0.246595	0.213332	0.286302	0.11413	0.144444	0.100467	0.450293	0.0326723	0.11274	0.048207	0.00826415	0.0467334	0.144082	0.104315	0.0470709	0.0588476	0.0918582	0.0716235	0.00783119	0.192898	0.096149	0.0825053	0.0630746	0.297336	0.125003	0.102996	0.239151	0.11455	0.441049	0.979114	2.46529	11.74818	0.343003	0.374182	0.0605483	0.222267	0.3738498	6.728631
8200	-13153.2	-13121.1	-32.0188	0.7885808	0.223024	0.120676	0.203047	0.139778	0.208838	0.149393	0.214421	0.237068	0.145124	0.348392	0.088847	0.171541	0.20305	0.250515	0.163071	0.323319	0.280518	0.20326	0.252675	0.11413	0.135507	0.134194	0.450293	0.0508082	0.157401	0.0868538	0.021921	0.0640207	0.154131	0.0422294	0.0627915	0.0159775	0.141225	0.0795565	0.018476	0.219469	0.0982496	0.0544281	0.0818881	0.233652	0.0697023	0.153379	0.163238	0.0931266	0.402496	0.95374	2.55064	11.3752	0.367744	0.352732	0.0644377	0.215085	0.401966	6.730077
8210	-13148.1	-13113.5	-34.5254	0.8128436	0.380131	0.121731	0.191593	0.164118	0.211717	0.132523	0.277466	0.17401	0.184792	0.37812	0.162736	0.163365	0.244636	0.258369	0.17715	0.35784	0.27628	0.257623	0.309799	0.0998519	0.14354	0.126761	0.433661	0.0597876	0.0700009	0.0603874	0.00355095	0.0562124	0.134433	0.0997875	0.0571512	0.0351244	0.17779	0.0522997	0.0674295	0.223765	0.0969751	0.031156	0.0701236	0.0860986	0.0648493	0.09581	0.217734	0.0982887	0.412254	0.960451	2.52901	11.55897	0.35993	0.36046	0.0620733	0.217536	0.3654331	6.988279
8220	-13154.9	-13114.2	-40.7127	0.6296663	0.298813	0.155999	0.206053	0.175645	0.26869	0.163776	0.2336	0.162558	0.196838	0.436978	0.168196	0.152057	0.228471	0.230471	0.256403	0.361282	0.29333	0.291912	0.298169	0.0788909	0.0742705	0.122792	0.558012	0.0438516	0.135908	0.0646892	0.0645631	0.087787	0.244353	0.0841727	0.0377363	0.0258972	0.180108	0.0535902	0.0665018	0.267046	0.0401637	0.0563114	0.0288893	0.223535	0.0484156	0.0811696	0.233093	0.0592787	0.328366	0.895731	2.71662	11.8182	0.339922	0.384443	0.0585355	0.2171	0.340887	7.480988
8230	-13146.2	-13111	-35.22	0.7326696	0.307876	0.192473	0.229456	0.169686	0.161824	0.166884	0.296597	0.144977	0.191893	0.361244	0.107116	0.155107	0.247152	0.280612	0.185303	0.286527	0.25441	0.261311	0.268151	0.0950742	0.170563	0.0950851	0.493016	0.0451179	0.0879184	0.0884039	0.0648797	0.0335167	0.161301	0.0735353	0.12173	0.00581103	0.114158	0.0595576	0.0521072	0.233841	0.0373948	0.037285	0.071776	0.269808	0.0644705	0.105177	0.204054	0.0811757	0.378545	0.936398	2.60388	10.20134	0.348883	0.370281	0.0608865	0.219949	0.3371993	7.054179
8240	-13145.4	-13112.4	-32.9392	0.8245362	0.307876	0.164272	0.206395	0.164166	0.268888	0.1157	0.232248	0.118712	0.150033	0.320987	0.0996304	0.182069	0.232192	0.24588	0.187199	0.32599	0.281694	0.251349	0.278601	0.0785974	0.169413	0.110423	0.531422	0.0857126	0.0773266	0.10134	0.0341933	0.0239189	0.150772	0.0581155	0.0462289	0.0212862	0.222996	0.102621	0.045542	0.233666	0.03106	0.0158951	0.0798722	0.126906	0.0505798	0.125145	0.194854	0.100768	0.416828	0.963528	2.51888	11.02964	0.35475	0.365607	0.0581178	0.221525	0.3508093	6.851769
8250	-13142.7	-13117.6	-25.1086	0.8987908	0.306547	0.166127	0.152802	0.126935	0.215628	0.125845	0.203596	0.143876	0.143222	0.311962	0.145215	0.107345	0.161037	0.196259	0.166392	0.363618	0.263861	0.179329	0.26599	0.0921782	0.160598	0.0987832	0.395235	0.0324839	0.0934867	0.0689333	0.0236352	0.053096	0.144387	0.0629915	0.0716349	0.0405633	0.143695	0.0288092	0.0344052	0.201831	0.0412009	0.0487994	0.0926578	0.241279	0.0277537	0.0594972	0.119163	0.116344	0.444065	0.980973	2.45862	10.4369	0.35188	0.367776	0.0580737	0.22227	0.3549032	6.122683
8260	-13142.7	-13116.4	-26.2427	0.8607169	0.328395	0.156458	0.166741	0.112953	0.185985	0.12134	0.187418	0.152603	0.15201	0.252167	0.131538	0.123908	0.188839	0.218612	0.176284	0.252747	0.278768	0.187789	0.194642	0.111844	0.0925499	0.093163	0.513277	0.0435877	0.142423	0.0727296	0.041337	0.0364821	0.140481	0.0698666	0.0502366	0.0490588	0.129973	0.0496148	0.0309336	0.264857	0.0383016	0.0724922	0.0611835	0.163293	0.051377	0.126087	0.207598	0.108398	0.430477	0.972456	2.48867	10.33356	0.339527	0.36371	0.0662531	0.23051	0.3773198	6.221948
8270	-13148.4	-13117	-31.4921	0.8119625	0.245212	0.132868	0.19129	0.123643	0.24528	0.132111	0.2513	0.13194	0.137303	0.361816	0.095144	0.159948	0.193345	0.304111	0.143639	0.409015	0.254189	0.236901	0.256659	0.125211	0.128362	0.0987633	0.589184	0.0500186	0.110173	0.0631444	0.00995083	0.0325409	0.144359	0.052671	0.0205857	0.0291611	0.145671	0.0689774	0.0484786	0.258654	0.0205662	0.0693076	0.080018	0.166715	0.0748095	0.183298	0.144864	0.0981016	0.411906	0.960215	2.52978	10.37382	0.340641	0.367836	0.062302	0.229221	0.3751935	6.721197
8280	-13138.9	-13111.7	-27.1882	0.9060374	0.248337	0.14232	0.206182	0.171558	0.161175	0.162879	0.261906	0.131915	0.14805	0.329777	0.126436	0.153219	0.198675	0.214651	0.205219	0.283257	0.211734	0.204798	0.184204	0.10195	0.121213	0.129779	0.524912	0.0768415	0.0995558	0.0528746	0.00516761	0.0368973	0.174663	0.0651172	0.0521595	0.0151639	0.206945	0.0365597	0.00596403	0.188777	0.0289883	0.0394935	0.0838704	0.23582	0.0274614	0.0993827	0.180107	0.117846	0.446566	0.982501	2.45309	10.3708	0.353272	0.364586	0.0643522	0.21779	0.3781149	6.335955
8290	-13143.8	-13115.3	-28.5472	0.9107286	0.245121	0.130197	0.220585	0.162413	0.186452	0.173549	0.241766	0.119014	0.173095	0.412937	0.124321	0.122308	0.250057	0.235072	0.183548	0.255225	0.248689	0.1884	0.210045	0.0678487	0.169194	0.128723	0.460194	0.0561659	0.0995558	0.0916545	0.00660154	0.031064	0.127774	0.0788018	0.080016	0.0131564	0.114166	0.0794472	0.0253453	0.243352	0.0539857	0.0626345	0.0901688	0.187406	0.0965853	0.0615101	0.172252	0.118816	0.448171	0.983476	2.44954	10.17001	0.348501	0.36897	0.0640775	0.218451	0.3965829	6.480398
8300	-13142.3	-13112.4	-29.9412	0.878091	0.32736	0.142961	0.229853	0.147158	0.182801	0.167828	0.236335	0.125481	0.149733	0.387762	0.13113	0.111533	0.201956	0.238465	0.222318	0.30185	0.326917	0.195622	0.205003	0.103964	0.117289	0.108376	0.460194	0.0421594	0.109979	0.0450595	0.0428882	0.0405072	0.151058	0.0577003	0.0361101	0.0455839	0.175659	0.0882265	0.0146862	0.194676	0.0142761	0.0546399	0.0832979	0.23947	0.059983	0.120127	0.184625	0.112035	0.436772	0.976448	2.47474	9.647692	0.355236	0.353853	0.0641813	0.226731	0.3581101	6.622602
8310	-13147.1	-13115.7	-31.3885	0.8153386	0.273576	0.17962	0.192814	0.163924	0.210696	0.137384	0.235868	0.147991	0.125264	0.371391	0.111721	0.156983	0.212014	0.22919	0.222318	0.321634	0.274843	0.241657	0.22785	0.0945987	0.1615	0.0918648	0.518165	0.0707593	0.116922	0.0614026	0.0308298	0.0534196	0.215258	0.0552989	0.0910598	0.00817339	0.175659	0.0568962	0.0321307	0.195363	0.0488737	0.0651461	0.0210403	0.205013	0.0599169	0.0525739	0.178233	0.0988182	0.413237	0.961116	2.52683	10.87178	0.342863	0.384408	0.0540832	0.218647	0.3773074	6.696838
8320	-13153.7	-13124.6	-29.1418	0.9732894	0.333489	0.159275	0.263065	0.1331	0.196382	0.127597	0.251736	0.137728	0.225413	0.304821	0.120081	0.123269	0.206787	0.246171	0.222318	0.292123	0.247444	0.220384	0.249204	0.131131	0.117085	0.127288	0.494345	0.0473157	0.123944	0.0522019	0.0193337	0.0344165	0.24986	0.0732083	0.0587037	0.0140239	0.138577	0.0265439	0.0733033	0.154502	0.040599	0.024891	0.0952328	0.155734	0.0318416	0.0776781	0.171175	0.131594	0.468573	0.995429	2.4044	9.338311	0.335549	0.372359	0.0633454	0.228746	0.3462698	6.593323
8330	-13144.3	-13107.5	-36.8158	0.9084891	0.289206	0.177827	0.241564	0.159652	0.204451	0.176624	0.265577	0.147673	0.168145	0.355905	0.134593	0.169305	0.231585	0.330874	0.248938	0.318437	0.334812	0.225384	0.266394	0.134928	0.176786	0.141454	0.472074	0.0801182	0.0948712	0.0469771	0.00894749	0.0450113	0.24986	0.0507906	0.0587037	0.0210942	0.163116	0.0449954	0.0223801	0.249287	0.0374331	0.0534825	0.0437332	0.221724	0.0937488	0.150294	0.185268	0.118353	0.447406	0.983012	2.45123	10.55074	0.347339	0.367842	0.0609764	0.223843	0.3746523	7.294023
8340	-13142.7	-13106	-36.7031	0.8659527	0.300664	0.202525	0.207952	0.134549	0.189385	0.178791	0.267043	0.194146	0.16801	0.492394	0.149181	0.117529	0.236686	0.264461	0.256831	0.326327	0.295953	0.173569	0.319514	0.117485	0.159306	0.138052	0.562241	0.0629273	0.090096	0.0642136	0.030053	0.0456236	0.173829	0.0865352	0.0769278	0.0231952	0.122298	0.0697342	0.0227291	0.247596	0.0599392	0.0455827	0.0927546	0.211652	0.0289085	0.113041	0.116396	0.109496	0.432391	0.973678	2.48443	11.41995	0.339991	0.375152	0.0602031	0.224654	0.3831336	7.236623
8350	-13147	-13117.1	-29.9651	0.8753073	0.258121	0.116777	0.222632	0.155319	0.225008	0.18179	0.243164	0.206276	0.144613	0.340556	0.10627	0.175366	0.210576	0.232119	0.175349	0.290864	0.249739	0.221877	0.209407	0.0991294	0.171648	0.0872906	0.38604	0.0582054	0.0797834	0.136143	0.012745	0.0161233	0.198816	0.100668	0.0530451	0.0250052	0.158388	0.0699624	0.0173215	0.221934	0.0324682	0.0463382	0.0959892	0.24921	0.0519155	0.0852566	0.143429	0.111454	0.435775	0.97582	2.47695	11.57088	0.355149	0.367223	0.0651839	0.212444	0.3598405	6.56268
8360	-13145.2	-13116.3	-28.8342	0.8522301	0.242311	0.123458	0.206307	0.134603	0.184669	0.0977731	0.222238	0.116014	0.167501	0.296316	0.138562	0.143462	0.216146	0.259545	0.190889	0.24868	0.259143	0.273408	0.207034	0.102561	0.128153	0.118638	0.504854	0.0963586	0.102823	0.0790205	0.0151133	0.0435942	0.12352	0.0561229	0.0498254	0.0294333	0.192711	0.0440398	0.0297342	0.285486	0.0396553	0.05019	0.103423	0.156841	0.0576009	0.157464	0.167844	0.106614	0.427342	0.970439	2.4956	10.77245	0.356523	0.372837	0.0580183	0.212622	0.3633986	6.463065
8370	-13149	-13112.6	-36.4639	0.8422176	0.305971	0.139616	0.183697	0.200387	0.195393	0.218913	0.296586	0.148508	0.191687	0.317204	0.112235	0.165582	0.309892	0.312358	0.187561	0.336016	0.276469	0.236221	0.324579	0.114869	0.150232	0.0933988	0.513894	0.0642009	0.0854189	0.0927272	0.0639454	0.0246697	0.164087	0.0999635	0.0653902	0.0177608	0.114442	0.0697939	0.0115463	0.185578	0.0496252	0.0713168	0.0889368	0.210358	0.0496358	0.139607	0.1747	0.104505	0.423592	0.968	2.5039	12.31759	0.3675	0.366103	0.0585489	0.207848	0.3893225	7.174971
8380	-13148.7	-13117.3	-31.4529	0.9265993	0.288837	0.130734	0.204615	0.125529	0.207534	0.122407	0.273365	0.138025	0.152846	0.334084	0.0741392	0.165582	0.171797	0.260031	0.160618	0.254469	0.358382	0.260884	0.257234	0.114869	0.15907	0.106336	0.460707	0.0866865	0.156446	0.0884285	0.0210325	0.048849	0.152143	0.118014	0.0501397	0.0101658	0.132561	0.0539353	0.0282413	0.204418	0.0374938	0.0488236	0.0865892	0.272851	0.115966	0.110442	0.151017	0.122086	0.45352	0.986687	2.43771	10.84025	0.351633	0.373577	0.0585281	0.216262	0.3787139	6.756335
8390	-13144.9	-13112.8	-32.1402	0.7937985	0.279108	0.172856	0.159311	0.128705	0.213192	0.121535	0.234918	0.115282	0.139258	0.416029	0.150116	0.138077	0.323042	0.204367	0.207582	0.321921	0.272942	0.259727	0.257234	0.100334	0.135317	0.0986377	0.575342	0.0866865	0.093406	0.033731	0.0123474	0.0756887	0.132981	0.098316	0.0667813	0.0246262	0.159169	0.0492504	0.05619	0.23221	0.0318022	0.00490382	0.0512214	0.166888	0.0717906	0.0730844	0.212513	0.0942385	0.404625	0.955222	2.54591	10.93919	0.339338	0.375482	0.0631582	0.222021	0.3771349	6.758418
8400	-13154.6	-13118.6	-35.9843	0.8096571	0.362194	0.131165	0.217209	0.181594	0.269024	0.185796	0.275048	0.154915	0.169703	0.460861	0.124416	0.138077	0.246433	0.253005	0.173936	0.293828	0.226137	0.250984	0.25586	0.147505	0.16437	0.123747	0.476962	0.0678539	0.169258	0.103112	0.0241309	0.0320655	0.128932	0.0492514	0.0605539	0.000599586	0.171674	0.109785	0.0245523	0.238415	0.028216	0.00347776	0.0533107	0.269667	0.0491528	0.0728869	0.229862	0.097612	0.410993	0.959595	2.5318	10.36377	0.344216	0.365535	0.061843	0.228406	0.375899	7.169528
8410	-13155.4	-13124.5	-30.9576	0.8741708	0.336156	0.187192	0.172208	0.116161	0.237659	0.146741	0.255306	0.101986	0.174167	0.306111	0.0856058	0.168301	0.212969	0.232588	0.175184	0.374646	0.236191	0.293647	0.269052	0.127229	0.167192	0.0891153	0.500733	0.0481016	0.0982644	0.0887159	0.00386284	0.0140767	0.182665	0.0709425	0.0686733	0.0170291	0.144845	0.0464713	0.071321	0.238415	0.0500472	0.00428492	0.0434581	0.201032	0.040328	0.0787954	0.171246	0.111216	0.435366	0.975563	2.47785	12.00208	0.366206	0.355757	0.0639473	0.214089	0.3717528	6.648714
8420	-13148.4	-13116	-32.4199	0.9579258	0.26042	0.155718	0.172208	0.157481	0.254827	0.199971	0.283416	0.205678	0.119483	0.372174	0.111878	0.101759	0.251156	0.273449	0.20127	0.344339	0.259521	0.27705	0.255844	0.111802	0.154974	0.0840848	0.409074	0.0390475	0.109475	0.0730853	0.012068	0.0592573	0.126213	0.0968955	0.0437654	0.0285321	0.151544	0.0723837	0.0416507	0.299224	0.00567632	0.117088	0.0512368	0.206178	0.0494372	0.103857	0.17469	0.128484	0.46373	0.992663	2.41512	10.42638	0.342847	0.370281	0.060017	0.226855	0.3566212	6.878881
8430	-13152.8	-13120.7	-32.1154	0.8456891	0.259464	0.181308	0.174859	0.154479	0.195183	0.167942	0.249581	0.187009	0.190285	0.280754	0.143935	0.0857484	0.246292	0.244009	0.227653	0.308377	0.285429	0.269898	0.255844	0.0919254	0.176579	0.0868724	0.49056	0.05179	0.115984	0.0470128	0.00234624	0.0399143	0.187028	0.0840767	0.0243134	0.0395306	0.215225	0.102141	0.0336042	0.27329	0.0356956	0.0815865	0.0269173	0.155588	0.0602613	0.140766	0.121789	0.105237	0.424898	0.968853	2.50101	10.6184	0.343628	0.370763	0.060976	0.224634	0.3315849	6.792845
8440	-13146.2	-13110.4	-35.7491	0.7910907	0.344622	0.134225	0.172384	0.175267	0.216717	0.204773	0.22785	0.135746	0.135905	0.347551	0.138116	0.110466	0.20502	0.247042	0.228351	0.357332	0.298028	0.223537	0.285301	0.06118	0.136646	0.090216	0.55556	0.117042	0.0920783	0.112477	0.000343812	0.0266705	0.165646	0.111033	0.0838999	0.0388174	0.114796	0.114428	0.0312427	0.257999	0.0507739	0.0705868	0.0731157	0.21672	0.0914604	0.105774	0.170672	0.0936615	0.403522	0.954455	2.54836	12.29823	0.34667	0.373372	0.0592265	0.220731	0.3702398	7.077414
8450	-13146.1	-13112.7	-33.4712	0.8375898	0.262814	0.143333	0.240879	0.198754	0.165858	0.152804	0.266309	0.163866	0.115154	0.308318	0.138116	0.122064	0.214335	0.24887	0.201207	0.320418	0.369723	0.239337	0.239964	0.0784424	0.203824	0.121491	0.529114	0.0607661	0.0783547	0.107015	0.0013006	0.0501739	0.176175	0.0487669	0.108468	0.027551	0.133253	0.0462803	0.034788	0.249925	0.0769618	0.0671402	0.0762559	0.209729	0.066067	0.0724045	0.185151	0.103529	0.421839	0.96685	2.50778	10.71028	0.345553	0.371752	0.0612279	0.221468	0.3756316	6.921521
8460	-13148.7	-13114.8	-33.8967	0.885594	0.236304	0.187446	0.187064	0.162635	0.220985	0.190151	0.247182	0.203034	0.102387	0.441963	0.155872	0.154502	0.18926	0.228259	0.197588	0.306288	0.287147	0.239544	0.287618	0.126034	0.161472	0.071996	0.501305	0.078964	0.137297	0.0361063	0.0141714	0.0696807	0.204354	0.124168	0.0686767	0.0279754	0.12711	0.0916498	0.0289336	0.185561	0.0197246	0.0514234	0.0966253	0.192169	0.0350035	0.0971753	0.214102	0.1136	0.439441	0.978116	2.46884	10.71028	0.355638	0.355764	0.0618763	0.226721	0.3733031	6.986907
8470	-13151.6	-13116.6	-34.9992	0.8086535	0.375859	0.170095	0.196964	0.127761	0.205155	0.211223	0.252714	0.129797	0.140381	0.307897	0.0839377	0.203127	0.209896	0.206263	0.186857	0.345962	0.269487	0.287014	0.286549	0.0796346	0.180549	0.0988557	0.449012	0.0938454	0.132263	0.0681045	0.00761785	0.0673878	0.185717	0.103798	0.112867	0.001722	0.12403	0.0720403	0.0385598	0.207291	0.0287217	0.0385077	0.116506	0.172977	0.0938754	0.144394	0.215028	0.0973988	0.410595	0.959324	2.53268	11.66703	0.348082	0.374121	0.0635768	0.214221	0.3679998	7.030243
8480	-13142.9	-13112.1	-30.8362	0.9322124	0.26141	0.128828	0.189086	0.139118	0.16417	0.170018	0.232239	0.15631	0.13478	0.318685	0.0655652	0.169734	0.262556	0.266426	0.217166	0.369342	0.265906	0.222209	0.250308	0.0717147	0.158771	0.115218	0.427996	0.0691905	0.103229	0.101342	0.0287172	0.0419524	0.152966	0.103798	0.0975736	0.042937	0.137335	0.046001	0.0228781	0.180192	0.0675022	0.0594238	0.0753602	0.20948	0.0772323	0.128747	0.195361	0.123238	0.455383	0.987792	2.43359	10.78362	0.343746	0.370202	0.0575521	0.2285	0.3679998	6.698772
8490	-13150.4	-13120.4	-29.9447	0.8471846	0.247524	0.195217	0.189086	0.144937	0.189369	0.120938	0.222089	0.102864	0.210502	0.343496	0.120087	0.161452	0.224189	0.20058	0.207822	0.272902	0.283214	0.252918	0.209415	0.141803	0.190671	0.120167	0.509628	0.0502593	0.0590228	0.0477551	0.0137565	0.0526243	0.12652	0.086016	0.0926272	0.0475494	0.137822	0.0674273	0.00176242	0.237075	0.0445667	0.0279881	0.0545497	0.19872	0.120547	0.0852531	0.185238	0.105552	0.425459	0.969218	2.49977	9.956296	0.332039	0.376333	0.0617855	0.229843	0.3302848	6.597951
8500	-13147	-13121.3	-25.7322	1.019522	0.247594	0.153205	0.228448	0.126028	0.175713	0.186158	0.228651	0.11807	0.124676	0.341963	0.128688	0.0987445	0.219846	0.196105	0.198713	0.316474	0.272253	0.212428	0.256762	0.0916708	0.140423	0.0922897	0.420946	0.068956	0.100713	0.0150773	0.0162984	0.0421175	0.176986	0.0521831	0.0487643	0.0461345	0.155047	0.0973209	0.00160676	0.152425	0.0647099	0.0107775	0.0758571	0.214956	0.0627015	0.112482	0.157521	0.140833	0.482542	1.00316	2.37346	9.956296	0.353694	0.363158	0.0628557	0.220293	0.3775166	6.248483
8510	-13156.2	-13118.3	-37.8963	0.8373849	0.334551	0.184777	0.216194	0.116859	0.211846	0.169301	0.226587	0.17077	0.1752	0.561816	0.130775	0.146342	0.248915	0.218637	0.216171	0.285277	0.340506	0.206646	0.296286	0.111838	0.121469	0.171553	0.543212	0.0547194	0.100293	0.0564965	0.0285139	0.0413021	0.121574	0.0800452	0.0790192	0.0448811	0.212513	0.108449	0.0188362	0.251268	0.0497834	0.0343024	0.0792157	0.23877	0.0623899	0.0942366	0.160982	0.103485	0.421761	0.966799	2.50795	12.06301	0.328732	0.376895	0.06303	0.231344	0.3435677	7.323118
8520	-13157	-13116	-40.9381	0.8722521	0.250151	0.188338	0.259487	0.121177	0.302929	0.193003	0.314116	0.136763	0.169153	0.373311	0.0950859	0.194714	0.215845	0.281203	0.230072	0.311786	0.278698	0.223793	0.263001	0.140356	0.199445	0.154906	0.571009	0.036579	0.0629871	0.0884238	0.033895	0.0585512	0.218239	0.0801095	0.119675	0.0690176	0.168809	0.12418	0.0320048	0.26069	0.075375	0.0283455	0.0804887	0.267719	0.0547308	0.140798	0.195371	0.110815	0.434675	0.975127	2.47938	11.37832	0.339878	0.37703	0.0647175	0.218374	0.3629131	7.664331
8530	-13148.6	-13116	-32.5999	0.8904761	0.274364	0.12395	0.146232	0.16158	0.20513	0.135623	0.246453	0.152602	0.155122	0.350776	0.107672	0.159958	0.252726	0.241171	0.170488	0.282232	0.298017	0.192954	0.267674	0.0948023	0.15954	0.12617	0.437658	0.0716976	0.138912	0.0783809	0.0158475	0.082741	0.186307	0.0595282	0.0963208	0.0196351	0.149378	0.0457316	0.0258208	0.313838	0.0895813	0.0109205	0.0906321	0.30127	0.0506674	0.0841846	0.185679	0.114617	0.441162	0.979184	2.46504	11.34117	0.334983	0.377732	0.059584	0.227701	0.3942647	6.839966
8540	-13152.8	-13117.4	-35.3913	0.9582583	0.333028	0.109859	0.212971	0.128327	0.217898	0.170875	0.246577	0.161354	0.155122	0.348152	0.0851109	0.171691	0.230782	0.22862	0.209683	0.253576	0.303951	0.260812	0.308424	0.0930399	0.218808	0.10675	0.618972	0.0659471	0.129867	0.0406794	0.0375893	0.0760567	0.143181	0.0861128	0.0768357	0.0189464	0.130916	0.0704013	0.0719162	0.248244	0.0860462	0.078217	0.0851241	0.201318	0.0831874	0.105166	0.154013	0.128552	0.463835	0.992724	2.41489	10.8055	0.342499	0.377363	0.0685489	0.211589	0.3827058	7.164146
8550	-13151.3	-13110.1	-41.2149	0.7357155	0.307915	0.154676	0.171498	0.201191	0.257285	0.177446	0.259183	0.170707	0.16869	0.36302	0.14229	0.145272	0.243491	0.257344	0.214024	0.334696	0.317332	0.260368	0.304295	0.0677185	0.173569	0.121251	0.52566	0.105765	0.0832944	0.0390188	0.027172	0.0644773	0.163887	0.104157	0.0760043	0.0573992	0.228288	0.0889811	0.00333355	0.251811	0.101167	0.078217	0.115853	0.301296	0.0669936	0.14161	0.192835	0.0818276	0.379905	0.937417	2.60085	10.99197	0.351	0.372988	0.0639204	0.212092	0.3387384	7.630481
8560	-13152.5	-13121.1	-31.3298	0.7988572	0.268124	0.165475	0.204186	0.105245	0.197156	0.125412	0.240296	0.111063	0.16869	0.403306	0.13121	0.136287	0.251394	0.236975	0.20697	0.233526	0.247909	0.260362	0.215694	0.105076	0.150077	0.0920812	0.592721	0.0589662	0.105936	0.0731164	0.0802173	0.037688	0.109067	0.0722822	0.070892	0.00681294	0.13587	0.0399162	0.0239045	0.242985	0.0958344	0.019118	0.0543009	0.293577	0.0615884	0.0451194	0.208867	0.0953156	0.406674	0.956638	2.54137	10.77317	0.360132	0.364258	0.0628887	0.212722	0.3468413	6.685296
8570	-13149.3	-13111.5	-37.8235	0.7941733	0.315543	0.134111	0.235539	0.159453	0.211816	0.129287	0.244538	0.160942	0.16489	0.382283	0.114544	0.17659	0.254356	0.234013	0.210547	0.381715	0.34695	0.296554	0.278385	0.163917	0.145652	0.117493	0.468426	0.0940802	0.136937	0.0620172	0.0449263	0.0619361	0.191222	0.106082	0.0460154	0.00143014	0.208306	0.0485738	0.0391804	0.210207	0.0600966	0.00356602	0.0543108	0.265534	0.0706634	0.0882354	0.20519	0.0943183	0.404778	0.955327	2.54558	10.96812	0.349727	0.362831	0.0665929	0.220849	0.3405123	7.326053
8580	-13141.9	-13113	-28.8885	0.8568473	0.295068	0.15197	0.225071	0.149107	0.247249	0.11167	0.240543	0.128966	0.132579	0.300252	0.110961	0.128848	0.253432	0.205535	0.154482	0.406637	0.239939	0.256057	0.240321	0.0903682	0.145842	0.10608	0.445278	0.0554348	0.114974	0.0616484	0.0189106	0.0436665	0.189845	0.0846545	0.0688427	0.024998	0.0795488	0.0500827	0.0211944	0.185222	0.046917	0.0127141	0.0415247	0.228072	0.0957685	0.103749	0.173864	0.107585	0.429053	0.971542	2.49182	10.86294	0.35176	0.361987	0.0650266	0.221226	0.3664448	6.467887
8590	-13153.4	-13119.9	-33.5483	0.8967099	0.260139	0.160232	0.162671	0.156058	0.195376	0.113899	0.264283	0.21021	0.164318	0.334282	0.120756	0.151004	0.192074	0.229577	0.294396	0.321532	0.267444	0.24175	0.284185	0.0964675	0.20712	0.10608	0.499746	0.101999	0.156899	0.0883182	0.0359479	0.0694833	0.0839566	0.0556777	0.058657	0.0251989	0.110984	0.0746715	0.0480468	0.281469	0.0165062	0.0423374	0.0801398	0.185386	0.0739513	0.0852643	0.205868	0.115912	0.443342	0.980529	2.46022	12.12813	0.369516	0.361967	0.0571565	0.21136	0.3908429	6.914364
8600	-13152.4	-13113	-39.3818	0.7869158	0.331366	0.150105	0.206163	0.155009	0.23166	0.18677	0.282684	0.160627	0.0997549	0.303465	0.114212	0.21122	0.227264	0.216763	0.240456	0.396098	0.30673	0.262613	0.320757	0.0627271	0.237738	0.139981	0.558342	0.128728	0.122293	0.0923055	0.0456451	0.0356107	0.20022	0.0962499	0.0550362	0.0110062	0.150607	0.0738481	0.0196865	0.213713	0.0767505	0.0386369	0.110209	0.287202	0.0478041	0.0920013	0.154418	0.0927716	0.401812	0.953262	2.55215	11.74333	0.345284	0.378328	0.0611242	0.215264	0.3643583	7.454477
8610	-13144.5	-13110	-34.5323	0.7771557	0.326607	0.121398	0.181001	0.187488	0.245494	0.150446	0.241792	0.18486	0.140242	0.433417	0.113385	0.146386	0.200075	0.211538	0.237337	0.314104	0.338943	0.178945	0.217034	0.119469	0.17041	0.102768	0.495162	0.0911148	0.0849304	0.0572249	0.0134767	0.0704117	0.171649	0.1096	0.0838943	0.00902303	0.166677	0.0612515	0.0347991	0.183592	0.0360643	0.0293369	0.108497	0.236999	0.0404002	0.120631	0.194755	0.0906892	0.397771	0.950418	2.56112	11.79209	0.349952	0.370103	0.0640817	0.215863	0.3460746	6.962627
