Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
1230	0	-13139.8	-13106.9	-32.8492	0.8804814	0.309138	0.139569	0.200736	0.139722	0.246286	0.109739	0.222418	0.153307	0.156414	0.342257	0.120436	0.119234	0.23437	0.245278	0.267437	0.34018	0.28027	0.23714	0.245928	0.118921	0.203642	0.12003	0.534584	0.0941628	0.126241	0.0499401	0.0349281	0.0135556	0.119626	0.0471576	0.0674922	0.0448025	0.160576	0.0655733	0.0646108	0.17678	0.0213456	0.0175313	0.0664252	0.247078	0.0964251	0.106102	0.19532	0.112534	0.437626	0.976983	2.47286	10.00041	0.334589	0.38221	0.0642115	0.218989	0.3505287	6.902709
1231	1	-13148.9	-13116	-32.9384	0.8904501	0.305117	0.172677	0.179039	0.124249	0.240021	0.116021	0.225585	0.144894	0.151061	0.306269	0.155474	0.115462	0.206205	0.216845	0.238839	0.321227	0.300382	0.238271	0.221709	0.0937993	0.17048	0.105657	0.55324	0.0657073	0.165494	0.0484344	0.165476	0.0591703	0.029951	0.0888241	0.212534	0.316955	0.0445394	0.0735538	0.0854481	0.00688276	0.100031	0.0329408	0.0681213	0.124886	0.083922	0.0807742	0.130584	0.114611	0.441153	0.979179	2.46506	10.91867	0.361059	0.368767	0.0628953	0.207279	0.3499042	6.886755
1232	0	-13143.8	-13119.2	-24.5878	1.013111	0.29242	0.15996	0.188458	0.158235	0.203246	0.145598	0.279005	0.143331	0.153444	0.291495	0.0845724	0.119973	0.215053	0.245278	0.174199	0.247019	0.215298	0.206917	0.244817	0.104107	0.116887	0.144564	0.341417	0.0315713	0.102686	0.0663756	0.0583253	0.0239134	0.174419	0.043262	0.0380584	0.0200744	0.127291	0.0586352	0.04627	0.184487	0.0631757	0.0560945	0.0518857	0.122961	0.0491085	0.117312	0.225396	0.139562	0.480657	1.00214	2.37764	9.811089	0.3526	0.359702	0.0666602	0.221038	0.3956775	6.136596
1233	1	-13147.9	-13110.9	-37.0135	0.9396755	0.294892	0.151642	0.20461	0.136134	0.209274	0.161094	0.24009	0.178606	0.112971	0.392209	0.154379	0.084867	0.256514	0.26854	0.31573	0.381376	0.302019	0.299974	0.309288	0.109228	0.130003	0.0934097	0.562304	0.0434072	0.168138	0.0793483	0.0984764	0.0567131	0.0307353	0.0888241	0.233154	0.244916	0.0172885	0.0686392	0.0746073	0.0424129	0.05374	0.0437478	0.0985624	0.115928	0.0616146	0.087097	0.253421	0.124766	0.457837	0.989238	2.42816	11.09502	0.343507	0.367797	0.0608375	0.227858	0.3974508	7.309923
1234	0	-13140.9	-13117.2	-23.6758	0.8394835	0.283693	0.134565	0.146521	0.114459	0.202975	0.136967	0.242225	0.130019	0.144829	0.280566	0.114651	0.145976	0.210715	0.211353	0.1769	0.350656	0.197343	0.21091	0.176585	0.0696542	0.1426	0.0946146	0.436281	0.0621222	0.102686	0.0694179	0.0808899	0.00568169	0.13534	0.0788482	0.0558339	0.0178261	0.091311	0.0224587	0.0401046	0.207531	0.0605977	0.0578633	0.0503196	0.161433	0.0320564	0.0836739	0.189082	0.103928	0.422558	0.967322	2.50619	10.17333	0.366852	0.356679	0.0660341	0.210436	0.3991892	5.960133
1235	1	-13145.9	-13112.1	-33.8254	0.8499421	0.287383	0.194066	0.216502	0.142141	0.198719	0.184597	0.248659	0.128779	0.136874	0.359891	0.121299	0.124836	0.275527	0.244254	0.187676	0.298269	0.247968	0.3055	0.275661	0.0901302	0.18	0.0641077	0.584957	0.0501838	0.162073	0.0793483	0.0967663	0.0152278	0.0495004	0.0730589	0.251932	0.240966	0.0347186	0.0285673	0.047027	0.0559646	0.0686643	0.0706208	0.071696	0.0918859	0.0770514	0.0297948	0.25902	0.106133	0.42649	0.969887	2.49749	11.06906	0.33661	0.377412	0.0607096	0.225268	0.35935	6.951862
1236	0	-13147.7	-13121.3	-26.4426	1.019419	0.245967	0.134565	0.218506	0.116099	0.225256	0.150074	0.16795	0.130019	0.171566	0.279933	0.097103	0.119932	0.242521	0.251828	0.171139	0.245776	0.308855	0.199537	0.247909	0.089638	0.139732	0.0705883	0.565328	0.078751	0.139235	0.0467178	0.03095	0.0141805	0.160382	0.0932169	0.0634238	0.0426153	0.123756	0.070072	0.102373	0.240364	0.0235802	0.00756452	0.0467435	0.150746	0.0582599	0.0572135	0.148796	0.140812	0.482512	1.00314	2.37353	10.91472	0.357345	0.35986	0.0635652	0.21923	0.3991892	6.288759
1237	1	-13148.3	-13114.8	-33.4418	0.8763986	0.247198	0.101808	0.244992	0.134416	0.20635	0.178765	0.314803	0.141716	0.162041	0.274076	0.108014	0.16306	0.240727	0.292323	0.234462	0.357898	0.270465	0.230453	0.219856	0.132222	0.14312	0.102667	0.551556	0.0139196	0.158042	0.0421776	0.104111	0.0717146	0.0229059	0.0507546	0.163359	0.146472	0.0335342	0.0896489	0.0882963	0.0765689	0.0877425	0.0347691	0.0700448	0.157159	0.0545363	0.0749613	0.30535	0.111682	0.436166	0.976067	2.47608	11.97152	0.34495	0.379315	0.0564217	0.219313	0.3916642	6.899055
1238	0	-13153.8	-13110.4	-43.3419	0.8341471	0.322032	0.204287	0.200516	0.159384	0.279225	0.173611	0.275051	0.225171	0.135997	0.42285	0.158484	0.158608	0.242521	0.341988	0.254229	0.480768	0.36191	0.243682	0.319445	0.100509	0.151123	0.168256	0.533417	0.0682412	0.0630934	0.0536387	0.0641449	0.00960494	0.127829	0.0663933	0.0924384	0.0405761	0.165427	0.0638149	0.0243665	0.284666	0.0571842	0.0840807	0.139672	0.256743	0.0582599	0.106388	0.168609	0.102801	0.420527	0.965985	2.51069	10.66676	0.344082	0.3722	0.0607743	0.222944	0.3528848	7.908236
1239	1	-13151	-13109.9	-41.1556	0.8632375	0.309381	0.21629	0.206971	0.192294	0.226524	0.160569	0.32742	0.184189	0.177366	0.352836	0.152176	0.153276	0.268613	0.320376	0.245165	0.321439	0.270465	0.235342	0.270946	0.0962284	0.161631	0.137396	0.5756	0.0634604	0.169547	0.115898	0.135254	0.0363936	0.0317439	0.0665007	0.218873	0.258951	0.0271303	0.0684579	0.063032	0.0543546	0.111755	0.0515971	0.119531	0.126012	0.115056	0.0529631	0.243309	0.108927	0.431401	0.973047	2.48663	11.03512	0.332287	0.384639	0.0617721	0.221302	0.362326	7.692311
1240	0	-13143.6	-13111.3	-32.2945	0.8349262	0.277847	0.146117	0.21746	0.108499	0.292628	0.100905	0.305347	0.194275	0.122588	0.413081	0.130219	0.140503	0.242144	0.238493	0.22596	0.295844	0.269526	0.213496	0.310882	0.101808	0.166029	0.0840942	0.432029	0.0682412	0.107589	0.0706923	0.0550337	0.0248706	0.140256	0.0663933	0.0868249	0.0451044	0.127273	0.03455	0.0584183	0.18963	0.0674602	0.000887859	0.0585273	0.20694	0.0768178	0.106697	0.178654	0.102966	0.420824	0.966182	2.51003	10.77017	0.343862	0.366996	0.0635586	0.225584	0.3882871	6.800637
1241	1	-13151.5	-13115.7	-35.854	0.7537976	0.260294	0.15534	0.188184	0.102325	0.217561	0.151117	0.335025	0.14962	0.116382	0.452134	0.115369	0.147087	0.238118	0.302379	0.224859	0.348859	0.324995	0.165965	0.264236	0.117069	0.171841	0.149676	0.504995	0.0145141	0.199449	0.0289252	0.065276	0.015457	0.00532308	0.0434683	0.222954	0.320114	0.0457148	0.0709668	0.0823589	0.0261642	0.16179	0.0141994	0.0935644	0.185141	0.0598303	0.053683	0.185861	0.085697	0.387845	0.943282	2.58318	11.22601	0.353091	0.368214	0.0612748	0.21742	0.3655674	7.098183
1242	0	-13142.6	-13110.2	-32.3693	0.9109523	0.256907	0.139098	0.146105	0.137406	0.195848	0.135235	0.343256	0.192996	0.118334	0.383964	0.148405	0.135419	0.258131	0.218383	0.237508	0.317369	0.311679	0.229611	0.315209	0.0564189	0.130275	0.123474	0.421757	0.0634641	0.113483	0.0895546	0.0473878	0.0101989	0.157654	0.102022	0.0560948	0.0555437	0.185357	0.0595706	0.0587268	0.260789	0.0234446	0.0108226	0.0994511	0.211303	0.0424339	0.0842671	0.181531	0.118862	0.448247	0.983522	2.44937	10.0727	0.339639	0.373189	0.063833	0.223339	0.3712849	6.865887
1243	1	-13158.3	-13123.4	-34.9084	0.843425	0.421095	0.161937	0.198592	0.188119	0.218724	0.148733	0.240001	0.211591	0.162012	0.323273	0.153373	0.170128	0.26555	0.20693	0.208464	0.388885	0.281201	0.22516	0.27268	0.0953169	0.172191	0.101488	0.449025	0.0308481	0.220235	0.103678	0.0556625	0.0505632	0.0306627	0.0434683	0.233772	0.169438	0.00302686	0.0561972	0.103127	0.0574795	0.103505	0.0115839	0.0733992	0.148071	0.0239722	0.0210337	0.249392	0.10476	0.424047	0.968297	2.5029	11.1796	0.346898	0.375258	0.0644743	0.21337	0.3856645	7.053583
1244	0	-13149	-13113.1	-35.8458	0.9088434	0.29948	0.130759	0.210045	0.208371	0.169044	0.252982	0.308084	0.175655	0.129173	0.449988	0.142859	0.126024	0.240854	0.234405	0.160788	0.34288	0.321101	0.214386	0.254638	0.103708	0.190299	0.107512	0.472048	0.131213	0.0980917	0.0632696	0.0686682	0.0487054	0.129757	0.0533125	0.0451339	0.012543	0.156666	0.0662346	0.0610797	0.274529	0.0173424	0.0540488	0.12194	0.2038	0.0348032	0.0930125	0.194236	0.118426	0.447527	0.983085	2.45096	11.31469	0.364391	0.357816	0.058452	0.219341	0.3784903	7.173467
1245	1	-13146.8	-13114	-32.7863	0.8779413	0.318077	0.152866	0.181942	0.190514	0.192074	0.174904	0.277158	0.102757	0.169283	0.332626	0.120785	0.139718	0.182418	0.261212	0.21883	0.276839	0.313061	0.244938	0.214772	0.0825002	0.105386	0.107036	0.478254	0.0334133	0.237785	0.0442414	0.192255	0.0369473	0.0511918	0.0434683	0.146387	0.169406	0.0407725	0.0899222	0.0695615	0.0765885	0.125202	0.0354205	0.0900534	0.15012	0.115219	0.065104	0.219718	0.112004	0.436719	0.976414	2.47486	10.76245	0.344378	0.377895	0.0622222	0.215505	0.3812374	6.870727
1246	0	-13138.1	-13107.3	-30.7765	0.8160439	0.268785	0.108451	0.197662	0.114082	0.202538	0.179719	0.250037	0.176916	0.150265	0.371109	0.104511	0.117866	0.226304	0.257385	0.223306	0.299421	0.271937	0.217218	0.257691	0.103708	0.137335	0.108965	0.486787	0.0953957	0.0852493	0.0682438	0.0399189	0.0071737	0.191048	0.0624489	0.0637527	0.0242277	0.13399	0.0662346	0.0487006	0.29817	0.0411787	0.0625533	0.0974799	0.131075	0.0663893	0.0806802	0.143555	0.0989679	0.413514	0.961303	2.52621	10.76107	0.351673	0.375326	0.0631304	0.209871	0.3798917	6.639462
1247	1	-13155.8	-13117.2	-38.6277	0.8382836	0.400738	0.167714	0.160225	0.148265	0.318309	0.11089	0.240308	0.198191	0.115414	0.372832	0.0890214	0.180837	0.211843	0.270766	0.200086	0.401134	0.313061	0.206433	0.268042	0.155539	0.143441	0.116613	0.581246	0.0223525	0.185922	0.0772332	0.174707	0.0336135	0.0508514	0.0377127	0.116997	0.224899	0.0771873	0.0449291	0.0805911	0.0436294	0.150996	0.0299252	0.0765942	0.174244	0.0696128	0.0531108	0.293092	0.103675	0.422102	0.967023	2.5072	12.32652	0.366109	0.357922	0.0572243	0.218745	0.3601716	7.389149
1248	0	-13147.2	-13121.4	-25.8408	1.053547	0.245625	0.117938	0.186182	0.102223	0.227667	0.206892	0.224252	0.207638	0.140619	0.299004	0.111326	0.167477	0.207799	0.231859	0.202039	0.218169	0.228982	0.206545	0.303883	0.105657	0.178461	0.083393	0.450848	0.0498556	0.0896218	0.0647388	0.0266832	0.0228149	0.11728	0.0669297	0.0726735	0.0705371	0.14647	0.0317214	0.0522175	0.208325	0.0356997	0.00931242	0.0426133	0.165867	0.0266739	0.0946765	0.215613	0.147513	0.492275	1.00834	2.35188	10.1456	0.340799	0.370417	0.0632817	0.225503	0.3811667	6.264805
1249	1	-13162.5	-13118.5	-43.9763	0.8137006	0.331297	0.149651	0.29898	0.193058	0.232224	0.217604	0.281506	0.187293	0.107989	0.362211	0.12281	0.160092	0.215896	0.365767	0.251554	0.333143	0.348707	0.270858	0.255534	0.157325	0.20213	0.0981789	0.617721	0.0208215	0.168077	0.086414	0.0716176	0.120124	0.00434925	0.0925652	0.233253	0.276907	0.0148671	0.121492	0.032251	0.0222568	0.167562	0.0456523	0.0877192	0.221168	0.0553472	0.051822	0.257592	0.0984706	0.412592	0.96068	2.52826	12.25842	0.341037	0.376983	0.0582894	0.223691	0.3305908	7.913389
1250	0	-13148	-13119.9	-28.1163	0.9316745	0.309484	0.146033	0.214026	0.119772	0.168984	0.13739	0.277903	0.155467	0.197903	0.287991	0.122654	0.159783	0.221184	0.257032	0.134764	0.327014	0.290879	0.183602	0.236146	0.0803415	0.139338	0.135007	0.439562	0.0422028	0.0749503	0.0439639	0.0624829	0.0146629	0.162908	0.118604	0.0698417	0.0236466	0.164603	0.0593778	0.0312285	0.219116	0.0954561	0.00844302	0.0492489	0.183929	0.0192567	0.0810465	0.195481	0.123127	0.455206	0.987687	2.43398	9.672181	0.339987	0.358123	0.063099	0.238791	0.3689307	6.462709
1251	1	-13158.5	-13119	-39.4567	0.8194365	0.278205	0.200391	0.223341	0.143089	0.236806	0.119953	0.206596	0.194613	0.15314	0.416419	0.125539	0.158716	0.256815	0.208427	0.306789	0.403968	0.290882	0.243065	0.338065	0.116679	0.207896	0.0990103	0.617721	0.0867032	0.180231	0.123157	0.0642634	0.0415204	0.0215003	0.124557	0.186005	0.228131	0.0146768	0.081741	0.0567708	0.0465665	0.0419821	0.0623958	0.0579546	0.210852	0.034097	0.0355028	0.235189	0.0996874	0.414843	0.962198	2.52327	11.72508	0.352324	0.374717	0.0582419	0.214717	0.3830863	7.47992
1252	0	-13151.2	-13118	-33.1609	0.9690187	0.290857	0.207879	0.239762	0.162025	0.23616	0.222121	0.241583	0.150736	0.167204	0.37369	0.109733	0.153868	0.210277	0.268731	0.279555	0.316831	0.27152	0.196581	0.226242	0.0766658	0.174862	0.105994	0.608579	0.0287957	0.10412	0.0429682	0.0624829	0.0104329	0.108777	0.0612953	0.0557107	0.0253134	0.163208	0.0294285	0.050696	0.271185	0.0312492	0.0708644	0.0522021	0.130415	0.0648986	0.138548	0.17057	0.130732	0.467237	0.994671	2.40736	10.20091	0.349839	0.357094	0.0668126	0.226255	0.3805512	6.964619
1253	1	-13150.1	-13110.2	-39.8908	0.9006375	0.360303	0.134838	0.215642	0.138668	0.25809	0.135633	0.256017	0.13551	0.168284	0.423214	0.129245	0.129586	0.292959	0.285157	0.249806	0.329339	0.32124	0.227366	0.338065	0.121611	0.147118	0.120637	0.590788	0.103626	0.132986	0.0646331	0.121684	0.0558333	0.00759367	0.0760557	0.248035	0.174174	0.0356243	0.0418393	0.0479109	0.0295016	0.0565529	0.0240097	0.092156	0.189098	0.121748	0.131056	0.282545	0.116727	0.444705	0.981365	2.4572	12.28754	0.349426	0.376917	0.061617	0.212041	0.3728417	7.545779
1254	0	-13151.3	-13120.5	-30.7939	0.8285958	0.250347	0.133298	0.165336	0.168561	0.16085	0.176715	0.266441	0.120018	0.186007	0.368607	0.180888	0.134721	0.186847	0.218293	0.204147	0.355697	0.265845	0.181381	0.246929	0.068882	0.201415	0.134073	0.504518	0.0587927	0.0747845	0.0531957	0.0340263	0.0171476	0.129076	0.0678102	0.0522401	0.0416639	0.224975	0.0742129	0.0609925	0.209418	0.0274881	0.0229911	0.057461	0.197259	0.0622184	0.100489	0.197085	0.101627	0.418397	0.964574	2.5154	10.90592	0.338558	0.378963	0.0619829	0.220496	0.3465702	6.643142
1255	1	-13142.2	-13105.7	-36.5654	0.7191711	0.296329	0.133193	0.210816	0.156124	0.215062	0.165364	0.216122	0.121967	0.164462	0.367009	0.125372	0.13503	0.251302	0.284288	0.198981	0.379103	0.293497	0.290217	0.232965	0.111414	0.137848	0.112605	0.521089	0.0379378	0.256946	0.0531553	0.0827589	0.047522	0.0198136	0.105553	0.258471	0.218686	0.0356243	0.0741997	0.0460469	0.0282784	0.0726767	0.0473771	0.0569335	0.198475	0.074209	0.0735106	0.218977	0.078287	0.372437	0.931771	2.61751	11.91732	0.352264	0.366015	0.06304	0.218681	0.3624931	7.127311
1256	0	-13149.4	-13118	-31.3654	0.8313099	0.300182	0.147619	0.162126	0.164902	0.174544	0.193847	0.282877	0.162184	0.13268	0.373375	0.140421	0.156008	0.190027	0.272077	0.204147	0.277652	0.339006	0.18061	0.248347	0.101601	0.128149	0.0977869	0.501446	0.0795734	0.0933241	0.0361907	0.0226808	0.0626579	0.132004	0.0647139	0.0269189	0.0501177	0.131805	0.0380912	0.0539304	0.331052	0.0206044	0.0151285	0.13091	0.202218	0.0696169	0.112422	0.132822	0.102202	0.419441	0.965267	2.51309	9.768403	0.339179	0.376868	0.0618081	0.222145	0.3665852	6.738398
1257	1	-13148.6	-13118.5	-30.133	0.7760389	0.238407	0.122839	0.184269	0.123153	0.239985	0.129748	0.245469	0.115226	0.162581	0.286504	0.127652	0.148644	0.22723	0.160137	0.203317	0.294123	0.236068	0.186556	0.239182	0.10687	0.169901	0.126588	0.58143	0.0911058	0.173146	0.131808	0.0942873	0.0300377	0.0112954	0.072328	0.188541	0.190408	0.0511243	0.0741997	0.0442726	0.00482775	0.0954478	0.0653864	0.0463509	0.145512	0.0782281	0.0786777	0.192731	0.0904508	0.397305	0.950088	2.56216	12.01358	0.347678	0.380585	0.05868	0.213057	0.395144	6.515593
1258	0	-13152.4	-13111.8	-40.5864	0.7342299	0.413482	0.1805	0.184841	0.0983524	0.240446	0.138298	0.28943	0.174881	0.160618	0.349162	0.15997	0.10766	0.238391	0.28532	0.197986	0.332165	0.283416	0.255223	0.266318	0.119358	0.139415	0.114846	0.700154	0.0679246	0.185991	0.0679019	0.0454453	0.017618	0.192056	0.099171	0.0976173	0.0559909	0.191996	0.10995	0.0142185	0.241602	0.0735275	0.00713884	0.0561794	0.252052	0.0328148	0.0989374	0.181892	0.0815096	0.379243	0.936921	2.60233	12.56946	0.361721	0.37392	0.0616446	0.202714	0.3529093	7.520254
1259	1	-13147.3	-13113.2	-34.0685	0.7878012	0.319837	0.15332	0.258586	0.158077	0.22491	0.124109	0.199956	0.157569	0.117855	0.396107	0.125846	0.140493	0.166147	0.213644	0.223817	0.369276	0.285404	0.244721	0.305773	0.0749177	0.150175	0.13278	0.530132	0.0113476	0.182211	0.067895	0.0952679	0.0402194	0.0365204	0.0883726	0.274111	0.176147	0.0581682	0.086074	0.0610982	0.0128102	0.0545546	0.023415	0.0702334	0.195287	0.0575578	0.0586557	0.238124	0.0929604	0.402176	0.953517	2.55135	10.50747	0.340137	0.366862	0.0631022	0.229898	0.3696346	6.961524
1260	0	-13147.7	-13106.5	-41.254	0.7532708	0.334765	0.178796	0.181857	0.188666	0.192284	0.166166	0.291962	0.190635	0.171484	0.383565	0.115063	0.11733	0.254298	0.259725	0.230915	0.3918	0.286436	0.237829	0.335161	0.0898832	0.197003	0.139282	0.627749	0.0802635	0.109803	0.114508	0.0357899	0.0121795	0.225423	0.120945	0.0784106	0.00934184	0.143797	0.0744975	0.0137128	0.240909	0.0615228	0.00725291	0.0574807	0.275301	0.0503273	0.152368	0.166588	0.0855843	0.387617	0.943115	2.58368	12.76683	0.355609	0.368965	0.0622608	0.213165	0.3489338	7.593076
1261	1	-13147.3	-13112.8	-34.4581	0.8221896	0.320961	0.169654	0.169222	0.158885	0.184509	0.164847	0.264017	0.189746	0.162	0.346908	0.135113	0.16845	0.301311	0.263427	0.197987	0.389789	0.249054	0.207279	0.271987	0.111151	0.137187	0.108995	0.50087	0.0398175	0.147923	0.0268821	0.0861098	0.0615905	0.0313626	0.0518963	0.18047	0.208737	0.0307867	0.086074	0.0250736	0.0315435	0.113565	0.0513856	0.102414	0.163917	0.10358	0.101572	0.150192	0.100271	0.415917	0.962919	2.52089	12.17958	0.364334	0.349921	0.0654739	0.220271	0.3773895	6.968241
1262	0	-13151.6	-13107.7	-43.8526	0.7364228	0.324384	0.193322	0.24016	0.119342	0.283442	0.196382	0.270613	0.129631	0.195246	0.379309	0.106524	0.16458	0.280132	0.248557	0.268836	0.338225	0.310525	0.224578	0.288413	0.129088	0.153147	0.152439	0.505726	0.0776439	0.129959	0.0765724	0.0461733	0.00502768	0.224936	0.0790793	0.0400841	0.0208806	0.162877	0.0563829	0.0610555	0.3487	0.106673	0.0199535	0.0579726	0.275301	0.0791031	0.167968	0.314419	0.081979	0.38022	0.937652	2.60015	12.3877	0.336227	0.377215	0.0626119	0.223946	0.3741547	7.853364
1263	1	-13139	-13108.5	-30.4648	0.7854338	0.312578	0.12358	0.134253	0.140845	0.220024	0.124977	0.228965	0.180798	0.127468	0.36108	0.12981	0.149249	0.187191	0.241803	0.21428	0.309654	0.286076	0.20003	0.205336	0.0775368	0.172745	0.0886108	0.529436	0.0554614	0.16779	0.0389611	0.128765	0.0487918	0.0188312	0.0636656	0.211073	0.211414	0.0268427	0.0527895	0.08921	0.0279097	0.0894834	0.0325153	0.104856	0.153703	0.0460753	0.0708749	0.192007	0.0924556	0.401203	0.952836	2.55351	11.22955	0.353607	0.374806	0.0620209	0.209565	0.3249067	6.577344
1264	0	-13160.4	-13124.2	-36.1982	0.9745766	0.292187	0.15201	0.216537	0.157147	0.220605	0.181647	0.395287	0.124294	0.17245	0.308865	0.139372	0.146603	0.239006	0.240212	0.143084	0.320886	0.311664	0.190546	0.289674	0.0700275	0.200751	0.140233	0.536974	0.0199458	0.104285	0.0810745	0.0566358	0.0280396	0.167852	0.0593889	0.0471754	0.0564587	0.161304	0.0802644	0.0292967	0.268557	0.138796	0.0460422	0.0416728	0.157634	0.0893008	0.13293	0.298491	0.131854	0.468975	0.995656	2.40352	10.6778	0.344065	0.372475	0.0614666	0.221993	0.3867556	7.255206
1265	1	-13147.3	-13115.8	-31.4648	0.9022715	0.254124	0.127669	0.217342	0.140802	0.218412	0.142623	0.237638	0.129805	0.16687	0.342592	0.116608	0.113063	0.260473	0.261056	0.237603	0.29344	0.266237	0.222511	0.183927	0.109774	0.152633	0.0844272	0.573771	0.0387712	0.119866	0.0246253	0.0986866	0.0622054	0.014163	0.0314714	0.334954	0.196821	0.0558259	0.0506449	0.0271502	0.0374028	0.09345	0.0621633	0.0749472	0.139659	0.107102	0.0540778	0.2624	0.117066	0.445269	0.981711	2.45595	11.07584	0.352929	0.358605	0.0609596	0.227506	0.3933596	6.739785
1266	0	-13138.9	-13106.9	-32.0525	0.8721809	0.286166	0.195738	0.206254	0.13397	0.189975	0.160817	0.247728	0.183973	0.163073	0.337385	0.11471	0.153105	0.226665	0.239189	0.225575	0.379299	0.301685	0.217033	0.267497	0.0992144	0.16256	0.120383	0.465812	0.0742158	0.106066	0.0536457	0.0566358	0.0129244	0.169887	0.0826924	0.0643555	0.0147451	0.160344	0.0426726	0.0389374	0.160862	0.0668006	0.0693951	0.0321538	0.14008	0.0468107	0.133423	0.202454	0.1108	0.434649	0.97511	2.47944	10.37755	0.348588	0.371541	0.0556194	0.224251	0.3643089	6.806905
1267	1	-13145.2	-13116.2	-29.073	0.8431365	0.218821	0.156785	0.213195	0.111588	0.22424	0.112288	0.278226	0.152474	0.167808	0.339466	0.103245	0.127882	0.220839	0.237836	0.234155	0.323083	0.302333	0.192113	0.183927	0.105201	0.142287	0.105104	0.481065	0.043275	0.117126	0.039725	0.0879079	0.0429948	0.0144403	0.0538896	0.190043	0.109858	0.0771604	0.0581362	0.059627	0.0232889	0.116143	0.0539541	0.0677854	0.197882	0.0620033	0.0336016	0.279012	0.104699	0.423938	0.968226	2.50314	11.44665	0.366831	0.35074	0.0634032	0.219025	0.3552646	6.46181
1268	0	-13151.1	-13115.2	-35.8452	0.7415952	0.254713	0.167145	0.231283	0.114277	0.255378	0.117472	0.259206	0.163224	0.163073	0.370539	0.120357	0.152768	0.222945	0.314734	0.264755	0.379985	0.280396	0.219687	0.263502	0.0931175	0.175181	0.128877	0.543246	0.0742571	0.0418427	0.078187	0.0217551	0.0468472	0.146744	0.0506923	0.0880103	0.00650966	0.119094	0.0482268	0.0662175	0.298057	0.0129398	0.014452	0.0916481	0.230742	0.0799192	0.0989861	0.222199	0.083086	0.382512	0.939358	2.59504	11.11996	0.339325	0.367466	0.0618401	0.231369	0.3412806	7.093189
1269	1	-13146.1	-13110.7	-35.4264	0.6588891	0.305832	0.146198	0.187969	0.186699	0.203443	0.188678	0.234758	0.176712	0.139313	0.417669	0.132684	0.154083	0.287272	0.183487	0.201071	0.285202	0.267903	0.2721	0.240353	0.101116	0.172387	0.109134	0.500249	0.0838671	0.214103	0.0353079	0.0830728	0.0693296	0.0155638	0.0557808	0.197961	0.174722	0.0245056	0.0800411	0.0677642	0.0522393	0.112764	0.0351804	0.0724924	0.187167	0.0686887	0.0505666	0.188551	0.0654381	0.343469	0.908626	2.68247	12.18959	0.365811	0.361684	0.0569982	0.215507	0.3364654	6.96398
1270	0	-13146.2	-13115.3	-30.9448	0.8695671	0.2779	0.122628	0.230587	0.130041	0.207369	0.126018	0.239918	0.137454	0.141262	0.368422	0.180947	0.151455	0.206559	0.254968	0.248105	0.32383	0.255072	0.281327	0.241273	0.0931175	0.113091	0.126314	0.491002	0.0870114	0.0879546	0.0482345	0.0283838	0.0349769	0.161017	0.0502444	0.0548952	0.031857	0.187171	0.0858595	0.070391	0.171423	0.00807684	0.0172191	0.0734486	0.214473	0.0693165	0.0759579	0.188323	0.110253	0.433704	0.974512	2.48153	10.37836	0.348533	0.372216	0.0655555	0.213695	0.377129	6.694893
1271	1	-13148.1	-13114.6	-33.5675	0.8816443	0.303927	0.170687	0.183045	0.122569	0.26798	0.1337	0.194473	0.216235	0.139313	0.341707	0.115086	0.167443	0.297155	0.272898	0.210377	0.376607	0.245395	0.204131	0.225815	0.0706544	0.18713	0.120436	0.584511	0.0572368	0.149344	0.0272269	0.0749421	0.00952467	0.0334917	0.0557808	0.218858	0.254981	0.016411	0.06394	0.0678551	0.00584777	0.144895	0.0436839	0.0835852	0.138199	0.0836234	0.0202656	0.225255	0.112777	0.43804	0.977242	2.47194	11.55805	0.348018	0.378998	0.06019	0.212794	0.3742341	6.926218
1272	0	-13143.6	-13110.6	-33.0155	0.860384	0.307542	0.167697	0.201828	0.137565	0.15764	0.206772	0.223821	0.155017	0.13063	0.299428	0.118475	0.166715	0.246933	0.189703	0.25205	0.370868	0.257415	0.164003	0.251858	0.0761996	0.13966	0.12446	0.528803	0.0482516	0.123437	0.0769023	0.038288	0.0529781	0.143878	0.0797234	0.0664037	0.0479202	0.189821	0.123338	0.0110682	0.218581	0.04068	0.0239651	0.0879055	0.198727	0.0610704	0.127989	0.236989	0.108328	0.430355	0.972378	2.48894	11.16353	0.357003	0.3645	0.0612916	0.217206	0.3694727	6.873
