Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
173	1	-13146.7	-13110.3	-36.4073	0.8392537	0.297133	0.169512	0.179678	0.12962	0.246698	0.135843	0.335212	0.130244	0.189742	0.323857	0.135039	0.134639	0.220182	0.248492	0.240867	0.34191	0.245719	0.243964	0.273688	0.111865	0.128282	0.148382	0.541811	0.00819902	0.170905	0.0723627	0.0889074	0.0221726	0.0347193	0.0633526	0.0995089	0.228456	0.0969876	0.0805678	0.0618396	0.0251925	0.143895	0.085737	0.0673012	0.161498	0.181258	0.0449673	0.309841	0.10388	0.42247	0.967265	2.50638	11.22405	0.351024	0.375916	0.0577382	0.215322	0.399222	7.200047
174	0	-13157.3	-13119.6	-37.7149	0.9660048	0.255465	0.100233	0.271803	0.165445	0.285647	0.156592	0.290288	0.163077	0.162944	0.375061	0.126981	0.134316	0.217516	0.247443	0.19654	0.352913	0.315159	0.172163	0.249779	0.138735	0.127241	0.167183	0.505589	0.0414865	0.110742	0.0634822	0.0210834	0.0564296	0.170975	0.106578	0.104898	0.0982729	0.198838	0.125483	0.0280343	0.157471	0.0527669	0.0461429	0.058631	0.322194	0.0773764	0.0991013	0.272027	0.130122	0.46629	0.994131	2.40946	11.10977	0.354513	0.3687	0.0601511	0.216637	0.3472574	7.390123
175	1	-13142	-13112	-29.9718	0.861773	0.287419	0.135502	0.171512	0.166473	0.203928	0.136456	0.231616	0.200491	0.108933	0.373658	0.114797	0.143648	0.239582	0.235507	0.203152	0.324331	0.283457	0.223639	0.238625	0.0686718	0.124766	0.102768	0.431807	0.051866	0.1055	0.0309526	0.093908	0.089032	0.0681737	0.118906	0.0905726	0.209667	0.00473033	0.0810748	0.0641872	0.035805	0.120963	0.0466953	0.0555806	0.126494	0.165739	0.0562563	0.189534	0.108619	0.430864	0.972704	2.48781	11.59168	0.346839	0.367675	0.059668	0.225818	0.3656392	6.556377
176	0	-13138.1	-13104.9	-33.2285	0.9638541	0.312945	0.152711	0.178351	0.150968	0.201105	0.149478	0.297328	0.179748	0.157443	0.375061	0.0961493	0.15096	0.247704	0.226757	0.268813	0.367978	0.340623	0.217412	0.313191	0.11094	0.158673	0.131355	0.496749	0.0377703	0.0951888	0.0579124	0.00374382	0.0257938	0.170975	0.0811035	0.0697393	0.0666637	0.10823	0.0481252	0.0637151	0.203709	0.0185807	0.0184474	0.0547026	0.207113	0.0580966	0.0861073	0.209986	0.129687	0.465611	0.993743	2.41096	10.23836	0.336499	0.378989	0.0618297	0.222682	0.3747274	6.968148
177	1	-13143.2	-13103.4	-39.7969	0.8708164	0.343227	0.159584	0.221119	0.166473	0.193112	0.174648	0.310609	0.187814	0.179983	0.397736	0.173915	0.143648	0.208984	0.259601	0.26274	0.355871	0.362343	0.245391	0.296443	0.111561	0.211081	0.0937337	0.551707	0.0808105	0.195958	0.0651918	0.112833	0.0474281	0.0371181	0.0536329	0.098338	0.179799	0.0341155	0.0485578	0.0732111	0.0397846	0.0878275	0.0161377	0.080815	0.15346	0.206851	0.0636764	0.26532	0.110514	0.434156	0.974799	2.48053	11.29072	0.348986	0.363271	0.0646294	0.223113	0.3792203	7.552191
178	0	-13151.1	-13114	-37.1636	0.8757574	0.374817	0.130846	0.235077	0.170017	0.206908	0.1565	0.259356	0.176245	0.113642	0.428959	0.113541	0.152614	0.212015	0.235535	0.231873	0.327732	0.333305	0.210142	0.193234	0.121812	0.233035	0.144595	0.456822	0.00633037	0.0898562	0.0692392	0.00199562	0.0438301	0.170975	0.0747522	0.0721553	0.0771722	0.204062	0.0837749	0.047443	0.240504	0.0817025	0.0130488	0.133887	0.203635	0.0425574	0.144973	0.264162	0.111548	0.435936	0.975922	2.47659	11.50581	0.360723	0.367635	0.0599773	0.211665	0.3871183	7.284678
179	1	-13148.4	-13117.4	-30.9599	0.7432463	0.265667	0.166612	0.221119	0.131672	0.275305	0.118409	0.29359	0.144136	0.186886	0.397736	0.13641	0.12547	0.158086	0.223258	0.153099	0.328835	0.32019	0.18391	0.233994	0.0817341	0.141075	0.146079	0.532224	0.0451364	0.119384	0.0963061	0.0708149	0.0660211	0.0337322	0.0312324	0.109497	0.199065	0.0197032	0.0621385	0.0395387	0.0352989	0.0769282	0.055151	0.0519446	0.147727	0.184707	0.0764993	0.134168	0.0834394	0.38324	0.939897	2.59342	10.64368	0.34853	0.363526	0.0646747	0.223269	0.3576618	6.620487
180	0	-13142.2	-13108	-34.1896	0.8410119	0.292035	0.142495	0.201273	0.146922	0.236853	0.139689	0.191069	0.143826	0.181674	0.407894	0.14437	0.135578	0.254636	0.245759	0.206513	0.387402	0.263658	0.183234	0.2746	0.105765	0.183517	0.137683	0.514761	0.0383674	0.117856	0.0619055	0.0117237	0.0738949	0.212079	0.125035	0.0409738	0.0771722	0.144676	0.0472463	0.0402688	0.256865	0.0147156	0.0317745	0.0733125	0.202838	0.0957248	0.0785822	0.13066	0.104251	0.423136	0.967702	2.50491	10.65243	0.354296	0.361084	0.0639177	0.220702	0.3669173	6.996879
181	1	-13155.8	-13125.8	-29.9443	0.9514658	0.284402	0.164381	0.171114	0.166826	0.256987	0.0885397	0.162166	0.183173	0.167794	0.346568	0.145642	0.084089	0.252679	0.208624	0.214602	0.340589	0.271011	0.177286	0.280341	0.0371901	0.20665	0.129735	0.510965	0.027487	0.202596	0.0634253	0.12009	0.0571296	0.000726973	0.0247409	0.0546241	0.220981	0.0301575	0.0433127	0.0477748	0.0331499	0.0902237	0.0844911	0.0733102	0.166914	0.16145	0.037382	0.228959	0.127171	0.461661	0.991468	2.4197	10.6929	0.33895	0.38345	0.062897	0.214703	0.3665987	6.620281
182	0	-13149.3	-13126.6	-22.6539	1.023748	0.260601	0.137039	0.238317	0.153348	0.166269	0.13251	0.222431	0.120615	0.136856	0.260999	0.0889037	0.108527	0.1589	0.217533	0.192587	0.316408	0.246848	0.204278	0.191163	0.118946	0.198001	0.090285	0.309657	0.013601	0.119358	0.0819056	0.0125512	0.0260044	0.171497	0.0565115	0.0237788	0.0413185	0.116473	0.0724775	0.0947661	0.185963	0.0319963	0.0100568	0.0720782	0.240478	0.0473529	0.0901629	0.16023	0.141668	0.483775	1.00383	2.37073	10.03373	0.350681	0.363754	0.0643904	0.221175	0.3919791	5.939586
183	1	-13154.1	-13126.2	-27.9224	1.012743	0.285602	0.187811	0.197132	0.172523	0.185101	0.166549	0.252669	0.155534	0.221069	0.364817	0.0999057	0.125951	0.244386	0.217143	0.149141	0.28297	0.267377	0.156995	0.255381	0.0833426	0.153534	0.183802	0.48807	0.00166792	0.129424	0.0891133	0.0906741	0.0313748	0.0241898	0.0482996	0.0811671	0.204367	0.0169216	0.0914166	0.0545184	0.0434548	0.0854585	0.0301709	0.0419877	0.12592	0.148821	0.0433837	0.148469	0.139489	0.480549	1.00208	2.37788	11.13366	0.337577	0.37697	0.0608591	0.224594	0.3827151	6.427604
184	0	-13155.4	-13123.7	-31.6882	1.046792	0.300494	0.162237	0.166814	0.16622	0.22163	0.114559	0.208789	0.123707	0.136856	0.44813	0.112811	0.138152	0.229236	0.292949	0.192587	0.326544	0.272833	0.249662	0.214821	0.134966	0.157035	0.0993199	0.475269	0.013165	0.0752822	0.0252824	0.0236211	0.0601843	0.182604	0.0441127	0.086723	0.0871966	0.12852	0.112152	0.00371129	0.222859	0.0300621	0.0118153	0.0838625	0.244783	0.0991725	0.106201	0.25157	0.146195	0.490378	1.00734	2.35609	10.41651	0.352538	0.357624	0.067492	0.222346	0.3972484	6.838501
185	1	-13142.6	-13117.1	-25.4897	0.7760131	0.298089	0.116163	0.219698	0.163295	0.214248	0.145744	0.180332	0.159491	0.11458	0.309716	0.110878	0.120615	0.217984	0.219061	0.20267	0.270779	0.26431	0.151724	0.268324	0.0882616	0.120735	0.11321	0.521849	0.00773095	0.1253	0.0624691	0.07669	0.0185725	0.0259728	0.0719436	0.0919244	0.182399	0.00317646	0.0522426	0.0389566	0.0248335	0.076717	0.0349529	0.0961392	0.120088	0.179913	0.0466858	0.192292	0.0904453	0.397294	0.95008	2.56218	9.782613	0.337767	0.376485	0.0658559	0.219892	0.390093	6.120757
186	0	-13162	-13130.6	-31.4246	0.8701531	0.26775	0.100479	0.206009	0.16622	0.295233	0.0716819	0.300453	0.154837	0.180174	0.408627	0.0838572	0.145903	0.182787	0.216979	0.214042	0.333506	0.257779	0.167282	0.237755	0.0693248	0.129778	0.170816	0.443234	0.00322064	0.0907107	0.0753181	0.00483391	0.0539372	0.258749	0.0427522	0.0598092	0.0999205	0.165792	0.0634886	0.0130494	0.249274	0.09168	0.0117385	0.0747648	0.203622	0.0526967	0.163051	0.144244	0.110376	0.433916	0.974647	2.48106	10.88351	0.371282	0.347294	0.0655424	0.215882	0.3972484	6.727161
187	1	-13146.9	-13116.5	-30.3808	0.932623	0.216773	0.146189	0.227034	0.166604	0.213265	0.126805	0.230799	0.160426	0.179361	0.341574	0.142281	0.137336	0.249973	0.296368	0.218498	0.310063	0.278466	0.234874	0.263378	0.0848171	0.130592	0.067895	0.470332	0.01885	0.151895	0.0906237	0.0620109	0.033924	0.0527098	0.0717828	0.0879307	0.165298	0.0612485	0.0445031	0.0483096	0.0587087	0.109299	0.0342856	0.109831	0.120088	0.157026	0.0763511	0.192292	0.123322	0.455519	0.987872	2.43329	11.19566	0.339645	0.382908	0.0563327	0.221115	0.3851874	6.640669
188	0	-13159.9	-13125.8	-34.0448	0.9928895	0.289628	0.118141	0.19493	0.163679	0.326307	0.122413	0.264648	0.127659	0.111732	0.443122	0.123928	0.118792	0.224716	0.290658	0.301083	0.329515	0.268366	0.203394	0.213362	0.102422	0.150295	0.093537	0.436912	0.0145322	0.128012	0.106514	0.0149338	0.0355396	0.197674	0.10226	0.0279977	0.0800929	0.225106	0.0634886	0.0424211	0.264549	0.09168	0.00656546	0.0700365	0.154745	0.0914752	0.0958424	0.237389	0.135533	0.474604	0.998812	2.39105	9.95623	0.338136	0.365164	0.0697106	0.226989	0.3659912	7.070095
189	1	-13148.4	-13109.2	-39.1746	0.8479063	0.274623	0.159575	0.197264	0.177914	0.297447	0.161201	0.256168	0.181442	0.109397	0.399221	0.120632	0.133072	0.262598	0.327351	0.19082	0.339777	0.313914	0.253564	0.34682	0.0982554	0.148285	0.139241	0.61862	0.00390241	0.140155	0.0550391	0.089693	0.0884689	0.026931	0.0893456	0.0754653	0.21011	0.0321274	0.0465493	0.108329	0.0749954	0.106716	0.0384605	0.0661754	0.219204	0.172719	0.0903127	0.245708	0.105704	0.425729	0.969394	2.49917	11.01005	0.343678	0.372856	0.0638729	0.219593	0.3634414	7.487609
190	0	-13146.8	-13106.1	-40.7477	0.9222849	0.342953	0.118141	0.181099	0.14816	0.30244	0.146907	0.250766	0.153857	0.176733	0.372286	0.163172	0.105645	0.272817	0.255527	0.250297	0.375294	0.285399	0.251542	0.273623	0.109321	0.234767	0.121673	0.59968	0.0532598	0.177468	0.102086	0.00209036	0.0434677	0.169825	0.0953564	0.0857025	0.0601659	0.167379	0.0420082	0.0273991	0.297102	0.0551436	0.0114601	0.0895851	0.258602	0.0922753	0.0959906	0.256164	0.121199	0.452078	0.985827	2.4409	11.14328	0.335109	0.382101	0.0578329	0.224957	0.3694717	7.674633
191	1	-13153.9	-13119.1	-34.841	0.8937298	0.260972	0.164994	0.214921	0.104335	0.167891	0.160269	0.330867	0.173608	0.122785	0.374487	0.108333	0.148605	0.297711	0.237014	0.268785	0.396093	0.256333	0.189188	0.295762	0.129547	0.160032	0.0990993	0.470762	0.0578248	0.141874	0.0729118	0.0940427	0.0264065	0.0406782	0.0988191	0.0417268	0.249644	0.0275629	0.0870183	0.0434287	0.0297926	0.138101	0.0384605	0.0944607	0.144767	0.252904	0.0861366	0.171388	0.115293	0.442302	0.979889	2.46252	11.18304	0.342723	0.372462	0.0658325	0.218983	0.3856705	7.07034
192	0	-13144.9	-13109	-35.8202	0.8347553	0.280953	0.136237	0.19212	0.180092	0.281494	0.135133	0.290154	0.144247	0.188835	0.368046	0.151347	0.120356	0.196405	0.251861	0.229418	0.299695	0.25686	0.198382	0.270104	0.119505	0.185634	0.119996	0.626201	0.0135039	0.0879234	0.0532412	0.0246556	0.0264309	0.179605	0.095342	0.0645063	0.0740609	0.168339	0.10242	0.0664245	0.200245	0.0173329	0.0460359	0.0757119	0.25488	0.051748	0.121518	0.226945	0.10293	0.420759	0.966139	2.51017	10.12026	0.339063	0.374727	0.0577201	0.22849	0.3734495	7.173946
193	1	-13143.7	-13108.3	-35.3841	0.8947508	0.316538	0.184939	0.22039	0.119324	0.224022	0.153404	0.255225	0.165198	0.16487	0.333977	0.0808169	0.136866	0.247068	0.245127	0.243947	0.346236	0.285796	0.228277	0.260943	0.0923035	0.140445	0.106254	0.504526	0.0456681	0.170784	0.0244705	0.139184	0.0334935	0.0607161	0.0715213	0.123391	0.185683	0.0260069	0.0590033	0.0618162	0.0655874	0.17935	0.0484357	0.0776759	0.203553	0.187909	0.0718422	0.226824	0.115505	0.442659	0.980109	2.46173	11.3707	0.348108	0.367997	0.0584071	0.225488	0.4011532	7.119409
194	0	-13156.2	-13126	-30.2504	0.9233254	0.298121	0.143926	0.157308	0.133709	0.219226	0.204475	0.279929	0.124204	0.139674	0.306281	0.169397	0.111097	0.176817	0.274029	0.170752	0.277455	0.227889	0.276901	0.280288	0.0824461	0.14926	0.0997653	0.493425	0.0732531	0.109048	0.0800515	0.0127344	0.0487305	0.126028	0.0751584	0.0669545	0.0587709	0.144521	0.131439	0.086648	0.227807	0.0249816	0.0691698	0.0469325	0.13718	0.0273448	0.10074	0.222785	0.121413	0.452427	0.986035	2.44013	9.850306	0.341093	0.367427	0.0674419	0.224038	0.3469542	6.666651
195	1	-13151.6	-13116.6	-35.063	0.8286876	0.301073	0.14019	0.210693	0.0998471	0.214475	0.179132	0.311091	0.161055	0.16732	0.376635	0.131848	0.12604	0.248364	0.242324	0.188588	0.399899	0.265621	0.1862	0.208125	0.0980813	0.166961	0.0915497	0.659015	0.069537	0.167644	0.0660837	0.0942535	0.0704027	0.0286499	0.0269011	0.0328912	0.1736	0.0656517	0.115341	0.0961704	0.0217315	0.0923374	0.0310577	0.0900674	0.161792	0.258856	0.0678335	0.184034	0.101647	0.418432	0.964597	2.51532	10.31069	0.346296	0.375085	0.0543043	0.224315	0.3541342	7.088964
196	0	-13141.6	-13107.9	-33.6907	0.8329955	0.326916	0.137715	0.178256	0.14768	0.148678	0.187561	0.257916	0.161189	0.137698	0.359402	0.0957195	0.196754	0.21569	0.2782	0.207077	0.330576	0.31839	0.268089	0.290008	0.133731	0.146673	0.0982064	0.474495	0.0642486	0.0752062	0.0754115	0.0343042	0.0374672	0.127566	0.0949656	0.0775914	0.0801348	0.107645	0.0456045	0.0542927	0.215122	0.0755778	0.0262812	0.0788984	0.206258	0.0406497	0.08346	0.224103	0.102558	0.420087	0.965694	2.51166	11.3511	0.352465	0.363024	0.0658165	0.218694	0.3542636	6.92141
197	1	-13148.6	-13110.8	-37.8847	0.7344434	0.305363	0.164221	0.196429	0.156995	0.218515	0.104766	0.287785	0.203719	0.143268	0.406216	0.111159	0.154049	0.226764	0.226931	0.189747	0.388722	0.329844	0.253635	0.261727	0.101133	0.14851	0.0769618	0.523946	0.0729621	0.239167	0.0333384	0.108368	0.0439344	0.0273445	0.0448691	0.0656582	0.232612	0.0435874	0.0695183	0.0924873	0.0217315	0.0685441	0.0827491	0.0693656	0.144386	0.304493	0.0455449	0.260435	0.0815553	0.379338	0.936993	2.60211	12.52372	0.358209	0.364809	0.06029	0.216692	0.3758138	7.251503
198	0	-13146.7	-13112.1	-34.523	0.9392626	0.358768	0.147662	0.195767	0.144768	0.271422	0.116358	0.261304	0.14526	0.202565	0.377831	0.128561	0.217811	0.173923	0.312546	0.256895	0.294572	0.32004	0.24695	0.22182	0.0982253	0.155192	0.0947482	0.563611	0.0162008	0.104622	0.086153	0.0224501	0.0256595	0.168617	0.0730577	0.0644034	0.0801348	0.171595	0.0673375	0.046036	0.224406	0.041242	0.0262812	0.0617804	0.145142	0.0348406	0.113861	0.19545	0.124681	0.457702	0.989159	2.42846	10.60898	0.350492	0.369421	0.0604067	0.21968	0.3991501	7.075867
199	1	-13148.2	-13115.1	-33.1249	0.9558238	0.305363	0.138255	0.118276	0.159362	0.205769	0.17634	0.255864	0.168494	0.120133	0.412742	0.128825	0.123509	0.27186	0.260347	0.223735	0.333485	0.248598	0.26636	0.299792	0.101357	0.15059	0.0867559	0.495129	0.0478346	0.14347	0.0491928	0.125999	0.0488229	0.0286408	0.0671724	0.077713	0.254638	0.0435874	0.0902051	0.029998	0.0158432	0.0742447	0.0290053	0.0915821	0.210642	0.153455	0.0733129	0.195342	0.128057	0.463059	0.992276	2.41661	11.96263	0.35871	0.365319	0.058976	0.216995	0.3797188	6.901639
200	0	-13157.2	-13122.2	-34.9543	0.7245885	0.245195	0.203552	0.236109	0.16105	0.208607	0.148531	0.271239	0.147583	0.191309	0.367036	0.116137	0.159432	0.223522	0.308416	0.14572	0.407733	0.246845	0.230525	0.21706	0.133631	0.138734	0.109091	0.61759	0.0279228	0.0708113	0.0561034	0.0328978	0.0338292	0.182525	0.0503233	0.0427206	0.0469183	0.103971	0.0558109	0.0845027	0.1522	0.0148886	0.0600778	0.0675573	0.25751	0.0425429	0.0618698	0.283476	0.0794462	0.374904	0.93365	2.612	12.14368	0.351549	0.367928	0.0605889	0.219935	0.3973124	6.963104
201	1	-13140	-13107.1	-32.8698	0.933184	0.309856	0.126314	0.211557	0.134358	0.240284	0.149825	0.251959	0.150654	0.123023	0.35811	0.116827	0.123509	0.238712	0.205859	0.208207	0.331922	0.295893	0.229516	0.24193	0.126908	0.177105	0.10339	0.599406	0.013341	0.190363	0.0491928	0.102805	0.0139938	0.0124507	0.0558218	0.0507389	0.270098	0.0426237	0.078199	0.0417066	0.0200314	0.116113	0.0256315	0.0995637	0.201483	0.171738	0.0576952	0.226927	0.123437	0.455704	0.987982	2.43288	11.00527	0.344886	0.37794	0.063304	0.213869	0.3749001	6.895641
202	0	-13146.2	-13110.2	-36.0466	1.00905	0.308866	0.200568	0.209008	0.138928	0.256547	0.155217	0.260267	0.147583	0.129616	0.408308	0.161935	0.143929	0.202343	0.228548	0.196265	0.335209	0.30977	0.239598	0.239361	0.087131	0.172544	0.1258	0.557108	0.0322817	0.0860416	0.0506281	0.0417687	0.0599805	0.144453	0.0416122	0.0857092	0.0648563	0.150057	0.135504	0.0629796	0.220513	0.0247407	0.017832	0.123569	0.194696	0.0730416	0.131571	0.27943	0.138756	0.479455	1.00148	2.38031	11.23148	0.354335	0.365252	0.0619637	0.218449	0.3737236	7.235716
203	1	-13138.8	-13106.4	-32.4388	0.8863093	0.303186	0.151891	0.167948	0.142895	0.235005	0.121476	0.231976	0.138419	0.1485	0.36298	0.112073	0.13048	0.221113	0.257013	0.18497	0.33569	0.26109	0.208294	0.262246	0.100542	0.162982	0.108316	0.455145	0.0932752	0.186419	0.0625521	0.118292	0.0104426	0.0165132	0.0584118	0.050773	0.227974	0.0220323	0.0645627	0.0371262	0.0547902	0.117531	0.0453899	0.144964	0.179893	0.220162	0.0493063	0.238161	0.113749	0.439694	0.978274	2.46828	11.98804	0.343951	0.374249	0.0631325	0.218667	0.3915043	6.802804
204	0	-13156.3	-13115.9	-40.4209	0.7891888	0.368437	0.204976	0.194276	0.136111	0.205897	0.131718	0.255362	0.205396	0.0909461	0.34728	0.145088	0.161184	0.239013	0.213876	0.269071	0.384794	0.311768	0.29788	0.285067	0.126983	0.140622	0.141273	0.560718	0.0246821	0.0932239	0.0899732	0.0403067	0.0556688	0.223293	0.11282	0.0682777	0.0711046	0.204745	0.0547641	0.0270922	0.21293	0.0414658	0.0466438	0.0562567	0.176248	0.0617008	0.103123	0.365388	0.0932562	0.402745	0.953914	2.55009	12.16227	0.340719	0.371551	0.0615084	0.226221	0.3413091	7.547443
205	1	-13144.8	-13113.2	-31.5583	0.880168	0.271318	0.125359	0.224921	0.148577	0.21461	0.128574	0.221402	0.102196	0.173598	0.346912	0.0996591	0.128916	0.206217	0.283675	0.223122	0.384417	0.232281	0.227199	0.211594	0.135256	0.150463	0.14843	0.463495	0.0311395	0.168125	0.0654007	0.153669	0.0410424	0.0110702	0.0909274	0.0704669	0.166973	0.0549243	0.0526036	0.0529784	0.017329	0.0690811	0.0440172	0.0815223	0.168213	0.240278	0.055304	0.276303	0.112469	0.437514	0.976913	2.4731	10.30386	0.328183	0.382125	0.0582234	0.231469	0.3915043	6.763557
206	0	-13155.3	-13118.8	-36.5638	0.845984	0.347673	0.141161	0.178607	0.107252	0.201982	0.15908	0.255218	0.17935	0.176898	0.425824	0.112253	0.152699	0.281367	0.213644	0.24928	0.324858	0.289195	0.263888	0.273309	0.092665	0.227606	0.116484	0.524608	0.0311565	0.0950006	0.022942	0.0600303	0.0766832	0.18239	0.0429983	0.0665713	0.0750858	0.148358	0.100888	0.0375354	0.164232	0.08915	0.0189997	0.0873594	0.264499	0.0393407	0.119787	0.214344	0.105299	0.425009	0.968925	2.50077	10.79571	0.341085	0.37195	0.0605012	0.226464	0.39826	7.232254
207	1	-13149.3	-13113.6	-35.733	0.8999342	0.282388	0.157756	0.23155	0.133297	0.233886	0.108874	0.344692	0.195013	0.12177	0.410376	0.133865	0.178009	0.229892	0.259407	0.182617	0.397991	0.284379	0.23358	0.214749	0.0947204	0.174208	0.11454	0.463495	0.0577306	0.150814	0.163217	0.089999	0.0313133	0.0234865	0.0795543	0.141009	0.192785	0.0281209	0.101464	0.0772948	0.0314934	0.104191	0.0399098	0.0622144	0.155245	0.164531	0.0467769	0.238178	0.116581	0.444461	0.981216	2.45774	11.24559	0.345314	0.371632	0.0626486	0.220405	0.3916089	7.160382
208	0	-13155.7	-13118.1	-37.5955	0.7486212	0.368632	0.16017	0.240352	0.16446	0.213853	0.145791	0.180255	0.14481	0.242125	0.385458	0.135009	0.117166	0.204772	0.235141	0.236483	0.40879	0.275317	0.21658	0.298077	0.0862803	0.149615	0.100036	0.633956	0.015121	0.149167	0.0698276	0.0016333	0.038336	0.167365	0.103596	0.0878419	0.082425	0.215124	0.0638227	0.0146579	0.276678	0.00592947	0.0183793	0.0589221	0.229309	0.0797804	0.0917025	0.164023	0.0845895	0.385596	0.941635	2.58818	10.9805	0.326337	0.393358	0.0590969	0.221208	0.362313	7.27677
209	1	-13148.5	-13116.6	-31.9609	0.9364485	0.290563	0.185766	0.215314	0.190169	0.233886	0.120122	0.262314	0.1814	0.136244	0.297457	0.126854	0.146492	0.218032	0.241155	0.203697	0.376333	0.242733	0.187518	0.255281	0.108706	0.144399	0.110964	0.438336	0.0415484	0.140501	0.058687	0.16829	0.00364017	0.029069	0.105332	0.100427	0.196457	0.0535802	0.0401318	0.0367926	0.012134	0.104191	0.0731886	0.0918034	0.207243	0.150404	0.0772517	0.212118	0.124106	0.456779	0.988616	2.4305	10.67127	0.344544	0.370803	0.0647397	0.219913	0.3613487	6.816528
210	0	-13150.6	-13111.4	-39.2462	0.8400149	0.349961	0.141649	0.235528	0.162833	0.212626	0.194665	0.207888	0.182226	0.195462	0.306712	0.154525	0.189574	0.236641	0.225394	0.229924	0.394927	0.272736	0.249298	0.244796	0.0674221	0.194784	0.107336	0.544028	0.0595986	0.182278	0.0503244	0.0541499	0.0595411	0.169052	0.11385	0.0436632	0.0482709	0.15513	0.0848696	0.080044	0.268592	0.0247544	0.0377418	0.100969	0.209541	0.0797804	0.111304	0.258388	0.104041	0.422759	0.967454	2.50575	10.94871	0.333173	0.387652	0.0611762	0.217999	0.3513542	7.492778
211	1	-13149.8	-13118.8	-30.999	1.023118	0.274626	0.142798	0.197948	0.142929	0.215295	0.134885	0.237477	0.191998	0.116396	0.445291	0.0914503	0.198582	0.262119	0.238922	0.232888	0.308751	0.196833	0.230866	0.322523	0.121314	0.140598	0.123259	0.408951	0.0239735	0.105407	0.0838569	0.107161	0.0554705	0.0308917	0.0501465	0.106475	0.219581	0.0163398	0.0649061	0.0381833	0.0928345	0.0819249	0.0765059	0.0744768	0.139522	0.141892	0.0755336	0.206164	0.141543	0.483592	1.00373	2.37114	10.21495	0.349346	0.367615	0.0600613	0.222978	0.3694914	6.767946
212	0	-13153.3	-13114.5	-38.7837	0.9217344	0.294122	0.168922	0.210109	0.141538	0.212626	0.168781	0.331776	0.150421	0.131717	0.415191	0.124819	0.134277	0.205503	0.265969	0.230247	0.325016	0.317121	0.238036	0.285186	0.0916528	0.138344	0.173892	0.505332	0.0555334	0.072505	0.048294	0.0689003	0.0925456	0.227074	0.0695094	0.134736	0.11044	0.158378	0.0546167	0.0281271	0.231635	0.0598202	0.0235637	0.106079	0.252286	0.105648	0.109594	0.227637	0.121085	0.451894	0.985716	2.44131	10.51831	0.333943	0.378645	0.0590686	0.228343	0.3810165	7.497521
213	1	-13149.5	-13115.2	-34.3011	0.8390226	0.328712	0.140895	0.181357	0.166385	0.195626	0.124562	0.231189	0.173322	0.183362	0.323464	0.117477	0.152457	0.230807	0.339924	0.187887	0.318814	0.215674	0.248757	0.230247	0.104136	0.19365	0.119493	0.508141	0.0361197	0.153246	0.0580403	0.0969403	0.0580705	0.0277961	0.0800454	0.124249	0.255567	0.0183137	0.0503696	0.0452665	0.0557528	0.0702793	0.0508843	0.056233	0.179202	0.19032	0.0605423	0.286278	0.103831	0.422383	0.967207	2.50658	11.87627	0.365004	0.358331	0.0579864	0.218678	0.4065752	6.969856
