Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
1605	1	-15798	-15811.6	13.534	0.127604	0.0891307	0.0905703	0.110101	0.12368	0.0881214	0.129342	0.0709047	0.109682	0.172307	0.0816125	0.1047	0.10207	0.0898238	0.0952745	0.113451	0.123885	0.104839	0.101877	0.0751237	0.0865256	0.0946692	0.159833	0.0373448	0.021367	0.0433405	0.0292759	0.0397496	0.0234792	0.0739442	0.0344354	0.0295772	0.0326876	0.0453064	0.0301589	0.0216144	0.0338773	0.0188628	0.0292466	0.0338189	0.0260492	0.0350267	0.0512157	3.135505
1606	0	-15811.6	-15824	12.4354	0.125271	0.0931198	0.10768	0.113719	0.107372	0.076943	0.105137	0.0891779	0.109742	0.176627	0.0721288	0.0946297	0.103076	0.102281	0.108209	0.124292	0.127428	0.106562	0.110357	0.0752866	0.0884418	0.0899793	0.192824	0.0304825	0.0231184	0.0188038	0.0435345	0.0262316	0.0450076	0.0343138	0.0268824	0.0404316	0.0200131	0.0390563	0.0470322	0.0756229	0.026119	0.0574977	0.050085	0.0341829	0.0482489	0.0256776	0.0327396	3.245365
1607	1	-15801.1	-15813.8	12.6888	0.11413	0.110072	0.0890405	0.0982867	0.105879	0.0728385	0.130312	0.0967799	0.0969525	0.178895	0.0816125	0.098569	0.0991191	0.107707	0.118359	0.145073	0.132759	0.103099	0.102731	0.0840367	0.0724737	0.0811064	0.151741	0.0296433	0.0115881	0.0461994	0.02842	0.0551283	0.0317218	0.0658968	0.060053	0.0413429	0.0284798	0.0370902	0.0207868	0.0317844	0.0370663	0.021826	0.0317834	0.0484735	0.0309839	0.0466783	0.0435053	3.220026
1608	0	-15806.5	-15818.6	12.0868	0.168039	0.0931198	0.0945118	0.0765251	0.121621	0.089732	0.10663	0.0740004	0.0919174	0.172261	0.0886647	0.0927008	0.0969982	0.102707	0.12333	0.128337	0.131331	0.113467	0.132485	0.0875068	0.0835504	0.0895401	0.175472	0.0208184	0.0197323	0.0119753	0.0460291	0.0472182	0.0333099	0.0153918	0.0300048	0.0577954	0.0300978	0.0533191	0.034104	0.0869871	0.0338594	0.0418084	0.0324042	0.0254292	0.0615717	0.028935	0.0349878	3.280227
1609	1	-15802.6	-15814.5	11.9313	0.117383	0.104361	0.110094	0.112482	0.120286	0.0911613	0.128763	0.0902184	0.127221	0.176784	0.0987722	0.070432	0.0919911	0.0968762	0.10436	0.137352	0.124859	0.133141	0.117464	0.0837415	0.0992226	0.0826468	0.158034	0.0331622	0.020433	0.0415213	0.0243472	0.0383106	0.0118889	0.098156	0.0560644	0.0226988	0.0231493	0.0405998	0.021777	0.0383738	0.0363376	0.016573	0.040115	0.0409851	0.0230518	0.0416107	0.048975	3.295775
1610	0	-15810.5	-15822.5	11.9722	0.14158	0.0934464	0.0757544	0.0853242	0.104176	0.0912488	0.121608	0.0804868	0.106549	0.155042	0.0752085	0.0949288	0.0926618	0.0674571	0.119004	0.129066	0.126588	0.123846	0.1208	0.0976773	0.0906138	0.0846061	0.192554	0.0231571	0.0324234	0.0112008	0.0460291	0.0277981	0.0274515	0.0212991	0.0396826	0.075344	0.0253636	0.0410929	0.0541243	0.100833	0.0437002	0.044144	0.0391989	0.0231693	0.0588129	0.032723	0.0539141	3.29169
1611	1	-15800.4	-15813.4	12.9691	0.110487	0.109155	0.101727	0.0991157	0.108752	0.0977941	0.117059	0.0997249	0.106926	0.166269	0.078328	0.0791351	0.0883866	0.101587	0.112984	0.118642	0.139516	0.128181	0.0923142	0.097391	0.0883373	0.0810279	0.181703	0.0296292	0.0154324	0.0492278	0.0219663	0.0454248	0.0333025	0.0747238	0.0485057	0.0243635	0.0365475	0.0408734	0.0128536	0.0359005	0.0339647	0.0222296	0.032037	0.0270254	0.0214375	0.0282894	0.0537227	3.192001
1612	0	-15806.9	-15819.9	13.019	0.139532	0.0861147	0.0972603	0.0881303	0.115995	0.075285	0.119559	0.0892558	0.0784457	0.173914	0.082382	0.0741761	0.0871785	0.0786236	0.115606	0.119831	0.120734	0.121981	0.128357	0.0951776	0.107281	0.081168	0.175835	0.020894	0.0331076	0.0137599	0.0475578	0.0338846	0.0291478	0.0332032	0.0316093	0.0479967	0.0381707	0.0230477	0.0236118	0.0801361	0.0187719	0.0507655	0.0355401	0.0323244	0.0565754	0.0381361	0.0469407	3.187004
1613	1	-15794.8	-15808.3	13.5229	0.140488	0.112844	0.0908003	0.108319	0.100749	0.0805531	0.107145	0.0733832	0.0912539	0.158495	0.077653	0.0801124	0.10039	0.0963729	0.103087	0.102935	0.121303	0.120783	0.110451	0.0822725	0.0898886	0.0772559	0.176243	0.0286414	0.0219285	0.0481149	0.0256225	0.0454864	0.0274989	0.0796653	0.0410109	0.0248803	0.0240641	0.0351821	0.0228727	0.0398767	0.0432378	0.0257371	0.0356701	0.0372893	0.0403535	0.0307984	0.0559101	3.136619
1614	0	-15810.9	-15823.5	12.6926	0.137516	0.0881545	0.105353	0.0864752	0.11663	0.0721658	0.130864	0.0606321	0.0962239	0.161751	0.0692515	0.0745856	0.0808633	0.0775587	0.143541	0.117771	0.120734	0.118028	0.123818	0.0862843	0.0818435	0.0900229	0.160134	0.0229029	0.0294607	0.0295482	0.04008	0.0477648	0.049123	0.0196679	0.0213849	0.0625821	0.0363622	0.042935	0.0540647	0.0882882	0.0173774	0.0589421	0.023516	0.0290013	0.0774854	0.024024	0.044938	3.219651
1615	1	-15800.7	-15814.1	13.3785	0.122169	0.106312	0.119301	0.08526	0.116591	0.085827	0.128433	0.0776966	0.0911152	0.183574	0.0772717	0.0694964	0.101002	0.0872144	0.098004	0.131466	0.118624	0.0996292	0.11368	0.0762081	0.0952506	0.0917401	0.144165	0.0222632	0.0218586	0.053623	0.0396646	0.0537445	0.0223421	0.0738139	0.0489592	0.0255208	0.0429651	0.0547132	0.0317311	0.0224909	0.0290172	0.0155716	0.0277136	0.0345153	0.0306813	0.0361464	0.0436905	3.151057
1616	0	-15808.5	-15820.9	12.4427	0.144845	0.100916	0.106099	0.10996	0.123436	0.0721658	0.116412	0.0823711	0.108882	0.152553	0.0636017	0.0719057	0.0775495	0.0864516	0.124101	0.117771	0.126711	0.118288	0.138981	0.0742226	0.0813023	0.0900229	0.180309	0.0284032	0.0328882	0.0332247	0.0530093	0.0433851	0.0247465	0.0167237	0.0201883	0.0517206	0.0233474	0.0413525	0.0240604	0.0750613	0.0257824	0.0582205	0.0292868	0.0393221	0.0507835	0.0568218	0.0474524	3.244642
1617	1	-15802.7	-15815	12.3141	0.126149	0.111208	0.111967	0.11562	0.100984	0.0866571	0.121281	0.0821124	0.114153	0.18554	0.081931	0.0951078	0.0949163	0.0951847	0.100145	0.132541	0.135669	0.106896	0.149162	0.0718437	0.0942582	0.0910929	0.140598	0.0277071	0.0148535	0.0715875	0.0210417	0.0395508	0.02104	0.0627876	0.0559794	0.0209623	0.0187599	0.0410723	0.0308811	0.0403691	0.0339996	0.0232004	0.029648	0.0379324	0.0349626	0.0348655	0.0512776	3.257494
1618	0	-15803.9	-15817.3	13.354	0.117436	0.0901731	0.0948788	0.0834769	0.111607	0.0741228	0.126666	0.0713743	0.103221	0.173453	0.0900361	0.094691	0.108638	0.0900494	0.107023	0.115183	0.122444	0.106653	0.111341	0.0719005	0.0828967	0.0915984	0.161694	0.0151585	0.0263308	0.0175625	0.0495348	0.0396506	0.0385226	0.00936694	0.0163142	0.0599643	0.038583	0.0334302	0.0568306	0.0866586	0.0243366	0.0476895	0.0249212	0.0308442	0.0400552	0.042537	0.0546596	3.153507
1619	1	-15818.4	-15831.4	13.0445	0.128675	0.116656	0.0726057	0.094479	0.120198	0.0751151	0.148703	0.0852662	0.0989941	0.16144	0.0704585	0.0826249	0.126771	0.0872238	0.106214	0.133769	0.121564	0.122514	0.124115	0.0812134	0.0736446	0.0931872	0.190018	0.0516441	0.00930896	0.0511523	0.0374997	0.0654852	0.0124014	0.0765814	0.0301503	0.0294892	0.0236787	0.0542544	0.0212489	0.0213505	0.0270673	0.02025	0.0246829	0.0280274	0.033919	0.0251414	0.0256706	3.184454
1620	0	-15813.6	-15825.9	12.2618	0.120715	0.0933912	0.0864371	0.0878575	0.12214	0.0735023	0.126271	0.0820638	0.0983128	0.144366	0.0684598	0.0723952	0.122504	0.0998359	0.136578	0.104134	0.11618	0.13021	0.139579	0.0530468	0.0985715	0.106373	0.166961	0.0298145	0.0330074	0.015786	0.0469949	0.0189115	0.0266592	0.0267736	0.0278008	0.068755	0.0367732	0.0399646	0.0532039	0.0916025	0.032791	0.0576279	0.0200373	0.0454172	0.0667125	0.0312116	0.0429942	3.262723
1621	1	-15798.7	-15811.4	12.6302	0.120252	0.0977125	0.0849061	0.103669	0.120509	0.0848765	0.1219	0.078531	0.0908325	0.182942	0.104416	0.0791349	0.108753	0.103119	0.0987821	0.119443	0.123613	0.109968	0.125177	0.0734977	0.0959367	0.0803989	0.176617	0.0357118	0.0175147	0.0694163	0.0295723	0.0485179	0.0221301	0.0683756	0.0488185	0.0249194	0.040868	0.0327585	0.0256194	0.045711	0.0393788	0.00789853	0.0221096	0.0369643	0.0254713	0.0486969	0.0504472	3.225886
1622	0	-15813.1	-15825.4	12.2717	0.125827	0.103835	0.08139	0.0894382	0.114989	0.0803588	0.14548	0.0653501	0.10557	0.210764	0.0725011	0.0893406	0.0933655	0.105757	0.122643	0.0913939	0.142305	0.10652	0.112566	0.0793022	0.0725565	0.0899372	0.179471	0.0419688	0.035058	0.0169221	0.042017	0.0438623	0.0352953	0.0232172	0.0196455	0.0504928	0.0338529	0.0484263	0.0472976	0.0791671	0.0165591	0.0389717	0.0262865	0.0227724	0.0712562	0.0357787	0.0522304	3.261741
1623	1	-15802.7	-15814.7	11.9548	0.113899	0.113324	0.102526	0.111611	0.10167	0.0781292	0.13498	0.0711562	0.0997244	0.156706	0.0863679	0.0755174	0.0907474	0.112671	0.102322	0.131312	0.131789	0.099421	0.125101	0.085652	0.0808451	0.119817	0.166807	0.0286488	0.0294543	0.04945	0.0254485	0.0544766	0.0270496	0.100987	0.0488185	0.0295148	0.0222309	0.0428403	0.0308973	0.0318533	0.0416662	0.0205435	0.0446598	0.0356146	0.039226	0.0455043	0.0524503	3.29343
1624	0	-15809.2	-15822.2	13.0277	0.113959	0.101242	0.0812072	0.100337	0.101567	0.0876959	0.120379	0.0828422	0.0984182	0.172585	0.0837253	0.0794756	0.0917953	0.0747836	0.120411	0.104382	0.126356	0.10529	0.110985	0.0980953	0.0647105	0.0899186	0.166168	0.0524607	0.0335257	0.0269956	0.045424	0.0299727	0.0423042	0.0316146	0.0272589	0.0539738	0.0280779	0.0434799	0.0427481	0.100137	0.0285362	0.0406976	0.0258047	0.0328777	0.05575	0.0317457	0.0364215	3.186133
1625	1	-15814.8	-15827.5	12.7034	0.122558	0.103843	0.100724	0.0921376	0.109335	0.104968	0.109548	0.0810603	0.124263	0.158207	0.0890273	0.105769	0.0731669	0.101239	0.121683	0.113771	0.123202	0.08836	0.125154	0.0619616	0.0920978	0.0835132	0.161437	0.026511	0.0256263	0.0698602	0.0328945	0.0576968	0.0321002	0.073863	0.0395079	0.0428144	0.0280197	0.0449381	0.0257558	0.0639831	0.0298661	0.0108831	0.0318865	0.0394467	0.0202605	0.0332393	0.0423896	3.21857
1626	0	-15815.8	-15827.7	11.9181	0.136688	0.122507	0.111436	0.0871104	0.133505	0.065468	0.147077	0.0805088	0.110611	0.18339	0.0837253	0.0981413	0.104894	0.0786443	0.110216	0.101351	0.151638	0.106807	0.122436	0.0768687	0.0864772	0.069042	0.18842	0.0260712	0.0268985	0.010285	0.0346858	0.0198923	0.02457	0.036002	0.0378165	0.0702096	0.0404755	0.0486158	0.0427481	0.0704494	0.0332981	0.0376259	0.0327881	0.0287589	0.0591127	0.0345435	0.0252857	3.297095
1627	1	-15813.5	-15825.3	11.8221	0.114756	0.0892082	0.106542	0.0996093	0.116248	0.077301	0.133119	0.0769456	0.11737	0.140313	0.10284	0.0661734	0.108899	0.0952964	0.115122	0.141435	0.13258	0.129786	0.111826	0.0945667	0.0910503	0.073098	0.156122	0.0327641	0.0283989	0.0584802	0.0265957	0.0750553	0.0256566	0.0686322	0.0484982	0.029879	0.0232265	0.0489477	0.0309109	0.0328912	0.0260008	0.0328004	0.0363413	0.036031	0.0546676	0.0416723	0.0590429	3.3067
1628	0	-15815.5	-15828.3	12.8542	0.181438	0.0872057	0.0931981	0.0965326	0.111834	0.0809025	0.124453	0.0664248	0.0827425	0.158144	0.0864246	0.0878431	0.0950742	0.091195	0.101111	0.11545	0.0993133	0.123086	0.12672	0.0830481	0.0762232	0.0884135	0.171014	0.010327	0.0277691	0.0168297	0.0472257	0.0306419	0.0285187	0.0327955	0.041572	0.0927243	0.0298938	0.0392472	0.0355405	0.0863945	0.0219162	0.042154	0.0441382	0.0332534	0.0480839	0.033354	0.0333183	3.203487
1629	1	-15803.2	-15815.8	12.6275	0.110624	0.0970202	0.103197	0.0974518	0.115725	0.0734642	0.122006	0.0778575	0.0866771	0.178379	0.0760692	0.0726681	0.108001	0.0917584	0.104297	0.130814	0.150067	0.133967	0.109277	0.0647518	0.107947	0.0912541	0.193834	0.0211967	0.0289446	0.0650484	0.028471	0.0439352	0.0283841	0.0884509	0.0604915	0.0311975	0.0274705	0.0468147	0.0209909	0.0322052	0.028528	0.0138444	0.0280828	0.0346944	0.0262195	0.0343611	0.0397174	3.226156
1630	0	-15809.7	-15821.8	12.0485	0.130934	0.0706359	0.0892849	0.089719	0.114989	0.0984759	0.139154	0.0864047	0.0922734	0.170841	0.0867457	0.0845624	0.106016	0.100002	0.107164	0.114873	0.127416	0.110064	0.0918525	0.0750927	0.109082	0.098213	0.185468	0.0225874	0.0397781	0.030392	0.0424981	0.0340403	0.0336243	0.0175426	0.0248247	0.056392	0.0254266	0.0483871	0.0345736	0.0968323	0.0511528	0.0434491	0.023895	0.0323565	0.0690032	0.0262248	0.0518152	3.28406
1631	1	-15806.6	-15819.4	12.8124	0.134898	0.109686	0.100636	0.0951141	0.102304	0.0633717	0.133641	0.0898764	0.0927425	0.16011	0.0879434	0.0683809	0.121067	0.086119	0.131574	0.134119	0.109883	0.105614	0.114349	0.0735168	0.0754394	0.107946	0.174672	0.0409194	0.0127436	0.0477859	0.0299821	0.0505723	0.0324377	0.0866632	0.0661604	0.0255998	0.0256438	0.0386279	0.015216	0.035895	0.0356426	0.0244779	0.02904	0.037216	0.0258503	0.0312611	0.0429251	3.207665
1632	0	-15809	-15822.3	13.3205	0.141334	0.0890129	0.0994744	0.0787031	0.115125	0.107389	0.12109	0.0833777	0.0922734	0.159128	0.0805292	0.0774919	0.0993945	0.11216	0.114601	0.102005	0.14219	0.0953	0.131553	0.0856822	0.089841	0.0956346	0.168813	0.0290697	0.0293904	0.0144212	0.0509735	0.034185	0.036143	0.0270384	0.0192667	0.0415217	0.0249685	0.0413206	0.0368987	0.0836999	0.0257238	0.0324689	0.0304582	0.0183395	0.0410726	0.02381	0.0339906	3.156862
1633	1	-15804.9	-15816.9	12.0367	0.140808	0.0698526	0.0984935	0.125893	0.101834	0.0778473	0.112858	0.0642691	0.104898	0.185119	0.0950819	0.080723	0.11018	0.0959576	0.126048	0.137621	0.143673	0.111073	0.130331	0.0845867	0.0853189	0.0811979	0.174124	0.0277568	0.016015	0.0614427	0.0271324	0.0602812	0.0400127	0.0772077	0.0445682	0.0194982	0.0273266	0.0405257	0.00747996	0.0522533	0.0464299	0.0160042	0.0338218	0.0322589	0.0331219	0.0339377	0.0503742	3.285238
1634	0	-15808.8	-15822.1	13.35	0.15321	0.0798895	0.102211	0.0891555	0.100245	0.0844209	0.127242	0.077213	0.077056	0.171798	0.0935889	0.0831049	0.0951494	0.115702	0.118069	0.0876554	0.129346	0.0953	0.114677	0.0860319	0.0864618	0.0782698	0.164122	0.0204767	0.0233225	0.0118991	0.0427478	0.040719	0.0335537	0.0231497	0.0405057	0.0742404	0.0223857	0.0488686	0.0489722	0.0793537	0.023748	0.0424488	0.0204702	0.0227873	0.0511307	0.0337104	0.0395026	3.153912
1635	1	-15800.6	-15812.9	12.3132	0.129367	0.103923	0.0841937	0.11085	0.0976478	0.0848624	0.126708	0.079756	0.107022	0.147628	0.0864863	0.110571	0.0884551	0.109408	0.112039	0.139701	0.126528	0.105744	0.127068	0.0700983	0.094146	0.0909051	0.167208	0.0302112	0.0170731	0.0370642	0.0272159	0.0680636	0.0217949	0.0835368	0.0469525	0.0292446	0.0295213	0.0411312	0.0174382	0.0606863	0.040357	0.0171736	0.0301724	0.0456627	0.0246815	0.0380645	0.0512299	3.257592
1636	0	-15804.1	-15816.7	12.5447	0.146427	0.0968305	0.0954707	0.100177	0.125362	0.068851	0.112852	0.0835452	0.111685	0.147571	0.0966455	0.0811957	0.0897634	0.101955	0.109915	0.131906	0.129346	0.133242	0.119827	0.0689375	0.0777054	0.0682593	0.1756	0.017091	0.0394203	0.0158534	0.0348536	0.0258386	0.0238793	0.0231497	0.0189261	0.0611748	0.0350459	0.0421951	0.0537209	0.0900127	0.0289452	0.0527354	0.0312856	0.0284485	0.0513118	0.0443499	0.0431355	3.234443
1637	1	-15801.2	-15814.2	12.9576	0.11661	0.0968618	0.0922792	0.0996949	0.114504	0.0848624	0.129252	0.0810929	0.103114	0.170604	0.0755927	0.0693026	0.0932284	0.119012	0.0984553	0.105952	0.131073	0.116612	0.129927	0.082351	0.0993965	0.0959959	0.182069	0.0376898	0.0207415	0.0494991	0.0196713	0.0534271	0.0178461	0.0890283	0.0393047	0.0246329	0.024312	0.0413833	0.0230559	0.0487186	0.0430462	0.0129622	0.0339777	0.0297204	0.0224506	0.0456983	0.028138	3.193148
1638	0	-15802.4	-15815	12.6052	0.150063	0.10003	0.0985035	0.0966072	0.106582	0.0798624	0.125699	0.0852909	0.106163	0.160783	0.0833902	0.0870576	0.0942758	0.110583	0.113713	0.12843	0.136154	0.0907893	0.114903	0.0856797	0.0954578	0.0915997	0.176179	0.0137717	0.0285301	0.0124164	0.0497988	0.0330621	0.0188321	0.0214361	0.0169616	0.0510874	0.0307318	0.041659	0.0537209	0.076507	0.0324666	0.0345587	0.0287218	0.0342116	0.0513118	0.0405117	0.040295	3.228388
1639	1	-15800.8	-15814.2	13.3532	0.108374	0.105645	0.0957222	0.103649	0.0977078	0.0839113	0.10365	0.0896441	0.0865623	0.177954	0.0853233	0.0780515	0.108401	0.101078	0.103889	0.12418	0.129373	0.108683	0.106953	0.0793416	0.0896409	0.0713606	0.144401	0.0314614	0.0197662	0.0511776	0.040623	0.0567365	0.0371506	0.0770139	0.0533441	0.0496599	0.0279268	0.0388373	0.0167656	0.0404665	0.0372978	0.022865	0.0233731	0.0356073	0.0282334	0.0309171	0.0508706	3.153589
1640	0	-15808.3	-15820.5	12.1711	0.137525	0.094166	0.116667	0.088833	0.116985	0.0901985	0.137145	0.0710776	0.083377	0.161078	0.0811937	0.086899	0.0951519	0.0997418	0.106658	0.0927147	0.140813	0.116376	0.122245	0.0845719	0.0878788	0.0899549	0.173552	0.0245231	0.0347603	0.0236333	0.0576565	0.011185	0.0258427	0.0317479	0.0218586	0.0573208	0.0449292	0.0439144	0.0573612	0.0987503	0.0286741	0.0488127	0.0228812	0.0386945	0.0421136	0.0296984	0.0526404	3.271801
1641	1	-15803.9	-15817.3	13.3727	0.126561	0.102516	0.085484	0.0935042	0.109992	0.0780762	0.116578	0.0738131	0.107925	0.160264	0.0860208	0.07341	0.11112	0.0927483	0.101339	0.141094	0.110308	0.114724	0.121653	0.0743539	0.0967672	0.0678553	0.186844	0.0258654	0.0158026	0.0586005	0.0209454	0.0772334	0.0258895	0.0582924	0.0423681	0.0124912	0.0285884	0.045185	0.0298013	0.0331415	0.0346119	0.0364667	0.0250431	0.0286186	0.0315328	0.0346772	0.0535291	3.151636
1642	0	-15803.6	-15816.7	13.0673	0.119031	0.0867415	0.106871	0.0933332	0.119932	0.0864648	0.0973173	0.0815357	0.0822129	0.160717	0.0855211	0.0774726	0.102028	0.0849142	0.104512	0.129328	0.126329	0.100623	0.12981	0.0943063	0.0982388	0.0766045	0.175828	0.0298036	0.0254722	0.0170134	0.0328601	0.0346845	0.0255717	0.02741	0.0341856	0.064234	0.0320122	0.03546	0.0395975	0.0949497	0.0308093	0.0394211	0.026011	0.0404546	0.0471559	0.037577	0.0478209	3.182177
1643	1	-15810.9	-15823.6	12.7651	0.136663	0.111009	0.0916406	0.0976631	0.130236	0.0705812	0.105381	0.0667898	0.10812	0.16114	0.0823043	0.0912252	0.100569	0.0794628	0.0785819	0.146641	0.141683	0.109552	0.132738	0.0721591	0.0866256	0.0983416	0.180306	0.0262351	0.0208329	0.033831	0.0380254	0.0512156	0.0233992	0.0916573	0.0455718	0.0204365	0.0170854	0.0530347	0.0293599	0.0352707	0.04223	0.0197901	0.0346059	0.0164729	0.0433038	0.0403831	0.050246	3.212401
1644	0	-15809.4	-15823	13.6217	0.134321	0.0867415	0.102793	0.0907728	0.111027	0.0564032	0.119796	0.0819432	0.102395	0.156454	0.0859567	0.068992	0.0866582	0.0771442	0.117766	0.132551	0.137418	0.127702	0.12533	0.0906809	0.0828603	0.0712108	0.161691	0.0375557	0.0383908	0.025463	0.0351586	0.0216319	0.0223296	0.0291518	0.0171799	0.0480076	0.0251739	0.0312635	0.0321739	0.0706102	0.0246394	0.0436974	0.0262476	0.0153397	0.0644824	0.0487173	0.0609173	3.12674
1645	1	-15806.8	-15818.7	11.8763	0.148137	0.118375	0.0847428	0.109319	0.106005	0.101823	0.109755	0.10965	0.10095	0.179105	0.069588	0.100567	0.100569	0.113149	0.0963703	0.117295	0.120011	0.108772	0.141913	0.0821332	0.0780213	0.0828872	0.176106	0.0240296	0.0246219	0.0502288	0.0182857	0.0500847	0.0194129	0.0876772	0.0482358	0.0334189	0.0339766	0.0444983	0.0350127	0.0280302	0.0337807	0.0212358	0.0238087	0.0381531	0.0274512	0.0352552	0.0688406	3.301283
1646	0	-15809.9	-15823.1	13.1352	0.15402	0.107393	0.106351	0.0754183	0.103429	0.0743265	0.114212	0.0828023	0.102395	0.152784	0.0772791	0.115103	0.0755764	0.101121	0.113963	0.126419	0.126393	0.0983201	0.121305	0.0723521	0.100154	0.0907641	0.155941	0.0155211	0.0350292	0.0210924	0.0424297	0.0320411	0.0291188	0.0228549	0.0326954	0.0569859	0.0369855	0.0374053	0.0255123	0.0794158	0.0248121	0.0414333	0.0233634	0.0468814	0.0471747	0.0368421	0.0399691	3.175384
1647	1	-15807.5	-15819.6	12.1116	0.133212	0.118298	0.120285	0.117222	0.0983671	0.078288	0.166221	0.0772597	0.0887351	0.163709	0.0862066	0.082617	0.0913255	0.078959	0.126642	0.116599	0.148651	0.10553	0.1261	0.0648976	0.0859464	0.0881623	0.155349	0.031225	0.029197	0.0502288	0.0240618	0.0617716	0.0196877	0.0610794	0.0468811	0.0200885	0.0249585	0.0429554	0.0350127	0.0432853	0.0445877	0.0205871	0.0397797	0.0333239	0.0501861	0.0314314	0.0488357	3.277745
1648	0	-15808	-15819.9	11.908	0.151546	0.120272	0.111128	0.0912675	0.117953	0.0842112	0.123561	0.0833221	0.0960496	0.156172	0.0757973	0.0886651	0.0902175	0.102917	0.102513	0.12598	0.129921	0.117749	0.118007	0.0998977	0.0895708	0.0756435	0.166534	0.0311257	0.0524012	0.014417	0.0501387	0.0323962	0.0299696	0.0174496	0.0216863	0.0569812	0.0335847	0.0482162	0.0401295	0.100668	0.0362251	0.0414333	0.0207292	0.0176357	0.0557833	0.0321101	0.0461349	3.29811
1649	1	-15805.3	-15817.7	12.4105	0.123691	0.120042	0.090315	0.093564	0.113149	0.0976776	0.12859	0.0784185	0.113877	0.189884	0.0841016	0.0958538	0.11712	0.102899	0.113389	0.120667	0.129209	0.0954938	0.132156	0.061941	0.0819302	0.0819482	0.178577	0.041237	0.00730634	0.0463999	0.0254384	0.0633108	0.0289447	0.0669242	0.0522256	0.0158107	0.0135057	0.04913	0.0175255	0.050807	0.0409813	0.0293121	0.037432	0.0317052	0.0258889	0.0228203	0.0366592	3.24786
1650	0	-15804	-15817.6	13.5729	0.118061	0.104096	0.110095	0.0964059	0.104667	0.0785743	0.11722	0.0794036	0.0853704	0.190843	0.0939727	0.0625706	0.0900708	0.086883	0.0975191	0.123207	0.110006	0.115508	0.111857	0.0710744	0.10365	0.0824169	0.160411	0.0202853	0.0317631	0.0153752	0.0463012	0.0330736	0.0295952	0.027582	0.0175815	0.052484	0.0358691	0.0415053	0.0393519	0.0759645	0.0310885	0.0342082	0.0216125	0.0350112	0.0653965	0.039917	0.0437741	3.131622
1651	1	-15806.7	-15820.1	13.3756	0.102238	0.0951701	0.0918416	0.10026	0.121514	0.0554681	0.124897	0.0785787	0.0941966	0.156142	0.0890732	0.0958538	0.0938681	0.0863358	0.0945669	0.106754	0.123301	0.12595	0.136819	0.0814455	0.0885108	0.0940453	0.17632	0.0331051	0.0130945	0.0582782	0.0256688	0.0510637	0.0187396	0.0802153	0.0511303	0.0188653	0.0363273	0.0566376	0.0248326	0.0340141	0.0310445	0.0283778	0.0263944	0.044084	0.028594	0.0256505	0.0520843	3.15135
1652	0	-15802.2	-15814.9	12.67	0.144941	0.0904562	0.121597	0.0875839	0.10942	0.0714311	0.11802	0.0694356	0.102746	0.178548	0.0858438	0.060323	0.105437	0.0911537	0.1086	0.106366	0.148902	0.116908	0.12955	0.0801948	0.0794925	0.088603	0.159574	0.0247257	0.0223601	0.017874	0.0445596	0.0303866	0.0439775	0.0246652	0.0317018	0.0434852	0.0238381	0.0354626	0.0407073	0.0954931	0.0349471	0.0357479	0.0307174	0.0336907	0.0674263	0.0400978	0.0449147	3.221905
1653	1	-15803.8	-15816.4	12.6271	0.131594	0.0998381	0.092202	0.0990597	0.0972276	0.0751101	0.132209	0.0817437	0.113609	0.177372	0.0720033	0.0974041	0.0823938	0.0945194	0.112062	0.114241	0.105118	0.119227	0.117379	0.0706018	0.105135	0.0849543	0.17632	0.036716	0.0308375	0.0573134	0.028166	0.0350934	0.0145344	0.0803694	0.0412934	0.0307189	0.0335333	0.0553099	0.0212574	0.044824	0.0430035	0.0237803	0.0305494	0.0430903	0.0416475	0.0427284	0.0401094	3.226197
1654	0	-15804.6	-15818.2	13.6237	0.144334	0.0908987	0.0835925	0.0916207	0.102235	0.0700885	0.122225	0.0828335	0.08197	0.160534	0.0899767	0.060323	0.107318	0.0878108	0.107191	0.089552	0.145153	0.101021	0.1312	0.0662944	0.101487	0.0840687	0.15845	0.03014	0.0248185	0.0146888	0.0498507	0.0212199	0.0382875	0.0253778	0.0245027	0.0670647	0.0238163	0.029373	0.0381782	0.102361	0.0335367	0.0554461	0.0272172	0.033907	0.0394798	0.0403567	0.0467423	3.126542
1655	1	-15813.6	-15825.9	12.2933	0.16375	0.12733	0.0966735	0.117939	0.135511	0.0895067	0.1329	0.0800028	0.103731	0.157188	0.0612958	0.102969	0.0914347	0.101122	0.100439	0.142516	0.0996557	0.0894639	0.0912669	0.0819358	0.0845475	0.0815533	0.177708	0.0304814	0.0160648	0.0546868	0.0351507	0.0622703	0.0310266	0.0816204	0.0370364	0.0223381	0.0264666	0.0398681	0.0288477	0.0519353	0.019408	0.0237803	0.0340628	0.0418352	0.039863	0.0257588	0.0466395	3.259579
