Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	pi[1]	pi[2]	pi[3]	pi[4]	TreeLengths
100	-15381.6	-15396.1	14.4778	0.109216	0.0986202	0.0977823	0.109818	0.104949	0.0747098	0.160255	0.0907426	0.0986357	0.170242	0.0812282	0.0849917	0.114695	0.106421	0.0882898	0.15235	0.132622	0.109543	0.100725	0.088948	0.0987717	0.0803132	0.149595	0.0163637	0.0324511	0.0345758	0.0301977	0.056289	0.0447494	0.0417118	0.0434472	0.0273643	0.0984204	0.0105756	0.0151703	0.0574587	0.0321148	0.0306512	0.0447325	0.0482154	0.0258187	0.0205999	0.00593172	0.219801	0.290621	0.103434	0.386143	3.220304
110	-15384.9	-15400.3	15.4446	0.157619	0.0864799	0.0977823	0.101383	0.11542	0.100538	0.125369	0.0593512	0.115064	0.145839	0.0848838	0.0937857	0.0865086	0.114568	0.0903696	0.122416	0.114518	0.131674	0.104462	0.0861679	0.0987717	0.0634846	0.15115	0.0187077	0.0465168	0.0450459	0.0322301	0.0361657	0.0386137	0.0319656	0.0377004	0.0139343	0.073383	0.0173055	0.0236165	0.0445081	0.0304818	0.0215719	0.0529526	0.048776	0.0249869	0.0240665	0.0134892	0.215127	0.305708	0.101234	0.377931	3.123624
120	-15373.8	-15388.8	15.0029	0.121149	0.10091	0.0893314	0.0943334	0.106825	0.0898093	0.146354	0.0834398	0.105472	0.162169	0.0831405	0.0680167	0.0901845	0.0810746	0.0998683	0.120269	0.115631	0.139651	0.120641	0.0833727	0.095413	0.0741164	0.182893	0.0147628	0.0361357	0.0514176	0.0385136	0.0385711	0.0403003	0.0452305	0.0394617	0.0269755	0.0628617	0.026552	0.0343096	0.0291397	0.0403751	0.0240424	0.0450852	0.0417389	0.0330251	0.0326978	0.0125374	0.214678	0.28855	0.104954	0.391818	3.167799
130	-15373.4	-15389.2	15.8303	0.147091	0.0821017	0.103674	0.107118	0.111746	0.0871085	0.104533	0.0840048	0.0953656	0.172313	0.0637505	0.0692345	0.103288	0.105274	0.0998683	0.13496	0.116244	0.0854353	0.13033	0.0818901	0.0836418	0.0944246	0.160508	0.0251735	0.0260321	0.0441417	0.0258993	0.0348858	0.0388284	0.0403281	0.0268635	0.0251647	0.0793097	0.0189595	0.0180288	0.0476903	0.0305061	0.0183784	0.0388638	0.0463719	0.0293525	0.0312119	0.0151606	0.210364	0.285859	0.102844	0.400933	3.085057
140	-15379.2	-15393.5	14.2863	0.122422	0.0934003	0.113847	0.115344	0.0942119	0.0802108	0.132133	0.0863267	0.0928019	0.199889	0.0777527	0.0790992	0.108181	0.0895225	0.107361	0.115333	0.112361	0.135568	0.123709	0.0682268	0.0841211	0.0734752	0.18834	0.0464759	0.0287046	0.0403813	0.0321188	0.0374932	0.0322762	0.0699735	0.0428837	0.0256024	0.0863851	0.0138322	0.0275516	0.0517192	0.0199179	0.0145442	0.0255966	0.0619732	0.037096	0.0319785	0.0193157	0.219472	0.282561	0.101658	0.396308	3.239457
150	-15372.1	-15387.5	15.3881	0.122422	0.119034	0.098243	0.116627	0.11261	0.0901928	0.110868	0.0878192	0.0934532	0.186879	0.0765063	0.0864072	0.087819	0.0811695	0.111279	0.122157	0.129515	0.109574	0.0962927	0.0641027	0.0711075	0.0763702	0.169428	0.0203131	0.0336814	0.0440541	0.0253087	0.0403941	0.0530238	0.0470711	0.0467495	0.028392	0.0799719	0.0119436	0.0359972	0.0471673	0.0209562	0.0145988	0.0391052	0.0387738	0.0340637	0.0200442	0.0277912	0.223485	0.281108	0.101135	0.394271	3.129276
160	-15367.9	-15382.2	14.3249	0.136101	0.105044	0.111048	0.0994702	0.115679	0.0981788	0.117062	0.0812747	0.0895913	0.1658	0.0781523	0.0732353	0.102695	0.0963976	0.123668	0.131099	0.142507	0.1126	0.136857	0.0761676	0.092314	0.0787133	0.164681	0.0243883	0.0362513	0.0518232	0.0427337	0.0387377	0.0384166	0.0431419	0.0444826	0.0206298	0.0799719	0.0165066	0.0252865	0.0522814	0.0258569	0.0130818	0.0328634	0.0483721	0.023754	0.0249547	0.0237266	0.226655	0.300261	0.108026	0.365058	3.235599
170	-15377.3	-15392	14.726	0.145553	0.105044	0.103151	0.0948205	0.106626	0.0660151	0.117533	0.0787963	0.0895913	0.181875	0.0760693	0.0744177	0.0870069	0.0972748	0.0955942	0.143189	0.14778	0.100789	0.105097	0.0757477	0.0938379	0.100104	0.161033	0.0320989	0.0292844	0.0491362	0.0271117	0.033126	0.0360738	0.0475424	0.0470416	0.0253088	0.0902967	0.0310796	0.0252865	0.0645436	0.0332916	0.00960689	0.0565909	0.0439515	0.0297859	0.0250431	0.0123347	0.228392	0.302562	0.101191	0.367856	3.19548
180	-15381.2	-15395.4	14.2143	0.146236	0.123827	0.104749	0.0922212	0.103976	0.081843	0.117266	0.0859998	0.101134	0.176861	0.0747574	0.0775613	0.0934421	0.0714754	0.110514	0.139587	0.117099	0.120205	0.105377	0.080322	0.0974557	0.0914066	0.178761	0.0205915	0.0376625	0.0544032	0.0409486	0.0398237	0.029902	0.0436124	0.0478281	0.0318715	0.0972349	0.034907	0.0205188	0.0556885	0.032869	0.0249297	0.0425779	0.0296316	0.025089	0.0234957	0.02099	0.233014	0.283526	0.108159	0.375301	3.246652
190	-15380.3	-15394.8	14.4929	0.129225	0.121775	0.109151	0.0970526	0.113275	0.101006	0.125228	0.0850459	0.0964561	0.176861	0.0976933	0.0870525	0.0936539	0.0900465	0.110514	0.139582	0.120224	0.131759	0.122708	0.0715206	0.0849219	0.0903738	0.160196	0.0316621	0.0367846	0.0428404	0.023182	0.0365234	0.0237295	0.0734985	0.034911	0.0219349	0.0787725	0.0239682	0.0214253	0.0342058	0.0195984	0.0087259	0.0377952	0.0369346	0.0218348	0.0378289	0.0173115	0.23101	0.28969	0.107228	0.372072	3.21879
200	-15378.1	-15392.8	14.6937	0.112397	0.113377	0.112924	0.108507	0.118154	0.0731971	0.118221	0.0797551	0.0922244	0.187814	0.070603	0.0804723	0.0891823	0.103443	0.112693	0.140022	0.130719	0.0949898	0.119292	0.0734162	0.092058	0.0861706	0.144829	0.0233184	0.0318229	0.0562593	0.0288405	0.0396986	0.0421052	0.0639011	0.0527971	0.0182929	0.0773046	0.0302706	0.0327595	0.0267146	0.0342271	0.0241047	0.0429178	0.0373712	0.0359388	0.0328678	0.0127376	0.203351	0.299596	0.0930914	0.403962	3.198712
210	-15373.9	-15388.8	14.9153	0.135404	0.094755	0.0803637	0.114693	0.119163	0.0826219	0.129112	0.0814524	0.101276	0.167935	0.0876672	0.0886274	0.080068	0.0888756	0.115593	0.119097	0.140716	0.126759	0.129552	0.0701418	0.0805903	0.0785228	0.160239	0.0284773	0.0394072	0.034946	0.0199829	0.0440824	0.0284497	0.0546584	0.0316223	0.0206402	0.0810307	0.0403845	0.0412203	0.0477363	0.024803	0.0120938	0.028207	0.0392423	0.0394801	0.0187555	0.0281129	0.212764	0.294162	0.0964402	0.396634	3.176556
220	-15374.6	-15389.9	15.2434	0.117324	0.106827	0.0929985	0.122526	0.117872	0.0788909	0.138278	0.0752189	0.0831988	0.168742	0.0760193	0.0946914	0.0934892	0.0889844	0.100764	0.116035	0.135943	0.123136	0.0962092	0.0850714	0.106456	0.0730247	0.176315	0.0224585	0.039686	0.0681413	0.0198301	0.0403355	0.0333973	0.0381434	0.0332983	0.0292412	0.090087	0.0220234	0.0234504	0.0409919	0.0226949	0.00748542	0.0211166	0.0453479	0.0333468	0.030371	0.0142869	0.200407	0.299297	0.107514	0.392782	3.143747
230	-15381.2	-15395.6	14.4569	0.110626	0.129385	0.0995337	0.0846976	0.105055	0.0951586	0.108598	0.0833161	0.090174	0.172186	0.079408	0.0706764	0.103634	0.0947375	0.105022	0.134544	0.142311	0.127862	0.134716	0.0679156	0.0776601	0.0693469	0.176315	0.0152161	0.039686	0.0445588	0.0208757	0.0309251	0.0393347	0.0681881	0.0439416	0.0322227	0.0935395	0.00975842	0.0269905	0.0409356	0.0343471	0.0214612	0.0502478	0.0489975	0.0532724	0.0265145	0.0184974	0.227762	0.291511	0.105703	0.375024	3.222391
240	-15367.8	-15382.9	15.0766	0.126066	0.111886	0.104581	0.0841133	0.105815	0.0793956	0.108317	0.0652424	0.090174	0.171361	0.079408	0.0845662	0.105664	0.0870395	0.0883737	0.14011	0.133955	0.10853	0.111421	0.0783045	0.0993446	0.105267	0.176116	0.0257622	0.0440719	0.0437963	0.0346307	0.0300497	0.0318929	0.0555419	0.0369658	0.021452	0.0958743	0.0231232	0.026036	0.0493607	0.0237831	0.0178633	0.0330432	0.0467796	0.0322709	0.030747	0.0123273	0.228333	0.292241	0.103461	0.375964	3.160421
250	-15372.2	-15386.9	14.7642	0.112124	0.09944	0.113787	0.0949988	0.10079	0.087455	0.130811	0.0727375	0.100033	0.151543	0.0924852	0.0825912	0.0918538	0.0796733	0.116943	0.137815	0.133955	0.129086	0.109255	0.0919663	0.080126	0.0781706	0.164629	0.0367494	0.0288713	0.0556412	0.0364305	0.0417472	0.0398911	0.0408517	0.0394018	0.0315501	0.0635716	0.0221769	0.0289287	0.0408778	0.0323265	0.0378345	0.0468665	0.0328323	0.0284752	0.0351001	0.019274	0.226144	0.295103	0.0991075	0.379646	3.191667
260	-15374.9	-15390.1	15.2129	0.119838	0.100514	0.0856849	0.123249	0.112581	0.087455	0.136939	0.0809847	0.0842388	0.149544	0.0721394	0.0861194	0.0917248	0.0921753	0.094596	0.140929	0.119594	0.134177	0.115855	0.0675681	0.0855095	0.0725659	0.140679	0.0198299	0.0318844	0.0507017	0.0242875	0.0414482	0.0572276	0.0385476	0.0447368	0.0379033	0.0775291	0.0282733	0.0387461	0.0441253	0.0224047	0.0324425	0.0340093	0.0439466	0.0306764	0.0356284	0.0177815	0.213911	0.314955	0.0975302	0.373604	3.146791
270	-15371.8	-15386.5	14.6905	0.12712	0.10289	0.102541	0.111268	0.100826	0.0721902	0.129408	0.0829274	0.100941	0.185871	0.0859333	0.0958952	0.0891861	0.111929	0.102435	0.114079	0.146624	0.117795	0.135157	0.0815943	0.0858092	0.0864086	0.128185	0.0244667	0.0352206	0.051657	0.0327188	0.0383206	0.0348616	0.0534202	0.0294292	0.027863	0.0725568	0.0266908	0.0214956	0.0457656	0.0310632	0.0312494	0.0308804	0.0410617	0.0234716	0.0229659	0.0268637	0.212896	0.313461	0.101811	0.371831	3.199035
280	-15372.3	-15388.2	15.8983	0.108385	0.0888312	0.100624	0.095938	0.122189	0.0702223	0.123599	0.0832676	0.109361	0.159976	0.0679527	0.0855286	0.109173	0.0841782	0.102064	0.127028	0.142061	0.109348	0.11137	0.0755081	0.077567	0.0916097	0.168985	0.0185638	0.037076	0.0473837	0.0368823	0.0236147	0.0276956	0.0546591	0.041201	0.0130561	0.0728057	0.0297847	0.0325082	0.0476378	0.00840632	0.0161567	0.0368872	0.0391605	0.0242938	0.0367612	0.0189498	0.219095	0.299878	0.0983694	0.382658	3.078249
290	-15373.5	-15388.3	14.7497	0.128367	0.0964314	0.0966227	0.108042	0.111075	0.0809997	0.138939	0.0741037	0.0832694	0.163933	0.0765271	0.108038	0.0929705	0.101458	0.102926	0.123352	0.120184	0.117332	0.125152	0.0840551	0.0908524	0.0648147	0.15892	0.0350357	0.0381156	0.0489047	0.0258171	0.0513438	0.0304491	0.04659	0.0429685	0.0124192	0.0871527	0.00936319	0.0407121	0.0585127	0.0119944	0.0257206	0.0378637	0.0507505	0.0437187	0.0307787	0.0165405	0.219095	0.299878	0.0983694	0.382658	3.193118
300	-15378.9	-15394.7	15.8102	0.119187	0.102539	0.0703099	0.0789868	0.115353	0.0824347	0.117138	0.0864475	0.0819071	0.152987	0.0781575	0.0780736	0.095161	0.104427	0.0909638	0.129978	0.126022	0.103288	0.115829	0.101491	0.0863761	0.0758474	0.184424	0.0145172	0.031471	0.0499933	0.0238724	0.0495526	0.0374416	0.0636836	0.0327136	0.0245977	0.0783014	0.0135746	0.0339223	0.0481795	0.0358723	0.0125225	0.0277427	0.0548616	0.0295391	0.0306378	0.0167382	0.204214	0.305593	0.100244	0.38995	3.087063
310	-15368	-15383.6	15.5591	0.116108	0.107282	0.104357	0.090572	0.0995604	0.0927817	0.13426	0.0837009	0.10337	0.173084	0.0792933	0.0824921	0.0956074	0.0942533	0.100696	0.121022	0.112171	0.116443	0.112147	0.0668037	0.0977927	0.0891328	0.164001	0.0205611	0.0428472	0.0572312	0.0214897	0.0482894	0.0343916	0.0536907	0.0331995	0.0202	0.0855489	0.00895047	0.0360639	0.0319549	0.0228571	0.0257675	0.0263154	0.0388314	0.0233628	0.0269574	0.0167361	0.203063	0.306034	0.100389	0.390514	3.112178
320	-15373	-15389	15.9927	0.114198	0.0858426	0.0997546	0.124759	0.113839	0.0832297	0.132662	0.0715864	0.0945519	0.157031	0.0710278	0.0809904	0.100221	0.0995663	0.109616	0.141994	0.118263	0.105983	0.099342	0.070636	0.0805447	0.0838493	0.158052	0.0164262	0.0431694	0.0478104	0.0260872	0.0412171	0.0347081	0.0607926	0.038347	0.0241187	0.0703362	0.0130031	0.034325	0.0337816	0.0147769	0.0181932	0.0244719	0.035588	0.0358261	0.0457279	0.0125679	0.201749	0.304054	0.10621	0.387986	3.068814
330	-15371.4	-15386.8	15.4054	0.145477	0.0935595	0.0997355	0.0893219	0.126447	0.101664	0.120143	0.0650804	0.111098	0.167775	0.0662072	0.0757599	0.0847916	0.0991296	0.113872	0.121484	0.127315	0.104943	0.122528	0.0768622	0.0877241	0.0916904	0.168398	0.0202219	0.0292807	0.0373851	0.0262731	0.0443869	0.0284207	0.0481542	0.0231133	0.025357	0.0707091	0.0193804	0.0297688	0.0498187	0.0124604	0.0272042	0.0456861	0.0410557	0.0454546	0.0319846	0.0104263	0.213716	0.299496	0.104618	0.38217	3.127549
340	-15368.9	-15384.2	15.2859	0.136208	0.0955143	0.0895657	0.0930574	0.103366	0.0767555	0.135376	0.0754069	0.0952211	0.153393	0.0918964	0.0803734	0.113483	0.094802	0.131168	0.122292	0.125241	0.11917	0.119724	0.0768622	0.10248	0.0850035	0.172401	0.0259845	0.0306157	0.0515568	0.0269016	0.0325233	0.0422798	0.0426058	0.0300036	0.0171337	0.0902541	0.0187819	0.0290587	0.0568064	0.0146127	0.0156337	0.0386033	0.0318548	0.0294483	0.0173132	0.00875745	0.213716	0.299496	0.104618	0.38217	3.139489
350	-15379.1	-15394.2	15.1557	0.127837	0.0900672	0.0864983	0.121976	0.0936186	0.0996382	0.126818	0.0787172	0.0837234	0.180262	0.09526	0.0689508	0.109138	0.104225	0.109151	0.10602	0.131881	0.127498	0.138144	0.0587303	0.0899265	0.0760291	0.173852	0.0352779	0.0321206	0.0417687	0.0333859	0.0386514	0.0175569	0.0548533	0.042433	0.0136339	0.0881333	0.0209009	0.0290587	0.0495078	0.0289925	0.0196477	0.0316095	0.0455153	0.0219611	0.0227177	0.00682977	0.213716	0.299496	0.104618	0.38217	3.152519
360	-15374.7	-15389.7	15	0.127837	0.0909585	0.104306	0.0955792	0.119522	0.0725677	0.130742	0.098389	0.0974467	0.14342	0.080072	0.0724154	0.106839	0.0972482	0.104252	0.140752	0.131952	0.12154	0.115928	0.0796959	0.107716	0.0671415	0.170368	0.0256943	0.0379904	0.0556829	0.0274782	0.0357288	0.0440371	0.0456453	0.0410422	0.0257457	0.0540725	0.0216601	0.0345652	0.0437842	0.0392189	0.0340063	0.0324842	0.0345601	0.0283515	0.0256536	0.00399207	0.213716	0.299496	0.104618	0.38217	3.168081
370	-15382.2	-15396.9	14.7619	0.14428	0.083079	0.0934894	0.0774179	0.118291	0.0875123	0.124789	0.0719138	0.0968497	0.209465	0.0683601	0.0853345	0.103471	0.0811754	0.12572	0.122312	0.126891	0.125826	0.127677	0.0870107	0.0867925	0.0757519	0.157858	0.0169211	0.0413471	0.0651373	0.0331264	0.0535248	0.0339363	0.046728	0.0236477	0.0265441	0.0500889	0.0192925	0.0405839	0.0441759	0.00775356	0.0322325	0.0512493	0.0501067	0.0313447	0.0194945	0.0233923	0.214232	0.300218	0.10487	0.380681	3.191894
380	-15379.9	-15395.3	15.3763	0.117986	0.0906219	0.0868282	0.103613	0.102652	0.082666	0.108319	0.0845356	0.0813489	0.197876	0.0993029	0.0619609	0.111134	0.109835	0.112257	0.11532	0.116237	0.10277	0.118641	0.0786627	0.0727082	0.0897637	0.182901	0.0266693	0.0197733	0.0581927	0.0238925	0.0387444	0.0429147	0.0515543	0.0410595	0.0203699	0.0828827	0.0247091	0.0483197	0.0466453	0.0212469	0.0290871	0.031498	0.0309426	0.0137799	0.0251506	0.0250845	0.215767	0.295203	0.105622	0.383409	3.130456
390	-15373.4	-15388.6	15.1746	0.108217	0.0972049	0.0962538	0.10219	0.11236	0.0820967	0.130834	0.0820534	0.0795822	0.187462	0.0894258	0.0794436	0.0964394	0.074509	0.0993363	0.124941	0.116237	0.13571	0.134655	0.0875511	0.080913	0.0878723	0.152783	0.0396469	0.0341171	0.0566663	0.0381325	0.0356964	0.0386155	0.0442011	0.0415164	0.0253225	0.0825594	0.0274379	0.0294648	0.0426302	0.01453	0.0120137	0.036109	0.036854	0.0388897	0.0128487	0.0253047	0.215493	0.294828	0.106758	0.382922	3.150627
400	-15371.3	-15386.8	15.4534	0.106779	0.0893968	0.0962538	0.102578	0.102674	0.0695044	0.130834	0.0723665	0.088713	0.176616	0.077482	0.0867848	0.118184	0.091825	0.114293	0.161438	0.105703	0.110947	0.112522	0.0798717	0.0981816	0.0734818	0.163673	0.0318861	0.0314019	0.0540828	0.0205275	0.0383807	0.0320941	0.0461379	0.0436249	0.024498	0.0660994	0.0221157	0.0229966	0.0305944	0.0290104	0.0207903	0.0418895	0.0389642	0.0383425	0.0303762	0.0288237	0.215493	0.294828	0.106758	0.382922	3.12274
410	-15374.7	-15389.3	14.6792	0.135986	0.0985452	0.09281	0.0984635	0.0914769	0.0732552	0.123668	0.0691795	0.103328	0.159813	0.0854831	0.0885166	0.0795674	0.10474	0.117481	0.126776	0.140201	0.129676	0.113944	0.06816	0.0955378	0.0784244	0.169374	0.023104	0.0331591	0.0464635	0.0331406	0.0546404	0.0580392	0.0500047	0.0436249	0.0211831	0.0754758	0.0319597	0.0387107	0.0464058	0.0413664	0.00683905	0.0334656	0.0410209	0.025729	0.0298632	0.0215643	0.215493	0.294828	0.106758	0.382922	3.200167
420	-15367.3	-15382.2	14.854	0.123287	0.0971663	0.0899683	0.121801	0.106307	0.0848754	0.108197	0.0784885	0.115422	0.187994	0.0787224	0.0764714	0.104007	0.108275	0.119849	0.106069	0.131298	0.109867	0.117439	0.0891292	0.0862689	0.0802901	0.156224	0.028977	0.0286358	0.0493061	0.0257641	0.0395306	0.0416515	0.0478484	0.0366107	0.0251665	0.064509	0.0188398	0.0311889	0.0408542	0.0201538	0.0191327	0.0404174	0.0635283	0.032704	0.0283399	0.0221088	0.222002	0.293428	0.103467	0.381103	3.182684
430	-15375.3	-15391.8	16.5429	0.10465	0.0733442	0.0949197	0.0918438	0.103469	0.0826647	0.128965	0.0818056	0.0943628	0.144051	0.0871396	0.0794733	0.10143	0.0991709	0.111068	0.129544	0.0957039	0.103668	0.124529	0.0822038	0.0956272	0.0840665	0.137678	0.024592	0.0212385	0.0584363	0.0345925	0.0282389	0.0378003	0.0370236	0.0353482	0.0245234	0.0696775	0.0231327	0.0248938	0.0574444	0.0274353	0.0193769	0.0278237	0.0425403	0.0421316	0.0260822	0.0200827	0.225267	0.297743	0.103108	0.373882	3.013793
440	-15385.7	-15400.8	15.1522	0.0950927	0.13316	0.0949197	0.100951	0.104802	0.081833	0.140905	0.079264	0.0893907	0.165695	0.0579861	0.0841532	0.102939	0.0827638	0.116867	0.1232	0.118592	0.124499	0.121751	0.0816566	0.0925044	0.0840665	0.145292	0.0258752	0.0244281	0.0622314	0.0268859	0.0473954	0.0292602	0.0253131	0.0398667	0.0257152	0.0634081	0.0197399	0.0349933	0.0528514	0.0360863	0.0205772	0.0517959	0.0488675	0.0330836	0.0535372	0.00867126	0.211925	0.309998	0.107352	0.370725	3.152867
