Iteration	Posterior	Likelihood	Prior	alpha	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TreeLengths
1970	-13161.7	-13129.4	-32.284	0.666411	0.243133	0.106177	0.181548	0.145636	0.218776	0.14597	0.263719	0.129271	0.132359	0.323293	0.172077	0.122346	0.217994	0.175262	0.168674	0.347619	0.286395	0.273231	0.188436	0.114877	0.17359	0.0665041	0.452133	0.0983323	0.0166196	0.0754218	0.0360867	0.00842818	0.0800233	0.127694	0.0620933	0.273318	0.111785	0.247889	0.0949454	0.0394356	0.100912	0.0102804	0.0858681	0.124629	0.154413	0.0523048	0.0836665	0.0332299	0.331126	0.0703919	0.0192466	0.495968	0.050038	0.0670332	0.347241	0.911756	2.67397	0.345917	0.379946	0.0697861	0.204351	0.3097765	6.533167
1980	-13146.9	-13103.5	-43.3974	0.8717473	0.398327	0.158398	0.293047	0.149296	0.265728	0.166895	0.282261	0.146058	0.167088	0.411189	0.119384	0.157897	0.280179	0.235983	0.231151	0.31589	0.281076	0.300887	0.228247	0.114877	0.194719	0.119911	0.564535	0.084572	0.0187122	0.0337515	0.106794	0.0296481	0.0818508	0.177749	0.038561	0.196635	0.0482371	0.25656	0.077183	0.0238705	0.0638232	0.0480356	0.120174	0.23504	0.211256	0.0641778	0.144852	0.0326691	0.287064	0.0563266	0.0149093	0.555054	0.0539774	0.110709	0.434493	0.975011	2.47979	0.351915	0.362344	0.0791988	0.206542	0.3700146	7.644505
1990	-13157.3	-13115.8	-41.5311	0.7323048	0.32836	0.177797	0.232218	0.15063	0.229639	0.192527	0.301251	0.206366	0.140171	0.34454	0.175695	0.169519	0.206	0.29152	0.175867	0.31057	0.323901	0.254992	0.315558	0.0761952	0.167624	0.175041	0.529394	0.0723825	0.0952392	0.0434865	0.0984097	0.0236215	0.0394242	0.123064	0.0339417	0.247654	0.0785135	0.142207	0.0959262	0.0180707	0.0738744	0.0592228	0.086817	0.308459	0.175804	0.0515336	0.114852	0.0397439	0.301679	0.0549588	0.00974333	0.542422	0.0514525	0.0810976	0.378382	0.936276	2.60424	0.344778	0.378254	0.0752695	0.201698	0.3700146	7.457879
2000	-13149.7	-13107.2	-42.4911	0.6345467	0.32299	0.186126	0.239233	0.155519	0.271455	0.19946	0.217139	0.123981	0.138406	0.388168	0.138257	0.122473	0.397343	0.278611	0.220507	0.382069	0.31364	0.257481	0.315558	0.0759927	0.196557	0.0939109	0.527392	0.0394692	0.0545299	0.0434865	0.100695	0.0466525	0.0839718	0.134256	0.0555471	0.232949	0.0758845	0.288119	0.0383246	0.0276702	0.0918962	0.0283364	0.0868652	0.234616	0.156432	0.0614459	0.110462	0.0332906	0.303711	0.0516315	0.0234216	0.546074	0.0418719	0.0603025	0.330939	0.89797	2.71079	0.375001	0.35076	0.0753714	0.198868	0.3248824	7.553879
2010	-13157.1	-13112.2	-44.901	0.7178617	0.352835	0.207931	0.283338	0.124338	0.263962	0.162014	0.279333	0.121344	0.189364	0.40323	0.208709	0.110762	0.228096	0.317341	0.185756	0.402612	0.300525	0.160544	0.282823	0.119941	0.115346	0.165478	0.550484	0.0852649	0.0897355	0.0143817	0.0833247	0.0595456	0.0592166	0.163482	0.0902778	0.246443	0.0939421	0.288119	0.0925637	0.035716	0.0580314	0.0358756	0.0767184	0.248666	0.227695	0.0690862	0.140676	0.0274795	0.298771	0.0432785	0.023267	0.552754	0.0544508	0.0780069	0.371837	0.931312	2.61884	0.38937	0.344281	0.0731514	0.193197	0.3427923	7.794869
2020	-13160.4	-13116.5	-43.9498	0.756067	0.344634	0.17251	0.209082	0.179047	0.240567	0.162014	0.313282	0.132006	0.167067	0.397959	0.120471	0.126373	0.272426	0.275567	0.217052	0.457717	0.300186	0.157207	0.292177	0.125354	0.220067	0.211116	0.656902	0.0625713	0.00473835	0.0247995	0.0427563	0.131783	0.0801275	0.154961	0.0446475	0.183948	0.0539699	0.147763	0.0761355	0.00794899	0.0594854	0.0211659	0.0969771	0.272353	0.239856	0.104811	0.138162	0.0282338	0.292432	0.0594773	0.0247966	0.555862	0.0391979	0.0861824	0.388826	0.943997	2.581	0.362916	0.363857	0.0735277	0.199699	0.3358009	7.699744
2030	-13156.2	-13103.9	-52.2626	0.6966164	0.325584	0.218726	0.184491	0.224525	0.312815	0.178084	0.328891	0.148386	0.242278	0.36549	0.147318	0.164652	0.316645	0.304071	0.20396	0.433552	0.332034	0.284372	0.297181	0.135637	0.145953	0.168263	0.708536	0.0432064	0.0363408	0.0239746	0.121588	0.0180274	0.0772262	0.213005	0.0803398	0.2897	0.0972594	0.295609	0.0528534	0.0132336	0.0854803	0.0638754	0.128238	0.171762	0.313358	0.0710505	0.163459	0.0240666	0.295645	0.0580296	0.0209796	0.561485	0.0397936	0.0734657	0.361929	0.923608	2.641	0.356014	0.367879	0.0722054	0.203901	0.3531572	8.531028
2040	-13161.8	-13105.1	-56.7158	0.6156081	0.346547	0.225199	0.235025	0.188012	0.36686	0.172317	0.429764	0.152286	0.163931	0.423552	0.152579	0.184122	0.28106	0.344935	0.288039	0.510798	0.391783	0.277205	0.291174	0.180874	0.147035	0.168263	0.760547	0.0894791	0.0535379	0.0373712	0.0319715	0.0217412	0.0543493	0.226138	0.140979	0.307938	0.0703326	0.162331	0.116766	0.0400919	0.109097	0.0242827	0.112298	0.314	0.241242	0.0524378	0.0880508	0.0245994	0.29457	0.0538111	0.0204461	0.565926	0.0406472	0.0563423	0.320837	0.889077	2.73374	0.356075	0.370096	0.0727818	0.201047	0.335824	8.976345
2050	-13153.7	-13106.2	-47.4784	0.6240692	0.282417	0.188068	0.215161	0.158936	0.293109	0.115307	0.281393	0.175841	0.144098	0.437678	0.146522	0.213496	0.304317	0.320251	0.312231	0.38087	0.351705	0.320184	0.277851	0.176362	0.19217	0.141212	0.575747	0.088388	0.0382834	0.0218287	0.0699348	0.0623099	0.0529653	0.179151	0.0346902	0.297597	0.0928068	0.180666	0.0489653	0.0138851	0.0655139	0.0377984	0.0755643	0.324478	0.194759	0.0553917	0.112703	0.027783	0.344751	0.051341	0.0266149	0.508825	0.0406851	0.0581072	0.325389	0.893118	2.72338	0.361348	0.361342	0.0671731	0.210137	0.3475819	8.052607
2060	-13157	-13112.1	-44.9155	0.6468475	0.340172	0.187991	0.246292	0.196034	0.303034	0.2333	0.255076	0.143471	0.224118	0.416086	0.101599	0.182836	0.191311	0.268299	0.272472	0.360094	0.282379	0.270408	0.335331	0.107577	0.167843	0.102204	0.624219	0.0378191	0.00972464	0.0227693	0.0286941	0.0540241	0.0642537	0.0909502	0.0608278	0.195524	0.0882102	0.246442	0.0765806	0.055017	0.0539027	0.0399406	0.109018	0.28638	0.256452	0.0641615	0.143475	0.0260894	0.339916	0.0550835	0.0403638	0.518364	0.0201833	0.0628921	0.337334	0.903459	2.69632	0.352386	0.374466	0.0598174	0.213331	0.3501846	7.796313
2070	-13159.4	-13113.7	-45.731	0.8061913	0.28903	0.115941	0.190781	0.152574	0.344068	0.232833	0.255335	0.174659	0.20786	0.434014	0.101066	0.153871	0.257329	0.237934	0.252266	0.371942	0.309151	0.228541	0.305507	0.0857609	0.224688	0.119464	0.676766	0.127311	0.0197162	0.000693331	0.090481	0.0515381	0.0206506	0.179375	0.0109891	0.194228	0.0880501	0.283801	0.0539176	0.0399274	0.101261	0.0592457	0.128979	0.279758	0.201204	0.0985035	0.126859	0.0278405	0.355625	0.0535975	0.0246243	0.504379	0.0339339	0.0968755	0.409615	0.958656	2.53485	0.351629	0.370257	0.066905	0.211209	0.3799591	7.877869
2080	-13145.4	-13106.5	-38.8261	0.827442	0.285464	0.146395	0.221573	0.204373	0.226873	0.183071	0.307069	0.120763	0.170075	0.439628	0.123756	0.155309	0.214152	0.255407	0.257809	0.29787	0.30902	0.278881	0.254891	0.0860381	0.175395	0.0923274	0.512704	0.0776186	0.0344951	6.48224e-05	0.0250067	0.0419264	0.08571	0.128377	0.0475215	0.245746	0.114829	0.173786	0.09502	0.0155222	0.0318804	0.0883551	0.111238	0.282451	0.140771	0.0326737	0.0955372	0.0299948	0.382776	0.0515765	0.0317566	0.46148	0.0424163	0.101383	0.417952	0.964278	2.51639	0.362913	0.369329	0.0595614	0.208197	0.3836495	7.187371
2090	-13143.4	-13113.8	-29.5444	1.002433	0.284443	0.130246	0.194651	0.140113	0.185169	0.164644	0.193617	0.150944	0.163511	0.287521	0.0948714	0.155309	0.205844	0.184161	0.194919	0.309041	0.241201	0.217375	0.209091	0.10718	0.130566	0.095677	0.442329	0.0520796	0.0357669	0.00185759	0.084648	0.0514982	0.0595937	0.205826	0.0314455	0.238054	0.0552065	0.229438	0.0748322	0.0284674	0.0596072	0.0409868	0.0718659	0.171078	0.16566	0.0797738	0.0391	0.0391308	0.35128	0.0582514	0.0173371	0.466581	0.0674196	0.137439	0.477482	1.0004	2.38468	0.34026	0.382379	0.0655965	0.211764	0.3559519	6.259208
2100	-13142.6	-13110.1	-32.5242	0.8407224	0.293556	0.13889	0.201193	0.137713	0.250842	0.0918871	0.225396	0.183433	0.154744	0.328723	0.0988624	0.141373	0.221001	0.248378	0.197604	0.33423	0.317257	0.182493	0.200971	0.125402	0.127875	0.0869942	0.552914	0.0817803	0.0409164	0.0260927	0.0641907	0.023355	0.0536301	0.115535	0.0495518	0.160299	0.109968	0.230339	0.0790729	0.00522755	0.0663802	0.021521	0.0956198	0.21322	0.139829	0.0429561	0.0959698	0.0323066	0.36263	0.0604456	0.0194039	0.48127	0.0439439	0.10419	0.423027	0.96763	2.50515	0.343771	0.370131	0.069394	0.216705	0.3683787	6.557187
2110	-13146.5	-13103.2	-43.3391	0.755192	0.33822	0.146071	0.2313	0.22159	0.245653	0.218595	0.304901	0.172981	0.145214	0.509278	0.121178	0.1401	0.266748	0.240747	0.268001	0.353535	0.30595	0.196581	0.25593	0.133925	0.140671	0.113339	0.585538	0.0812029	0.0391196	0.0177129	0.0802812	0.0239624	0.0612902	0.19269	0.0778011	0.30108	0.0885763	0.194368	0.085043	0.0168878	0.104088	0.001826	0.0976433	0.189658	0.144028	0.0657161	0.119653	0.0250405	0.384825	0.0475625	0.0267441	0.452782	0.0630457	0.0859953	0.388448	0.943722	2.58183	0.356544	0.375563	0.0592579	0.208635	0.3489683	7.638674
2120	-13144	-13103.2	-40.7657	0.7633179	0.391264	0.146071	0.140631	0.14411	0.188666	0.155013	0.261319	0.180924	0.124496	0.317563	0.145854	0.125569	0.32393	0.245459	0.204721	0.39098	0.30595	0.239414	0.23777	0.107102	0.150026	0.0960856	0.574814	0.0382007	0.0182583	0.0474034	0.0713319	0.0438146	0.0581042	0.290607	0.0467879	0.229347	0.0707065	0.247865	0.0925231	0.0474974	0.0560564	0.0426013	0.108223	0.232371	0.183551	0.0765239	0.181835	0.0286953	0.373355	0.0530748	0.0270442	0.467852	0.0499783	0.0877329	0.391935	0.946248	2.57408	0.34507	0.377675	0.066485	0.210769	0.3561358	7.381339
2130	-13150	-13112.9	-37.0401	0.7392281	0.336318	0.146071	0.204348	0.120093	0.226821	0.124775	0.225777	0.137245	0.15087	0.327442	0.0900047	0.141913	0.214616	0.252659	0.207295	0.325465	0.30595	0.191398	0.287487	0.0757427	0.18223	0.135668	0.710105	0.0906033	0.0231241	0.0212787	0.0667823	0.0288738	0.0367139	0.185457	0.0736354	0.180492	0.056987	0.252613	0.0644578	0.015138	0.0607202	0.0341551	0.0961529	0.265638	0.202573	0.0759759	0.0571107	0.0256811	0.462952	0.0554005	0.0198954	0.382715	0.0533562	0.0825794	0.381466	0.938581	2.59737	0.32924	0.397658	0.0531264	0.219975	0.3518964	7.008774
2140	-13158.3	-13116.8	-41.5343	0.847653	0.319509	0.152479	0.206095	0.151003	0.187265	0.19599	0.221988	0.21574	0.153834	0.355531	0.131026	0.131483	0.217707	0.303899	0.19281	0.402479	0.300407	0.244932	0.253682	0.0771143	0.165796	0.12998	0.605023	0.0893076	0.107926	0.0344032	0.0336035	0.0373255	0.0565181	0.181222	0.00662608	0.235157	0.133602	0.155015	0.119209	0.0801071	0.0464504	0.0655655	0.0995635	0.250678	0.224574	0.0823692	0.1032	0.0260931	0.376543	0.0505488	0.0198631	0.456763	0.070189	0.105651	0.425635	0.969332	2.49938	0.349748	0.386366	0.0555568	0.208329	0.3491833	7.458195
2150	-13143.8	-13104.8	-38.9868	0.7061799	0.309359	0.153544	0.197259	0.145596	0.23448	0.19599	0.264763	0.167646	0.180546	0.305654	0.107936	0.118882	0.234158	0.258014	0.166888	0.291626	0.311907	0.293835	0.284724	0.117354	0.109412	0.128722	0.65844	0.0735431	0.0409279	0.0211923	0.0702874	0.057769	0.0514678	0.166583	0.00216201	0.174865	0.0742603	0.219443	0.0416444	0.0330309	0.117405	0.0339388	0.144739	0.25967	0.176231	0.0647666	0.142783	0.0242983	0.367761	0.0555976	0.0218355	0.474095	0.0564126	0.0755088	0.366431	0.927137	2.63092	0.358725	0.373576	0.0616781	0.20602	0.3514436	7.203447
2160	-13151.2	-13103.6	-47.5889	0.794994	0.349632	0.146336	0.312532	0.201197	0.225497	0.193193	0.354784	0.184077	0.16174	0.391167	0.147145	0.118882	0.261302	0.271207	0.233807	0.355896	0.320647	0.22854	0.260204	0.0885129	0.162662	0.134447	0.576511	0.109258	0.0771114	0.0115838	0.0753725	0.0843917	0.0825854	0.157174	0.0818159	0.297345	0.0609305	0.15316	0.116227	0.00224813	0.0959763	0.032819	0.12965	0.321921	0.248381	0.0982282	0.147553	0.0230361	0.366953	0.0547315	0.020068	0.467786	0.0674254	0.0944931	0.405111	0.955558	2.54484	0.345193	0.380162	0.0627654	0.21188	0.3716328	8.06365
2170	-13148.8	-13107.2	-41.5725	0.7035912	0.309499	0.124093	0.156744	0.119577	0.250925	0.185002	0.2757	0.160526	0.127462	0.436884	0.17122	0.134348	0.269647	0.274539	0.219565	0.365648	0.279645	0.226005	0.278041	0.0834254	0.176967	0.116045	0.569788	0.0452176	0.0604026	0.0223371	0.0907372	0.0358679	0.05413	0.190374	0.0203887	0.242209	0.0720615	0.226357	0.106783	0.0295004	0.0481204	0.0358326	0.151212	0.255886	0.279881	0.106963	0.0764602	0.022296	0.365369	0.0541706	0.0198623	0.462993	0.0753092	0.0749555	0.36522	0.926192	2.63363	0.363824	0.376259	0.0636062	0.196311	0.3663875	7.462014
2180	-13150.8	-13105.6	-45.2743	0.8316668	0.456802	0.173665	0.254587	0.107349	0.254345	0.180467	0.258427	0.186454	0.204767	0.279654	0.122791	0.210802	0.272665	0.236359	0.271904	0.357475	0.278999	0.221715	0.29291	0.0998776	0.159413	0.149503	0.651702	0.0746662	0.0735392	0.0662279	0.0266932	0.0247724	0.106257	0.162449	0.0144518	0.267466	0.101388	0.309014	0.0851628	0.051129	0.0566187	0.0395226	0.0951371	0.251009	0.160594	0.0787571	0.104705	0.0301979	0.33927	0.0574265	0.0259836	0.504998	0.0421242	0.102277	0.419578	0.965357	2.51279	0.370334	0.357324	0.0664431	0.205899	0.3495858	7.832193
2190	-13151.3	-13107.6	-43.6881	0.5741328	0.269637	0.189662	0.206309	0.20062	0.257761	0.142176	0.259058	0.185026	0.178067	0.390319	0.14323	0.152726	0.272446	0.259911	0.208402	0.400562	0.306512	0.258268	0.344743	0.0734709	0.148025	0.158881	0.544768	0.0795607	0.0489665	0.0345878	0.043827	0.0770468	0.0704119	0.243918	0.0739496	0.20447	0.100624	0.254817	0.0821446	0.0123799	0.0654344	0.00550977	0.0853061	0.187282	0.252596	0.0894638	0.110701	0.0305686	0.370184	0.0494576	0.0233543	0.477415	0.0490203	0.0478206	0.297584	0.867526	2.78707	0.34919	0.369558	0.0725099	0.208742	0.3282645	7.673577
2200	-13143.4	-13107.1	-36.2468	0.8480579	0.335817	0.12474	0.230985	0.14601	0.22623	0.136855	0.258448	0.176312	0.138951	0.327469	0.123263	0.163167	0.207454	0.271074	0.149644	0.369284	0.247716	0.235249	0.280623	0.100078	0.145753	0.105439	0.445316	0.0347375	0.00210041	0.00552884	0.0896115	0.0693646	0.0423592	0.165161	0.0714701	0.198254	0.08669	0.255567	0.0859594	0.00266622	0.0780044	0.0302436	0.11231	0.327057	0.139952	0.0584394	0.128093	0.0296988	0.386904	0.0459919	0.0236634	0.4563	0.0574424	0.105736	0.425786	0.96943	2.49905	0.370729	0.361587	0.0632788	0.204405	0.3657512	6.929446
2210	-13163.2	-13124.1	-39.1264	0.7709777	0.305891	0.163393	0.240497	0.137892	0.189268	0.111784	0.215804	0.132351	0.133882	0.430292	0.124233	0.133623	0.176407	0.30535	0.143677	0.344358	0.325379	0.192562	0.280623	0.150481	0.208707	0.121012	0.552127	0.0695341	0.0716456	0.00527844	0.0833281	0.077483	0.0549221	0.135765	0.0690673	0.256248	0.104976	0.221959	0.055792	0.00205835	0.101206	0.0518108	0.0585039	0.313666	0.198334	0.0763694	0.0898711	0.0242955	0.34762	0.0469967	0.0338614	0.484104	0.0631224	0.0893699	0.395182	0.948577	2.56687	0.365217	0.357477	0.0650188	0.212288	0.3658346	7.217409
2220	-13155.9	-13121.7	-34.1825	0.8111647	0.384831	0.139923	0.136745	0.121883	0.197719	0.169265	0.207309	0.154268	0.0921505	0.424834	0.124233	0.158621	0.21975	0.234276	0.17787	0.34483	0.306695	0.162542	0.214576	0.0920478	0.158404	0.11234	0.471351	0.063565	0.0341851	0.0468433	0.0662362	0.0722975	0.0591321	0.183889	0.0647224	0.169188	0.0848868	0.276133	0.0533761	0.0119876	0.0545157	0.026945	0.0582061	0.210232	0.218149	0.0901108	0.0719519	0.0324729	0.325391	0.0457549	0.0225729	0.507881	0.0659278	0.0979322	0.41159	0.960001	2.53048	0.369889	0.344778	0.0690098	0.216323	0.3921799	6.723015
2230	-13151.6	-13114.8	-36.73	0.7356886	0.284408	0.152851	0.224856	0.135404	0.250914	0.151078	0.239558	0.130061	0.144385	0.424834	0.14943	0.126912	0.261763	0.222253	0.174514	0.33298	0.243424	0.180015	0.319769	0.100014	0.139557	0.0846573	0.46287	0.0798299	0.0568732	0.0443683	0.0754219	0.0716143	0.0540977	0.120136	0.0941656	0.241015	0.0686763	0.248717	0.0696892	0.0698556	0.0615562	0.0441758	0.114365	0.258201	0.148048	0.0644864	0.0559648	0.024752	0.368243	0.0453236	0.0184468	0.45103	0.0922046	0.0818218	0.379893	0.937408	2.60088	0.371376	0.370716	0.0622714	0.195637	0.3656771	6.977766
2240	-13148.4	-13111.1	-37.3019	0.895176	0.288504	0.10526	0.209175	0.119933	0.194031	0.151078	0.286378	0.148847	0.178782	0.326245	0.091119	0.20742	0.276238	0.263469	0.195011	0.325142	0.363855	0.23814	0.337424	0.0981317	0.112936	0.14322	0.458103	0.0629033	0.0568732	0.0713535	0.0651214	0.0593103	0.0505926	0.162374	0.0456448	0.188176	0.0744854	0.206018	0.0985954	0.012765	0.0301044	0.0497843	0.0926741	0.215555	0.152834	0.0895881	0.131761	0.0335006	0.401935	0.0448223	0.0284328	0.446042	0.0452678	0.115594	0.442807	0.9802	2.4614	0.338366	0.389553	0.0568241	0.215257	0.3641365	7.034956
2250	-13154.3	-13105.3	-49.0225	0.7872112	0.388657	0.167262	0.236769	0.233432	0.239588	0.241211	0.279324	0.191586	0.12425	0.389981	0.135456	0.213178	0.210305	0.342123	0.262275	0.460337	0.289337	0.227328	0.32266	0.0972732	0.190089	0.122206	0.519501	0.0684789	0.0111122	0.0076357	0.0501674	0.0423215	0.096924	0.18252	0.125741	0.302507	0.0803338	0.274626	0.0392591	0.0118256	0.102967	0.0345459	0.14116	0.311617	0.240099	0.0744049	0.124643	0.0263744	0.358534	0.0482941	0.0273424	0.480591	0.058864	0.0928346	0.401934	0.953347	2.55188	0.37183	0.362788	0.0623234	0.203059	0.389463	8.207018
2260	-13149.3	-13107.7	-41.6288	0.7022732	0.303155	0.148089	0.255801	0.194429	0.222084	0.204058	0.303312	0.162354	0.117693	0.323726	0.144715	0.169117	0.289723	0.255955	0.20704	0.341455	0.36061	0.266085	0.290157	0.107947	0.156055	0.0789732	0.617337	0.079955	0.00550217	0.0204752	0.0697175	0.0401349	0.0385798	0.191641	0.0338767	0.247611	0.117861	0.226109	0.0512949	0.0158314	0.0626863	0.0581366	0.0910572	0.287432	0.146134	0.0713445	0.0923902	0.024382	0.354506	0.0511069	0.0370685	0.478375	0.0545617	0.0746739	0.364601	0.925708	2.63502	0.377248	0.355994	0.0676889	0.19907	0.3152882	7.46764
2270	-13143.4	-13104.3	-39.093	0.5568664	0.308196	0.176941	0.182515	0.131351	0.242018	0.133064	0.259904	0.160018	0.174926	0.417536	0.120171	0.116598	0.21769	0.266739	0.231223	0.350949	0.256122	0.266085	0.265733	0.112525	0.172099	0.112704	0.46945	0.0561473	0.0504374	0.0242076	0.0557273	0.0643416	0.0620082	0.131397	0.00776676	0.247611	0.0606867	0.177783	0.0921646	0.0321542	0.0848302	0.0674774	0.132932	0.266586	0.218493	0.0861745	0.150577	0.0216346	0.389016	0.0528798	0.0313875	0.446337	0.0587447	0.0443521	0.287428	0.85761	2.81061	0.351887	0.381213	0.061334	0.205566	0.3093383	7.214061
2280	-13145.3	-13105.7	-39.5982	0.7615454	0.376973	0.120231	0.21024	0.160297	0.166586	0.185776	0.295521	0.150916	0.174926	0.425763	0.128022	0.14819	0.236436	0.257865	0.231223	0.321844	0.271025	0.236139	0.236845	0.0946397	0.166767	0.127649	0.473454	0.0668187	0.0543399	0.0306533	0.0790495	0.0567249	0.0620082	0.129985	0.0833238	0.250676	0.0981482	0.176187	0.118676	0.0380097	0.0298249	0.055704	0.159626	0.205171	0.190076	0.0964423	0.0858145	0.0251405	0.370014	0.0436525	0.034074	0.452508	0.0746111	0.087354	0.391179	0.945702	2.57577	0.365128	0.365243	0.0633009	0.206328	0.3816146	7.264588
2290	-13143.7	-13115	-28.6494	0.927273	0.275091	0.141682	0.147095	0.123573	0.216663	0.141411	0.210686	0.154094	0.123638	0.26969	0.130987	0.13426	0.206317	0.25114	0.160955	0.273586	0.246299	0.254	0.206925	0.091772	0.143828	0.0957332	0.534847	0.0371223	0.00864839	0.00158931	0.0999411	0.0375682	0.0392289	0.156124	0.0404384	0.186547	0.0323277	0.169329	0.103155	0.0340964	0.0637252	0.0585302	0.099495	0.1454	0.184428	0.0640109	0.0737212	0.0344362	0.431811	0.0540731	0.0270414	0.410928	0.0417104	0.122224	0.453745	0.98682	2.43721	0.337278	0.380152	0.0617388	0.220831	0.388588	6.1697
2300	-13147.3	-13110.7	-36.6606	0.8590877	0.216862	0.126623	0.194133	0.127489	0.242725	0.0997924	0.237336	0.156136	0.141748	0.366459	0.156029	0.131545	0.208536	0.225097	0.221276	0.306763	0.382102	0.231802	0.228381	0.0824913	0.150441	0.107607	0.654859	0.0941129	0.0640658	0.0311844	0.0662595	0.0324252	0.0811161	0.199256	0.00574053	0.220379	0.0913663	0.245909	0.077458	0.0340964	0.0565846	0.068594	0.120006	0.18916	0.191075	0.0601224	0.045684	0.0309048	0.434337	0.0510211	0.0240446	0.422261	0.037431	0.108056	0.429878	0.972073	2.48999	0.346328	0.371622	0.0629351	0.219115	0.3784112	6.970827
2310	-13147.8	-13107.3	-40.4534	0.8526475	0.238461	0.211443	0.222203	0.193902	0.242763	0.168626	0.288151	0.170284	0.173164	0.33562	0.0916468	0.20432	0.226252	0.339183	0.178623	0.338065	0.286483	0.223322	0.276189	0.0936589	0.156427	0.123117	0.525865	0.0961495	0.0547703	0.0450499	0.0432346	0.01915	0.0759706	0.240853	0.0322456	0.220379	0.0875191	0.290796	0.0401645	0.00518319	0.0617842	0.0531942	0.0867294	0.301955	0.163268	0.0465151	0.0774228	0.0299366	0.384375	0.0480092	0.0310836	0.452235	0.0543607	0.106702	0.427497	0.970539	2.49526	0.342985	0.380378	0.063529	0.213108	0.3767859	7.350103
2320	-13147.9	-13109.1	-38.7199	0.8034436	0.28095	0.173982	0.172076	0.145762	0.274034	0.0991422	0.271938	0.117608	0.177792	0.444227	0.0991163	0.175471	0.231446	0.306428	0.230059	0.320237	0.259943	0.261271	0.20542	0.113481	0.201936	0.112786	0.551575	0.0621256	0.0201312	0.0557625	0.0403678	0.0287043	0.0600377	0.161684	0.0477901	0.207492	0.0476821	0.316627	0.0786921	0.0563001	0.0629042	0.0258156	0.105281	0.258229	0.138496	0.0591077	0.116847	0.0364545	0.354273	0.0529367	0.0312641	0.484105	0.0409664	0.0962913	0.408517	0.957905	2.53729	0.34483	0.366768	0.0732895	0.215112	0.3616682	7.176758
2330	-13144.9	-13111.8	-33.0644	0.9132136	0.348622	0.214888	0.132165	0.125912	0.220781	0.181911	0.258014	0.148657	0.134572	0.321891	0.103369	0.15502	0.225309	0.219043	0.193337	0.288796	0.266771	0.172903	0.238388	0.0963948	0.13893	0.108434	0.53957	0.0399111	0.0596585	0.0491484	0.0836017	0.0647559	0.0761091	0.157564	0.0432764	0.253636	0.0702254	0.138626	0.0755379	0.0105355	0.0589238	0.0481799	0.105281	0.131944	0.139611	0.0340692	0.136928	0.0381631	0.375539	0.0577434	0.0333882	0.449898	0.0452685	0.119329	0.449016	0.983987	2.44767	0.351479	0.363489	0.0655103	0.219522	0.3588761	6.611202
2340	-13146.8	-13112.4	-34.3195	0.657287	0.331435	0.124864	0.161597	0.151978	0.206313	0.154496	0.211271	0.164778	0.126559	0.325976	0.0991237	0.184628	0.202897	0.247028	0.210017	0.328795	0.287485	0.202363	0.210769	0.0567332	0.139605	0.116826	0.533802	0.0607221	0.0551861	0.063513	0.0712445	0.0759112	0.0526512	0.117955	0.0432764	0.193698	0.0487658	0.223815	0.0842206	0.0272007	0.0685371	0.0055091	0.0692068	0.385418	0.163391	0.0316539	0.115501	0.0321085	0.368139	0.0501628	0.0272174	0.47886	0.0435127	0.0650988	0.34266	0.90795	2.68429	0.359119	0.35963	0.0645774	0.216673	0.3343052	6.736714
