Iteration	Posterior	Likelihood	Prior	alpha	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TreeLengths
6030	-13144.2	-13105.1	-39.0412	0.8812099	0.39499	0.179281	0.184937	0.155592	0.263324	0.12258	0.250526	0.178063	0.151552	0.357757	0.118047	0.179922	0.298474	0.242151	0.203749	0.349275	0.299773	0.203862	0.265487	0.106433	0.130239	0.0909366	0.587922	0.040898	0.0570193	0.0541632	0.0401565	0.0086288	0.0622813	0.117335	0.0162449	0.231931	0.0787368	0.213474	0.0988242	0.0339852	0.0493378	0.07318	0.129675	0.236659	0.16895	0.0560626	0.126471	0.0361019	0.339906	0.0591112	0.0153719	0.492827	0.0566819	0.112686	0.437885	0.977145	2.47228	0.352505	0.372372	0.0714464	0.203677	0.3457143	7.208888
6040	-13148.7	-13106.5	-42.1858	0.8406365	0.362088	0.201466	0.222328	0.134418	0.196865	0.139571	0.29934	0.17514	0.174151	0.430548	0.110469	0.179922	0.255843	0.195316	0.202777	0.315126	0.286753	0.222042	0.265967	0.109566	0.143741	0.110609	0.644912	0.0969554	0.0470984	0.0133293	0.0450867	0.0402331	0.0785526	0.118623	0.017672	0.395091	0.0686607	0.194294	0.0536682	0.042872	0.0830712	0.0461826	0.103254	0.230606	0.192984	0.0792796	0.196876	0.0304004	0.290148	0.0522419	0.0161046	0.564046	0.0470587	0.104172	0.422994	0.967609	2.50523	0.363507	0.362911	0.0736372	0.199945	0.35216	7.523346
6050	-13148.1	-13108.6	-39.5247	0.8486162	0.358965	0.130983	0.198501	0.134544	0.216751	0.167767	0.182194	0.166811	0.172527	0.436459	0.0878635	0.214417	0.277502	0.286589	0.244222	0.312306	0.32593	0.192101	0.262674	0.106475	0.181557	0.137333	0.566385	0.0539372	0.0592036	0.0454821	0.0978454	0.033767	0.041279	0.162151	0.113586	0.176062	0.0385347	0.184323	0.069132	0.0508212	0.0342243	0.0452797	0.0925978	0.171949	0.226424	0.0853067	0.114476	0.0301113	0.302376	0.0631278	0.0164476	0.54913	0.0388068	0.105854	0.425995	0.969566	2.49859	0.359731	0.366236	0.0722564	0.201777	0.3897946	7.257239
6060	-13150.6	-13113.2	-37.3842	0.9038591	0.277071	0.154739	0.179847	0.192453	0.259212	0.139326	0.255736	0.153144	0.125933	0.352059	0.145451	0.13389	0.211426	0.286589	0.263483	0.373187	0.28258	0.216631	0.186897	0.0886352	0.164964	0.10482	0.478789	0.0709949	0.094265	0.0218386	0.0978454	0.0284539	0.11097	0.103301	0.0235862	0.205534	0.059371	0.27044	0.112416	0.0508212	0.0186168	0.0488977	0.100304	0.21807	0.195839	0.0335496	0.151206	0.0309279	0.356277	0.0616341	0.0341487	0.488424	0.0285888	0.117395	0.445817	0.982045	2.45474	0.344192	0.374182	0.0655103	0.216115	0.3871406	7.043186
6070	-13146.8	-13103.2	-43.5329	0.821262	0.383973	0.170108	0.176359	0.193268	0.227979	0.194186	0.317263	0.153255	0.198825	0.410233	0.140246	0.168928	0.246919	0.279533	0.287933	0.407795	0.300838	0.19639	0.267188	0.0943598	0.154952	0.147667	0.52646	0.135986	0.0960542	0.0142521	0.0404551	0.0188048	0.0716824	0.172867	0.0616686	0.292252	0.0615147	0.256507	0.0628915	0.0533821	0.0151998	0.010179	0.0742165	0.213981	0.184592	0.0965413	0.0803683	0.030296	0.311798	0.0516033	0.0245952	0.545547	0.0361597	0.100074	0.415555	0.962677	2.52169	0.371194	0.358788	0.0658579	0.20416	0.3767341	7.658053
6080	-13147.8	-13103.5	-44.3955	0.7785139	0.3181	0.173821	0.226689	0.149812	0.249006	0.14432	0.294194	0.183464	0.133761	0.385544	0.143738	0.177866	0.2297	0.233681	0.267002	0.311267	0.297978	0.254105	0.217461	0.126115	0.198249	0.174382	0.641513	0.100008	0.0515738	0.0360157	0.0854525	0.011059	0.0610903	0.202126	0.0575683	0.241625	0.0954817	0.267404	0.0888407	0.0296509	0.103717	0.0200096	0.0995194	0.309616	0.146997	0.117095	0.0877009	0.0295826	0.370622	0.0494851	0.0150502	0.498145	0.0371153	0.0909792	0.398337	0.950819	2.55986	0.36713	0.361221	0.0676843	0.203964	0.3435832	7.744315
6090	-13151.8	-13106.3	-45.5165	0.8502061	0.250712	0.173204	0.242846	0.123022	0.326859	0.164679	0.309233	0.165965	0.211028	0.44294	0.158525	0.13591	0.263992	0.310243	0.232349	0.326394	0.367698	0.175144	0.303193	0.084376	0.185926	0.12255	0.650714	0.0365387	0.0562633	0.0434477	0.119347	0.00124791	0.0829328	0.18705	0.052726	0.175958	0.109028	0.220952	0.0533409	0.0795208	0.108037	0.0403715	0.120774	0.204874	0.207818	0.0680295	0.160653	0.0279274	0.340267	0.0495814	0.0232736	0.508646	0.0503045	0.106188	0.426588	0.969951	2.49727	0.368758	0.363583	0.0620927	0.205566	0.3782355	7.856415
6100	-13146.7	-13104.3	-42.361	0.6533357	0.306626	0.136333	0.19329	0.123577	0.248854	0.155707	0.255384	0.16768	0.158127	0.354092	0.126087	0.122046	0.307686	0.270479	0.194231	0.360505	0.29072	0.290728	0.281242	0.115942	0.214076	0.105275	0.650714	0.0411943	0.0545725	0.0262938	0.0386509	0.012616	0.074192	0.161706	0.0366644	0.291796	0.0672561	0.221345	0.0566568	0.128306	0.104912	0.0305075	0.0837453	0.264361	0.196772	0.071698	0.148223	0.0256724	0.357661	0.0502437	0.0338388	0.472036	0.0605476	0.0642627	0.340655	0.906268	2.68881	0.369267	0.36055	0.0628276	0.207355	0.3461906	7.540869
6110	-13148.4	-13107.2	-41.1993	0.8173511	0.333537	0.148011	0.18882	0.153754	0.219453	0.173805	0.228996	0.146442	0.177589	0.317355	0.0967517	0.183475	0.229301	0.283599	0.269467	0.357821	0.305612	0.26691	0.323498	0.099764	0.198584	0.13384	0.51338	0.0570297	0.0590193	0.0262938	0.0957657	0.037657	0.0763138	0.139962	0.0768488	0.255057	0.12409	0.131509	0.0726387	0.0395164	0.059101	0.0116919	0.122938	0.258669	0.197023	0.0989468	0.134853	0.0210587	0.358474	0.047772	0.0365738	0.467015	0.0691061	0.0992452	0.414027	0.961649	2.52508	0.360188	0.374893	0.0553252	0.209593	0.3777098	7.424691
6120	-13151.5	-13107.2	-44.2646	0.6418887	0.407792	0.18257	0.206076	0.140359	0.278237	0.134678	0.213324	0.208124	0.174834	0.351831	0.140435	0.156025	0.226212	0.290439	0.283439	0.331111	0.273938	0.225333	0.258771	0.12475	0.232297	0.146164	0.630575	0.0778134	0.0726987	0.0107673	0.0701287	0.00157515	0.0423988	0.187233	0.0768488	0.261762	0.105548	0.294293	0.0936717	0.0561666	0.0610387	0.00356008	0.0926628	0.218641	0.212067	0.0517977	0.123241	0.0279977	0.37243	0.043735	0.0362846	0.458525	0.061027	0.0618467	0.334771	0.901272	2.70211	0.356223	0.367048	0.0687026	0.208027	0.303824	7.731228
6130	-13158.5	-13117.4	-41.0506	0.7167529	0.368915	0.241395	0.230633	0.137381	0.200145	0.146778	0.188158	0.10554	0.122418	0.396791	0.0983695	0.183867	0.278056	0.289306	0.189539	0.375614	0.23596	0.271614	0.310528	0.104383	0.189438	0.0852372	0.591737	0.0822994	0.0820792	0.0175525	0.0567425	0.0370973	0.0565359	0.156987	0.0310573	0.252162	0.069863	0.179069	0.0617055	0.0416847	0.116153	0.0219557	0.0813777	0.266885	0.267356	0.0541755	0.135284	0.029356	0.380789	0.0455371	0.0434378	0.452769	0.0481116	0.0777697	0.371329	0.930922	2.61998	0.36025	0.353657	0.0648942	0.221199	0.360887	7.409824
6140	-13148.7	-13113.4	-35.2502	0.8308618	0.250851	0.168876	0.200744	0.13486	0.21732	0.170807	0.234389	0.177227	0.13823	0.358286	0.0904551	0.172016	0.27164	0.198634	0.217992	0.30661	0.282196	0.202129	0.250919	0.108902	0.154218	0.164965	0.515973	0.0889037	0.00953893	0.0166158	0.0478906	0.0122801	0.0420736	0.141962	0.0360245	0.171734	0.0824948	0.182728	0.0309901	0.0401212	0.107953	0.00119099	0.152822	0.275411	0.22404	0.0581365	0.118639	0.0356717	0.352438	0.0483245	0.0265087	0.476822	0.0602353	0.102107	0.419269	0.965153	2.51347	0.356095	0.371353	0.0590051	0.213548	0.3851052	6.829787
6150	-13142.3	-13111.7	-30.6777	0.905114	0.274276	0.156125	0.117572	0.170274	0.240793	0.105229	0.220176	0.13786	0.135495	0.330276	0.105224	0.144637	0.202003	0.198108	0.192435	0.303218	0.322495	0.233304	0.224982	0.0886591	0.198489	0.116501	0.439796	0.0592066	0.0151244	0.0467618	0.0531954	0.0168294	0.0652126	0.168142	0.0408249	0.194047	0.0685378	0.181707	0.0785144	0.0416931	0.0436398	0.0378092	0.0877167	0.192796	0.126558	0.0624807	0.13381	0.0385572	0.394015	0.0673151	0.0270415	0.429283	0.0437888	0.117654	0.446248	0.982308	2.45379	0.347095	0.373654	0.0644183	0.214832	0.3675247	6.372536
6160	-13139.3	-13103.8	-35.4699	0.8766325	0.312419	0.156125	0.167718	0.16812	0.214319	0.130314	0.227609	0.160999	0.179159	0.312385	0.0984779	0.17762	0.264583	0.261934	0.17119	0.359788	0.333288	0.225659	0.280871	0.0800071	0.186675	0.0960807	0.505588	0.0597541	0.115942	0.00703276	0.0510624	0.0424793	0.0652867	0.105085	0.0252618	0.240398	0.0738216	0.181707	0.0640255	0.0253902	0.0455891	0.014989	0.138013	0.214077	0.131033	0.0686591	0.111222	0.0379944	0.402074	0.0484609	0.0261691	0.429771	0.0555297	0.111731	0.43625	0.97612	2.4759	0.337135	0.380564	0.0667606	0.21554	0.3576714	6.85176
6170	-13146.4	-13107.6	-38.7584	1.094979	0.323977	0.139276	0.188343	0.14845	0.248064	0.185618	0.227609	0.134881	0.161423	0.45029	0.138872	0.192676	0.245529	0.22252	0.297102	0.304294	0.319329	0.233945	0.272444	0.100843	0.148495	0.105169	0.465632	0.0674878	0.0434995	0.0501651	0.0406869	0.0469688	0.0381734	0.151576	0.0587663	0.265998	0.0552411	0.240102	0.0823265	0.067366	0.0469123	0.0039709	0.0702547	0.226821	0.177085	0.0741982	0.118222	0.041539	0.358124	0.0489586	0.0151693	0.470075	0.066134	0.155506	0.50355	1.01411	2.32683	0.341351	0.372477	0.0674224	0.218749	0.3656798	7.180603
6180	-13136.2	-13101.8	-34.345	0.7482821	0.264942	0.168884	0.194546	0.132738	0.202016	0.190611	0.257087	0.159531	0.1698	0.358446	0.11952	0.166942	0.197594	0.272075	0.163488	0.269829	0.268455	0.210011	0.270285	0.146288	0.153254	0.0906855	0.427109	0.0788042	0.0324974	0.0442377	0.0349241	0.00952391	0.0415194	0.171115	0.0292801	0.241359	0.0947487	0.191844	0.0842359	0.0586296	0.0469123	0.0460816	0.101237	0.237651	0.196282	0.0431247	0.101121	0.0361096	0.359339	0.0491248	0.0303937	0.47167	0.0533628	0.084517	0.385448	0.941526	2.58851	0.350151	0.370603	0.0639038	0.215343	0.3684067	6.739262
6190	-13152.9	-13114.7	-38.2244	0.7724867	0.35422	0.217155	0.198328	0.167287	0.306361	0.184114	0.293408	0.140311	0.13405	0.313	0.153488	0.159405	0.275399	0.251461	0.201488	0.387808	0.255664	0.215946	0.281919	0.0941746	0.19408	0.136724	0.379229	0.0694388	0.0115351	0.0331757	0.0372446	0.0101424	0.0524063	0.174173	0.110958	0.15794	0.0406048	0.21252	0.0398921	0.070365	0.0463728	0.0554696	0.0963243	0.233594	0.168545	0.104144	0.107336	0.0277905	0.38787	0.0576618	0.0191871	0.445293	0.0621973	0.0896922	0.395816	0.94903	2.56546	0.341294	0.376571	0.0646702	0.217465	0.369552	7.127201
6200	-13152.8	-13116.8	-35.9651	0.8275642	0.317694	0.117662	0.221781	0.138726	0.189007	0.151151	0.222197	0.19629	0.17871	0.354931	0.0986521	0.153494	0.237307	0.276565	0.218716	0.327075	0.2586	0.232434	0.256735	0.0680184	0.179749	0.134918	0.447726	0.0695581	0.0547103	0.0158097	0.0597231	0.0220653	0.118275	0.156038	0.0379115	0.222222	0.0331971	0.232916	0.140901	0.0112562	0.0956723	0.044863	0.0908422	0.175845	0.204878	0.0435495	0.0928996	0.0232707	0.384538	0.0554459	0.0227167	0.444151	0.0698768	0.101409	0.417999	0.964309	2.51628	0.357526	0.385705	0.0611194	0.19565	0.3678392	6.901274
6210	-13146.3	-13107.7	-38.6065	0.7259464	0.287203	0.145487	0.162354	0.138726	0.204383	0.181172	0.272843	0.191122	0.142005	0.391866	0.119475	0.136567	0.187647	0.172404	0.264455	0.391651	0.299973	0.28	0.321551	0.100177	0.200161	0.0936509	0.543435	0.0800268	0.0202785	0.0387766	0.0564526	0.0129886	0.0938259	0.170352	0.00965173	0.250338	0.102173	0.192574	0.063	0.0263761	0.0985123	0.0603702	0.0830943	0.225986	0.182356	0.0653201	0.104658	0.0310611	0.330735	0.0609234	0.0160343	0.524786	0.0364602	0.0797368	0.375519	0.934117	2.61063	0.358368	0.36038	0.0714617	0.20979	0.3023552	7.165417
6220	-13141.1	-13102.4	-38.723	0.8264518	0.2777	0.190676	0.184071	0.138726	0.221253	0.175265	0.254626	0.177256	0.196018	0.368	0.117218	0.210045	0.228033	0.220655	0.217423	0.406379	0.271654	0.277878	0.261745	0.0846703	0.222606	0.0915277	0.574861	0.0502207	0.0513444	0.0395867	0.0793711	0.0258234	0.0666384	0.133899	0.0270805	0.224565	0.0856048	0.160213	0.0657886	0.0278633	0.0372373	0.0415321	0.0952387	0.230718	0.168743	0.0783203	0.118987	0.0391584	0.302867	0.0617665	0.0164554	0.524365	0.0553875	0.101174	0.41757	0.964023	2.51723	0.348144	0.362797	0.0724739	0.216585	0.3504672	7.177061
6230	-13147.9	-13112.3	-35.6346	0.9271472	0.375643	0.181917	0.174455	0.131378	0.194756	0.143891	0.285285	0.133111	0.143971	0.366527	0.10986	0.139094	0.257188	0.176499	0.245772	0.255246	0.317395	0.219731	0.297223	0.0696014	0.179384	0.107108	0.528875	0.0502207	0.0409537	0.0181821	0.0423287	0.0317844	0.0365979	0.195802	0.0501663	0.224565	0.0494521	0.247504	0.0729588	0.0825341	0.0513468	0.0389856	0.11188	0.132025	0.204544	0.0433164	0.109171	0.0479815	0.30586	0.0440847	0.0148844	0.548015	0.0391744	0.122198	0.453703	0.986795	2.4373	0.35864	0.354522	0.0736117	0.213226	0.3568798	6.868229
6240	-13149.9	-13116.7	-33.229	0.9575974	0.292891	0.15389	0.201343	0.110096	0.220393	0.136267	0.25939	0.138847	0.167394	0.328983	0.0942971	0.159386	0.286921	0.156564	0.217777	0.326782	0.359123	0.215143	0.223214	0.0724339	0.167366	0.119603	0.44123	0.0270353	0.0545678	0.075518	0.0537516	0.015568	0.0407291	0.16823	0.0555571	0.205204	0.0743394	0.228087	0.0669148	0.0857749	0.0891754	0.0383164	0.0901468	0.124163	0.1445	0.0343484	0.106403	0.0414942	0.323301	0.0540659	0.0146213	0.516816	0.0497021	0.128418	0.463625	0.992603	2.41535	0.364512	0.344571	0.0850331	0.205884	0.3512664	6.627666
6250	-13150.7	-13116.6	-34.0156	0.846851	0.291212	0.136122	0.175908	0.130048	0.193512	0.178868	0.256306	0.149782	0.167394	0.360917	0.116764	0.137007	0.198435	0.221173	0.146982	0.336142	0.2426	0.191019	0.243338	0.0927523	0.159221	0.100108	0.55343	0.10526	0.0577174	0.0467853	0.0524099	0.00982998	0.0413513	0.21934	0.051943	0.197266	0.0381751	0.208707	0.0890932	0.108978	0.0943238	0.0226226	0.0901468	0.159619	0.174005	0.101902	0.057812	0.0410591	0.271201	0.0554359	0.0224136	0.570235	0.0396556	0.105482	0.425334	0.969137	2.50005	0.365823	0.355888	0.081134	0.197155	0.3746979	6.706329
6260	-13142.7	-13103.9	-38.736	0.784693	0.315312	0.145905	0.175908	0.176734	0.238257	0.157595	0.292371	0.149782	0.166611	0.443646	0.108036	0.183164	0.189589	0.193262	0.226647	0.333855	0.310059	0.23948	0.246469	0.107429	0.136094	0.123761	0.426973	0.0752852	0.0529316	0.0241816	0.0726791	0.0155831	0.0427671	0.179739	0.0480609	0.247631	0.0652795	0.261634	0.0493061	0.079612	0.0704356	0.0650716	0.0915154	0.264909	0.222043	0.0719366	0.0908233	0.0397378	0.261402	0.0556016	0.0152943	0.585459	0.0425051	0.0922976	0.400897	0.952622	2.55418	0.343514	0.369497	0.080479	0.20651	0.3566664	7.178362
6270	-13154	-13105.8	-48.21	0.8757358	0.353485	0.0827702	0.213586	0.154347	0.265362	0.189796	0.245832	0.216967	0.200997	0.399921	0.163368	0.147001	0.234448	0.253246	0.226647	0.413243	0.367623	0.274997	0.309305	0.126955	0.235586	0.108509	0.664841	0.0752852	0.0108568	0.0241816	0.0750495	0.0175262	0.0327561	0.214292	0.0139706	0.347165	0.105312	0.24798	0.0716204	0.0286964	0.0966582	0.0801102	0.131782	0.269909	0.203967	0.111694	0.118127	0.0240128	0.312495	0.0639395	0.022106	0.532788	0.0446588	0.111543	0.435929	0.975917	2.47661	0.363595	0.357239	0.0714222	0.207743	0.3464229	8.12577
6280	-13142.2	-13104.1	-38.0548	0.8431517	0.298005	0.189085	0.164624	0.154347	0.257045	0.153722	0.295476	0.16655	0.13441	0.369009	0.103814	0.173631	0.196803	0.222013	0.220324	0.413243	0.299351	0.209971	0.245341	0.0842928	0.147977	0.141893	0.493972	0.10602	0.0516967	0.076705	0.0791331	0.0171091	0.0556373	0.0970591	0.0595634	0.259293	0.0740807	0.181443	0.0982995	0.0596788	0.0353596	0.0412605	0.17088	0.183037	0.137158	0.0574393	0.134495	0.0353251	0.331713	0.0612828	0.0180782	0.499079	0.0545214	0.104702	0.423944	0.96823	2.50312	0.346608	0.372919	0.0673115	0.213161	0.3680566	7.110246
6290	-13135.5	-13102	-33.4791	0.7884027	0.2941	0.151572	0.174148	0.130088	0.151766	0.184207	0.301938	0.12793	0.148274	0.307464	0.154151	0.13679	0.247124	0.270743	0.236797	0.356694	0.248927	0.225345	0.233605	0.125483	0.13331	0.0945735	0.49733	0.0641035	0.0682041	0.0251487	0.0503988	0.0278109	0.0375534	0.162787	0.0233208	0.188019	0.0851668	0.195199	0.0900106	0.0278141	0.0446261	0.0316361	0.0674935	0.173308	0.196656	0.0654818	0.095577	0.0334002	0.341245	0.0513331	0.0201346	0.496163	0.057724	0.0930886	0.402423	0.953689	2.5508	0.358306	0.367479	0.0632536	0.21096	0.3837367	6.652675
6300	-13145.9	-13102.4	-43.4719	0.8145087	0.288892	0.151704	0.1886	0.182002	0.174278	0.124348	0.288574	0.210845	0.151546	0.431692	0.106278	0.192627	0.254797	0.27835	0.171793	0.370812	0.273295	0.261665	0.322397	0.0834439	0.128391	0.107084	0.654505	0.0789541	0.0692167	0.00935659	0.0630392	0.0330248	0.0838602	0.132437	0.0391039	0.246543	0.0848472	0.353994	0.0896794	0.0414941	0.0759962	0.0694242	0.118599	0.180166	0.245452	0.0924902	0.146356	0.0293827	0.393421	0.0451587	0.0308461	0.453726	0.0474657	0.0986421	0.41291	0.960895	2.52755	0.355756	0.364735	0.0627921	0.216717	0.3511486	7.651953
6310	-13147.7	-13107.1	-40.5963	0.8341393	0.332286	0.17965	0.223317	0.146686	0.310776	0.240034	0.339259	0.119331	0.20771	0.315646	0.115061	0.142521	0.23074	0.228676	0.215862	0.336397	0.270545	0.258011	0.24862	0.101273	0.142107	0.0950176	0.506073	0.0437633	0.068273	0.0248334	0.053138	0.0229304	0.0705692	0.172612	0.0347704	0.224107	0.0721537	0.297927	0.044344	0.0317826	0.0558566	0.0343488	0.151521	0.213952	0.197309	0.117977	0.126631	0.0310079	0.337555	0.0527956	0.0237887	0.517258	0.0375941	0.1028	0.420524	0.965983	2.51069	0.337763	0.382356	0.0710959	0.208785	0.3380227	7.364397
6320	-13148.2	-13112.6	-35.5936	0.9235961	0.294084	0.148417	0.185944	0.16011	0.160584	0.167067	0.276668	0.186202	0.111513	0.38424	0.135241	0.0864524	0.196547	0.267804	0.272377	0.344785	0.261642	0.192729	0.284893	0.105826	0.168717	0.105635	0.547445	0.0790474	0.0161229	0.0385479	0.0352295	0.0180179	0.0573749	0.153799	0.0786208	0.161582	0.0841566	0.193574	0.0955717	0.0697391	0.0418208	0.0354747	0.0884668	0.1641	0.186623	0.0773035	0.144031	0.0289519	0.36026	0.0555557	0.0362291	0.466137	0.0528669	0.121468	0.452517	0.986089	2.43993	0.345858	0.371974	0.0627224	0.219445	0.3815163	6.864126
6330	-13152.8	-13120.5	-32.2959	0.9161641	0.360242	0.139422	0.19676	0.151422	0.119542	0.14437	0.231252	0.138668	0.130265	0.395102	0.172762	0.117109	0.215531	0.218707	0.225865	0.369465	0.248843	0.224929	0.215897	0.087135	0.128427	0.100375	0.455223	0.0611555	0.0249151	0.00705648	0.0383851	0.0336862	0.088909	0.118228	0.052221	0.132456	0.107359	0.249664	0.0647338	0.0270909	0.0192962	0.0077153	0.122959	0.251213	0.157669	0.0957248	0.0866095	0.0396962	0.34166	0.0565582	0.0183966	0.485718	0.057971	0.119938	0.450017	0.98459	2.44546	0.354373	0.361339	0.0657822	0.218506	0.3545756	6.53436
6340	-13141.5	-13111	-30.4945	0.829646	0.292309	0.153792	0.158309	0.143717	0.213759	0.139835	0.315886	0.144977	0.106225	0.285848	0.106251	0.103565	0.171852	0.226652	0.16208	0.365659	0.179786	0.230077	0.224881	0.103664	0.161264	0.107978	0.4993	0.053797	0.0614419	0.0348498	0.0636171	0.0213589	0.088909	0.106023	0.0708225	0.187772	0.0648447	0.226273	0.0602137	0.0409521	0.0482033	0.0375463	0.111799	0.150151	0.145709	0.061341	0.120922	0.0337134	0.40007	0.0529285	0.0198123	0.435702	0.0577745	0.10185	0.418801	0.964843	2.51451	0.339839	0.382137	0.063623	0.214401	0.3410074	6.354213
6350	-13149.5	-13112.2	-37.2926	0.9587487	0.304179	0.117453	0.136331	0.160422	0.269728	0.175767	0.227345	0.1718	0.120828	0.427414	0.130316	0.12048	0.244376	0.253963	0.187594	0.33728	0.277698	0.239096	0.263297	0.0888758	0.142251	0.102874	0.561146	0.053797	0.020416	0.0404932	0.0931928	0.0222609	0.0423563	0.150169	0.00921311	0.250181	0.0765342	0.254527	0.0355789	0.0487714	0.0915696	0.0151589	0.0869665	0.214932	0.194004	0.133983	0.139403	0.034419	0.396676	0.0571688	0.0229937	0.438752	0.0499906	0.128651	0.463992	0.992814	2.41454	0.339278	0.380825	0.0580965	0.2218	0.3838669	7.034025
6360	-13150	-13110.6	-39.3216	0.9417003	0.259718	0.167168	0.174891	0.160764	0.193133	0.191021	0.258674	0.0796258	0.185067	0.391634	0.129364	0.166425	0.275446	0.291486	0.258083	0.395039	0.288957	0.199024	0.309152	0.0984458	0.165599	0.114806	0.471026	0.0397199	0.0385049	0.0505878	0.114449	0.0225475	0.0511767	0.149258	0.00890769	0.259823	0.0858308	0.30292	0.0776357	0.0353757	0.0887379	0.0520749	0.0869665	0.275053	0.163772	0.0334903	0.0755501	0.029363	0.401341	0.0474363	0.0253878	0.430126	0.0663454	0.12518	0.458499	0.989626	2.4267	0.34164	0.383774	0.0609455	0.21364	0.3819843	7.23693
6370	-13146.6	-13104.3	-42.3306	0.83289	0.279365	0.135546	0.209665	0.195308	0.231677	0.157891	0.168819	0.186371	0.160944	0.375852	0.141224	0.151599	0.281721	0.291015	0.16162	0.295251	0.314939	0.254578	0.25965	0.113524	0.150866	0.114118	0.609994	0.0501919	0.0693003	0.00812557	0.0696295	0.0540826	0.0498778	0.212415	0.0145944	0.26181	0.0838958	0.218582	0.0906337	0.0364664	0.136453	0.0520749	0.129139	0.266058	0.204091	0.126305	0.162561	0.0294348	0.434275	0.0431975	0.0252346	0.418959	0.0488987	0.102536	0.420046	0.965668	2.51175	0.344307	0.383152	0.0601972	0.212344	0.3728328	7.537825
6380	-13145.6	-13111.8	-33.8034	0.8929336	0.2653	0.185563	0.161693	0.133551	0.250088	0.137165	0.287848	0.124499	0.16502	0.357816	0.127553	0.132103	0.21226	0.204381	0.166831	0.351507	0.274592	0.205482	0.255905	0.110327	0.134527	0.10046	0.457966	0.0584096	0.0612097	0.0370318	0.0908275	0.0354436	0.0548437	0.0745626	0.0524991	0.302255	0.0890609	0.231125	0.0426512	0.0353645	0.0589196	0.0205138	0.0707622	0.200293	0.132275	0.0720424	0.162578	0.0281868	0.361326	0.0508611	0.0429318	0.460728	0.0559666	0.115128	0.442024	0.979717	2.46313	0.362937	0.369139	0.06384	0.204084	0.376428	6.685104
6390	-13141.1	-13104.7	-36.4009	0.7581126	0.283784	0.139592	0.20555	0.123291	0.168281	0.155892	0.282556	0.171518	0.175456	0.376257	0.161846	0.147221	0.209095	0.24479	0.168972	0.384551	0.339105	0.269194	0.233985	0.101822	0.148343	0.157176	0.493276	0.0532596	0.0194309	0.0322008	0.0445062	0.010362	0.0370726	0.150083	0.0470848	0.261824	0.0448391	0.216715	0.0844815	0.069805	0.0841165	0.0566594	0.112007	0.12995	0.172887	0.0773375	0.098681	0.0345239	0.371544	0.0554237	0.0193723	0.477367	0.0417694	0.0866199	0.389707	0.944637	2.57904	0.355585	0.368984	0.0601439	0.215286	0.3422933	6.944855
6400	-13143.1	-13107.6	-35.5632	0.8433912	0.288667	0.137847	0.159737	0.136754	0.247052	0.10009	0.214817	0.113078	0.147443	0.39484	0.107901	0.14828	0.26135	0.309728	0.210558	0.293977	0.279846	0.283241	0.250212	0.0922853	0.146024	0.126735	0.570089	0.0540209	0.0647381	0.0346926	0.0605049	0.0056431	0.0749877	0.133954	0.03621	0.169869	0.0378617	0.212779	0.111379	0.0860218	0.0501764	0.039384	0.0846079	0.188955	0.15714	0.0937851	0.143824	0.0289494	0.333763	0.0509321	0.0257831	0.496613	0.0639598	0.104753	0.424034	0.968289	2.50292	0.360835	0.368569	0.0637019	0.206894	0.3689106	6.861086
6410	-13145.5	-13112.2	-33.2943	0.7308223	0.244416	0.14451	0.192207	0.173237	0.235216	0.155896	0.292268	0.190154	0.151803	0.384127	0.133694	0.147655	0.204192	0.232059	0.187155	0.305954	0.26023	0.218663	0.254793	0.0816912	0.126461	0.0811577	0.455672	0.048521	0.0592329	0.0260654	0.0828605	0.0265972	0.0689177	0.14001	0.0235739	0.197301	0.0980074	0.23695	0.0853045	0.0236036	0.0501764	0.0248429	0.104033	0.288286	0.106196	0.0345886	0.0559155	0.0349728	0.354661	0.0594673	0.0208259	0.505202	0.0248703	0.0807803	0.377717	0.935776	2.60573	0.355078	0.362767	0.077068	0.205087	0.3588109	6.634196
