Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TreeLengths
100	-14771.5	-14781.8	10.3389	0.140921	0.0914646	0.114742	0.104834	0.116579	0.0795626	0.133818	0.0799202	0.104135	0.193018	0.0709758	0.0806471	0.104167	0.12618	0.109524	0.112668	0.143586	0.103518	0.116286	0.0900874	0.0721046	0.094309	0.1844	0.0938134	0.021109	0.0334207	0.0443069	0.022161	0.0502864	0.0241424	0.0491107	0.0216354	0.041752	0.0335042	0.0575818	0.0479334	0.017268	0.0285519	0.0526644	0.0162359	0.029769	0.0247458	0.0325028	3.960508	0.279038	0.284505	0.102786	0.333671	3.309942
110	-14766.3	-14775.8	9.48382	0.140921	0.0958099	0.109291	0.116862	0.101392	0.0676326	0.112003	0.0851382	0.100166	0.171035	0.0799326	0.0744436	0.119667	0.106774	0.109524	0.15181	0.140062	0.135061	0.124373	0.0899174	0.0775796	0.0758448	0.203209	0.0913126	0.0375788	0.0507456	0.0481769	0.0256041	0.0498044	0.0420915	0.0261469	0.0178442	0.039687	0.0334136	0.0660005	0.0668543	0.0212715	0.024195	0.0456467	0.0270196	0.0159393	0.0348208	0.0417075	3.979554	0.27417	0.296987	0.100993	0.32785	3.39431
120	-14769	-14779.2	10.1855	0.137198	0.0808916	0.0870828	0.0997629	0.107281	0.0846548	0.136488	0.0848343	0.100166	0.196378	0.0807295	0.0857658	0.0918686	0.106007	0.108192	0.129946	0.151863	0.108982	0.112559	0.0848427	0.112003	0.098885	0.182869	0.106324	0.0303454	0.0263148	0.0414385	0.0273654	0.0346715	0.0411746	0.0412595	0.0401987	0.0279148	0.0306438	0.0551154	0.0614302	0.0246432	0.0240188	0.0316239	0.0283375	0.0161617	0.027275	0.0487973	3.811821	0.279345	0.29487	0.100273	0.325513	3.334305
130	-14769.1	-14779.4	10.2682	0.130332	0.10514	0.116768	0.0997629	0.103902	0.0854685	0.136206	0.0673585	0.0909011	0.201922	0.0891081	0.077254	0.104682	0.105413	0.0906412	0.137582	0.119767	0.118335	0.130445	0.0789446	0.0916422	0.0598292	0.167358	0.0976648	0.0210327	0.0372274	0.0555415	0.0312293	0.042672	0.0520679	0.0264873	0.0325352	0.0450086	0.0171335	0.0479374	0.0597656	0.0120089	0.0178732	0.0609066	0.0324637	0.0293726	0.0222634	0.0611346	4.059896	0.262636	0.301707	0.102597	0.33306	3.311089
140	-14768.7	-14778.5	9.84093	0.135544	0.0927218	0.116608	0.0954638	0.113874	0.0706886	0.132546	0.0865893	0.105498	0.190934	0.066124	0.0729164	0.102525	0.105217	0.0882085	0.152214	0.163251	0.123244	0.130445	0.0637979	0.0900384	0.085818	0.184219	0.0821438	0.0156618	0.0371627	0.0636003	0.0217251	0.0369708	0.0383787	0.0310159	0.0220774	0.0428708	0.0170977	0.057585	0.0705917	0.0105887	0.0252918	0.0759893	0.0259012	0.0301635	0.0241994	0.0468285	4.222207	0.275759	0.299307	0.0945236	0.330411	3.344329
150	-14770	-14780.6	10.6052	0.136053	0.0899701	0.10528	0.0795779	0.120054	0.0853247	0.117835	0.0838406	0.0922967	0.215057	0.0748095	0.099903	0.118389	0.0997006	0.0882085	0.128222	0.101502	0.122739	0.12753	0.0864248	0.0897529	0.085818	0.177738	0.0952498	0.0248996	0.0361161	0.0555226	0.0393294	0.0356954	0.0456007	0.0262836	0.0230312	0.0443136	0.0159689	0.0644035	0.0413992	0.0122246	0.0230292	0.0528669	0.0220922	0.0311333	0.0213547	0.0313633	4.222207	0.287435	0.293481	0.0932223	0.325862	3.267905
160	-14775.8	-14785.9	10.099	0.150634	0.0987439	0.115827	0.105772	0.0910928	0.0802402	0.148469	0.0815886	0.102442	0.172316	0.0843166	0.0718834	0.0945894	0.104854	0.113963	0.127788	0.132847	0.127967	0.142623	0.0676856	0.0797666	0.101371	0.162983	0.0723575	0.0250091	0.0441253	0.0575863	0.0344175	0.0340352	0.0489394	0.0520603	0.047619	0.041613	0.0106608	0.070151	0.0651444	0.0255599	0.0214272	0.0464166	0.0156943	0.0144977	0.0223901	0.035876	3.772894	0.270288	0.296883	0.10319	0.329639	3.345344
170	-14769.8	-14779.3	9.48718	0.17438	0.0987439	0.107648	0.0994176	0.117425	0.067291	0.147211	0.0701634	0.1046	0.193581	0.0656778	0.0980949	0.111561	0.119375	0.108521	0.129456	0.132847	0.100184	0.142623	0.0936209	0.0917444	0.0883857	0.190669	0.0913181	0.0212253	0.0234064	0.0482745	0.0307337	0.0431374	0.0375841	0.0388685	0.0211322	0.0321327	0.0349413	0.0574494	0.0654839	0.0242598	0.0107308	0.0553755	0.0217811	0.0336958	0.0149227	0.0277872	4.089272	0.270288	0.296883	0.10319	0.329639	3.387461
180	-14770.6	-14780.7	10.0765	0.125682	0.0844551	0.103854	0.0843249	0.111478	0.0804602	0.124649	0.0852831	0.100056	0.185099	0.0627582	0.0887122	0.128716	0.111746	0.122482	0.13603	0.136516	0.090671	0.117797	0.0803514	0.0920731	0.0946439	0.16784	0.113703	0.0347803	0.0533653	0.0467642	0.0142287	0.0445227	0.0552901	0.0368796	0.0232701	0.0350639	0.0400507	0.0592538	0.0727152	0.0215953	0.0157491	0.0448848	0.0254259	0.0335049	0.0310228	0.0162478	3.997121	0.270789	0.295579	0.103381	0.330251	3.333997
190	-14774	-14784.8	10.7407	0.146779	0.112333	0.100744	0.107342	0.100288	0.074467	0.133312	0.0603096	0.105861	0.167887	0.0700284	0.0816892	0.0925813	0.116408	0.0975751	0.13603	0.126456	0.114802	0.133678	0.078086	0.0783913	0.093122	0.217619	0.115789	0.0226519	0.0315823	0.0584969	0.0191707	0.0342581	0.0335061	0.0255521	0.0314654	0.0260889	0.0341578	0.0597788	0.037763	0.0143226	0.0195939	0.0411586	0.0235067	0.0163083	0.0256784	0.0346972	4.275017	0.260428	0.284269	0.0960035	0.3593	3.251316
200	-14777.7	-14787.5	9.78262	0.131765	0.0717392	0.104356	0.0901476	0.125764	0.0976722	0.113938	0.0821687	0.115151	0.176255	0.0620927	0.0945737	0.120385	0.096677	0.0839648	0.140978	0.148989	0.135029	0.133678	0.0998023	0.0734665	0.0919596	0.185801	0.0785531	0.0270083	0.0260572	0.069226	0.0367727	0.0395728	0.0500317	0.0259198	0.0414185	0.0309008	0.0276873	0.061083	0.0512134	0.0138775	0.0168056	0.0558654	0.0197617	0.0344337	0.0196434	0.058011	4.050671	0.277121	0.302491	0.102157	0.31823	3.360196
210	-14783.1	-14791.8	8.60882	0.145491	0.0991464	0.112075	0.101158	0.139433	0.0640347	0.12387	0.0888997	0.114503	0.173845	0.0624265	0.0851217	0.113572	0.080787	0.11496	0.123098	0.133079	0.130469	0.16028	0.0709207	0.0942677	0.0914321	0.214692	0.122232	0.0191074	0.0597008	0.0369197	0.0250743	0.0574118	0.0448447	0.0516348	0.0327955	0.0386533	0.0165363	0.0545427	0.0544644	0.0223826	0.0206949	0.0419257	0.0389673	0.0190489	0.0176877	0.0525694	4.270534	0.276926	0.290195	0.102085	0.330794	3.464756
220	-14764.8	-14775.6	10.8329	0.148171	0.0675772	0.108936	0.0849784	0.118073	0.0951896	0.128183	0.0648103	0.10584	0.17798	0.0854514	0.0730842	0.104113	0.0957791	0.109928	0.136323	0.129356	0.120858	0.136149	0.0788926	0.0892685	0.0722542	0.174645	0.106129	0.0356131	0.0380427	0.0430843	0.0204165	0.0307189	0.0386338	0.0245951	0.0226334	0.0281227	0.0301385	0.0519653	0.066632	0.0148884	0.0116953	0.0752418	0.0276623	0.0202405	0.0271991	0.048009	3.845583	0.276926	0.290195	0.102085	0.330794	3.267502
230	-14777.4	-14787.4	10.0361	0.130896	0.0919914	0.0944266	0.0962367	0.115517	0.0768725	0.130545	0.0881707	0.0965017	0.167444	0.0847768	0.0866257	0.129248	0.0987027	0.114116	0.136433	0.112778	0.132876	0.147259	0.0666919	0.0836359	0.0791619	0.171666	0.100026	0.0209178	0.055228	0.0591766	0.0039305	0.0473054	0.0386338	0.0417211	0.0358606	0.0236028	0.0390629	0.052437	0.0491462	0.0210382	0.0144728	0.0754549	0.0354335	0.016967	0.0318655	0.0407453	4.038025	0.27451	0.287663	0.10992	0.327908	3.335599
240	-14765.3	-14775.8	10.5418	0.157942	0.0881288	0.11182	0.113546	0.0995822	0.0733497	0.133568	0.076378	0.101764	0.177514	0.0791285	0.0864425	0.104848	0.113908	0.0980978	0.13559	0.128969	0.112362	0.140634	0.0804301	0.100548	0.0975718	0.175979	0.104378	0.0259981	0.0350432	0.0493051	0.00673135	0.0376674	0.0325008	0.013713	0.0356658	0.0307199	0.0328439	0.0460328	0.0487438	0.0246226	0.00992397	0.052231	0.020488	0.0237627	0.0258075	0.0407453	4.038025	0.279284	0.291582	0.0955234	0.333611	3.285023
250	-14767.4	-14778.1	10.7519	0.139838	0.0973892	0.12469	0.0811532	0.118254	0.0867997	0.14846	0.0664248	0.0925423	0.181423	0.0770565	0.0828592	0.114025	0.106514	0.112673	0.134152	0.12794	0.108014	0.135021	0.0693895	0.0651903	0.0962749	0.202005	0.0927139	0.0224651	0.0323253	0.037461	0.0359567	0.0342671	0.0526816	0.0265847	0.0220451	0.0342177	0.0236322	0.0458492	0.0720615	0.014583	0.0108444	0.0483285	0.0364279	0.0235565	0.0155181	0.0349373	3.700583	0.280099	0.289515	0.095802	0.334584	3.284546
260	-14768.6	-14778.9	10.3002	0.142417	0.0889832	0.0923957	0.113789	0.113602	0.0839718	0.125968	0.0984193	0.0869005	0.18548	0.0698565	0.0698015	0.126019	0.109092	0.112686	0.119321	0.128981	0.121323	0.1169	0.0728834	0.0859819	0.0925669	0.178668	0.110546	0.0288639	0.050093	0.048331	0.0357117	0.0359393	0.0403218	0.0341106	0.0396902	0.0251605	0.0224837	0.0480719	0.04607	0.0291081	0.00885928	0.0499924	0.0247206	0.0266094	0.0278985	0.0381667	4.079122	0.264126	0.295939	0.0979276	0.342008	3.306754
270	-14776.5	-14785.9	9.32492	0.143261	0.0789373	0.0735668	0.089312	0.13069	0.0881806	0.143556	0.0810135	0.0856287	0.177658	0.0906647	0.0750536	0.0977692	0.110687	0.119693	0.124474	0.130358	0.114803	0.144109	0.0658111	0.089353	0.0948119	0.218527	0.111682	0.019879	0.0448694	0.050893	0.0419311	0.0450926	0.0634905	0.0164051	0.0279107	0.0495299	0.0346539	0.0650608	0.0647211	0.0215779	0.0136579	0.0455032	0.0297688	0.0330867	0.0335974	0.0379848	3.830538	0.266839	0.298979	0.0989334	0.335249	3.419215
280	-14778.1	-14788.4	10.3671	0.124109	0.0854729	0.113751	0.132779	0.106091	0.0800402	0.116503	0.0969365	0.0890682	0.146501	0.0806462	0.104402	0.10433	0.0978717	0.105496	0.134105	0.147015	0.106216	0.133936	0.0800044	0.0911575	0.0685153	0.181276	0.128863	0.0394471	0.0369656	0.0491006	0.0276144	0.0556159	0.0406802	0.0279907	0.0193813	0.036248	0.040219	0.0577664	0.0431926	0.0186071	0.0193621	0.0555526	0.0207833	0.025888	0.0258682	0.0319535	3.631952	0.266839	0.298979	0.0989334	0.335249	3.327324
290	-14770	-14779.9	9.96355	0.120852	0.0861083	0.111246	0.0924185	0.108966	0.0882526	0.136234	0.0988318	0.0947166	0.185208	0.0686056	0.0927916	0.0941471	0.11238	0.115049	0.120147	0.130269	0.149903	0.140653	0.0687899	0.0979841	0.0685777	0.181276	0.110381	0.0276672	0.0440462	0.0308823	0.0278628	0.0290278	0.0569102	0.0346565	0.0348567	0.0366689	0.0283914	0.0543324	0.0648574	0.0174018	0.0220822	0.0649592	0.0273416	0.0279613	0.0224166	0.0273306	3.86186	0.268111	0.275294	0.104041	0.352555	3.35344
300	-14771.2	-14781.2	10.0241	0.147332	0.0981397	0.110163	0.084442	0.0954402	0.0898485	0.105851	0.0695995	0.102445	0.188842	0.0743931	0.0920223	0.117373	0.116505	0.115546	0.124471	0.145783	0.141996	0.12128	0.0854561	0.0890654	0.0893245	0.211528	0.0997672	0.0334245	0.0354065	0.0456694	0.0378655	0.0372241	0.0249844	0.0247539	0.0294155	0.0212574	0.0208862	0.0504038	0.0631312	0.0167656	0.0247966	0.0373135	0.0309675	0.0183554	0.0213617	0.049683	3.979589	0.260032	0.296079	0.101958	0.341931	3.34028
310	-14778.5	-14789.9	11.4335	0.135323	0.0981397	0.107302	0.0862673	0.107773	0.0794678	0.116296	0.0813766	0.081459	0.171463	0.0778031	0.0962195	0.114871	0.0953699	0.110076	0.159451	0.112238	0.103491	0.146645	0.0847126	0.0790944	0.0674645	0.167967	0.0932408	0.0230737	0.044708	0.0348026	0.0139863	0.0500958	0.0561911	0.0213267	0.029965	0.0355115	0.0285092	0.0470929	0.0710479	0.0186484	0.0144161	0.0361447	0.0275769	0.0116318	0.0241437	0.0255749	4.172419	0.256903	0.296858	0.100731	0.345508	3.187958
320	-14775.8	-14786.2	10.3757	0.152586	0.088279	0.111982	0.0845914	0.10645	0.0870135	0.134594	0.0987509	0.0949047	0.17657	0.0774909	0.0975444	0.0952705	0.124772	0.114743	0.127165	0.15516	0.134108	0.118919	0.0719932	0.0813947	0.0805223	0.146176	0.103154	0.0382061	0.0354739	0.0584868	0.0290085	0.0404628	0.0373561	0.0242843	0.0242507	0.0127064	0.026923	0.0644938	0.0523319	0.0137402	0.0245284	0.0338189	0.031184	0.0234058	0.0276546	0.0406578	4.013321	0.266701	0.30818	0.0955734	0.329546	3.303109
330	-14768.8	-14779.4	10.5474	0.145394	0.0942396	0.0908846	0.0876064	0.115478	0.0746854	0.138298	0.0739612	0.102094	0.184868	0.0729416	0.0771403	0.118915	0.115739	0.108699	0.127165	0.151054	0.120008	0.150071	0.0796567	0.0914989	0.0731747	0.186565	0.092462	0.0260154	0.052347	0.0503318	0.0211175	0.0372402	0.0317704	0.0245811	0.034553	0.0359204	0.015894	0.0503209	0.0595788	0.0080437	0.0210276	0.0276441	0.0325516	0.0275069	0.0208814	0.0330778	4.062803	0.266701	0.30818	0.0955734	0.329546	3.283002
340	-14771.1	-14780.5	9.35555	0.17423	0.110986	0.102334	0.0770368	0.117652	0.0712288	0.104454	0.0850925	0.104482	0.160044	0.0864836	0.0764063	0.103671	0.110643	0.116944	0.12775	0.136188	0.132769	0.125289	0.0890981	0.0891115	0.0750792	0.162816	0.0890085	0.0446314	0.0409497	0.0608404	0.0278718	0.0409149	0.0529057	0.0255415	0.0332131	0.0394594	0.0251292	0.0685588	0.0588541	0.0271556	0.0449478	0.0366588	0.033363	0.0390783	0.0238484	0.0332585	4.342357	0.279265	0.3029	0.0939359	0.323899	3.385981
350	-14774.3	-14784.8	10.5319	0.144381	0.110831	0.0934736	0.0895865	0.103039	0.0787533	0.130331	0.0883431	0.0883819	0.193344	0.0786794	0.0877872	0.105059	0.126313	0.0919877	0.140429	0.110836	0.119044	0.111177	0.0624633	0.112951	0.0953067	0.157504	0.102201	0.0288984	0.0449007	0.0467043	0.0136771	0.0312682	0.0344837	0.0317964	0.0296013	0.0315373	0.0327024	0.0328106	0.0581718	0.0232995	0.0442475	0.0529659	0.0201371	0.03222	0.0328081	0.0367	4.120754	0.284901	0.300531	0.0932014	0.321367	3.281134
360	-14782.9	-14791.7	8.75341	0.161119	0.11894	0.102369	0.108887	0.124786	0.0756067	0.144905	0.0813556	0.118813	0.21625	0.100699	0.0844679	0.102823	0.10369	0.102042	0.110419	0.111282	0.104225	0.128582	0.0685201	0.0936165	0.10833	0.181886	0.0959258	0.026354	0.0545501	0.0629808	0.0228749	0.0428417	0.0409512	0.0259622	0.0336473	0.0439251	0.0191156	0.0509474	0.0837345	0.0112669	0.0238876	0.0507711	0.039213	0.0150236	0.0277868	0.038852	4.031979	0.266767	0.301101	0.110155	0.321976	3.464226
370	-14777.5	-14786.7	9.2011	0.125008	0.119558	0.123054	0.0899143	0.134215	0.0839585	0.155542	0.0799615	0.107064	0.171809	0.0764265	0.08111	0.123849	0.119583	0.116871	0.137534	0.141341	0.121233	0.132224	0.0916926	0.0868263	0.0755035	0.169324	0.115627	0.0252473	0.0443963	0.0520603	0.0237168	0.0473131	0.0410172	0.0263487	0.0293779	0.0298011	0.0309514	0.0332809	0.0598611	0.0193443	0.0284777	0.0660903	0.0204139	0.0127525	0.0145581	0.0346396	4.041725	0.266767	0.301101	0.110155	0.321976	3.418878
380	-14779	-14788.8	9.82884	0.151238	0.0926922	0.0775254	0.0903376	0.102649	0.0882459	0.12899	0.0811363	0.115607	0.168831	0.107433	0.0831522	0.133358	0.11276	0.116871	0.12132	0.155424	0.0995145	0.128487	0.0734563	0.0912151	0.0836021	0.172099	0.0722975	0.0335359	0.0510052	0.0519329	0.0299353	0.0464257	0.0335432	0.0400206	0.0285155	0.0295401	0.0399307	0.0412333	0.054248	0.0304612	0.0233902	0.052345	0.0196618	0.0465523	0.0319943	0.0400573	3.769537	0.262876	0.29399	0.112976	0.330158	3.372571
390	-14773.2	-14783.3	10.091	0.135568	0.0862578	0.105322	0.0994303	0.112894	0.083919	0.144517	0.0728801	0.0906685	0.187515	0.0794555	0.0760891	0.0920385	0.11201	0.0763479	0.13023	0.13648	0.105917	0.121254	0.0886389	0.0905588	0.0860564	0.191754	0.0802101	0.0258322	0.0433535	0.0453979	0.0318964	0.0456772	0.0518268	0.0585778	0.0242116	0.0375802	0.0421175	0.045436	0.0538919	0.034002	0.0311046	0.0682034	0.0167883	0.0297104	0.0323238	0.0309439	3.957943	0.286756	0.291619	0.0941306	0.327495	3.334887
400	-14768.8	-14778.5	9.68377	0.117519	0.127712	0.111855	0.100322	0.131534	0.0834902	0.133145	0.0728801	0.110466	0.177325	0.0794555	0.0893245	0.108542	0.101883	0.099445	0.123793	0.128171	0.118404	0.128322	0.0885849	0.0810832	0.096718	0.172612	0.101318	0.0214489	0.0569521	0.0647836	0.0295202	0.0221855	0.0446553	0.0242933	0.0221364	0.0330542	0.0274719	0.0758941	0.0559485	0.0247831	0.0251136	0.0489342	0.0200841	0.0276106	0.0251816	0.0391604	3.999632	0.28669	0.291782	0.0941089	0.327419	3.373115
410	-14770.3	-14781	10.672	0.138586	0.118491	0.0982311	0.107088	0.10849	0.0768823	0.127216	0.0710609	0.104526	0.188999	0.0866785	0.0706538	0.125187	0.0946562	0.0939575	0.144123	0.118777	0.116318	0.1279	0.0863749	0.0745653	0.0776035	0.189763	0.0745696	0.0395221	0.0383614	0.0497651	0.0240189	0.036944	0.0452614	0.0370326	0.0362482	0.0310976	0.0277035	0.0409753	0.0487984	0.0132829	0.0157632	0.054581	0.0230851	0.0351406	0.0179628	0.0342526	4.063649	0.28669	0.291782	0.0941089	0.327419	3.270493
420	-14772.7	-14784.5	11.7181	0.141566	0.0900109	0.110243	0.0891098	0.10849	0.0768823	0.101956	0.0668468	0.090808	0.200306	0.0650103	0.0729268	0.087465	0.106623	0.100985	0.12598	0.140207	0.0956986	0.128417	0.0552716	0.0947297	0.0837479	0.180623	0.0745696	0.0354441	0.0428936	0.06515	0.0170259	0.026689	0.0500797	0.028143	0.0224033	0.0340198	0.0260771	0.0609177	0.0444894	0.022746	0.0224393	0.0468651	0.0153305	0.0345849	0.0338064	0.037596	4.24714	0.286973	0.292069	0.0932164	0.327742	3.155174
430	-14774.3	-14784.8	10.5427	0.154061	0.084439	0.107563	0.107794	0.117605	0.0615957	0.13194	0.0626802	0.0896718	0.157229	0.0614605	0.094554	0.114184	0.111411	0.106697	0.13994	0.123943	0.115592	0.154194	0.107169	0.0755894	0.0795543	0.169413	0.0918195	0.0241619	0.0281728	0.0586496	0.0318676	0.0315172	0.0443	0.0219547	0.0432722	0.0373859	0.0409569	0.0495364	0.0473074	0.0194634	0.026512	0.0585495	0.0301167	0.0185305	0.0165358	0.0341398	4.070292	0.272229	0.298109	0.0951439	0.334518	3.283031
440	-14770.3	-14779.2	8.87274	0.154061	0.0833193	0.0933768	0.0974431	0.113175	0.0860191	0.128161	0.104072	0.100751	0.178035	0.0948699	0.0929243	0.0849803	0.111493	0.107121	0.132835	0.15099	0.146432	0.149734	0.0742784	0.0769152	0.100621	0.181412	0.0990327	0.0242251	0.0227905	0.0571636	0.0334196	0.0375977	0.055743	0.0368185	0.0310066	0.032648	0.0385203	0.0739532	0.0532977	0.0218394	0.0187115	0.0522398	0.0271247	0.0375847	0.0237271	0.0295608	4.070292	0.274655	0.295466	0.0983256	0.331553	3.450024
