Iteration	Posterior	Likelihood	Prior	alpha	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TreeLengths
5890	-13220.9	-13163.9	-57.0249	0.2675725	0.348668	0.184858	0.268019	0.220967	0.284346	0.177968	0.413862	0.178345	0.166838	0.635226	0.148738	0.172938	0.274047	0.265327	0.228579	0.446585	0.412192	0.302408	0.306592	0.17107	0.243327	0.135557	0.63739	0.107926	0.00841543	0.258752	0.109232	0.177347	0.105796	0.0409927	0.118421	0.243204	0.0523647	0.0608401	0.0387277	0.0841462	0.273114	0.17763	0.0540386	0.148839	0.242858	0.0327192	0.048045	0.0140504	0.417976	0.039393	0.0421131	0.428081	0.0583866	0.00303381	0.0796422	0.537108	3.38022	0.373458	0.360107	0.0593906	0.207044	9.007254
5900	-13215.3	-13158.4	-56.9411	0.2740903	0.33011	0.238853	0.246733	0.186108	0.247923	0.207603	0.33028	0.264881	0.231082	0.462866	0.116314	0.131503	0.260102	0.364542	0.250341	0.413085	0.440102	0.268943	0.306592	0.0919064	0.151536	0.0932978	0.718038	0.0973632	0.0519729	0.192189	0.115491	0.266742	0.0771917	0.124025	0.11342	0.312444	0.0533532	0.0683697	0.0300179	0.128195	0.28633	0.185684	0.101727	0.110075	0.205591	0.0168305	0.109125	0.0182258	0.407113	0.0386712	0.0400361	0.442153	0.0538007	0.00342934	0.0845584	0.549614	3.3624	0.357049	0.382599	0.0575438	0.202808	8.998879
5910	-13206.2	-13155.8	-50.3626	0.281206	0.366057	0.177473	0.237311	0.169564	0.225992	0.195177	0.281357	0.19349	0.199804	0.520631	0.120027	0.217288	0.244341	0.364542	0.261104	0.357627	0.38046	0.214687	0.312458	0.11055	0.195945	0.113333	0.575305	0.0823075	0.0283429	0.184191	0.0854954	0.25038	0.0771917	0.115201	0.0856715	0.201909	0.0423216	0.0240308	0.054021	0.101403	0.268834	0.15906	0.0449014	0.0682816	0.348209	0.0102359	0.0745098	0.0238876	0.384718	0.0422009	0.0253426	0.456384	0.0674666	0.0038949	0.0899795	0.562848	3.34328	0.356459	0.36971	0.058882	0.214949	8.34102
5920	-13220.7	-13165.8	-54.9028	0.2825866	0.403246	0.170678	0.246838	0.190491	0.254981	0.193069	0.344601	0.18656	0.176886	0.56553	0.18067	0.129165	0.277676	0.41058	0.303933	0.274098	0.355874	0.213405	0.302724	0.184111	0.204444	0.131796	0.711824	0.0421819	0.00988048	0.293924	0.0915127	0.270758	0.0616462	0.0952461	0.120881	0.170964	0.00824074	0.0139141	0.0244637	0.138534	0.276658	0.118001	0.0596671	0.0939833	0.317673	0.0496237	0.124109	0.0189834	0.375712	0.0380779	0.0351272	0.464329	0.0677701	0.00398932	0.0910369	0.565366	3.33961	0.369865	0.362343	0.0594046	0.208387	8.795045
5930	-13226.7	-13164.9	-61.7747	0.2819202	0.392952	0.255276	0.276084	0.190567	0.292598	0.145597	0.324907	0.228895	0.1541	0.548881	0.194064	0.185414	0.304546	0.330723	0.374235	0.309183	0.442953	0.288048	0.355862	0.109818	0.242993	0.119482	0.603121	0.0710649	0.0243285	0.213626	0.0694702	0.183111	0.0922267	0.173903	0.161656	0.28059	0.01551	0.065095	0.034996	0.161372	0.409627	0.155021	0.092042	0.115787	0.336317	0.000751228	0.155437	0.0285065	0.320408	0.0443828	0.0290642	0.522035	0.0556025	0.00394357	0.0905262	0.564153	3.34138	0.358204	0.36222	0.0614767	0.2181	9.482231
5940	-13218.9	-13159.7	-59.1287	0.2993649	0.409278	0.266785	0.320744	0.144509	0.288492	0.189644	0.25415	0.216355	0.221323	0.558743	0.121589	0.24982	0.350743	0.330723	0.24365	0.410402	0.354821	0.212155	0.309505	0.136894	0.219132	0.182403	0.596086	0.101877	0.0412875	0.221207	0.107521	0.256984	0.0922267	0.201063	0.124611	0.274286	0.0443426	0.012258	0.0403459	0.126029	0.402327	0.0873595	0.1136	0.0745872	0.252682	0.00863219	0.0464618	0.0254981	0.396952	0.0360691	0.032162	0.466943	0.042376	0.00524393	0.104001	0.594735	3.29602	0.353629	0.364403	0.0682346	0.213733	9.217638
5950	-13225.6	-13164.8	-60.7686	0.262583	0.435152	0.266493	0.340932	0.177554	0.209804	0.252487	0.406263	0.149848	0.225943	0.431397	0.127731	0.230914	0.375787	0.342672	0.264377	0.347909	0.256582	0.285656	0.416197	0.137944	0.220756	0.135886	0.654293	0.0809246	0.035892	0.248718	0.111351	0.280885	0.115855	0.142113	0.158574	0.222869	0.0573258	0.00795061	0.0403459	0.0802999	0.326574	0.155837	0.0588743	0.0469475	0.318322	0.0514809	0.14791	0.0251787	0.358844	0.0349436	0.0159978	0.509992	0.0550442	0.00275079	0.0759158	0.527281	3.39405	0.363623	0.361476	0.059617	0.215285	9.381626
5960	-13217.9	-13161.7	-56.2249	0.2882939	0.281295	0.176884	0.211103	0.184044	0.333829	0.193478	0.337695	0.213404	0.221897	0.475165	0.140952	0.179064	0.346026	0.343608	0.268619	0.368572	0.326493	0.302485	0.300628	0.0962224	0.17819	0.213621	0.617064	0.0685599	0.0393531	0.365837	0.0938639	0.211299	0.0886057	0.18105	0.0883516	0.258818	0.0411026	0.0419861	0.0463855	0.0440893	0.406975	0.129122	0.0522596	0.0300655	0.24485	0.0364314	0.14791	0.0219467	0.38814	0.0444578	0.031657	0.466596	0.0472018	0.00439388	0.0954252	0.57561	3.32457	0.361487	0.367716	0.0646023	0.206195	8.927252
5970	-13218	-13161.9	-56.0919	0.2872722	0.323526	0.220693	0.194073	0.224402	0.3477	0.173545	0.302982	0.164448	0.159853	0.518506	0.119355	0.133439	0.236635	0.333565	0.208658	0.361129	0.43466	0.256776	0.350451	0.0793238	0.207092	0.183508	0.730414	0.0489709	0.0674767	0.240084	0.0714772	0.187935	0.143743	0.147745	0.105621	0.312455	0.060318	0.0360604	0.0468793	0.0686402	0.317323	0.188146	0.0948874	0.0828114	0.261356	0.0632367	0.104061	0.0196513	0.388273	0.0450392	0.031568	0.456289	0.05918	0.00431978	0.0946378	0.573796	3.32725	0.362521	0.37522	0.0621509	0.200109	8.91396
5980	-13224.8	-13165.1	-59.7003	0.256545	0.401691	0.206031	0.154446	0.199258	0.373733	0.167554	0.296948	0.16732	0.22838	0.460797	0.140374	0.185536	0.384598	0.371	0.286888	0.374562	0.410102	0.260378	0.350451	0.112973	0.225437	0.220373	0.532394	0.0497033	0.0933431	0.206559	0.082723	0.199201	0.14427	0.123395	0.0949822	0.330264	0.123564	0.0284432	0.0402132	0.0243586	0.351735	0.140431	0.118012	0.152015	0.279741	0.0360623	0.144554	0.017227	0.392693	0.0391299	0.030466	0.454099	0.0663857	0.00243093	0.0714557	0.515086	3.41103	0.377525	0.353885	0.0617949	0.206795	9.274795
5990	-13217.2	-13155.5	-61.6564	0.2945139	0.401691	0.140789	0.191997	0.208803	0.364675	0.242961	0.369811	0.212199	0.188529	0.549524	0.18234	0.214855	0.382844	0.35079	0.249423	0.389447	0.402058	0.254325	0.380911	0.115444	0.200543	0.196181	0.769756	0.0933463	0.0293752	0.216992	0.0772714	0.216245	0.0805207	0.251688	0.0813349	0.262415	0.0241253	0.023853	0.0241358	0.0722286	0.238841	0.119456	0.0805249	0.131642	0.346915	0.0470132	0.0925858	0.017405	0.420498	0.0395724	0.036568	0.436078	0.0498784	0.00486086	0.100235	0.586473	3.30843	0.38284	0.359081	0.055135	0.202944	9.470402
6000	-13218.1	-13154.2	-63.9104	0.2876483	0.407537	0.260316	0.319827	0.197077	0.373285	0.212416	0.405537	0.236887	0.161106	0.667432	0.201536	0.224062	0.28067	0.331526	0.273205	0.452955	0.382226	0.266182	0.322659	0.125564	0.242059	0.1387	0.660199	0.068383	0.0293752	0.336513	0.134178	0.216715	0.0805207	0.159951	0.101214	0.254777	0.0318248	0.0499725	0.0160984	0.105244	0.345739	0.148364	0.00851954	0.105201	0.314814	0.0184306	0.0270054	0.0170643	0.418025	0.0362049	0.0383715	0.416654	0.0736797	0.00434697	0.0949275	0.574464	3.32626	0.352708	0.367718	0.0558145	0.223759	9.695804
6010	-13226.4	-13163.6	-62.8213	0.3048699	0.350393	0.24354	0.247464	0.197077	0.235948	0.183126	0.259202	0.187245	0.130681	0.51588	0.232769	0.196977	0.282245	0.392232	0.340986	0.457176	0.409487	0.309017	0.362077	0.145657	0.236078	0.123181	0.780543	0.140712	0.0987063	0.229748	0.0981984	0.224513	0.0744822	0.129768	0.118205	0.225804	0.0601	0.0222718	0.059317	0.0988671	0.371171	0.128326	0.0629964	0.0815433	0.339129	0.104333	0.0997207	0.0196358	0.465091	0.0343769	0.0357345	0.396905	0.0482571	0.00569866	0.108289	0.603891	3.28212	0.345603	0.382761	0.0548248	0.216811	9.586892
6020	-13213.3	-13157.4	-55.8253	0.2693367	0.43074	0.174581	0.288942	0.220171	0.253036	0.198546	0.299517	0.167144	0.234134	0.387412	0.155286	0.130893	0.300056	0.303056	0.290821	0.393934	0.346832	0.244205	0.403384	0.0643973	0.17009	0.163852	0.732422	0.0549791	0.0102691	0.159753	0.102638	0.271504	0.0592934	0.102874	0.151411	0.285683	0.0773533	0.0810474	0.0319625	0.103769	0.302485	0.100043	0.103873	0.142054	0.280787	0.072424	0.0396372	0.0169156	0.460477	0.0418191	0.0273438	0.390482	0.062963	0.00313797	0.0809677	0.54053	3.37536	0.359357	0.369999	0.0604618	0.210182	8.887294
6030	-13210.7	-13165.5	-45.179	0.3064194	0.292477	0.109513	0.241587	0.200885	0.249543	0.253321	0.297674	0.167166	0.156742	0.438716	0.129406	0.152905	0.296281	0.317997	0.2884	0.482548	0.341993	0.247909	0.284036	0.14799	0.219463	0.120693	0.517816	0.0388554	0.0302444	0.208664	0.135798	0.140806	0.0508378	0.121949	0.0547605	0.15721	0.060544	0.043538	0.00945321	0.0449372	0.232854	0.121884	0.0738778	0.0689128	0.198569	0.0404241	0.0334847	0.0215803	0.43596	0.0461581	0.0332014	0.413253	0.0498474	0.00583048	0.109497	0.606428	3.27824	0.360407	0.367606	0.0541529	0.217834	7.822665
6040	-13211.4	-13164.3	-47.1927	0.2682057	0.317157	0.130833	0.251117	0.141182	0.258402	0.172935	0.280022	0.189326	0.127055	0.474496	0.147704	0.13047	0.250084	0.285121	0.218279	0.445241	0.275012	0.250217	0.268981	0.084122	0.1831	0.157911	0.570437	0.100468	0.0737269	0.180507	0.102346	0.188735	0.0397752	0.141766	0.0416128	0.293066	0.0852204	0.0599857	0.0184772	0.0587204	0.352568	0.211068	0.102437	0.0765766	0.226771	0.0404241	0.0205762	0.021579	0.452699	0.0464835	0.0253146	0.397323	0.0566002	0.00307095	0.0801175	0.53834	3.37847	0.357915	0.366448	0.058977	0.21666	8.024033
6050	-13210.3	-13163	-47.3473	0.2947357	0.364725	0.148817	0.343333	0.187459	0.241394	0.165886	0.313251	0.207118	0.20482	0.431515	0.140374	0.169384	0.288663	0.318655	0.222416	0.391194	0.373633	0.198303	0.234332	0.113251	0.167567	0.121734	0.509206	0.0830448	0.00476677	0.173279	0.0753998	0.16737	0.0474312	0.164433	0.0782755	0.221467	0.0484721	0.0625596	0.026474	0.0540192	0.300702	0.113335	0.043009	0.135956	0.19133	0.0939053	0.0972361	0.022845	0.455713	0.0418212	0.0216804	0.400098	0.0578423	0.00487801	0.100407	0.586855	3.30786	0.370433	0.370438	0.0573074	0.201822	8.039498
6060	-13212.4	-13156.6	-55.7822	0.2928999	0.425035	0.229409	0.250071	0.187459	0.264054	0.152586	0.315319	0.185903	0.195405	0.43469	0.0873755	0.173973	0.330577	0.348156	0.244407	0.541743	0.353853	0.301714	0.375389	0.12472	0.200218	0.0965412	0.629984	0.0812136	0.0425476	0.218609	0.0466157	0.218652	0.0615104	0.144506	0.132541	0.201562	0.0674613	0.0838998	0.00996759	0.0765667	0.350097	0.0737547	0.0819801	0.0842067	0.342424	0.0738243	0.0424581	0.023129	0.451444	0.0370363	0.0309833	0.399517	0.05789	0.00473707	0.0989843	0.583684	3.31259	0.344156	0.387886	0.0549142	0.213044	8.88298
6070	-13217.9	-13163.9	-54.023	0.2592346	0.414841	0.172966	0.265776	0.156323	0.191361	0.265167	0.331238	0.185565	0.170345	0.457579	0.111041	0.147709	0.327587	0.372513	0.270041	0.399458	0.353863	0.2575	0.310754	0.134815	0.20709	0.179256	0.55709	0.0938162	0.0308265	0.296332	0.160031	0.164166	0.0619914	0.116512	0.0979862	0.291466	0.0490032	0.0694823	0.0101502	0.122588	0.320572	0.0944592	0.0140187	0.119688	0.227175	0.0447059	0.0822192	0.0204771	0.463658	0.0350698	0.0453934	0.396696	0.0387058	0.00257037	0.0734353	0.52056	3.40343	0.357051	0.365757	0.051995	0.225197	8.707068
6080	-13211	-13152.8	-58.1608	0.299334	0.423724	0.188391	0.339379	0.202843	0.218072	0.203852	0.426832	0.17786	0.197175	0.432599	0.108801	0.215675	0.283801	0.362582	0.285537	0.309233	0.505165	0.258421	0.309507	0.139889	0.193793	0.153443	0.658274	0.0941065	0.0515828	0.179727	0.07435	0.236023	0.104422	0.155431	0.0819093	0.240429	0.0801004	0.0449695	0.0205921	0.0894163	0.304691	0.11344	0.119114	0.0800333	0.323557	0.0137293	0.118378	0.021773	0.443853	0.0341933	0.0359687	0.407384	0.0568279	0.00524144	0.103977	0.594683	3.2961	0.367268	0.364342	0.0576238	0.210766	9.12085
6090	-13224.3	-13171.1	-53.1137	0.2582265	0.315539	0.263418	0.260234	0.245799	0.224441	0.225858	0.286341	0.203987	0.129218	0.455807	0.144811	0.122383	0.303322	0.282179	0.271361	0.39956	0.420388	0.257052	0.279269	0.18479	0.218041	0.163336	0.610903	0.13761	0.0619494	0.267206	0.0494912	0.167005	0.122186	0.0895614	0.079295	0.305511	0.0262295	0.0156641	0.0273998	0.0541771	0.300752	0.110597	0.0867212	0.0985193	0.228558	0.0412193	0.078441	0.0162509	0.479939	0.0371818	0.041282	0.366081	0.0592656	0.00251754	0.072692	0.518516	3.40627	0.347082	0.382575	0.0616965	0.208646	8.616131
6100	-13208.2	-13155.7	-52.585	0.2944953	0.382191	0.211552	0.25909	0.220674	0.349916	0.176254	0.315268	0.188875	0.131838	0.386604	0.17189	0.182197	0.317078	0.29563	0.3002	0.39956	0.348464	0.245793	0.344652	0.131812	0.129248	0.14394	0.773804	0.101975	0.0135383	0.210812	0.0903953	0.223629	0.105751	0.101208	0.0876734	0.225125	0.0398959	0.0253779	0.0242518	0.0760886	0.229793	0.0782935	0.0904106	0.12479	0.212033	0.0569906	0.0387013	0.0205983	0.4437	0.044983	0.0276277	0.407905	0.0551861	0.00485942	0.10022	0.586441	3.30848	0.350814	0.381465	0.0580875	0.209633	8.563264
6110	-13217.8	-13164.8	-52.9857	0.2921383	0.409682	0.156512	0.232767	0.225274	0.366289	0.195997	0.276735	0.207144	0.269121	0.400957	0.142189	0.161635	0.218375	0.246658	0.286504	0.48978	0.31983	0.309518	0.272161	0.0945112	0.145172	0.0883629	0.629792	0.108195	0.0175135	0.268191	0.0903953	0.237433	0.101395	0.12361	0.0851596	0.143708	0.0473638	0.0460473	0.0371679	0.0627018	0.277936	0.113168	0.0524846	0.1239	0.36812	0.0569906	0.0968901	0.0227587	0.454522	0.0431969	0.0389239	0.400219	0.0403794	0.00467929	0.0983948	0.582361	3.31457	0.345414	0.382298	0.0538382	0.21845	8.603336
6120	-13217.9	-13161.2	-56.798	0.2792762	0.423512	0.290491	0.283564	0.205142	0.262825	0.19376	0.389259	0.156118	0.17439	0.407691	0.216506	0.180667	0.340323	0.351828	0.293461	0.35536	0.383668	0.28331	0.353224	0.160883	0.156825	0.127584	0.580859	0.0765793	0.0547558	0.199494	0.065712	0.233261	0.069938	0.0771002	0.111968	0.211522	0.0473638	0.12549	0.0318089	0.111725	0.216568	0.154302	0.104657	0.0975413	0.322879	0.0700247	0.0306231	0.0214507	0.384079	0.0395994	0.0261889	0.452762	0.0759196	0.00376514	0.0885043	0.559301	3.34843	0.367228	0.360974	0.0585022	0.213296	8.984562
6130	-13217.4	-13166.1	-51.3441	0.2766675	0.331154	0.176147	0.363265	0.154206	0.299174	0.148693	0.298021	0.176942	0.134298	0.434689	0.150567	0.168112	0.30379	0.272716	0.246189	0.412909	0.38562	0.214903	0.28946	0.0735411	0.205015	0.157408	0.679731	0.0560531	0.0280382	0.235799	0.0808396	0.130354	0.0492058	0.120942	0.127513	0.326642	0.0189357	0.147875	0.0374387	0.111213	0.201995	0.159213	0.100896	0.108176	0.239431	0.0348716	0.0471907	0.0248621	0.417107	0.0349019	0.0247	0.426435	0.0719936	0.00359388	0.0865159	0.554457	3.35543	0.363986	0.375525	0.0527767	0.207712	8.439172
6140	-13212	-13166	-46.084	0.2806557	0.395766	0.116778	0.274966	0.108984	0.241557	0.173832	0.345216	0.127184	0.177894	0.450123	0.146454	0.127895	0.256796	0.333155	0.25909	0.44797	0.293954	0.23136	0.299377	0.0904389	0.16747	0.105707	0.538936	0.0829753	0.050002	0.212329	0.0812479	0.234302	0.0581539	0.14112	0.0514236	0.166971	0.0483716	0.0130502	0.0706674	0.114928	0.28444	0.110078	0.134334	0.0489381	0.225208	0.0364607	0.0372577	0.0219513	0.440392	0.037584	0.0330254	0.396383	0.0706642	0.00385763	0.0895584	0.56184	3.34474	0.373348	0.360609	0.0613755	0.204668	7.913161
6150	-13206.9	-13160.5	-46.4491	0.2933993	0.351923	0.130571	0.300912	0.171472	0.302358	0.220851	0.224049	0.140904	0.159123	0.450123	0.144808	0.187561	0.257114	0.294623	0.198759	0.428835	0.32525	0.240131	0.285211	0.12552	0.175861	0.0904602	0.577742	0.0846229	0.00653198	0.29632	0.0893574	0.164046	0.0724227	0.134232	0.0843315	0.207474	0.024151	0.0263397	0.00542165	0.119926	0.236359	0.113433	0.104315	0.0878271	0.244738	0.024249	0.0394152	0.0213733	0.46744	0.0368467	0.027109	0.384735	0.0624957	0.00477517	0.0993709	0.584549	3.3113	0.354189	0.371344	0.0565759	0.217892	7.949674
6160	-13213.5	-13166	-47.5087	0.274196	0.397151	0.134342	0.213242	0.166801	0.273551	0.188745	0.268859	0.230939	0.132042	0.472286	0.114983	0.187561	0.174415	0.328901	0.230341	0.37204	0.324128	0.242211	0.302011	0.0706572	0.175561	0.101541	0.600764	0.0711918	0.00376748	0.19567	0.153574	0.156524	0.0797159	0.112481	0.106728	0.233799	0.0765755	0.00556883	0.0594515	0.0805302	0.303302	0.14234	0.120271	0.112114	0.263779	0.0445466	0.0306306	0.0260302	0.461709	0.0315647	0.0327905	0.394042	0.0538627	0.003436	0.0846386	0.549813	3.36211	0.343835	0.377814	0.0548872	0.223464	8.055631
6170	-13214.2	-13163.1	-51.1218	0.2861494	0.38299	0.157875	0.294125	0.1394	0.340382	0.162858	0.329965	0.174804	0.142141	0.440325	0.122606	0.14989	0.250436	0.25603	0.26133	0.390105	0.317126	0.251376	0.314812	0.123901	0.247919	0.124348	0.639524	0.0611699	0.0134455	0.255984	0.0984049	0.16136	0.0774709	0.155784	0.107547	0.285259	0.0569629	0.00288438	0.0549392	0.0643389	0.410296	0.140577	0.0780256	0.105291	0.175786	0.0676017	0.0295479	0.024919	0.442	0.0353866	0.024082	0.399969	0.0736429	0.00423919	0.0937733	0.571792	3.3302	0.346021	0.372954	0.0629352	0.218089	8.416944
6180	-13215.5	-13161.9	-53.6177	0.3004545	0.354288	0.277504	0.212603	0.177091	0.282564	0.262315	0.279271	0.263975	0.178418	0.471303	0.159313	0.147634	0.229321	0.358134	0.243571	0.416315	0.31737	0.286643	0.29331	0.0953137	0.23957	0.110208	0.643357	0.101248	0.0186952	0.168519	0.102232	0.165239	0.117807	0.080333	0.0934645	0.317258	0.0345878	0.0264612	0.0120414	0.105504	0.284631	0.150971	0.0335258	0.14839	0.289066	0.0348094	0.0823628	0.0222244	0.387328	0.0418272	0.0298356	0.45998	0.0588048	0.00533224	0.104849	0.596565	3.29325	0.368277	0.356939	0.0611504	0.213634	8.666536
6190	-13208.8	-13158.3	-50.4766	0.3129505	0.365094	0.16758	0.28262	0.165405	0.220564	0.193588	0.349386	0.197463	0.140477	0.459446	0.16326	0.138757	0.266944	0.273404	0.190096	0.43869	0.305998	0.271699	0.300396	0.139625	0.219898	0.131462	0.534472	0.0708859	0.0250242	0.218587	0.121541	0.184803	0.0710541	0.100588	0.0812019	0.319711	0.0997697	0.0421982	0.00155881	0.105126	0.222565	0.146057	0.0499739	0.0948716	0.304054	0.0984832	0.0780409	0.0239183	0.458956	0.0386503	0.0273613	0.391522	0.0595915	0.00640449	0.1146	0.616924	3.26207	0.361521	0.368887	0.057686	0.211906	8.352421
6200	-13208.6	-13163.8	-44.8171	0.2944265	0.359405	0.185495	0.23006	0.151497	0.237514	0.163753	0.33244	0.186822	0.128625	0.347787	0.109289	0.182812	0.236402	0.316771	0.213956	0.407678	0.295974	0.272768	0.226366	0.123864	0.252075	0.151073	0.571423	0.0548732	0.0438146	0.20972	0.0733641	0.185441	0.0974406	0.109563	0.0854213	0.15216	0.0450048	0.0471379	0.00124979	0.0729899	0.333314	0.131497	0.0707481	0.0678434	0.209303	0.0701096	0.0416252	0.0197165	0.481883	0.0315844	0.0320334	0.36514	0.0696426	0.0048541	0.100167	0.586323	3.30866	0.36943	0.367211	0.0488288	0.21453	7.78647
6210	-13220.7	-13170.3	-50.3979	0.283305	0.390487	0.287075	0.292726	0.315871	0.239639	0.211187	0.246787	0.133841	0.151395	0.45501	0.152013	0.154735	0.317311	0.350745	0.224056	0.295061	0.277413	0.279645	0.319922	0.146549	0.161561	0.125053	0.45241	0.073385	0.024186	0.217671	0.100038	0.173134	0.0953195	0.154556	0.0989004	0.277967	0.0815565	0.0797151	0.0300666	0.10759	0.264099	0.0946378	0.0836512	0.0816048	0.223135	0.0701096	0.0327382	0.02024	0.527711	0.0290148	0.031303	0.32385	0.0678807	0.00403899	0.0915878	0.566671	3.3377	0.346205	0.384594	0.0499762	0.219225	8.344552
6220	-13210.7	-13156.2	-54.4622	0.2665967	0.31136	0.203969	0.267382	0.213522	0.310723	0.205248	0.349531	0.201655	0.207475	0.47352	0.105322	0.194357	0.276921	0.399597	0.308911	0.470747	0.331789	0.197129	0.303896	0.13598	0.180514	0.119089	0.68823	0.100797	0.039542	0.164276	0.0843643	0.225984	0.0893525	0.130095	0.0609369	0.265048	0.0530684	0.0901932	0.0411552	0.0463176	0.259906	0.128941	0.0778898	0.113373	0.243839	0.0615095	0.0175281	0.0222944	0.468073	0.0331638	0.0259909	0.385621	0.0648569	0.00297712	0.0789107	0.535204	3.38291	0.350938	0.375805	0.0517074	0.22155	8.750982
6230	-13215.7	-13157.3	-58.4731	0.2962223	0.341702	0.253869	0.330223	0.197686	0.249559	0.215617	0.349531	0.223296	0.167899	0.50276	0.169008	0.191202	0.363819	0.272025	0.224727	0.381317	0.37096	0.284985	0.359411	0.115206	0.267442	0.177152	0.702574	0.0630636	0.0161641	0.201039	0.0850425	0.298762	0.074492	0.0978112	0.0959392	0.256056	0.0926761	0.0901932	0.014492	0.0761156	0.289754	0.124066	0.126749	0.0943943	0.271533	0.0219639	0.0498063	0.0244372	0.462397	0.0293164	0.0406241	0.381206	0.062019	0.00499388	0.10156	0.589404	3.30404	0.353256	0.362398	0.0566388	0.227707	9.152079
6240	-13219.1	-13152.6	-66.4749	0.2794588	0.449017	0.273216	0.22551	0.299263	0.326871	0.167474	0.41722	0.330697	0.169009	0.562228	0.132022	0.221107	0.361578	0.38271	0.25955	0.503689	0.364713	0.264086	0.2861	0.132824	0.212845	0.199918	0.685794	0.108911	0.0127696	0.281464	0.0984475	0.247732	0.0740097	0.125493	0.0916827	0.250601	0.0702141	0.0355299	0.0319866	0.123335	0.391233	0.181223	0.0313227	0.181404	0.281997	0.0959656	0.00949623	0.0194028	0.400703	0.0414035	0.0365159	0.448252	0.0537231	0.00377731	0.0886437	0.559638	3.34794	0.354981	0.37807	0.0548924	0.212057	9.952257
6250	-13215.2	-13154.5	-60.7212	0.2730334	0.44823	0.15285	0.289655	0.188396	0.231568	0.207451	0.37055	0.195635	0.19379	0.443634	0.2157	0.156005	0.314237	0.38271	0.26674	0.482179	0.335714	0.30963	0.289902	0.141496	0.199399	0.170401	0.713541	0.0855057	0.0678766	0.254606	0.114691	0.350159	0.161098	0.140068	0.104098	0.259841	0.0603344	0.00540725	0.00660406	0.0696944	0.255272	0.151024	0.0578362	0.119606	0.25412	0.0860217	0.0736087	0.0177974	0.390342	0.0339085	0.0352448	0.453698	0.0690093	0.00336321	0.0837579	0.547611	3.36527	0.367865	0.37134	0.0609797	0.199816	9.376887
6260	-13215	-13148.3	-66.6677	0.2780711	0.458043	0.235179	0.267574	0.182411	0.306527	0.23357	0.387017	0.192501	0.217929	0.644659	0.191169	0.189132	0.322149	0.476529	0.274552	0.475736	0.319613	0.22681	0.319551	0.142786	0.270533	0.163344	0.712493	0.103011	0.0184952	0.244073	0.0870512	0.296323	0.100573	0.0785427	0.0952456	0.285441	0.062603	0.0249572	0.00495531	0.159559	0.333186	0.135428	0.0673431	0.13078	0.368377	0.124972	0.0408105	0.0191149	0.378659	0.0360764	0.0246017	0.472892	0.068656	0.00368543	0.0875849	0.557071	3.35166	0.379005	0.365389	0.0575918	0.198014	9.971537
6270	-13232.5	-13164.7	-67.7569	0.2678941	0.495349	0.221858	0.305897	0.265869	0.323768	0.205232	0.302352	0.241228	0.248178	0.548743	0.15404	0.162427	0.268486	0.472174	0.283991	0.462024	0.355922	0.36473	0.348741	0.114714	0.289127	0.163344	0.683277	0.121838	0.0827793	0.259399	0.170829	0.296567	0.0557883	0.0969354	0.0963968	0.218469	0.124022	0.0326543	0.0401612	0.105807	0.263685	0.168338	0.0916471	0.0819143	0.285704	0.0973573	0.108696	0.0154986	0.431398	0.0425617	0.0204874	0.44623	0.0438243	0.00305264	0.0798835	0.537734	3.37933	0.358739	0.374282	0.0624464	0.204532	10.08046
6280	-13224.6	-13153.9	-70.6304	0.296473	0.462647	0.218133	0.289567	0.273979	0.361435	0.214817	0.429233	0.206305	0.248178	0.647686	0.196863	0.177748	0.295404	0.369384	0.293828	0.566988	0.375876	0.265673	0.264678	0.155423	0.232668	0.205713	0.75285	0.154613	0.0366371	0.235836	0.123386	0.214839	0.0606414	0.157297	0.113687	0.218473	0.0291981	0.023865	0.0401612	0.128482	0.377634	0.174424	0.101078	0.123583	0.367525	0.0973573	0.0840138	0.0171953	0.381573	0.0395785	0.03829	0.475237	0.0481261	0.00501357	0.101754	0.589832	3.3034	0.381543	0.343397	0.0612388	0.213821	10.36781
