Iteration	Posterior	Likelihood	Prior	alpha	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TreeLengths
2970	-13204.8	-13183.6	-21.2243	0.2878097	0.244784	0.113823	0.103884	0.106966	0.129638	0.169115	0.165795	0.119304	0.141843	0.231655	0.0834505	0.102989	0.173463	0.210749	0.181282	0.212712	0.27528	0.127289	0.235604	0.0790538	0.110664	0.100625	0.433358	0.0729897	0.0549676	0.124619	0.0473432	0.0967773	0.0151336	0.0919977	0.0647487	0.168048	0.0247069	0.040047	0.0222851	0.035258	0.244724	0.107345	0.101642	0.0638291	0.114672	0.0173556	0.0653801	0.0498728	0.271593	0.0672084	0.0209349	0.566307	0.0240842	0.00435867	0.0950519	0.574751	3.32584	0.34556	0.3552	0.087711	0.211529	5.427195
2980	-13187.6	-13163.7	-23.8889	0.2924478	0.231503	0.151061	0.176136	0.0765566	0.157243	0.13651	0.212207	0.145227	0.163102	0.276221	0.119235	0.12434	0.20668	0.210874	0.188436	0.251987	0.270731	0.209074	0.195321	0.0790538	0.184167	0.0734504	0.38694	0.0619088	0.0471682	0.116537	0.0374041	0.103064	0.0480206	0.0703935	0.0494321	0.146176	0.0191135	0.036722	0.0267636	0.0466064	0.185447	0.0729498	0.0604876	0.0542516	0.214482	0.0312942	0.0393766	0.0468318	0.291133	0.0616248	0.0220396	0.543354	0.0350169	0.00470272	0.0986343	0.582899	3.31376	0.334834	0.3703	0.0854391	0.209427	5.693652
2990	-13192.7	-13168.3	-24.4171	0.3262262	0.251579	0.134946	0.166729	0.129675	0.18867	0.133475	0.22968	0.150122	0.127804	0.308605	0.120777	0.0948908	0.188705	0.166724	0.25925	0.209302	0.287149	0.211528	0.222916	0.0765086	0.138439	0.0737005	0.356521	0.0416059	0.0113412	0.143001	0.0108011	0.120668	0.0649526	0.0827173	0.0746015	0.127582	0.0331618	0.0434293	0.0209518	0.0775572	0.194378	0.0538807	0.062934	0.0683495	0.220073	0.0262505	0.0405449	0.0438209	0.31827	0.0624375	0.0205673	0.514154	0.0407507	0.00766212	0.124991	0.637328	3.23002	0.344713	0.363679	0.0760015	0.215607	5.746479
3000	-13187.6	-13164.3	-23.2881	0.3121285	0.234303	0.143175	0.187734	0.119394	0.236202	0.10174	0.180302	0.112683	0.11882	0.308605	0.100532	0.120154	0.196885	0.209399	0.145494	0.27168	0.246678	0.195049	0.175529	0.0871786	0.142233	0.0582069	0.404082	0.0519417	0.0152776	0.114389	0.0707999	0.129586	0.0803384	0.0648365	0.0753297	0.144995	0.016282	0.0434293	0.0284112	0.0975018	0.188643	0.0769309	0.0584858	0.0614924	0.174334	0.00396218	0.0405449	0.0496066	0.3252	0.0586732	0.0223721	0.51221	0.0319373	0.00633061	0.113957	0.61562	3.26409	0.323	0.378012	0.0784098	0.220578	5.63357
3010	-13202.8	-13174.4	-28.3922	0.3252659	0.22383	0.11272	0.196248	0.158176	0.201948	0.101995	0.23193	0.13751	0.162713	0.373474	0.0915675	0.131084	0.22364	0.215312	0.146052	0.232717	0.263642	0.190472	0.217394	0.0842251	0.16865	0.120012	0.429822	0.0675629	0.0414906	0.123657	0.0780175	0.194468	0.0432853	0.165793	0.0537265	0.157676	0.0183721	0.0281033	0.0481903	0.0438024	0.158665	0.0690171	0.0587978	0.075283	0.208968	0.0135401	0.0804394	0.0470234	0.325023	0.0536434	0.0141941	0.514623	0.0454934	0.0075671	0.124239	0.635893	3.2323	0.333523	0.377329	0.0781399	0.211008	6.143988
3020	-13196.7	-13169.3	-27.3525	0.3235769	0.26636	0.153263	0.191446	0.106434	0.234124	0.108524	0.249949	0.112694	0.147456	0.306316	0.110699	0.118199	0.203814	0.218931	0.137815	0.296041	0.326351	0.168703	0.210029	0.0671481	0.131104	0.0932965	0.462449	0.0362915	0.0274714	0.116582	0.0612706	0.103757	0.0664615	0.064705	0.0474233	0.162707	0.0226482	0.0379642	0.0269439	0.0800588	0.260255	0.10247	0.0685915	0.0517478	0.195815	0.0357958	0.0499135	0.0485454	0.301462	0.0494404	0.0116398	0.539334	0.0495782	0.00740151	0.122917	0.633353	3.23633	0.352924	0.355432	0.0825575	0.209087	6.040018
3030	-13201.8	-13173	-28.8134	0.3347548	0.392384	0.171877	0.126073	0.115646	0.162436	0.187622	0.15522	0.148602	0.134789	0.364797	0.113864	0.143927	0.202322	0.250793	0.211347	0.340027	0.277895	0.205998	0.191104	0.101888	0.161058	0.105171	0.438395	0.0585416	0.0260169	0.109182	0.0396528	0.0946139	0.0416832	0.102512	0.0765098	0.112181	0.0193708	0.0235521	0.0301448	0.0483876	0.143108	0.117212	0.0468752	0.0704989	0.227731	0.0331555	0.0619399	0.0385449	0.313959	0.060502	0.0104821	0.526776	0.0497354	0.00853329	0.131664	0.649808	3.20999	0.34758	0.368124	0.0739235	0.210373	6.186107
3040	-13189.6	-13164.6	-24.967	0.304478	0.271379	0.0989953	0.166182	0.0938189	0.212433	0.144837	0.170408	0.13982	0.158506	0.358499	0.0907814	0.109721	0.195682	0.174439	0.173222	0.287604	0.258236	0.205509	0.200135	0.0624327	0.114231	0.115426	0.381395	0.065275	0.0317661	0.161361	0.0714013	0.146713	0.0630534	0.0827744	0.0540209	0.0837763	0.0375717	0.0472471	0.0332926	0.0877924	0.21333	0.0731039	0.0483339	0.0594056	0.178965	0.0259713	0.0526109	0.035698	0.327042	0.0647066	0.0189502	0.510071	0.043533	0.00566558	0.107983	0.603247	3.2831	0.349538	0.359416	0.0773218	0.213723	5.80146
3050	-13197.4	-13170	-27.362	0.2982427	0.277551	0.198709	0.178331	0.0866162	0.197283	0.155581	0.252007	0.127928	0.147656	0.270925	0.10135	0.168626	0.243773	0.183929	0.192908	0.284261	0.258236	0.16801	0.197997	0.0822044	0.141312	0.123899	0.370575	0.050175	0.0196568	0.0935594	0.0440714	0.120418	0.0511343	0.0901123	0.0661942	0.176771	0.00833915	0.0349354	0.0450234	0.0761332	0.18431	0.125602	0.0787471	0.0900838	0.217027	0.0184306	0.040572	0.0347901	0.329225	0.0708229	0.0157579	0.513476	0.0359287	0.00515384	0.103129	0.59284	3.29888	0.335792	0.373882	0.0731479	0.217179	6.04096
3060	-13210.4	-13179.5	-30.9628	0.3077497	0.266462	0.178057	0.226082	0.145673	0.249482	0.130213	0.154394	0.146909	0.0944289	0.325977	0.145563	0.157328	0.177851	0.235644	0.203838	0.359622	0.232795	0.201259	0.237534	0.090331	0.139085	0.085068	0.495605	0.0563102	0.0356734	0.119733	0.0440714	0.0935829	0.0368052	0.0901123	0.0918672	0.1448	0.0231507	0.119991	0.0339069	0.0796752	0.219193	0.0794959	0.0787471	0.0744913	0.16546	0.0881951	0.0465778	0.0335121	0.294964	0.0683721	0.0214313	0.528935	0.0527856	0.00594499	0.110536	0.608591	3.27493	0.369034	0.360041	0.0721807	0.198744	6.40104
3070	-13197.9	-13170.8	-27.1622	0.3006304	0.266462	0.12663	0.190072	0.0830945	0.276424	0.0882235	0.175193	0.125766	0.12529	0.314376	0.123461	0.121153	0.221741	0.235644	0.201472	0.312899	0.285394	0.250851	0.191498	0.11333	0.115608	0.0785707	0.403995	0.0350364	0.0650978	0.144814	0.0397199	0.0724682	0.054734	0.0509875	0.0764983	0.211724	0.0220305	0.0477508	0.027196	0.0813557	0.182743	0.115554	0.0419221	0.0418029	0.160165	0.0339357	0.0883053	0.0411269	0.309372	0.0604014	0.0223527	0.531694	0.0350529	0.00534658	0.104986	0.59686	3.29281	0.340069	0.378209	0.0772472	0.204475	6.02099
3080	-13193.3	-13168.1	-25.2036	0.3044619	0.263923	0.130664	0.212226	0.100655	0.201697	0.0954594	0.189769	0.116606	0.153514	0.301498	0.118491	0.10417	0.191471	0.195495	0.220565	0.326041	0.214382	0.194952	0.179996	0.0910285	0.128196	0.0663803	0.39857	0.0505437	0.012827	0.112559	0.0885866	0.141602	0.046998	0.0927629	0.0581601	0.15342	0.0648855	0.0641344	0.0177517	0.0684165	0.154116	0.0732288	0.0448754	0.0659053	0.255066	0.0102945	0.0532459	0.0411347	0.282696	0.0619043	0.0279693	0.540792	0.0455042	0.00566423	0.10797	0.603221	3.28314	0.347029	0.367515	0.0780797	0.207377	5.825128
3090	-13192.9	-13165.7	-27.2023	0.3088	0.29339	0.12229	0.125317	0.126161	0.225511	0.127839	0.213408	0.167436	0.113202	0.297622	0.128582	0.10417	0.180492	0.195425	0.203895	0.273903	0.261057	0.185578	0.220644	0.0844376	0.14615	0.152794	0.39857	0.0580975	0.0225529	0.126436	0.0993518	0.137191	0.0426232	0.0792235	0.058552	0.186275	0.0317327	0.0471489	0.0308984	0.0744674	0.211635	0.110128	0.0411597	0.0400233	0.199643	0.0395165	0.0404712	0.0429615	0.322338	0.0540221	0.0215771	0.528211	0.0308898	0.00603627	0.111356	0.61029	3.27232	0.356594	0.348215	0.0788218	0.21637	6.024998
3100	-13191.5	-13162.6	-28.8865	0.3238281	0.300716	0.143215	0.178783	0.126161	0.249093	0.142794	0.184726	0.141135	0.14243	0.292999	0.128582	0.126594	0.239474	0.207131	0.18503	0.285115	0.279966	0.215464	0.262825	0.0614958	0.141931	0.111254	0.407367	0.0460821	0.0473009	0.163467	0.0564578	0.153977	0.0514224	0.0800674	0.0759834	0.178202	0.0702172	0.0121866	0.0142203	0.0642364	0.193238	0.0864693	0.0610127	0.0354947	0.168637	0.0250723	0.0553901	0.046506	0.32943	0.0572706	0.00824588	0.511398	0.0471494	0.007426	0.123113	0.633732	3.23573	0.337495	0.372171	0.071578	0.218756	6.193415
3110	-13209	-13178.8	-30.1644	0.3102173	0.253463	0.148243	0.211971	0.0833484	0.168192	0.151542	0.257259	0.144027	0.166849	0.338832	0.130354	0.133762	0.21644	0.214314	0.178997	0.350307	0.274096	0.220505	0.190137	0.0738212	0.147273	0.110745	0.476469	0.046282	0.0019466	0.160891	0.0777553	0.130441	0.0521892	0.100197	0.0535935	0.228485	0.0488001	0.0554946	0.0180901	0.0832532	0.151018	0.098817	0.123889	0.0476078	0.164973	0.00772899	0.0288037	0.0484508	0.320991	0.0528871	0.0082467	0.519874	0.0495506	0.00616065	0.112463	0.612569	3.26881	0.355019	0.366319	0.0788109	0.199852	6.321203
3120	-13205	-13177.6	-27.3755	0.355215	0.30146	0.151867	0.204116	0.104043	0.227753	0.0900824	0.218614	0.201808	0.133837	0.249485	0.106977	0.13815	0.169802	0.202493	0.154832	0.259015	0.254628	0.208338	0.20408	0.0969989	0.127668	0.161164	0.44616	0.0611034	0.0145552	0.167274	0.0656887	0.142241	0.0454877	0.100197	0.0480453	0.179855	0.0418182	0.0696643	0.0134027	0.08276	0.162963	0.08643	0.0520132	0.0854904	0.13563	0.0235418	0.0507878	0.0434805	0.354089	0.0697254	0.00908406	0.481841	0.0417797	0.0108187	0.147605	0.677887	3.16369	0.335609	0.369583	0.075689	0.219119	6.042319
3130	-13202.3	-13175.9	-26.4225	0.2940539	0.299128	0.133498	0.191436	0.0959367	0.15481	0.150061	0.227723	0.120932	0.199305	0.316872	0.101571	0.128531	0.145853	0.16631	0.184014	0.31557	0.298032	0.224851	0.171581	0.077053	0.144692	0.0704923	0.477536	0.0466324	0.00715525	0.167745	0.0721205	0.108545	0.0418032	0.111087	0.108059	0.171569	0.0130726	0.0672878	0.0272276	0.0767121	0.154876	0.08643	0.0690504	0.0639761	0.141694	0.0110984	0.0050878	0.0363862	0.33446	0.0701166	0.011973	0.516808	0.0302562	0.00482538	0.099878	0.58568	3.30962	0.331255	0.383435	0.0688346	0.216475	5.947019
3140	-13200.5	-13168.7	-31.7352	0.2881482	0.302106	0.126705	0.191436	0.143367	0.212288	0.136293	0.250803	0.150489	0.157041	0.276649	0.130052	0.176789	0.17952	0.244194	0.178518	0.279213	0.226332	0.250153	0.217343	0.110419	0.134056	0.12396	0.428291	0.0426722	0.0120891	0.154196	0.0690927	0.132356	0.04415	0.128782	0.0972225	0.224189	0.0333479	0.107958	0.0166724	0.0981208	0.232224	0.0747704	0.0690504	0.0865698	0.160004	0.0186647	0.0501336	0.0361465	0.328568	0.0536046	0.0292494	0.519938	0.0324933	0.00438327	0.0953129	0.575352	3.32495	0.349388	0.35798	0.0782815	0.21435	6.47828
3150	-13210.2	-13177.7	-32.494	0.2983131	0.334858	0.154759	0.174932	0.155054	0.210442	0.100308	0.304979	0.107752	0.155953	0.268589	0.0706178	0.150573	0.258186	0.22345	0.191721	0.297806	0.339989	0.228034	0.208871	0.123346	0.142312	0.0686447	0.501867	0.0241771	0.0195787	0.12211	0.0708151	0.183271	0.0865759	0.130857	0.0700269	0.215238	0.0310896	0.0331438	0.0261895	0.0563396	0.256674	0.120236	0.0183343	0.119976	0.133539	0.0442617	0.0186941	0.0355472	0.32861	0.0592798	0.0151088	0.530915	0.0305392	0.00515947	0.103183	0.592959	3.2987	0.363318	0.363628	0.0720217	0.201031	6.554169
3160	-13202.9	-13175.8	-27.1153	0.2796715	0.285606	0.100197	0.188333	0.111729	0.1469	0.136639	0.215089	0.159029	0.159117	0.313801	0.127166	0.134711	0.215161	0.211569	0.201835	0.295329	0.227711	0.196138	0.225888	0.0885568	0.129817	0.0786489	0.393649	0.0817299	0.0592801	0.190595	0.0530994	0.0971104	0.0263397	0.124021	0.0676264	0.222699	0.0146301	0.0354823	0.017128	0.0619972	0.201053	0.0619412	0.0156551	0.0385054	0.197838	0.0544311	0.0525125	0.033602	0.283638	0.0655729	0.0158691	0.55092	0.0503975	0.0037915	0.0888061	0.56003	3.34737	0.359074	0.375377	0.0702895	0.195259	6.016293
3170	-13210.4	-13173.9	-36.5183	0.2876392	0.325115	0.154883	0.196951	0.0973209	0.261876	0.169805	0.181726	0.15061	0.117637	0.274587	0.145179	0.187569	0.260969	0.276407	0.230881	0.379071	0.269242	0.213345	0.2186	0.109823	0.154208	0.125508	0.613869	0.0404597	0.0112022	0.127199	0.0580676	0.175654	0.0655044	0.125983	0.0786963	0.166682	0.0120021	0.0251632	0.0199179	0.0319957	0.259502	0.100044	0.0845266	0.0875979	0.259165	0.0716987	0.0403535	0.0328823	0.333033	0.0501363	0.0192225	0.495455	0.0692711	0.00434631	0.0949205	0.574448	3.32629	0.334648	0.385122	0.0723512	0.207879	6.956597
3180	-13211.3	-13168.9	-42.4502	0.292212	0.365417	0.195179	0.188482	0.122907	0.260316	0.137465	0.25134	0.203388	0.107998	0.447993	0.135936	0.154394	0.25862	0.283522	0.248981	0.309795	0.319362	0.272946	0.264131	0.147344	0.158961	0.117099	0.638507	0.088498	0.0660033	0.167627	0.0685151	0.137803	0.0602465	0.121753	0.124737	0.137935	0.00468796	0.0673872	0.0453368	0.0761211	0.216191	0.0882518	0.0777156	0.0852042	0.23189	0.0694736	0.0243226	0.0344373	0.383584	0.0536179	0.0218122	0.466788	0.0397604	0.00468486	0.0984518	0.582489	3.31437	0.344224	0.371946	0.0622945	0.221536	7.549783
3190	-13218.9	-13168.1	-50.752	0.2921198	0.40214	0.188261	0.234292	0.253246	0.310594	0.167127	0.297374	0.204739	0.176745	0.470008	0.156721	0.238104	0.286893	0.262596	0.315333	0.285076	0.329052	0.227972	0.256336	0.12977	0.238004	0.149433	0.628256	0.0826475	0.0474996	0.169922	0.0511549	0.203941	0.0337257	0.124608	0.101565	0.280729	0.0359237	0.0699344	0.0215411	0.085659	0.193827	0.0760774	0.128532	0.0841333	0.22123	0.0881992	0.0710452	0.0185168	0.377008	0.0538227	0.0366113	0.481297	0.0327437	0.00467789	0.0983805	0.582328	3.31461	0.364881	0.367271	0.0591492	0.208699	8.379965
3200	-13228.1	-13171.7	-56.3527	0.2860971	0.40214	0.216253	0.186381	0.104299	0.29694	0.171825	0.264818	0.229637	0.248167	0.581782	0.1795	0.188216	0.259424	0.304915	0.289187	0.483139	0.267777	0.278217	0.309887	0.0973313	0.185061	0.135	0.707062	0.108336	0.0474996	0.156148	0.141236	0.192048	0.110161	0.0929347	0.136657	0.279312	0.0440326	0.0394113	0.0642968	0.0718566	0.32502	0.0825396	0.0628465	0.17078	0.297009	0.0124752	0.118471	0.0172058	0.493142	0.0399827	0.0518514	0.372137	0.0256812	0.00423545	0.093733	0.571699	3.33033	0.351665	0.38038	0.0575207	0.210434	8.94003
3210	-13217.3	-13170.6	-46.6685	0.2823668	0.274155	0.192903	0.239384	0.174811	0.197058	0.177082	0.342027	0.206418	0.185763	0.416857	0.125651	0.167789	0.262135	0.213835	0.275376	0.47822	0.272436	0.269009	0.250839	0.15985	0.155403	0.0923609	0.514877	0.0815862	0.0585649	0.286319	0.0779848	0.211908	0.0720093	0.174929	0.0786722	0.218322	0.0236561	0.0564941	0.0642968	0.0907469	0.268802	0.115284	0.0714828	0.100953	0.250884	0.00670827	0.0177721	0.0181291	0.48489	0.0433219	0.0478233	0.373417	0.0324184	0.0039742	0.0908684	0.564967	3.34019	0.338828	0.393917	0.0534615	0.213794	7.971614
3220	-13205.9	-13152.4	-53.5085	0.3010403	0.420697	0.221033	0.226559	0.172791	0.308068	0.204352	0.342027	0.189155	0.119325	0.514859	0.178117	0.201277	0.390525	0.306723	0.247225	0.433466	0.368683	0.246962	0.232671	0.124679	0.176286	0.168324	0.667964	0.064139	0.0331809	0.167255	0.0927961	0.184945	0.0722627	0.154143	0.0659077	0.244928	0.0356702	0.0792723	0.0831492	0.0654081	0.262257	0.0929454	0.0673473	0.0969417	0.265484	0.0287281	0.0370852	0.0186158	0.488158	0.044485	0.036189	0.370641	0.0419113	0.00538007	0.105305	0.597546	3.29177	0.348095	0.381761	0.0541142	0.21603	8.655611
3230	-13212.1	-13158.5	-53.6026	0.2645124	0.409176	0.154269	0.260507	0.161553	0.304037	0.232938	0.308417	0.253241	0.184472	0.347095	0.167966	0.148302	0.260299	0.345755	0.304522	0.424616	0.337481	0.269461	0.345953	0.125469	0.161109	0.102608	0.670945	0.0633994	0.0352121	0.161827	0.102771	0.265033	0.01843	0.188839	0.106459	0.193398	0.0455063	0.0286185	0.0364754	0.0828305	0.309243	0.111231	0.0429609	0.110735	0.31458	0.0723231	0.0949658	0.017305	0.505084	0.0412579	0.0414039	0.343753	0.051196	0.00285821	0.0773527	0.531108	3.38868	0.32484	0.393341	0.054136	0.227683	8.665027
3240	-13212.5	-13150.6	-61.8937	0.2627955	0.321766	0.230009	0.312488	0.199585	0.263296	0.250161	0.450183	0.231421	0.173659	0.438825	0.172456	0.205196	0.296864	0.325346	0.254552	0.403322	0.397229	0.296865	0.417554	0.102719	0.190471	0.169595	0.613158	0.0657083	0.0376414	0.22432	0.0954377	0.248073	0.0765058	0.205009	0.129285	0.258098	0.0640737	0.0261142	0.0784777	0.109895	0.316586	0.160396	0.0891031	0.144322	0.283797	0.0643131	0.100257	0.0155611	0.49696	0.035011	0.0514752	0.351396	0.0495969	0.00276249	0.0760738	0.527704	3.39346	0.353937	0.379493	0.0553487	0.211222	9.494132
3250	-13213.4	-13154.4	-58.9573	0.2926687	0.514518	0.189339	0.227308	0.213775	0.247412	0.214792	0.3656	0.151262	0.164222	0.484782	0.138311	0.207794	0.387092	0.413355	0.289679	0.445139	0.318223	0.26385	0.290796	0.100012	0.199518	0.0841173	0.589887	0.0881963	0.0100879	0.178139	0.120728	0.188485	0.0920084	0.151543	0.118222	0.338769	0.0359548	0.0512624	0.0785228	0.0739758	0.259291	0.180105	0.0810111	0.177875	0.346629	0.0791967	0.0497072	0.0163328	0.449059	0.0387759	0.0396386	0.404212	0.0519819	0.00471948	0.0988052	0.583283	3.31319	0.356553	0.372469	0.056397	0.21458	9.200491
3260	-13209.8	-13158.1	-51.7875	0.2890802	0.354731	0.15389	0.275044	0.210097	0.330857	0.214792	0.308637	0.201177	0.143555	0.512383	0.144465	0.186703	0.266117	0.290958	0.280213	0.420013	0.342016	0.235863	0.277881	0.139545	0.176917	0.153551	0.555545	0.0922252	0.0181345	0.167742	0.110644	0.155382	0.0583698	0.0951308	0.110416	0.232552	0.029136	0.107184	0.075761	0.109586	0.265993	0.137504	0.0437165	0.0895635	0.349177	0.0349561	0.0253917	0.0139156	0.441818	0.0414292	0.0388535	0.397473	0.0665109	0.00445141	0.0960318	0.577	3.32252	0.365637	0.367243	0.0533157	0.213804	8.483515
3270	-13213.1	-13156	-57.085	0.2873745	0.421865	0.28579	0.278196	0.146748	0.23799	0.198867	0.340709	0.151482	0.231364	0.407346	0.210277	0.236822	0.350151	0.238778	0.340188	0.483673	0.349441	0.238353	0.327884	0.122702	0.189563	0.12685	0.570806	0.0972512	0.0393794	0.216612	0.0620949	0.188004	0.135009	0.139696	0.13937	0.26247	0.0339502	0.0483514	0.075761	0.0525562	0.258635	0.172583	0.0390597	0.148984	0.302744	0.0957461	0.0191657	0.016635	0.484331	0.0380416	0.0416124	0.372404	0.0469759	0.00432716	0.0947166	0.573978	3.32698	0.356767	0.372085	0.0542015	0.216947	9.013267
3280	-13217.9	-13148.7	-69.1411	0.2763969	0.429925	0.282271	0.3627	0.194227	0.370306	0.242209	0.356557	0.237498	0.198221	0.532163	0.190527	0.227096	0.365792	0.370854	0.313949	0.40328	0.463064	0.273499	0.412549	0.177313	0.174529	0.248252	0.706304	0.0927463	0.0581242	0.266424	0.0538217	0.298378	0.0943768	0.208968	0.126204	0.209643	0.012094	0.0870362	0.0206311	0.112971	0.274968	0.163266	0.039491	0.111339	0.338818	0.0392809	0.0772124	0.0174472	0.460424	0.0313211	0.050229	0.391501	0.0490771	0.00357638	0.08631	0.553951	3.35616	0.346817	0.382001	0.0526373	0.218545	10.21888
3290	-13217.9	-13161.4	-56.4335	0.2559033	0.324352	0.224159	0.30212	0.207386	0.240225	0.200104	0.385378	0.16286	0.22149	0.525834	0.146287	0.146857	0.224949	0.309673	0.266148	0.454364	0.436472	0.258904	0.319296	0.083502	0.156564	0.136895	0.631215	0.132022	0.0443412	0.227646	0.0600904	0.213376	0.123459	0.120982	0.100589	0.319781	0.0479768	0.0602428	0.0450286	0.107314	0.232774	0.110243	0.0931917	0.069123	0.277957	0.0605241	0.136423	0.0184857	0.472936	0.0275011	0.0268054	0.403342	0.0509295	0.00239838	0.0709851	0.513771	3.41285	0.352516	0.37838	0.0567494	0.212355	8.948118
3300	-13221.1	-13157.6	-63.536	0.2514865	0.361608	0.247468	0.334624	0.289881	0.189569	0.270164	0.456186	0.233403	0.196279	0.568391	0.232593	0.167637	0.375512	0.318472	0.252142	0.404222	0.33455	0.29609	0.333701	0.107966	0.251826	0.136895	0.755043	0.0449827	0.0189707	0.195808	0.0881318	0.245555	0.126487	0.218598	0.109724	0.179002	0.00611895	0.0376774	0.0835004	0.101087	0.27388	0.0961251	0.0630877	0.12999	0.44576	0.0629011	0.0167575	0.0180821	0.460991	0.0355731	0.0326218	0.401769	0.0509624	0.00218176	0.0677655	0.50461	3.42544	0.357012	0.366576	0.0551432	0.22127	9.658368
3310	-13222.8	-13162.3	-60.4748	0.280811	0.413788	0.230652	0.36437	0.204995	0.310207	0.153049	0.281871	0.19168	0.201391	0.47922	0.123649	0.166809	0.249466	0.410934	0.344595	0.37769	0.372161	0.373506	0.318064	0.123412	0.178146	0.163584	0.556836	0.122175	0.0584557	0.378715	0.0860286	0.217947	0.161765	0.137328	0.0919696	0.298233	0.0133883	0.0651406	0.068229	0.0904728	0.200304	0.0989277	0.046775	0.144967	0.331625	0.0481448	0.101574	0.0174676	0.49337	0.0304128	0.0457363	0.360128	0.0528856	0.00386813	0.0896772	0.562125	3.34433	0.353582	0.375741	0.0516029	0.219075	9.352243
3320	-13204.8	-13153.2	-51.6109	0.2694199	0.422642	0.172571	0.240153	0.177359	0.25199	0.231525	0.360601	0.164592	0.166986	0.454923	0.178079	0.166745	0.27586	0.295855	0.271195	0.490316	0.357179	0.229828	0.281622	0.114859	0.190786	0.111706	0.555942	0.128012	0.0133416	0.223957	0.129509	0.18242	0.0585151	0.171255	0.0959126	0.149174	0.0239277	0.0267846	0.0538974	0.0746309	0.277959	0.103922	0.0421623	0.124873	0.331625	0.0341728	0.0564843	0.0180017	0.469905	0.0411899	0.0342634	0.37114	0.0655007	0.00314294	0.0810303	0.540691	3.37514	0.353157	0.37988	0.0523096	0.214654	8.465851
3330	-13226.2	-13178.5	-47.7163	0.3084592	0.374916	0.199552	0.236095	0.131805	0.178659	0.271635	0.306406	0.201715	0.194093	0.393449	0.131791	0.185289	0.225989	0.393426	0.252961	0.4874	0.270349	0.235882	0.310075	0.0986361	0.178465	0.0994333	0.585542	0.0360787	0.0489129	0.179595	0.0547057	0.219209	0.0949534	0.0869433	0.0568812	0.140026	0.0182197	0.0459252	0.148585	0.0606137	0.281646	0.099099	0.0730542	0.107198	0.265179	0.0341728	0.0818311	0.0232616	0.470796	0.0371394	0.0299293	0.377576	0.0612979	0.00600656	0.11109	0.609739	3.27316	0.365604	0.370581	0.0524584	0.211356	8.076392
3340	-13215.2	-13158.4	-56.8065	0.2749719	0.382536	0.232011	0.258662	0.173004	0.294973	0.184034	0.342768	0.213567	0.162747	0.431043	0.131297	0.18563	0.336103	0.302178	0.224452	0.44297	0.303237	0.258249	0.279566	0.105885	0.184184	0.206284	0.574419	0.0866419	0.0607472	0.240837	0.0861897	0.330893	0.0953945	0.152876	0.0661221	0.273022	0.0663689	0.0145408	0.0772945	0.0841073	0.366657	0.159427	0.0566031	0.170704	0.261689	0.0223368	0.10317	0.0188058	0.502431	0.0362471	0.0324528	0.345186	0.0648778	0.00348511	0.0852273	0.551277	3.36001	0.318484	0.402975	0.0503574	0.228184	8.985418
