Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
4530	-15807.5	-15820.1	12.6291	0.120737	0.0865222	0.108179	0.104947	0.137715	0.0938903	0.117178	0.062252	0.106531	0.161672	0.0792299	0.0830263	0.130817	0.0914471	0.0877815	0.142415	0.150659	0.115982	0.110589	0.0828919	0.0799926	0.06236	0.172105	0.0427742	0.0271279	0.0108851	0.0438466	0.035984	0.033173	0.0325953	0.0364991	0.0397733	0.0823228	0.0283747	0.027816	0.010724	0.0226285	0.0335622	0.0642856	0.0351303	0.0382639	0.0479646	0.0433497	3.226002
4540	-15802.2	-15816.2	14.0303	0.136684	0.111595	0.089559	0.103169	0.112057	0.0782323	0.123575	0.0783871	0.0929645	0.142881	0.0739939	0.102835	0.099529	0.0860163	0.0968149	0.126157	0.11545	0.0958519	0.114989	0.0681221	0.0844239	0.082235	0.168393	0.0272759	0.0220588	0.0184801	0.0554195	0.0340221	0.0280184	0.023316	0.0451582	0.0690639	0.0652827	0.0351871	0.0335237	0.0125073	0.0237327	0.0236814	0.0637788	0.0169935	0.0397731	0.0308409	0.033851	3.085879
4550	-15799	-15811.7	12.6753	0.142084	0.0888637	0.105356	0.097716	0.128998	0.0823856	0.11722	0.0753031	0.100256	0.140324	0.0809617	0.0721911	0.105984	0.103972	0.138369	0.144118	0.112262	0.117416	0.133433	0.0787969	0.0807975	0.0895558	0.188543	0.0418547	0.0206469	0.0192487	0.03876	0.0514131	0.0294905	0.0264921	0.0359696	0.052085	0.0638346	0.0252928	0.0274646	0.014508	0.0224477	0.0332314	0.0525787	0.0372636	0.0337769	0.0378607	0.0322567	3.221382
4560	-15799.6	-15813.2	13.579	0.114352	0.0718439	0.0856037	0.0977507	0.110654	0.0893708	0.125358	0.0850711	0.090055	0.167197	0.0830491	0.0802947	0.0923195	0.0975597	0.09618	0.120992	0.15358	0.111693	0.136082	0.0794458	0.085959	0.0834415	0.165439	0.0264554	0.0198985	0.0287824	0.0343711	0.0467287	0.0256744	0.0282418	0.0438135	0.0334171	0.0844338	0.025576	0.0355291	0.0266704	0.0188428	0.0221634	0.0479167	0.0303802	0.0434215	0.0503048	0.0350952	3.131006
4570	-15804.7	-15817.5	12.7349	0.111711	0.0762031	0.10683	0.107994	0.0868617	0.0856246	0.135721	0.0739956	0.11415	0.156942	0.0831951	0.0961707	0.0781667	0.0975597	0.110596	0.131254	0.116953	0.119744	0.113959	0.0980818	0.0944516	0.0841319	0.186955	0.0357963	0.0254326	0.014923	0.0395093	0.0516293	0.0356942	0.0173659	0.0526927	0.0612385	0.081082	0.0353317	0.0223026	0.0175827	0.0362779	0.0359739	0.0466987	0.029329	0.0434215	0.0324238	0.0334576	3.215415
4580	-15794.3	-15806.6	12.2801	0.122589	0.108668	0.108156	0.101117	0.112593	0.0828389	0.151223	0.0676002	0.0927421	0.1749	0.0763739	0.0831652	0.0998162	0.0906967	0.0997571	0.123824	0.142224	0.122421	0.12574	0.0717242	0.0990475	0.0787637	0.178471	0.039805	0.0166466	0.0192437	0.0388417	0.0516293	0.0411332	0.0309662	0.0452591	0.0503812	0.0740232	0.0300873	0.0310099	0.0258184	0.0207546	0.0305164	0.0401367	0.0310785	0.0353429	0.0579788	0.0357914	3.260895
4590	-15813.1	-15826.1	13.0158	0.105569	0.086991	0.0919894	0.119951	0.105658	0.0778771	0.126997	0.0816525	0.119352	0.159137	0.0976157	0.0878295	0.098004	0.0858707	0.131118	0.150017	0.12002	0.142104	0.128092	0.0905172	0.0988791	0.0846992	0.143378	0.0316556	0.0208549	0.0220379	0.0340767	0.0437391	0.0261121	0.031054	0.0307376	0.05318	0.0762939	0.0262752	0.0168806	0.0160743	0.0188928	0.0359055	0.0296335	0.0142072	0.0318437	0.0657048	0.028848	3.187326
4600	-15805.6	-15818.5	12.9123	0.121807	0.0885069	0.0940146	0.0921398	0.122929	0.0726112	0.135263	0.0640053	0.120639	0.157419	0.0842728	0.0899041	0.111104	0.0994757	0.121763	0.130897	0.14466	0.113222	0.128314	0.0722881	0.0973984	0.0785089	0.178664	0.0275166	0.026424	0.0288632	0.0499113	0.0381422	0.0186148	0.0168297	0.0373739	0.0494549	0.0777906	0.0418483	0.0153959	0.029634	0.021334	0.029877	0.050392	0.027125	0.0217341	0.0338163	0.0357912	3.197676
4610	-15813.2	-15825.7	12.4722	0.139593	0.0932357	0.0813915	0.117671	0.119893	0.0609606	0.155639	0.0930637	0.120639	0.192898	0.0895132	0.0799243	0.0948588	0.0859167	0.104315	0.137013	0.122184	0.103719	0.111803	0.0915753	0.0918734	0.0779826	0.150419	0.0498001	0.00814882	0.0200654	0.0439623	0.0440544	0.0251841	0.0253425	0.0441751	0.0338246	0.0836901	0.0211407	0.0379721	0.0195123	0.0237164	0.0340853	0.0396303	0.0378966	0.0600886	0.0422232	0.0310917	3.241685
4620	-15796.5	-15809.6	13.0534	0.133246	0.0927138	0.106754	0.0897092	0.107747	0.0686323	0.109885	0.0741687	0.103548	0.165047	0.0713536	0.0817712	0.101576	0.0992658	0.115422	0.1505	0.121021	0.12409	0.117144	0.0652756	0.0900662	0.0758273	0.171282	0.0369436	0.0196736	0.0247245	0.0531668	0.0557912	0.0346172	0.0354686	0.0395137	0.0363259	0.0710801	0.0258848	0.036408	0.0243995	0.0218396	0.0371869	0.0473583	0.0224955	0.0287897	0.0639531	0.0319029	3.18357
4630	-15811.1	-15824.8	13.6793	0.131011	0.09236	0.0886832	0.117257	0.105476	0.0897567	0.0989753	0.091399	0.0945898	0.170879	0.0833677	0.0827271	0.104216	0.094643	0.129063	0.121261	0.105774	0.10727	0.114809	0.0694732	0.073842	0.0805545	0.157421	0.0267764	0.0151384	0.0104336	0.0362993	0.0388433	0.0388589	0.0241645	0.0449823	0.0658055	0.0702268	0.0482262	0.0265328	0.017156	0.034161	0.0215383	0.0604706	0.035834	0.024942	0.0415511	0.0342227	3.120974
4640	-15804.4	-15816.3	11.9799	0.11512	0.109219	0.0938877	0.108193	0.129827	0.0816728	0.115637	0.0738815	0.0893331	0.177738	0.0972369	0.0827271	0.105756	0.103208	0.0977241	0.128698	0.121643	0.112633	0.128902	0.0783204	0.111385	0.0746038	0.164493	0.0383072	0.0408845	0.0293397	0.041802	0.0445706	0.0213139	0.03992	0.0361751	0.0523728	0.0668172	0.0211403	0.0265328	0.0410283	0.0435625	0.0336562	0.0740924	0.0208219	0.0423501	0.0415511	0.0328403	3.290917
4650	-15799.4	-15812.8	13.3805	0.118587	0.0963215	0.0887729	0.0939534	0.116501	0.0797996	0.122659	0.0704608	0.119414	0.140337	0.0662272	0.0775181	0.096806	0.0713976	0.126364	0.117487	0.112872	0.122855	0.12165	0.0727951	0.0921395	0.0871034	0.178157	0.0363707	0.0207975	0.0356042	0.0409603	0.0391641	0.03235	0.0232927	0.0502212	0.0467436	0.0838625	0.0284512	0.0305726	0.0247454	0.0264705	0.0325859	0.0558779	0.0305259	0.0451014	0.0488301	0.0281453	3.150853
4660	-15808.4	-15821.6	13.1464	0.104059	0.10058	0.100753	0.0950556	0.106683	0.0940576	0.100036	0.0839536	0.096357	0.163288	0.069548	0.0736876	0.101408	0.101406	0.118524	0.121888	0.107912	0.0934986	0.120022	0.069375	0.0895161	0.0890998	0.17901	0.0351876	0.0213588	0.0388468	0.0437581	0.0319079	0.0378687	0.0406804	0.0308763	0.0300005	0.0968271	0.0392631	0.0428313	0.0171731	0.0264562	0.0463562	0.0492109	0.034505	0.0480218	0.0488967	0.0345223	3.174268
4670	-15800.6	-15813.7	13.0783	0.113785	0.124839	0.0959928	0.112639	0.117758	0.100877	0.134928	0.0702841	0.101855	0.170359	0.0699756	0.0680909	0.100242	0.0924893	0.103347	0.111193	0.132746	0.107465	0.117169	0.0852715	0.088228	0.0890998	0.142825	0.0356624	0.0219771	0.0182641	0.0478506	0.0435061	0.0357123	0.0175832	0.0401184	0.0370502	0.0695729	0.0429699	0.0269167	0.0281398	0.0223489	0.040627	0.057875	0.018751	0.0456731	0.0457638	0.0332608	3.181082
4680	-15810.3	-15823.5	13.2067	0.155327	0.077627	0.0833162	0.102441	0.132889	0.0896605	0.132738	0.0935479	0.102434	0.16668	0.0739238	0.0667322	0.115226	0.0853175	0.103093	0.150881	0.107391	0.0897812	0.119525	0.0866445	0.0809387	0.0980454	0.165934	0.0470049	0.0191	0.0132052	0.0321081	0.0431358	0.0311226	0.0213407	0.0407265	0.0412453	0.0704022	0.0300627	0.0246875	0.0212551	0.0333587	0.0286488	0.0583355	0.0257685	0.0231217	0.0311854	0.0523263	3.168236
4690	-15797.2	-15809.3	12.0749	0.132009	0.0946769	0.0983336	0.113817	0.131874	0.0801043	0.119863	0.0949077	0.0991601	0.176903	0.0913909	0.0892845	0.119051	0.0878307	0.12346	0.12279	0.134076	0.109186	0.130296	0.0745539	0.100467	0.0820404	0.144341	0.040927	0.018638	0.0161829	0.0431611	0.0469379	0.0339935	0.0214774	0.04155	0.0544759	0.0796985	0.0246447	0.0334238	0.0248592	0.033486	0.034091	0.0588149	0.0266106	0.038618	0.0352697	0.0241398	3.281415
4700	-15808.5	-15821.1	12.607	0.136412	0.0972957	0.0903713	0.0962646	0.107015	0.0836186	0.122114	0.0602437	0.113309	0.146607	0.0985631	0.102985	0.106489	0.102425	0.10384	0.114563	0.117555	0.130617	0.12508	0.0766314	0.0861718	0.0934969	0.164976	0.0348574	0.022942	0.0242245	0.0454374	0.0594655	0.03482	0.0417138	0.0241458	0.0586258	0.0685994	0.0236404	0.047783	0.0145821	0.0158061	0.0468363	0.0585788	0.0229318	0.0303347	0.0478298	0.0284104	3.228208
4710	-15798.6	-15811.2	12.5958	0.116546	0.0784055	0.103762	0.106188	0.111749	0.0918979	0.145426	0.0890289	0.0984082	0.168548	0.0792928	0.100378	0.106596	0.0921728	0.102852	0.12642	0.12541	0.129228	0.126693	0.0800548	0.0834193	0.0769948	0.163281	0.0348574	0.0252729	0.0158156	0.0401457	0.0514876	0.0364611	0.0166675	0.0410032	0.0471694	0.0814745	0.0299719	0.0402839	0.0215825	0.0330634	0.0314766	0.0538856	0.024001	0.0450904	0.0225972	0.0342724	3.229331
4720	-15808.5	-15820.1	11.6117	0.138493	0.0906787	0.108347	0.0892604	0.112381	0.078742	0.132027	0.0771454	0.0956445	0.182115	0.0859676	0.0990436	0.123186	0.0904935	0.116054	0.1598	0.116382	0.110508	0.120592	0.0943027	0.0684097	0.0864835	0.180556	0.0453342	0.0135137	0.0107548	0.0303796	0.0530729	0.0354321	0.0357266	0.0332248	0.0447871	0.0793895	0.033189	0.0514284	0.0195716	0.0324563	0.0322759	0.0687513	0.0334804	0.0272039	0.0518438	0.0393095	3.327739
4730	-15806.7	-15820.2	13.4632	0.146824	0.080377	0.0847343	0.0855488	0.099866	0.063638	0.125261	0.0813362	0.104354	0.180749	0.0835657	0.0806899	0.0982716	0.0928163	0.111446	0.130114	0.117093	0.120498	0.12726	0.0696503	0.0616872	0.0919853	0.144071	0.0428216	0.0172048	0.0160395	0.0554084	0.0401485	0.040846	0.0330348	0.0500928	0.0452533	0.0565763	0.0317316	0.0343003	0.0254999	0.0232552	0.0224458	0.0574035	0.0307045	0.0397635	0.0558619	0.0423567	3.142585
4740	-15805.7	-15817.8	12.1508	0.11117	0.0966698	0.109221	0.1022	0.12389	0.0788279	0.130811	0.0824037	0.0958696	0.183289	0.0810025	0.083761	0.0982716	0.0860973	0.1141	0.115709	0.132422	0.122835	0.139586	0.0684261	0.0788293	0.0892455	0.173217	0.0319054	0.0522694	0.0223568	0.0320209	0.0421763	0.0291081	0.0291483	0.0393141	0.049019	0.0874021	0.0250114	0.0498672	0.0275841	0.0136124	0.0274876	0.0561073	0.020148	0.0550525	0.0412878	0.0450927	3.273826
4750	-15814.7	-15826.7	12.0075	0.137449	0.0714197	0.107882	0.11704	0.120969	0.0751014	0.111887	0.0866937	0.0964901	0.18867	0.0756634	0.0977417	0.105919	0.104957	0.124643	0.149064	0.1332	0.111931	0.104724	0.0844994	0.0793875	0.0685417	0.173217	0.0468202	0.0380229	0.0159037	0.0381863	0.0419924	0.0374555	0.0425659	0.0432141	0.0456958	0.0849179	0.0180408	0.0462269	0.0179708	0.0409123	0.0208604	0.0443908	0.0296803	0.0270469	0.055683	0.0254833	3.288161
4760	-15801.4	-15814.4	12.9424	0.137449	0.104192	0.0797874	0.0871208	0.124155	0.073194	0.113279	0.0855705	0.100183	0.154747	0.0825874	0.0808391	0.112548	0.0963127	0.106687	0.112622	0.150865	0.114385	0.130937	0.0910791	0.091952	0.065258	0.161153	0.0380134	0.024634	0.0155012	0.0449744	0.0342299	0.0290668	0.0238599	0.039777	0.0461112	0.0768858	0.037402	0.0294429	0.0226903	0.0306514	0.0306403	0.0639726	0.0263115	0.0299783	0.0631149	0.0305031	3.194664
4770	-15808.2	-15821.3	13.0752	0.119921	0.090673	0.0851669	0.0950855	0.114092	0.0904294	0.120833	0.0681132	0.113436	0.158389	0.0770911	0.0926034	0.0985691	0.0886306	0.125316	0.133503	0.117058	0.101414	0.116694	0.0866508	0.0985217	0.0849558	0.194758	0.0271468	0.0156376	0.0172512	0.0406948	0.0369938	0.0334309	0.0262563	0.0456146	0.0505924	0.08157	0.04907	0.0203534	0.00608982	0.0430328	0.0281229	0.0556943	0.0327143	0.0310771	0.0323242	0.0358144	3.181387
4780	-15804	-15816.1	12.0799	0.166072	0.0994358	0.112031	0.0958907	0.11912	0.0727962	0.115388	0.0785285	0.0893675	0.176923	0.0755039	0.0839476	0.0912346	0.101227	0.10832	0.117542	0.107242	0.127922	0.135992	0.0747697	0.0937513	0.0795237	0.186451	0.0507134	0.0302312	0.0344553	0.0473136	0.0549146	0.0191742	0.0301357	0.0384665	0.0413268	0.0744425	0.0383263	0.0337158	0.026102	0.0235248	0.0290261	0.0562607	0.0189307	0.0237739	0.0606332	0.0404675	3.280913
4790	-15796.3	-15808.9	12.559	0.101734	0.108663	0.0992031	0.12913	0.111405	0.0857861	0.130346	0.0769522	0.104125	0.170021	0.0775909	0.0984881	0.0918108	0.119253	0.122074	0.118968	0.123961	0.109681	0.121584	0.0749619	0.104795	0.0790877	0.141158	0.0307009	0.0282298	0.025954	0.0432994	0.0526595	0.0338504	0.0237656	0.0332228	0.0469068	0.0743496	0.023532	0.0308728	0.0214282	0.0321886	0.0324938	0.0534848	0.0267948	0.0339917	0.0468264	0.0376804	3.233011
4800	-15805.9	-15819.3	13.3815	0.11017	0.0701778	0.114794	0.124933	0.106636	0.0762115	0.126993	0.0672813	0.11224	0.148281	0.0838632	0.0777757	0.0918971	0.0927624	0.119097	0.115084	0.126502	0.107557	0.142997	0.0671676	0.0868816	0.0756027	0.171197	0.0431127	0.0234652	0.0377044	0.0556041	0.0365393	0.0276252	0.0278346	0.0330232	0.0446145	0.0650096	0.0238791	0.0305852	0.0209063	0.0306325	0.0260388	0.0604891	0.0363052	0.0503404	0.0380476	0.0228985	3.150756
4810	-15803.8	-15816.4	12.5798	0.121715	0.0962998	0.118439	0.104846	0.103976	0.0788723	0.135674	0.0827959	0.108004	0.177116	0.0792592	0.0922411	0.0746959	0.0802109	0.125238	0.123989	0.130758	0.115207	0.117524	0.0922925	0.0895121	0.0834312	0.187613	0.0239652	0.0214833	0.0325517	0.0492873	0.0409578	0.0468538	0.0206096	0.0377993	0.0402373	0.0704723	0.0312798	0.0262757	0.0157679	0.0306325	0.0217796	0.0604891	0.0204205	0.0251985	0.0472764	0.047876	3.230925
4820	-15802	-15814.1	12.0984	0.127472	0.0999759	0.0966673	0.108469	0.104532	0.0988377	0.14228	0.0947822	0.0922213	0.15042	0.0918046	0.0771956	0.103525	0.0990312	0.0972612	0.112962	0.151167	0.138381	0.121694	0.0829015	0.100796	0.0826679	0.155201	0.048708	0.0125529	0.0171924	0.0504074	0.0448676	0.0350869	0.0246408	0.0433364	0.0513025	0.0762708	0.0323419	0.0204962	0.0232212	0.0223266	0.0420388	0.0647233	0.0295763	0.021145	0.0446017	0.0439834	3.279063
4830	-15804.5	-15817.2	12.6791	0.137201	0.0718955	0.0862116	0.122808	0.0975154	0.0918896	0.133437	0.0789692	0.101723	0.167334	0.0888627	0.0766565	0.0983271	0.102267	0.124705	0.135978	0.130593	0.110158	0.119469	0.09682	0.0803789	0.0838547	0.172457	0.0405275	0.0329737	0.0138157	0.0437406	0.0462741	0.0242169	0.0254282	0.027262	0.0264641	0.0907499	0.0369228	0.0305719	0.0232212	0.0313045	0.0275244	0.0394202	0.0287137	0.038724	0.0418393	0.0417936	3.220999
4840	-15806.3	-15819.7	13.3472	0.110917	0.103952	0.0917152	0.100891	0.122581	0.0755103	0.116126	0.0915082	0.0953852	0.162674	0.0613389	0.0924916	0.0999242	0.0961919	0.110538	0.123333	0.114578	0.126142	0.12607	0.0724769	0.0916675	0.0897261	0.176312	0.0342636	0.0169275	0.0184537	0.0519171	0.0585939	0.0260501	0.0332343	0.044068	0.0552226	0.0557267	0.0337997	0.0177436	0.0215072	0.0347685	0.014405	0.0492118	0.01371	0.0328335	0.0387753	0.0509296	3.154192
4850	-15804.4	-15818.1	13.6427	0.130834	0.0786288	0.102514	0.114933	0.106181	0.0856317	0.110024	0.068506	0.0997986	0.173382	0.0749967	0.0827504	0.0861523	0.0806773	0.1125	0.114667	0.105759	0.109136	0.115909	0.0794741	0.0990212	0.0794861	0.163361	0.0374073	0.0134515	0.0220571	0.0310811	0.0615193	0.0449235	0.0364271	0.0521406	0.056782	0.0792271	0.0297071	0.0313767	0.0122841	0.0347273	0.0251718	0.0534651	0.0212686	0.0217655	0.0587484	0.0267872	3.124641
4860	-15804.9	-15817.1	12.1578	0.1163	0.112067	0.100572	0.107236	0.111856	0.0916444	0.141335	0.0716103	0.0842333	0.169605	0.0958576	0.0864017	0.116877	0.0892908	0.119735	0.148513	0.124371	0.109573	0.108852	0.0940866	0.0871054	0.0844212	0.144066	0.0357306	0.0197749	0.0220571	0.0458918	0.0443991	0.0350919	0.0252728	0.0346685	0.0580359	0.0698403	0.0236762	0.0313767	0.00931229	0.026656	0.0191613	0.0739585	0.0380187	0.0458983	0.0523272	0.0463711	3.273129
4870	-15802.5	-15816.1	13.5066	0.128928	0.108026	0.098781	0.11007	0.105062	0.0669483	0.110407	0.0879388	0.0982053	0.164713	0.069693	0.0877424	0.0818361	0.0936265	0.118344	0.148513	0.120214	0.100603	0.108852	0.0612954	0.0871054	0.0897738	0.164565	0.0309364	0.0194774	0.0238577	0.0441581	0.0404209	0.0441254	0.0327521	0.0289003	0.0405504	0.10946	0.0280603	0.0339468	0.0201565	0.0236455	0.0305629	0.0383877	0.0240075	0.0300844	0.0462018	0.0373083	3.138244
4880	-15803.3	-15815.9	12.5493	0.119517	0.11334	0.096366	0.117332	0.103829	0.0745239	0.118297	0.0675339	0.0876964	0.164713	0.0785475	0.0676222	0.10786	0.090554	0.12205	0.139329	0.117303	0.130605	0.118961	0.0918366	0.0735384	0.078792	0.180261	0.0386853	0.0298099	0.024431	0.0430984	0.0509683	0.030063	0.0229375	0.0481492	0.0513885	0.0858526	0.0123359	0.0282994	0.0301256	0.0348853	0.0363917	0.0487308	0.0232499	0.042472	0.0528734	0.038822	3.23398
4890	-15805.1	-15816.5	11.3972	0.147733	0.118448	0.0901181	0.0929625	0.104971	0.089897	0.142066	0.0650887	0.0998974	0.169931	0.0767207	0.0799713	0.103939	0.104569	0.106721	0.133589	0.146945	0.14282	0.106032	0.0831207	0.0927253	0.0819661	0.19455	0.0422897	0.014569	0.0203971	0.0403458	0.0511417	0.0236486	0.0277971	0.0465505	0.045292	0.0880946	0.0345229	0.031661	0.0174338	0.0309212	0.0283275	0.0776988	0.0376149	0.0259898	0.039641	0.0504739	3.349192
4900	-15808.6	-15820.9	12.2624	0.144867	0.0895525	0.105651	0.0921675	0.13644	0.0943144	0.152837	0.060652	0.0876478	0.159607	0.0759586	0.0709727	0.0980188	0.105381	0.0973815	0.141467	0.113586	0.116666	0.114556	0.0728296	0.0841327	0.105714	0.163427	0.0406673	0.0132536	0.0115516	0.0414569	0.0614423	0.0325533	0.0199086	0.0510136	0.0478362	0.0821871	0.0453838	0.0467269	0.0254736	0.0376143	0.024076	0.0416872	0.0307884	0.037338	0.0421217	0.0457636	3.262672
4910	-15804.8	-15817.4	12.6314	0.128545	0.0816327	0.084276	0.0998296	0.115471	0.0867701	0.147395	0.0912152	0.0863008	0.168979	0.082502	0.0818107	0.0960206	0.102536	0.102833	0.151369	0.125353	0.0973101	0.121806	0.0752487	0.0975747	0.084453	0.161401	0.0250721	0.032294	0.0119249	0.0519817	0.0288027	0.0276813	0.0297132	0.0429049	0.0630005	0.075947	0.0453313	0.024616	0.0113007	0.0305055	0.0502215	0.0561969	0.0307884	0.026711	0.0436369	0.0465111	3.225772
4920	-15802.7	-15815.2	12.4672	0.130463	0.10197	0.0809665	0.0881285	0.115471	0.067701	0.123955	0.090248	0.103453	0.156574	0.0749916	0.102957	0.100227	0.127597	0.0937823	0.125977	0.130784	0.112157	0.117532	0.0880037	0.0902919	0.0767901	0.164432	0.038774	0.0209158	0.0225644	0.0430647	0.0284949	0.0324233	0.0284554	0.0453602	0.0560727	0.0779833	0.0349071	0.0467655	0.0263976	0.025519	0.0369068	0.0635001	0.0289927	0.0497073	0.0424754	0.0284498	3.242184
4930	-15806.2	-15818.6	12.4757	0.140603	0.0866241	0.105709	0.106957	0.108013	0.0850487	0.124719	0.0870489	0.075939	0.167231	0.0630686	0.0823453	0.0871256	0.0902676	0.103257	0.133579	0.129781	0.124352	0.139411	0.0708191	0.104453	0.0797654	0.176024	0.0272845	0.0413929	0.0468153	0.0371972	0.0504263	0.0267885	0.0343381	0.0395184	0.0490758	0.0766165	0.0169038	0.0261103	0.0152604	0.0287421	0.0445607	0.0512414	0.0288349	0.0368001	0.0452764	0.0460108	3.241336
4940	-15804.5	-15816.8	12.2979	0.114171	0.0812338	0.101864	0.114928	0.125897	0.0764549	0.13108	0.0674527	0.0803552	0.190964	0.09514	0.0794159	0.0826887	0.101689	0.10474	0.137335	0.123183	0.123214	0.127124	0.096212	0.0896036	0.091606	0.166062	0.0356561	0.0249834	0.0118069	0.0418368	0.0516745	0.046044	0.0343381	0.0354387	0.035131	0.088305	0.0212213	0.0397524	0.0189803	0.0300297	0.0342179	0.0468589	0.0237977	0.0323536	0.0637726	0.0405034	3.259115
4950	-15803.1	-15816.1	13.043	0.12961	0.100529	0.0993734	0.109963	0.102765	0.0702091	0.112538	0.0651666	0.0957576	0.184714	0.0714261	0.0845245	0.0836666	0.106953	0.110379	0.137335	0.137733	0.111248	0.119126	0.0735857	0.0794611	0.0618819	0.168984	0.0506563	0.0140675	0.00774289	0.0371878	0.038101	0.0450219	0.0380842	0.059057	0.0523256	0.0832463	0.0248041	0.0343514	0.022564	0.0237535	0.0327164	0.0550131	0.0210079	0.034368	0.0616556	0.0319541	3.184607
4960	-15804.1	-15817.2	13.1047	0.131929	0.123284	0.0988772	0.0909096	0.109793	0.0732551	0.112538	0.0792401	0.102999	0.163679	0.0788312	0.0743759	0.0914677	0.0886954	0.110538	0.135655	0.143821	0.114651	0.103029	0.0791095	0.0725458	0.0733584	0.178199	0.0469376	0.0264494	0.013943	0.0404962	0.0425423	0.0342275	0.0333191	0.041639	0.049315	0.0622789	0.0352763	0.0499622	0.0236306	0.0196458	0.0472759	0.0355859	0.0284398	0.0312766	0.0508311	0.0345853	3.178438
4970	-15797.1	-15809.9	12.7068	0.124262	0.104704	0.103712	0.110148	0.13233	0.0818772	0.13007	0.085886	0.0848412	0.140002	0.0788312	0.0664255	0.0942151	0.0972911	0.0945988	0.134384	0.121719	0.111991	0.13262	0.0692705	0.0796004	0.0953518	0.178462	0.0370088	0.0257622	0.0206313	0.0548428	0.0470471	0.033507	0.0339861	0.0412181	0.0515622	0.0800082	0.03349	0.0344529	0.0234861	0.0311415	0.0395726	0.0441205	0.0215879	0.0334781	0.0348201	0.043908	3.218225
4980	-15805.1	-15816.6	11.5709	0.129729	0.102647	0.0915047	0.117875	0.0993449	0.0741356	0.153505	0.0710655	0.103194	0.168718	0.0851111	0.0961306	0.112412	0.087698	0.135445	0.135817	0.115207	0.120382	0.106388	0.0805819	0.100902	0.0882907	0.184269	0.0429344	0.023907	0.0211737	0.0442685	0.0554449	0.0254388	0.0146565	0.0443934	0.0396281	0.0696651	0.0250323	0.0376559	0.0397651	0.023718	0.0418925	0.0595407	0.0408586	0.0332704	0.0588012	0.0294231	3.331822
4990	-15802.6	-15815	12.3946	0.130726	0.108813	0.0991306	0.0996936	0.11037	0.0713925	0.125701	0.0721378	0.0965434	0.169815	0.0797034	0.0837691	0.0943443	0.0913201	0.113377	0.161129	0.103333	0.108287	0.106388	0.0896532	0.0844995	0.0796373	0.199936	0.0430882	0.0293023	0.0178885	0.0462856	0.0575179	0.0387758	0.0249093	0.0322391	0.0510609	0.0614584	0.0252798	0.0344612	0.0208703	0.0241968	0.0483107	0.0629545	0.0216437	0.0379245	0.0505888	0.0409893	3.249445
5000	-15803.5	-15816.7	13.2134	0.133092	0.0933471	0.0991306	0.10061	0.114013	0.0697542	0.136007	0.0776832	0.10989	0.170356	0.0701924	0.0969716	0.11915	0.105739	0.0982091	0.0930201	0.108433	0.109471	0.123336	0.0880501	0.0817623	0.0831489	0.152083	0.0354364	0.0217609	0.0197866	0.042332	0.0564651	0.0489698	0.0331023	0.0438962	0.0384466	0.0656441	0.0301066	0.0272689	0.020219	0.0147752	0.0343807	0.0460074	0.0381132	0.0340345	0.0476128	0.0357583	3.167568
5010	-15805.5	-15818	12.4988	0.150652	0.100375	0.103048	0.0940792	0.139432	0.0764517	0.127574	0.0994003	0.0741986	0.152589	0.0772789	0.107311	0.103354	0.104672	0.107806	0.127497	0.112503	0.115015	0.11126	0.0750713	0.0933891	0.083437	0.165377	0.0317164	0.0305057	0.0221291	0.043779	0.0406138	0.0327917	0.026755	0.0377047	0.0622565	0.0546199	0.0478332	0.031697	0.021764	0.0286172	0.0261257	0.0458664	0.029298	0.0388016	0.0431389	0.0412431	3.239027
5020	-15808.1	-15820.1	11.952	0.109673	0.0867921	0.0948842	0.101864	0.103008	0.0826956	0.115848	0.0646285	0.102642	0.161341	0.0847406	0.0798143	0.134158	0.105952	0.113357	0.148649	0.133662	0.140779	0.128061	0.0683584	0.095282	0.0975272	0.172445	0.0323827	0.0280386	0.0171457	0.0274539	0.0517437	0.0420648	0.0298039	0.0326387	0.0622565	0.0851798	0.0285753	0.0254473	0.0200699	0.0270293	0.0406596	0.0514832	0.0423773	0.0303852	0.0582846	0.0345213	3.293703
5030	-15808.2	-15820	11.8054	0.133468	0.114283	0.0999069	0.106252	0.119226	0.0893208	0.12884	0.0736836	0.0997425	0.177689	0.0653561	0.0963637	0.0992604	0.104917	0.106987	0.131337	0.117151	0.114165	0.114171	0.0632698	0.0992496	0.0854165	0.21029	0.0392128	0.0103627	0.0180485	0.0306259	0.0368966	0.0278794	0.0298575	0.051446	0.0510603	0.0883575	0.0404705	0.0265111	0.011001	0.0250703	0.0460479	0.0615043	0.0423773	0.0349868	0.0376786	0.0486259	3.308367
