Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pinvar	TL
971	1	-14515.2	-14520.2	4.93064	2.391308	0.185387	0.119237	0.113132	0.121268	0.148184	0.0939847	0.151259	0.104148	0.0875601	0.239992	0.0839261	0.125485	0.116352	0.144516	0.10841	0.140189	0.133311	0.129204	0.135157	0.0781629	0.107024	0.112513	0.231754	0.0696227	0.0429524	0.0262903	0.0406139	0.0471662	0.0333968	0.0579332	0.0267022	0.0215493	0.0353289	0.0538372	0.0288959	0.0334621	0.024674	0.0312926	0.0504996	0.106698	0.0146514	0.0124019	0.0230119	0.335903	0.691072	1.07728	1.89574	0.3757723	3.791132
972	0	-14515.4	-14519.8	4.44866	2.322042	0.179398	0.114403	0.126518	0.105677	0.13743	0.0932045	0.146527	0.0956674	0.122015	0.220783	0.107306	0.073573	0.145313	0.126461	0.109068	0.164769	0.155566	0.133798	0.132232	0.099531	0.12922	0.0829589	0.223016	0.0647638	0.0323926	0.017631	0.0258198	0.0220444	0.0371075	0.0291289	0.0548426	0.0198436	0.0395812	0.0758976	0.0679824	0.0566165	0.0436107	0.00456717	0.0407452	0.0266662	0.0751168	0.0133466	0.0637188	0.328908	0.685403	1.0763	1.90939	0.3811923	3.835861
973	1	-14512	-14514.9	2.90437	1.922099	0.169653	0.119711	0.10062	0.10961	0.129427	0.0952533	0.165989	0.101065	0.0984195	0.21497	0.0901103	0.0856295	0.111891	0.127097	0.164811	0.172443	0.170002	0.173201	0.162385	0.104737	0.119077	0.105996	0.267457	0.0750098	0.0510598	0.0290596	0.0419887	0.0455854	0.0351405	0.0665888	0.0226836	0.0122364	0.0355956	0.0527722	0.0174267	0.0328149	0.0287531	0.0472246	0.0281291	0.13742	0.0146514	0.0138513	0.0144499	0.283795	0.646466	1.06791	2.00183	0.375308	3.961996
974	0	-14519.7	-14522.6	2.90883	2.536956	0.166515	0.118103	0.0953366	0.12002	0.153449	0.0901419	0.159137	0.12087	0.148185	0.228587	0.0678684	0.0895337	0.130435	0.103088	0.146147	0.16196	0.161175	0.144125	0.168997	0.099591	0.0974293	0.123793	0.251622	0.0594225	0.0223761	0.0261789	0.0333063	0.0112577	0.0433009	0.0346008	0.0318737	0.0369756	0.029535	0.114991	0.0570334	0.100518	0.0264846	0.0305595	0.0353138	0.0333878	0.0469	0.0147597	0.0646481	0.349933	0.702172	1.07904	1.86886	0.3551976	3.999533
975	1	-14513.7	-14518.1	4.31719	2.582929	0.170665	0.107325	0.131049	0.102983	0.130126	0.109811	0.135694	0.0779564	0.120539	0.241565	0.0833085	0.0826347	0.120277	0.111473	0.157556	0.146158	0.160673	0.132125	0.150747	0.0916049	0.110818	0.0937345	0.21029	0.0684322	0.0514307	0.0314284	0.0268007	0.0411934	0.0584855	0.0646764	0.0451305	0.00520853	0.0412354	0.0768328	0.0119746	0.0221141	0.0327393	0.0332622	0.0444784	0.145517	0.014291	0.0465216	0.0195202	0.354181	0.705465	1.07951	1.86084	0.3832824	3.860386
976	0	-14506.7	-14512.1	5.36418	2.177025	0.191925	0.0906061	0.116535	0.090267	0.116415	0.0879396	0.159137	0.0912436	0.109365	0.229279	0.0904843	0.0972875	0.119449	0.0873521	0.150113	0.16001	0.176456	0.121732	0.142628	0.0871155	0.118102	0.103517	0.229537	0.0583798	0.0252111	0.0429505	0.0322266	0.015073	0.0257923	0.0225909	0.0586179	0.0230144	0.029535	0.115143	0.0516044	0.0528177	0.0198441	0.0229515	0.0233901	0.0317872	0.0645191	0.0206109	0.0332637	0.313528	0.672608	1.07385	1.94002	0.3771809	3.735821
977	1	-14510.5	-14516	5.43477	2.447232	0.164389	0.102346	0.124339	0.106319	0.131467	0.0878597	0.171619	0.0779564	0.10358	0.246187	0.0722191	0.0921996	0.112229	0.146105	0.148715	0.17411	0.175544	0.154908	0.125043	0.0884415	0.104948	0.111417	0.211648	0.0647345	0.0511312	0.028099	0.0268157	0.0293826	0.0307329	0.0475141	0.0346101	0.0105704	0.0281209	0.0546366	0.0221044	0.0149621	0.0307503	0.0395317	0.02255	0.102087	0.00601085	0.0300534	0.0352852	0.341396	0.69546	1.078	1.88514	0.3924608	3.743273
978	0	-14515	-14520.5	5.50995	2.223055	0.131606	0.111049	0.117816	0.107025	0.129004	0.10259	0.162315	0.0743861	0.115245	0.252654	0.0904843	0.112238	0.116562	0.108691	0.12947	0.145775	0.175996	0.110212	0.135153	0.109106	0.101937	0.108833	0.212953	0.0575255	0.0179336	0.0127754	0.0174823	0.0118511	0.0325644	0.0212898	0.0548512	0.0210674	0.0322134	0.0974061	0.0677605	0.0546216	0.0524403	0.0147065	0.0192234	0.037327	0.0506305	0.025467	0.0638918	0.318522	0.676814	1.07469	1.92998	0.3923812	3.724129
979	1	-14507.9	-14512.9	4.95549	2.130003	0.156494	0.113497	0.124339	0.0937896	0.131595	0.108199	0.15161	0.074096	0.109697	0.232554	0.083688	0.0850392	0.128117	0.109842	0.153839	0.154082	0.150049	0.156531	0.155453	0.0784389	0.0996503	0.080636	0.244744	0.0777982	0.0624721	0.0242091	0.0280202	0.0206551	0.0526089	0.0654334	0.0278166	0.0197871	0.0306456	0.0566801	0.0297899	0.0218903	0.0319328	0.0543972	0.0401069	0.102087	0.0241329	0.0183939	0.00870778	0.308314	0.668162	1.07293	1.9506	0.3885365	3.773543
980	0	-14517.3	-14522.5	5.2508	2.059956	0.146711	0.0991077	0.131372	0.0975774	0.140515	0.102034	0.121069	0.0887489	0.106288	0.223127	0.10053	0.0815369	0.107995	0.110177	0.118036	0.174047	0.144551	0.123296	0.152239	0.0768583	0.103562	0.0945566	0.236381	0.0758715	0.0387352	0.0188294	0.0402765	0.00714882	0.0400159	0.0309692	0.0303795	0.0234584	0.0322134	0.0974061	0.0634679	0.0784908	0.0665346	0.0063611	0.0747602	0.0163037	0.0440002	0.0122647	0.0611211	0.300328	0.661242	1.07142	1.96701	0.3685994	3.738924
981	1	-14506.3	-14511	4.68543	2.044485	0.17146	0.101387	0.130846	0.115052	0.124661	0.107635	0.172491	0.101082	0.105383	0.193966	0.0970583	0.0883874	0.120684	0.112373	0.118519	0.176852	0.147425	0.160418	0.15448	0.11373	0.105194	0.0998395	0.202396	0.0566989	0.0635797	0.0342558	0.0230984	0.030572	0.0481885	0.0662081	0.0366382	0.0077508	0.0217097	0.0546487	0.00876274	0.0377677	0.0386254	0.0391322	0.0388428	0.11131	0.0113095	0.00870363	0.0351484	0.298528	0.659662	1.07106	1.97075	0.3691277	3.794268
982	0	-14511.3	-14515.6	4.34901	1.893312	0.159995	0.100515	0.123033	0.0892814	0.14279	0.0835604	0.141015	0.091665	0.107178	0.1993	0.098302	0.0797556	0.123631	0.124703	0.125243	0.205844	0.192567	0.138639	0.136835	0.0748082	0.0906278	0.095145	0.265318	0.0595203	0.0242462	0.0332511	0.0362373	0.00460813	0.0363019	0.0242869	0.0211293	0.0372125	0.0378479	0.107937	0.0965834	0.0717001	0.0422243	0.0191033	0.029966	0.0314557	0.0528086	0.0191748	0.0394835	0.280198	0.643167	1.06708	2.00956	0.3766017	3.814828
983	1	-14512.1	-14517.1	5.03917	2.455073	0.154606	0.115029	0.107112	0.123242	0.124266	0.100584	0.15491	0.082357	0.103448	0.218014	0.108864	0.0855402	0.103701	0.121363	0.105059	0.205696	0.158563	0.145691	0.13439	0.0830587	0.0957531	0.105728	0.243183	0.0502798	0.0510453	0.039243	0.0301628	0.0337381	0.0481885	0.0588986	0.0366382	0.0318529	0.0336699	0.0507384	0.0237815	0.0342267	0.0285049	0.0435759	0.0368768	0.1158	0.00248198	0.0142752	0.0390368	0.342155	0.696062	1.0781	1.88368	0.408658	3.783173
984	0	-14507.8	-14514.5	6.63285	2.206259	0.201214	0.0976689	0.123343	0.100391	0.132053	0.0765988	0.141967	0.0782683	0.106197	0.221214	0.0982014	0.0773759	0.108611	0.11525	0.11229	0.177391	0.144866	0.134964	0.142709	0.0802905	0.0900174	0.0860078	0.221474	0.0490914	0.0173236	0.0326744	0.0210736	0.00346496	0.04077	0.041919	0.0303624	0.0162681	0.0167425	0.11819	0.0452761	0.0602372	0.0533111	0.0185227	0.0288705	0.0395741	0.0468108	0.00819964	0.0537631	0.316712	0.675296	1.07439	1.93361	0.3984504	3.610809
985	1	-14513.1	-14518.8	5.74697	2.537075	0.16766	0.0937696	0.091979	0.122218	0.124728	0.100943	0.16208	0.0874682	0.119239	0.21837	0.0906897	0.0827862	0.127284	0.125421	0.142392	0.142598	0.167743	0.131049	0.164414	0.0700744	0.095506	0.12444	0.198941	0.0626828	0.0573433	0.0252909	0.029203	0.0400844	0.0481885	0.0627763	0.0222712	0.0187192	0.0292057	0.0573541	0.0217651	0.017929	0.0163273	0.0498652	0.0145315	0.112482	0.032338	0.0254762	0.0200967	0.349944	0.702181	1.07904	1.86884	0.3782865	3.715724
986	0	-14514.3	-14518.8	4.52016	1.66214	0.175394	0.0993525	0.1271	0.112172	0.130701	0.091494	0.150735	0.0814158	0.124862	0.223357	0.101922	0.0949577	0.113935	0.113915	0.121193	0.170985	0.144731	0.130327	0.153222	0.0944034	0.102936	0.10112	0.227244	0.0461838	0.0274352	0.0251992	0.0300201	0.0124096	0.0443823	0.0428752	0.035715	0.0234276	0.0213865	0.105931	0.0588462	0.0478093	0.0442601	0.0126896	0.0449616	0.0181555	0.0807816	0.000396995	0.0612879	0.249318	0.613494	1.05868	2.07851	0.356966	3.771627
987	1	-14514.5	-14518.7	4.15441	2.203405	0.167297	0.13143	0.101521	0.113865	0.0980926	0.10513	0.16208	0.0820565	0.107879	0.249034	0.0720917	0.109859	0.11382	0.135917	0.150727	0.163072	0.164931	0.128959	0.152671	0.094248	0.133334	0.0833814	0.213223	0.0707879	0.0589071	0.0327522	0.023798	0.0304019	0.0540599	0.0927897	0.0162053	0.0180015	0.0226383	0.0573541	0.011485	0.029441	0.0360377	0.0508458	0.0487492	0.102695	0.0110059	0.0358446	0.0200543	0.316403	0.675036	1.07434	1.93423	0.3838026	3.858474
988	0	-14511.1	-14515.7	4.58846	2.257667	0.141485	0.1025	0.110864	0.11829	0.14313	0.0785487	0.1594	0.0814158	0.105534	0.233475	0.0884873	0.116245	0.105752	0.115	0.150187	0.198194	0.167592	0.149908	0.152799	0.0770833	0.103953	0.0910221	0.247263	0.0460876	0.0273746	0.0268118	0.0316128	0.0142364	0.0280677	0.0118758	0.0512809	0.022174	0.0180752	0.116697	0.0815769	0.0743829	0.0403608	0.0177781	0.0331988	0.0378255	0.0420133	0.010395	0.0483741	0.322207	0.679886	1.07528	1.92263	0.3761386	3.818329
989	1	-14513	-14515.6	2.53824	2.217876	0.194642	0.123828	0.12003	0.0957429	0.119641	0.092976	0.168518	0.0822059	0.128389	0.2087	0.0955606	0.104496	0.113323	0.121196	0.15774	0.155902	0.173471	0.15264	0.177093	0.0846286	0.117321	0.114846	0.246253	0.0660826	0.0564565	0.0325112	0.0344773	0.02601	0.0540599	0.0642226	0.0307526	0.0167031	0.0192311	0.0858642	0.0322264	0.0473836	0.0491687	0.0507607	0.0394437	0.0902232	0.0184985	0.0377133	0.0200543	0.317966	0.676348	1.07459	1.93109	0.3863111	4.020985
990	0	-14513.3	-14517.5	4.20401	2.574306	0.188736	0.102609	0.110443	0.109839	0.122621	0.0980449	0.140517	0.0955838	0.106622	0.214369	0.0884873	0.115238	0.135775	0.0871314	0.130125	0.177511	0.187258	0.145279	0.167445	0.109399	0.0960271	0.100359	0.241507	0.0640091	0.0211364	0.0268118	0.0326361	0.00432704	0.03612	0.0210923	0.0364018	0.0228704	0.0147322	0.102133	0.105082	0.071629	0.0471168	0.0123654	0.0294046	0.0264557	0.0541291	0.0160032	0.0560128	0.35339	0.704855	1.07942	1.86233	0.4009012	3.871397
991	1	-14512.6	-14517.7	5.14236	1.842153	0.160332	0.0968853	0.120233	0.132085	0.142275	0.0811118	0.121162	0.0788453	0.104722	0.224088	0.0861987	0.109265	0.109694	0.113044	0.151111	0.152426	0.151072	0.143994	0.149092	0.0845011	0.115726	0.0952289	0.193506	0.0587483	0.0688929	0.0250052	0.0356979	0.0240799	0.0593056	0.0532713	0.0355326	0.0165425	0.0253323	0.0744118	0.0163852	0.0489383	0.0336802	0.0505742	0.0406223	0.0815597	0.0105743	0.0357412	0.0189206	0.273675	0.637105	1.06549	2.02373	0.3430876	3.730414
992	0	-14511.8	-14515.2	3.46077	2.05866	0.152535	0.0880213	0.118896	0.0942902	0.140987	0.0985325	0.141781	0.111391	0.116959	0.221522	0.0868598	0.0848098	0.115606	0.133347	0.131825	0.172379	0.166461	0.15555	0.139038	0.0962266	0.0949508	0.105144	0.233669	0.0597218	0.0335335	0.0268118	0.0286753	0.0183655	0.0572244	0.0200474	0.0369259	0.0251841	0.047597	0.131611	0.0764608	0.0687725	0.0511848	0.0123654	0.0390932	0.0434448	0.0679718	0.00757916	0.0644778	0.300178	0.66111	1.07139	1.96732	0.3634303	3.917828
993	1	-14519.3	-14525	5.65289	2.586217	0.162301	0.101841	0.131083	0.0805968	0.111784	0.104883	0.155151	0.0771667	0.105285	0.234684	0.0818403	0.0868686	0.10665	0.125212	0.103889	0.144164	0.176881	0.149466	0.139179	0.0793699	0.123087	0.113483	0.225192	0.058196	0.0449645	0.0443958	0.0262956	0.0413163	0.031052	0.0653319	0.0179039	0.00666788	0.0235419	0.0729788	0.0302214	0.0260829	0.0178123	0.0668571	0.0303123	0.11713	0.0228283	0.0352955	0.0276929	0.354481	0.705697	1.07954	1.86028	0.4078718	3.726932
994	0	-14515.6	-14519.1	3.48635	2.075374	0.162503	0.104643	0.137311	0.107611	0.135541	0.0913062	0.148822	0.106041	0.108596	0.242735	0.0942186	0.117461	0.116339	0.11587	0.144783	0.160768	0.143186	0.158254	0.129116	0.0966539	0.104967	0.0722475	0.225492	0.0575066	0.0163836	0.0268118	0.0601198	0.0035105	0.0514584	0.0361079	0.042377	0.0276123	0.0315921	0.127891	0.0612192	0.0742993	0.066164	0.0212866	0.0400082	0.0212552	0.0459344	0.035428	0.0450992	0.302109	0.662797	1.07177	1.96333	0.3848912	3.916531
995	1	-14519.8	-14524	4.24502	1.998131	0.148068	0.0970962	0.146266	0.13607	0.115049	0.0803073	0.145236	0.0829727	0.114506	0.237414	0.112122	0.115055	0.122534	0.091985	0.135977	0.128013	0.180085	0.122042	0.153059	0.0992694	0.12164	0.119119	0.239466	0.0848338	0.0481267	0.045416	0.00384474	0.0192247	0.0350065	0.0767387	0.0228108	0.0124564	0.0440396	0.0539917	0.021834	0.046594	0.0202825	0.0361048	0.044699	0.102198	0.00997554	0.0241896	0.0388608	0.293051	0.654815	1.06994	1.98219	0.3641769	3.834583
996	0	-14518.8	-14523.6	4.77088	1.99009	0.160445	0.0985132	0.117244	0.081291	0.136503	0.0572846	0.178227	0.0606378	0.118235	0.243633	0.0756716	0.111907	0.119875	0.116355	0.143509	0.164221	0.172988	0.143234	0.156595	0.0881155	0.0865311	0.103408	0.214454	0.0421529	0.0376115	0.019955	0.023365	0.0185731	0.0353586	0.0149332	0.0371335	0.0380358	0.020754	0.125374	0.0725558	0.0745342	0.0450078	0.0157038	0.0318437	0.0399565	0.0745262	0.0176014	0.0474744	0.292089	0.653956	1.06974	1.98422	0.3950634	3.781326
997	1	-14517	-14521.4	4.3823	2.128823	0.156214	0.13683	0.13255	0.129091	0.145761	0.0919082	0.164774	0.0986288	0.121982	0.207123	0.0925277	0.0756969	0.113184	0.111688	0.126648	0.115598	0.16574	0.113351	0.182638	0.0792879	0.120093	0.10919	0.223585	0.0727026	0.0488702	0.0044429	0.0237346	0.0290463	0.0367995	0.0917616	0.0363209	0.0114414	0.0396844	0.0470449	0.0157988	0.0451998	0.0303974	0.0466933	0.0408923	0.117232	0.0269235	0.0345606	0.0171425	0.308182	0.668049	1.0729	1.95087	0.3654213	3.830779
998	0	-14506.5	-14513.1	6.61935	2.118599	0.132448	0.119441	0.136737	0.113313	0.116993	0.078128	0.138078	0.0785634	0.0938322	0.214438	0.0866634	0.0793734	0.115735	0.109211	0.142659	0.165294	0.143549	0.129242	0.167771	0.0927262	0.109079	0.0960514	0.207963	0.0497361	0.0223747	0.0383705	0.034118	0.0106794	0.0418861	0.014328	0.0477873	0.0138839	0.0159802	0.085647	0.0422151	0.0667089	0.0481556	0.0195997	0.0284513	0.0263794	0.0601861	0.0239446	0.0486392	0.307032	0.66706	1.07269	1.95321	0.3905499	3.606362
999	1	-14518.4	-14523.7	5.33805	2.130611	0.215437	0.109201	0.118875	0.126062	0.138482	0.0823761	0.134284	0.0933616	0.0927431	0.178355	0.0750889	0.0960623	0.119292	0.12517	0.135987	0.158865	0.143606	0.135311	0.128043	0.112729	0.0939913	0.0818944	0.249054	0.0634557	0.035195	0.00890705	0.042615	0.0406628	0.0367995	0.0770554	0.025496	0.0104843	0.0198934	0.05545	0.00901255	0.040179	0.0212416	0.0511484	0.0550032	0.120751	0.0132171	0.0267802	0.0377097	0.308383	0.668221	1.07294	1.95046	0.371679	3.735329
1000	0	-14514.4	-14521	6.6458	2.188951	0.167174	0.119441	0.100133	0.129509	0.103275	0.0915484	0.157337	0.0838598	0.136225	0.203478	0.0817536	0.107389	0.12417	0.109058	0.126424	0.130765	0.15801	0.116269	0.126455	0.0968367	0.104062	0.125463	0.189986	0.0460741	0.0133669	0.0405366	0.0203701	0.0209212	0.0187162	0.0169032	0.0378413	0.029392	0.0211923	0.105865	0.0735777	0.06968	0.0257449	0.0159982	0.0288595	0.027311	0.0600805	0.0142033	0.0331692	0.314833	0.673711	1.07407	1.93739	0.3634213	3.608425
1001	1	-14511.2	-14515.5	4.25451	2.041619	0.189888	0.111403	0.100183	0.0951507	0.154849	0.0862482	0.150743	0.0924827	0.122912	0.248505	0.0983887	0.0921275	0.113668	0.107677	0.117752	0.149439	0.155231	0.10701	0.142332	0.0829147	0.115764	0.106692	0.245283	0.0667909	0.0648416	0.0270213	0.0469497	0.0295275	0.0345919	0.0530253	0.0213106	0.0109851	0.0355689	0.0719297	0.0219832	0.0577805	0.0218367	0.054441	0.0620769	0.105193	0.0164951	0.0189431	0.0292026	0.298193	0.659368	1.071	1.97144	0.3891684	3.837137
1002	0	-14510.4	-14516.7	6.35947	2.129406	0.146942	0.0711527	0.11881	0.116719	0.144419	0.0915484	0.156302	0.0881787	0.0935101	0.226681	0.0755117	0.101029	0.105427	0.118896	0.116452	0.142111	0.143852	0.132475	0.138341	0.0837099	0.093256	0.0979483	0.181404	0.0499933	0.026441	0.0204979	0.0474644	0.00363766	0.0487236	0.0263191	0.046664	0.026129	0.0261961	0.13519	0.0449501	0.058865	0.0579371	0.0132289	0.0301655	0.0336003	0.0802414	0.0217105	0.0504723	0.308248	0.668105	1.07291	1.95073	0.3990574	3.633103
1003	1	-14513.3	-14519	5.75664	2.130361	0.154734	0.0964555	0.117866	0.101553	0.122271	0.107026	0.136008	0.0906935	0.110437	0.226545	0.0725857	0.0932682	0.136868	0.0961126	0.110042	0.148574	0.164111	0.127484	0.145818	0.07361	0.0971926	0.114444	0.194997	0.0772755	0.0511316	0.0191244	0.0218536	0.0199335	0.0718692	0.0824697	0.0150975	0.0111706	0.033638	0.0920042	0.00899471	0.0430618	0.0221352	0.0412043	0.0345142	0.106293	0.0382855	0.0354692	0.0292306	0.308355	0.668197	1.07293	1.95051	0.3807526	3.693452
1004	0	-14507.9	-14513.5	5.57845	2.133257	0.164767	0.0941631	0.143851	0.112028	0.122865	0.108395	0.153166	0.0978478	0.114232	0.196072	0.0983545	0.0942092	0.114512	0.107462	0.130545	0.133941	0.171507	0.135997	0.160484	0.0519753	0.088951	0.109967	0.194007	0.0551148	0.0126432	0.0312112	0.0304877	0.00843563	0.0387639	0.038442	0.0521627	0.0250406	0.0165174	0.118423	0.0798544	0.0599591	0.0523482	0.00980322	0.0270247	0.0243244	0.072422	0.0208978	0.0382957	0.308679	0.668475	1.07299	1.94985	0.3839014	3.711471
1005	1	-14516.4	-14523.6	7.20856	2.03293	0.153062	0.0969849	0.153405	0.107547	0.122233	0.0660113	0.130512	0.099957	0.106194	0.190784	0.0787681	0.0668907	0.109561	0.0860172	0.145142	0.142886	0.137257	0.141824	0.124792	0.0834621	0.098324	0.0879675	0.209792	0.0726711	0.0406582	0.0246139	0.0234263	0.0249102	0.0253722	0.0491757	0.0315785	0.029613	0.0323727	0.110779	0.0160244	0.0445805	0.0416209	0.0484969	0.0324141	0.0903212	0.0196744	0.0240078	0.0193638	0.297174	0.65847	1.07079	1.97356	0.4009903	3.541048
1006	0	-14509.7	-14515.6	5.86561	2.290474	0.17884	0.113183	0.111792	0.123908	0.159313	0.0748004	0.160945	0.0804525	0.103054	0.197651	0.0796762	0.104993	0.119723	0.11067	0.140877	0.106327	0.148334	0.128001	0.143028	0.0713599	0.127401	0.103841	0.213474	0.0571724	0.0203549	0.0221566	0.0211167	0.0203422	0.0337672	0.0522249	0.0337633	0.0305812	0.0239627	0.0760954	0.057338	0.0609733	0.050012	0.0112394	0.0238478	0.0455957	0.0843617	0.0207254	0.0451899	0.325647	0.682729	1.07581	1.91582	0.3692476	3.692465
1007	1	-14514.6	-14520.7	6.16926	2.160311	0.151387	0.151636	0.104991	0.0857767	0.119048	0.100396	0.135439	0.102221	0.112072	0.22022	0.0782838	0.105527	0.147294	0.0787566	0.149927	0.133425	0.163259	0.12008	0.131889	0.0868601	0.0933	0.107715	0.190473	0.0664419	0.0382941	0.0403731	0.0267181	0.0316712	0.0217088	0.0524152	0.00974963	0.0473028	0.0326155	0.0718319	0.0177896	0.0445805	0.0158253	0.0484969	0.0430365	0.108438	0.0253843	0.0180978	0.0234719	0.311688	0.671046	1.07353	1.94374	0.3841397	3.654217
1008	0	-14513.8	-14516.8	2.98253	2.490472	0.173838	0.101421	0.119159	0.110028	0.138024	0.0894767	0.152456	0.0857348	0.121211	0.232245	0.0884671	0.0977798	0.129659	0.117774	0.147612	0.152753	0.139656	0.157406	0.143028	0.0924229	0.135559	0.10463	0.238836	0.0579971	0.0248467	0.0461249	0.0175116	0.041007	0.0355923	0.0395721	0.0457195	0.0241577	0.0269245	0.13821	0.057338	0.0585474	0.0642166	0.00996255	0.0233189	0.0396712	0.0976812	0.0116533	0.0610973	0.345551	0.698743	1.07852	1.87719	0.3834251	3.990327
1009	1	-14515.7	-14521.3	5.59776	2.050752	0.13698	0.0892177	0.131234	0.101306	0.164144	0.0944424	0.149328	0.115992	0.108069	0.266073	0.0779778	0.0961594	0.122967	0.0956556	0.12375	0.12104	0.148965	0.124087	0.186433	0.0868601	0.0970271	0.0783252	0.188441	0.0607924	0.0366414	0.033766	0.0276769	0.0358083	0.0347319	0.0611272	0.0251266	0.0215368	0.027287	0.0796692	0.0291802	0.047568	0.0224712	0.0429774	0.0333033	0.096601	0.0248756	0.026882	0.0310229	0.299259	0.660304	1.07121	1.96923	0.3841397	3.703522
1010	0	-14523.2	-14527.7	4.53255	2.031905	0.206724	0.0990318	0.0946086	0.104079	0.142418	0.0803631	0.144327	0.0753689	0.147709	0.228396	0.0923811	0.0977798	0.129219	0.0853594	0.132233	0.140996	0.171778	0.143817	0.139359	0.0870713	0.111438	0.0840382	0.240755	0.0644819	0.017206	0.0386219	0.0217579	0.0275036	0.0193503	0.0370236	0.0472718	0.0241577	0.0316393	0.0905905	0.0513904	0.0397835	0.081155	0.00903189	0.0544711	0.0427046	0.0835776	0.00904411	0.0385553	0.297054	0.658364	1.07077	1.97381	0.3601623	3.808568
1011	1	-14517.5	-14524.6	7.06999	2.134193	0.12807	0.11658	0.127872	0.130591	0.126478	0.0873155	0.135965	0.0990213	0.125541	0.196333	0.0672391	0.0896183	0.117835	0.119183	0.140491	0.126417	0.162513	0.113621	0.125624	0.0680845	0.107873	0.100914	0.176871	0.0469435	0.0440453	0.0247998	0.0444553	0.0392451	0.0604033	0.0602346	0.0134785	0.0362163	0.0194318	0.0770027	0.0211139	0.0498847	0.0156808	0.043157	0.0385835	0.0869081	0.00173449	0.017989	0.0310229	0.308784	0.668565	1.07301	1.94964	0.3818821	3.562381
1012	0	-14515.1	-14519.1	4.04756	2.73606	0.154364	0.135583	0.139972	0.0991064	0.137872	0.108502	0.15434	0.106255	0.102911	0.224681	0.104664	0.0736438	0.136795	0.0998592	0.128597	0.14987	0.16166	0.136094	0.178201	0.0858085	0.122032	0.102335	0.214337	0.0617022	0.0311375	0.019743	0.01533	0.0318617	0.0272015	0.0371794	0.0359201	0.0346331	0.0367266	0.110186	0.0578056	0.0649437	0.0385866	0.0196063	0.0395702	0.0306932	0.0863693	0.00158499	0.0538716	0.367753	0.715781	1.08086	1.8356	0.3713695	3.892134
1013	1	-14509.8	-14514.4	4.57869	1.779654	0.135004	0.100272	0.103624	0.125696	0.125251	0.0823339	0.172654	0.103892	0.121853	0.187849	0.0949016	0.0794038	0.125806	0.126294	0.144543	0.149155	0.160954	0.131157	0.149286	0.0884408	0.113253	0.107123	0.252205	0.0748603	0.0600109	0.0203573	0.039212	0.0431951	0.0387213	0.0537623	0.0119043	0.0405275	0.023774	0.0741524	0.0180993	0.0367622	0.0166554	0.0619489	0.0257342	0.0965979	0.0100572	0.0269522	0.0258351	0.265474	0.629331	1.06335	2.04184	0.3718061	3.780071
1014	0	-14514.9	-14520	5.18084	2.243334	0.168452	0.122674	0.108968	0.100461	0.11773	0.0982007	0.156418	0.110246	0.0964917	0.22184	0.107792	0.0808107	0.129741	0.120668	0.113177	0.137631	0.148919	0.161147	0.12603	0.0841809	0.101837	0.0951075	0.219399	0.0419072	0.02827	0.0273559	0.0281624	0.040209	0.0376836	0.0107499	0.0251163	0.0294894	0.0325839	0.0879725	0.0921712	0.0749669	0.0633988	0.0224676	0.0297695	0.0395967	0.0691649	0.00754937	0.0417459	0.320688	0.678623	1.07504	1.92565	0.3989397	3.758254
1015	1	-14514	-14520.1	6.15659	2.037511	0.160715	0.110387	0.113399	0.140633	0.129012	0.078139	0.161456	0.101853	0.107324	0.197404	0.0851757	0.0847307	0.113817	0.0785781	0.146005	0.124334	0.178502	0.132975	0.164722	0.0865945	0.0677264	0.105937	0.216818	0.0683199	0.0459313	0.00932076	0.0207326	0.028263	0.0355698	0.0651153	0.0176142	0.0146554	0.0224389	0.0788939	0.0179154	0.0513905	0.0240643	0.0554761	0.0430429	0.0812781	0.0154786	0.0365724	0.0282996	0.297712	0.658944	1.0709	1.97244	0.3735856	3.646607
1016	0	-14517.5	-14523.3	5.76504	2.029292	0.160733	0.101984	0.0901315	0.10596	0.118877	0.0961799	0.13696	0.105599	0.110631	0.17691	0.0892523	0.100159	0.112898	0.0951028	0.122396	0.143059	0.163586	0.132899	0.130393	0.0832332	0.112602	0.134683	0.21601	0.0557682	0.0299697	0.0157512	0.0619077	0.0307412	0.036825	0.00879101	0.0364282	0.031135	0.0322329	0.0879725	0.0556337	0.0709486	0.0538685	0.0241447	0.0416776	0.029019	0.0605526	0.0319129	0.0495933	0.296746	0.658093	1.07071	1.97446	0.3688614	3.685113
