Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pinvar	TL
499	1	-14522	-14528.8	6.72043	2.294477	0.171619	0.0886092	0.146361	0.120648	0.12415	0.0537882	0.154996	0.081443	0.125561	0.197077	0.0761473	0.0985641	0.111693	0.0731324	0.125686	0.149478	0.155256	0.124297	0.144602	0.0852386	0.0902349	0.0922359	0.202578	0.0724658	0.0610768	0.0433213	0.0204172	0.044655	0.0226962	0.0465199	0.0188748	0.0560252	0.0265728	0.0911398	0.031011	0.0584063	0.0184024	0.0359387	0.0344598	0.0809411	0.0123856	0.0259098	0.012589	0.326063	0.683071	1.07587	1.91499	0.3802296	3.607203
500	0	-14511	-14517.6	6.61834	2.290295	0.165785	0.111265	0.113021	0.114672	0.11186	0.10696	0.150341	0.0986949	0.0958185	0.209147	0.0723718	0.0872543	0.109606	0.106714	0.104531	0.129503	0.155606	0.144834	0.146397	0.0905452	0.099729	0.113027	0.205792	0.0539376	0.0115806	0.0241525	0.0380636	0.00966982	0.031763	0.0205074	0.0418473	0.0227607	0.00973809	0.112454	0.0742434	0.0621461	0.0387109	0.0213186	0.0356756	0.0253958	0.0521823	0.0295176	0.058044	0.325628	0.682714	1.07581	1.91585	0.3744062	3.617182
501	1	-14507.8	-14514.4	6.59914	2.272957	0.155992	0.0941949	0.119208	0.10014	0.135857	0.0744577	0.165683	0.0820137	0.144541	0.197077	0.0848263	0.100052	0.0966099	0.106859	0.136307	0.12636	0.145333	0.13207	0.149589	0.081814	0.102448	0.0921166	0.217595	0.0612153	0.0533482	0.0277419	0.0287041	0.0179054	0.0550451	0.0511427	0.0130257	0.0350902	0.0356698	0.0681476	0.00591926	0.0288559	0.0269842	0.0348635	0.0511196	0.110412	0.0273088	0.0270338	0.0174573	0.323817	0.681219	1.07553	1.91944	0.3880094	3.618135
502	0	-14510.5	-14517.1	6.65079	2.192234	0.153517	0.10296	0.101673	0.136069	0.157612	0.0822012	0.157742	0.0940547	0.121474	0.195071	0.0879641	0.0758847	0.105501	0.102543	0.128433	0.152212	0.157075	0.151913	0.150408	0.062977	0.11831	0.0898448	0.230456	0.0445037	0.0103107	0.0225324	0.0417894	0.0336405	0.0260825	0.00288937	0.0349525	0.0277792	0.0218755	0.0824776	0.0527296	0.0623222	0.0259202	0.0200585	0.0307825	0.0253958	0.0589013	0.0117651	0.0555325	0.31519	0.674013	1.07413	1.93666	0.3981737	3.608134
503	1	-14517.4	-14522.2	4.84285	1.918133	0.173679	0.105065	0.120497	0.114094	0.127875	0.0765608	0.140876	0.066796	0.0977272	0.241745	0.100307	0.0749099	0.129024	0.106859	0.147283	0.115713	0.15849	0.137266	0.169711	0.0732261	0.105527	0.119846	0.193818	0.0773959	0.046636	0.0307536	0.0405852	0.0583439	0.0345099	0.0781506	0.0313628	0.0249327	0.0310826	0.092778	0.0310954	0.0325234	0.0207359	0.0529474	0.0261456	0.12138	0.00160096	0.0161184	0.0218112	0.283302	0.646016	1.0678	2.00288	0.3536701	3.767782
504	0	-14512.2	-14517.6	5.37595	2.390173	0.169371	0.108254	0.117212	0.115037	0.119243	0.0677069	0.171045	0.0929534	0.112696	0.196705	0.0795168	0.093736	0.108346	0.106237	0.140361	0.154766	0.120617	0.152344	0.162149	0.100209	0.0918936	0.0879078	0.235958	0.048361	0.0283349	0.039685	0.031245	0.0142634	0.0638693	0.0233886	0.0448467	0.0305924	0.0320598	0.0968504	0.0611431	0.0553016	0.0410888	0.0279535	0.0280124	0.0262676	0.0805351	0.0347048	0.0337802	0.335791	0.690982	1.07727	1.89596	0.3800966	3.746547
505	1	-14516.7	-14521	4.33641	1.55735	0.170822	0.130897	0.0968757	0.122338	0.118033	0.0798675	0.177559	0.0738366	0.116157	0.184785	0.102525	0.0797406	0.114184	0.0933072	0.14898	0.14464	0.167399	0.145313	0.151555	0.0832574	0.124288	0.0893705	0.263533	0.0589434	0.0644845	0.0137191	0.0277019	0.0544629	0.0518646	0.0807791	0.0125149	0.0203656	0.0282486	0.0791514	0.0278104	0.0326321	0.0211724	0.0538823	0.0301007	0.0775542	0.0170507	0.0285941	0.0148178	0.234047	0.597832	1.05362	2.1145	0.3566104	3.775114
506	0	-14512.8	-14518.4	5.60763	2.243291	0.168137	0.124006	0.110158	0.100161	0.144231	0.0825696	0.170529	0.0879421	0.121179	0.203259	0.105642	0.0960092	0.115203	0.100451	0.152931	0.144109	0.169307	0.129948	0.12922	0.0852173	0.105476	0.0850055	0.211968	0.0382999	0.0283349	0.0262987	0.0111766	0.0154276	0.0465149	0.0150809	0.0191568	0.0388231	0.0466537	0.12105	0.0415736	0.0678486	0.027208	0.0207762	0.0429302	0.048165	0.0714808	0.0163567	0.0297581	0.320684	0.678619	1.07504	1.92566	0.3830928	3.715573
507	1	-14511	-14516.1	5.03916	1.885278	0.145819	0.107632	0.115158	0.108979	0.117306	0.0904065	0.16151	0.0817565	0.101842	0.203224	0.0867865	0.103069	0.128021	0.128339	0.137372	0.14372	0.167399	0.136616	0.134871	0.0966969	0.125508	0.111948	0.242014	0.0546395	0.0420221	0.0200614	0.0445498	0.0387487	0.0475141	0.0651356	0.00991935	0.0374407	0.0276075	0.0967294	0.0249535	0.0297812	0.026594	0.0573754	0.0190606	0.0899734	0.0118741	0.0241432	0.000921688	0.279185	0.642232	1.06683	2.01175	0.3810008	3.745038
508	0	-14519	-14525.4	6.4353	1.921049	0.173541	0.0737181	0.104919	0.0907512	0.141322	0.0824116	0.152742	0.0797678	0.109915	0.202961	0.0826895	0.0845155	0.118763	0.11598	0.125163	0.130454	0.140648	0.113381	0.1251	0.0852173	0.106267	0.108658	0.199887	0.0655259	0.0198799	0.0176577	0.0230867	0.00679682	0.0473071	0.0171412	0.0509717	0.0388231	0.0486475	0.127573	0.0827926	0.0410972	0.0349033	0.0109121	0.0192711	0.0173895	0.107186	0.0485157	0.0345573	0.283665	0.646347	1.06788	2.00211	0.3820249	3.608806
509	1	-14520.6	-14524.6	3.9597	2.091171	0.17235	0.0950759	0.115786	0.114506	0.171585	0.0882593	0.136044	0.131435	0.104473	0.201067	0.0806909	0.0963616	0.12773	0.0969899	0.131643	0.162364	0.17182	0.152465	0.155193	0.112063	0.0954331	0.0860988	0.201435	0.0813975	0.065999	0.020995	0.029397	0.0454755	0.0320519	0.0668274	0.0147593	0.0259345	0.035606	0.0743089	0.0330222	0.0553497	0.0108607	0.039725	0.0300754	0.126235	0.0349912	0.017859	0.0286253	0.30392	0.664371	1.07211	1.9596	0.3526735	3.870362
510	0	-14517.8	-14521.8	4.00742	2.139283	0.164703	0.110682	0.161368	0.113995	0.139833	0.0879675	0.135306	0.0953147	0.127369	0.197245	0.0909575	0.0876982	0.130007	0.111362	0.164387	0.141688	0.14682	0.130848	0.157419	0.105736	0.117341	0.0726388	0.182193	0.0608905	0.0249564	0.0385376	0.0330886	0.0227026	0.0446351	0.0340196	0.0500823	0.018312	0.0235107	0.135648	0.0652331	0.0686163	0.0430792	0.0180422	0.0398304	0.0172684	0.0541694	0.0551745	0.0483117	0.309353	0.669052	1.07311	1.94848	0.3686169	3.868987
511	1	-14514.3	-14519.3	5.01861	2.000309	0.163931	0.13258	0.137812	0.10633	0.129821	0.0641611	0.143466	0.0995536	0.0909553	0.236884	0.10468	0.10863	0.109332	0.111275	0.1337	0.16179	0.179532	0.15741	0.14618	0.0763746	0.101229	0.118919	0.197839	0.0635676	0.0506564	0.0200833	0.0147579	0.0418594	0.0205955	0.0688014	0.0185161	0.0232059	0.0335798	0.0535601	0.018728	0.0302469	0.0183949	0.0370988	0.0380838	0.127015	0.00814463	0.0176684	0.0404565	0.293312	0.655047	1.07	1.98164	0.3596537	3.757405
512	0	-14511.3	-14515.4	4.13972	2.288789	0.207757	0.109585	0.115578	0.10003	0.139855	0.0830901	0.146212	0.0953147	0.121524	0.223139	0.113585	0.0825443	0.141377	0.103651	0.15075	0.135955	0.168783	0.128607	0.155578	0.0940472	0.124876	0.0864916	0.23208	0.0510845	0.0275023	0.0104569	0.0367828	0.0193986	0.0476105	0.0268425	0.0372889	0.0361733	0.0174025	0.102382	0.0739283	0.0577452	0.0541544	0.0168192	0.0461863	0.0202233	0.0479881	0.0397012	0.0348786	0.325471	0.682584	1.07578	1.91616	0.3794274	3.864961
513	1	-14511.6	-14518.8	7.1336	2.542892	0.140837	0.128417	0.128983	0.113229	0.11447	0.0913643	0.16152	0.0905603	0.103002	0.187578	0.0741323	0.095797	0.102345	0.0969027	0.114313	0.159079	0.138042	0.132754	0.15465	0.0782844	0.104397	0.0910029	0.27038	0.0585727	0.042181	0.0264772	0.02615	0.0346118	0.0366174	0.0589783	0.017079	0.0334875	0.0297509	0.0688914	0.0181625	0.030735	0.0378382	0.0377723	0.0272676	0.0696703	0.0314331	0.0121486	0.00741684	0.350486	0.702603	1.0791	1.86781	0.4118956	3.577282
514	0	-14519	-14522.9	3.83561	2.173567	0.183689	0.139115	0.110769	0.0825747	0.113669	0.109703	0.177011	0.0828365	0.129231	0.225899	0.0824764	0.0863128	0.116645	0.110647	0.14645	0.156758	0.134124	0.178676	0.148211	0.116651	0.115447	0.0816004	0.255115	0.045501	0.0364166	0.0336333	0.0175001	0.0168639	0.0457782	0.00648581	0.0372889	0.0175354	0.0364345	0.122132	0.0705908	0.0574634	0.0575682	0.0262714	0.0360927	0.0416804	0.0361919	0.0234606	0.0399511	0.313149	0.672286	1.07378	1.94078	0.3700982	3.888453
515	1	-14510.3	-14514.2	3.95983	2.282925	0.143697	0.102718	0.121021	0.111775	0.159843	0.0868844	0.148037	0.106076	0.108088	0.227796	0.079099	0.0826125	0.115167	0.111364	0.141423	0.200224	0.186364	0.143658	0.152159	0.10133	0.0997923	0.0806723	0.258029	0.0749137	0.0436207	0.0329588	0.0323552	0.0389895	0.0495179	0.0482081	0.0341489	0.0418704	0.0481248	0.0569024	0.0309443	0.0249533	0.0235981	0.0436145	0.0311054	0.111449	0.00991603	0.0204312	0.0171755	0.32486	0.68208	1.07569	1.91737	0.3824144	3.882625
516	0	-14511	-14516.7	5.65716	2.250554	0.16694	0.122555	0.139214	0.114649	0.148217	0.112071	0.16506	0.0982714	0.0960752	0.205402	0.101664	0.107883	0.102077	0.131551	0.129114	0.146356	0.138998	0.144423	0.134096	0.0765747	0.106067	0.0831594	0.222221	0.0614539	0.0163216	0.029077	0.0195571	0.0115652	0.0283035	0.0111437	0.0261054	0.0278712	0.0309174	0.0757558	0.0707426	0.0932053	0.0474534	0.0129013	0.0238008	0.0186473	0.058895	0.0166381	0.0380541	0.321455	0.679261	1.07516	1.92413	0.3806083	3.711046
517	1	-14506.1	-14512.8	6.70554	2.115554	0.143962	0.10562	0.10993	0.0949989	0.146232	0.0887065	0.144033	0.0948147	0.102482	0.205329	0.0774326	0.0910142	0.133149	0.10361	0.114575	0.154054	0.168138	0.13802	0.155704	0.059727	0.0955123	0.0904179	0.227822	0.058138	0.0583886	0.0259821	0.0171458	0.0437574	0.0559485	0.0541916	0.0190175	0.0115856	0.0258735	0.0552608	0.0123112	0.0380239	0.0303504	0.0342099	0.0392315	0.0967818	0.0111147	0.03597	0.0289601	0.306689	0.666765	1.07263	1.95392	0.3974356	3.597528
518	0	-14522.2	-14524.7	2.48658	1.746717	0.178289	0.102905	0.134065	0.107288	0.13687	0.0853119	0.123098	0.0872107	0.116225	0.291671	0.114806	0.114951	0.11675	0.100624	0.161717	0.150648	0.130516	0.147718	0.136212	0.0797158	0.132763	0.105572	0.279178	0.0615362	0.0270325	0.0274558	0.02524	0.0103273	0.0404795	0.0183111	0.0536079	0.0185287	0.0298423	0.11148	0.0767629	0.0503923	0.0360998	0.0397181	0.0273574	0.0356625	0.0849356	0.0195549	0.0570795	0.261045	0.62506	1.06214	2.05176	0.3487943	3.985507
519	1	-14513.4	-14519.5	6.16353	1.824102	0.187509	0.0911102	0.102903	0.109416	0.120294	0.0778468	0.134	0.0873602	0.0978395	0.178437	0.091338	0.0981857	0.112008	0.124068	0.150623	0.130295	0.165249	0.112902	0.139353	0.0958095	0.130675	0.0895277	0.217204	0.0974769	0.0531162	0.0323963	0.0270112	0.0225438	0.0478764	0.0527012	0.0201672	0.0177726	0.0241134	0.0603521	0.0321332	0.0294389	0.0370275	0.035115	0.0333855	0.108685	0.028515	0.0202524	0.00238477	0.271334	0.634903	1.06489	2.02887	0.3917257	3.626417
520	0	-14523.3	-14526.3	2.98628	2.275216	0.156926	0.124767	0.147839	0.123016	0.137504	0.0806788	0.189129	0.111247	0.124886	0.24285	0.100511	0.101382	0.123345	0.119906	0.162028	0.188565	0.138471	0.138518	0.138107	0.081733	0.0874223	0.129491	0.202061	0.0711888	0.00983176	0.0496126	0.0366443	0.0227974	0.0318623	0.0124649	0.0255653	0.0275693	0.0205184	0.0689905	0.0445405	0.106429	0.0467876	0.0256638	0.0313173	0.0262068	0.0915581	0.0287522	0.0508632	0.324054	0.681415	1.07556	1.91897	0.3714416	3.979547
521	1	-14507.1	-14513.7	6.55798	2.198027	0.134772	0.108766	0.104471	0.132354	0.125777	0.0981309	0.155669	0.092088	0.120675	0.229109	0.0904894	0.0918219	0.0924078	0.115075	0.136026	0.163525	0.141267	0.132814	0.139353	0.078202	0.105788	0.0720235	0.199826	0.0573441	0.0514184	0.0180956	0.0261692	0.0318189	0.0518649	0.0622592	0.0300461	0.0260047	0.0222191	0.0712367	0.0235113	0.0283715	0.0370275	0.0359514	0.0406693	0.0961278	0.0149543	0.0102837	0.0219786	0.31582	0.674545	1.07424	1.9354	0.3846126	3.617781
522	0	-14510	-14515.8	5.82035	2.133478	0.142224	0.115748	0.124089	0.130931	0.131352	0.10775	0.150819	0.091858	0.114267	0.209026	0.0817241	0.101382	0.110598	0.106127	0.132477	0.152509	0.141196	0.137412	0.148603	0.0832441	0.13492	0.0817566	0.193814	0.0636286	0.00507309	0.0313706	0.0143182	0.0147817	0.040619	0.0199524	0.0457793	0.0241357	0.0243511	0.0772325	0.0537316	0.0744713	0.0510526	0.0202008	0.0254203	0.0249355	0.0674768	0.0425854	0.0423533	0.308704	0.668496	1.073	1.9498	0.3768759	3.687296
523	1	-14502.7	-14510.5	7.80421	2.367441	0.151902	0.108962	0.103727	0.0943752	0.125977	0.0896507	0.16478	0.0832805	0.105513	0.203797	0.104988	0.087834	0.104608	0.103091	0.118615	0.160779	0.13518	0.11489	0.138277	0.0790789	0.086394	0.0883283	0.213389	0.0645658	0.051765	0.02763	0.0131004	0.0326931	0.0519444	0.0419172	0.0112698	0.0240262	0.0222191	0.0661487	0.034208	0.038421	0.0197382	0.0501985	0.04286	0.0941964	0.0195502	0.0186377	0.0101161	0.333517	0.689149	1.07695	1.90038	0.3881956	3.50262
524	0	-14522.3	-14527.9	5.57895	2.533681	0.148884	0.106111	0.107013	0.0935042	0.11093	0.0840744	0.151637	0.0724172	0.124246	0.215206	0.111984	0.101777	0.112796	0.124245	0.170761	0.116316	0.13883	0.114481	0.116643	0.0885649	0.135398	0.0927042	0.231678	0.0572008	0.0106955	0.0159028	0.0473181	0.00805289	0.0436638	0.0264888	0.0337306	0.0193182	0.043477	0.12098	0.0729479	0.0701901	0.0390294	0.0223294	0.0352116	0.0443163	0.0902694	0.0298837	0.0311893	0.349627	0.701934	1.079	1.86944	0.39931	3.732397
525	1	-14506.4	-14515	8.61882	2.027173	0.151902	0.103467	0.101329	0.101392	0.111526	0.0847082	0.13482	0.0882528	0.0984576	0.235517	0.0873422	0.0947982	0.102728	0.0954366	0.120001	0.122614	0.144902	0.128636	0.132177	0.0533391	0.115864	0.0830218	0.19271	0.0442683	0.0410106	0.0266067	0.0366327	0.0313657	0.0519444	0.0556099	0.0166912	0.0243304	0.028523	0.0884495	0.00856981	0.0215207	0.0150254	0.0320192	0.0300895	0.0962783	0.0128124	0.0214808	0.0313935	0.296497	0.657872	1.07065	1.97498	0.4081459	3.399565
526	0	-14514.1	-14521.2	7.05009	2.233118	0.146913	0.089015	0.100834	0.0929513	0.113469	0.0867254	0.147333	0.104983	0.0991357	0.264066	0.0857925	0.0973537	0.101203	0.137128	0.111184	0.142796	0.13926	0.124695	0.12723	0.085529	0.102986	0.0945137	0.200128	0.0394991	0.0231996	0.00879027	0.0320176	0.00325864	0.0439927	0.00585271	0.0283918	0.0294148	0.0446482	0.0984285	0.0537871	0.0550372	0.0453139	0.0226253	0.0450908	0.024829	0.069334	0.0386546	0.0633305	0.3196	0.677715	1.07486	1.92782	0.3947145	3.570722
527	1	-14515.5	-14521.3	5.78533	2.072071	0.144746	0.0907695	0.103372	0.101115	0.139581	0.0949146	0.168746	0.0906994	0.119131	0.215943	0.0739475	0.111566	0.118605	0.0804926	0.113028	0.137897	0.143511	0.137153	0.150454	0.0747211	0.106377	0.107854	0.208179	0.0658737	0.073343	0.0308502	0.0431558	0.0420323	0.0957513	0.0492737	0.0215778	0.0289905	0.0230947	0.0592057	0.0102817	0.0313048	0.0375182	0.0392545	0.0264896	0.112738	0.0144799	0.0104768	0.0378924	0.301729	0.662465	1.07169	1.96411	0.3974024	3.686386
528	0	-14523.8	-14531.7	7.95039	2.311025	0.163078	0.100176	0.110379	0.0889635	0.111599	0.0906493	0.139063	0.0796263	0.109553	0.198855	0.0979703	0.105556	0.0768765	0.0821839	0.10223	0.140107	0.135749	0.154125	0.138855	0.096312	0.109823	0.0960809	0.242418	0.0676511	0.0120463	0.0263795	0.0209348	0.0128871	0.0378484	0.00858541	0.0217061	0.032755	0.033193	0.0698116	0.0523759	0.0638612	0.0249646	0.024035	0.0309677	0.0145481	0.0565907	0.0550109	0.0487209	0.327775	0.684477	1.07613	1.91162	0.4025315	3.485103
529	1	-14521.3	-14527.4	6.12877	2.085366	0.176389	0.11597	0.122575	0.0965031	0.155557	0.084282	0.116832	0.0906994	0.126698	0.17481	0.0897602	0.0833805	0.0945222	0.0970415	0.117847	0.175368	0.13809	0.130543	0.126959	0.0815821	0.0754945	0.0923209	0.272524	0.0831174	0.0309125	0.0158301	0.00905989	0.0311885	0.0498901	0.0667709	0.0209284	0.0373769	0.031445	0.0810624	0.020979	0.0409311	0.0290697	0.0396383	0.0475989	0.117602	0.0136299	0.0283808	0.0218705	0.303256	0.663795	1.07199	1.96096	0.3965397	3.653029
530	0	-14521.8	-14529.7	7.8763	2.428063	0.125507	0.118553	0.105239	0.113397	0.145061	0.140797	0.128806	0.0839181	0.101392	0.216591	0.0772029	0.0919314	0.120226	0.085877	0.130532	0.107151	0.161416	0.117634	0.145368	0.0764549	0.0872032	0.0891832	0.214251	0.0333135	0.02145	0.0388922	0.0283956	0.0025828	0.0313454	0.0210555	0.0403415	0.0235356	0.0348382	0.11146	0.0523759	0.0527018	0.044325	0.0145171	0.0335464	0.00831633	0.0659976	0.0151336	0.0404547	0.339529	0.693974	1.07776	1.88873	0.3969793	3.498268
531	1	-14513.9	-14518.6	4.70069	1.902505	0.176871	0.116588	0.143266	0.0973172	0.136525	0.0962034	0.130134	0.0908589	0.0955291	0.208009	0.0791828	0.0866106	0.119199	0.143602	0.124378	0.130839	0.160122	0.177443	0.133021	0.0962644	0.127781	0.102953	0.233325	0.053996	0.0681575	0.0300142	0.0295917	0.0282089	0.0511124	0.0550365	0.00484143	0.0388964	0.0260054	0.0820098	0.0108971	0.0329883	0.0241546	0.0412719	0.0397988	0.0882975	0.0059709	0.0193963	0.0438678	0.281352	0.644229	1.06735	2.00707	0.3731164	3.780535
532	0	-14511.5	-14519.3	7.76206	2.185448	0.135664	0.103536	0.113992	0.113736	0.10975	0.0807383	0.120923	0.0829912	0.100711	0.190615	0.0734794	0.0832992	0.106956	0.129885	0.146292	0.122582	0.146157	0.126141	0.157158	0.0974219	0.0871315	0.0869931	0.204476	0.0504692	0.0228874	0.0321944	0.0325252	0.0193059	0.0408978	0.0185746	0.0271224	0.0308371	0.0348382	0.0768088	0.0379979	0.047551	0.0694029	0.00790194	0.040067	0.0285878	0.0842074	0.034362	0.0394056	0.31445	0.673388	1.07401	1.93816	0.3889659	3.496575
533	1	-14523.6	-14526.5	2.86085	2.11676	0.172329	0.127143	0.13683	0.116352	0.163452	0.0862709	0.14167	0.0908589	0.110031	0.266691	0.0919151	0.104453	0.115994	0.116002	0.12195	0.115317	0.178235	0.142983	0.157756	0.0694776	0.0858901	0.101524	0.255	0.0767882	0.0647104	0.045695	0.0187693	0.0328558	0.0790465	0.0631198	0.00554027	0.0511397	0.0416927	0.0937749	0.00745643	0.0258995	0.0246222	0.0292002	0.0370056	0.141371	0.00795657	0.0235488	0.0437636	0.306825	0.666882	1.07265	1.95364	0.3454274	3.982082
534	0	-14527.5	-14534.8	7.37192	2.816688	0.140958	0.0904632	0.107402	0.0871472	0.13411	0.0882044	0.147419	0.0870244	0.0953005	0.249941	0.0872957	0.080852	0.116275	0.0981677	0.146207	0.15539	0.164196	0.125115	0.113854	0.118276	0.091572	0.0862877	0.179365	0.0662389	0.0309398	0.0251265	0.0325252	0.00174395	0.0458272	0.0271354	0.0453591	0.02986	0.0155994	0.0931551	0.0649023	0.0441894	0.0324041	0.00295917	0.0461662	0.0286642	0.0576162	0.0476331	0.0328772	0.374564	0.720845	1.08145	1.82314	0.373558	3.561747
535	1	-14506.8	-14512.7	5.91832	2.095544	0.164908	0.0961196	0.109253	0.118052	0.111747	0.0862709	0.152113	0.0838145	0.107364	0.209903	0.106984	0.103418	0.121205	0.104897	0.133254	0.126811	0.138948	0.124267	0.120399	0.0901452	0.102144	0.085938	0.240806	0.0784407	0.0502183	0.0191706	0.0394292	0.0401864	0.0460342	0.0624579	0.0185922	0.0216332	0.0359946	0.0898204	0.0181259	0.0491196	0.0246238	0.035463	0.0404109	0.096704	0.00112269	0.0270922	0.041418	0.304419	0.664804	1.07221	1.95857	0.3873773	3.674818
536	0	-14514.2	-14520.5	6.24013	2.026218	0.163808	0.122659	0.132729	0.102194	0.13411	0.0709338	0.162938	0.0913168	0.127819	0.206707	0.0834036	0.0849276	0.120992	0.0853601	0.157698	0.140389	0.153866	0.121384	0.119255	0.0753694	0.0936779	0.0825342	0.20978	0.0493216	0.019044	0.0224422	0.0207043	0.0126571	0.0459755	0.014333	0.0421035	0.042685	0.0236756	0.108648	0.0682431	0.0473538	0.0829928	0.00488018	0.0181072	0.046515	0.0591887	0.0230685	0.0415693	0.296384	0.657773	1.07063	1.97521	0.3864907	3.637359
537	1	-14518.9	-14522.9	4.03754	2.0078	0.168249	0.120093	0.10792	0.0840914	0.125303	0.0871164	0.158683	0.0992003	0.106849	0.228419	0.100272	0.0975454	0.106215	0.124844	0.136559	0.150358	0.141823	0.170226	0.156545	0.113624	0.109485	0.135384	0.212182	0.0467342	0.0727028	0.0457802	0.0327726	0.0323728	0.0343593	0.0377915	0.037968	0.0280466	0.041284	0.0819807	0.0154274	0.0235352	0.0221971	0.0472617	0.0359388	0.113477	0.00741683	0.0156673	0.0424277	0.294204	0.655841	1.07018	1.97977	0.3755237	3.856128
538	0	-14509.7	-14515.7	5.9659	2.536462	0.182529	0.110487	0.12671	0.111945	0.12877	0.0893042	0.142801	0.106128	0.0969956	0.224073	0.101471	0.100938	0.103925	0.10089	0.149482	0.147742	0.165615	0.148155	0.139119	0.0721071	0.127426	0.11267	0.182437	0.0438549	0.0285153	0.0113482	0.0200231	0.0141819	0.0323507	0.0161953	0.0328279	0.0149124	0.0153721	0.0794923	0.0640662	0.0642177	0.043382	0.0228611	0.034441	0.0266601	0.0664999	0.0358722	0.0550129	0.349887	0.702136	1.07903	1.86895	0.3980562	3.693808
539	1	-14517.7	-14524.1	6.35779	2.25947	0.139757	0.0984824	0.109081	0.0576974	0.156256	0.103452	0.14698	0.0845685	0.124615	0.241509	0.0975996	0.0960144	0.125069	0.100137	0.140077	0.169051	0.142106	0.143172	0.122076	0.0919589	0.118768	0.0714452	0.20907	0.0690134	0.0591782	0.0344683	0.0271004	0.038869	0.035367	0.0730307	0.0136132	0.0276845	0.0233793	0.056369	0.00568847	0.0297104	0.0244177	0.0504635	0.0272309	0.105191	0.0204856	0.0125692	0.0187262	0.322398	0.680044	1.07531	1.92225	0.3932163	3.6415
540	0	-14520.5	-14525.2	4.71979	2.788293	0.155185	0.116362	0.141377	0.112827	0.152525	0.122706	0.14905	0.0990039	0.107005	0.237254	0.0887953	0.0808834	0.115415	0.106663	0.138887	0.154486	0.158968	0.174208	0.150411	0.0855152	0.119709	0.0844366	0.173169	0.0316877	0.0335234	0.0467399	0.0291375	0.00276088	0.0372344	0.00644232	0.0332509	0.0312729	0.0387378	0.0891661	0.0540518	0.0662771	0.0535841	0.00617449	0.048964	0.0321613	0.0779967	0.0382057	0.0440608	0.372191	0.719089	1.08125	1.82747	0.3744861	3.826272
541	1	-14519.1	-14526.3	7.20618	2.031773	0.168844	0.0857658	0.116056	0.112851	0.150867	0.0875609	0.136899	0.0758568	0.108272	0.237929	0.0695013	0.0998153	0.118076	0.0909049	0.114186	0.157726	0.143122	0.15108	0.138541	0.097111	0.0911504	0.0901699	0.199454	0.0625883	0.0567027	0.0529072	0.0260282	0.0272746	0.040406	0.0357984	0.00897122	0.0265067	0.0143519	0.0582583	0.00207394	0.0278854	0.0335897	0.0335764	0.0462064	0.0843438	0.00837936	0.014907	0.0387002	0.297038	0.65835	1.07076	1.97385	0.3934474	3.541195
542	0	-14513	-14518.9	5.9195	2.303594	0.191001	0.0811349	0.12564	0.0987694	0.132124	0.0860607	0.130941	0.0786947	0.0932773	0.226138	0.104868	0.0782052	0.126226	0.111007	0.134615	0.143143	0.191828	0.159367	0.128455	0.071013	0.114025	0.104837	0.211236	0.041488	0.0278056	0.0290836	0.0304126	0.00878967	0.0395293	0.0309925	0.0358797	0.0222607	0.0223082	0.105016	0.0489252	0.060075	0.0488617	0.00912239	0.0354566	0.0325145	0.0654017	0.00978122	0.0614832	0.327008	0.683848	1.07601	1.91313	0.3980597	3.687793
