Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pinvar	TL
220	-14512.6	-14516.8	4.19549	2.040571	0.157073	0.100275	0.129325	0.130861	0.130862	0.0989283	0.169535	0.100663	0.105798	0.242486	0.077523	0.0923539	0.114342	0.127699	0.102525	0.135166	0.175372	0.12576	0.169792	0.0809321	0.10835	0.118457	0.211625	0.0697221	0.0736125	0.0202307	0.0202607	0.0403783	0.0614012	0.0601074	0.0191151	0.0130381	0.0320251	0.0479332	0.0250119	0.0346512	0.0301207	0.0579372	0.0429688	0.113812	0.0212443	0.0361768	0.0175063	0.29807	0.65926	1.07097	1.9717	0.3773956	3.842957
230	-14513.2	-14518.2	5.04093	1.804408	0.192528	0.117374	0.111623	0.103151	0.123777	0.0880519	0.168987	0.092952	0.0899322	0.198988	0.0811048	0.112596	0.128229	0.100198	0.130531	0.124237	0.137972	0.103612	0.175707	0.0753767	0.104313	0.118189	0.232487	0.0506546	0.0495442	0.0231576	0.0246518	0.0499415	0.0444391	0.0612882	0.0439319	0.0121464	0.0351963	0.068095	0.0363162	0.0385393	0.0252821	0.0495036	0.0529848	0.107292	0.00795128	0.0336223	0.010121	0.268754	0.632461	1.06423	2.03456	0.3431504	3.736574
240	-14524.8	-14528.1	3.34799	2.574262	0.165194	0.122437	0.12541	0.100363	0.174176	0.0723506	0.160059	0.116237	0.139319	0.226112	0.08057	0.101795	0.121667	0.108563	0.178668	0.167098	0.131968	0.152071	0.126949	0.112263	0.108636	0.113084	0.232487	0.0628889	0.0352385	0.0254527	0.024488	0.0410333	0.0404945	0.0412527	0.0502229	0.0213874	0.0397527	0.103422	0.0265966	0.0357698	0.0294785	0.0498042	0.0437721	0.104676	0.0172532	0.0198101	0.0067265	0.353386	0.704851	1.07942	1.86234	0.3425369	3.956998
250	-14516.4	-14520.7	4.23905	1.856395	0.174509	0.130155	0.10727	0.128845	0.108975	0.11692	0.17467	0.0881594	0.112647	0.21946	0.0834554	0.0821851	0.119945	0.126653	0.11487	0.16587	0.172635	0.112742	0.132589	0.0994964	0.113463	0.0964624	0.211187	0.072064	0.0539703	0.0378311	0.0226964	0.0541081	0.0555664	0.0575816	0.0342438	0.00981747	0.0161151	0.075087	0.0390842	0.024587	0.0329353	0.0511257	0.0356382	0.107505	0.0189986	0.0224875	0.00758586	0.275508	0.638819	1.06594	2.01973	0.3425369	3.822194
260	-14515.9	-14518.8	2.84556	2.046026	0.20939	0.130502	0.144943	0.111858	0.158846	0.120115	0.150064	0.0942447	0.0979802	0.230551	0.101366	0.115884	0.119945	0.118591	0.132176	0.168706	0.164151	0.118186	0.128145	0.0935886	0.10803	0.0952501	0.246632	0.0792794	0.0490413	0.0349318	0.0067571	0.0379855	0.0588217	0.0789096	0.0236392	0.0191605	0.0246529	0.0833585	0.0374895	0.0342086	0.0212797	0.0418258	0.0323938	0.0986455	0.0183447	0.0278728	0.0106323	0.298708	0.65982	1.0711	1.97037	0.3850655	3.978375
270	-14504.8	-14511.5	6.72274	2.078574	0.146976	0.107688	0.118098	0.0992542	0.115008	0.0738916	0.152458	0.0923907	0.118523	0.197479	0.0920298	0.105362	0.119945	0.0930959	0.141325	0.132873	0.152126	0.125119	0.128145	0.0841414	0.113847	0.0932885	0.225764	0.0419979	0.0668715	0.0280395	0.015145	0.0433565	0.044256	0.0452323	0.026418	0.0166181	0.0274256	0.0657548	0.0187392	0.0342679	0.0267004	0.0516614	0.0302117	0.121535	0.0138088	0.0266324	0.0196309	0.302477	0.663117	1.07184	1.96257	0.3792789	3.59313
280	-14517.1	-14521.2	4.05138	1.871915	0.14735	0.136235	0.118098	0.117934	0.124392	0.0747499	0.133406	0.102441	0.114143	0.238695	0.0922218	0.116029	0.112972	0.116109	0.170986	0.143434	0.182708	0.143185	0.121967	0.0890038	0.113847	0.0915363	0.2131	0.0706008	0.0382951	0.0195014	0.0354268	0.0436573	0.0401018	0.0710989	0.0241038	0.0198641	0.058473	0.093646	0.0406968	0.0465624	0.0138365	0.0433632	0.0325489	0.0884998	0.010061	0.0231258	0.0145026	0.27749	0.640663	1.06643	2.01542	0.3796406	3.842509
290	-14523.7	-14529	5.28489	2.307248	0.175949	0.0971789	0.0999926	0.100684	0.120391	0.115553	0.143077	0.0845695	0.13322	0.21362	0.0774488	0.104122	0.105381	0.0939162	0.150424	0.15044	0.165473	0.117117	0.137215	0.0890038	0.0739715	0.122069	0.233273	0.0928788	0.0439932	0.0301669	0.0410634	0.0403399	0.0324529	0.0635218	0.0432398	0.0200135	0.0551638	0.0623468	0.0363065	0.0150876	0.0387404	0.0410773	0.0497314	0.0985673	0.0150642	0.019598	0.00800881	0.327386	0.684157	1.07607	1.91239	0.3796406	3.75145
300	-14508.4	-14513.4	4.91448	2.328872	0.19074	0.102943	0.116413	0.0949735	0.143249	0.081345	0.174211	0.0772299	0.111667	0.225224	0.0849778	0.0866809	0.110013	0.0988715	0.145118	0.1455	0.138801	0.151243	0.139725	0.0951819	0.0983364	0.118392	0.20632	0.0612085	0.0541958	0.0393964	0.0170108	0.0329392	0.0503033	0.053227	0.0475422	0.00794758	0.0347576	0.10816	0.023506	0.0428391	0.0372818	0.0415668	0.0396598	0.111906	0.00731461	0.0215434	0.0201772	0.329608	0.685974	1.0764	1.90802	0.3865314	3.789638
310	-14522.3	-14525.6	3.31506	2.20564	0.176932	0.109775	0.102281	0.130137	0.139881	0.0810845	0.137958	0.0793869	0.118801	0.242142	0.07994	0.109292	0.125416	0.12839	0.127515	0.190424	0.180371	0.117353	0.162545	0.09989	0.104282	0.114907	0.185758	0.0735296	0.0609002	0.0286189	0.0244348	0.0470354	0.0270214	0.0727689	0.0509398	0.0231359	0.0284404	0.0713238	0.0426445	0.027445	0.0434575	0.0421709	0.0636241	0.11251	0.0367813	0.0171181	0.00418839	0.316645	0.675239	1.07438	1.93374	0.3865314	3.942549
320	-14514.8	-14518	3.23521	1.946983	0.176932	0.103974	0.11718	0.11982	0.139026	0.101145	0.175896	0.106101	0.0978975	0.236042	0.0871347	0.12231	0.130611	0.112036	0.143847	0.131503	0.136217	0.135803	0.160805	0.121763	0.108	0.0886854	0.220813	0.0707294	0.0417821	0.0328801	0.0218504	0.0209065	0.0403188	0.0763569	0.0406477	0.0125332	0.038599	0.0512412	0.0299995	0.0486396	0.0347293	0.0578461	0.0496078	0.11666	0.028422	0.033869	0.0100059	0.286863	0.649255	1.0686	1.99528	0.3536153	3.931166
330	-14530	-14531	1.01558	2.025575	0.21384	0.137722	0.118046	0.114064	0.136753	0.0838514	0.17101	0.0898382	0.117775	0.27304	0.0897757	0.111258	0.129085	0.122684	0.138625	0.122719	0.146623	0.111482	0.161231	0.100562	0.159441	0.12594	0.246708	0.0980852	0.0493815	0.0207924	0.0225888	0.0471492	0.0576017	0.0896786	0.0289843	0.0146728	0.0443662	0.104951	0.0338854	0.0235228	0.0237314	0.0374492	0.0541049	0.10672	0.0224563	0.0223242	0.0352414	0.296309	0.657706	1.07062	1.97537	0.3536153	4.159762
340	-14523.5	-14527	3.46081	2.571299	0.225335	0.0909267	0.113545	0.107726	0.121429	0.0982344	0.161836	0.0898382	0.119945	0.241444	0.117033	0.0956632	0.129085	0.126397	0.127456	0.164147	0.144387	0.142591	0.153624	0.118382	0.143674	0.112424	0.218061	0.0924134	0.0452069	0.0156682	0.0328198	0.030264	0.0466087	0.0804156	0.0182699	0.0111838	0.0300594	0.0557077	0.0318693	0.0279329	0.0461774	0.0553047	0.0255608	0.0929888	0.00899943	0.0260806	0.00889103	0.353114	0.704641	1.07939	1.86285	0.3907794	3.945608
350	-14522.5	-14525.5	3.03444	2.195495	0.154065	0.138621	0.116329	0.130883	0.113517	0.0960558	0.160747	0.0786506	0.116625	0.23832	0.0761447	0.0956632	0.101064	0.147751	0.112211	0.170033	0.172049	0.12029	0.171094	0.0978144	0.107576	0.114228	0.244871	0.0746205	0.0782673	0.0247674	0.0276688	0.0330147	0.0414441	0.0657075	0.0184543	0.0175706	0.0216671	0.0761436	0.0172939	0.0403085	0.0361421	0.0669411	0.071627	0.147756	0.00775498	0.0190749	0.00914534	0.315545	0.674313	1.07419	1.93595	0.3907794	3.969975
360	-14521.7	-14524.9	3.23324	2.174985	0.143342	0.111418	0.121876	0.105257	0.204784	0.096478	0.149038	0.108037	0.0938007	0.247159	0.0673719	0.100281	0.120372	0.110214	0.152736	0.161548	0.172049	0.148202	0.138343	0.117853	0.112267	0.0989015	0.234648	0.0722774	0.0421319	0.0437266	0.022617	0.0490657	0.0477818	0.0419919	0.0291086	0.0208319	0.023592	0.0876123	0.0430975	0.0298012	0.0411691	0.0627591	0.04034	0.0851527	0.00535038	0.0296635	0.0147361	0.313305	0.672418	1.07381	1.94047	0.3657483	3.948783
370	-14504.9	-14512.2	7.30702	2.13239	0.164858	0.108547	0.11074	0.0885246	0.119174	0.0822478	0.138643	0.072577	0.108611	0.231177	0.0917682	0.0957634	0.116075	0.109335	0.131137	0.140309	0.136665	0.144114	0.170681	0.0828502	0.0902253	0.0897014	0.170092	0.0509382	0.0686164	0.0206944	0.0241646	0.0371256	0.0314395	0.054055	0.0277128	0.0202988	0.0333275	0.0656868	0.0332509	0.0358579	0.0276315	0.0432169	0.0500229	0.0851527	0.0103551	0.0195071	0.00568333	0.308582	0.668392	1.07297	1.95005	0.4004858	3.538554
380	-14511.1	-14517.1	5.92177	2.234603	0.151651	0.106358	0.100514	0.128922	0.141876	0.0799575	0.155205	0.0927941	0.101134	0.197191	0.0857752	0.0967696	0.0993991	0.10143	0.112799	0.154203	0.140021	0.132906	0.197682	0.0929451	0.108766	0.0917489	0.19458	0.0510076	0.051352	0.0242309	0.0404391	0.0304378	0.0638916	0.0497982	0.0308682	0.0194709	0.0291023	0.0669264	0.0332791	0.050901	0.0215991	0.0648223	0.0414985	0.0973401	0.00676928	0.0234659	0.0218164	0.319758	0.677847	1.07489	1.92751	0.385894	3.683643
390	-14520.1	-14523.2	3.14187	1.932602	0.171242	0.108283	0.143903	0.129635	0.154589	0.110513	0.130909	0.108526	0.105354	0.22758	0.0816704	0.110299	0.125587	0.0956443	0.126045	0.130441	0.154766	0.130801	0.172513	0.0778729	0.101312	0.0867415	0.209651	0.0756348	0.0664009	0.0209944	0.0485354	0.0442431	0.0829429	0.0528991	0.0611221	0.0061571	0.0274441	0.0835024	0.0358914	0.0473856	0.0306858	0.0543287	0.0454065	0.114637	0.0191732	0.0183099	0.00963424	0.285094	0.64765	1.06821	1.99905	0.3504614	3.939207
400	-14514.6	-14518.5	3.92812	2.064965	0.170138	0.107636	0.0840583	0.115389	0.146697	0.0767789	0.140446	0.0956616	0.110481	0.285718	0.106154	0.119539	0.107278	0.130588	0.140473	0.154484	0.171168	0.127061	0.14655	0.100961	0.0864012	0.104538	0.220858	0.0772184	0.058249	0.02815	0.034826	0.0254943	0.0556845	0.0899708	0.0257734	0.0188294	0.0345502	0.065561	0.0387128	0.0375014	0.0289282	0.0393834	0.0313573	0.0977276	0.00217611	0.0161081	0.0163129	0.300908	0.661749	1.07153	1.96581	0.3474993	3.871572
410	-14512.1	-14518.7	6.6073	2.296746	0.175986	0.11813	0.0949515	0.0921802	0.127676	0.0818497	0.128869	0.102914	0.126911	0.21861	0.0866502	0.0979773	0.106877	0.0914094	0.139021	0.134314	0.148735	0.136158	0.159711	0.0667792	0.1019	0.0841479	0.183508	0.074492	0.0480009	0.0237244	0.0164261	0.0447017	0.0687862	0.0513387	0.0227622	0.040427	0.0334541	0.0590517	0.0233522	0.0273452	0.021047	0.0527813	0.0401691	0.113258	0.00431557	0.0314005	0.0165399	0.326298	0.683265	1.07591	1.91453	0.3760886	3.61864
420	-14521.8	-14526.8	4.98805	2.000014	0.15131	0.121686	0.101311	0.108435	0.132682	0.0909947	0.176208	0.0905981	0.142705	0.21861	0.1162	0.114167	0.11059	0.114092	0.123302	0.169638	0.183944	0.130558	0.119591	0.0650935	0.0879667	0.120998	0.190254	0.077677	0.0494578	0.0250153	0.0211888	0.0133269	0.0772989	0.0670837	0.0290634	0.0240141	0.0205116	0.0676071	0.0261624	0.0433088	0.0370421	0.0410597	0.0181806	0.0834742	0.0245129	0.0223809	0.0111359	0.293276	0.655015	1.06999	1.98172	0.3760886	3.760435
430	-14510.1	-14516.8	6.63199	2.160666	0.187352	0.118462	0.128245	0.101396	0.141804	0.0808354	0.129731	0.107748	0.112243	0.205499	0.0972715	0.0851517	0.130291	0.136156	0.114289	0.134158	0.141669	0.099454	0.14238	0.0746714	0.084788	0.0945047	0.186768	0.0623948	0.0401084	0.0280527	0.0232793	0.0329607	0.0220115	0.0547249	0.0442756	0.0199016	0.0378026	0.0748702	0.0231978	0.0403876	0.0280481	0.0402895	0.0434436	0.0901414	0.0245129	0.017236	0.0254586	0.311728	0.671079	1.07354	1.94366	0.3760886	3.607968
440	-14517.2	-14523.6	6.45856	2.233923	0.140744	0.111105	0.143125	0.115291	0.115497	0.0728331	0.159685	0.0872957	0.122181	0.194811	0.0843433	0.0683198	0.134882	0.123657	0.123717	0.15158	0.16467	0.131049	0.165096	0.0923447	0.101303	0.0914072	0.16327	0.0825053	0.0589453	0.0190784	0.0201061	0.038758	0.0349261	0.0509824	0.0290467	0.0244671	0.0245162	0.0625472	0.0256229	0.0338309	0.0186698	0.048504	0.0618685	0.0863308	0.0255702	0.0202317	0.00520992	0.319686	0.677787	1.07488	1.92765	0.3659597	3.629923
