Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
958	0	-13200.4	-13164.1	-36.3086	0.3061297	0.347049	0.134365	0.206979	0.151773	0.235111	0.123563	0.21321	0.172213	0.161268	0.288659	0.130635	0.155358	0.250134	0.266472	0.243929	0.374996	0.229464	0.170355	0.219197	0.103998	0.144838	0.154283	0.570667	0.0808281	0.165198	0.0362314	0.0963551	0.0126782	0.128392	0.202012	0.0632537	0.159502	0.221246	0.0699655	0.0702708	0.0534548	0.0400643	0.0421846	0.24475	0.0630613	0.0620043	0.0155536	0.0601016	0.025963	0.216067	0.0728758	0.0143897	0.630991	0.039713	0.0058057	0.109271	0.605955	3.27897	0.352578	0.357886	0.0871448	0.202391	6.935621
959	1	-13206.2	-13161.8	-44.3698	0.3054137	0.421312	0.134196	0.213973	0.145586	0.29202	0.165784	0.349798	0.148335	0.143319	0.424254	0.144048	0.14584	0.272262	0.285413	0.243166	0.404054	0.376581	0.25551	0.237154	0.0935637	0.190272	0.0969395	0.46945	0.243902	0.0477008	0.0153923	0.0915045	0.0502186	0.0449424	0.0516945	0.177736	0.0507813	0.261191	0.0466603	0.0976588	0.211166	0.139029	0.0527717	0.0392703	0.193357	0.178618	0.0653959	0.0299168	0.0290318	0.22558	0.0572402	0.0175963	0.638363	0.032188	0.00574473	0.108713	0.604783	3.28076	0.376316	0.349827	0.0802876	0.193569	7.74174
960	0	-13213.3	-13170.5	-42.8449	0.3206257	0.31512	0.121685	0.241141	0.108957	0.247494	0.155074	0.201026	0.167457	0.168489	0.461874	0.141037	0.186167	0.239054	0.280999	0.233697	0.401463	0.275571	0.259323	0.265431	0.118082	0.138458	0.177728	0.604464	0.0243772	0.152426	0.0968331	0.130594	0.0556631	0.187219	0.15827	0.0671493	0.140056	0.291716	0.108194	0.0380376	0.0826115	0.0713458	0.0899356	0.198974	0.0423743	0.0257533	0.0390564	0.0788714	0.0310759	0.243462	0.0618244	0.00599251	0.617862	0.0397828	0.00711683	0.120606	0.628869	3.24341	0.369476	0.34577	0.082395	0.202359	7.589254
961	1	-13209.2	-13167.2	-41.9568	0.2904722	0.332855	0.172657	0.231751	0.230825	0.288357	0.186296	0.263046	0.216834	0.174563	0.394517	0.128184	0.136369	0.222144	0.29905	0.279572	0.352362	0.341885	0.189205	0.237154	0.114886	0.119483	0.111253	0.618816	0.163553	0.0643263	0.0323277	0.0625178	0.0492134	0.0436595	0.074232	0.107432	0.0474956	0.121763	0.0967781	0.00722953	0.192486	0.139208	0.0478954	0.0529183	0.268743	0.138177	0.0981111	0.0503122	0.028182	0.223335	0.0760737	0.0132308	0.634946	0.0242322	0.00455432	0.0971066	0.57945	3.31889	0.351066	0.358786	0.0822755	0.207872	7.500445
962	0	-13211.4	-13173.9	-37.5133	0.3369004	0.352856	0.144055	0.19544	0.143265	0.197286	0.175861	0.187523	0.156261	0.166669	0.265697	0.136854	0.135373	0.235667	0.273383	0.240595	0.382076	0.257465	0.248443	0.201786	0.112984	0.123053	0.0928216	0.649954	0.0724822	0.209881	0.103772	0.0573749	0.0261082	0.141632	0.259313	0.0288532	0.10298	0.199735	0.0913846	0.0404156	0.0526011	0.0377439	0.0892483	0.183877	0.0382301	0.0781708	0.0686864	0.0982412	0.034334	0.237323	0.0647828	0.0109254	0.604384	0.0482502	0.00876011	0.133341	0.652874	3.20502	0.342923	0.353642	0.088903	0.214532	7.056098
963	1	-13201	-13160.7	-40.2061	0.3041794	0.377946	0.159488	0.205343	0.156623	0.284211	0.138305	0.262952	0.182937	0.19463	0.495039	0.11325	0.120506	0.199339	0.254696	0.238645	0.348498	0.289598	0.197453	0.267892	0.0744341	0.189394	0.0999721	0.547614	0.253536	0.0883496	0.0393719	0.0670932	0.121856	0.02883	0.0820881	0.112087	0.0270125	0.130595	0.0618634	0.0393409	0.183325	0.0905398	0.0486488	0.0611564	0.18182	0.0930674	0.13604	0.0799827	0.0322062	0.249932	0.0718166	0.0154334	0.599415	0.0311964	0.00564046	0.10775	0.602755	3.28385	0.345012	0.369771	0.0780984	0.207119	7.325372
964	0	-13203.9	-13166.4	-37.4463	0.2916155	0.334711	0.164348	0.209528	0.172445	0.224831	0.161175	0.25393	0.111666	0.161873	0.370481	0.134012	0.11162	0.284108	0.260254	0.216688	0.306056	0.328107	0.220569	0.220244	0.115717	0.122182	0.133459	0.649954	0.0321202	0.167518	0.107163	0.125098	0.0232374	0.149062	0.169249	0.0393199	0.111052	0.180042	0.074024	0.0822962	0.0171268	0.0307631	0.034307	0.220465	0.0500907	0.0337969	0.0790242	0.0556804	0.0329465	0.228126	0.0607578	0.00909485	0.636164	0.032911	0.00463987	0.0979904	0.58145	3.31592	0.352557	0.365442	0.0790168	0.202984	7.049396
965	1	-13202.6	-13163.9	-38.7256	0.3067253	0.334966	0.180048	0.170723	0.172344	0.274061	0.146614	0.282448	0.158624	0.166184	0.447117	0.128343	0.150853	0.187014	0.215337	0.185787	0.351096	0.24995	0.210629	0.288212	0.109011	0.136207	0.0952099	0.592323	0.157242	0.0697149	0.0201503	0.0660752	0.099976	0.0095175	0.0832201	0.110428	0.0429827	0.204122	0.0719224	0.0486223	0.224648	0.123939	0.0520895	0.074119	0.184172	0.155152	0.0661524	0.0799827	0.0333711	0.243755	0.0586584	0.0305705	0.592238	0.0414071	0.0058567	0.109736	0.606926	3.27748	0.359654	0.356841	0.0826584	0.200846	7.177328
966	0	-13204.1	-13170.6	-33.5336	0.3016213	0.251144	0.17182	0.185608	0.151499	0.211274	0.1442	0.245835	0.169513	0.127858	0.358664	0.093467	0.124008	0.244608	0.232444	0.24802	0.389899	0.256527	0.198975	0.274562	0.103758	0.130663	0.108772	0.533648	0.0264324	0.122344	0.0654568	0.0832535	0.0303353	0.131698	0.170741	0.0424753	0.0701974	0.145326	0.0480128	0.0750339	0.106324	0.0474429	0.0837715	0.212837	0.0397003	0.0283847	0.0792815	0.0923083	0.0315886	0.276585	0.0710001	0.0249154	0.550551	0.0453596	0.00542775	0.105757	0.598516	3.2903	0.352401	0.360804	0.0772375	0.209558	6.658124
967	1	-13196.7	-13161.9	-34.7869	0.3155444	0.261449	0.155281	0.221599	0.11901	0.241443	0.118443	0.286622	0.172269	0.170216	0.426375	0.127325	0.169857	0.227941	0.217351	0.230241	0.343193	0.295975	0.181223	0.212777	0.105182	0.163252	0.106003	0.458227	0.188648	0.0510218	0.0148565	0.0795099	0.107021	0.0128273	0.0951639	0.106274	0.0243713	0.209308	0.0436439	0.0496251	0.1853	0.0996149	0.0229732	0.0732722	0.182384	0.13743	0.0604101	0.0285438	0.0400748	0.227781	0.0676105	0.0157719	0.629938	0.0188238	0.00664068	0.116629	0.621007	3.25572	0.352815	0.361657	0.0867187	0.198809	6.783452
968	0	-13201.5	-13165.8	-35.6997	0.3317135	0.362652	0.171897	0.20625	0.15345	0.214676	0.174594	0.234898	0.118596	0.133223	0.379785	0.0885337	0.167253	0.181174	0.259741	0.183043	0.360078	0.314288	0.20818	0.201324	0.117137	0.113275	0.104683	0.512816	0.0776227	0.16222	0.0776167	0.11941	0.0335969	0.182382	0.273186	0.0287721	0.11446	0.23712	0.0566	0.0559706	0.0148818	0.0197888	0.0326958	0.248533	0.06213	0.037539	0.0324071	0.0462582	0.035461	0.277746	0.0732241	0.0219936	0.552862	0.0387124	0.00821702	0.129285	0.645412	3.21709	0.338647	0.376174	0.0772854	0.207893	6.874738
969	1	-13199	-13171.2	-27.8046	0.2942024	0.315827	0.0881875	0.198361	0.106106	0.21764	0.131221	0.210511	0.184821	0.139234	0.231065	0.145467	0.115822	0.277182	0.215616	0.140211	0.310713	0.233349	0.17198	0.208892	0.0912698	0.152246	0.0926701	0.449716	0.152294	0.0807659	0.0334929	0.0697037	0.0584152	0.029955	0.0929885	0.0572272	0.0335757	0.131111	0.0349569	0.0508196	0.146602	0.119894	0.0196305	0.0314702	0.284881	0.130564	0.074326	0.0244456	0.0322582	0.246139	0.0769375	0.013246	0.592079	0.0393405	0.00483682	0.0999931	0.585937	3.30923	0.354827	0.357949	0.0802562	0.206968	6.085226
970	0	-13197.2	-13160.2	-37.057	0.2946258	0.339572	0.146883	0.208331	0.149411	0.248692	0.13107	0.30488	0.161485	0.179134	0.379785	0.103454	0.153094	0.222165	0.227498	0.248135	0.294735	0.270387	0.249515	0.237188	0.0605849	0.1565	0.156317	0.538169	0.0584442	0.136313	0.0569343	0.0956138	0.0403482	0.162425	0.198277	0.0146298	0.112539	0.135981	0.0689826	0.0632954	0.0826702	0.000764882	0.0875824	0.273309	0.0601896	0.0467067	0.0491951	0.099275	0.0326044	0.300822	0.0577289	0.0135533	0.555909	0.0393829	0.0048695	0.100321	0.586666	3.30814	0.359127	0.360454	0.0726318	0.207787	7.010461
971	1	-13208.6	-13180.2	-28.4387	0.2771801	0.273059	0.0978276	0.193468	0.165782	0.137898	0.156945	0.268032	0.154364	0.124988	0.239507	0.100201	0.157185	0.212377	0.193879	0.185785	0.296357	0.280565	0.20597	0.186165	0.0829515	0.108103	0.124917	0.420491	0.12414	0.0566619	0.0584801	0.0697037	0.0534826	0.00865598	0.115539	0.0841995	0.0444897	0.163619	0.0385725	0.0117745	0.131671	0.158548	0.0368292	0.0817764	0.327945	0.130366	0.0684416	0.0169179	0.0344996	0.303297	0.0711226	0.0151871	0.554118	0.0217761	0.00362716	0.0869061	0.555413	3.35405	0.354477	0.365352	0.0777261	0.202445	6.148631
972	0	-13205.2	-13164.4	-40.8335	0.2820628	0.318368	0.206243	0.238991	0.195338	0.256511	0.154654	0.239643	0.127867	0.135284	0.291636	0.104496	0.196394	0.253367	0.264744	0.19517	0.391872	0.322549	0.209797	0.274604	0.129709	0.13108	0.114528	0.551404	0.0426093	0.191244	0.0672708	0.177851	0.0367232	0.171778	0.278676	0.0339434	0.159157	0.268353	0.101418	0.0780191	0.0290897	0.00378639	0.0714673	0.152256	0.0691209	0.0584818	0.0650779	0.0275427	0.0349834	0.245037	0.0601354	0.0160975	0.611494	0.0322519	0.00395334	0.0906355	0.564413	3.341	0.357594	0.354545	0.0788891	0.208972	7.388114
973	1	-13206	-13171.7	-34.3257	0.3285312	0.284	0.12996	0.240388	0.12822	0.212998	0.153176	0.240506	0.137864	0.167336	0.294335	0.0877775	0.154034	0.179986	0.234422	0.203393	0.342233	0.298265	0.239438	0.270222	0.162594	0.123628	0.0907358	0.568754	0.238082	0.0490572	0.0676584	0.021697	0.0882296	0.0626329	0.0717039	0.095528	0.065182	0.20604	0.0427432	0.031301	0.147163	0.126924	0.0633991	0.0329158	0.195324	0.100308	0.0530456	0.0341329	0.0355929	0.249855	0.0657304	0.0232856	0.600397	0.0251386	0.00789273	0.126795	0.640748	3.22456	0.362831	0.354537	0.0789455	0.203687	6.737332
974	0	-13208.9	-13166.8	-42.0733	0.2979387	0.40117	0.189946	0.206792	0.160138	0.240746	0.196988	0.277256	0.164564	0.151036	0.477356	0.163152	0.0860362	0.274469	0.204142	0.196742	0.34438	0.289797	0.248295	0.245048	0.0831214	0.178577	0.0935668	0.532993	0.0434093	0.145445	0.061205	0.101175	0.0403113	0.175803	0.264768	0.0316743	0.194149	0.245952	0.118539	0.0711458	0.0208921	0.0250791	0.0526279	0.22228	0.0969378	0.0330527	0.0876138	0.0737252	0.0382724	0.249477	0.05653	0.0190191	0.601116	0.0355856	0.00512959	0.102893	0.592325	3.29965	0.342513	0.362991	0.0766958	0.2178	7.512096
975	1	-13199.9	-13170.5	-29.3581	0.2937839	0.328257	0.126523	0.210168	0.101359	0.241467	0.132538	0.191443	0.156195	0.123761	0.277811	0.140746	0.127134	0.215526	0.209597	0.219971	0.302954	0.272625	0.229681	0.205964	0.10289	0.10164	0.104857	0.418116	0.220543	0.0861065	0.0676584	0.0276025	0.0378857	0.0101263	0.046841	0.113459	0.0122849	0.20604	0.102757	0.0400678	0.158586	0.0761223	0.0191578	0.0635141	0.177508	0.0981866	0.0644469	0.070462	0.0293876	0.284256	0.0712321	0.0167288	0.553387	0.0450089	0.00480464	0.0996689	0.585214	3.31031	0.353126	0.358332	0.0744716	0.21407	6.240576
976	0	-13209.7	-13170.5	-39.271	0.2858794	0.349778	0.158592	0.174573	0.128238	0.261085	0.161521	0.286177	0.201594	0.137226	0.481883	0.151597	0.15377	0.266985	0.202931	0.268531	0.364027	0.295538	0.212794	0.155035	0.109823	0.148811	0.126276	0.455952	0.0728136	0.160316	0.0581248	0.0818332	0.0113379	0.101757	0.221126	0.0247599	0.147828	0.226232	0.0906487	0.118218	0.0291595	0.011367	0.0660735	0.29766	0.0620249	0.0648033	0.0732098	0.0598356	0.0328129	0.25222	0.0574447	0.0142651	0.610681	0.0325764	0.00421993	0.0935655	0.571309	3.33091	0.352787	0.364193	0.0824973	0.200523	7.231862
977	1	-13195.9	-13172.2	-23.6708	0.2876922	0.252032	0.112581	0.222074	0.10664	0.168738	0.12235	0.206804	0.119654	0.152159	0.307324	0.103525	0.143517	0.174823	0.194569	0.164032	0.320474	0.185724	0.177972	0.192885	0.108162	0.110837	0.110898	0.385707	0.20773	0.102622	0.0499033	0.0477064	0.0408905	0.0208903	0.0227975	0.117362	0.0248665	0.153437	0.0461135	0.00563098	0.15752	0.0847167	0.0378801	0.0281238	0.202314	0.0683502	0.053235	0.0562795	0.032851	0.296991	0.0669618	0.0257512	0.533166	0.0442782	0.00435015	0.0949614	0.574542	3.32615	0.354781	0.362791	0.072695	0.209732	5.67185
978	0	-13221	-13180.3	-40.7848	0.3089565	0.323487	0.17258	0.177938	0.116555	0.218053	0.162036	0.281507	0.186113	0.15033	0.345253	0.130914	0.15377	0.268987	0.34528	0.18923	0.288032	0.275866	0.256346	0.230374	0.10165	0.197106	0.130035	0.631335	0.101889	0.199668	0.0785174	0.0550525	0.0481526	0.115019	0.191214	0.102248	0.118427	0.188755	0.0573786	0.117328	0.00516888	0.0463812	0.0733334	0.278959	0.0594269	0.0470125	0.0322687	0.134273	0.0364195	0.242807	0.0660453	0.0242342	0.599546	0.030948	0.00604993	0.111478	0.610542	3.27193	0.341715	0.35114	0.0872965	0.219849	7.383248
979	1	-13199.2	-13171.7	-27.4636	0.3050586	0.348419	0.121424	0.215664	0.0752788	0.23495	0.132491	0.195911	0.164458	0.124806	0.348098	0.0912091	0.134939	0.203196	0.203965	0.189011	0.24734	0.258672	0.215533	0.197517	0.080909	0.0904	0.0964469	0.457316	0.17392	0.0835357	0.060821	0.0600793	0.0476447	0.0280104	0.0692483	0.0804334	0.0376441	0.152927	0.0321425	0.0380345	0.15902	0.101966	0.0199053	0.0569943	0.169694	0.187981	0.04144	0.021724	0.047321	0.274903	0.0693843	0.0217235	0.548878	0.0377896	0.00571462	0.108436	0.604201	3.28165	0.337095	0.357813	0.0864508	0.218641	6.051122
980	0	-13203.9	-13163.1	-40.824	0.3222092	0.323487	0.146315	0.287756	0.130267	0.229012	0.148644	0.246634	0.182239	0.147228	0.386174	0.12501	0.179079	0.259348	0.26037	0.288681	0.321499	0.347779	0.226203	0.235564	0.116524	0.161166	0.10098	0.579545	0.0731084	0.201226	0.0172598	0.0933646	0.010004	0.161278	0.249127	0.0531024	0.0814668	0.146596	0.0935745	0.097471	0.0148786	0.0400713	0.0877403	0.20455	0.0790485	0.0408458	0.118696	0.0942569	0.0332212	0.218723	0.0672998	0.0224492	0.625903	0.0324036	0.00726883	0.121846	0.631282	3.2396	0.353274	0.35537	0.0816794	0.209676	7.387169
981	1	-13189.2	-13162.1	-27.0582	0.3008656	0.286814	0.147647	0.159279	0.113512	0.153757	0.136208	0.274578	0.147111	0.125941	0.306819	0.103683	0.15156	0.139787	0.239583	0.189884	0.299436	0.23899	0.220103	0.220085	0.0818901	0.121473	0.0953095	0.411226	0.21461	0.0791994	0.0332007	0.0449948	0.0630554	0.0280104	0.0460947	0.117683	0.0476196	0.121527	0.0292412	0.0424429	0.136501	0.149221	0.0223712	0.0569607	0.19554	0.146406	0.0427841	0.0284457	0.0378082	0.302232	0.0698194	0.0167942	0.531029	0.0423174	0.00536578	0.105169	0.597254	3.29221	0.350636	0.36416	0.0725354	0.212669	6.010584
982	0	-13203.2	-13164.5	-38.7254	0.3114662	0.399895	0.180749	0.268282	0.132776	0.249114	0.191103	0.222901	0.177262	0.16291	0.329079	0.130242	0.160335	0.269496	0.324469	0.250905	0.312379	0.28274	0.205512	0.274071	0.139688	0.134969	0.125754	0.508831	0.0849614	0.163484	0.0267848	0.105834	0.0255846	0.154454	0.12593	0.0541104	0.0979404	0.198253	0.0801432	0.0752967	0.0644629	0.0131475	0.0695562	0.150202	0.0848535	0.0155306	0.06248	0.0908327	0.0299784	0.232699	0.0671188	0.0152434	0.618986	0.0359745	0.00627143	0.11344	0.614566	3.26572	0.349699	0.361866	0.0876861	0.200749	7.177302
983	1	-13198.9	-13164.7	-34.206	0.3044579	0.334667	0.151599	0.258381	0.142521	0.200656	0.127185	0.218552	0.147111	0.139909	0.419409	0.105921	0.123232	0.180511	0.240108	0.235653	0.314342	0.266235	0.202916	0.236687	0.0844252	0.11622	0.116342	0.536263	0.153827	0.0854007	0.0404692	0.0437395	0.11362	0.070909	0.0878632	0.0593506	0.0187209	0.18678	0.0593196	0.00833034	0.267049	0.0898991	0.0475226	0.0649215	0.209795	0.114368	0.0902602	0.0143714	0.0365416	0.277251	0.0690344	0.0172716	0.562054	0.0378476	0.00566389	0.107967	0.603214	3.28315	0.341823	0.365878	0.080484	0.211815	6.725362
984	0	-13204.3	-13175.6	-28.6791	0.3055888	0.238502	0.138026	0.196829	0.161389	0.23211	0.15721	0.201033	0.136137	0.13983	0.344993	0.0679194	0.194302	0.20344	0.220615	0.206514	0.33631	0.31988	0.177646	0.248311	0.086999	0.0800845	0.0944757	0.411884	0.0352807	0.118626	0.0338584	0.105834	0.0542456	0.0920277	0.216594	0.0243372	0.129644	0.201095	0.0937922	0.0727778	0.038187	0.0105666	0.0490785	0.137606	0.0708828	0.000660576	0.0289664	0.0641764	0.0338676	0.247746	0.0714591	0.015918	0.600358	0.0306511	0.00575961	0.108849	0.60507	3.28032	0.349768	0.362963	0.0886178	0.198652	6.172677
985	1	-13199.9	-13167.1	-32.8523	0.3045207	0.302311	0.12434	0.188819	0.133082	0.182448	0.166105	0.24742	0.181863	0.143858	0.306131	0.0946469	0.129549	0.195539	0.258657	0.173134	0.347837	0.242459	0.22145	0.228421	0.0535845	0.153525	0.0769507	0.632247	0.118456	0.0825081	0.0604068	0.0313703	0.0606074	0.0441121	0.11392	0.106481	0.00841597	0.145757	0.0293637	0.0450063	0.206668	0.116825	0.0269123	0.076096	0.263707	0.165357	0.0660224	0.0376276	0.0429886	0.298338	0.0526309	0.0187805	0.566408	0.020854	0.00566918	0.108016	0.603317	3.283	0.350578	0.360561	0.0762492	0.212611	6.589999
986	0	-13198.4	-13170	-28.3968	0.3076602	0.236214	0.147393	0.209299	0.142668	0.229393	0.183965	0.214737	0.123865	0.120868	0.372361	0.0978855	0.159084	0.231485	0.203637	0.206514	0.246218	0.244941	0.22197	0.173429	0.10035	0.111207	0.0875953	0.413356	0.0681378	0.135331	0.0388613	0.109414	0.0527729	0.155511	0.197907	0.0346272	0.10386	0.176762	0.0505578	0.0727778	0.0661192	0.00551003	0.0765959	0.142759	0.0528746	0.00287134	0.0408553	0.0819006	0.0407818	0.257875	0.063455	0.014238	0.559215	0.064436	0.00593724	0.110466	0.608446	3.27515	0.34758	0.364596	0.080885	0.20694	6.144441
987	1	-13204.8	-13171.5	-33.2971	0.2821699	0.31706	0.115695	0.167442	0.125851	0.216629	0.172417	0.264336	0.127298	0.179829	0.278867	0.0976955	0.116395	0.195306	0.305048	0.238729	0.373289	0.284282	0.193472	0.228421	0.0797701	0.112173	0.0947554	0.399319	0.254937	0.0470375	0.0508761	0.0569129	0.123706	0.0712146	0.0596395	0.0635484	0.0460656	0.15089	0.0759877	0.0888345	0.27811	0.138724	0.0156209	0.0414731	0.13758	0.165357	0.0462583	0.0376276	0.0376403	0.279805	0.0562581	0.0222716	0.575951	0.0280736	0.00396068	0.0907175	0.564608	3.34071	0.346034	0.364982	0.0758793	0.213104	6.634478
988	0	-13197.5	-13172.2	-25.3538	0.3122978	0.249755	0.121171	0.172111	0.101468	0.195041	0.147763	0.199688	0.138212	0.122771	0.340101	0.107241	0.141135	0.162086	0.238348	0.205533	0.326399	0.266049	0.183641	0.190072	0.0660876	0.14568	0.0529891	0.345302	0.0689637	0.120062	0.0442445	0.102509	0.0265676	0.106555	0.225114	0.0458011	0.0930482	0.139907	0.0687977	0.0604802	0.0627294	0.0109822	0.0848449	0.16165	0.049237	0.0196474	0.0232028	0.107156	0.0381715	0.308475	0.0529939	0.0164172	0.523422	0.0605207	0.00634579	0.11409	0.615889	3.26368	0.338462	0.368151	0.0712739	0.222113	5.840142
989	1	-13201.6	-13170	-31.6315	0.2970586	0.288685	0.162026	0.154443	0.171496	0.193705	0.116682	0.259354	0.200401	0.173306	0.307286	0.124084	0.110688	0.214341	0.263887	0.172979	0.392038	0.238846	0.165198	0.248213	0.0985934	0.153352	0.0734108	0.55094	0.130348	0.0470375	0.0108501	0.0602335	0.0624151	0.0347466	0.0474937	0.113556	0.0293216	0.178234	0.0542892	0.0482298	0.165907	0.108788	0.0443571	0.0399305	0.215629	0.137024	0.0700748	0.0354903	0.0348755	0.328917	0.069945	0.0227874	0.517464	0.0260115	0.00505974	0.102209	0.59083	3.3019	0.325307	0.373582	0.0786788	0.222431	6.46791
990	0	-13202	-13170.2	-31.8171	0.310599	0.326733	0.138554	0.240064	0.101602	0.202702	0.186581	0.221394	0.15133	0.14319	0.388253	0.109931	0.180086	0.214681	0.174387	0.250005	0.267457	0.265322	0.225531	0.175275	0.152377	0.177019	0.0824793	0.490529	0.0226714	0.163459	0.0717744	0.108646	0.049048	0.14541	0.213278	0.0425175	0.108722	0.139907	0.0731846	0.0548012	0.00276167	0.0497403	0.0364729	0.180768	0.0559873	0.0299767	0.0238323	0.0480352	0.0383405	0.321072	0.0589942	0.0125715	0.527688	0.0413333	0.0061944	0.112762	0.61318	3.26786	0.334379	0.372603	0.0744337	0.218584	6.486475
991	1	-13198.8	-13166.3	-32.5628	0.3502931	0.325783	0.114313	0.167879	0.152088	0.198577	0.172167	0.267186	0.146354	0.147194	0.347513	0.151302	0.137881	0.155719	0.246312	0.226779	0.31641	0.215278	0.247544	0.222923	0.0614903	0.159092	0.116465	0.462028	0.149145	0.0570401	0.0212602	0.0602335	0.0868581	0.0574626	0.0518974	0.0742501	0.0303762	0.214299	0.0512841	0.0238788	0.261119	0.110713	0.0332789	0.0496318	0.216882	0.166659	0.0568922	0.0296035	0.0423822	0.289643	0.0684316	0.0212975	0.549791	0.0284542	0.0102442	0.143783	0.671363	3.17461	0.338564	0.364294	0.0803872	0.216755	6.561041
992	0	-13193.9	-13165.4	-28.5056	0.3196693	0.221705	0.13791	0.169741	0.153077	0.198266	0.130984	0.18592	0.155042	0.182839	0.334166	0.115348	0.140552	0.203308	0.205012	0.174474	0.278547	0.258913	0.211179	0.237354	0.0993824	0.121151	0.0955058	0.464452	0.0639714	0.158987	0.0262747	0.0843065	0.00158695	0.153936	0.227568	0.0462903	0.11789	0.15667	0.0849054	0.0576468	0.0191102	0.0111753	0.0450536	0.164739	0.0765705	0.0122081	0.0658472	0.105762	0.041971	0.309808	0.0576623	0.0186687	0.534562	0.0373283	0.00702585	0.119857	0.627403	3.24571	0.351138	0.356693	0.0775273	0.214641	6.155328
993	1	-13192.2	-13162.6	-29.5923	0.3087811	0.362405	0.153758	0.179283	0.12013	0.215457	0.0945084	0.189033	0.121084	0.17476	0.347513	0.12473	0.108936	0.197382	0.204571	0.152322	0.311595	0.282889	0.189383	0.242349	0.122497	0.124253	0.110513	0.428031	0.191877	0.0486759	0.0341013	0.0464467	0.0868581	0.0332177	0.0611819	0.110707	0.0243759	0.170327	0.0428858	0.0363103	0.224631	0.0802975	0.0274881	0.0785063	0.218293	0.129942	0.0539504	0.00654128	0.0421151	0.314257	0.0635392	0.0186196	0.535615	0.0258548	0.00603461	0.111341	0.610259	3.27237	0.326031	0.377257	0.077571	0.219141	6.263996
994	0	-13205	-13172	-32.975	0.3053523	0.282351	0.121584	0.158751	0.165904	0.191761	0.179409	0.247203	0.144472	0.203755	0.337903	0.0954197	0.146107	0.199823	0.2042	0.161002	0.454389	0.218242	0.217104	0.233521	0.105876	0.179256	0.0868172	0.446995	0.0906659	0.175607	0.0472088	0.0582407	0.0308117	0.207604	0.148506	0.0205568	0.0813262	0.258602	0.0665407	0.0568217	0.046322	0.0404645	0.0402438	0.223661	0.0477241	0.0506481	0.057256	0.0716033	0.0388672	0.30132	0.0558486	0.0189553	0.537821	0.0471882	0.00573951	0.108665	0.604683	3.28091	0.343116	0.373659	0.0758911	0.207334	6.60226
995	1	-13190.9	-13157.4	-33.4409	0.3091524	0.308851	0.123643	0.182729	0.145296	0.20104	0.176236	0.292998	0.138708	0.163098	0.358872	0.104613	0.11841	0.2354	0.203206	0.159752	0.35254	0.279699	0.188025	0.223321	0.079005	0.131254	0.126519	0.519862	0.193918	0.0524349	0.0364286	0.0753077	0.073548	0.0239561	0.0810315	0.0677346	0.040065	0.162313	0.0401307	0.061597	0.203451	0.0970524	0.0284662	0.0536208	0.212009	0.211676	0.0703901	0.0506419	0.0410686	0.304399	0.0572666	0.0147216	0.550839	0.0317051	0.00606706	0.111631	0.610858	3.27144	0.351491	0.362444	0.0750675	0.210997	6.648851
996	0	-13203.5	-13163.9	-39.5398	0.2796849	0.364787	0.134273	0.171159	0.202612	0.218578	0.137131	0.275505	0.12294	0.210866	0.363828	0.124612	0.146392	0.258637	0.293554	0.2182	0.301681	0.329168	0.241722	0.294664	0.0932335	0.177125	0.112529	0.547852	0.0325904	0.185578	0.0430958	0.0737387	0.0296079	0.182749	0.18548	0.100546	0.16046	0.213908	0.0717531	0.076993	0.0489786	0.0362845	0.0534616	0.189176	0.0791065	0.045493	0.0437413	0.064959	0.0317305	0.238375	0.0608691	0.0122823	0.61668	0.0400631	0.0037924	0.0888164	0.560055	3.34734	0.356067	0.35729	0.076751	0.209892	7.25875
997	1	-13201.1	-13170.7	-30.4684	0.2999232	0.318774	0.162309	0.204742	0.0942266	0.170065	0.123442	0.269207	0.11804	0.130456	0.382223	0.102475	0.131964	0.160552	0.239165	0.172756	0.352061	0.239787	0.173616	0.213087	0.0726052	0.150661	0.101261	0.452019	0.168768	0.0563777	0.0239941	0.103492	0.107756	0.0146933	0.0930911	0.101341	0.0260754	0.139146	0.0253475	0.0099789	0.24049	0.0870217	0.0112504	0.0535149	0.24217	0.173875	0.0653678	0.0723629	0.0356616	0.320838	0.0646892	0.0164962	0.514729	0.0475865	0.00528908	0.104435	0.595674	3.2946	0.330559	0.385885	0.0729246	0.210632	6.351609
