Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
998	0	-13199.7	-13167.7	-31.9745	0.2967046	0.347135	0.152322	0.185414	0.149858	0.26508	0.135132	0.18501	0.149608	0.138078	0.344426	0.152121	0.111297	0.237074	0.16884	0.241211	0.35184	0.259507	0.154634	0.244953	0.118628	0.136295	0.121841	0.383309	0.0373513	0.181195	0.0736767	0.106836	0.051583	0.132501	0.201433	0.0787028	0.119476	0.178634	0.0812624	0.0712857	0.0266977	0.0172016	0.0806224	0.114608	0.0637609	0.0360689	0.0708088	0.0448907	0.0358773	0.227095	0.060729	0.0125088	0.62445	0.0393406	0.0050318	0.101934	0.590227	3.30281	0.339663	0.361196	0.0898421	0.209299	6.502211
999	1	-13189.1	-13165.4	-23.7205	0.3146209	0.25954	0.079045	0.171498	0.127642	0.188471	0.121853	0.174817	0.0915493	0.18144	0.286752	0.0979312	0.140558	0.126553	0.219222	0.213163	0.25661	0.233716	0.194536	0.243533	0.0796529	0.128102	0.0768052	0.380303	0.149895	0.0495001	0.0307842	0.0426056	0.0577658	0.0422494	0.0662354	0.0975361	0.0297893	0.128685	0.0914862	0.0561731	0.17528	0.0778262	0.00943058	0.0707394	0.183268	0.123725	0.0577976	0.0627523	0.0443372	0.315222	0.0664717	0.0148377	0.518442	0.0406887	0.00655606	0.115907	0.619559	3.25798	0.326308	0.37603	0.0835191	0.214143	5.676817
1000	0	-13207.6	-13173.5	-34.1339	0.290711	0.254162	0.107516	0.248474	0.168883	0.26508	0.125073	0.25334	0.144948	0.149099	0.283625	0.0713308	0.154319	0.208054	0.283195	0.278519	0.366194	0.328826	0.222146	0.244435	0.126565	0.168525	0.097742	0.420944	0.0563794	0.149364	0.0527103	0.0949509	0.0111635	0.175132	0.203404	0.0296377	0.115509	0.179765	0.0683486	0.0631333	0.0187327	0.0350908	0.108072	0.170527	0.0514988	0.0825026	0.0257148	0.0555194	0.0361048	0.259982	0.0495767	0.0187563	0.612734	0.0228466	0.00457211	0.0972911	0.579868	3.31827	0.379784	0.338864	0.0780439	0.203307	6.718152
1001	1	-13188.7	-13168.9	-19.8359	0.3163018	0.271934	0.11002	0.137091	0.148759	0.190112	0.154173	0.191372	0.132986	0.12188	0.352882	0.0776099	0.117147	0.160957	0.154363	0.14712	0.209964	0.20126	0.177491	0.174995	0.0796529	0.122943	0.101172	0.350338	0.202821	0.0557751	0.0168804	0.0766853	0.0452569	0.0117707	0.0371909	0.0760812	0.0154689	0.119406	0.0311272	0.0324899	0.125396	0.0821876	0.0122621	0.0538325	0.16139	0.115513	0.045109	0.0854892	0.0424484	0.313672	0.0719862	0.0175856	0.512557	0.0417515	0.00671052	0.117222	0.622191	3.25388	0.337873	0.363739	0.0835378	0.214851	5.288355
1002	0	-13200.6	-13167.6	-32.9602	0.2836365	0.259954	0.135605	0.185948	0.139397	0.251166	0.166738	0.225023	0.174683	0.171799	0.423285	0.147188	0.117444	0.254483	0.195225	0.264307	0.327427	0.306439	0.196018	0.173728	0.101361	0.106535	0.090654	0.450071	0.067615	0.156631	0.0619965	0.0957102	0.0180972	0.188534	0.207186	0.0397949	0.0947217	0.163388	0.0925893	0.0540162	0.000324557	0.0431797	0.0702468	0.147698	0.0615546	0.0414552	0.0594825	0.0720845	0.0385799	0.223727	0.0618689	0.0275251	0.62721	0.0210889	0.00406203	0.0918422	0.567271	3.33682	0.357112	0.345785	0.0854291	0.211674	6.600785
1003	1	-13188.3	-13168.8	-19.4343	0.2901257	0.212071	0.113529	0.128898	0.102184	0.190112	0.1325	0.181124	0.115645	0.129338	0.218972	0.121467	0.0891129	0.141008	0.173865	0.225395	0.233429	0.250226	0.197841	0.180984	0.0774651	0.110048	0.0681505	0.438022	0.166438	0.0342123	0.0225063	0.0293264	0.0506192	0.0238645	0.0645192	0.0653709	0.0348157	0.118117	0.0772794	0.0299312	0.14903	0.0777066	0.0263	0.0796805	0.149107	0.108485	0.0453978	0.0640976	0.0386864	0.325159	0.0668119	0.0126588	0.5107	0.0459842	0.00452858	0.0968389	0.578841	3.31979	0.322053	0.391041	0.0766192	0.210287	5.248192
1004	0	-13204.9	-13168.3	-36.61	0.3141285	0.30095	0.184599	0.158595	0.134322	0.178234	0.182414	0.261465	0.187655	0.130171	0.371327	0.169751	0.152194	0.216348	0.202936	0.24436	0.328543	0.306439	0.274596	0.274893	0.101361	0.166821	0.0825849	0.47532	0.0482814	0.1874	0.0556733	0.0965823	0.0103984	0.177881	0.315273	0.00945244	0.10012	0.151582	0.0941455	0.037673	0.000558923	0.034675	0.0544529	0.239148	0.0987663	0.044347	0.0594825	0.0639985	0.0386971	0.269808	0.0599021	0.020258	0.591732	0.0196022	0.00651118	0.115521	0.618784	3.25918	0.352486	0.35185	0.0808166	0.214848	6.96577
1005	1	-13193.5	-13171.7	-21.8079	0.2940976	0.221697	0.135353	0.132332	0.115557	0.174505	0.1325	0.182997	0.0881584	0.131535	0.353205	0.0866581	0.12829	0.185974	0.289231	0.160878	0.246975	0.215615	0.177895	0.190961	0.0649848	0.145092	0.0923791	0.35329	0.200827	0.0378884	0.0528505	0.0320425	0.0796535	0.0356337	0.0342867	0.120444	0.0336264	0.117541	0.0651227	0.0383005	0.176825	0.082127	0.0193757	0.0386788	0.149107	0.096366	0.0410886	0.0277043	0.0462466	0.329086	0.0542982	0.0204943	0.521614	0.0282607	0.00482875	0.0999119	0.585756	3.3095	0.338204	0.370444	0.0730819	0.21827	5.485553
1006	0	-13204.1	-13171.6	-32.4248	0.3023683	0.293634	0.141216	0.186238	0.151496	0.301809	0.116403	0.237269	0.189835	0.170976	0.358057	0.081839	0.155287	0.230022	0.164276	0.185302	0.313813	0.34011	0.209492	0.260665	0.101959	0.172909	0.155293	0.446213	0.0501773	0.113979	0.0310266	0.0658992	0.0336766	0.178217	0.187751	0.0586444	0.0701708	0.201075	0.0327235	0.0335942	0.0549366	0.0173755	0.0370363	0.220332	0.0551208	0.0346759	0.0497535	0.0569643	0.0418831	0.257363	0.06006	0.0222774	0.600725	0.0176912	0.00548939	0.106339	0.599759	3.28841	0.353396	0.351699	0.0851755	0.20973	6.547242
1007	1	-13190.4	-13166.7	-23.7598	0.2854809	0.258411	0.123433	0.16365	0.137711	0.215016	0.109663	0.221543	0.126848	0.135969	0.291023	0.0838802	0.104844	0.157818	0.196021	0.185511	0.261731	0.247997	0.145041	0.195592	0.0451326	0.133906	0.0886164	0.430285	0.111538	0.0549998	0.036226	0.0610363	0.089297	0.0309045	0.067455	0.119685	0.0212402	0.119835	0.0916794	0.0582564	0.170174	0.125792	0.0160232	0.0604296	0.205089	0.10417	0.0448246	0.0324527	0.0396945	0.335728	0.0621979	0.0122616	0.506861	0.0432572	0.00419162	0.0932591	0.570594	3.33195	0.337732	0.374231	0.0756721	0.212365	5.680749
1008	0	-13201.8	-13170	-31.7864	0.2769137	0.340365	0.141818	0.180766	0.150921	0.17812	0.162216	0.238995	0.134628	0.161957	0.421916	0.142106	0.120288	0.165654	0.27507	0.182379	0.342748	0.251301	0.213395	0.217614	0.0775124	0.106771	0.150863	0.405466	0.0691671	0.11928	0.0821503	0.0796519	0.0201593	0.175407	0.124524	0.0206982	0.119715	0.242903	0.0526217	0.0634034	0.0739447	0.00634647	0.0678085	0.178229	0.0551208	0.0627578	0.02446	0.0821868	0.0425489	0.250456	0.0518547	0.0252832	0.603201	0.0266557	0.00360984	0.0867033	0.554917	3.35477	0.361942	0.348638	0.0811732	0.208246	6.483405
1009	1	-13196.5	-13167	-29.5045	0.2981602	0.339191	0.162073	0.146623	0.121065	0.202684	0.167297	0.265947	0.161152	0.145771	0.369731	0.111032	0.127472	0.205544	0.196235	0.160806	0.245986	0.256401	0.196118	0.195592	0.0804331	0.124971	0.123622	0.526952	0.204652	0.051856	0.058714	0.0449281	0.077685	0.0437707	0.0797634	0.0561459	0.00146313	0.151499	0.0673466	0.0155942	0.207354	0.0896622	0.0181762	0.0898436	0.183292	0.101168	0.0541593	0.02544	0.0358132	0.2826	0.066347	0.0245088	0.543808	0.046923	0.00514726	0.103065	0.5927	3.29909	0.35269	0.368102	0.0764122	0.202796	6.255211
1010	0	-13205.8	-13170.3	-35.544	0.2870606	0.377513	0.15649	0.170636	0.133273	0.222271	0.14197	0.243808	0.153136	0.166409	0.325422	0.120251	0.136635	0.202713	0.217638	0.195004	0.402209	0.316269	0.213395	0.22081	0.0975164	0.134057	0.106697	0.494564	0.0500857	0.26271	0.0246626	0.0973866	0.0207609	0.166015	0.315456	0.0157977	0.0757389	0.127622	0.099078	0.0958118	0.0629897	0.00859337	0.0811522	0.14694	0.0489746	0.0522826	0.0744342	0.0839862	0.0308805	0.24024	0.0665022	0.0158812	0.625148	0.0213477	0.00430452	0.0944747	0.573419	3.3278	0.352881	0.367264	0.0797648	0.200091	6.859166
1011	1	-13194.1	-13166.1	-28.0772	0.284617	0.290029	0.202758	0.223453	0.109089	0.217192	0.124523	0.221069	0.154043	0.11713	0.327552	0.127632	0.117718	0.266371	0.191861	0.179942	0.288078	0.251985	0.19218	0.273046	0.0571792	0.109858	0.0752551	0.461714	0.180462	0.0649033	0.0418267	0.0499336	0.0760593	0.0416489	0.0505592	0.106832	0.00628829	0.105245	0.062904	0.00495971	0.212162	0.0710852	0.0213904	0.0394862	0.180679	0.11515	0.0735534	0.0277014	0.0368744	0.256153	0.066668	0.0107943	0.599101	0.0304092	0.00413062	0.092595	0.569041	3.33423	0.350936	0.366126	0.083964	0.198974	6.112488
1012	0	-13206.7	-13173.5	-33.2552	0.2804127	0.260007	0.189312	0.221902	0.143663	0.209978	0.16933	0.222575	0.141133	0.129378	0.321816	0.104536	0.158457	0.252754	0.196977	0.22084	0.253781	0.303358	0.190498	0.280931	0.0942189	0.199048	0.121498	0.378964	0.0645415	0.156379	0.0762834	0.125101	0.0342103	0.137361	0.176851	0.0843454	0.13364	0.227618	0.0667473	0.0578872	0.0190987	0.0708662	0.0412459	0.167308	0.038875	0.040085	0.0716493	0.0752375	0.0319164	0.228172	0.0668583	0.0159836	0.643111	0.0139586	0.00384124	0.0893726	0.561394	3.34539	0.352287	0.347592	0.0899024	0.210219	6.630284
1013	1	-13197.7	-13170.6	-27.0946	0.3064986	0.333157	0.184054	0.206417	0.106064	0.194141	0.142434	0.211114	0.167646	0.156419	0.257349	0.121393	0.117718	0.164969	0.223665	0.197362	0.274012	0.237557	0.220837	0.191808	0.0582658	0.127131	0.0942535	0.475629	0.147523	0.0538475	0.05961	0.0508483	0.0596725	0.0453124	0.0701607	0.116498	0.00285721	0.118366	0.0574242	0.0314606	0.164745	0.162037	0.0343263	0.0375019	0.117178	0.120911	0.077442	0.0231035	0.0434699	0.291329	0.0601737	0.0161606	0.55629	0.0325768	0.00583726	0.109559	0.606557	3.27805	0.342156	0.356087	0.0887441	0.213013	6.014221
1014	0	-13198	-13155.9	-42.0599	0.2893141	0.377136	0.208471	0.225445	0.140963	0.29223	0.172412	0.234111	0.136185	0.204484	0.355071	0.125758	0.169188	0.238212	0.310249	0.181067	0.364468	0.347454	0.215834	0.296794	0.0899545	0.139653	0.148474	0.659482	0.0554684	0.156359	0.0678762	0.10146	0.0420643	0.190217	0.231711	0.103046	0.101742	0.132623	0.0651244	0.0696821	0.0518341	0.0331739	0.0736506	0.210527	0.0602302	0.0486141	0.0315682	0.0506857	0.0316793	0.272316	0.0606525	0.0182614	0.58688	0.0302108	0.00446861	0.0962123	0.577413	3.32191	0.356254	0.355491	0.0806929	0.207562	7.510755
1015	1	-13210.1	-13186	-24.1693	0.3325024	0.241378	0.118139	0.166878	0.0807537	0.160272	0.158159	0.209993	0.133189	0.142617	0.266535	0.117331	0.123946	0.191265	0.195231	0.193341	0.218463	0.198594	0.141672	0.252925	0.128614	0.182792	0.125496	0.465873	0.17332	0.0534778	0.0761405	0.049548	0.108844	0.027104	0.0560892	0.104248	0.0471342	0.151965	0.0587275	0.0168018	0.179584	0.0668965	0.029771	0.0211386	0.117341	0.0856746	0.0563815	0.0280519	0.0442758	0.260302	0.0699748	0.0175704	0.581308	0.0265685	0.00829846	0.129903	0.646558	3.21524	0.376433	0.334918	0.0826233	0.206026	5.721695
1016	0	-13197.5	-13165.9	-31.5939	0.3074141	0.292371	0.149284	0.197143	0.104479	0.247709	0.181483	0.298868	0.13733	0.171001	0.315536	0.100545	0.148132	0.268582	0.192729	0.22492	0.350963	0.247962	0.227593	0.179725	0.0899688	0.136511	0.115913	0.509279	0.0512519	0.123941	0.0625428	0.0870711	0.0232098	0.158305	0.210794	0.0326812	0.0988316	0.123617	0.0651244	0.0433314	0.0577865	0.0131811	0.045507	0.166154	0.0772028	0.0412669	0.0274552	0.0668782	0.0380702	0.329893	0.0567774	0.0133528	0.527509	0.0343978	0.00591598	0.110274	0.608046	3.27576	0.348573	0.361401	0.0786287	0.211398	6.464158
1017	1	-13196.1	-13170.4	-25.73	0.3153853	0.263731	0.133435	0.140026	0.0871682	0.188164	0.102004	0.217355	0.175133	0.109537	0.322013	0.105508	0.114162	0.183022	0.22929	0.1174	0.292272	0.203668	0.172397	0.242803	0.0909981	0.11074	0.137062	0.467134	0.120918	0.0583519	0.0641232	0.0593368	0.04309	0.0331969	0.0621695	0.12023	0.0311621	0.162778	0.054812	0.0322567	0.179584	0.12041	0.0151547	0.0325298	0.256844	0.109673	0.0762209	0.0398971	0.042694	0.25732	0.0737912	0.0168836	0.582558	0.0267534	0.00662606	0.116505	0.620758	3.25611	0.333118	0.364402	0.089897	0.212583	5.877762
1018	0	-13200.5	-13165.6	-34.9662	0.3439993	0.335162	0.236943	0.212448	0.140531	0.270159	0.112271	0.243381	0.15109	0.159544	0.370247	0.11936	0.125738	0.242184	0.231365	0.240029	0.268832	0.270766	0.220868	0.271137	0.0899869	0.136511	0.152415	0.466578	0.0427148	0.0912145	0.0414672	0.100267	0.0256742	0.161884	0.237351	0.0292911	0.0832885	0.241819	0.0705157	0.0907603	0.0787022	0.00667948	0.0589544	0.164916	0.0317277	0.0731225	0.032031	0.0714563	0.0388729	0.274039	0.0648962	0.0162859	0.587935	0.0179706	0.00953224	0.138883	0.66281	3.18877	0.354826	0.351085	0.0823919	0.211697	6.801382
1019	1	-13187.8	-13164.5	-23.3486	0.3147299	0.284326	0.11474	0.147857	0.116106	0.196421	0.148101	0.192959	0.10846	0.134902	0.246453	0.108724	0.118079	0.188138	0.258288	0.160379	0.303557	0.264237	0.183997	0.211374	0.0857824	0.145762	0.0587381	0.413018	0.174311	0.040498	0.03503	0.0916717	0.0567699	0.0350763	0.0616097	0.0740697	0.0149028	0.117934	0.043602	0.0368698	0.142328	0.0772909	0.0124844	0.037568	0.232347	0.083737	0.0534096	0.0277101	0.0381728	0.278382	0.0695991	0.0193841	0.560954	0.0335087	0.00656601	0.115992	0.61973	3.25771	0.34973	0.361884	0.0867674	0.201618	5.63962
1020	0	-13206.2	-13169.2	-37.0332	0.2876841	0.333482	0.187757	0.236654	0.132577	0.243991	0.159187	0.263737	0.1423	0.23581	0.253002	0.130427	0.162985	0.202998	0.167079	0.23384	0.362637	0.313677	0.19123	0.238236	0.10361	0.183713	0.0964602	0.459872	0.0439375	0.21897	0.0522899	0.109549	0.0147165	0.220775	0.215223	0.053431	0.131476	0.27504	0.0743225	0.0869422	0.0783741	0.027578	0.0351904	0.153935	0.0386272	0.0483714	0.0546387	0.0394358	0.0325952	0.264892	0.0621719	0.0264456	0.588948	0.0249472	0.00434956	0.0949551	0.574528	3.32617	0.351849	0.36447	0.07805	0.20563	7.008085
1021	1	-13192.6	-13167.8	-24.8915	0.3007639	0.284326	0.105414	0.184983	0.0983069	0.223177	0.173997	0.168285	0.146832	0.124837	0.286278	0.106012	0.155415	0.16348	0.189382	0.179178	0.301476	0.266149	0.185303	0.149292	0.0945447	0.109723	0.101413	0.413018	0.236245	0.0395741	0.0380578	0.064198	0.0381096	0.0573225	0.0701765	0.0986882	0.0227219	0.162179	0.0515597	0.0275142	0.176108	0.096006	0.0352223	0.0183071	0.147462	0.117743	0.0515029	0.0343997	0.0368391	0.244193	0.0725896	0.0138426	0.601527	0.0310081	0.00535748	0.10509	0.597083	3.29247	0.350498	0.366056	0.0835902	0.199856	5.793918
1022	0	-13207.8	-13172.4	-35.4137	0.2968462	0.288851	0.157506	0.176006	0.0922082	0.244403	0.181575	0.230143	0.161506	0.141026	0.372037	0.110992	0.139741	0.208329	0.210763	0.212503	0.2429	0.335341	0.205904	0.221668	0.0597161	0.197867	0.108868	0.557022	0.0614573	0.23989	0.119649	0.104718	0.0115105	0.201335	0.20723	0.0580046	0.082397	0.150068	0.0628589	0.0726495	0.0369895	0.040942	0.0678221	0.209188	0.0742452	0.0421823	0.0599174	0.0862029	0.0323931	0.305781	0.0752423	0.0199966	0.546963	0.019624	0.00504297	0.102044	0.590468	3.30244	0.343368	0.364887	0.0700105	0.221734	6.846133
1023	1	-13198.7	-13167.2	-31.512	0.3025603	0.329162	0.13838	0.193369	0.160229	0.20023	0.145907	0.235118	0.137604	0.211397	0.334106	0.148759	0.116316	0.183857	0.205239	0.185581	0.324029	0.292261	0.250387	0.224916	0.103986	0.151755	0.12174	0.518512	0.10673	0.0194474	0.0592956	0.045437	0.086414	0.0276737	0.0771549	0.071115	0.0142578	0.162179	0.0148493	0.0220271	0.156696	0.114601	0.021624	0.0616596	0.214566	0.189005	0.0461452	0.0322522	0.0360474	0.254646	0.0678604	0.0112324	0.594596	0.0356173	0.00550529	0.106488	0.600078	3.28793	0.332214	0.361939	0.0895751	0.216272	6.45597
1024	0	-13204.2	-13169.2	-34.9317	0.3073288	0.2874	0.11107	0.227181	0.164809	0.240247	0.132406	0.294993	0.146143	0.195078	0.360297	0.124206	0.160789	0.187177	0.21806	0.295495	0.333678	0.26038	0.201371	0.223867	0.104244	0.132116	0.111731	0.384243	0.0459333	0.172663	0.0791855	0.0750708	0.0448252	0.161645	0.217961	0.0545774	0.101794	0.24689	0.0594897	0.104094	0.0216856	0.0155073	0.0634794	0.1737	0.0557452	0.0523139	0.1095	0.044889	0.0360731	0.263656	0.064628	0.0218014	0.591819	0.0220224	0.00590862	0.110207	0.607908	3.27598	0.352462	0.363747	0.0760357	0.207755	6.797932
1025	1	-13198.2	-13167.8	-30.3709	0.3064449	0.277706	0.130114	0.227524	0.125379	0.153358	0.171105	0.200332	0.0888264	0.161234	0.294352	0.144078	0.130394	0.241027	0.22672	0.205394	0.30123	0.257123	0.224629	0.213104	0.0892116	0.140589	0.0550656	0.544204	0.184207	0.076602	0.02712	0.0540468	0.0799084	0.00996254	0.0804113	0.0885792	0.00121859	0.122217	0.0886933	0.0434892	0.19328	0.155241	0.0150433	0.0515148	0.189539	0.131499	0.0867473	0.0598398	0.0328445	0.259485	0.0690276	0.0110151	0.581559	0.0460693	0.00583266	0.109517	0.606469	3.27818	0.358909	0.368017	0.0758506	0.197224	6.341857
1026	0	-13210	-13169.3	-40.7048	0.2953486	0.430891	0.149651	0.216937	0.169063	0.217733	0.168569	0.315521	0.148406	0.18484	0.390809	0.125408	0.201341	0.176709	0.328204	0.258577	0.377625	0.315154	0.2003	0.254246	0.125891	0.157158	0.115733	0.632378	0.0254281	0.168863	0.03128	0.0756143	0.0292046	0.216051	0.165911	0.0735974	0.109442	0.160991	0.0756996	0.0991003	0.00434006	0.028241	0.0587723	0.162802	0.0798452	0.0523139	0.0196657	0.0769395	0.0308548	0.267252	0.0656553	0.0276942	0.587227	0.0213161	0.00492559	0.100882	0.587908	3.30628	0.356375	0.35265	0.0787383	0.212237	7.375247
1027	1	-13199.1	-13168.1	-30.9778	0.3073159	0.386407	0.128083	0.135909	0.119302	0.219152	0.0937279	0.267817	0.124028	0.126956	0.354438	0.120158	0.121241	0.24905	0.225092	0.179302	0.299279	0.31961	0.210034	0.219777	0.082831	0.127707	0.0722032	0.494212	0.237586	0.0756251	0.0599184	0.0663963	0.0500764	0.0147164	0.0819214	0.0910346	0.0213259	0.142481	0.0453558	0.0180462	0.204337	0.0866187	0.03403	0.0588896	0.222411	0.0903181	0.0758987	0.0492426	0.0381029	0.260454	0.0675772	0.0133806	0.572762	0.0477237	0.00590751	0.110197	0.607887	3.27601	0.341553	0.366592	0.0851936	0.206661	6.402546
1028	0	-13212.2	-13167.3	-44.8307	0.3107393	0.345143	0.180875	0.261392	0.149893	0.217733	0.109534	0.310418	0.168891	0.192799	0.390809	0.0960796	0.204163	0.275666	0.263053	0.26274	0.361185	0.250987	0.263474	0.30396	0.130663	0.182435	0.168092	0.62658	0.0658169	0.162213	0.0953372	0.123692	0.0359157	0.138848	0.203217	0.0551824	0.0835483	0.208941	0.0754496	0.120426	0.0819024	0.00847512	0.128293	0.179084	0.0869286	0.0631154	0.014214	0.140675	0.0278465	0.283414	0.0675696	0.0237308	0.560204	0.0372355	0.00620683	0.112871	0.613405	3.26752	0.359122	0.357782	0.0773797	0.205716	7.787837
1029	1	-13202.5	-13169.4	-33.1383	0.3045176	0.297186	0.206244	0.16937	0.117676	0.250455	0.144637	0.177603	0.183335	0.15909	0.370961	0.114152	0.151996	0.218762	0.181985	0.200785	0.376362	0.22694	0.223751	0.25761	0.0862596	0.133362	0.0930919	0.412481	0.178902	0.0853843	0.0528099	0.0663963	0.0943443	0.0532584	0.0844908	0.128473	0.0654359	0.138156	0.075594	0.0185498	0.215723	0.0984967	0.0154226	0.0710079	0.161819	0.100262	0.105448	0.0545274	0.0350877	0.239565	0.0634396	0.0183055	0.618245	0.0253578	0.00566892	0.108014	0.603312	3.283	0.332195	0.37913	0.0867881	0.201887	6.618596
1030	0	-13213.8	-13167.5	-46.387	0.2928672	0.304425	0.200537	0.254799	0.147085	0.300524	0.156702	0.313383	0.154685	0.1807	0.384549	0.107453	0.125402	0.219235	0.298584	0.251572	0.41169	0.320998	0.284515	0.251211	0.0994107	0.166293	0.0713734	0.655379	0.045762	0.172113	0.0567588	0.112154	0.00935571	0.241394	0.267257	0.0236934	0.14896	0.252419	0.0925931	0.1459	0.0819024	0.0585656	0.0596001	0.238338	0.0493348	0.0931608	0.0333737	0.100326	0.0289345	0.29204	0.0477639	0.0215073	0.576603	0.0331511	0.00473457	0.0989589	0.583627	3.31268	0.3604	0.362014	0.0761442	0.201441	7.943466
1031	1	-13204	-13162	-42.0523	0.3284935	0.331134	0.144023	0.202427	0.14559	0.290246	0.196774	0.235574	0.165148	0.196056	0.416199	0.141939	0.204792	0.248907	0.232824	0.244756	0.404321	0.301888	0.218517	0.22947	0.0804259	0.174709	0.0969195	0.557034	0.271796	0.102096	0.0374019	0.0824773	0.0675416	0.029039	0.105402	0.0978381	0.0270874	0.130972	0.0920129	0.0209454	0.306818	0.175948	0.0222326	0.0317544	0.178716	0.134001	0.0783476	0.0578918	0.0267356	0.265076	0.0671681	0.0204663	0.584748	0.035806	0.00788893	0.126766	0.640692	3.22465	0.363795	0.361995	0.0747379	0.199472	7.509994
1032	0	-13200.8	-13159.1	-41.6907	0.30339	0.32714	0.179705	0.218492	0.180218	0.237544	0.203964	0.256872	0.169924	0.204558	0.447347	0.156457	0.115147	0.217311	0.303518	0.251246	0.355297	0.279998	0.23701	0.25374	0.127696	0.166293	0.143251	0.498592	0.0353739	0.181796	0.0751245	0.103315	0.0205107	0.180159	0.209976	0.0588643	0.0951743	0.255041	0.100499	0.0797315	0.00619427	0.0193031	0.145771	0.191252	0.0807727	0.0267324	0.019913	0.0570127	0.0323688	0.289831	0.0596364	0.0246236	0.561626	0.0319143	0.00557433	0.107135	0.601452	3.28584	0.345902	0.36597	0.0713519	0.216776	7.473834
1033	1	-13202.2	-13166.1	-36.0851	0.2965199	0.313598	0.159782	0.203118	0.127858	0.21211	0.1533	0.265406	0.188453	0.194649	0.454073	0.121682	0.18576	0.242999	0.232824	0.158882	0.332364	0.255868	0.258093	0.22947	0.100893	0.155738	0.109979	0.558006	0.201033	0.0474952	0.0619843	0.0805997	0.056158	0.0409241	0.0399737	0.079084	0.0270184	0.120311	0.0479771	0.023491	0.213753	0.0953978	0.040298	0.0498814	0.225856	0.135758	0.0979177	0.0134559	0.0248275	0.251182	0.0745673	0.0223669	0.593765	0.0332916	0.00501726	0.101791	0.589912	3.30328	0.354528	0.358828	0.0751727	0.211472	6.913274
1034	0	-13199.7	-13167.9	-31.753	0.312495	0.271095	0.199143	0.202517	0.126263	0.271347	0.12318	0.233293	0.128126	0.17487	0.288214	0.0813784	0.128677	0.240462	0.228965	0.184319	0.334934	0.290343	0.227847	0.255226	0.090263	0.12595	0.0765047	0.388443	0.0508487	0.125099	0.0492116	0.122826	0.0495299	0.141019	0.166763	0.0613536	0.12903	0.192776	0.076278	0.0884178	0.0347121	0.0217835	0.0815713	0.266139	0.0366371	0.0459408	0.0235473	0.0452169	0.0371769	0.285837	0.0792482	0.0165818	0.546229	0.0349263	0.00636349	0.114244	0.616202	3.26319	0.337186	0.375981	0.0766372	0.210196	6.480061
1035	1	-13200.8	-13167.5	-33.347	0.3000667	0.314233	0.215821	0.195819	0.0969555	0.189226	0.149937	0.227657	0.147039	0.110927	0.403211	0.112425	0.125939	0.199991	0.24235	0.18337	0.329168	0.243511	0.211095	0.230002	0.0807758	0.131668	0.102517	0.554146	0.159014	0.0757475	0.0351135	0.0477733	0.0683255	0.0236797	0.0486244	0.146866	0.0276358	0.146775	0.0691539	0.0499697	0.268347	0.105938	0.00597679	0.0995259	0.211305	0.142102	0.0613817	0.0484325	0.03023	0.27646	0.0752349	0.0218017	0.551999	0.0442744	0.00530072	0.104547	0.595915	3.29424	0.346156	0.370567	0.0783841	0.204893	6.63947
