Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
7780	-14496.8	-14517.8	21.0721	0.113798	0.107157	0.109488	0.0787328	0.106207	0.0838105	0.128804	0.0812732	0.0729999	0.176779	0.0659862	0.0749942	0.0839395	0.0926582	0.10041	0.125684	0.113804	0.118938	0.137568	0.0792212	0.0979157	0.0875232	0.159245	0.0498473	0.0266058	0.0333962	0.0155892	0.0347445	0.0169471	0.017534	0.0451233	0.0138443	0.0375134	0.0300724	0.0239821	0.087237	0.0429456	0.0290674	0.0214329	0.0351034	0.0267836	0.0148476	0.040067	0.219272	0.27295	0.0627621	0.0225381	0.411593	0.0108846	0.239611	0.2307	0.155498	0.374191	3.039619
7790	-14502.4	-14523.9	21.4571	0.129722	0.0894725	0.0958249	0.0915006	0.112491	0.0515775	0.139995	0.0722412	0.0634231	0.18816	0.0689813	0.0758404	0.0962896	0.0825977	0.0999066	0.110143	0.13255	0.109188	0.111925	0.0628821	0.0787954	0.0917992	0.186605	0.0381475	0.043636	0.0241587	0.0136364	0.0506851	0.0226965	0.0249155	0.0435484	0.0217864	0.0455965	0.0231853	0.0228565	0.0827191	0.030002	0.0250096	0.0148303	0.04167	0.0342176	0.0149054	0.0410161	0.225279	0.261062	0.0614984	0.0255699	0.41825	0.00834037	0.245434	0.223045	0.165495	0.366026	3.001128
7800	-14513.1	-14535.2	22.044	0.140792	0.0724307	0.0896171	0.0771311	0.111806	0.0650277	0.1016	0.0720776	0.0882186	0.186708	0.0764849	0.0784016	0.0786772	0.0976748	0.0831618	0.1331	0.134681	0.107882	0.127419	0.0583926	0.0701457	0.0829813	0.147112	0.0353748	0.0456485	0.041522	0.00748334	0.0572357	0.0204818	0.0051349	0.0302225	0.0238522	0.0511398	0.0259582	0.0221013	0.0803342	0.0447476	0.023808	0.0182497	0.0546494	0.0252466	0.013456	0.0342672	0.230247	0.28691	0.0515259	0.0251321	0.393093	0.0130909	0.239621	0.225079	0.15827	0.377029	2.942437
7810	-14502.3	-14522.8	20.4427	0.122644	0.105871	0.121592	0.0994436	0.0905533	0.0870083	0.131008	0.0646006	0.0766327	0.182552	0.0723001	0.0833108	0.100793	0.0795302	0.124932	0.143026	0.132592	0.10434	0.106917	0.0745557	0.0893244	0.0834274	0.16289	0.0416263	0.0553542	0.0264657	0.017137	0.0453552	0.0145151	0.0112199	0.0473384	0.0268405	0.0358508	0.0206124	0.0348577	0.0799691	0.0459669	0.0140602	0.013057	0.0293068	0.0343759	0.0285105	0.040297	0.227083	0.279462	0.0603216	0.0324313	0.388059	0.0126424	0.226764	0.243412	0.153505	0.376319	3.10256
7820	-14504.1	-14523.6	19.4809	0.117678	0.119192	0.107779	0.0973411	0.0988222	0.078533	0.116049	0.0673804	0.0853948	0.184503	0.07441	0.0861139	0.117458	0.109635	0.106953	0.143026	0.130288	0.106837	0.127813	0.0812216	0.0893244	0.0987592	0.158848	0.0287582	0.0377825	0.0293037	0.00910387	0.0630985	0.0241317	0.0183769	0.0495777	0.0218884	0.0572521	0.0197554	0.0257764	0.0783347	0.0534187	0.0246774	0.00732083	0.0500889	0.0312792	0.0258388	0.0396217	0.216779	0.279237	0.0606508	0.0272593	0.405697	0.0103764	0.251088	0.234785	0.143763	0.370363	3.198744
7830	-14510.9	-14530.5	19.6309	0.106043	0.0939971	0.115866	0.100969	0.113853	0.107211	0.10672	0.0917676	0.0841143	0.187686	0.0849314	0.0872776	0.103729	0.0948234	0.128109	0.138952	0.129477	0.0996917	0.131971	0.0763919	0.0845227	0.0856268	0.168697	0.0647689	0.0335623	0.0169695	0.0160732	0.0444844	0.0241317	0.0128584	0.0441167	0.0155698	0.0318043	0.0127742	0.0267933	0.100265	0.0562797	0.0222457	0.0208436	0.0319367	0.0233893	0.017615	0.0448367	0.216851	0.261657	0.0662272	0.0305628	0.414574	0.0101282	0.229444	0.243467	0.158051	0.369038	3.183745
7840	-14500.7	-14522.2	21.4415	0.133038	0.092356	0.1076	0.0868027	0.10013	0.0654328	0.108912	0.0838555	0.0887046	0.161691	0.078527	0.074881	0.0913425	0.0972784	0.103768	0.138715	0.11475	0.101089	0.116065	0.0755555	0.0845554	0.101939	0.152797	0.0336562	0.0402388	0.0245019	0.0327241	0.0404352	0.0279339	0.0271567	0.0563182	0.0169141	0.0390352	0.0224329	0.0147573	0.0675996	0.0302133	0.0220183	0.0185517	0.0436726	0.0287001	0.0113571	0.0446844	0.221387	0.273793	0.0589305	0.0323211	0.403302	0.0102676	0.247501	0.226855	0.168055	0.357589	3.002686
7850	-14507.6	-14528.1	20.4843	0.133326	0.114341	0.0975786	0.101256	0.0923155	0.0695911	0.132594	0.0613707	0.0857077	0.185134	0.0800074	0.0745926	0.124639	0.0852848	0.0983346	0.158154	0.116857	0.119732	0.121513	0.0728681	0.0855599	0.0930405	0.1541	0.0464684	0.0386161	0.0199996	0.0272893	0.041803	0.03133	0.0133545	0.0382036	0.0197675	0.0394082	0.0104674	0.014205	0.093302	0.0586946	0.0245187	0.0217612	0.0242517	0.0144213	0.0140799	0.0485673	0.22291	0.282935	0.0575832	0.0257942	0.401152	0.00962682	0.249374	0.22062	0.149303	0.380704	3.098407
7860	-14500.6	-14522.2	21.6412	0.126018	0.0810568	0.0948845	0.104874	0.09525	0.0701936	0.134922	0.0671713	0.0981382	0.164679	0.0826997	0.0772927	0.0931398	0.0732779	0.116346	0.123396	0.112804	0.0944988	0.127503	0.0728681	0.0626997	0.0843026	0.169811	0.0416198	0.0355143	0.0241513	0.0114949	0.0532903	0.0220273	0.021701	0.0458946	0.0277402	0.0371687	0.0218046	0.0278886	0.0783884	0.04192	0.0194507	0.0173822	0.0425823	0.0290078	0.0165285	0.0393323	0.220808	0.274677	0.0583256	0.033754	0.401814	0.0106209	0.251436	0.221767	0.166481	0.360316	2.982714
7870	-14496.5	-14518	21.4723	0.119359	0.0996764	0.104129	0.0969303	0.105698	0.0632705	0.120296	0.0639758	0.0895862	0.195351	0.0734533	0.0757477	0.0874505	0.102135	0.102974	0.129577	0.110737	0.106716	0.132648	0.0855776	0.0891788	0.0830306	0.165704	0.0324061	0.0419377	0.0353062	0.010172	0.0394165	0.0127206	0.0179845	0.0399274	0.0182164	0.0420708	0.0207472	0.0232921	0.0783884	0.0358684	0.0325249	0.0141899	0.0326867	0.0226926	0.0199103	0.0259414	0.219256	0.271973	0.0554454	0.035761	0.400592	0.0169729	0.248362	0.221579	0.154901	0.375157	2.999602
7880	-14511.9	-14532.3	20.3352	0.105477	0.105342	0.0844853	0.0905804	0.123018	0.0834264	0.140198	0.0811897	0.0775444	0.171177	0.0848733	0.0735514	0.100559	0.102135	0.111476	0.130145	0.125988	0.10259	0.130631	0.101099	0.0731087	0.0731431	0.205287	0.0325562	0.0497363	0.0296352	0.0160909	0.0366005	0.0372707	0.0116833	0.0341774	0.0130678	0.0320903	0.0201172	0.0351187	0.054292	0.052175	0.0260857	0.0212283	0.0447681	0.0222432	0.0288224	0.0385323	0.219909	0.272558	0.0526346	0.0178372	0.421588	0.0154732	0.242083	0.236595	0.153206	0.368116	3.113316
7890	-14506.4	-14527.6	21.1865	0.115017	0.110196	0.0934428	0.0864882	0.110297	0.0608423	0.12876	0.0707648	0.0917268	0.154336	0.0764814	0.0811976	0.102422	0.104775	0.116209	0.130145	0.128441	0.122399	0.0931757	0.0875449	0.076157	0.0822272	0.177504	0.041241	0.0252455	0.0282975	0.0167157	0.0439183	0.0212884	0.0110977	0.047276	0.0141684	0.0339522	0.0277281	0.0313301	0.0870057	0.0320218	0.0197516	0.018842	0.0318371	0.0432389	0.032935	0.0197409	0.226157	0.255312	0.0641514	0.0233453	0.417099	0.0139358	0.244131	0.233087	0.16648	0.356302	3.02818
7900	-14516.9	-14539	22.078	0.131546	0.1002	0.109204	0.114972	0.0954613	0.0661745	0.138979	0.0746843	0.0844045	0.165278	0.0732129	0.0824253	0.0735418	0.0858795	0.0933297	0.108486	0.107543	0.0946977	0.110197	0.060391	0.0970297	0.0861024	0.193045	0.0281884	0.0402343	0.0163215	0.014181	0.034252	0.0285436	0.00889475	0.0462425	0.0253389	0.0318553	0.0255568	0.0283307	0.0829659	0.0291292	0.0128023	0.0151489	0.0370019	0.023281	0.0247254	0.0392532	0.231729	0.248564	0.0495903	0.0428764	0.41646	0.0107797	0.252888	0.224931	0.154107	0.368074	2.939031
7910	-14500.6	-14522.4	21.8865	0.112665	0.102251	0.0964065	0.0866261	0.0940832	0.0623186	0.123736	0.0796361	0.0836805	0.18445	0.0754686	0.0815523	0.0976166	0.0991971	0.0941605	0.121857	0.11915	0.0928685	0.13493	0.0680221	0.0762274	0.0901184	0.144972	0.0382989	0.0244675	0.0318167	0.0103235	0.0521383	0.0188017	0.0108164	0.0559033	0.0151335	0.0452748	0.0264657	0.0278673	0.0795217	0.0385433	0.0273766	0.0173739	0.0282352	0.0323466	0.0278842	0.0276012	0.227756	0.281926	0.0627985	0.0229267	0.393237	0.0113558	0.243243	0.218297	0.16913	0.36933	2.958185
7920	-14499.4	-14521.1	21.7739	0.123011	0.0959344	0.0981859	0.0845968	0.0935918	0.0709971	0.123736	0.05879	0.0808944	0.172963	0.0878523	0.0744691	0.0825707	0.105721	0.114145	0.141824	0.140099	0.112218	0.117272	0.0822563	0.0890304	0.0902804	0.138963	0.0299952	0.0328767	0.0364514	0.0138435	0.0260261	0.0220822	0.00697751	0.0314028	0.0145699	0.035019	0.0110207	0.0365626	0.0712448	0.044537	0.0233639	0.0254719	0.0326557	0.0313298	0.0254013	0.039206	0.230559	0.261933	0.0599368	0.0299579	0.401696	0.0159175	0.239339	0.219191	0.167175	0.374295	2.96944
7930	-14496.7	-14518	21.265	0.138822	0.091946	0.0883965	0.0867014	0.114223	0.0802491	0.120125	0.0843361	0.0871915	0.175829	0.0685331	0.0856217	0.0804362	0.0992704	0.102541	0.146139	0.130861	0.0917102	0.122798	0.0671868	0.08012	0.0884183	0.17327	0.0352287	0.036508	0.0342905	0.0267799	0.0292631	0.0227093	0.021398	0.031111	0.0143552	0.0315099	0.0210766	0.0194903	0.0818345	0.0399896	0.0210098	0.0277049	0.031492	0.0366466	0.0168085	0.0363976	0.22394	0.277522	0.0515598	0.0282151	0.409549	0.00921414	0.238432	0.226789	0.15358	0.3812	3.020329
7940	-14499.3	-14520.2	20.8716	0.120981	0.111698	0.10929	0.0898073	0.106447	0.0836285	0.137073	0.0724727	0.0801852	0.176623	0.0858531	0.0707665	0.0952986	0.108002	0.111514	0.132134	0.127485	0.101241	0.12106	0.0650852	0.0922009	0.0855816	0.148574	0.0442535	0.0362735	0.0261138	0.0136583	0.0465244	0.028974	0.0127077	0.0261208	0.0219909	0.0335963	0.0291755	0.0203815	0.0808282	0.0515795	0.0125221	0.0146266	0.044247	0.0164555	0.0182345	0.0484101	0.23205	0.28121	0.0532535	0.0367463	0.381763	0.0149779	0.237918	0.227966	0.15914	0.374977	3.059675
7950	-14497.1	-14517.5	20.4333	0.130361	0.104925	0.10677	0.0916289	0.107222	0.0833505	0.128544	0.0718466	0.0934116	0.187134	0.0825712	0.0656778	0.0844729	0.118832	0.117036	0.120769	0.140231	0.0930291	0.117668	0.0661675	0.0953633	0.107073	0.157089	0.0319887	0.0425452	0.0276593	0.0206206	0.0482019	0.0315806	0.0159206	0.0320809	0.019684	0.0363982	0.0205371	0.0216725	0.0931575	0.0422994	0.0172566	0.0150831	0.0307253	0.0356138	0.0126049	0.0366972	0.231835	0.292259	0.0552677	0.028644	0.380115	0.0118795	0.232862	0.230493	0.146252	0.390394	3.103501
7960	-14498.1	-14518.4	20.2255	0.145123	0.0857732	0.105527	0.096913	0.106378	0.0757133	0.121157	0.0808848	0.0833062	0.181585	0.0734509	0.0625409	0.10121	0.109438	0.123476	0.121701	0.140502	0.121115	0.124513	0.0980162	0.0700198	0.0804808	0.15874	0.0319887	0.0338055	0.0208128	0.0247273	0.0477377	0.0258173	0.0161331	0.0284295	0.0245553	0.0396051	0.0203501	0.0236139	0.0926452	0.0493668	0.0315027	0.02225	0.0363901	0.0181107	0.0244102	0.0444683	0.213227	0.295001	0.0551555	0.0279297	0.399693	0.0089944	0.23248	0.237461	0.152492	0.377567	3.124284
7970	-14497.9	-14519.2	21.3085	0.122766	0.0909721	0.0915718	0.0961582	0.0992161	0.0797824	0.126873	0.0630125	0.0910285	0.151717	0.0901989	0.073173	0.0960882	0.108656	0.108602	0.120799	0.12004	0.107744	0.104335	0.0855436	0.087	0.0735086	0.167847	0.0281345	0.039105	0.034246	0.0112483	0.0396228	0.0266622	0.0158014	0.0339871	0.0263635	0.0363646	0.0176062	0.0291416	0.0820477	0.0526859	0.0270546	0.0189988	0.0243813	0.026223	0.0327903	0.0568821	0.217176	0.270723	0.0607433	0.0270809	0.409242	0.0150346	0.256284	0.225043	0.151407	0.367267	3.01598
7980	-14509.5	-14528.8	19.288	0.136603	0.110711	0.118251	0.0986352	0.0970731	0.0683019	0.130601	0.0865385	0.0904816	0.187601	0.0888525	0.073173	0.103623	0.113684	0.132066	0.121189	0.12528	0.0876137	0.120774	0.0954287	0.0835181	0.0854568	0.170539	0.0374689	0.0446362	0.0353627	0.0113699	0.0490585	0.013148	0.0204261	0.0535177	0.0161731	0.0409813	0.0278225	0.0175711	0.086027	0.0442009	0.0216675	0.017632	0.0450928	0.0210729	0.0221298	0.0666856	0.228131	0.290847	0.0514119	0.0217113	0.391239	0.016659	0.243906	0.239685	0.141831	0.374578	3.218038
7990	-14492.2	-14513.7	21.468	0.122693	0.0847667	0.110512	0.0898967	0.0988249	0.0810751	0.116837	0.0683975	0.0847914	0.16311	0.0842139	0.0883627	0.100555	0.0836341	0.099001	0.136633	0.139356	0.112311	0.107806	0.0766241	0.0809839	0.0741162	0.151427	0.036695	0.0370193	0.0259196	0.01143	0.0382628	0.0229468	0.0159008	0.037126	0.0260359	0.0360776	0.0237253	0.0295844	0.0829677	0.0463997	0.0325907	0.0170383	0.031741	0.024757	0.0284777	0.039409	0.222683	0.289288	0.0606737	0.0256859	0.388185	0.013484	0.235603	0.23169	0.160964	0.371743	3.000033
8000	-14505	-14526.2	21.1443	0.118562	0.0943694	0.105252	0.0911818	0.0936664	0.0783595	0.121581	0.0797113	0.0758508	0.172788	0.0752384	0.063298	0.0827787	0.098596	0.107656	0.119708	0.112406	0.112311	0.10834	0.0813551	0.0979051	0.0788739	0.18366	0.0376473	0.0339553	0.0265052	0.0116494	0.0551352	0.0286627	0.00871377	0.0365448	0.022575	0.0591497	0.021274	0.0196369	0.0889238	0.0417171	0.0277994	0.0192079	0.0435918	0.0281088	0.0350096	0.0331443	0.234996	0.266741	0.063121	0.0226202	0.401419	0.0111041	0.232907	0.238318	0.163758	0.365017	3.0324
8010	-14512.5	-14534.1	21.5307	0.126645	0.0825665	0.112359	0.095604	0.0931986	0.0902881	0.116976	0.0843592	0.0867402	0.170397	0.088953	0.0775628	0.0730818	0.0843871	0.107974	0.131743	0.141278	0.120815	0.126462	0.0635811	0.0843057	0.0810807	0.148986	0.0359941	0.0212225	0.0366126	0.0136372	0.0474905	0.0166924	0.0054721	0.0623528	0.0257882	0.0411974	0.0149663	0.0230259	0.0794465	0.0320193	0.0230098	0.0227502	0.0329973	0.0229239	0.0157256	0.0310988	0.212936	0.313799	0.0589925	0.0292025	0.371735	0.0133358	0.224544	0.225653	0.146765	0.403039	2.993766
8020	-14508.8	-14529.9	21.1625	0.118699	0.0980218	0.0941251	0.0917754	0.117363	0.0710467	0.116898	0.0844634	0.0834295	0.17684	0.0777854	0.0811487	0.0881892	0.0947608	0.0812961	0.126106	0.130776	0.11688	0.134874	0.0781971	0.0804455	0.0835815	0.14758	0.0418542	0.0367712	0.0249177	0.014437	0.0296927	0.0189815	0.00658075	0.0457986	0.00639177	0.0411974	0.0362849	0.0371237	0.104352	0.0401522	0.0190059	0.0129327	0.0515761	0.0244624	0.0229974	0.0407921	0.220769	0.288277	0.0611628	0.02975	0.38541	0.0146314	0.225498	0.232549	0.154741	0.387213	3.030584
8030	-14526.1	-14545.2	19.1286	0.14458	0.0857399	0.105817	0.0990934	0.12453	0.0710467	0.115293	0.0824711	0.0826218	0.1991	0.0716678	0.0755079	0.0810231	0.102519	0.132507	0.133566	0.120724	0.109352	0.141247	0.0619644	0.0967928	0.0912405	0.183428	0.0446748	0.0446288	0.0419482	0.0036877	0.0411638	0.0245709	0.0161541	0.0536841	0.00920893	0.063072	0.0298813	0.045019	0.112963	0.0543594	0.0131517	0.0161232	0.0314696	0.0136586	0.0303725	0.0323516	0.215066	0.281478	0.0573465	0.0132412	0.40445	0.0284183	0.249623	0.236893	0.155505	0.357979	3.233977
8040	-14520.7	-14541.2	20.4515	0.126283	0.129628	0.108721	0.0867315	0.104939	0.0807786	0.0919821	0.0772629	0.0843339	0.196476	0.068998	0.0681196	0.100457	0.104699	0.104523	0.117871	0.128507	0.0992164	0.107352	0.0613547	0.0716985	0.0964875	0.206235	0.0351427	0.0449116	0.0251724	0.00833005	0.0477216	0.0174472	0.0107323	0.0424897	0.0294615	0.0335149	0.0255706	0.0317425	0.0948447	0.0583069	0.0216531	0.0111999	0.0464142	0.0339653	0.0164101	0.0440011	0.205858	0.304436	0.0529613	0.0155377	0.390742	0.0304637	0.255316	0.235904	0.140306	0.368474	3.101685
8050	-14507.6	-14528.4	20.7906	0.139677	0.0889268	0.111534	0.0970677	0.103751	0.0681826	0.135434	0.0788855	0.0805259	0.155531	0.069466	0.083735	0.0828518	0.101957	0.108604	0.120894	0.144774	0.123263	0.141978	0.0700179	0.0962361	0.0707924	0.176534	0.0301443	0.0507119	0.0344015	0.0190872	0.0361265	0.0169991	0.0081368	0.0379927	0.0246333	0.0396105	0.01778	0.0166302	0.0905366	0.039069	0.0291881	0.0130085	0.0315553	0.0258927	0.0164101	0.039235	0.208686	0.302643	0.0542102	0.0156579	0.400513	0.0182904	0.237674	0.222734	0.149005	0.390587	3.067769
8060	-14506	-14526.8	20.7757	0.15031	0.10537	0.112662	0.0892986	0.0922893	0.0579761	0.133585	0.0826502	0.0974606	0.188536	0.0746456	0.0772371	0.115052	0.0900899	0.109009	0.141375	0.126665	0.0996487	0.103619	0.0765429	0.0884859	0.0848771	0.130745	0.042311	0.03354	0.0201407	0.0179633	0.0396398	0.0172674	0.0173093	0.0311696	0.0264015	0.0511786	0.0211081	0.0369216	0.0852054	0.0359557	0.0234532	0.0147818	0.0315553	0.0251617	0.0326976	0.0373786	0.209867	0.276599	0.0536217	0.038188	0.405381	0.0163439	0.254723	0.226567	0.149343	0.369367	3.069268
8070	-14502.9	-14524.9	21.9397	0.117837	0.10047	0.0866792	0.0828953	0.11332	0.0612669	0.125727	0.0813388	0.086388	0.16439	0.087706	0.0744784	0.0966794	0.0955698	0.0966509	0.113736	0.127035	0.0950873	0.114158	0.0704574	0.0609472	0.0775116	0.152919	0.027252	0.0409311	0.0241418	0.0138736	0.040032	0.0226753	0.0199768	0.0511057	0.0194461	0.0519411	0.0326517	0.0210349	0.0824054	0.0388643	0.0278026	0.0184265	0.0369685	0.0252279	0.0281508	0.0467059	0.202165	0.298528	0.0530079	0.0386634	0.400847	0.00678786	0.256986	0.226584	0.151096	0.365334	2.952863
8080	-14503.9	-14525.9	22.0249	0.141951	0.0843657	0.0919613	0.0905212	0.101406	0.0638955	0.113465	0.0682362	0.0750595	0.165875	0.0629581	0.0668491	0.0968082	0.11416	0.119451	0.120212	0.105907	0.109712	0.118536	0.0791523	0.0740043	0.0876591	0.158357	0.0488915	0.057217	0.0188456	0.0120144	0.0463875	0.0276375	0.0225349	0.047677	0.00904744	0.0404441	0.0208655	0.0290701	0.0796733	0.0373568	0.0176188	0.0244769	0.0367524	0.0178298	0.0152902	0.024205	0.221185	0.266055	0.0539158	0.0234577	0.415637	0.0197493	0.242593	0.223772	0.167295	0.36634	2.944339
8090	-14504	-14524.7	20.7025	0.133104	0.105098	0.101469	0.091653	0.11229	0.0793344	0.128566	0.0749051	0.0840386	0.177604	0.0799549	0.0654412	0.104446	0.101356	0.0977133	0.133267	0.105962	0.105884	0.12482	0.0677249	0.107194	0.0882061	0.144424	0.0389631	0.0346499	0.0466722	0.0177338	0.0472424	0.0272978	0.00918861	0.0537592	0.0197865	0.0483528	0.0178849	0.0343601	0.0618559	0.0405524	0.028143	0.0297061	0.0322637	0.0183318	0.0232476	0.0321381	0.220722	0.288848	0.0577991	0.0266956	0.388455	0.0174801	0.229154	0.237682	0.153562	0.379603	3.076584
8100	-14510.8	-14531.1	20.3182	0.127058	0.0958665	0.0876573	0.0863722	0.118158	0.0841771	0.117426	0.0506646	0.0974146	0.191537	0.0772689	0.0829557	0.0899498	0.10192	0.0994296	0.129259	0.130365	0.11931	0.105292	0.0696014	0.0900978	0.0966311	0.162533	0.0491946	0.027162	0.0495387	0.0131604	0.0486065	0.0195838	0.0229126	0.0684718	0.0197865	0.0285097	0.0241015	0.0333063	0.0830715	0.0601562	0.0247767	0.0284173	0.0243459	0.0207984	0.0232476	0.0349225	0.226235	0.256956	0.0551898	0.0335619	0.412422	0.0156354	0.242419	0.232732	0.162779	0.362069	3.115015
8110	-14500	-14521.3	21.3655	0.112885	0.089092	0.0896316	0.100456	0.0938685	0.0701115	0.129424	0.0701521	0.0866696	0.157578	0.0769278	0.0617963	0.0940892	0.106173	0.108632	0.146882	0.117292	0.114458	0.111272	0.0826685	0.104766	0.0770247	0.162634	0.0384008	0.0300783	0.0341018	0.0143498	0.0379146	0.0344467	0.018545	0.0514094	0.0130155	0.0239889	0.0162187	0.0205757	0.104866	0.0610156	0.0239636	0.0208488	0.0381334	0.0176343	0.0127196	0.0335785	0.215119	0.2893	0.0557965	0.0272171	0.399935	0.012633	0.24865	0.222291	0.146816	0.382242	3.010287
8120	-14502.5	-14523.3	20.8179	0.135182	0.092342	0.111956	0.0902203	0.118325	0.0694071	0.119296	0.0858735	0.0786742	0.194964	0.0725561	0.083812	0.0867666	0.0987129	0.118935	0.116689	0.11503	0.124051	0.112922	0.0688452	0.0764624	0.0816675	0.157153	0.0384008	0.0452762	0.0338251	0.0176182	0.0456191	0.0161793	0.0241449	0.0418533	0.0145405	0.0319146	0.0383568	0.033281	0.0860178	0.0358894	0.0331299	0.0139798	0.0208609	0.0357858	0.0163732	0.0321516	0.211441	0.293876	0.0548424	0.0402176	0.394114	0.0055096	0.236717	0.23798	0.140356	0.384947	3.06504
8130	-14512.6	-14532.9	20.2494	0.112709	0.0942772	0.0934622	0.0987189	0.105624	0.0655661	0.107356	0.0775424	0.112477	0.159814	0.0922673	0.0789997	0.112953	0.0987836	0.108111	0.132831	0.125575	0.10145	0.122675	0.0841481	0.0914639	0.11652	0.157006	0.0293379	0.0395687	0.0228492	0.00939576	0.0416489	0.0215197	0.0207525	0.0492322	0.0189755	0.0460263	0.0161647	0.022291	0.10132	0.0526457	0.0274753	0.0216099	0.0418714	0.0289285	0.0247183	0.0352289	0.202149	0.257637	0.0592595	0.043141	0.431748	0.00606542	0.245752	0.237313	0.163299	0.353636	3.121888
8140	-14502.3	-14522.9	20.6128	0.133062	0.11225	0.0958448	0.0952052	0.0948131	0.0673279	0.119938	0.067414	0.0922443	0.188003	0.0752468	0.07543	0.103643	0.110059	0.0986038	0.12364	0.124219	0.111735	0.110147	0.083501	0.0794001	0.0789083	0.160465	0.0211801	0.0616967	0.031149	0.0112739	0.0585594	0.0239261	0.0275298	0.0581243	0.0169851	0.0386136	0.0242667	0.022912	0.0875935	0.0321427	0.0296755	0.0148723	0.0438293	0.0309586	0.018514	0.030652	0.213168	0.248908	0.0631021	0.024816	0.439397	0.0106084	0.250296	0.228807	0.163543	0.357355	3.085555
8150	-14518.2	-14539.6	21.4257	0.10121	0.0923789	0.105767	0.103945	0.0966659	0.0682828	0.113491	0.0904477	0.0885793	0.172185	0.0694642	0.0779875	0.128047	0.0820974	0.10231	0.116708	0.107135	0.115451	0.128808	0.0836388	0.0618659	0.111154	0.134593	0.0388192	0.0147787	0.0312834	0.0145995	0.0450668	0.0167262	0.0316725	0.0457281	0.0174735	0.0359379	0.0170447	0.0283528	0.0852632	0.0352409	0.0251306	0.0223093	0.0438293	0.0371401	0.023405	0.0422466	0.21368	0.257953	0.0625253	0.0291206	0.426773	0.00994842	0.263606	0.215642	0.166386	0.354367	3.004262
8160	-14501.9	-14521.9	20.0011	0.124225	0.0995827	0.105614	0.088325	0.0984962	0.0790867	0.113491	0.0688878	0.0848301	0.186797	0.0918034	0.0641759	0.0921329	0.0986337	0.11682	0.148631	0.14129	0.0961375	0.117297	0.087915	0.0968421	0.0815284	0.176991	0.0348502	0.0283738	0.0361252	0.0170645	0.041325	0.0277851	0.00558033	0.051301	0.0169893	0.0346708	0.0318065	0.0378473	0.0822374	0.0506806	0.0339906	0.0223093	0.0438293	0.0318337	0.0257051	0.0328884	0.202038	0.296169	0.057385	0.0258261	0.406829	0.0117518	0.250094	0.230783	0.153743	0.36538	3.146727
8170	-14506.7	-14528.9	22.2594	0.12781	0.107243	0.11502	0.107542	0.0928113	0.0610364	0.11302	0.0745455	0.0832994	0.176212	0.0696918	0.064854	0.0851929	0.0827022	0.10943	0.112417	0.124354	0.0881632	0.121891	0.0760686	0.0846986	0.0835686	0.139297	0.0228251	0.0269276	0.0235632	0.0123834	0.0468995	0.0266783	0.0113253	0.0421786	0.00982242	0.035797	0.0161401	0.0380028	0.0768376	0.0337457	0.0236155	0.0104126	0.0545887	0.034607	0.0390121	0.0346637	0.241159	0.277617	0.0498494	0.0212196	0.394409	0.015745	0.236643	0.220222	0.16253	0.380604	2.920893
8180	-14503.5	-14523.7	20.2179	0.153374	0.0901536	0.0846458	0.0975785	0.106261	0.0881712	0.114034	0.0890512	0.0664081	0.179246	0.0726257	0.0757294	0.0920172	0.0987354	0.126009	0.154691	0.123826	0.118602	0.122837	0.0746964	0.0755367	0.0875773	0.171738	0.0391707	0.0578788	0.0245554	0.0155925	0.0494813	0.0251888	0.0172805	0.0429114	0.0252356	0.0250667	0.0255872	0.0323058	0.0719346	0.0542083	0.0204493	0.0187945	0.0316678	0.0281115	0.0185465	0.0375269	0.237517	0.264417	0.0552865	0.0273557	0.406357	0.0090671	0.241289	0.23005	0.150764	0.377897	3.125038
8190	-14504.7	-14525.1	20.4441	0.123888	0.100509	0.0990155	0.098177	0.119582	0.0778081	0.131661	0.0761597	0.0599678	0.16925	0.0689539	0.0698458	0.0925256	0.106206	0.0886506	0.148229	0.123261	0.115485	0.122837	0.0770562	0.0926555	0.0713523	0.181184	0.0523039	0.0357468	0.0396726	0.0109172	0.0472586	0.0329842	0.0269189	0.04633	0.0111226	0.0379071	0.034772	0.0200763	0.0924859	0.0498874	0.0240217	0.0135054	0.0354509	0.0179872	0.0179837	0.0408269	0.219398	0.263032	0.0568452	0.0335902	0.415936	0.0111985	0.248724	0.232707	0.164085	0.354483	3.102419
