Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
2320	-14509	-14529.1	20.0304	0.132432	0.0967837	0.102258	0.0956914	0.0899165	0.073247	0.131785	0.0989603	0.0862663	0.182344	0.0748564	0.0703669	0.108506	0.112796	0.111361	0.150241	0.115799	0.120066	0.119931	0.0852947	0.0785849	0.0771146	0.17181	0.0353649	0.0545084	0.0242499	0.00819964	0.0522934	0.0234448	0.0154483	0.0378893	0.025981	0.03942	0.0199996	0.0168314	0.0746271	0.0404639	0.0211918	0.0242636	0.0484406	0.0326515	0.00624881	0.0558597	0.211033	0.268948	0.0542049	0.0241423	0.423773	0.0178988	0.251868	0.240809	0.158397	0.348925	3.143792
2330	-14501.9	-14522	20.0801	0.134117	0.126461	0.119185	0.0991522	0.104008	0.0700382	0.113298	0.069399	0.0839544	0.187116	0.0809927	0.0905043	0.0985729	0.092004	0.126461	0.128248	0.132758	0.114989	0.125492	0.0754819	0.107566	0.090849	0.166199	0.0431746	0.0333214	0.0292579	0.011998	0.059168	0.0231967	0.0215129	0.0450538	0.0184349	0.0318974	0.0182829	0.0164876	0.0688389	0.0417229	0.0250446	0.0165422	0.027567	0.0317161	0.0130272	0.0257323	0.206807	0.287211	0.0518789	0.0213663	0.416716	0.0160214	0.240169	0.240254	0.15532	0.364257	3.138823
2340	-14515.8	-14536.2	20.4198	0.124253	0.0839023	0.108548	0.0908336	0.104046	0.0689271	0.105993	0.0730412	0.0963899	0.190249	0.0770972	0.0870069	0.0898172	0.118175	0.0982701	0.128415	0.157466	0.0921033	0.171766	0.0812926	0.0793107	0.0874958	0.154432	0.0425763	0.035898	0.0476156	0.00638021	0.045919	0.0172136	0.0301078	0.0308942	0.0184349	0.0473275	0.0251705	0.00971415	0.0894508	0.0566449	0.0257085	0.0203301	0.0199358	0.0196037	0.0104931	0.036606	0.212429	0.270656	0.070167	0.0200953	0.412601	0.014052	0.238493	0.235172	0.164637	0.361698	3.104855
2350	-14505.7	-14527.2	21.4907	0.142095	0.106278	0.104137	0.0838429	0.0966619	0.0840269	0.114523	0.0612832	0.0811435	0.178883	0.0600003	0.0904184	0.0796935	0.0781834	0.111365	0.1166	0.135645	0.102448	0.117515	0.0812105	0.0788277	0.0884547	0.142115	0.0437841	0.0499257	0.0269731	0.0262286	0.0288633	0.023223	0.0293309	0.0448399	0.021246	0.0363446	0.0292261	0.01214	0.0832931	0.0477789	0.0171713	0.0277561	0.0187583	0.0294392	0.0202877	0.0457967	0.208348	0.280366	0.0722257	0.0199729	0.40448	0.0146071	0.245502	0.23748	0.163271	0.353747	2.997759
2360	-14510.1	-14530.3	20.1249	0.108332	0.0961449	0.0994345	0.0943223	0.115209	0.0784412	0.111113	0.0682895	0.113372	0.193155	0.0710532	0.088247	0.0957286	0.0781834	0.104663	0.123775	0.142503	0.147724	0.129461	0.0812105	0.0964537	0.0768962	0.150481	0.0496913	0.0300094	0.0482199	0.03224	0.0342384	0.0282357	0.015635	0.0429164	0.0109234	0.0399264	0.0265626	0.0201579	0.0832931	0.0493653	0.0261231	0.0184507	0.0232394	0.0193714	0.0137235	0.0578293	0.214012	0.256551	0.0586303	0.0278588	0.428438	0.0145098	0.246163	0.236788	0.17064	0.346409	3.134345
2370	-14504.4	-14524.6	20.155	0.110086	0.100317	0.0880472	0.0866029	0.104453	0.0877983	0.125781	0.0695085	0.087553	0.189169	0.0614965	0.0784	0.0987715	0.126866	0.10207	0.137515	0.145661	0.121518	0.128463	0.0795908	0.0885409	0.0964874	0.192891	0.0244647	0.0457668	0.0192748	0.0173272	0.0413958	0.0230598	0.0190522	0.0476258	0.012222	0.0342596	0.0291372	0.0152974	0.0912175	0.0451487	0.0312972	0.0215627	0.0322649	0.0146452	0.0158811	0.0428467	0.223541	0.260426	0.0581311	0.0203793	0.423937	0.0135863	0.23621	0.237271	0.166934	0.359585	3.131334
2380	-14506.7	-14527.2	20.5042	0.108675	0.118229	0.102498	0.0962403	0.0979859	0.0797683	0.100961	0.0765596	0.0941513	0.174289	0.0950496	0.0595145	0.0997995	0.0877656	0.0949487	0.138594	0.13171	0.1089	0.132456	0.0810402	0.0850954	0.0929864	0.168191	0.0538047	0.0593289	0.0289489	0.0173272	0.0443641	0.023951	0.0078632	0.0316796	0.0174128	0.0322929	0.0279925	0.0113853	0.0679246	0.0459298	0.0325687	0.0314344	0.0527927	0.0219433	0.0164064	0.0456508	0.219941	0.262286	0.0585191	0.0232802	0.420808	0.0151657	0.240818	0.231527	0.15952	0.368136	3.09641
2390	-14501.2	-14522.2	21.0402	0.105878	0.0982322	0.10774	0.0972723	0.110436	0.0658476	0.133653	0.0577833	0.0982506	0.188463	0.0830269	0.080196	0.0872905	0.111929	0.0944203	0.118034	0.151079	0.114267	0.116474	0.0813254	0.0778514	0.0897165	0.153187	0.0346123	0.0344768	0.017221	0.0162887	0.0244613	0.0241354	0.0146669	0.0487351	0.023538	0.0421653	0.0273488	0.0276959	0.0837409	0.0463097	0.0217023	0.0215469	0.0236674	0.032051	0.0184502	0.0376415	0.230535	0.261667	0.0594341	0.0233786	0.41511	0.00987496	0.241182	0.225923	0.16296	0.369936	3.042808
2400	-14502.3	-14522.9	20.6655	0.130815	0.111412	0.0925553	0.102326	0.0900931	0.0684126	0.114506	0.0768018	0.0867955	0.163937	0.069078	0.0880181	0.0733293	0.0971135	0.111496	0.117793	0.153743	0.100414	0.13923	0.0796235	0.0732714	0.0873774	0.171193	0.043558	0.0500733	0.0291764	0.0155785	0.0438089	0.0255944	0.0216213	0.0511384	0.0171629	0.0310667	0.0199537	0.0203563	0.0992219	0.0460029	0.0163382	0.0174222	0.0347728	0.0370411	0.0242686	0.0367909	0.220333	0.287143	0.0520173	0.0229865	0.403993	0.0135277	0.243934	0.219299	0.160445	0.376322	3.080281
2410	-14516	-14535.7	19.738	0.159596	0.0845753	0.0765823	0.100498	0.0987566	0.0828262	0.142774	0.0810053	0.0765411	0.186541	0.0697434	0.102119	0.104248	0.0889119	0.116748	0.123064	0.11636	0.102689	0.153747	0.0970909	0.0845467	0.0993036	0.159549	0.0378807	0.0360387	0.0319182	0.0247753	0.041681	0.0362602	0.0301556	0.0374701	0.0152605	0.033123	0.0246139	0.0203528	0.116737	0.0360833	0.0147758	0.0186829	0.0265924	0.0261302	0.012317	0.0443703	0.229717	0.244913	0.0636156	0.025918	0.42133	0.0145067	0.239545	0.23883	0.163557	0.358068	3.173034
2420	-14504.2	-14525.3	21.1366	0.109858	0.091565	0.08652	0.100815	0.110173	0.0828262	0.140573	0.0685279	0.0807309	0.161912	0.0845258	0.0728344	0.101032	0.0865925	0.118852	0.117953	0.127511	0.10408	0.126754	0.0798709	0.0902758	0.0873417	0.171189	0.0461495	0.0465301	0.0223617	0.0179297	0.0425642	0.0296088	0.0172054	0.0359609	0.017165	0.0266902	0.0335532	0.0120616	0.0844399	0.0458431	0.0279816	0.0273324	0.0289105	0.0243782	0.00700737	0.0371831	0.204327	0.278631	0.0706641	0.0246837	0.417325	0.00436871	0.236427	0.245258	0.165533	0.352783	3.033168
2430	-14507	-14528	21.0297	0.125451	0.121277	0.103032	0.0813626	0.115895	0.0712398	0.150997	0.0805857	0.0818519	0.190859	0.0690962	0.0731906	0.0833922	0.0983703	0.123773	0.117522	0.138417	0.122261	0.116577	0.0758426	0.0836173	0.0804362	0.166597	0.038787	0.0300369	0.0269387	0.0243392	0.0292595	0.022504	0.0148813	0.0413491	0.0124018	0.0221574	0.00712103	0.0111006	0.0941982	0.0394425	0.0239479	0.0299873	0.0313686	0.0198083	0.0251617	0.0274233	0.223226	0.271665	0.0550456	0.0256029	0.417173	0.00728834	0.24459	0.223219	0.154865	0.377326	3.043859
2440	-14502.5	-14524.1	21.5505	0.103376	0.0954352	0.0904826	0.120369	0.113062	0.0729424	0.107924	0.0721934	0.0718639	0.152377	0.0846255	0.0685787	0.0938392	0.0948028	0.118041	0.142204	0.130992	0.0986834	0.104187	0.0761896	0.0904465	0.0744099	0.166597	0.0422217	0.0451537	0.0270095	0.0193803	0.0521532	0.022504	0.0295432	0.0330605	0.0189194	0.0456918	0.0128823	0.0207573	0.0990624	0.0416366	0.0290348	0.0160538	0.0386986	0.0208647	0.00614538	0.027385	0.214408	0.270652	0.0574728	0.0314826	0.416606	0.00937884	0.245907	0.223272	0.167497	0.363323	2.991783
2450	-14501.4	-14523.1	21.6736	0.122404	0.108632	0.107421	0.0925413	0.0982328	0.0768111	0.11416	0.0660892	0.0936361	0.149977	0.0728381	0.0840401	0.0890264	0.090267	0.097927	0.131466	0.137242	0.103008	0.136778	0.0531723	0.0941187	0.0673931	0.136709	0.0391189	0.0500724	0.0240138	0.0274437	0.0416006	0.0149853	0.0158519	0.0332872	0.0151538	0.0440712	0.0314398	0.0230861	0.102314	0.0425908	0.0235834	0.0172131	0.0386986	0.0237475	0.0156905	0.031619	0.216025	0.267954	0.0603355	0.0240043	0.419748	0.011933	0.256311	0.219975	0.154143	0.369571	2.979474
2460	-14504.3	-14526.9	22.6378	0.114176	0.1107	0.113471	0.0869623	0.0950293	0.0736035	0.126463	0.0674857	0.0869646	0.150235	0.0605454	0.0555848	0.100766	0.100256	0.10862	0.127026	0.135949	0.110224	0.113051	0.0625373	0.0684294	0.0799787	0.130993	0.0367581	0.0313798	0.0335444	0.0102844	0.0440415	0.0205791	0.0154399	0.0403472	0.00717813	0.0300455	0.0235531	0.0216472	0.075528	0.0527074	0.0307218	0.0285352	0.0231961	0.0257225	0.0148918	0.0378995	0.21388	0.277131	0.0572925	0.0365932	0.400344	0.0147592	0.248464	0.22003	0.147356	0.38415	2.883051
2470	-14502.9	-14524.4	21.4249	0.119856	0.107141	0.0848177	0.101094	0.0909452	0.076605	0.105352	0.0602333	0.0874972	0.15911	0.0655453	0.0700959	0.0919714	0.0811238	0.117604	0.143128	0.120605	0.117953	0.115118	0.0808651	0.0974806	0.0974408	0.146025	0.0298173	0.027634	0.0259413	0.0243271	0.0496511	0.0287875	0.0218971	0.0418685	0.0174862	0.0522934	0.0235531	0.0327398	0.0846736	0.0614829	0.0147426	0.0176174	0.037729	0.0285016	0.0126616	0.033332	0.215472	0.294981	0.0590451	0.0289738	0.390192	0.0113353	0.232751	0.241956	0.14346	0.381833	3.004344
2480	-14497.1	-14518.7	21.6427	0.113766	0.106842	0.0815573	0.0902177	0.107563	0.0655049	0.12034	0.09311	0.0778769	0.168841	0.0723917	0.0922966	0.0925776	0.0890282	0.0993855	0.132657	0.114525	0.0987275	0.119618	0.075315	0.10596	0.0783109	0.145402	0.060906	0.0360447	0.025867	0.0170005	0.0367907	0.0222006	0.0200631	0.0369676	0.0232702	0.0385709	0.0204469	0.0234105	0.0836917	0.0357845	0.0327598	0.017342	0.0334155	0.0234814	0.0149979	0.0377355	0.228115	0.264203	0.0537355	0.025705	0.412612	0.0156301	0.249382	0.215824	0.165136	0.369658	2.982562
2490	-14499.7	-14521	21.3742	0.10822	0.10494	0.105386	0.0894504	0.106239	0.0845831	0.0994373	0.0790756	0.0821964	0.189765	0.086724	0.0653066	0.0850572	0.117163	0.100399	0.131583	0.124549	0.0984303	0.130841	0.073524	0.072118	0.0805228	0.156667	0.0265694	0.0399332	0.0272261	0.0184279	0.0425854	0.0231299	0.0176896	0.0425224	0.0119175	0.0309544	0.034494	0.0390812	0.0904417	0.0509486	0.0260435	0.0146885	0.0394571	0.0159607	0.00506409	0.0400992	0.234155	0.251443	0.0605585	0.0236941	0.420443	0.0097072	0.244911	0.217061	0.169991	0.368037	3.009413
2500	-14500.6	-14522.3	21.7385	0.115507	0.0828068	0.0909101	0.0915014	0.109612	0.0845045	0.125128	0.0727622	0.0873222	0.173793	0.0775612	0.0608799	0.0977057	0.0916759	0.118818	0.108249	0.120991	0.105696	0.12526	0.0643462	0.0837721	0.0851009	0.164585	0.037406	0.0397558	0.0272261	0.00982602	0.0586564	0.0291201	0.0155568	0.0482367	0.0129684	0.032216	0.0180746	0.0158642	0.0897064	0.0327016	0.0214957	0.0207816	0.0384825	0.0148168	0.0128041	0.0588012	0.229622	0.271398	0.0543616	0.0362484	0.401776	0.00659336	0.230677	0.220212	0.159888	0.389223	2.972985
2510	-14520.4	-14541.9	21.4175	0.119887	0.126495	0.122651	0.0947719	0.11342	0.0771639	0.125803	0.078645	0.0851901	0.171357	0.0798156	0.0616911	0.108495	0.10716	0.0933899	0.111567	0.117696	0.0974572	0.145218	0.0719734	0.0687198	0.0769835	0.155571	0.0357652	0.0505602	0.0296732	0.00682263	0.0350783	0.0272557	0.0173969	0.0435519	0.0130335	0.0340846	0.0247843	0.0394303	0.0702597	0.0231142	0.0142949	0.0169706	0.0381956	0.0200445	0.0206493	0.0329919	0.223974	0.280497	0.0603199	0.0418712	0.388896	0.00444214	0.228368	0.209001	0.162329	0.400303	3.005079
2520	-14500	-14521.5	21.4513	0.118486	0.101302	0.108966	0.0860671	0.107606	0.0697072	0.121421	0.0763275	0.0739413	0.159857	0.0824483	0.0826421	0.0977357	0.0908909	0.106913	0.133638	0.117696	0.104746	0.114963	0.0685251	0.0949723	0.0807164	0.160297	0.0305748	0.0473409	0.0226673	0.0223469	0.0360339	0.0257279	0.0205959	0.0537574	0.0196235	0.0344027	0.0223198	0.0224133	0.0850335	0.0305924	0.00885767	0.0128767	0.0416676	0.030773	0.0173406	0.056895	0.235332	0.254297	0.0615104	0.0338647	0.403383	0.0116117	0.232336	0.221796	0.169205	0.376663	3.001707
2530	-14507.3	-14528	20.6892	0.116093	0.112329	0.102825	0.0941976	0.103373	0.0759443	0.110567	0.0712501	0.0869432	0.19042	0.0613582	0.0976582	0.0968367	0.0957274	0.106913	0.127963	0.117696	0.109345	0.146984	0.0748568	0.0772859	0.0722911	0.158504	0.0478715	0.0337128	0.0439608	0.0134241	0.0460231	0.0371205	0.0105705	0.0369789	0.00942324	0.0270356	0.0269969	0.0231069	0.0634049	0.0501253	0.022935	0.0153416	0.04673	0.0279681	0.0322843	0.0555406	0.214856	0.275251	0.0699397	0.0214897	0.404494	0.0139695	0.242679	0.228829	0.171165	0.357327	3.077914
2540	-14510	-14530.7	20.6559	0.133594	0.0878282	0.105948	0.0827776	0.105753	0.0681829	0.104132	0.0681583	0.0931787	0.200215	0.0866585	0.0839345	0.0868994	0.0736776	0.10149	0.133931	0.133402	0.0976187	0.119533	0.0755282	0.0980283	0.0993035	0.157724	0.0367132	0.0374075	0.0204459	0.0275105	0.0575949	0.0191599	0.0109154	0.0395279	0.0397277	0.0406623	0.0195637	0.0116161	0.0990609	0.0458944	0.0253667	0.0100358	0.0394833	0.027943	0.0294204	0.0456979	0.219321	0.285371	0.0548936	0.0223101	0.403291	0.0148128	0.23641	0.246896	0.152154	0.36454	3.081244
2550	-14498.7	-14519.2	20.5647	0.126454	0.105051	0.10502	0.0923065	0.110749	0.0751892	0.123538	0.0750518	0.0795686	0.182951	0.0716757	0.0778983	0.0987749	0.0866712	0.117704	0.113072	0.131705	0.116	0.127964	0.0875487	0.0868019	0.100202	0.165992	0.0286007	0.0358106	0.0301387	0.0159338	0.0496663	0.0241097	0.0152046	0.0435455	0.0225047	0.0324364	0.043149	0.0291325	0.0737751	0.0339958	0.0252419	0.0120165	0.0251907	0.0300238	0.020114	0.0418819	0.222775	0.26565	0.0566731	0.0246692	0.416365	0.0138682	0.245866	0.224039	0.167251	0.362844	3.090361
2560	-14496.1	-14517.6	21.4983	0.13196	0.0967057	0.0917288	0.0957804	0.0902604	0.0858749	0.119353	0.0712305	0.0810615	0.184999	0.0755929	0.0795777	0.0924608	0.076985	0.104559	0.136414	0.119751	0.0905127	0.119948	0.0799806	0.0751207	0.0949855	0.168566	0.0286007	0.0340021	0.0244962	0.0134178	0.0518179	0.0205082	0.014802	0.0378435	0.0253026	0.041794	0.0325367	0.0355977	0.0736743	0.0471759	0.0283588	0.0189521	0.027044	0.0191282	0.0171623	0.0413824	0.223874	0.26696	0.0592033	0.0361457	0.398589	0.0152279	0.248328	0.226516	0.14758	0.377576	2.997005
2570	-14501.1	-14523.8	22.6319	0.108028	0.0888564	0.101892	0.0797288	0.109016	0.0721162	0.119353	0.0690576	0.0915893	0.177569	0.0671582	0.0771194	0.0929277	0.100096	0.0963769	0.117116	0.132254	0.0862788	0.117565	0.0785627	0.074559	0.0822496	0.159734	0.0299901	0.0240657	0.037315	0.0156614	0.0353679	0.0255848	0.0111704	0.0514304	0.0137403	0.0328618	0.016214	0.0257183	0.100494	0.0264725	0.0154943	0.019339	0.0283766	0.0267899	0.0125187	0.0358297	0.235618	0.267231	0.056105	0.0279543	0.405485	0.00760679	0.237283	0.231358	0.168413	0.362947	2.883638
2580	-14492.4	-14513.8	21.3573	0.120099	0.0892213	0.0962695	0.102905	0.120182	0.0813689	0.127073	0.0798109	0.0877432	0.162064	0.0737229	0.0740946	0.0939681	0.0961008	0.104392	0.131896	0.123127	0.103657	0.131423	0.0753296	0.0778257	0.0830189	0.154163	0.0332808	0.0377088	0.032908	0.0202815	0.051352	0.0169093	0.0044932	0.0399735	0.0157186	0.0279356	0.0231016	0.0220112	0.0789306	0.0434827	0.0285217	0.0223997	0.0406365	0.0268618	0.0115179	0.0436241	0.222912	0.265221	0.064836	0.0280964	0.405397	0.013538	0.232549	0.236211	0.170065	0.361176	3.011104
2590	-14510.2	-14529.6	19.4736	0.135596	0.0913054	0.102162	0.103459	0.113743	0.0713264	0.123667	0.0712541	0.0898608	0.177668	0.0677826	0.0760181	0.10591	0.0948481	0.117054	0.13231	0.122416	0.11192	0.130995	0.0831903	0.101547	0.0951059	0.188012	0.027559	0.0625747	0.0304007	0.017263	0.0569752	0.0211527	0.00699938	0.035022	0.0131382	0.043073	0.0339425	0.0368355	0.0949656	0.0688871	0.0178115	0.0106802	0.0356107	0.0237924	0.0202201	0.0354228	0.213938	0.268493	0.0612561	0.0152563	0.427692	0.0133644	0.239814	0.243959	0.154871	0.361357	3.199477
2600	-14506.2	-14526.3	20.1351	0.132234	0.119135	0.099899	0.0955437	0.0907265	0.0726448	0.126002	0.0660631	0.095513	0.1729	0.0719221	0.0702418	0.10086	0.0974652	0.104884	0.137213	0.133666	0.1033	0.141323	0.0826842	0.0896363	0.0721936	0.173743	0.0264811	0.0674063	0.0290431	0.0210886	0.0478108	0.0325505	0.0150952	0.0540024	0.0194815	0.0420364	0.0292933	0.0219374	0.0596445	0.0532824	0.0239904	0.019647	0.0361475	0.0367033	0.0158642	0.0320287	0.223675	0.282169	0.0627097	0.0180511	0.396879	0.0165153	0.232624	0.24236	0.15905	0.365966	3.133328
2610	-14502.1	-14522.1	20.0227	0.123317	0.0936205	0.101668	0.106712	0.120003	0.0750559	0.116753	0.0746883	0.0795946	0.187791	0.0927532	0.0687726	0.105412	0.0974652	0.0976008	0.117006	0.130691	0.123506	0.132001	0.0757879	0.0936678	0.0707247	0.178523	0.0344616	0.0512242	0.0268521	0.0137265	0.051174	0.0223576	0.0148425	0.0522437	0.00728237	0.035895	0.0316999	0.0275973	0.0890474	0.0569764	0.0157255	0.0102867	0.0404578	0.0306571	0.0282325	0.0407125	0.218987	0.274411	0.0609437	0.0291997	0.407683	0.00877643	0.229823	0.242541	0.149231	0.378406	3.144566
2620	-14515.3	-14536.9	21.5717	0.138776	0.0972833	0.103408	0.110994	0.0992654	0.0880121	0.120584	0.0712666	0.104203	0.150266	0.0712132	0.0691789	0.108548	0.107296	0.0848713	0.130914	0.112788	0.105275	0.128235	0.0691631	0.0761334	0.0790764	0.169239	0.0249012	0.0255115	0.0171716	0.0134686	0.0474624	0.0212454	0.0140053	0.0497279	0.0125339	0.0416491	0.00865521	0.0237747	0.10666	0.0568129	0.0247726	0.00523671	0.0220438	0.0234113	0.0193358	0.0352913	0.215253	0.2614	0.0639175	0.0345543	0.41511	0.00976567	0.234607	0.232275	0.156209	0.376909	2.98966
2630	-14499.7	-14519.4	19.7033	0.138491	0.114806	0.10737	0.11114	0.098753	0.0752078	0.128495	0.0696178	0.0921658	0.191628	0.0938148	0.0705031	0.0971424	0.103421	0.110012	0.13252	0.147107	0.112487	0.128235	0.0792806	0.10091	0.0798307	0.153535	0.02563	0.0350243	0.0201992	0.0180264	0.0390652	0.0160865	0.0120539	0.0477739	0.023644	0.0386802	0.0258959	0.0280916	0.0958218	0.040806	0.0295785	0.00769089	0.0421384	0.0233793	0.0202599	0.0501868	0.216986	0.270893	0.055923	0.0352977	0.408968	0.0119316	0.240164	0.238351	0.155814	0.36567	3.176505
2640	-14508	-14529.5	21.5669	0.101198	0.0873815	0.0880518	0.111137	0.12123	0.0752078	0.123178	0.0750249	0.0787381	0.134333	0.0709686	0.0705734	0.0969173	0.104478	0.0959595	0.136902	0.130811	0.120994	0.128741	0.0840064	0.0861488	0.069187	0.147395	0.0203034	0.0355229	0.0380546	0.0270001	0.0472842	0.0302166	0.0151803	0.0332189	0.0114169	0.0408668	0.0267959	0.0331306	0.0821107	0.0656424	0.0255164	0.00662644	0.0367277	0.0164677	0.0165605	0.0429392	0.22615	0.276922	0.0582848	0.024407	0.400076	0.0141599	0.247645	0.227296	0.164925	0.360134	2.990145
2650	-14508.5	-14528.9	20.3382	0.118931	0.103072	0.105616	0.111036	0.116988	0.08175	0.113416	0.0604154	0.0835374	0.183794	0.0922332	0.0789894	0.0983226	0.0818458	0.119826	0.127237	0.115279	0.10926	0.105413	0.0771642	0.109	0.0768025	0.158514	0.0224389	0.0272967	0.0331139	0.0303752	0.0370913	0.024958	0.0160193	0.0450821	0.0171174	0.0487766	0.0238394	0.029995	0.0932707	0.0571117	0.0292135	0.0111974	0.0420927	0.0224527	0.0217121	0.0514129	0.205296	0.268648	0.0579827	0.0223965	0.436545	0.00913223	0.260641	0.232745	0.15898	0.347634	3.11301
2660	-14505.4	-14526.9	21.476	0.129517	0.0864637	0.0829957	0.0862096	0.103297	0.0790864	0.100068	0.0746625	0.0684026	0.157964	0.0912947	0.0624622	0.0983226	0.0948114	0.0964449	0.123261	0.13447	0.0943208	0.126496	0.0832399	0.0786707	0.077141	0.15017	0.0442542	0.0526053	0.0316041	0.0261831	0.0482774	0.0282386	0.0121666	0.0576842	0.0184651	0.0431772	0.0288555	0.0191811	0.0777853	0.0431201	0.0237982	0.0362585	0.0433132	0.0281086	0.0159916	0.0403949	0.206411	0.262846	0.06888	0.0241683	0.422492	0.0152033	0.246799	0.232926	0.157091	0.363184	2.999235
2670	-14503.5	-14522.6	19.1901	0.134951	0.115707	0.100081	0.0848209	0.0939518	0.0871003	0.121311	0.0835001	0.0909759	0.205796	0.085019	0.08191	0.105444	0.0974095	0.117473	0.142949	0.117855	0.117308	0.124677	0.08523	0.072688	0.0796808	0.199443	0.0425525	0.0331244	0.0331101	0.0186634	0.042666	0.0197772	0.0103452	0.0382646	0.0296296	0.0608604	0.0272592	0.028972	0.0907119	0.037763	0.0244681	0.0159901	0.0360916	0.0245362	0.0142432	0.0535088	0.207368	0.277162	0.0562437	0.028197	0.421735	0.00929496	0.255127	0.236681	0.151572	0.35662	3.227818
2680	-14510	-14531.2	21.2627	0.128341	0.112263	0.0877062	0.0991307	0.107387	0.0653763	0.120988	0.0690005	0.0964812	0.159186	0.102783	0.0915789	0.099798	0.078849	0.0849759	0.108099	0.137036	0.130456	0.123656	0.0889519	0.0862044	0.0636588	0.161369	0.0252006	0.0466602	0.0270077	0.0167182	0.04317	0.0194524	0.0133242	0.0320359	0.00808202	0.038413	0.0241212	0.0329631	0.0838021	0.0416267	0.0142972	0.0202298	0.0331477	0.0289005	0.0136599	0.0544731	0.209533	0.27271	0.0575207	0.0333031	0.412977	0.0139562	0.258856	0.226503	0.155764	0.358876	3.020561
2690	-14501.7	-14522.7	21.0422	0.108891	0.0866698	0.100682	0.0714349	0.107963	0.0645375	0.122244	0.0814672	0.0860669	0.183015	0.0828797	0.0775889	0.0973904	0.119447	0.107128	0.122159	0.120559	0.120281	0.11731	0.0877509	0.0817751	0.0790969	0.158298	0.026901	0.0399873	0.0343085	0.010861	0.0378682	0.0371909	0.0142533	0.0336879	0.0132566	0.0451491	0.0257908	0.0282597	0.1143	0.0350845	0.0310227	0.0137007	0.0395667	0.0236309	0.0133394	0.0398197	0.212148	0.276114	0.0590402	0.0293362	0.409951	0.0134103	0.235048	0.241453	0.153725	0.369774	3.042614
2700	-14505.9	-14525.8	19.8931	0.128216	0.0927646	0.09657	0.113648	0.135412	0.0631732	0.111884	0.0887125	0.0847059	0.18272	0.0898912	0.0715615	0.104207	0.103857	0.126891	0.130408	0.113987	0.126071	0.129148	0.0807862	0.088136	0.0778172	0.142295	0.0328328	0.0328306	0.0259967	0.0137006	0.0567586	0.0341227	0.0172681	0.0565637	0.0185288	0.0393465	0.0215011	0.0313924	0.075613	0.0438835	0.0180135	0.00744114	0.0519221	0.0238706	0.0183011	0.0547738	0.214437	0.290252	0.0573092	0.0253203	0.402784	0.00989779	0.234921	0.251625	0.149785	0.363669	3.157525
2710	-14505.8	-14526.2	20.422	0.15678	0.0975359	0.080121	0.114558	0.102846	0.0710809	0.111323	0.0761016	0.0810596	0.181181	0.0654366	0.0972196	0.0963788	0.0928618	0.104131	0.115379	0.120242	0.126543	0.128453	0.0789234	0.0957582	0.0983063	0.16203	0.0435178	0.044324	0.0244087	0.0166456	0.0309333	0.0377687	0.0177493	0.0471968	0.0211427	0.0347271	0.0193718	0.0365962	0.0867943	0.0512761	0.00858752	0.0187344	0.0284368	0.033661	0.0130981	0.0354113	0.218485	0.270062	0.0624416	0.0385005	0.39912	0.0113904	0.243118	0.232232	0.14545	0.3792	3.104632
2720	-14506.9	-14526.8	19.9148	0.121344	0.0931972	0.0921592	0.103147	0.115192	0.0723718	0.142989	0.0737337	0.0947734	0.1547	0.0666348	0.089651	0.110218	0.0875295	0.106504	0.123315	0.124905	0.0807155	0.133693	0.0805014	0.100499	0.0871372	0.167273	0.0421528	0.0440806	0.0231125	0.0199035	0.059604	0.0158315	0.0128973	0.0587525	0.0228484	0.041945	0.0230614	0.028889	0.0915302	0.0642389	0.040518	0.0170992	0.0397679	0.0302843	0.0219579	0.0346914	0.212327	0.275556	0.0630109	0.0279053	0.408474	0.0127267	0.252214	0.24092	0.146477	0.36039	3.155351
2730	-14503	-14524.1	21.1532	0.114666	0.107773	0.0835979	0.0850023	0.115675	0.0723718	0.124375	0.0744485	0.0828242	0.154759	0.0894675	0.0798729	0.096984	0.0875295	0.109595	0.128974	0.128275	0.120195	0.122898	0.0808479	0.0954144	0.07979	0.168898	0.0302864	0.0424565	0.0248219	0.0238891	0.0560524	0.0156078	0.00270315	0.0530411	0.0185236	0.0399829	0.0244769	0.018325	0.088588	0.039557	0.0249899	0.00759089	0.0274015	0.0298502	0.0196979	0.03944	0.208262	0.261437	0.0644019	0.0324577	0.422879	0.0105621	0.251489	0.219565	0.170528	0.358417	3.031514
