Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
1131	1	-14502.9	-14524.1	21.1784	0.124209	0.106909	0.110683	0.0998467	0.0875697	0.0779439	0.134141	0.0796715	0.0790266	0.184684	0.0672274	0.076545	0.093722	0.103447	0.117872	0.129313	0.135977	0.102877	0.115723	0.079913	0.0782354	0.077792	0.169714	0.0193839	0.0213131	0.0106569	0.0546676	0.0391501	0.0155838	0.0209339	0.0404366	0.0248793	0.0419223	0.0316842	0.0234501	0.0178579	0.0101039	0.0202168	0.0273536	0.0489126	0.027774	0.065908	0.0337601	0.232322	0.251795	0.0650159	0.0318774	0.40585	0.0131388	0.240817	0.225085	0.175728	0.35837	3.02899
1132	0	-14501.6	-14522.9	21.2799	0.105239	0.0844795	0.111136	0.114747	0.0946017	0.0727553	0.126292	0.0741475	0.0811474	0.161207	0.0679602	0.0672764	0.0968527	0.111613	0.116462	0.124418	0.0945508	0.134634	0.111527	0.0775592	0.0867555	0.0761162	0.161095	0.0404987	0.0506535	0.0413398	0.0100752	0.032124	0.0276964	0.0182349	0.0466537	0.0220553	0.0236327	0.0185063	0.0349446	0.0886617	0.0526934	0.0196151	0.0174539	0.0357665	0.0212392	0.026008	0.038416	0.212191	0.29262	0.0624928	0.0296975	0.395868	0.0071311	0.246357	0.232572	0.150292	0.370778	3.018841
1133	1	-14502.7	-14524.3	21.664	0.124194	0.106519	0.104454	0.0776302	0.0979317	0.0830178	0.0976684	0.0597921	0.07855	0.177815	0.0779102	0.0835168	0.103097	0.104745	0.128984	0.123499	0.126628	0.108541	0.115723	0.0760856	0.0857964	0.090847	0.155559	0.0181167	0.0151726	0.0223455	0.021359	0.0429688	0.0225324	0.0256482	0.0451549	0.0157834	0.0436032	0.0258177	0.0426103	0.0298686	0.0174351	0.021881	0.0178355	0.0295552	0.0364203	0.0590273	0.0387949	0.21221	0.281569	0.0650109	0.0271104	0.401339	0.0127604	0.248472	0.228696	0.151351	0.371481	2.980435
1134	0	-14511.1	-14531.9	20.7822	0.106917	0.0927433	0.103696	0.0898202	0.127101	0.0698315	0.102547	0.0771453	0.103711	0.162125	0.091307	0.0741936	0.1191	0.101793	0.10494	0.122863	0.13765	0.102733	0.125346	0.0861021	0.0708731	0.0783268	0.131322	0.0335262	0.0433762	0.053721	0.0195062	0.0354531	0.018378	0.0103594	0.0363478	0.00997043	0.0289726	0.0292678	0.0328469	0.11256	0.0449713	0.0204392	0.0250587	0.0375949	0.0297503	0.0232192	0.0411087	0.216476	0.281715	0.0651414	0.0302973	0.397943	0.00842735	0.241781	0.244976	0.144789	0.368454	3.068618
1135	1	-14499.4	-14521.6	22.1542	0.118367	0.10993	0.0999351	0.0786835	0.0999752	0.0735613	0.118136	0.0786186	0.0884198	0.160406	0.0570998	0.0801137	0.103097	0.0964589	0.10459	0.132486	0.106459	0.112142	0.128887	0.0664433	0.082448	0.0680089	0.150313	0.0236661	0.0117204	0.0177393	0.0247612	0.0431077	0.0263386	0.0244182	0.0493551	0.0199965	0.0286322	0.0520633	0.03764	0.0162827	0.0152008	0.0218786	0.0131591	0.051101	0.032986	0.0677482	0.0390436	0.218405	0.289007	0.0514038	0.0244611	0.403517	0.013206	0.241836	0.230971	0.156466	0.370727	2.931418
1136	0	-14499	-14519.2	20.2515	0.114298	0.0993972	0.108482	0.0916895	0.108953	0.0720095	0.127895	0.0898496	0.086365	0.192986	0.0863139	0.0735852	0.101882	0.0987589	0.110063	0.118309	0.122345	0.113562	0.132588	0.0751439	0.0772946	0.0873507	0.152323	0.0338928	0.0535418	0.0446583	0.00766956	0.057896	0.021636	0.0174489	0.0440427	0.0291994	0.0340956	0.0131999	0.032054	0.0836739	0.0609565	0.0240259	0.0170837	0.0277165	0.0263284	0.0130907	0.0380238	0.213469	0.279064	0.0592141	0.0383948	0.403794	0.0060649	0.24688	0.229057	0.152782	0.371281	3.121679
1137	1	-14502.7	-14523.6	20.8667	0.125006	0.0853848	0.102205	0.108931	0.118284	0.0759059	0.110905	0.0614245	0.0866014	0.157266	0.0805243	0.0947371	0.0930643	0.099651	0.113189	0.117499	0.129392	0.101239	0.130501	0.0821109	0.0813865	0.0885753	0.160504	0.0139106	0.0190753	0.0103578	0.0358075	0.0449316	0.0251732	0.0246299	0.0300208	0.0307562	0.0467156	0.0477541	0.0480009	0.0259502	0.0146001	0.0221239	0.0215069	0.0615246	0.0283764	0.0758929	0.0287631	0.212395	0.296034	0.0580982	0.0269712	0.396246	0.0102564	0.23797	0.24727	0.149676	0.365084	3.060161
1138	0	-14492.7	-14514.7	22.0338	0.120102	0.0899493	0.100741	0.0972462	0.0936322	0.0761178	0.11499	0.0643252	0.0731142	0.170035	0.0845954	0.0745914	0.107529	0.0862031	0.0908398	0.11926	0.115569	0.116414	0.125526	0.0740172	0.0808346	0.0771586	0.136989	0.0306222	0.0373497	0.026736	0.0114043	0.0364754	0.0301156	0.0152218	0.0340065	0.0184034	0.0447057	0.0308664	0.0440597	0.0782019	0.0454001	0.022022	0.0159346	0.0353308	0.0317205	0.0214781	0.0436111	0.221187	0.274654	0.0537484	0.0299556	0.4073	0.0131551	0.24325	0.218561	0.154049	0.38414	2.943448
1139	1	-14517.1	-14536.1	18.9462	0.146744	0.100736	0.0950401	0.129755	0.111607	0.0784519	0.115187	0.0925247	0.103054	0.201234	0.0805243	0.0685612	0.0981857	0.0992214	0.121994	0.127988	0.175566	0.079065	0.126352	0.0892111	0.0835562	0.0909094	0.166964	0.0254195	0.0139285	0.0287728	0.0267898	0.0509871	0.0147889	0.0287473	0.0372249	0.0251205	0.0419016	0.0294114	0.0362881	0.0183879	0.0149104	0.0238424	0.00734881	0.0536808	0.0353979	0.0995152	0.0573118	0.215846	0.302449	0.0565044	0.0219292	0.392174	0.0110972	0.232068	0.246084	0.152361	0.369488	3.25221
1140	0	-14504.8	-14525.7	20.8352	0.11658	0.0984353	0.113153	0.0892129	0.105285	0.0776517	0.114289	0.0642085	0.066312	0.189204	0.0696849	0.0770706	0.113356	0.0736488	0.101297	0.130074	0.124427	0.104256	0.115776	0.07938	0.0698475	0.0889675	0.155512	0.0474745	0.0405721	0.0485912	0.00998049	0.0469669	0.0300693	0.0100556	0.0430154	0.0136495	0.046715	0.0180497	0.0202031	0.0963354	0.0414383	0.0329332	0.0255243	0.049106	0.026205	0.0192255	0.0595686	0.208086	0.295882	0.0621276	0.0292827	0.39155	0.0130717	0.2448	0.23787	0.14981	0.367521	3.063308
1141	1	-14509.5	-14530.6	21.0433	0.130107	0.0835955	0.0932513	0.0792118	0.100932	0.0658296	0.131779	0.0675281	0.0759435	0.180553	0.0847146	0.078126	0.103446	0.101622	0.113515	0.112959	0.122213	0.141782	0.12025	0.0744563	0.0937446	0.0803785	0.14484	0.0398329	0.0225492	0.0235408	0.0219174	0.0256647	0.0163644	0.0371184	0.0431318	0.0199884	0.056517	0.0524631	0.0247162	0.0202088	0.0109742	0.0133162	0.0293361	0.0571686	0.0272009	0.0835023	0.0362184	0.213949	0.289577	0.0653112	0.0284999	0.388728	0.0139351	0.22984	0.248384	0.156332	0.365443	3.042507
1142	0	-14506.8	-14527.1	20.3051	0.142171	0.0898169	0.0876048	0.0918371	0.0924393	0.0730117	0.102923	0.0681643	0.0908812	0.185781	0.0693269	0.0647813	0.118591	0.115106	0.107727	0.11371	0.132825	0.124931	0.147482	0.0753522	0.0808075	0.100091	0.159847	0.0347102	0.0551597	0.0522756	0.0114026	0.050228	0.0281093	0.0143609	0.0451672	0.0115244	0.0347569	0.0255824	0.0301444	0.071451	0.0511735	0.0253844	0.0286656	0.0243219	0.0245396	0.020333	0.0418215	0.206123	0.300387	0.0604891	0.0271858	0.394772	0.011044	0.246484	0.248465	0.137757	0.367294	3.11632
1143	1	-14507.6	-14528	20.432	0.125578	0.103778	0.115872	0.0819848	0.0967087	0.075519	0.12549	0.0675281	0.079981	0.176379	0.0751417	0.0829966	0.0912093	0.108333	0.119009	0.11005	0.154148	0.121524	0.0993404	0.0768498	0.101567	0.0802031	0.160384	0.0322255	0.0178229	0.0215589	0.0358435	0.0563413	0.0161293	0.0258172	0.042256	0.0193889	0.0536002	0.0457366	0.0309119	0.0234062	0.0259024	0.0156198	0.0110113	0.0425834	0.0287957	0.0849782	0.0441278	0.223221	0.264287	0.0696112	0.0244166	0.405573	0.0128913	0.236601	0.244853	0.15415	0.364396	3.103634
1144	0	-14505.4	-14526.4	21.042	0.132179	0.0976873	0.111839	0.0934448	0.104663	0.0679391	0.133556	0.058636	0.105413	0.173328	0.0595841	0.0761571	0.0909567	0.090451	0.115864	0.120188	0.124505	0.1236	0.118835	0.0694321	0.104006	0.098989	0.174566	0.0434449	0.0546219	0.0300401	0.00948935	0.0479838	0.0355925	0.0155114	0.0504654	0.0178062	0.0359762	0.0239918	0.0206808	0.0767679	0.0315598	0.00603407	0.0106483	0.0256209	0.0162279	0.0113283	0.0330172	0.212292	0.288835	0.0580121	0.025162	0.399786	0.015912	0.243463	0.234646	0.146353	0.375537	3.042629
1145	1	-14504.5	-14525.1	20.6222	0.110467	0.0822689	0.10485	0.096421	0.10341	0.0759386	0.130897	0.0826581	0.0872794	0.196859	0.0716249	0.0884288	0.0912093	0.110833	0.101825	0.107729	0.12687	0.117658	0.125885	0.0912072	0.0952574	0.0802031	0.146682	0.0359551	0.0233974	0.0163059	0.0259386	0.0374184	0.0212347	0.0243789	0.052212	0.0181945	0.0542042	0.0336945	0.0229146	0.0274904	0.0120504	0.0161509	0.00985529	0.0569767	0.0215014	0.0937293	0.0545444	0.222216	0.258023	0.0620924	0.0309349	0.419461	0.00727203	0.249088	0.225103	0.16019	0.36562	3.084609
1146	0	-14514.5	-14533.8	19.2825	0.135152	0.0981445	0.102164	0.097648	0.105778	0.0625335	0.133556	0.0813364	0.0767063	0.171114	0.0930686	0.0768625	0.114814	0.110452	0.108879	0.119003	0.113279	0.140188	0.113153	0.0768378	0.0929718	0.0852787	0.164513	0.0371407	0.0332968	0.042229	0.018031	0.0488902	0.026697	0.0162928	0.0690948	0.0208437	0.0339904	0.0311385	0.0225692	0.133011	0.0315598	0.0125645	0.0277265	0.0319157	0.0326236	0.0190834	0.056447	0.208887	0.292751	0.0559965	0.027385	0.405206	0.00977407	0.24791	0.247989	0.148524	0.355577	3.218579
1147	1	-14508.4	-14528.8	20.3549	0.109823	0.0852716	0.0978579	0.106493	0.114832	0.0752645	0.127439	0.0758408	0.0688014	0.213035	0.0734069	0.0720712	0.104165	0.133576	0.123516	0.139872	0.120583	0.119685	0.0948018	0.0874777	0.0983961	0.0829681	0.171138	0.0226811	0.012292	0.0170567	0.0336729	0.0326868	0.014677	0.0161672	0.0453676	0.029388	0.0557694	0.0339783	0.0291789	0.0274904	0.0142133	0.0240989	0.0190568	0.0353339	0.0361683	0.0831407	0.0326119	0.232954	0.258031	0.0555522	0.0269826	0.416441	0.0100397	0.229459	0.234163	0.165467	0.370911	3.111343
1148	0	-14502.4	-14523.5	21.0698	0.133379	0.109952	0.0998064	0.0904063	0.0961874	0.0691423	0.105598	0.0759746	0.0841105	0.159921	0.0725172	0.0768625	0.12259	0.0960406	0.0939635	0.107533	0.111428	0.103601	0.134527	0.0788155	0.0851994	0.0827945	0.158942	0.0337609	0.0591432	0.0392749	0.00866108	0.0412806	0.0272367	0.0118084	0.0478724	0.0155231	0.035452	0.0197197	0.0305056	0.0975014	0.045402	0.0249696	0.0344116	0.0290362	0.024689	0.0202008	0.0441118	0.213292	0.251377	0.0612776	0.0324025	0.423564	0.0180868	0.25094	0.230055	0.156048	0.362958	3.039853
1149	1	-14501.4	-14522.4	20.9897	0.1297	0.106724	0.0885932	0.0935254	0.0989779	0.0782015	0.121873	0.0726466	0.0758969	0.170738	0.070696	0.0696938	0.107674	0.113274	0.102953	0.137037	0.121077	0.0939682	0.125505	0.0657777	0.117003	0.085233	0.155668	0.0169864	0.0168384	0.0170567	0.0254606	0.0594064	0.018954	0.04539	0.0490644	0.028757	0.0414907	0.0336886	0.0302125	0.0205652	0.0151605	0.0136604	0.0112067	0.0499849	0.0249341	0.0853968	0.041215	0.21546	0.271597	0.0587533	0.0251195	0.419181	0.00988917	0.248489	0.233132	0.16278	0.3556	3.047866
1150	0	-14503.1	-14523.2	20.0977	0.135997	0.0976531	0.100208	0.0819132	0.106619	0.0765854	0.13539	0.0816829	0.0924938	0.1772	0.0737463	0.0798776	0.123827	0.0900702	0.118608	0.133432	0.130134	0.116358	0.114648	0.0716891	0.0710626	0.0944278	0.163724	0.0337609	0.0417046	0.032681	0.0084263	0.0404792	0.0401662	0.0223018	0.0532312	0.0179258	0.0485135	0.00655241	0.0333509	0.0832281	0.048572	0.0254588	0.0178351	0.0365517	0.0242708	0.0137577	0.0409421	0.219156	0.249021	0.0616906	0.0366098	0.419391	0.014132	0.242617	0.235712	0.166643	0.355027	3.137058
1151	1	-14518.4	-14538.4	19.9812	0.140255	0.0987583	0.0833405	0.0832222	0.119875	0.0702799	0.127488	0.0781512	0.0812777	0.168073	0.0645755	0.0912728	0.0856009	0.118061	0.111452	0.144306	0.160733	0.114919	0.0925387	0.0928864	0.113721	0.099951	0.152973	0.0263551	0.0276341	0.0196873	0.0216104	0.0357765	0.0257013	0.0271282	0.0560633	0.0191918	0.0332677	0.0288153	0.0374107	0.0259325	0.00693529	0.0104408	0.0297683	0.0617533	0.0277908	0.0751397	0.0585995	0.213202	0.277955	0.0571801	0.0315098	0.406611	0.0135421	0.224332	0.235414	0.162229	0.378025	3.148714
1152	0	-14511.6	-14531.7	20.1466	0.118325	0.0877982	0.0950731	0.0982955	0.119328	0.0641828	0.117705	0.0836139	0.0766175	0.166718	0.100278	0.0804087	0.105386	0.120465	0.12031	0.136463	0.125412	0.113675	0.139829	0.0739372	0.0920959	0.0835862	0.168641	0.0326432	0.0337901	0.0333639	0.0156783	0.0454102	0.0185027	0.0175175	0.0417797	0.00708282	0.0415209	0.00460896	0.0392825	0.0924933	0.037343	0.0272563	0.0188994	0.039296	0.0373614	0.0199655	0.0402317	0.230633	0.244011	0.0590761	0.0213397	0.429167	0.0157729	0.250158	0.227653	0.162228	0.359961	3.132171
1153	1	-14504.1	-14524.9	20.8145	0.115148	0.0957645	0.116327	0.0805526	0.114627	0.0880797	0.11987	0.0856103	0.0709316	0.161918	0.0831871	0.0687036	0.108006	0.085647	0.124183	0.130237	0.128833	0.122974	0.101592	0.0928864	0.0887546	0.099951	0.141873	0.0240067	0.0198673	0.0223059	0.0283673	0.0370208	0.0167967	0.0277128	0.0260168	0.027546	0.0411508	0.0461671	0.0354087	0.0264608	0.0157435	0.0124918	0.0150874	0.0630152	0.0303033	0.0800791	0.0441822	0.21309	0.277549	0.0573287	0.0296255	0.412095	0.010312	0.23209	0.237313	0.160463	0.370134	3.065386
1154	0	-14509.9	-14530.3	20.4148	0.120595	0.0893251	0.0960159	0.0910233	0.0953413	0.0703885	0.151919	0.0703247	0.0763746	0.167277	0.0755443	0.0841382	0.124019	0.0986714	0.118787	0.119087	0.143114	0.127021	0.119422	0.0812732	0.0909064	0.0731825	0.168641	0.0181148	0.0296168	0.0430692	0.0153722	0.0536796	0.0197153	0.00726574	0.0434875	0.0223137	0.0396832	0.00870137	0.0389124	0.0882715	0.0578437	0.0218934	0.0145174	0.0441271	0.0299126	0.0174718	0.0389973	0.223544	0.277061	0.0617043	0.0182245	0.404013	0.0154531	0.2313	0.238294	0.15526	0.375147	3.105358
1155	1	-14511.1	-14531.5	20.4929	0.14368	0.117114	0.0832625	0.0819247	0.0872713	0.0873054	0.112133	0.0901393	0.0959214	0.154583	0.0792002	0.0742432	0.11127	0.0903465	0.111813	0.147586	0.135913	0.125966	0.0974767	0.0842257	0.0813331	0.0759081	0.151425	0.0231516	0.0256298	0.0109806	0.0327633	0.0416548	0.0144611	0.0277128	0.055044	0.025327	0.0502378	0.0634728	0.0316773	0.0241144	0.0154426	0.0227867	0.0203396	0.0401654	0.0275189	0.0820513	0.0429744	0.208974	0.278064	0.0661213	0.0251876	0.409926	0.0117274	0.253087	0.234428	0.169742	0.342743	3.097548
1156	0	-14506.5	-14527.7	21.2498	0.138172	0.0910191	0.110205	0.0866648	0.116638	0.0627195	0.127241	0.102159	0.0678399	0.169935	0.0659887	0.0743007	0.100952	0.0854228	0.101634	0.132936	0.117655	0.0897545	0.119992	0.0899342	0.0843047	0.0709478	0.171279	0.0314022	0.045752	0.0430692	0.0146948	0.0560591	0.0181236	0.0202213	0.0419896	0.0176019	0.0259715	0.0223417	0.0316938	0.0947089	0.0465916	0.0172723	0.00456148	0.0403969	0.0177401	0.0182064	0.0357585	0.217237	0.278574	0.0650445	0.0226919	0.399006	0.0174457	0.235309	0.24066	0.155046	0.368985	3.021851
1157	1	-14508	-14528.3	20.2889	0.124977	0.0987928	0.0893593	0.0916804	0.110939	0.0911312	0.122497	0.0765141	0.0841469	0.169201	0.0897801	0.0841593	0.103332	0.0964301	0.107122	0.111065	0.111581	0.104269	0.130806	0.089138	0.0861832	0.0793032	0.167874	0.0214706	0.0153893	0.0230008	0.0376747	0.0536196	0.0300911	0.0224651	0.0401263	0.0427846	0.0620631	0.0282072	0.0283465	0.0286308	0.0155129	0.0200993	0.0112646	0.0486522	0.0316698	0.0875857	0.049004	0.225476	0.277494	0.0593349	0.0227436	0.409085	0.00586625	0.242748	0.223989	0.151097	0.382166	3.11794
1158	0	-14497.3	-14516.8	19.5743	0.133171	0.10683	0.10589	0.108283	0.123227	0.0778929	0.124842	0.0849128	0.0937925	0.193961	0.0897019	0.081707	0.113311	0.10134	0.106842	0.133726	0.128505	0.0974402	0.120195	0.0798214	0.0878931	0.0707254	0.171834	0.0448886	0.034086	0.0343388	0.0168004	0.0404023	0.0138915	0.0160591	0.0323793	0.01874	0.0450989	0.0331855	0.0261215	0.0784739	0.0456643	0.0299484	0.0198909	0.0333003	0.0283905	0.0174126	0.0444812	0.217148	0.270164	0.0620175	0.0258368	0.410391	0.014443	0.242075	0.239152	0.147271	0.371502	3.189399
1159	1	-14504	-14525.3	21.2959	0.120487	0.0988381	0.116285	0.112303	0.110487	0.0692797	0.123391	0.0807973	0.0810676	0.159024	0.0663991	0.0774656	0.0938234	0.0740524	0.112391	0.124144	0.127322	0.0919909	0.117398	0.0782698	0.0714103	0.0930287	0.162489	0.025817	0.00664363	0.0131897	0.0277446	0.0467829	0.0245236	0.0224651	0.0485278	0.0155246	0.0394342	0.05011	0.027575	0.0293604	0.0220122	0.0184162	0.0180492	0.0497072	0.0462787	0.0882557	0.0346855	0.210495	0.274644	0.054187	0.0217197	0.428825	0.0101295	0.252426	0.230883	0.156676	0.360015	3.017246
1160	0	-14502.5	-14523.5	21.0437	0.120095	0.120915	0.0922375	0.0954957	0.104643	0.081367	0.118737	0.0614814	0.0831093	0.164935	0.0904087	0.0907368	0.0943927	0.0979957	0.0964102	0.123139	0.116288	0.103575	0.123218	0.0604925	0.0944403	0.0815399	0.173482	0.0350059	0.0361327	0.0363456	0.0168004	0.0377939	0.0194105	0.0334731	0.0375422	0.0109881	0.0313319	0.0131459	0.0176238	0.0914565	0.0563842	0.0376654	0.0209291	0.0329153	0.0397352	0.0147252	0.0339207	0.215812	0.282474	0.0560242	0.0249128	0.409861	0.0109156	0.236427	0.235147	0.162539	0.365887	3.04246
1161	1	-14507.3	-14528.8	21.4632	0.138787	0.0951002	0.110466	0.0826537	0.0929625	0.0859247	0.110483	0.0566316	0.0810676	0.172745	0.0619219	0.0844087	0.0938234	0.0761969	0.101399	0.101298	0.117792	0.10819	0.12695	0.0790397	0.0886159	0.0989979	0.162489	0.0223181	0.0163996	0.0227206	0.0379299	0.0557127	0.0273643	0.0215999	0.0395353	0.0332481	0.0483508	0.0434103	0.0395138	0.0273127	0.0107718	0.0155121	0.0150129	0.0374472	0.0290174	0.0907727	0.0386206	0.217107	0.251016	0.0644271	0.0178954	0.443658	0.00589705	0.24668	0.225711	0.172875	0.354735	3.000515
1162	0	-14497.1	-14517.9	20.8178	0.122214	0.0888832	0.101561	0.0954957	0.109472	0.0802346	0.101448	0.0731182	0.086165	0.160322	0.0860788	0.0768148	0.0974655	0.0887027	0.122323	0.13655	0.134217	0.0997058	0.124051	0.0779372	0.0890368	0.0849168	0.172683	0.0272438	0.0349081	0.0382921	0.0227044	0.0492239	0.0262352	0.00880387	0.0452254	0.0228299	0.0384904	0.0270898	0.02101	0.0796095	0.0384962	0.0351654	0.023028	0.0408693	0.0197214	0.0126567	0.0440532	0.234474	0.274071	0.0586542	0.0278333	0.397668	0.00730022	0.220523	0.234055	0.170018	0.375405	3.065054
1163	1	-14498.8	-14520.5	21.7923	0.125336	0.109626	0.0901017	0.0916602	0.0940125	0.0663596	0.113635	0.0703487	0.0848154	0.188689	0.0654656	0.074975	0.0956727	0.0890034	0.106896	0.13187	0.13995	0.10819	0.108901	0.0696108	0.0934383	0.0804455	0.162011	0.0328366	0.0182907	0.0129477	0.0334145	0.0416587	0.0332877	0.0189157	0.0369588	0.0156482	0.0517873	0.0365701	0.0354049	0.027435	0.0121909	0.012559	0.0122378	0.0269143	0.0402519	0.078644	0.0286359	0.205145	0.270281	0.0645092	0.0271164	0.423019	0.00993	0.249771	0.229108	0.166958	0.354163	2.967604
1164	0	-14497.4	-14518.6	21.1815	0.143	0.0915287	0.0991837	0.0831264	0.117977	0.0837051	0.113739	0.0659453	0.0959734	0.180075	0.081947	0.0783611	0.0980499	0.0945635	0.113819	0.122151	0.115499	0.0966078	0.109493	0.0691024	0.0803288	0.0845824	0.156951	0.0346642	0.0291828	0.0304107	0.0227044	0.0379912	0.0159441	0.00582876	0.0292328	0.0197999	0.0462292	0.0324159	0.0291873	0.104812	0.0396185	0.0252945	0.0170022	0.0344088	0.0295334	0.0124019	0.0563148	0.232556	0.279019	0.0587422	0.0224786	0.394416	0.012788	0.228984	0.229494	0.153665	0.387856	3.028687
1165	1	-14506.9	-14528.2	21.2527	0.132288	0.0946409	0.0888502	0.0950694	0.123013	0.0799486	0.0926926	0.0831971	0.0803161	0.172933	0.0611033	0.0746826	0.0827533	0.114863	0.0729682	0.134806	0.145286	0.101195	0.113255	0.0921941	0.0932034	0.0829328	0.139508	0.0337174	0.0191181	0.0107133	0.0345129	0.0414597	0.020211	0.0297829	0.0421133	0.0209091	0.057409	0.0459912	0.0378823	0.0248195	0.0141399	0.0122735	0.0205069	0.0510516	0.0258972	0.0774606	0.0498983	0.21013	0.264893	0.0610275	0.030534	0.423784	0.00963236	0.256465	0.223331	0.161644	0.358561	3.021566
1166	0	-14500.4	-14521.2	20.7887	0.124805	0.0937779	0.0902952	0.087888	0.119818	0.075847	0.130243	0.0745533	0.0703836	0.180126	0.0648211	0.0924281	0.0945537	0.100161	0.125954	0.112738	0.110315	0.0973435	0.120697	0.084903	0.0798306	0.0785235	0.175213	0.0487967	0.0372711	0.0380756	0.0108659	0.0528961	0.0255898	0.0213373	0.0461019	0.0210628	0.042237	0.0272996	0.0254482	0.0695253	0.0407976	0.0317045	0.0320893	0.0321608	0.0249098	0.0153344	0.039238	0.20881	0.273752	0.0595012	0.0297146	0.411845	0.0163763	0.252968	0.22612	0.159159	0.361753	3.06796
1167	1	-14506.9	-14528.6	21.7086	0.121286	0.109426	0.119522	0.114935	0.114364	0.0663559	0.122404	0.0719619	0.0826773	0.155812	0.090119	0.0792065	0.0862981	0.0856479	0.0862133	0.124815	0.114881	0.0972284	0.109732	0.0852054	0.0937004	0.081194	0.148463	0.013446	0.0112968	0.0125776	0.0226119	0.0298576	0.0214307	0.0301982	0.0492056	0.0214346	0.042814	0.0479786	0.0312195	0.0122494	0.0350284	0.0117259	0.0238136	0.036859	0.0282311	0.0813636	0.0511815	0.223255	0.275921	0.050625	0.0212583	0.41877	0.0101706	0.237927	0.223942	0.16426	0.373872	2.975972
1168	0	-14501.3	-14521.9	20.5908	0.139887	0.0909908	0.10912	0.094996	0.109193	0.0630633	0.127651	0.0727339	0.0865447	0.186479	0.0587573	0.0650069	0.102585	0.0889907	0.143753	0.126812	0.12405	0.103844	0.117224	0.0596217	0.084588	0.087767	0.144478	0.0432525	0.0452376	0.0293338	0.0218203	0.0431487	0.0203931	0.0135201	0.0359248	0.0160187	0.0297068	0.0244242	0.0242704	0.0972852	0.0562999	0.0334805	0.0348547	0.0323555	0.0245311	0.0178284	0.0559287	0.221894	0.282349	0.052106	0.0231887	0.406663	0.0138001	0.239837	0.227091	0.15721	0.375862	3.087751
1169	1	-14498.6	-14518.9	20.3037	0.127041	0.0917814	0.0971633	0.106261	0.119918	0.0669915	0.118204	0.0689134	0.100234	0.179357	0.0749413	0.0986022	0.0984099	0.0862063	0.111933	0.134275	0.12757	0.120664	0.12709	0.0692064	0.088373	0.0812141	0.164945	0.0296426	0.0146617	0.01375	0.0389626	0.04323	0.0318864	0.0199328	0.0494107	0.0246703	0.0499684	0.0242784	0.0363915	0.0381524	0.0224567	0.0160553	0.0188763	0.045675	0.0227839	0.0853214	0.0310638	0.220075	0.273787	0.0607655	0.031003	0.399957	0.0144128	0.241935	0.233464	0.156966	0.367635	3.116465
1170	0	-14498.3	-14520.2	21.9156	0.115619	0.0932479	0.0967537	0.0935013	0.10922	0.0821626	0.110201	0.0777628	0.0817213	0.164099	0.0705292	0.0855592	0.0802559	0.113587	0.103049	0.103237	0.106215	0.1003	0.105701	0.0598918	0.0914415	0.0923474	0.143209	0.0478008	0.0409717	0.0306038	0.0229963	0.0403207	0.0358549	0.0130789	0.0374997	0.0231141	0.0358461	0.0185177	0.0295571	0.0854363	0.0553623	0.0232797	0.0232343	0.0268498	0.0274263	0.0189853	0.0389297	0.230543	0.278057	0.0649865	0.0292501	0.385861	0.0113029	0.228276	0.23648	0.15335	0.381894	2.955276
1171	1	-14521.4	-14542.1	20.75	0.137279	0.111481	0.122905	0.0959493	0.101118	0.0711447	0.110575	0.073443	0.103296	0.132284	0.0878522	0.0845768	0.0834704	0.107903	0.0828336	0.0924006	0.159533	0.101252	0.123527	0.0692064	0.0908782	0.0946462	0.163379	0.0160875	0.0160422	0.0203017	0.0295878	0.039146	0.0209815	0.0337993	0.0392777	0.0236932	0.0589106	0.0335712	0.0332345	0.0260456	0.0190663	0.0356418	0.0249706	0.0505099	0.0359712	0.0662006	0.0478639	0.228598	0.267429	0.0517591	0.0183165	0.41881	0.0150875	0.238072	0.222592	0.169412	0.369924	3.071836
1172	0	-14496.5	-14516.3	19.7906	0.127484	0.0986273	0.102964	0.0989057	0.108456	0.0773869	0.128225	0.0833226	0.0796396	0.186367	0.0826475	0.0805984	0.103158	0.100785	0.112628	0.135993	0.13793	0.13302	0.118336	0.109487	0.0798196	0.0832577	0.167818	0.0245373	0.0411949	0.0291309	0.0258459	0.0482007	0.0207946	0.00804281	0.0448212	0.0178165	0.0280193	0.0225069	0.0238423	0.0688358	0.0396552	0.0354345	0.0152447	0.0391747	0.0278075	0.0204389	0.0495713	0.221795	0.283259	0.0532394	0.0279641	0.398828	0.0149141	0.230283	0.234902	0.15581	0.379005	3.16777
