Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
1173	1	-14505.9	-14526.4	20.4658	0.123595	0.111023	0.107398	0.11717	0.1073	0.0792904	0.118379	0.0736856	0.087825	0.155162	0.0582281	0.0892734	0.108433	0.117374	0.115255	0.121308	0.117445	0.122479	0.118198	0.0706081	0.0792249	0.0587202	0.158021	0.0222279	0.0177555	0.0126783	0.0409841	0.047748	0.0279486	0.0346414	0.0527121	0.0205064	0.0466805	0.0453566	0.0410856	0.0209894	0.0190663	0.0112412	0.0128611	0.0334889	0.0413145	0.091064	0.0445086	0.20243	0.287965	0.0601045	0.0252217	0.413111	0.0111672	0.245702	0.236305	0.160046	0.357947	3.100256
1174	0	-14495.2	-14516.4	21.2169	0.149634	0.0915005	0.097579	0.0820951	0.0919234	0.0793468	0.120766	0.0757225	0.0858554	0.175205	0.0713096	0.0835308	0.0856101	0.0939926	0.11439	0.139885	0.116163	0.112415	0.129887	0.0863542	0.0792242	0.0874285	0.188295	0.0306323	0.0308483	0.0294605	0.0129191	0.0478555	0.0240742	0.00920807	0.0323556	0.0210706	0.0245402	0.0197113	0.0249427	0.0809881	0.0496554	0.0165817	0.0201051	0.0316	0.0336576	0.00876052	0.0380661	0.224177	0.286302	0.0523255	0.0254401	0.399955	0.0118013	0.240323	0.233476	0.160753	0.365448	3.025145
1175	1	-14503.1	-14524.1	21.0027	0.131793	0.108696	0.0949106	0.112242	0.0916524	0.0625034	0.128492	0.0842533	0.0821281	0.184842	0.0716113	0.0724675	0.0915558	0.0931459	0.106514	0.14078	0.138703	0.0955399	0.100129	0.0927442	0.089618	0.0893327	0.147045	0.0217683	0.0231484	0.0262004	0.0241668	0.0451641	0.0200899	0.0340298	0.0382037	0.0234377	0.0401929	0.0376739	0.0323078	0.0112812	0.0193208	0.0232496	0.00674957	0.0472173	0.0260421	0.0967933	0.0388246	0.217281	0.275333	0.0508627	0.0291017	0.408979	0.0184429	0.244019	0.234032	0.156394	0.365555	3.046562
1176	0	-14503.6	-14525.4	21.785	0.134448	0.106484	0.0881106	0.0888488	0.0902885	0.0726559	0.126713	0.0630046	0.0786852	0.163287	0.0819593	0.0735796	0.102784	0.0974403	0.0968295	0.124679	0.122102	0.114887	0.0981867	0.0696372	0.0822097	0.0720121	0.137137	0.0448834	0.0487262	0.0362047	0.0130579	0.0469272	0.0198695	0.0105138	0.0351601	0.0104424	0.0580839	0.023112	0.0180545	0.0873511	0.0512129	0.0296109	0.0286452	0.0325293	0.0305978	0.0193208	0.0380661	0.217887	0.27662	0.0484641	0.0349457	0.412712	0.00937167	0.24524	0.227888	0.139976	0.386895	2.968337
1177	1	-14502.7	-14523.2	20.5304	0.130366	0.0905429	0.102396	0.0756928	0.113969	0.0798952	0.116656	0.0742471	0.0917583	0.18788	0.0620191	0.0751966	0.0897278	0.124937	0.100067	0.163571	0.122056	0.102548	0.116794	0.0795796	0.0752257	0.0801072	0.172466	0.0240042	0.0243856	0.0125063	0.0182821	0.0490782	0.0318081	0.0241416	0.037594	0.029686	0.0544416	0.0376739	0.0336383	0.0300416	0.0110664	0.0264996	0.0159228	0.0478224	0.032513	0.0777616	0.0472289	0.208038	0.292247	0.0583506	0.0269207	0.400884	0.0135599	0.239622	0.236478	0.142963	0.380938	3.093794
1178	0	-14506.1	-14527.7	21.6584	0.1427	0.0888408	0.0889736	0.0718357	0.0985051	0.0746489	0.107336	0.071153	0.0898882	0.191355	0.0726254	0.0756644	0.0870951	0.0868783	0.102809	0.113763	0.131426	0.114892	0.107413	0.0653782	0.0695322	0.0963441	0.16918	0.026385	0.0416993	0.0343343	0.00815312	0.0469272	0.0170655	0.0182567	0.0417934	0.0124258	0.0421735	0.0186102	0.0174328	0.123036	0.0496879	0.0244906	0.0212666	0.0275362	0.0254915	0.0179346	0.0480557	0.218556	0.289253	0.0543483	0.0365417	0.389486	0.0118144	0.253218	0.223813	0.143084	0.379885	2.980992
1179	1	-14505.9	-14526.4	20.4879	0.13555	0.0874874	0.0871997	0.11362	0.100311	0.0680937	0.125127	0.0782124	0.0723427	0.183895	0.0917722	0.0765603	0.101866	0.0997205	0.100166	0.118649	0.142388	0.124626	0.132582	0.0731816	0.098888	0.0802717	0.148303	0.0311395	0.00684251	0.0112684	0.0255092	0.0417106	0.0279744	0.0237061	0.0320524	0.0227805	0.0414441	0.0512315	0.0424597	0.0202122	0.0132647	0.0331357	0.0214723	0.0253768	0.0364735	0.0913855	0.0577877	0.214581	0.263964	0.0610842	0.031558	0.416814	0.0119989	0.248884	0.231471	0.16146	0.358185	3.09804
1180	0	-14507.4	-14529	21.5353	0.135608	0.101274	0.103083	0.116948	0.127659	0.0652184	0.0959271	0.0644619	0.0951335	0.165631	0.0912501	0.0647403	0.0844916	0.106478	0.104087	0.110381	0.136461	0.0936174	0.107964	0.0707516	0.0869557	0.0808609	0.14562	0.0343193	0.0361705	0.0290721	0.00680637	0.0403558	0.0242943	0.0176631	0.0393605	0.0169325	0.046642	0.0256724	0.0354209	0.0605812	0.0503652	0.0150047	0.0296517	0.0385543	0.0195754	0.0314259	0.0408301	0.212312	0.302695	0.0621263	0.0298986	0.381145	0.0118235	0.245974	0.22702	0.143508	0.383498	2.9933
1181	1	-14499.5	-14520.7	21.2127	0.113792	0.091299	0.0970613	0.106847	0.115217	0.0745486	0.119988	0.0983221	0.0723427	0.170709	0.0786444	0.0729539	0.0999395	0.091526	0.104325	0.116721	0.122623	0.105112	0.122414	0.0762087	0.0925137	0.0683641	0.167808	0.0275989	0.0227567	0.0252692	0.0131125	0.0491465	0.0302643	0.0197897	0.0347685	0.0202178	0.0506889	0.0302065	0.038936	0.0217117	0.0165969	0.0181952	0.0220489	0.0421978	0.0359613	0.0893368	0.0374791	0.218808	0.272966	0.0537616	0.0308634	0.413147	0.0104545	0.242512	0.23286	0.162319	0.362309	3.025563
1182	0	-14502.2	-14523.6	21.3298	0.130731	0.0946871	0.106344	0.0893071	0.0760776	0.0659372	0.119456	0.0752276	0.0808449	0.200701	0.070512	0.0829138	0.108072	0.0856417	0.0910284	0.135815	0.104368	0.113896	0.125009	0.0842719	0.0791207	0.0685652	0.170807	0.0364791	0.0358822	0.0250142	0.0281611	0.0349792	0.0329736	0.011768	0.0402666	0.0211064	0.0374471	0.0212351	0.032813	0.0934791	0.0382446	0.0187397	0.0152661	0.0399667	0.0293213	0.021363	0.0400125	0.216409	0.302873	0.0537548	0.0368778	0.377302	0.012784	0.247505	0.223615	0.133583	0.395296	3.013854
1183	1	-14501.5	-14522.1	20.6428	0.145324	0.0889642	0.120071	0.110273	0.107296	0.0955692	0.126006	0.0594128	0.0833066	0.18832	0.0741642	0.0760084	0.0768951	0.0911101	0.124345	0.126023	0.135995	0.0990915	0.112546	0.0643283	0.0862612	0.078313	0.166523	0.0233498	0.0153448	0.0137104	0.0284163	0.054932	0.0244562	0.0264069	0.0352537	0.016815	0.0471839	0.0435423	0.0264575	0.0206424	0.0140942	0.0195368	0.0134987	0.0355003	0.0419226	0.105826	0.0395136	0.219054	0.262763	0.056522	0.0268419	0.421858	0.0129616	0.235605	0.237026	0.159538	0.367831	3.08255
1184	0	-14498.3	-14519.4	21.1093	0.133649	0.10619	0.106802	0.0907238	0.0936245	0.0804012	0.124982	0.0659874	0.0901196	0.160808	0.0639236	0.0789868	0.079376	0.122987	0.10373	0.112005	0.129357	0.127629	0.116374	0.0796385	0.0808901	0.0964608	0.162736	0.0388988	0.0406016	0.0211447	0.0306785	0.0451254	0.0157047	0.0222601	0.0399564	0.0136642	0.0407182	0.0239983	0.0265216	0.0813804	0.0485395	0.0187397	0.00957772	0.0394099	0.0274649	0.0118943	0.0322433	0.22223	0.287903	0.0546942	0.0335174	0.394559	0.00709647	0.232729	0.231196	0.152262	0.383813	3.035904
1185	1	-14498.1	-14519.3	21.1854	0.125465	0.10398	0.127453	0.0915291	0.0936012	0.0608402	0.113721	0.0783626	0.0917304	0.175849	0.0656375	0.0832642	0.0822755	0.0960429	0.111753	0.136054	0.13933	0.0935988	0.107628	0.0732423	0.0865646	0.0774576	0.172915	0.0300109	0.0233107	0.0135856	0.0270649	0.0417934	0.0160137	0.0289152	0.0360585	0.0184701	0.0592369	0.0424137	0.0281589	0.0221192	0.0276451	0.0146471	0.0207587	0.0385987	0.0307518	0.0771589	0.0432825	0.217078	0.25337	0.0648196	0.0258938	0.423454	0.0153853	0.251037	0.232633	0.163539	0.352791	3.028289
1186	0	-14499.1	-14520.3	21.2771	0.121633	0.105177	0.103956	0.0984645	0.116295	0.0751113	0.107225	0.052705	0.0798798	0.161598	0.0855219	0.0733999	0.0955475	0.112031	0.0946825	0.136932	0.110742	0.120485	0.116612	0.0790077	0.0771501	0.082127	0.155242	0.0343912	0.0442181	0.029161	0.0166201	0.038533	0.0191705	0.0256105	0.0317307	0.0175	0.0256404	0.0240504	0.0274677	0.0953979	0.0491032	0.0211015	0.0206335	0.0437344	0.0273371	0.0192408	0.046954	0.225781	0.29257	0.0524853	0.0279771	0.392168	0.00901939	0.250301	0.215604	0.144099	0.389996	3.019122
1187	1	-14501.5	-14522.1	20.6435	0.117528	0.085494	0.108879	0.103107	0.0942788	0.0687414	0.132564	0.0742522	0.0917304	0.191914	0.0910511	0.0632243	0.087812	0.115791	0.0944813	0.128382	0.132715	0.105139	0.124358	0.0934091	0.0901205	0.0899457	0.14837	0.0188805	0.0142322	0.00779717	0.0373817	0.0545123	0.0169154	0.0241063	0.0432302	0.0261865	0.0529839	0.0360577	0.023499	0.026234	0.0216428	0.0154342	0.0152579	0.0391245	0.0389427	0.0841092	0.0526634	0.218134	0.267731	0.0637601	0.022333	0.416072	0.0119706	0.257001	0.233567	0.159831	0.349601	3.08248
1188	0	-14506.4	-14526.8	20.4604	0.147307	0.120894	0.112495	0.0772794	0.0965289	0.0723845	0.12269	0.0928743	0.0824168	0.196809	0.0866796	0.0768175	0.0872942	0.0949774	0.111783	0.127769	0.107121	0.100076	0.10755	0.0736322	0.094191	0.0953633	0.160395	0.0465243	0.0334704	0.0206017	0.0214362	0.0538706	0.0176935	0.0203746	0.0591673	0.0152856	0.0359248	0.0365272	0.0230525	0.0942501	0.0381089	0.0251256	0.0235032	0.0245555	0.0140557	0.00858806	0.0433444	0.209488	0.288703	0.0559341	0.0317259	0.404493	0.00965565	0.246821	0.230679	0.158807	0.363694	3.100789
1189	1	-14512.7	-14532.2	19.5255	0.138271	0.103973	0.11984	0.0850308	0.0957178	0.073415	0.121345	0.0753086	0.0954918	0.183128	0.0685312	0.0936828	0.113584	0.107208	0.117902	0.144924	0.122343	0.116914	0.102656	0.0898971	0.0742087	0.0889579	0.160625	0.00624816	0.0156727	0.0193406	0.0253939	0.0352853	0.0299765	0.0262409	0.0477966	0.026244	0.0564756	0.0369023	0.0456259	0.0364889	0.0231944	0.0401101	0.0227375	0.0488547	0.030739	0.0877126	0.0402862	0.198863	0.313533	0.0555005	0.0203968	0.403419	0.00828752	0.248722	0.242369	0.14808	0.360829	3.194281
1190	0	-14505.7	-14528	22.2904	0.13146	0.0962235	0.106655	0.0871974	0.0919774	0.0770603	0.117028	0.0668669	0.0803036	0.184059	0.0690495	0.0556016	0.118776	0.101923	0.112977	0.122982	0.124283	0.0873508	0.134135	0.0677575	0.0736239	0.0699133	0.137945	0.0421074	0.0333075	0.022413	0.00675893	0.0412112	0.0290969	0.0171909	0.0442008	0.018431	0.0277951	0.0187851	0.027258	0.0956465	0.0384884	0.0130968	0.0101506	0.0256791	0.03391	0.0194411	0.0376704	0.209229	0.295582	0.058327	0.0286346	0.397362	0.0108657	0.254319	0.223612	0.146981	0.375089	2.917789
1191	1	-14501.6	-14522.1	20.5446	0.132729	0.113244	0.113522	0.0834921	0.0931688	0.0734052	0.112566	0.0762265	0.0831172	0.192164	0.0733918	0.0748122	0.096247	0.0946403	0.111192	0.125416	0.148575	0.116914	0.123136	0.0712887	0.0915431	0.0957911	0.155092	0.0276174	0.0131443	0.0115982	0.0370055	0.0421142	0.0108719	0.0217728	0.0347112	0.0248268	0.0588359	0.0375084	0.0466394	0.0120256	0.0223967	0.0264763	0.0174854	0.0331916	0.0238724	0.08471	0.0538931	0.21772	0.301917	0.0594601	0.028281	0.387006	0.00561561	0.236651	0.236369	0.153514	0.373466	3.09237
1192	0	-14512	-14532.5	20.4711	0.134088	0.0985675	0.100879	0.0911386	0.106291	0.0721295	0.132373	0.0732527	0.0629743	0.203184	0.0718658	0.0833891	0.128998	0.0844206	0.115936	0.144724	0.127286	0.101285	0.129234	0.0697418	0.10075	0.0763897	0.180747	0.0337175	0.0350396	0.0210074	0.00432395	0.0405566	0.0313152	0.0280919	0.0494529	0.0103288	0.0320537	0.025019	0.0180471	0.0772386	0.0338589	0.0377338	0.0146209	0.0335885	0.0294894	0.0268449	0.0277514	0.218087	0.281157	0.0647465	0.022628	0.396598	0.016783	0.221616	0.235285	0.16216	0.380938	3.099723
1193	1	-14501.5	-14521.8	20.3417	0.122967	0.111195	0.101506	0.0986263	0.117973	0.0734052	0.127277	0.0879691	0.0765095	0.177151	0.0614664	0.0687087	0.0907667	0.0946403	0.120079	0.128955	0.13345	0.114593	0.136108	0.0793256	0.0920518	0.0836213	0.161444	0.0282287	0.0107693	0.0131091	0.0275369	0.0441178	0.026472	0.0198738	0.0479617	0.0181548	0.0459031	0.039268	0.0350546	0.0167787	0.0169666	0.0191074	0.0150451	0.0651998	0.0406992	0.083425	0.0392066	0.211038	0.266725	0.0605408	0.0319603	0.412018	0.0177177	0.266665	0.231017	0.155111	0.347207	3.112666
1194	0	-14508.8	-14530.2	21.3912	0.104265	0.0997221	0.120848	0.0966394	0.101154	0.0637412	0.115979	0.105844	0.0877364	0.171822	0.0613393	0.0746882	0.101118	0.104332	0.0984564	0.119319	0.123696	0.105507	0.127853	0.0764283	0.0607986	0.0846821	0.170697	0.0384674	0.0335643	0.032982	0.00981741	0.0626333	0.0180628	0.0106403	0.0346353	0.0285865	0.0317536	0.0169873	0.0247802	0.0772386	0.0497156	0.0251788	0.0145267	0.029195	0.02432	0.0203037	0.0476554	0.223244	0.286502	0.047945	0.0278793	0.401779	0.0126504	0.228298	0.22906	0.162161	0.380481	3.007709
1195	1	-14498.9	-14520	21.1247	0.122627	0.0954373	0.0904425	0.10273	0.11223	0.0697992	0.134897	0.0762017	0.083294	0.164472	0.0723316	0.0762902	0.101086	0.0949969	0.122696	0.134331	0.140763	0.105827	0.109189	0.0941208	0.117889	0.0869414	0.146269	0.0181839	0.0179878	0.0173375	0.0305572	0.0264097	0.0204089	0.0168756	0.0481307	0.0170723	0.0428221	0.0294412	0.0326437	0.0245452	0.00919639	0.0183767	0.0153378	0.0379644	0.0387474	0.078486	0.0389768	0.223093	0.27718	0.050048	0.0289821	0.403306	0.0173907	0.240834	0.219889	0.155414	0.383862	3.034362
1196	0	-14506.4	-14527	20.5954	0.126512	0.0992238	0.0886311	0.108683	0.0962418	0.0819925	0.141772	0.065125	0.112732	0.193134	0.0773467	0.0776072	0.10535	0.12145	0.102012	0.111914	0.116554	0.126482	0.109373	0.0748455	0.0831983	0.0749337	0.128849	0.0362966	0.0498359	0.0289439	0.0088551	0.0445387	0.0271912	0.0210827	0.0537483	0.0175197	0.040204	0.0314757	0.0213091	0.0716414	0.0424173	0.0149256	0.0208949	0.0320703	0.0323866	0.0295783	0.0384176	0.216764	0.284306	0.0559326	0.0258476	0.398918	0.0182312	0.236949	0.241222	0.150793	0.371036	3.087294
1197	1	-14502.3	-14523.6	21.3706	0.115303	0.116563	0.102751	0.0966292	0.112422	0.0737623	0.118051	0.0716776	0.0972412	0.175829	0.0868606	0.0651697	0.0984223	0.0987692	0.0880226	0.132982	0.130437	0.101812	0.108351	0.0639833	0.0779911	0.0669932	0.182987	0.0225744	0.0179878	0.0142533	0.0453357	0.0313304	0.0267453	0.0183059	0.0337875	0.0116335	0.0514901	0.0380273	0.0227125	0.0167796	0.0177592	0.00708235	0.0204706	0.0498613	0.0408883	0.0907789	0.0489643	0.222305	0.286505	0.0602742	0.0276529	0.389784	0.0134787	0.236578	0.234425	0.152085	0.376912	3.009776
1198	0	-14502.6	-14523.8	21.2107	0.131148	0.0933981	0.106066	0.0945366	0.106128	0.0572247	0.125391	0.0708685	0.0695079	0.174049	0.0820197	0.067382	0.103028	0.0855547	0.101933	0.135246	0.14435	0.111625	0.11844	0.0770831	0.0786092	0.0788273	0.179142	0.0318959	0.0318847	0.0218085	0.02136	0.043595	0.0145277	0.0118685	0.0430461	0.0167813	0.0304601	0.0159692	0.042369	0.0853265	0.0385036	0.0186105	0.028448	0.0378663	0.0220165	0.0290754	0.0487899	0.208733	0.285643	0.0548454	0.0298189	0.410295	0.0106653	0.258834	0.222566	0.15812	0.36048	3.025761
1199	1	-14502.8	-14524.7	21.8895	0.121431	0.109009	0.0966287	0.0765228	0.0804259	0.0619656	0.103472	0.0750777	0.0818781	0.158921	0.086689	0.0856704	0.0920224	0.103545	0.105019	0.109595	0.144637	0.109191	0.113874	0.0676918	0.0918163	0.085981	0.175	0.0216869	0.0229958	0.0113195	0.0402744	0.0524591	0.0144195	0.0216293	0.0412157	0.0181288	0.0500336	0.0280009	0.031312	0.0367525	0.0142258	0.0240117	0.0172241	0.0389036	0.032901	0.0717192	0.0326016	0.222374	0.272499	0.0597593	0.0266027	0.405875	0.0128904	0.225265	0.23029	0.168712	0.375733	2.95788
1200	0	-14509.2	-14529.7	20.4911	0.115228	0.101672	0.0928349	0.126089	0.090014	0.0794502	0.122629	0.0736808	0.0779538	0.150239	0.081697	0.06314	0.106747	0.125706	0.13446	0.12935	0.124652	0.100632	0.136115	0.0757515	0.09409	0.100755	0.145806	0.0501848	0.0368556	0.0353772	0.02136	0.0331431	0.0129243	0.0215477	0.0312234	0.0352603	0.0242122	0.0174944	0.020349	0.0923147	0.0459359	0.0244349	0.0191687	0.036895	0.0290548	0.0113737	0.0499251	0.209547	0.287916	0.0639321	0.0232509	0.402156	0.0131974	0.240047	0.236535	0.150581	0.372837	3.097726
1201	1	-14503.2	-14525.6	22.4602	0.114281	0.102763	0.0981932	0.095274	0.0836859	0.0757678	0.11532	0.0634386	0.0812699	0.206641	0.0639637	0.0632819	0.0809825	0.0888977	0.10457	0.12352	0.133847	0.0881109	0.112156	0.0840608	0.0777583	0.0669884	0.154843	0.0218767	0.0103638	0.016918	0.0187446	0.0479971	0.0286447	0.0280427	0.0399339	0.0255175	0.0471664	0.0350243	0.0367133	0.0199027	0.00882862	0.0128541	0.0185515	0.0487791	0.0325457	0.0790723	0.0437219	0.213697	0.295161	0.057036	0.0316911	0.388607	0.0138071	0.234422	0.214604	0.148399	0.402575	2.900813
1202	0	-14504.1	-14526.9	22.7823	0.100544	0.109039	0.103196	0.104172	0.0892731	0.064961	0.112783	0.0715874	0.0985596	0.141159	0.0708185	0.0791808	0.0965043	0.0951089	0.109546	0.124003	0.124652	0.104725	0.114401	0.0722757	0.0706943	0.0719817	0.148386	0.0360858	0.0320732	0.0355434	0.0134462	0.048227	0.0227177	0.0112123	0.0308592	0.0156581	0.0354647	0.0166737	0.0347134	0.0554324	0.0382068	0.0300261	0.0130929	0.0280873	0.0228897	0.0254445	0.0451937	0.236699	0.281338	0.0484844	0.0255959	0.401078	0.00680492	0.224275	0.231859	0.154934	0.388932	2.8686
1203	1	-14497.8	-14519.3	21.4666	0.114716	0.109143	0.0996322	0.0891953	0.0922801	0.0728056	0.104543	0.0726103	0.0886367	0.166019	0.0695243	0.0802179	0.110526	0.10373	0.0950398	0.133373	0.143156	0.127651	0.11451	0.0762142	0.0844882	0.087555	0.156576	0.0176242	0.0266287	0.0114007	0.0355855	0.0427366	0.0165284	0.0343914	0.0346664	0.0242731	0.0417833	0.0314086	0.0361616	0.0252574	0.0146793	0.0247691	0.0127387	0.0397357	0.0178195	0.0915516	0.0282906	0.233879	0.267436	0.0608116	0.0307512	0.397096	0.0100262	0.229576	0.229614	0.157431	0.383378	3.000173
1204	0	-14508.9	-14530	21.0735	0.127113	0.0803981	0.130993	0.0961543	0.0913154	0.0664926	0.118823	0.0677114	0.07083	0.17135	0.0676429	0.079514	0.0899628	0.111502	0.102584	0.120541	0.107434	0.104725	0.122606	0.086839	0.101899	0.0779895	0.171032	0.0597178	0.0439158	0.0261836	0.0180605	0.0581843	0.0305066	0.00987085	0.0385909	0.0133565	0.0235032	0.0165871	0.0134095	0.0827534	0.0442673	0.034363	0.0239651	0.0378635	0.0286752	0.0200121	0.0502471	0.215446	0.270475	0.0632678	0.0298308	0.410031	0.0109495	0.240751	0.215893	0.163443	0.379913	3.039485
1205	1	-14499.3	-14519.9	20.5776	0.125899	0.0936428	0.111843	0.0891953	0.106677	0.0784664	0.108997	0.0648466	0.0984032	0.187787	0.0795894	0.0815742	0.0948234	0.113341	0.122704	0.128332	0.127319	0.103505	0.12126	0.0794097	0.0830285	0.0764689	0.15787	0.0259808	0.0175217	0.00656354	0.0281361	0.0611061	0.0338756	0.0198168	0.0519766	0.0214356	0.0513901	0.0520649	0.0302135	0.0195231	0.0127431	0.0168091	0.0234282	0.0345523	0.0327312	0.0872507	0.0269675	0.225785	0.270214	0.0601957	0.0264978	0.405229	0.012078	0.242335	0.228324	0.164644	0.364697	3.089068
1206	0	-14500.2	-14521	20.8702	0.136764	0.102253	0.106244	0.101116	0.107873	0.0780562	0.109104	0.0743163	0.106673	0.184773	0.0738303	0.0748701	0.082993	0.0898649	0.095909	0.1111	0.127185	0.124219	0.128497	0.0650945	0.066875	0.0940501	0.152665	0.0486032	0.0333956	0.0252258	0.013082	0.0476589	0.0263811	0.0202591	0.046346	0.0175696	0.0367014	0.0373094	0.028535	0.0776959	0.0375243	0.0143905	0.0323532	0.0329268	0.0271638	0.0240757	0.0382888	0.227566	0.283874	0.0603519	0.0254594	0.391133	0.0116152	0.237276	0.228417	0.159878	0.374429	3.059809
1207	1	-14501.9	-14522	20.1247	0.129026	0.104826	0.0999137	0.107358	0.0955628	0.0681726	0.120355	0.0790716	0.0789612	0.182606	0.0733951	0.0836954	0.0873944	0.110331	0.105415	0.119132	0.127162	0.112051	0.120171	0.0902108	0.0785452	0.0835482	0.183061	0.0290231	0.019023	0.00353653	0.0313189	0.0323249	0.0254879	0.0332551	0.0371135	0.0225984	0.0505784	0.048894	0.0445158	0.0231444	0.020441	0.0211299	0.0282521	0.0488626	0.0209647	0.112005	0.041932	0.231688	0.268848	0.0582163	0.0241847	0.402228	0.0148349	0.228139	0.240733	0.15703	0.374099	3.134367
1208	0	-14514.8	-14536.2	21.3899	0.104869	0.107107	0.0985749	0.0984266	0.0970263	0.063426	0.113226	0.0949455	0.086635	0.158829	0.0671594	0.0712917	0.0751067	0.0867303	0.128263	0.115419	0.0975091	0.112346	0.121967	0.0835813	0.100605	0.0890456	0.161649	0.0403874	0.0404062	0.0232622	0.017556	0.0383962	0.0244595	0.0165907	0.0667776	0.0256035	0.0282471	0.0251612	0.0211954	0.0775536	0.0347944	0.0250212	0.0220779	0.0284852	0.0491556	0.0168758	0.0521014	0.236968	0.2734	0.0619122	0.0232555	0.393781	0.0106827	0.235142	0.234331	0.162656	0.367872	3.007847
1209	1	-14498.4	-14518.8	20.3997	0.120315	0.116657	0.111642	0.115795	0.103931	0.071444	0.126585	0.0606118	0.0798927	0.176697	0.0825849	0.0917382	0.0956677	0.0846148	0.117967	0.120758	0.13249	0.11332	0.125068	0.0648207	0.104089	0.0987785	0.167723	0.00629045	0.0141936	0.0187969	0.034403	0.0439037	0.0302905	0.0316774	0.0354019	0.0213336	0.0400154	0.0429846	0.0300332	0.0255214	0.00998084	0.0151661	0.0167252	0.0479555	0.0315172	0.085328	0.0421563	0.221263	0.260282	0.057893	0.0255368	0.422353	0.0126719	0.242136	0.230292	0.165776	0.361796	3.106866
1210	0	-14505.8	-14526.9	21.1351	0.112206	0.100371	0.1125	0.0985447	0.103346	0.0666516	0.112143	0.0866566	0.0901838	0.148442	0.0836448	0.075547	0.0843892	0.0928757	0.104372	0.132174	0.122913	0.109467	0.128587	0.0654453	0.112888	0.0790779	0.147883	0.0371317	0.0356145	0.0273766	0.0241064	0.0334438	0.0160379	0.013744	0.0561732	0.0268609	0.0496777	0.0106246	0.0216401	0.0795426	0.0401663	0.0416566	0.0149306	0.0401701	0.0314157	0.017098	0.0455996	0.236766	0.260532	0.0616402	0.0237393	0.400875	0.0164474	0.243486	0.227464	0.160318	0.368733	3.033319
1211	1	-14504.9	-14526.5	21.6481	0.149374	0.103573	0.101465	0.0900932	0.102884	0.0798094	0.11661	0.089446	0.0722004	0.168034	0.0920252	0.0711261	0.0956677	0.0876659	0.123248	0.113495	0.1186	0.10893	0.107502	0.0813647	0.0886882	0.0679014	0.16929	0.00629045	0.0183035	0.025218	0.0256775	0.0380627	0.0204036	0.0213873	0.0437877	0.0178249	0.0435436	0.0405405	0.0435244	0.029093	0.00953741	0.00832125	0.0199771	0.0481962	0.0173501	0.0723833	0.0336045	0.211704	0.276526	0.061909	0.0300056	0.408869	0.0109865	0.240512	0.227707	0.165221	0.36656	2.982021
1212	0	-14500.7	-14521.4	20.6796	0.118581	0.0979046	0.0947257	0.0765503	0.0965356	0.0858554	0.114913	0.0646049	0.0896118	0.169244	0.0778177	0.0776047	0.105009	0.107572	0.126522	0.133586	0.144696	0.098957	0.130762	0.0795123	0.0857414	0.0689871	0.173028	0.0401249	0.0425746	0.0278317	0.0200915	0.057653	0.0214084	0.0067133	0.0292425	0.0114061	0.0434521	0.0255207	0.0256078	0.0795426	0.049229	0.0330389	0.00883773	0.0339125	0.028996	0.0231519	0.0522112	0.220055	0.292308	0.0595774	0.0217475	0.393991	0.0123215	0.255281	0.227759	0.144143	0.372818	3.078868
1213	1	-14506.7	-14527.6	20.917	0.113501	0.121914	0.0940158	0.0992438	0.110593	0.0805685	0.108152	0.0808959	0.0833426	0.172011	0.0813858	0.0838543	0.0883416	0.0936102	0.1034	0.129015	0.125161	0.124002	0.12622	0.0822833	0.0789846	0.102103	0.158172	0.0184937	0.0246028	0.0207702	0.0279027	0.030847	0.0127785	0.0158212	0.062963	0.0296329	0.0541697	0.0328524	0.0447723	0.0182435	0.0103225	0.0229138	0.0229777	0.0311257	0.027333	0.0670519	0.0387925	0.201738	0.305894	0.0632652	0.0311451	0.390296	0.00766222	0.238601	0.240485	0.144037	0.376877	3.055137
