Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
8620	-13154.6	-13118.9	-35.6862	0.5700507	0.29674	0.157753	0.1937	0.135761	0.160794	0.136875	0.260465	0.153727	0.156199	0.342147	0.118903	0.13143	0.174072	0.289285	0.235367	0.348704	0.240233	0.173676	0.304788	0.0863204	0.23085	0.129585	0.53149	0.0526708	0.277169	0.0648159	0.0199319	0.191999	0.0222499	0.193725	0.00620708	0.108277	0.0727155	0.0330271	0.0259334	0.162739	0.0646548	0.26019	0.0219938	0.0848061	0.14015	0.0307575	0.0505059	0.0309451	0.442908	0.0326605	0.0260359	0.391529	0.0759219	0.0469958	0.295209	0.865235	2.79256	0.365715	0.365874	0.0574853	0.210925	0.336189	6.873383
8630	-13147.9	-13108.8	-39.0163	0.9257635	0.320456	0.172751	0.169032	0.148272	0.149614	0.125986	0.280773	0.147991	0.138509	0.356626	0.125569	0.186777	0.306482	0.193282	0.213048	0.38136	0.256639	0.257016	0.276918	0.0990435	0.226086	0.0961324	0.523526	0.113315	0.211047	0.0954349	0.0125921	0.189134	0.0596117	0.217762	0.0188157	0.0590636	0.0675705	0.0402615	0.0836268	0.27506	0.0633714	0.244536	0.0252619	0.0914361	0.0575878	0.0415526	0.0874658	0.0325615	0.402671	0.048391	0.025721	0.417719	0.0729359	0.121914	0.453242	0.986521	2.43832	0.346297	0.37459	0.0614939	0.21762	0.3807395	7.206396
8640	-13144.5	-13105.2	-39.2463	0.7803969	0.271628	0.136543	0.216508	0.162949	0.186976	0.173061	0.236858	0.229958	0.197569	0.370397	0.0762504	0.174884	0.218053	0.232128	0.251623	0.325037	0.340925	0.207193	0.256411	0.121902	0.206512	0.105563	0.633432	0.0820176	0.210205	0.0846596	0.0162601	0.144608	0.0874088	0.201607	0.037925	0.0384568	0.0643432	0.029493	0.0403354	0.181581	0.0633714	0.323541	0.00883677	0.0875378	0.0988632	0.0415526	0.0544273	0.0301157	0.353909	0.0604485	0.0274256	0.476689	0.0514123	0.0913811	0.39912	0.951372	2.55813	0.341883	0.381313	0.0672238	0.20958	0.363909	7.229392
8650	-13146.4	-13101.9	-44.5609	0.6651455	0.3251	0.178707	0.216234	0.158356	0.257181	0.216156	0.19726	0.189336	0.1643	0.43098	0.159633	0.137964	0.249776	0.260973	0.247641	0.403634	0.27695	0.255807	0.303864	0.0859902	0.199495	0.120577	0.537573	0.0831636	0.30665	0.0873503	0.0433129	0.21518	0.0806445	0.166368	0.0270409	0.0742071	0.0572916	0.0948578	0.0658897	0.228961	0.0311603	0.205008	0.0232031	0.161876	0.089646	0.0844369	0.0611172	0.0260426	0.371717	0.057425	0.026957	0.486065	0.0317925	0.0667646	0.34661	0.911234	2.67539	0.369302	0.359043	0.0620746	0.20958	0.3056928	7.760853
8660	-13150.8	-13109	-41.7701	0.6294772	0.372998	0.150111	0.191976	0.142315	0.246369	0.180847	0.245833	0.18927	0.124912	0.36533	0.168953	0.115296	0.245432	0.295629	0.245149	0.325364	0.364115	0.209954	0.267862	0.0911828	0.143741	0.128439	0.573874	0.059774	0.168606	0.0797409	0.0482538	0.160366	0.0444919	0.16121	0.0783879	0.120839	0.0893584	0.0259355	0.0974723	0.226267	0.109808	0.258181	0.0541562	0.0932989	0.153811	0.00214949	0.0647199	0.0277592	0.39341	0.04881	0.0402262	0.464421	0.0253736	0.0592391	0.328266	0.895643	2.71685	0.351775	0.369359	0.061444	0.217421	0.3253554	7.481779
8670	-13158.9	-13116.7	-42.1767	0.7305699	0.26865	0.143213	0.173366	0.172153	0.201383	0.191076	0.19855	0.17296	0.221678	0.408534	0.143379	0.163841	0.280448	0.322948	0.214833	0.384368	0.363205	0.281203	0.261305	0.0965095	0.228341	0.126653	0.476217	0.0757467	0.201177	0.0288666	0.0304977	0.160366	0.0982633	0.218014	0.0433194	0.119976	0.0663032	0.0848239	0.0490307	0.260575	0.0448395	0.23455	0.00488258	0.114751	0.148697	0.00616995	0.0367686	0.0301225	0.385814	0.0548247	0.0240342	0.46325	0.0419543	0.0807263	0.377604	0.93569	2.60598	0.351845	0.377361	0.0632266	0.207567	0.3358723	7.522434
8680	-13153.5	-13109.9	-43.5551	0.7864004	0.307422	0.179846	0.246461	0.183588	0.348428	0.0829858	0.343627	0.200856	0.138807	0.412899	0.167033	0.136286	0.315783	0.239627	0.22894	0.29812	0.357846	0.2698	0.257754	0.0878553	0.153284	0.126746	0.505331	0.101947	0.170229	0.0674846	0.0744398	0.177511	0.161477	0.158814	0.0553892	0.0530248	0.0564223	0.0505728	0.0590127	0.323484	0.0196498	0.229919	0.00522597	0.143552	0.0988264	0.0323825	0.0315815	0.0280226	0.368332	0.0457382	0.0293001	0.485146	0.043461	0.0926617	0.401601	0.953114	2.55262	0.367438	0.358387	0.0659401	0.208235	0.3670162	7.660271
8690	-13151.7	-13114.9	-36.8365	0.7769621	0.348922	0.136874	0.160464	0.175323	0.230263	0.171092	0.224197	0.155765	0.133652	0.442148	0.104671	0.120208	0.216008	0.235143	0.211716	0.366931	0.240872	0.250311	0.220237	0.114993	0.185762	0.128051	0.566089	0.103124	0.250467	0.0663479	0.0146188	0.103815	0.0758309	0.20612	0.0677921	0.0736994	0.0625914	0.0279456	0.0813269	0.152795	0.0359681	0.220009	0.00936911	0.0314787	0.164325	0.0404607	0.060638	0.0331395	0.311634	0.0476909	0.0166298	0.545399	0.0455069	0.0906479	0.397691	0.950361	2.5613	0.386533	0.345558	0.0709518	0.196957	0.3745668	6.988415
8700	-13151	-13118.7	-32.2506	0.8397345	0.290038	0.207464	0.204499	0.143072	0.213742	0.130606	0.297665	0.140167	0.130785	0.31533	0.161284	0.105519	0.186532	0.223842	0.173469	0.358711	0.215204	0.204027	0.183784	0.0601284	0.165164	0.108906	0.453868	0.0392383	0.179581	0.0706844	0.021899	0.122276	0.0439105	0.141756	0.0260646	0.0970968	0.0417051	0.0491162	0.0432416	0.280252	0.0525473	0.260211	0.0412999	0.117793	0.101085	0.0666795	0.0595828	0.0338797	0.352878	0.0626701	0.022291	0.484581	0.0437002	0.103981	0.422653	0.967385	2.50598	0.354703	0.361806	0.0745412	0.208949	0.3906464	6.529828
8710	-13152.7	-13111.9	-40.8652	0.7410991	0.356692	0.117846	0.214955	0.137182	0.246151	0.190732	0.296139	0.152609	0.151005	0.491429	0.136238	0.114801	0.18976	0.23321	0.244824	0.29701	0.319279	0.219053	0.234276	0.0904287	0.17533	0.162244	0.612798	0.0944312	0.22942	0.109698	0.0163777	0.201138	0.0619979	0.202805	0.019179	0.0853755	0.0833557	0.0275969	0.0582313	0.267985	0.00402354	0.223719	0.0278772	0.0788938	0.0745507	0.0343973	0.106238	0.034332	0.323705	0.0616837	0.0229277	0.516482	0.0408693	0.0829798	0.382293	0.939196	2.59553	0.361148	0.374906	0.0699562	0.19399	0.3578785	7.391281
8720	-13150.5	-13114.3	-36.1852	0.9101591	0.322496	0.154994	0.202376	0.0998189	0.165178	0.179191	0.270069	0.133061	0.172305	0.445525	0.14468	0.162994	0.260488	0.26646	0.259022	0.341389	0.280544	0.209107	0.24238	0.109187	0.212541	0.122162	0.544517	0.0560736	0.226411	0.0688274	0.0159218	0.0956454	0.0750463	0.161227	0.0978595	0.0871138	0.031862	0.0318241	0.0306452	0.201733	0.00228443	0.15029	0.00152604	0.0858659	0.0694024	0.0575759	0.0756626	0.0323517	0.355952	0.0529485	0.0297966	0.491072	0.0378788	0.118698	0.447976	0.983358	2.44997	0.346744	0.367304	0.0678325	0.218119	0.4013654	6.923284
8730	-13137	-13099.8	-37.2499	0.9012906	0.304512	0.143499	0.257625	0.147425	0.236095	0.130028	0.251422	0.16255	0.158827	0.330154	0.151043	0.16462	0.252783	0.256458	0.245557	0.326895	0.294192	0.222518	0.238526	0.0839502	0.19432	0.108923	0.550746	0.0469874	0.247507	0.0502863	0.0529094	0.121137	0.0849949	0.134001	0.0416123	0.0755902	0.0684424	0.049317	0.0573553	0.304972	0.0377977	0.200895	0.00186852	0.118062	0.0692196	0.00521856	0.048915	0.0313836	0.355015	0.0593317	0.0249488	0.481577	0.0477438	0.116862	0.44493	0.981504	2.4567	0.348383	0.370894	0.0662847	0.214438	0.38257	7.029759
8740	-13139.4	-13106.2	-33.2423	0.8496196	0.354726	0.120106	0.170894	0.143857	0.169951	0.187804	0.220448	0.119844	0.146925	0.394774	0.122764	0.151884	0.188852	0.256458	0.207901	0.308721	0.248099	0.250104	0.244761	0.0892486	0.190759	0.0989636	0.515945	0.0623854	0.167429	0.0744771	0.0153056	0.144936	0.0943016	0.15576	0.00678468	0.0559521	0.0617346	0.023311	0.0483805	0.278904	0.0336423	0.16737	0.0179747	0.0931262	0.135816	0.0233514	0.0642658	0.0332916	0.310891	0.0581301	0.0263585	0.536665	0.0346635	0.106065	0.42637	0.969809	2.49776	0.380132	0.352369	0.0734718	0.194028	0.3662339	6.628999
8750	-13145.9	-13111.3	-34.6231	0.854228	0.319279	0.0960645	0.168799	0.148389	0.201745	0.165441	0.206572	0.12776	0.174537	0.349559	0.114963	0.150014	0.34195	0.255743	0.176554	0.334479	0.253813	0.20686	0.207775	0.11953	0.127512	0.112237	0.627257	0.0679822	0.188976	0.0673111	0.00489549	0.214918	0.100298	0.156407	0.031876	0.0503039	0.0742683	0.0342571	0.0872242	0.232447	0.0286381	0.194736	0.0158389	0.0970895	0.0527918	0.0157237	0.0642658	0.0338006	0.301224	0.0559937	0.0314108	0.541574	0.0359965	0.107035	0.428084	0.970918	2.49396	0.378531	0.345583	0.0729388	0.202947	0.3457652	6.767077
8760	-13140.6	-13109.5	-31.1303	0.9693411	0.364595	0.181177	0.186087	0.103154	0.226732	0.137622	0.188455	0.132249	0.140291	0.305216	0.16363	0.108046	0.213897	0.206831	0.213297	0.344456	0.294567	0.209354	0.25047	0.11953	0.127863	0.0957179	0.482913	0.0371214	0.224032	0.0485912	0.0380913	0.127168	0.0956055	0.131052	0.0739299	0.0892402	0.056995	0.0526189	0.0566186	0.142692	0.0410277	0.188033	0.0219258	0.0427836	0.0956118	0.0253531	0.0331481	0.0370356	0.293613	0.0681388	0.0228656	0.547603	0.0307435	0.130797	0.467339	0.994728	2.40714	0.351098	0.36072	0.0742574	0.213925	0.3522654	6.41779
8770	-13148.4	-13110.9	-37.4667	0.9279638	0.291889	0.166677	0.19666	0.160257	0.244827	0.155078	0.307052	0.178406	0.161613	0.329255	0.200927	0.157438	0.219875	0.176204	0.227211	0.438947	0.314288	0.226971	0.25232	0.107548	0.13004	0.109982	0.466688	0.0658967	0.212104	0.066613	0.0458651	0.135156	0.092175	0.126542	0.0162003	0.0899618	0.0864362	0.0456969	0.0874226	0.200412	0.0664418	0.191138	0.0304331	0.104582	0.0809352	0.0170946	0.07018	0.0326914	0.263785	0.0730269	0.00842716	0.572455	0.049615	0.122366	0.453975	0.986957	2.4367	0.359129	0.354505	0.0829846	0.203381	0.3692552	7.051439
8780	-13151.7	-13116	-35.6551	0.7440985	0.331768	0.13118	0.241895	0.148811	0.197216	0.125621	0.298677	0.150526	0.117075	0.369504	0.111696	0.157422	0.185298	0.239711	0.177944	0.364543	0.280952	0.244196	0.275858	0.125994	0.160654	0.119718	0.529265	0.144191	0.286413	0.0901101	0.0139666	0.123404	0.102902	0.0781025	0.0381092	0.0439492	0.0604973	0.0391336	0.05316	0.157381	0.0531349	0.149186	0.0534944	0.126465	0.092092	0.0175753	0.0614869	0.027135	0.324269	0.0617833	0.0146871	0.52318	0.0489456	0.0836217	0.383615	0.940175	2.59259	0.36694	0.355356	0.0734227	0.204281	0.3499147	6.870277
8790	-13148.9	-13111.8	-37.1163	0.6889539	0.303459	0.116866	0.207695	0.124877	0.205513	0.129595	0.218241	0.118512	0.182488	0.434336	0.101156	0.158136	0.262451	0.267732	0.188207	0.401647	0.314955	0.249221	0.241421	0.0890719	0.173793	0.0677458	0.542813	0.067344	0.253478	0.0629751	0.0320761	0.11096	0.101107	0.168703	0.0328664	0.13473	0.0640075	0.0526257	0.0375362	0.306941	0.029628	0.171158	0.0383417	0.0882853	0.0773769	0.0140435	0.0722817	0.0297645	0.329996	0.0608682	0.0253636	0.508598	0.0454095	0.0718305	0.358271	0.920705	2.64919	0.362905	0.364735	0.0748962	0.197464	0.3271257	7.016397
8800	-13157.7	-13118.1	-39.6151	0.7151452	0.323435	0.13681	0.243516	0.117889	0.190126	0.115886	0.253475	0.174702	0.183593	0.411555	0.0998213	0.130445	0.216623	0.336501	0.19179	0.42124	0.280963	0.249446	0.204423	0.0899885	0.183089	0.117889	0.605115	0.069451	0.194809	0.0861419	0.0161941	0.205185	0.112337	0.157267	0.0178677	0.0188485	0.0650345	0.0480375	0.0584249	0.258496	0.0419892	0.263452	0.0234556	0.091222	0.130188	0.0606162	0.0689363	0.0239746	0.312921	0.0504313	0.0251248	0.541991	0.0455576	0.0774258	0.370589	0.930354	2.62163	0.394299	0.336327	0.0712885	0.198085	0.3924656	7.266274
8810	-13163.2	-13109	-54.1902	0.6585865	0.356811	0.248592	0.245166	0.183132	0.234531	0.194319	0.323275	0.198876	0.250016	0.458237	0.123918	0.2139	0.318922	0.304343	0.274537	0.51883	0.345451	0.24671	0.262049	0.118537	0.200344	0.146378	0.614674	0.114798	0.21275	0.124415	0.0157497	0.236735	0.0776497	0.216757	0.0129308	0.0811713	0.0735439	0.0362155	0.040099	0.338514	0.0709277	0.298585	0.0826803	0.0299382	0.106032	0.0536905	0.119058	0.0265006	0.28952	0.0568686	0.0241854	0.561522	0.0414035	0.065374	0.343317	0.908499	2.68281	0.359503	0.369166	0.0732221	0.198109	0.336878	8.723788
8820	-13153.4	-13108.4	-45.076	0.6986516	0.317125	0.202715	0.246395	0.1647	0.248377	0.146796	0.223094	0.193873	0.130729	0.402703	0.125245	0.130474	0.282925	0.349021	0.212756	0.411822	0.306464	0.237085	0.257116	0.124224	0.20675	0.169581	0.671719	0.078839	0.224707	0.0589525	0.0344294	0.21423	0.0555665	0.208609	0.0683146	0.0619248	0.0554685	0.0275809	0.0573914	0.266768	0.0957671	0.263565	0.0234133	0.0538482	0.106032	0.0193632	0.0759084	0.0298506	0.302302	0.0643794	0.0241247	0.527494	0.0518493	0.0739003	0.362893	0.924368	2.63884	0.359	0.357446	0.0790596	0.204494	0.3486446	7.812368
8830	-13149.8	-13106.7	-43.0924	0.9057545	0.391076	0.159233	0.213601	0.144947	0.244691	0.133625	0.223786	0.169674	0.138322	0.34427	0.107137	0.152553	0.297579	0.264222	0.174726	0.392302	0.309695	0.260015	0.261378	0.086666	0.187094	0.106174	0.577951	0.0710386	0.292026	0.0964258	0.0315498	0.160601	0.0469316	0.246281	0.0779442	0.116672	0.0358471	0.0412927	0.124283	0.234492	0.0165342	0.309741	0.0324063	0.0795663	0.142638	0.0373506	0.0796651	0.036623	0.335402	0.0521371	0.0304196	0.503476	0.0419424	0.117787	0.446469	0.982442	2.4533	0.344007	0.365108	0.0736168	0.217268	0.3486446	7.614003
8840	-13150.3	-13112.3	-38.0052	0.8566539	0.338445	0.130306	0.170489	0.206337	0.259465	0.193205	0.217999	0.186022	0.126424	0.302113	0.108545	0.138284	0.286034	0.252618	0.267004	0.303025	0.303559	0.241339	0.190243	0.118277	0.149224	0.110479	0.575251	0.0771124	0.246717	0.100307	0.0180082	0.185646	0.0265932	0.152728	0.0294358	0.0660404	0.0695409	0.0412927	0.0287744	0.290157	0.0448036	0.20194	0.046826	0.105372	0.0803739	0.0232637	0.0956705	0.038528	0.324084	0.0521704	0.0184347	0.521832	0.0449508	0.107544	0.428981	0.971496	2.49198	0.342689	0.376191	0.0683146	0.212805	0.3737417	7.10529
8850	-13148	-13108.7	-39.2954	0.7184933	0.30746	0.148905	0.233634	0.151048	0.246855	0.134219	0.287525	0.181856	0.114386	0.382812	0.108545	0.16676	0.234419	0.224493	0.242281	0.415493	0.29724	0.205938	0.237882	0.116878	0.177468	0.0794624	0.55804	0.0402096	0.254404	0.111719	0.00585304	0.224073	0.105312	0.174717	0.0222235	0.0316201	0.0835163	0.0239749	0.0692635	0.257241	0.048959	0.210036	0.00542645	0.103212	0.122666	0.0194757	0.0667983	0.0311269	0.324852	0.0555147	0.0296983	0.514319	0.0444892	0.078142	0.372127	0.931533	2.6182	0.364705	0.373269	0.0731886	0.188838	0.3525008	7.234301
8860	-13147.7	-13102.4	-45.2678	0.7812272	0.395416	0.157958	0.197144	0.153898	0.255138	0.205744	0.305481	0.240239	0.146944	0.341584	0.129395	0.122433	0.252019	0.270027	0.20537	0.415493	0.313071	0.234336	0.294778	0.140138	0.181162	0.144958	0.591513	0.0544857	0.27332	0.0844246	0.00856776	0.207807	0.0831257	0.168955	0.052848	0.0413331	0.0655091	0.0574692	0.0247287	0.329545	0.0547487	0.271523	0.0326028	0.104951	0.132803	0.0294703	0.0590897	0.0189012	0.361346	0.0483979	0.029163	0.482148	0.0600432	0.0915582	0.399465	0.951614	2.55736	0.370759	0.35697	0.0644186	0.207853	0.3597364	7.831547
8870	-13149.8	-13105.2	-44.5527	0.5554553	0.328611	0.13287	0.206424	0.145537	0.243873	0.178843	0.28854	0.223104	0.119932	0.395156	0.120932	0.183402	0.23396	0.326852	0.169839	0.434726	0.281819	0.210213	0.278504	0.08498	0.164104	0.168527	0.786958	0.077014	0.27332	0.0674042	0.0125427	0.167471	0.0580127	0.194175	0.0233089	0.0359598	0.106336	0.0353683	0.0814759	0.21138	0.0567908	0.239309	0.0564494	0.0968059	0.102689	0.0960582	0.0604592	0.0230826	0.349355	0.0490179	0.0327246	0.488435	0.0573849	0.0440711	0.286586	0.856773	2.81257	0.371059	0.356227	0.0639507	0.208763	0.3206486	7.760038
8880	-13141.9	-13107.4	-34.5252	0.9265305	0.268938	0.15596	0.181683	0.158663	0.186234	0.166968	0.229762	0.175269	0.159189	0.334809	0.103711	0.114227	0.305449	0.246476	0.195927	0.368123	0.273036	0.181954	0.186273	0.0923464	0.153424	0.116642	0.537249	0.0547699	0.215324	0.0875898	0.0180477	0.130633	0.109613	0.163561	0.0418762	0.0757059	0.0436816	0.0217242	0.0385283	0.28162	0.0552845	0.148608	0.0458072	0.134893	0.0924024	0.0284714	0.0768316	0.0264829	0.381265	0.0570555	0.0276752	0.460351	0.0471701	0.122072	0.453497	0.986673	2.43776	0.353853	0.363558	0.0716503	0.210938	0.3976873	6.757287
8890	-13147.4	-13110	-37.3531	0.9926089	0.278347	0.167365	0.15087	0.145764	0.254929	0.155008	0.319847	0.130619	0.157639	0.336715	0.144211	0.128332	0.257045	0.206365	0.195927	0.31272	0.299165	0.227192	0.224378	0.114512	0.153424	0.142683	0.519195	0.0903269	0.210648	0.0754036	0.0456093	0.140627	0.0398968	0.104552	0.0714907	0.0730116	0.0761919	0.051413	0.0697224	0.269728	0.0552845	0.230168	0.0714562	0.119041	0.0709612	0.0962018	0.0560928	0.0332154	0.335028	0.0515338	0.031947	0.508349	0.0399268	0.135477	0.474519	0.998764	2.39124	0.373319	0.351803	0.0732569	0.201622	0.3860827	7.040077
8900	-13140.7	-13106.7	-33.9704	0.7461906	0.269171	0.116746	0.184941	0.110102	0.21562	0.140394	0.253398	0.219751	0.160374	0.345085	0.108465	0.132381	0.195546	0.236557	0.251616	0.293771	0.255216	0.187786	0.295434	0.120774	0.142506	0.11972	0.508529	0.0829678	0.186878	0.0891153	0.0235398	0.136816	0.0686778	0.200769	0.0289121	0.0370611	0.0483056	0.0388052	0.0664645	0.207801	0.0847154	0.19072	0.0541704	0.1351	0.0635577	0.029497	0.0640516	0.0304525	0.336893	0.0543923	0.0298271	0.497249	0.0511854	0.0840694	0.384533	0.940852	2.59055	0.364809	0.355781	0.0756585	0.203751	0.3474513	6.701806
8910	-13144.7	-13103.9	-40.8579	0.8396678	0.273636	0.167299	0.221541	0.157434	0.239034	0.166308	0.294984	0.14337	0.158614	0.371843	0.103752	0.199031	0.262275	0.287139	0.258405	0.405434	0.298026	0.203832	0.274823	0.107727	0.13947	0.122594	0.596004	0.0788812	0.275091	0.105146	0.0289276	0.135775	0.0865767	0.107755	0.0335958	0.0992416	0.0487893	0.0636575	0.0812444	0.170301	0.0478826	0.162334	0.0358467	0.121163	0.111714	0.0543837	0.0896765	0.0404534	0.355227	0.0404792	0.017083	0.491903	0.0548544	0.103967	0.422627	0.967368	2.50604	0.350005	0.367974	0.066022	0.215999	0.3863024	7.390557
8920	-13144.4	-13098	-46.3842	0.7689843	0.315261	0.150856	0.238917	0.169935	0.230918	0.180178	0.245845	0.173365	0.169352	0.407211	0.144169	0.17375	0.218759	0.342761	0.265855	0.433547	0.382401	0.272227	0.313021	0.092484	0.171862	0.0767571	0.618671	0.0967145	0.219573	0.085903	0.0366303	0.151458	0.0866656	0.175933	0.0909669	0.0560131	0.0525393	0.051302	0.0835545	0.204919	0.106453	0.270369	0.0422638	0.0820864	0.139419	0.0374366	0.0848796	0.0307867	0.350248	0.0450996	0.0187651	0.522709	0.0323915	0.088944	0.394341	0.947976	2.56874	0.367342	0.357877	0.0670732	0.207708	0.3757635	7.943181
8930	-13150.2	-13107.3	-42.9125	0.8160344	0.326128	0.17297	0.192115	0.0956399	0.265553	0.169522	0.267612	0.174154	0.149538	0.482233	0.14482	0.161964	0.276669	0.300431	0.189209	0.34033	0.282985	0.295984	0.262013	0.0637844	0.187265	0.0851354	0.592687	0.0836625	0.2378	0.132332	0.0342735	0.152981	0.0596911	0.189717	0.0458784	0.0627227	0.0623178	0.0431738	0.108367	0.26793	0.0673446	0.16437	0.0661286	0.135115	0.130611	0.0305859	0.0422656	0.0322037	0.339294	0.0529994	0.0302769	0.497656	0.0475702	0.0989659	0.41351	0.961301	2.52622	0.35269	0.371422	0.0705152	0.205373	0.3947812	7.596011
8940	-13145.5	-13110.3	-35.187	0.8853977	0.249738	0.147632	0.16199	0.123731	0.211956	0.192129	0.267612	0.121034	0.168271	0.334591	0.116433	0.156397	0.238003	0.20705	0.239107	0.395077	0.321807	0.253133	0.2026	0.0866624	0.168912	0.101372	0.514786	0.0625625	0.216239	0.10163	0.0285205	0.134973	0.0484895	0.202191	0.00725859	0.0841879	0.0795864	0.0671947	0.0478298	0.11275	0.0506385	0.193477	0.0282224	0.11515	0.0927857	0.0750163	0.0947412	0.0441158	0.35666	0.0557443	0.0261597	0.484526	0.0327939	0.113559	0.439372	0.978073	2.469	0.342993	0.370311	0.0707714	0.215924	0.3541418	6.823468
8950	-13145.1	-13104.7	-40.4344	0.7856315	0.291915	0.188662	0.217704	0.172575	0.243017	0.157492	0.235984	0.147652	0.17927	0.39559	0.165343	0.119462	0.33125	0.210076	0.240657	0.352461	0.286789	0.214704	0.278188	0.12951	0.133972	0.167127	0.579737	0.0581471	0.216526	0.0709672	0.0285205	0.223829	0.0501235	0.183061	0.0223227	0.0670238	0.106038	0.0260141	0.0533618	0.133046	0.0591583	0.277695	0.0207381	0.11515	0.0728752	0.0817497	0.0427149	0.0319312	0.354698	0.0543064	0.0241627	0.484557	0.0503446	0.0924978	0.401284	0.952893	2.55333	0.342301	0.377368	0.0671935	0.213137	0.356998	7.348201
8960	-13153.6	-13110.8	-42.7668	0.8496008	0.36041	0.175208	0.236383	0.192127	0.239926	0.175634	0.327594	0.16457	0.17972	0.385635	0.109682	0.151851	0.185968	0.229492	0.210879	0.406452	0.272487	0.264028	0.271372	0.0952973	0.161867	0.0816561	0.409554	0.0762663	0.256284	0.131281	0.0150456	0.127311	0.134688	0.242829	0.0597047	0.0786236	0.06244	0.0450349	0.0684721	0.294926	0.0262613	0.247251	0.0240277	0.172087	0.149613	0.005476	0.0760251	0.0355007	0.378654	0.0561817	0.0167915	0.4581	0.0547726	0.106061	0.426363	0.969805	2.49777	0.32134	0.391257	0.0699249	0.217478	0.3577981	7.581441
8970	-13143	-13106.9	-36.1056	0.8734436	0.304064	0.164621	0.146426	0.142912	0.221088	0.162803	0.306653	0.174875	0.175689	0.307025	0.0977826	0.141994	0.23234	0.25633	0.211361	0.321636	0.27655	0.207666	0.29697	0.0952973	0.194545	0.0609794	0.592595	0.0742967	0.234484	0.0978049	0.00806021	0.139485	0.0772556	0.128622	0.0697067	0.0762933	0.0472086	0.0433417	0.0822465	0.215672	0.0262613	0.187817	0.00349425	0.107133	0.110281	0.024119	0.0695404	0.0322861	0.385113	0.0545232	0.0325478	0.435398	0.0601319	0.111064	0.435104	0.975398	2.47843	0.343841	0.378125	0.0660828	0.211951	0.3732132	6.915324
8980	-13156.6	-13120.6	-36.0801	0.8073541	0.341372	0.124836	0.184049	0.102965	0.24413	0.171652	0.163685	0.169961	0.186674	0.300892	0.123258	0.14842	0.245766	0.250225	0.218878	0.279366	0.210661	0.210116	0.300528	0.103797	0.164351	0.108156	0.547489	0.108632	0.223443	0.0547648	0.00612004	0.1958	0.12577	0.147397	0.0132523	0.0865135	0.0714614	0.0336069	0.143345	0.244733	0.066867	0.166554	0.0202633	0.0815636	0.0973859	0.0728951	0.0511796	0.0316939	0.395993	0.0526657	0.0235684	0.434189	0.0618905	0.0971226	0.410078	0.958972	2.53383	0.352042	0.362237	0.0648278	0.220893	0.3939857	6.912771
8990	-13155.3	-13125.7	-29.571	0.9040885	0.263268	0.1533	0.190072	0.110956	0.136532	0.191592	0.226723	0.103788	0.146846	0.304116	0.157187	0.106718	0.17752	0.265678	0.130083	0.262039	0.197446	0.244994	0.291941	0.0995019	0.164465	0.0793067	0.524664	0.0556497	0.189187	0.0817803	0.012726	0.0809464	0.0814544	0.210744	0.0921419	0.0322171	0.0662683	0.0403372	0.0487845	0.232558	0.0417652	0.144616	0.0302172	0.088727	0.106776	0.0688317	0.027402	0.0331698	0.390217	0.0562823	0.0206254	0.436526	0.063179	0.117442	0.445896	0.982093	2.45457	0.334229	0.38324	0.0646578	0.217873	0.3868938	6.261865
9000	-13147.3	-13116.6	-30.6018	0.8304328	0.334693	0.11632	0.155114	0.124928	0.21886	0.135723	0.263854	0.155244	0.118113	0.223503	0.109243	0.162307	0.248436	0.238191	0.148071	0.365874	0.252849	0.23231	0.197805	0.096235	0.171727	0.121569	0.510448	0.107927	0.187915	0.09365	0.0233447	0.101232	0.0426614	0.178214	0.0921419	0.0478046	0.0583763	0.030037	0.0499363	0.180415	0.0254955	0.199811	0.00142043	0.0722122	0.102606	0.0409297	0.027402	0.0326199	0.376687	0.0640466	0.0218683	0.453454	0.0513236	0.102016	0.419104	0.965043	2.51384	0.352407	0.382025	0.0600195	0.205549	0.3858689	6.364948
9010	-13153.8	-13113.3	-40.5063	0.9503934	0.24933	0.0812206	0.170297	0.123137	0.291518	0.165041	0.31616	0.163927	0.154149	0.329416	0.113474	0.150847	0.185751	0.290386	0.191865	0.32661	0.296909	0.270267	0.239825	0.123772	0.17105	0.114907	0.576158	0.0854294	0.304032	0.09365	0.0547827	0.143029	0.057338	0.19276	0.0733035	0.0605262	0.0388451	0.0736376	0.0847799	0.31025	0.00303744	0.213499	0.0543287	0.135339	0.106515	0.0892738	0.085025	0.0327152	0.377787	0.0466725	0.0220452	0.479209	0.0415707	0.126953	0.461316	0.991268	2.42046	0.348051	0.364638	0.0688429	0.218468	0.3848699	7.355397
