Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
2200	-13199.4	-13167.1	-32.2613	0.3027443	0.30753	0.116945	0.216251	0.139191	0.242726	0.139017	0.185278	0.108778	0.164756	0.406122	0.139647	0.112549	0.236403	0.196592	0.179387	0.276104	0.266124	0.234637	0.264941	0.116374	0.102275	0.105806	0.473159	0.19225	0.070665	0.00480095	0.0663881	0.108197	0.0169588	0.0855287	0.0447876	0.024789	0.138581	0.0811003	0.0801195	0.22172	0.0988571	0.0515764	0.0334223	0.203695	0.149142	0.0866186	0.0411053	0.0385701	0.301673	0.0614028	0.0136385	0.545607	0.0391096	0.00552056	0.106632	0.600383	3.28746	0.355266	0.363333	0.0774535	0.203948	6.530894
2210	-13195.7	-13163.8	-31.9094	0.3370335	0.323274	0.111519	0.203387	0.147525	0.2705	0.150148	0.237891	0.160809	0.169998	0.346305	0.121538	0.13177	0.192938	0.227721	0.168156	0.308026	0.251776	0.23042	0.229064	0.0736298	0.159272	0.0929404	0.427804	0.142222	0.071305	0.0118986	0.0890303	0.0656656	0.00858766	0.0877363	0.127658	0.0440318	0.158279	0.0452616	0.0427459	0.167012	0.0636152	0.0281976	0.0574583	0.266453	0.160181	0.0679327	0.0540198	0.0456903	0.256453	0.0712906	0.0184636	0.574683	0.0334191	0.00877429	0.133445	0.653063	3.20472	0.339084	0.362294	0.0881484	0.210474	6.4957
2220	-13194.5	-13165.1	-29.3907	0.2981002	0.231439	0.091483	0.143302	0.13672	0.179199	0.144694	0.21951	0.133714	0.147616	0.33912	0.134609	0.114249	0.252775	0.264416	0.191644	0.317768	0.252831	0.199471	0.261662	0.101907	0.16971	0.061818	0.521477	0.182139	0.052122	0.0215697	0.0351009	0.0566601	0.00478762	0.0733173	0.12821	0.0211764	0.20429	0.0446332	0.0434829	0.200809	0.083501	0.029128	0.0515282	0.181001	0.112767	0.0687359	0.0377461	0.0384306	0.291372	0.0634061	0.0244642	0.551531	0.0307962	0.00514247	0.103018	0.592599	3.29924	0.356817	0.356699	0.0768452	0.209638	6.243839
2230	-13196.6	-13166.8	-29.8183	0.334265	0.277535	0.152073	0.196325	0.120915	0.13644	0.165752	0.214984	0.121755	0.193749	0.304072	0.0998298	0.170789	0.169868	0.211092	0.22791	0.293128	0.276814	0.21047	0.197457	0.0888012	0.106821	0.114243	0.543099	0.114793	0.0601108	0.0458311	0.0410117	0.102228	0.0198498	0.0441028	0.0902293	0.0595633	0.166823	0.051732	0.0859045	0.161528	0.0967517	0.0154841	0.052988	0.234558	0.149187	0.0814423	0.0185537	0.0355174	0.343701	0.0627419	0.0219997	0.495971	0.0400689	0.00848193	0.131281	0.649104	3.21113	0.344513	0.36368	0.0746408	0.217166	6.286592
2240	-13194.6	-13167.4	-27.2305	0.3141105	0.300991	0.115306	0.150934	0.13292	0.171783	0.117972	0.193126	0.0889874	0.13138	0.331317	0.0916063	0.119045	0.177322	0.255643	0.222632	0.32852	0.289247	0.214058	0.171447	0.0961605	0.155672	0.099442	0.451511	0.187548	0.0501849	0.0547385	0.0354536	0.0654872	0.0312052	0.0469483	0.0722557	0.00266762	0.120772	0.0578828	0.0191811	0.180839	0.127284	0.0282099	0.062266	0.262801	0.134632	0.0776523	0.00278476	0.0387677	0.318756	0.065401	0.0181807	0.522737	0.036158	0.00650954	0.115507	0.618756	3.25923	0.339961	0.36927	0.0720575	0.218711	6.027816
2250	-13191.9	-13166.1	-25.7942	0.2892858	0.284842	0.153005	0.171515	0.129838	0.181102	0.134854	0.193126	0.14441	0.116891	0.281061	0.110662	0.161222	0.183569	0.20551	0.192841	0.234044	0.215363	0.208259	0.217963	0.0597256	0.141588	0.0764979	0.460069	0.166383	0.107662	0.0412307	0.0310883	0.0763229	0.0234201	0.031571	0.0683281	0.0150886	0.136798	0.0648396	0.0303535	0.166905	0.116174	0.0384536	0.0707868	0.1923	0.181492	0.048947	0.0180804	0.0376082	0.302469	0.0756607	0.0230235	0.526375	0.0348639	0.00446652	0.0961904	0.577363	3.32198	0.312686	0.387985	0.0760958	0.223233	5.884182
2260	-13189.8	-13159.1	-30.6847	0.2838491	0.330372	0.118274	0.161372	0.0985078	0.201936	0.158335	0.237083	0.111498	0.173593	0.274527	0.136951	0.105058	0.2183	0.214269	0.216798	0.316206	0.29425	0.208259	0.266733	0.102625	0.137979	0.131961	0.500467	0.175001	0.0442282	0.0505526	0.0623654	0.0746406	0.0154449	0.0578287	0.0996673	0.0326535	0.14018	0.0237092	0.0339487	0.141366	0.142838	0.0334884	0.0451985	0.230768	0.147648	0.0522054	0.0541475	0.0320425	0.313611	0.0605127	0.0189755	0.525706	0.049153	0.00407685	0.0920054	0.567655	3.33626	0.34482	0.371349	0.0719236	0.211906	6.373236
2270	-13201.5	-13167.8	-33.7568	0.2886897	0.264977	0.142455	0.194796	0.141334	0.202014	0.174435	0.297869	0.116098	0.14838	0.390269	0.130706	0.146534	0.26166	0.184551	0.216798	0.337783	0.216083	0.249924	0.220362	0.0988861	0.119599	0.102191	0.433349	0.195162	0.101831	0.0505526	0.035085	0.0867878	0.028717	0.0511802	0.0558548	0.0540128	0.194243	0.029691	0.0853179	0.160128	0.103778	0.0373709	0.0518575	0.277746	0.156393	0.0972881	0.0363947	0.0318194	0.290929	0.0595936	0.0181577	0.544655	0.0548447	0.00442278	0.0957304	0.57631	3.32354	0.330246	0.380769	0.0765823	0.212403	6.680448
2280	-13190.2	-13158.2	-31.948	0.2974079	0.328418	0.124212	0.201157	0.135065	0.209745	0.131273	0.267913	0.149495	0.153087	0.320188	0.137733	0.128881	0.220598	0.23443	0.209249	0.307227	0.251904	0.213168	0.220362	0.15198	0.133529	0.0761949	0.454536	0.169572	0.0756029	0.0557756	0.0427589	0.063529	0.0108769	0.0831954	0.0844759	0.00866258	0.168013	0.0221242	0.0566892	0.224041	0.112909	0.0347698	0.0584968	0.222639	0.123852	0.0763091	0.0449292	0.0320668	0.354426	0.0570259	0.0185983	0.483524	0.0543594	0.0050874	0.10248	0.591424	3.30101	0.343845	0.369783	0.0721848	0.214188	6.49957
2290	-13198	-13168.2	-29.787	0.3055533	0.316036	0.111374	0.206691	0.144755	0.195988	0.159415	0.218147	0.155913	0.136585	0.332275	0.104755	0.116729	0.239394	0.202824	0.213863	0.355337	0.28619	0.183508	0.220983	0.149842	0.128591	0.110406	0.374537	0.147914	0.0473125	0.0639227	0.0815569	0.067824	0.0338808	0.0747479	0.0684547	0.0305698	0.123118	0.0523991	0.066192	0.152328	0.0953614	0.0410681	0.0470995	0.185259	0.116192	0.104165	0.0199604	0.0312413	0.299494	0.0569529	0.021073	0.550039	0.0411995	0.00575658	0.108822	0.605012	3.28041	0.351734	0.360535	0.069406	0.218325	6.283463
2300	-13199.8	-13172.5	-27.2612	0.2900495	0.287861	0.133954	0.209837	0.100521	0.22707	0.142685	0.190795	0.128966	0.161579	0.349745	0.134024	0.109504	0.161426	0.187943	0.239329	0.209466	0.241097	0.150758	0.219457	0.112792	0.130988	0.0841389	0.418926	0.202309	0.0376812	0.0143375	0.0240259	0.0470887	0.0447325	0.0668688	0.146747	0.0162581	0.177971	0.0491947	0.0387482	0.185071	0.117064	0.0398229	0.0653493	0.181812	0.128054	0.0957426	0.0191395	0.0382344	0.299448	0.0552943	0.0156854	0.564766	0.0265711	0.00452293	0.0967801	0.578707	3.31999	0.355137	0.35331	0.0784263	0.213127	6.030882
2310	-13210.2	-13178.3	-31.9668	0.3253099	0.286575	0.123613	0.194325	0.12502	0.237169	0.118392	0.252439	0.134656	0.150883	0.280099	0.136495	0.153894	0.19897	0.16973	0.224776	0.255864	0.243673	0.205937	0.232727	0.100671	0.110871	0.108553	0.552205	0.265971	0.04285	0.0661687	0.0644316	0.0207468	0.0712471	0.0736774	0.135084	0.0637916	0.209913	0.0163027	0.0359934	0.233356	0.0817755	0.0580901	0.084806	0.203805	0.149471	0.0215467	0.00488041	0.0448796	0.297088	0.0518069	0.0140111	0.558976	0.0332385	0.00757144	0.124273	0.635959	3.2322	0.347542	0.355719	0.080981	0.215759	6.501446
2320	-13200.8	-13167.5	-33.3329	0.2942371	0.286347	0.149788	0.221342	0.0996182	0.274035	0.142049	0.244423	0.143389	0.149984	0.324545	0.102228	0.116193	0.179546	0.273676	0.184298	0.381061	0.234925	0.172804	0.222157	0.107153	0.130588	0.103346	0.504854	0.202934	0.0600799	0.0397516	0.058211	0.0241391	0.0656166	0.0831561	0.118011	0.0120729	0.231162	0.0799865	0.0593222	0.233229	0.0737387	0.0308771	0.0535447	0.197495	0.201405	0.0574602	0.00751715	0.0342115	0.286617	0.061871	0.0154148	0.556608	0.0452776	0.00483949	0.10002	0.585997	3.30914	0.345462	0.378238	0.0753028	0.200997	6.638058
2330	-13190.8	-13164.1	-26.707	0.3039169	0.304648	0.15749	0.17978	0.123445	0.174368	0.144408	0.187587	0.15293	0.113026	0.289657	0.14486	0.117441	0.192544	0.216417	0.190828	0.282911	0.225203	0.181886	0.251515	0.0734389	0.121467	0.107505	0.422366	0.180794	0.0679106	0.0174683	0.117748	0.0276265	0.0350376	0.0582853	0.0654943	0.0176668	0.142589	0.0692331	0.0363708	0.173253	0.0676239	0.0227055	0.0563305	0.201635	0.130798	0.0677361	0.0634364	0.0396194	0.309231	0.0679028	0.0142437	0.518816	0.0501867	0.00561842	0.107546	0.602323	3.28451	0.335255	0.361562	0.077862	0.22532	5.975462
2340	-13203	-13177.6	-25.3372	0.306591	0.295956	0.136399	0.152705	0.115771	0.175596	0.117183	0.247874	0.158592	0.147258	0.343072	0.112966	0.0943964	0.253962	0.218232	0.204922	0.198074	0.212085	0.153963	0.212882	0.104331	0.107032	0.12306	0.418158	0.209763	0.0439624	0.0384513	0.0658005	0.0267247	0.044348	0.0679055	0.0618769	0.0346445	0.164501	0.0259203	0.0590512	0.152796	0.0970931	0.0576631	0.039716	0.164592	0.0843516	0.0661728	0.0286862	0.0437917	0.390789	0.0511064	0.0198085	0.449732	0.0447723	0.00584518	0.109631	0.606707	3.27782	0.341247	0.36982	0.0756562	0.213277	5.838488
2350	-13196.8	-13171.3	-25.4646	0.3211885	0.309935	0.162944	0.139179	0.140376	0.18978	0.111558	0.210977	0.141663	0.114624	0.286065	0.119162	0.123845	0.219357	0.201226	0.15506	0.28938	0.218885	0.180105	0.190697	0.105924	0.103001	0.0980692	0.429187	0.161587	0.0403363	0.0263837	0.0434477	0.0834951	0.0453512	0.0353532	0.135145	0.0442815	0.154259	0.00994057	0.0331834	0.21428	0.0926286	0.0284919	0.0567762	0.203967	0.0854725	0.0706465	0.0452024	0.0485124	0.324372	0.0616899	0.017616	0.498212	0.0495986	0.00717065	0.121047	0.629729	3.24205	0.338106	0.374937	0.0732796	0.213677	5.85123
2360	-13184.8	-13165.7	-19.0525	0.3104325	0.305693	0.0867088	0.114307	0.106118	0.176694	0.149448	0.181387	0.120988	0.131511	0.217661	0.119162	0.0923499	0.175938	0.162361	0.163833	0.244607	0.218383	0.162147	0.187994	0.0794117	0.122861	0.0980692	0.355252	0.127806	0.0664007	0.0344261	0.0395832	0.0644556	0.0246389	0.072121	0.0835339	0.0504367	0.092019	0.041218	0.0331834	0.181768	0.0806063	0.033853	0.0621178	0.132378	0.120709	0.0598958	0.0359761	0.0467072	0.324053	0.0639798	0.0171013	0.504817	0.0433414	0.00617967	0.112632	0.612914	3.26827	0.331049	0.377707	0.0782031	0.213041	5.210012
2370	-13193.1	-13169.8	-23.2377	0.3158465	0.239922	0.10404	0.151378	0.125081	0.202201	0.137934	0.217706	0.11722	0.163958	0.254194	0.115082	0.11242	0.230613	0.191331	0.125981	0.309169	0.280361	0.178484	0.19636	0.0788892	0.124263	0.0997689	0.341836	0.140302	0.0704295	0.0745984	0.0726467	0.049002	0.0324598	0.0563908	0.0262777	0.00186291	0.133629	0.0467424	0.0307301	0.19914	0.120635	0.0382297	0.0600386	0.182765	0.120709	0.0598958	0.0138592	0.0417664	0.325451	0.0703768	0.0185745	0.508498	0.0353328	0.0066685	0.116865	0.62148	3.25499	0.335591	0.370446	0.0747815	0.219182	5.628533
2380	-13208.1	-13181.7	-26.3162	0.2702087	0.299844	0.0894719	0.154806	0.164154	0.194707	0.183886	0.184715	0.146931	0.155772	0.250254	0.132154	0.114018	0.180339	0.203588	0.225151	0.340064	0.26705	0.178918	0.24826	0.0990294	0.121418	0.0873165	0.315935	0.14107	0.0402511	0.0511993	0.067331	0.0648751	0.0261044	0.0583951	0.0805631	0.0369597	0.132257	0.0535236	0.0598371	0.162696	0.0787591	0.011462	0.0570597	0.174924	0.134198	0.0892308	0.077906	0.046684	0.324974	0.0621922	0.0250904	0.500778	0.0402815	0.00319025	0.0816244	0.542211	3.37297	0.32417	0.382813	0.0737495	0.219267	5.936386
2390	-13190	-13168	-21.9271	0.3174481	0.235094	0.178046	0.16926	0.117593	0.183129	0.118044	0.199028	0.118244	0.126664	0.295252	0.102366	0.110865	0.174281	0.206232	0.154786	0.266642	0.238092	0.162	0.186144	0.0767324	0.145452	0.0776527	0.423248	0.122377	0.0665275	0.00927662	0.0196082	0.0818732	0.0206272	0.0473776	0.100228	0.0124515	0.162084	0.0535236	0.0641208	0.180723	0.101762	0.0314774	0.0554619	0.124344	0.0866459	0.0599092	0.0322329	0.0444194	0.309209	0.0568173	0.0181521	0.541642	0.0297604	0.00681699	0.118119	0.623974	3.25109	0.344344	0.365863	0.0829756	0.206818	5.497479
2400	-13195.9	-13172.7	-23.2081	0.2789628	0.256897	0.138742	0.178628	0.101619	0.231137	0.118027	0.168854	0.150953	0.115526	0.279692	0.0862432	0.0970184	0.195453	0.181193	0.199485	0.266082	0.230186	0.185767	0.230582	0.0745333	0.149719	0.0601884	0.394415	0.157409	0.047165	0.0647188	0.00607637	0.0622215	0.0297298	0.0574235	0.049563	0.0139694	0.161112	0.0459441	0.0641208	0.111902	0.131936	0.017572	0.0656928	0.199773	0.135545	0.081308	0.0314539	0.0388863	0.275848	0.0783708	0.0152439	0.549823	0.0418281	0.00374432	0.0882651	0.558722	3.34927	0.32375	0.37881	0.0843755	0.213065	5.625576
2410	-13208.7	-13176.6	-32.1026	0.3128042	0.250827	0.11835	0.161573	0.126759	0.218037	0.151093	0.166455	0.156874	0.150931	0.256473	0.156559	0.160605	0.28167	0.201456	0.258437	0.266082	0.197878	0.179635	0.231407	0.0765261	0.198873	0.124985	0.542528	0.223725	0.0495254	0.0631065	0.0565928	0.0827701	0.0331547	0.0815758	0.115737	0.0214916	0.13237	0.128525	0.100747	0.217022	0.0883288	0.0243928	0.0413959	0.200801	0.117886	0.0657579	0.0361132	0.0459943	0.273957	0.0540423	0.0182037	0.566011	0.0417921	0.00639131	0.114486	0.616692	3.26243	0.338341	0.372532	0.08172	0.207407	6.515029
2420	-13196	-13173.4	-22.6714	0.2929933	0.306791	0.139149	0.153402	0.0987831	0.205814	0.142589	0.166455	0.153623	0.142878	0.325382	0.132644	0.104063	0.233375	0.128155	0.174152	0.302908	0.246144	0.121358	0.177836	0.060498	0.120479	0.112898	0.362596	0.13918	0.0370262	0.0218222	0.0535366	0.0606903	0.0565072	0.0475044	0.0846828	0.0406656	0.133972	0.0702033	0.0391369	0.189393	0.0639092	0.00807179	0.0206742	0.212314	0.0970675	0.071094	0.012482	0.0439428	0.284884	0.0723502	0.015985	0.552113	0.0307247	0.00474418	0.0990566	0.583846	3.31235	0.324437	0.373432	0.0911057	0.211025	5.571908
2430	-13198.3	-13174.3	-24.0087	0.3043686	0.233211	0.109668	0.154756	0.102625	0.215623	0.106449	0.19212	0.172372	0.186875	0.266617	0.103135	0.138523	0.174248	0.199709	0.174152	0.282124	0.217552	0.166186	0.185437	0.101639	0.113057	0.084884	0.445079	0.132175	0.0429496	0.0572032	0.112865	0.103675	0.0400034	0.0545712	0.114388	0.0249075	0.104019	0.101394	0.0121643	0.125291	0.0982346	0.0324176	0.0418781	0.211692	0.110602	0.0493112	0.00984626	0.0416371	0.279697	0.0699963	0.0211472	0.563948	0.0235738	0.00565637	0.107898	0.603067	3.28338	0.337307	0.369432	0.0889713	0.204289	5.705632
2440	-13192.9	-13169.1	-23.756	0.281669	0.231159	0.137455	0.15755	0.0988943	0.178219	0.185361	0.185753	0.117967	0.166448	0.32902	0.103639	0.142482	0.208177	0.208755	0.206697	0.301333	0.236783	0.207707	0.157981	0.0676861	0.128982	0.0931244	0.342934	0.119722	0.0724396	0.05159	0.0685887	0.0499111	0.0291616	0.0602604	0.0764441	0.0389808	0.15465	0.0296125	0.0198252	0.153948	0.101804	0.00063963	0.0267224	0.171104	0.148538	0.0848385	0.0274728	0.0447884	0.293728	0.0762789	0.0112615	0.539163	0.03478	0.00392641	0.0903339	0.563694	3.34205	0.317121	0.383593	0.0833273	0.215959	5.680362
2450	-13193.1	-13167.3	-25.8082	0.3504033	0.293462	0.124396	0.170367	0.121293	0.206962	0.165371	0.196266	0.125907	0.164618	0.274008	0.135292	0.0781102	0.217296	0.206176	0.221203	0.21184	0.230338	0.214973	0.194443	0.100856	0.125116	0.0673353	0.517365	0.13413	0.0672444	0.0704294	0.0417489	0.0537967	0.0309639	0.0514471	0.0814096	0.0212298	0.14088	0.0441804	0.0198252	0.190253	0.094734	0.0124525	0.0338536	0.169763	0.1454	0.0961979	0.0226492	0.0455536	0.322721	0.0667101	0.0176195	0.507192	0.040203	0.0102569	0.143869	0.67151	3.17436	0.330423	0.37298	0.0805177	0.216079	5.885583
2460	-13201.1	-13174.8	-26.2861	0.3088511	0.217024	0.140163	0.145938	0.193639	0.194585	0.140721	0.194202	0.109549	0.147947	0.283726	0.0889633	0.178793	0.193574	0.197925	0.164459	0.282597	0.251918	0.197811	0.178784	0.0921922	0.101463	0.0922969	0.488782	0.120238	0.045102	0.0231985	0.0788346	0.0520169	0.0428545	0.0630525	0.104645	0.0259814	0.107035	0.0667402	0.0533281	0.211696	0.103443	0.0230871	0.0684323	0.240077	0.162971	0.036063	0.0275229	0.0498542	0.288699	0.0602854	0.0173301	0.553965	0.0298665	0.00604072	0.111396	0.610372	3.27219	0.329897	0.355957	0.0908253	0.223321	5.93337
2470	-13202	-13175	-26.9466	0.3104419	0.271271	0.130587	0.209259	0.112699	0.263212	0.138454	0.181746	0.105588	0.169181	0.244133	0.134573	0.137081	0.143472	0.238496	0.18373	0.286012	0.239443	0.232894	0.223664	0.0953229	0.12013	0.166691	0.331482	0.152158	0.0615139	0.0625984	0.0321786	0.0741996	0.0212034	0.0398906	0.115106	0.0450996	0.145889	0.0585715	0.0354093	0.21267	0.0802989	0.0249625	0.0639754	0.19724	0.125509	0.047316	0.0445112	0.0497703	0.281172	0.0664562	0.0247048	0.554344	0.0235528	0.0061805	0.112639	0.612929	3.26825	0.337544	0.370831	0.0852252	0.2064	5.999421
2480	-13210.5	-13182.3	-28.2224	0.3278026	0.232371	0.127395	0.181231	0.163543	0.1516	0.162549	0.189198	0.157059	0.116143	0.329476	0.0526927	0.148584	0.19332	0.248626	0.150104	0.323398	0.233676	0.191215	0.235128	0.057307	0.113602	0.0771695	0.442621	0.258115	0.0497323	0.0342453	0.0568562	0.0748424	0.0491671	0.125211	0.122315	0.0177081	0.125491	0.0601663	0.00377141	0.249105	0.105097	0.0461562	0.0639754	0.184771	0.153192	0.0503326	0.0187433	0.0485496	0.299184	0.054568	0.0310461	0.540748	0.0259038	0.00781945	0.126225	0.639671	3.22628	0.339212	0.364014	0.080643	0.216131	6.127004
2490	-13202.6	-13172.5	-30.113	0.3025408	0.285791	0.142522	0.188135	0.0905149	0.124029	0.173397	0.192257	0.115205	0.179921	0.409821	0.0769136	0.136636	0.254027	0.289466	0.182573	0.299827	0.273241	0.200508	0.23542	0.0854727	0.135695	0.127797	0.454416	0.113456	0.0622546	0.0616622	0.0592458	0.081529	0.0442824	0.0398422	0.0765658	0.0454212	0.20088	0.0372145	0.0277573	0.238613	0.0662141	0.031074	0.0459306	0.23113	0.158731	0.0359281	0.00475215	0.0347564	0.304875	0.0546766	0.0131934	0.551033	0.0414657	0.00550367	0.106473	0.600045	3.28798	0.362785	0.358883	0.0714172	0.206915	6.316069
2500	-13207.3	-13172.4	-34.9584	0.3180643	0.274029	0.175006	0.261747	0.124273	0.253668	0.135087	0.229515	0.165994	0.124604	0.270404	0.128851	0.142171	0.215281	0.245149	0.221471	0.323108	0.279971	0.16817	0.225844	0.0943878	0.120804	0.100292	0.497169	0.176664	0.0594991	0.0584111	0.0732205	0.0871391	0.0249402	0.078357	0.134771	0.0677003	0.112928	0.074092	0.0103468	0.367797	0.110665	0.0387803	0.0728752	0.239574	0.148532	0.0586937	0.0286245	0.0402044	0.346752	0.0589699	0.0241489	0.502495	0.0274299	0.00687459	0.118601	0.624929	3.2496	0.350995	0.363826	0.0674712	0.217708	6.800605
2510	-13195.8	-13161.8	-33.9617	0.3023022	0.272908	0.156349	0.219562	0.135054	0.238606	0.167794	0.20754	0.159784	0.130906	0.325716	0.131589	0.124355	0.191983	0.260901	0.221471	0.316599	0.276673	0.22287	0.225844	0.0887761	0.132109	0.0891266	0.613306	0.143814	0.0679643	0.0574911	0.0317438	0.0866324	0.0391025	0.0794846	0.129492	0.0167542	0.192729	0.074092	0.0795147	0.202214	0.0813073	0.0248771	0.0811971	0.186823	0.0866729	0.0917171	0.037487	0.0340457	0.36453	0.0657289	0.0217653	0.48108	0.0328504	0.00548391	0.106287	0.599649	3.28858	0.328168	0.383231	0.0704137	0.218187	6.700932
2520	-13193.7	-13164.9	-28.7976	0.2923235	0.345681	0.155271	0.165709	0.142606	0.219102	0.111955	0.20754	0.114608	0.113512	0.330947	0.116784	0.123442	0.240825	0.191487	0.198799	0.287974	0.217756	0.210031	0.23646	0.113514	0.12962	0.0875931	0.388839	0.212543	0.0540129	0.0406032	0.0656814	0.0847516	0.0502303	0.0918013	0.0946338	0.00762627	0.160042	0.0564827	0.0733128	0.185664	0.10537	0.0348638	0.0542813	0.172485	0.113341	0.0600225	0.0167256	0.0329247	0.350147	0.0634898	0.0262314	0.487594	0.039614	0.0046933	0.0985381	0.582683	3.31409	0.329358	0.376679	0.0723927	0.22157	6.184527
2530	-13201.8	-13173	-28.84	0.3116701	0.312229	0.132576	0.175496	0.0851111	0.213658	0.14419	0.250952	0.139886	0.153386	0.279411	0.134198	0.125201	0.207591	0.198154	0.156798	0.352782	0.228596	0.151993	0.257643	0.0583926	0.106055	0.0992439	0.49446	0.164609	0.0610079	0.0532824	0.0625753	0.0896814	0.04718	0.0261422	0.107425	0.0674749	0.160042	0.0406107	0.0778176	0.175561	0.0645996	0.0141909	0.0714429	0.16391	0.0987925	0.128834	0.0555794	0.0368974	0.337	0.0610467	0.0285307	0.486626	0.0498994	0.00628962	0.113599	0.614891	3.26522	0.345278	0.368887	0.0707451	0.21509	6.188764
2540	-13198.9	-13172.3	-26.5525	0.3008164	0.268521	0.161963	0.136553	0.10956	0.213658	0.129425	0.196769	0.12803	0.146009	0.21863	0.111188	0.097514	0.192575	0.223275	0.17616	0.337457	0.223304	0.21861	0.222359	0.0654053	0.155133	0.101076	0.414654	0.200638	0.0624223	0.0364541	0.0278524	0.0638305	0.0591254	0.0855433	0.0875958	0.029928	0.13486	0.028581	0.0778176	0.258315	0.0963872	0.0606284	0.0469904	0.123267	0.0931143	0.0725953	0.0662414	0.040341	0.297236	0.0663995	0.015321	0.542164	0.038538	0.00536176	0.10513	0.597171	3.29234	0.341761	0.374853	0.0735782	0.209809	5.960017
2550	-13195.4	-13170.7	-24.7164	0.3248156	0.264869	0.124243	0.153189	0.122953	0.173513	0.12737	0.175166	0.151904	0.122733	0.278316	0.104589	0.144154	0.209101	0.246606	0.159681	0.248863	0.2269	0.201172	0.211864	0.0803282	0.132004	0.059134	0.398197	0.158509	0.0701615	0.0250214	0.0637136	0.0642842	0.0231658	0.070863	0.121378	0.0394591	0.101163	0.0324957	0.02074	0.210274	0.0972698	0.0256248	0.0543295	0.169205	0.139749	0.117202	0.0549452	0.0427764	0.333234	0.0570822	0.0199526	0.510511	0.0364441	0.00752276	0.123887	0.635217	3.23337	0.344111	0.359779	0.0727184	0.223391	5.776402
2560	-13193.5	-13166.9	-26.5559	0.3095554	0.280641	0.113748	0.175839	0.12439	0.225243	0.123918	0.234951	0.145295	0.145874	0.33538	0.161359	0.146394	0.160261	0.227063	0.211302	0.305659	0.224823	0.177461	0.246312	0.0732772	0.173767	0.0843932	0.377816	0.14956	0.0427742	0.0392077	0.0702362	0.0593764	0.0383139	0.0523075	0.0744087	0.032203	0.0904208	0.0327961	0.0419312	0.142728	0.112292	0.0150289	0.0602358	0.185558	0.160778	0.0543744	0.0306542	0.0485203	0.289558	0.0605117	0.0160575	0.541182	0.04417	0.00610239	0.111946	0.611506	3.27045	0.326036	0.376423	0.0738428	0.223698	5.960353
2570	-13206.8	-13173.4	-33.4461	0.2965981	0.335535	0.145025	0.177221	0.150759	0.188623	0.113121	0.20802	0.15519	0.143731	0.414183	0.107771	0.180214	0.255235	0.179931	0.230011	0.356845	0.24059	0.230462	0.210097	0.0462407	0.186882	0.109713	0.477152	0.237564	0.0648631	0.00344608	0.068545	0.0735568	0.0301868	0.0630051	0.084369	0.00856936	0.182977	0.0691673	0.000960621	0.149084	0.0949739	0.0562573	0.0887547	0.225975	0.195647	0.0451943	0.0637291	0.0459034	0.289373	0.0537838	0.0181364	0.552321	0.0404829	0.00502341	0.101851	0.590045	3.30308	0.334045	0.367306	0.0770272	0.221621	6.649379
2580	-13201.4	-13161.6	-39.8168	0.2811317	0.319979	0.126077	0.261727	0.150759	0.19821	0.180716	0.203204	0.135301	0.166455	0.371422	0.140375	0.136648	0.243777	0.358788	0.245742	0.367371	0.31094	0.233568	0.272277	0.089255	0.176117	0.0921798	0.488255	0.237564	0.0704476	0.0647407	0.0723301	0.052836	0.0638991	0.0883258	0.0500401	0.0314495	0.164305	0.0601566	0.00967372	0.26176	0.15453	0.00919395	0.0544172	0.219548	0.175641	0.0933691	0.0830761	0.0339151	0.257535	0.0544456	0.0180101	0.602557	0.0335376	0.00388985	0.0899226	0.562712	3.34348	0.352916	0.360674	0.0809115	0.205499	7.286448
2590	-13197.7	-13163.8	-33.82	0.3023063	0.345888	0.141188	0.212177	0.171154	0.235971	0.150283	0.243473	0.121228	0.129051	0.371422	0.112416	0.113169	0.243091	0.201035	0.204394	0.303975	0.363592	0.192817	0.253729	0.083391	0.130204	0.146172	0.462388	0.227125	0.0888061	0.036253	0.0664389	0.0741718	0.0337276	0.0264661	0.110651	0.0164271	0.165224	0.0601566	0.0320265	0.173558	0.151831	0.038382	0.0425037	0.214699	0.111312	0.0666937	0.0181025	0.0354685	0.266023	0.0583739	0.0260332	0.571954	0.0421474	0.00548425	0.10629	0.599656	3.28857	0.351077	0.364424	0.0728597	0.211639	6.686764
